context: 4:51 response:	11:40
context: The pressure will kill me!\My bad!\Please take this ticket.\Th-Thanks.\Oh, you're here.\Miura.\Sorry, but I'm still getting things ready.\Go on without me. response:	Okay.
context: My bad!\Please take this ticket.\Th-Thanks.\Oh, you're here.\Miura.\Sorry, but I'm still getting things ready.\Go on without me.\Okay. response:	Um...
context: Please take this ticket.\Th-Thanks.\Oh, you're here.\Miura.\Sorry, but I'm still getting things ready.\Go on without me.\Okay.\Um... response:	Ashirogi!
context: Th-Thanks.\Oh, you're here.\Miura.\Sorry, but I'm still getting things ready.\Go on without me.\Okay.\Um...\Ashirogi! response:	Fukuda!
context: Oh, you're here.\Miura.\Sorry, but I'm still getting things ready.\Go on without me.\Okay.\Um...\Ashirogi!\Fukuda! response:	Aoki, too!
context: Miura.\Sorry, but I'm still getting things ready.\Go on without me.\Okay.\Um...\Ashirogi!\Fukuda!\Aoki, too! response:	Good evening.
context: Sorry, but I'm still getting things ready.\Go on without me.\Okay.\Um...\Ashirogi!\Fukuda!\Aoki, too!\Good evening. response:	I came, too.
context: Go on without me.\Okay.\Um...\Ashirogi!\Fukuda!\Aoki, too!\Good evening.\I came, too. response:	Of course.
context: Okay.\Um...\Ashirogi!\Fukuda!\Aoki, too!\Good evening.\I came, too.\Of course. response:	There's no way you'd miss the New Year's party, Hiramaru.
context: Um...\Ashirogi!\Fukuda!\Aoki, too!\Good evening.\I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru. response:	True that.
context: Ashirogi!\Fukuda!\Aoki, too!\Good evening.\I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that. response:	Hattori!
context: Fukuda!\Aoki, too!\Good evening.\I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori! response:	Oh, congrats on your new serializaton!
context: Aoki, too!\Good evening.\I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori!\Oh, congrats on your new serializaton! response:	Well, enjoy the party.
context: Good evening.\I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party. response:	O-Okay...
context: I came, too.\Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay... response:	I'm Ibaraki, editor-in-chief of Jack SQ.
context: Of course.\There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ. response:	We're aware of +NATURAL's reputation.
context: There's no way you'd miss the New Year's party, Hiramaru.\True that.\Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation. response:	By the way, if there are any other stories you'd like to write, by all means
context: True that.\Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means response:	Akina!
context: Hattori!\Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina! response:	Hattori!
context: Oh, congrats on your new serializaton!\Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori! response:	I read your fax.
context: Well, enjoy the party.\O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori!\I read your fax. response:	Chapter seven was well done.
context: O-Okay...\I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori!\I read your fax.\Chapter seven was well done. response:	Thank you.
context: I'm Ibaraki, editor-in-chief of Jack SQ.\We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori!\I read your fax.\Chapter seven was well done.\Thank you. response:	Do you have any questions or concerns?
context: We're aware of +NATURAL's reputation.\By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori!\I read your fax.\Chapter seven was well done.\Thank you.\Do you have any questions or concerns? response:	If you do, I'll quickly
context: By the way, if there are any other stories you'd like to write, by all means\Akina!\Hattori!\I read your fax.\Chapter seven was well done.\Thank you.\Do you have any questions or concerns?\If you do, I'll quickly response:	No.
context: Akina!\Hattori!\I read your fax.\Chapter seven was well done.\Thank you.\Do you have any questions or concerns?\If you do, I'll quickly\No. response:	None at all. It was fantastic.
context: Hattori!\I read your fax.\Chapter seven was well done.\Thank you.\Do you have any questions or concerns?\If you do, I'll quickly\No.\None at all. It was fantastic. response:	Enjoy yourself today.
context: I read your fax.\Chapter seven was well done.\Thank you.\Do you have any questions or concerns?\If you do, I'll quickly\No.\None at all. It was fantastic.\Enjoy yourself today. response:	Oh, the seventh chapter was good, too?
context: Chapter seven was well done.\Thank you.\Do you have any questions or concerns?\If you do, I'll quickly\No.\None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too? response:	Yeah.
context: Thank you.\Do you have any questions or concerns?\If you do, I'll quickly\No.\None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah. response:	I'm so excited to read what happens next!
context: Do you have any questions or concerns?\If you do, I'll quickly\No.\None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next! response:	Hattori, I want to read the seventh chapter right away.
context: If you do, I'll quickly\No.\None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away. response:	Sure. You can after this.
context: No.\None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this. response:	I'm looking forward to it!
context: None at all. It was fantastic.\Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it! response:	I don't know much about it, but there's some pretty good hype for Natural.
context: Enjoy yourself today.\Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural. response:	Really?
context: Oh, the seventh chapter was good, too?\Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really? response:	But don't you think they're being kind of cold?
context: Yeah.\I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold? response:	But I was really surprised!
context: I'm so excited to read what happens next!\Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold?\But I was really surprised! response:	You've shown some real talent by taking Akina Aiko's manuscript this far!
context: Hattori, I want to read the seventh chapter right away.\Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far! response:	That's true, but
context: Sure. You can after this.\I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but response:	you're something else, too.
context: I'm looking forward to it!\I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too. response:	You thought of having Niizuma draw another manga.
context: I don't know much about it, but there's some pretty good hype for Natural.\Really?\But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too.\You thought of having Niizuma draw another manga. response:	Yes, I'm happy to have a popular author in Jack draw it for me.
context: Really?\But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me. response:	Indeed, Hattori is the rising star of the editorial department.
context: But don't you think they're being kind of cold?\But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department. response:	Oh, please.
context: But I was really surprised!\You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please. response:	Yes! Hattori is a rising star!
context: You've shown some real talent by taking Akina Aiko's manuscript this far!\That's true, but\you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star! response:	A rising star?
context: That's true, but\you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star!\A rising star? response:	Niizuma, will you really be okay with five assistants?
context: you're something else, too.\You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants? response:	No problem!
context: You thought of having Niizuma draw another manga.\Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants?\No problem! response:	I'll be Jack' s number one author this year, too!
context: Yes, I'm happy to have a popular author in Jack draw it for me.\Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too! response:	It seems like the editorial department's expecting a lot more from Natural than Tanto!
context: Indeed, Hattori is the rising star of the editorial department.\Oh, please.\Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto! response:	Let's turn them around. I definitely don't want to lose to Iwase.
context: Oh, please.\Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase. response:	Yeah.
context: Yes! Hattori is a rising star!\A rising star?\Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah. response:	This time we'll overtake Eiji!
context: A rising star?\Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji! response:	Thank you for coming today.
context: Niizuma, will you really be okay with five assistants?\No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji!\Thank you for coming today. response:	Arai, what are you doing after this?
context: No problem!\I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this? response:	There are things we can't talk about while the editors are around.
context: I'll be Jack' s number one author this year, too!\It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around. response:	Then let's go somewhere else.
context: It seems like the editorial department's expecting a lot more from Natural than Tanto!\Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else. response:	Fukuda!
context: Let's turn them around. I definitely don't want to lose to Iwase.\Yeah.\This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda! response:	What are you talking about with Aoki?
context: Yeah.\This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki? response:	That's unfair!
context: This time we'll overtake Eiji!\Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki?\That's unfair! response:	Let's all go to the afterparty!
context: Thank you for coming today.\Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty! response:	But Ashirogi and Master Niizuma are still underage.
context: Arai, what are you doing after this?\There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage. response:	Akina, too.
context: There are things we can't talk about while the editors are around.\Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too. response:	Then we can just go to a family restaurant!
context: Then let's go somewhere else.\Fukuda!\What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant! response:	I'll get Niizuma.
context: Fukuda!\What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma. response:	Niizuma, let's go to a
context: What are you talking about with Aoki?\That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a response:	I need to get back to work, so I'm going home.
context: That's unfair!\Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home. response:	Work?
context: Let's all go to the afterparty!\But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work? response:	I'm going to make a storyboard for the seventh chapter.
context: But Ashirogi and Master Niizuma are still underage.\Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter. response:	You've already done up through the third chapter,
context: Akina, too.\Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter, response:	so there's no need to rush.
context: Then we can just go to a family restaurant!\I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush. response:	Right, right!
context: I'll get Niizuma.\Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush.\Right, right! response:	Forget about work for today!
context: Niizuma, let's go to a\I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush.\Right, right!\Forget about work for today! response:	No, I won't!
context: I need to get back to work, so I'm going home.\Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush.\Right, right!\Forget about work for today!\No, I won't! response:	I'm having fun drawing manga right now!
context: Work?\I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush.\Right, right!\Forget about work for today!\No, I won't!\I'm having fun drawing manga right now! response:	I could barely pull myself away from drawing to come here today!
context: I'm going to make a storyboard for the seventh chapter.\You've already done up through the third chapter,\so there's no need to rush.\Right, right!\Forget about work for today!\No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today! response:	Okay, I'll go grab it from the editorial department.
context: You've already done up through the third chapter,\so there's no need to rush.\Right, right!\Forget about work for today!\No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department. response:	Then, SEE YOU AGAIN!
context: so there's no need to rush.\Right, right!\Forget about work for today!\No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN! response:	Hmph, party-pooper.
context: Right, right!\Forget about work for today!\No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper. response:	Then how about the rest of us go
context: Forget about work for today!\No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go response:	Huh?
context: No, I won't!\I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go\Huh? response:	What?
context: I'm having fun drawing manga right now!\I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go\Huh?\What? response:	All right. They've all gone home.
context: I could barely pull myself away from drawing to come here today!\Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go\Huh?\What?\All right. They've all gone home. response:	Hiramaru, what are you doing there all alone?
context: Okay, I'll go grab it from the editorial department.\Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go\Huh?\What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone? response:	Mr. Yoshida...
context: Then, SEE YOU AGAIN!\Hmph, party-pooper.\Then how about the rest of us go\Huh?\What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida... response:	Akira, you were too obvious.
context: Hmph, party-pooper.\Then how about the rest of us go\Huh?\What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious. response:	What do you mean?
context: Then how about the rest of us go\Huh?\What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious.\What do you mean? response:	Giving Ashirogi that much incentive...
context: Huh?\What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive... response:	Why are you backing them so much?
context: What?\All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much? response:	Niizuma, it isn't good practice to support authors one isn't in charge of.
context: All right. They've all gone home.\Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of. response:	If it looked like that to you, please don't tell anyone else.
context: Hiramaru, what are you doing there all alone?\Mr. Yoshida...\Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else. response:	I know.
context: Mr. Yoshida...\Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know. response:	That's why I'm bringing it up now.
context: Akira, you were too obvious.\What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now. response:	In the future, Ashirogi will become one of the pillars of Jack.
context: What do you mean?\Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack. response:	That's what I believe.
context: Giving Ashirogi that much incentive...\Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe. response:	Just like you are.
context: Why are you backing them so much?\Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are. response:	I think so too, and I want it to happen soon.
context: Niizuma, it isn't good practice to support authors one isn't in charge of.\If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are.\I think so too, and I want it to happen soon. response:	So no matter how you support them, I'll help you!
context: If it looked like that to you, please don't tell anyone else.\I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you! response:	However...
context: I know.\That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However... response:	I won't lose to them!
context: That's why I'm bringing it up now.\In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However...\I won't lose to them! response:	Nice to meet you! I'm Orihara Ichiriki!
context: In the future, Ashirogi will become one of the pillars of Jack.\That's what I believe.\Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki! response:	Looking forward to working together!
context: That's what I believe.\Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together! response:	Orihara got honorable mention for the Tezuka Prize.
context: Just like you are.\I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize. response:	I've got Takahama too, so you guys should be all set.
context: I think so too, and I want it to happen soon.\So no matter how you support them, I'll help you!\However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set. response:	I'm the artist, Mashiro.
context: So no matter how you support them, I'll help you!\However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro. response:	I'm the writer, Takagi.
context: However...\I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi. response:	And I'm his wife, Takagi Kaya!
context: I won't lose to them!\Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya! response:	Nice to meet you!
context: Nice to meet you! I'm Orihara Ichiriki!\Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you! response:	H-Huh? Wife?
context: Looking forward to working together!\Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife? response:	They registered at the end of last year.
context: Orihara got honorable mention for the Tezuka Prize.\I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife?\They registered at the end of last year. response:	You're a freshman in college with a serialization and a wife?!
context: I've got Takahama too, so you guys should be all set.\I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?! response:	Awesome! Too awesome!
context: I'm the artist, Mashiro.\I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome! response:	There really are a ton of strange manga authors!
context: I'm the writer, Takagi.\And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors! response:	I'll do my best too!
context: And I'm his wife, Takagi Kaya!\Nice to meet you!\H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too! response:	The two of us will live here from now on.
context: Nice to meet you!\H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on. response:	I'm so happy!
context: H-Huh? Wife?\They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on.\I'm so happy! response:	Your dad's giving us the realtor hookup, huh?
context: They registered at the end of last year.\You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh? response:	Let's be happy.
context: You're a freshman in college with a serialization and a wife?!\Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy. response:	Hm?
context: Awesome! Too awesome!\There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm? response:	No, I'll make us happy.
context: There really are a ton of strange manga authors!\I'll do my best too!\The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm?\No, I'll make us happy. response:	Okay!
