context: It won't take long. response:	Be patient.
context: Doesn't it hurt?\You're a kind-hearted child.\We understand that what is given to us is the same\as what is given to all who live on this planet.\Whether that's the joy or the pain of living, or the sadness or loneliness of dying.\Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation. response:	You have no reason to grieve.
context: You're a kind-hearted child.\We understand that what is given to us is the same\as what is given to all who live on this planet.\Whether that's the joy or the pain of living, or the sadness or loneliness of dying.\Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve. response:	No.
context: We understand that what is given to us is the same\as what is given to all who live on this planet.\Whether that's the joy or the pain of living, or the sadness or loneliness of dying.\Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve.\No. response:	I'm not grieving.
context: as what is given to all who live on this planet.\Whether that's the joy or the pain of living, or the sadness or loneliness of dying.\Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve.\No.\I'm not grieving. response:	I can't.
context: Whether that's the joy or the pain of living, or the sadness or loneliness of dying.\Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve.\No.\I'm not grieving.\I can't. response:	It's really...
context: Besides, I've lived for more than enough time.\For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve.\No.\I'm not grieving.\I can't.\It's really... response:	The living shouldn't envy the dead.
context: For a long, long time, even for a dragon.\Life will be handed down to the next generation.\You have no reason to grieve.\No.\I'm not grieving.\I can't.\It's really...\The living shouldn't envy the dead. response:	You cannot fly, so it's fortunate that you didn't.
context: Life will be handed down to the next generation.\You have no reason to grieve.\No.\I'm not grieving.\I can't.\It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't. response:	He wouldn't have known who to take as his apprentice if he hadn't met you.
context: You have no reason to grieve.\No.\I'm not grieving.\I can't.\It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you. response:	Were you going through my memories?
context: No.\I'm not grieving.\I can't.\It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories? response:	That was a disrespectful thing to do to a human.
context: I'm not grieving.\I can't.\It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human. response:	I'm sorry.
context: I can't.\It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry. response:	I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.
context: It's really...\The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself. response:	I don't have the strength to fly anymore,
context: The living shouldn't envy the dead.\You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore, response:	but I can show you the sky I see in my mind.
context: You cannot fly, so it's fortunate that you didn't.\He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind. response:	Behold.
context: He wouldn't have known who to take as his apprentice if he hadn't met you.\Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold. response:	Looks like Nevin is having his final dream, along with Chise.
context: Were you going through my memories?\That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise. response:	A lot of dragons are passing the torch lately.
context: That was a disrespectful thing to do to a human.\I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately. response:	I suppose he's the last of the old dragons.
context: I'm sorry.\I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons. response:	It's the same for dragons as it is for magic, isn't it?
context: I believe I ought to let you experience the joy of true flight, as you cannot fly yourself.\I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it? response:	We're being pushed aside by the changing times and the growing number of humans.
context: I don't have the strength to fly anymore,\but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans. response:	If Chise becomes a mage, she may very well be of the last generation.
context: but I can show you the sky I see in my mind.\Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation. response:	Does that bother you?
context: Behold.\Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you? response:	Chise's power is flowing into Nevin.
context: Looks like Nevin is having his final dream, along with Chise.\A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin. response:	She'll be a great help to Nevin,
context: A lot of dragons are passing the torch lately.\I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin, response:	but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.
context: I suppose he's the last of the old dragons.\It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder. response:	She doesn't know how to hold back yet.
context: It's the same for dragons as it is for magic, isn't it?\We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet. response:	Isn't it your job to teach her?
context: We're being pushed aside by the changing times and the growing number of humans.\If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her? response:	She won't last three years unless you stop her.
context: If Chise becomes a mage, she may very well be of the last generation.\Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her. response:	I know.
context: Does that bother you?\Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her.\I know. response:	Don't let her out of your sight.
context: Chise's power is flowing into Nevin.\She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her.\I know.\Don't let her out of your sight. response:	There are countless people who want a Sleigh Beggy.
context: She'll be a great help to Nevin,\but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her.\I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy. response:	The rumors these days aren't encouraging.
context: but a Sleigh Beggy's overwhelming power, at times, hurts its wielder.\She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her.\I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging. response:	She wasn't easy to obtain.
context: She doesn't know how to hold back yet.\Isn't it your job to teach her?\She won't last three years unless you stop her.\I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain. response:	I won't let her go that easily.
context: Isn't it your job to teach her?\She won't last three years unless you stop her.\I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily. response:	I hope she grows up safely...
context: She won't last three years unless you stop her.\I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely... response:	That Sleigh Beggy.
context: I know.\Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy. response:	Our kind abandoned the skies.
context: Don't let her out of your sight.\There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies. response:	But it was always our fate to dwell beneath it.
context: There are countless people who want a Sleigh Beggy.\The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it. response:	Your name has the character for bird within it.
context: The rumors these days aren't encouraging.\She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it. response:	You must also fly beneath this sky, in order to live.
context: She wasn't easy to obtain.\I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live. response:	In order to live?
context: I won't let her go that easily.\I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live? response:	Fly?
context: I hope she grows up safely...\That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live?\Fly? response:	In order to live...
context: That Sleigh Beggy.\Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live?\Fly?\In order to live... response:	It's a tree.
context: Our kind abandoned the skies.\But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live?\Fly?\In order to live...\It's a tree. response:	Thank you.
context: But it was always our fate to dwell beneath it.\Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live?\Fly?\In order to live...\It's a tree.\Thank you. response:	Because you were here, I spent my last moments in flight.
context: Your name has the character for bird within it.\You must also fly beneath this sky, in order to live.\In order to live?\Fly?\In order to live...\It's a tree.\Thank you.\Because you were here, I spent my last moments in flight. response:	I didn't do anything.
context: You must also fly beneath this sky, in order to live.\In order to live?\Fly?\In order to live...\It's a tree.\Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything. response:	A little while ago, Lindel planted a small seed in my body.
context: In order to live?\Fly?\In order to live...\It's a tree.\Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body. response:	It'll produce beautiful white flowers, I'm told.
context: Fly?\In order to live...\It's a tree.\Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told. response:	You're a mage, are you not?
context: In order to live...\It's a tree.\Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not? response:	You'll need a wand, someday.
context: It's a tree.\Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday. response:	Make one out of my branches.
context: Thank you.\Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches. response:	Good night, little mage.
context: Because you were here, I spent my last moments in flight.\I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches.\Good night, little mage. response:	Uncle was awesome.
context: I didn't do anything.\A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches.\Good night, little mage.\Uncle was awesome. response:	Wasn't he?
context: A little while ago, Lindel planted a small seed in my body.\It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches.\Good night, little mage.\Uncle was awesome.\Wasn't he? response:	I hope I can become a huge tree, too.
context: It'll produce beautiful white flowers, I'm told.\You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches.\Good night, little mage.\Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too. response:	Was it beautiful in Nevin's sky?
context: You're a mage, are you not?\You'll need a wand, someday.\Make one out of my branches.\Good night, little mage.\Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky? response:	It was very beautiful.
context: You'll need a wand, someday.\Make one out of my branches.\Good night, little mage.\Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful. response:	That was a rare thing you got to witness.
context: Make one out of my branches.\Good night, little mage.\Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness. response:	Not many get to witness a dragon return to the earth.
context: Good night, little mage.\Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth. response:	Lindenbaum.
context: Uncle was awesome.\Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum. response:	Its beautiful white flowers are in bloom.
context: Wasn't he?\I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom. response:	There's not a single reason to be sad, Chise.
context: I hope I can become a huge tree, too.\Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise. response:	This is the work of nature.
context: Was it beautiful in Nevin's sky?\It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature. response:	The dragons all spend enormous time strengthening their minds,
context: It was very beautiful.\That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds, response:	and in the end, are at peace with becoming seedbeds for other life.
context: That was a rare thing you got to witness.\Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life. response:	Okay.
context: Not many get to witness a dragon return to the earth.\Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay. response:	Like Nevin said,
context: Lindenbaum.\Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said, response:	we'll return for a branch to use for your wand, once it's time for you to have one.
context: Its beautiful white flowers are in bloom.\There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one. response:	Our business here is done for now.
context: There's not a single reason to be sad, Chise.\This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now. response:	Let's head home.
context: This is the work of nature.\The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home. response:	What? Leaving so soon?
context: The dragons all spend enormous time strengthening their minds,\and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home.\What? Leaving so soon? response:	This isn't the only matter I've had shoved at me.
context: and in the end, are at peace with becoming seedbeds for other life.\Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me. response:	You could just bail on it.
context: Okay.\Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it. response:	You're surprisingly proper, aren't you?
context: Like Nevin said,\we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you? response:	Shut up.
context: we'll return for a branch to use for your wand, once it's time for you to have one.\Our business here is done for now.\Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you?\Shut up. response:	This is nature...
context: Our business here is done for now.\Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you?\Shut up.\This is nature... response:	Let's go, Chise.
context: Let's head home.\What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you?\Shut up.\This is nature...\Let's go, Chise. response:	I'm not sad.
context: What? Leaving so soon?\This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you?\Shut up.\This is nature...\Let's go, Chise.\I'm not sad. response:	He was just like a stranger who happened to show me some kindness.
context: This isn't the only matter I've had shoved at me.\You could just bail on it.\You're surprisingly proper, aren't you?\Shut up.\This is nature...\Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness. response:	My head's spinning.
context: You could just bail on it.\You're surprisingly proper, aren't you?\Shut up.\This is nature...\Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning. response:	Is it because of the flight?
context: You're surprisingly proper, aren't you?\Shut up.\This is nature...\Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight? response:	But still,
context: Shut up.\This is nature...\Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight?\But still, response:	I can't help but be a little envious
context: This is nature...\Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight?\But still,\I can't help but be a little envious response:	of the peaceful way he passed.
context: Let's go, Chise.\I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight?\But still,\I can't help but be a little envious\of the peaceful way he passed. response:	Past the tunnel was a nation of cats.
context: I'm not sad.\He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight?\But still,\I can't help but be a little envious\of the peaceful way he passed.\Past the tunnel was a nation of cats. response:	There, in a land drowning in sadness,
context: He was just like a stranger who happened to show me some kindness.\My head's spinning.\Is it because of the flight?\But still,\I can't help but be a little envious\of the peaceful way he passed.\Past the tunnel was a nation of cats.\There, in a land drowning in sadness, response:	the girl learns of her own cruel duty.
context: My head's spinning.\Is it because of the flight?\But still,\I can't help but be a little envious\of the peaceful way he passed.\Past the tunnel was a nation of cats.\There, in a land drowning in sadness,\the girl learns of her own cruel duty. response:	Please, help us. Help me.
