context: Can't sleep, Master? response:	I just came to check on you two.
context: 'Kay!\The air here is stagnant.\Stay back if you're having a hard time.\No, I'll be fine.\I see.\But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry. response:	Don't overeat!
context: The air here is stagnant.\Stay back if you're having a hard time.\No, I'll be fine.\I see.\But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat! response:	Looking at its size, even taking it apart will be a pain.
context: Stay back if you're having a hard time.\No, I'll be fine.\I see.\But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain. response:	A dragon zombie?!
context: No, I'll be fine.\I see.\But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?! response:	What do we do, Naofumi-sama?
context: I see.\But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama? response:	For now, get away from it!
context: But man, we should've eaten before coming here.\Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it! response:	A dragon!
context: Looking at this is making me lose my appetite.\Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it!\A dragon! response:	I hate dragons!
context: Looking at it made me hungry.\Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it!\A dragon!\I hate dragons! response:	Maybe we can fight it.
context: Don't overeat!\Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it!\A dragon!\I hate dragons!\Maybe we can fight it. response:	Get behind me, you two!
context: Looking at its size, even taking it apart will be a pain.\A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it!\A dragon!\I hate dragons!\Maybe we can fight it.\Get behind me, you two! response:	My shield can't block all of its poison breath.
context: A dragon zombie?!\What do we do, Naofumi-sama?\For now, get away from it!\A dragon!\I hate dragons!\Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath. response:	I have resistance, but Raphtalia doesn't!
context: What do we do, Naofumi-sama?\For now, get away from it!\A dragon!\I hate dragons!\Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't! response:	Still...
context: For now, get away from it!\A dragon!\I hate dragons!\Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still... response:	If we don't stop it here, it'll cause even more problems!
context: A dragon!\I hate dragons!\Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems! response:	Now I'm mad!
context: I hate dragons!\Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad! response:	Filo! Don't fight it alone!
context: Maybe we can fight it.\Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone! response:	We have to get away and regroup.
context: Get behind me, you two!\My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup. response:	Let's go, Raphtalia.
context: My shield can't block all of its poison breath.\I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia. response:	Filo!
context: I have resistance, but Raphtalia doesn't!\Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia.\Filo! response:	That idiot!
context: Still...\If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia.\Filo!\That idiot! response:	Hey!
context: If we don't stop it here, it'll cause even more problems!\Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia.\Filo!\That idiot!\Hey! response:	Filo!
context: Now I'm mad!\Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia.\Filo!\That idiot!\Hey!\Filo! response:	Filo!
context: Filo! Don't fight it alone!\We have to get away and regroup.\Let's go, Raphtalia.\Filo!\That idiot!\Hey!\Filo!\Filo! response:	Again?
context: We have to get away and regroup.\Let's go, Raphtalia.\Filo!\That idiot!\Hey!\Filo!\Filo!\Again? response:	Am I going to lose it all again?
context: Let's go, Raphtalia.\Filo!\That idiot!\Hey!\Filo!\Filo!\Again?\Am I going to lose it all again? response:	Is this world going to take everything from me again?
context: Filo!\That idiot!\Hey!\Filo!\Filo!\Again?\Am I going to lose it all again?\Is this world going to take everything from me again? response:	d0 Y0u s33k PoWeR?
context: That idiot!\Hey!\Filo!\Filo!\Again?\Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR? response:	Power?
context: Hey!\Filo!\Filo!\Again?\Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power? response:	D0 yOU haT3 3veRYtHiNG?
context: Filo!\Filo!\Again?\Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG? response:	Hate?
context: Filo!\Again?\Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG?\Hate? response:	D0 yOU haT3 3veRYtHiNG?
context: Again?\Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG? response:	Curse Series Rage Shield
context: Am I going to lose it all again?\Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield response:	I hate it.
context: Is this world going to take everything from me again?\d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it. response:	I hate it all.
context: d0 Y0u s33k PoWeR?\Power?\D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it.\I hate it all. response:	Hate...
context: Power?\D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it.\I hate it all.\Hate... response:	Hate!
context: D0 yOU haT3 3veRYtHiNG?\Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it.\I hate it all.\Hate...\Hate! response:	How dare you kill Filo!
context: Hate?\D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it.\I hate it all.\Hate...\Hate!\How dare you kill Filo! response:	No, Naofumi-sama!
context: D0 yOU haT3 3veRYtHiNG?\Curse Series Rage Shield\I hate it.\I hate it all.\Hate...\Hate!\How dare you kill Filo!\No, Naofumi-sama! response:	Naofumi-sama!
context: Curse Series Rage Shield\I hate it.\I hate it all.\Hate...\Hate!\How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama! response:	No...
context: I hate it.\I hate it all.\Hate...\Hate!\How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama!\No... response:	Not Naofumi-sama, too.
context: I hate it all.\Hate...\Hate!\How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama!\No...\Not Naofumi-sama, too. response:	Naofumi-sama?!
context: Hate...\Hate!\How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama!\No...\Not Naofumi-sama, too.\Naofumi-sama?! response:	Burn.
context: Hate!\How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama!\No...\Not Naofumi-sama, too.\Naofumi-sama?!\Burn. response:	Kill.
context: How dare you kill Filo!\No, Naofumi-sama!\Naofumi-sama!\No...\Not Naofumi-sama, too.\Naofumi-sama?!\Burn.\Kill. response:	Kill them all.
context: No, Naofumi-sama!\Naofumi-sama!\No...\Not Naofumi-sama, too.\Naofumi-sama?!\Burn.\Kill.\Kill them all. response:	Suffer.
context: Naofumi-sama!\No...\Not Naofumi-sama, too.\Naofumi-sama?!\Burn.\Kill.\Kill them all.\Suffer. response:	Die!
context: No...\Not Naofumi-sama, too.\Naofumi-sama?!\Burn.\Kill.\Kill them all.\Suffer.\Die! response:	I believe you.
context: Not Naofumi-sama, too.\Naofumi-sama?!\Burn.\Kill.\Kill them all.\Suffer.\Die!\I believe you. response:	I am your sword.
context: Naofumi-sama?!\Burn.\Kill.\Kill them all.\Suffer.\Die!\I believe you.\I am your sword. response:	This voice...
context: Burn.\Kill.\Kill them all.\Suffer.\Die!\I believe you.\I am your sword.\This voice... response:	Even if you can't trust anyone anymore, I trust you.
context: Kill.\Kill them all.\Suffer.\Die!\I believe you.\I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you. response:	I trust the great Shield Hero.
context: Kill them all.\Suffer.\Die!\I believe you.\I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero. response:	What was I doing?
context: Suffer.\Die!\I believe you.\I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing? response:	Naofumi-sama...
context: Die!\I believe you.\I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing?\Naofumi-sama... response:	Thank goodness... you're back.
context: I believe you.\I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing?\Naofumi-sama...\Thank goodness... you're back. response:	Raphtalia!
context: I am your sword.\This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing?\Naofumi-sama...\Thank goodness... you're back.\Raphtalia! response:	What's all this?
context: This voice...\Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing?\Naofumi-sama...\Thank goodness... you're back.\Raphtalia!\What's all this? response:	Don't tell me...
context: Even if you can't trust anyone anymore, I trust you.\I trust the great Shield Hero.\What was I doing?\Naofumi-sama...\Thank goodness... you're back.\Raphtalia!\What's all this?\Don't tell me... response:	As Shield Hero, source of thy power, I order thee.
context: I trust the great Shield Hero.\What was I doing?\Naofumi-sama...\Thank goodness... you're back.\Raphtalia!\What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee. response:	Decipher the laws of nature and heal my target.
context: What was I doing?\Naofumi-sama...\Thank goodness... you're back.\Raphtalia!\What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target. response:	Fast Heal!
context: Naofumi-sama...\Thank goodness... you're back.\Raphtalia!\What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal! response:	Heal my target!
context: Thank goodness... you're back.\Raphtalia!\What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target! response:	Fast Heal!
context: Raphtalia!\What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target!\Fast Heal! response:	I said heal, damn it!
context: What's all this?\Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target!\Fast Heal!\I said heal, damn it! response:	Fast Heal!
context: Don't tell me...\As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target!\Fast Heal!\I said heal, damn it!\Fast Heal! response:	It's my fault...
context: As Shield Hero, source of thy power, I order thee.\Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target!\Fast Heal!\I said heal, damn it!\Fast Heal!\It's my fault... response:	Go away!
context: Decipher the laws of nature and heal my target.\Fast Heal!\Heal my target!\Fast Heal!\I said heal, damn it!\Fast Heal!\It's my fault...\Go away! response:	Stop it!
context: Fast Heal!\Heal my target!\Fast Heal!\I said heal, damn it!\Fast Heal!\It's my fault...\Go away!\Stop it! response:	To defeat the dragon,
context: Heal my target!\Fast Heal!\I said heal, damn it!\Fast Heal!\It's my fault...\Go away!\Stop it!\To defeat the dragon, response:	I have to use this power.
context: Fast Heal!\I said heal, damn it!\Fast Heal!\It's my fault...\Go away!\Stop it!\To defeat the dragon,\I have to use this power. response:	But...
context: I said heal, damn it!\Fast Heal!\It's my fault...\Go away!\Stop it!\To defeat the dragon,\I have to use this power.\But... response:	If I lose focus, hatred will consume my mind.
context: Fast Heal!\It's my fault...\Go away!\Stop it!\To defeat the dragon,\I have to use this power.\But...\If I lose focus, hatred will consume my mind. response:	What can I do?
context: It's my fault...\Go away!\Stop it!\To defeat the dragon,\I have to use this power.\But...\If I lose focus, hatred will consume my mind.\What can I do? response:	What just happened?
context: Go away!\Stop it!\To defeat the dragon,\I have to use this power.\But...\If I lose focus, hatred will consume my mind.\What can I do?\What just happened? response:	Naofumi-sama?
context: Stop it!\To defeat the dragon,\I have to use this power.\But...\If I lose focus, hatred will consume my mind.\What can I do?\What just happened?\Naofumi-sama? response:	Raphtalia!
context: To defeat the dragon,\I have to use this power.\But...\If I lose focus, hatred will consume my mind.\What can I do?\What just happened?\Naofumi-sama?\Raphtalia! response:	You okay?
context: I have to use this power.\But...\If I lose focus, hatred will consume my mind.\What can I do?\What just happened?\Naofumi-sama?\Raphtalia!\You okay? response:	Yes... thanks to your healing.
context: But...\If I lose focus, hatred will consume my mind.\What can I do?\What just happened?\Naofumi-sama?\Raphtalia!\You okay?\Yes... thanks to your healing. response:	What happened to the dragon?
context: If I lose focus, hatred will consume my mind.\What can I do?\What just happened?\Naofumi-sama?\Raphtalia!\You okay?\Yes... thanks to your healing.\What happened to the dragon? response:	Is that you, Filo?
context: What can I do?\What just happened?\Naofumi-sama?\Raphtalia!\You okay?\Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo? response:	I finally got back out!
context: What just happened?\Naofumi-sama?\Raphtalia!\You okay?\Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo?\I finally got back out! response:	You're okay?
context: Naofumi-sama?\Raphtalia!\You okay?\Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo?\I finally got back out!\You're okay? response:	Yep.
context: Raphtalia!\You okay?\Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo?\I finally got back out!\You're okay?\Yep. response:	But you were eaten, and there was all that blood...
context: You okay?\Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo?\I finally got back out!\You're okay?\Yep.\But you were eaten, and there was all that blood... response:	Blood?
context: Yes... thanks to your healing.\What happened to the dragon?\Is that you, Filo?\I finally got back out!\You're okay?\Yep.\But you were eaten, and there was all that blood...\Blood? response:	Oh, I threw up my food when I got gobbled.
context: What happened to the dragon?\Is that you, Filo?\I finally got back out!\You're okay?\Yep.\But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled. response:	It was that red fruit?
context: Is that you, Filo?\I finally got back out!\You're okay?\Yep.\But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit? response:	Were you worried about me, Master?
context: I finally got back out!\You're okay?\Yep.\But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master? response:	Who knows?
context: You're okay?\Yep.\But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master?\Who knows? response:	Why are you looking away?
context: Yep.\But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master?\Who knows?\Why are you looking away? response:	Get away from me.
context: But you were eaten, and there was all that blood...\Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master?\Who knows?\Why are you looking away?\Get away from me. response:	So, wait, you killed the dragon, too?
context: Blood?\Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master?\Who knows?\Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too? response:	Yep. When I was tearing at its belly trying to get out,
context: Oh, I threw up my food when I got gobbled.\It was that red fruit?\Were you worried about me, Master?\Who knows?\Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out, response:	I found a big purple crystal.
context: It was that red fruit?\Were you worried about me, Master?\Who knows?\Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal. response:	It was shining.
context: Were you worried about me, Master?\Who knows?\Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining. response:	A crystal?
context: Who knows?\Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining.\A crystal? response:	That was its core, huh?
context: Why are you looking away?\Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining.\A crystal?\That was its core, huh? response:	So, where's the crystal?
context: Get away from me.\So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining.\A crystal?\That was its core, huh?\So, where's the crystal? response:	You ate it?!
context: So, wait, you killed the dragon, too?\Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining.\A crystal?\That was its core, huh?\So, where's the crystal?\You ate it?! response:	Raphtalia!
context: Yep. When I was tearing at its belly trying to get out,\I found a big purple crystal.\It was shining.\A crystal?\That was its core, huh?\So, where's the crystal?\You ate it?!\Raphtalia! response:	Onee-chan?
context: I found a big purple crystal.\It was shining.\A crystal?\That was its core, huh?\So, where's the crystal?\You ate it?!\Raphtalia!\Onee-chan? response:	We'll give her the medicine in the carriage and head back to the village at once.
context: It was shining.\A crystal?\That was its core, huh?\So, where's the crystal?\You ate it?!\Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once. response:	No.
context: A crystal?\That was its core, huh?\So, where's the crystal?\You ate it?!\Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No. response:	We have to deal with the dragon's corpse.
context: That was its core, huh?\So, where's the crystal?\You ate it?!\Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse. response:	You come first!
context: So, where's the crystal?\You ate it?!\Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse.\You come first! response:	I'll be fine.
context: You ate it?!\Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse.\You come first!\I'll be fine. response:	I'll take that medicine and lie down for a bit.
context: Raphtalia!\Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse.\You come first!\I'll be fine.\I'll take that medicine and lie down for a bit. response:	Filo, let's hurry and clean this mess up.
context: Onee-chan?\We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse.\You come first!\I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up. response:	'Kay!
context: We'll give her the medicine in the carriage and head back to the village at once.\No.\We have to deal with the dragon's corpse.\You come first!\I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay! response:	The mountain wind has gone back to normal.
context: No.\We have to deal with the dragon's corpse.\You come first!\I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal. response:	We'll be all right now.
context: We have to deal with the dragon's corpse.\You come first!\I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal.\We'll be all right now. response:	Thank you so very much.
context: You come first!\I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much. response:	Use that money to treat Raphtalia.
context: I'll be fine.\I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia. response:	I don't care how much it costs.
context: I'll take that medicine and lie down for a bit.\Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs. response:	Please cure her.
context: Filo, let's hurry and clean this mess up.\'Kay!\The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her. response:	Curing her will be difficult.
context: 'Kay!\The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her.\Curing her will be difficult. response:	She's been afflicted with a curse, and a powerful one at that.
context: The mountain wind has gone back to normal.\We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that. response:	We've wrapped her with bandages soaked in holy water,
context: We'll be all right now.\Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water, response:	but we don't have holy water pure enough to dispel curses.
context: Thank you so very much.\Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses. response:	If you go to a church in a big town, I'm sure you'll find some.
context: Use that money to treat Raphtalia.\I don't care how much it costs.\Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some. response:	Keep this money for when you do.
context: I don't care how much it costs.\Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do. response:	Thanks.
context: Please cure her.\Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks. response:	Onee-chan, are you okay?
context: Curing her will be difficult.\She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks.\Onee-chan, are you okay? response:	Yes. I've been tended to,
context: She's been afflicted with a curse, and a powerful one at that.\We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks.\Onee-chan, are you okay?\Yes. I've been tended to, response:	so I'll be fine.
context: We've wrapped her with bandages soaked in holy water,\but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks.\Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine. response:	I never knew corpses could inflict such powerful curses.
context: but we don't have holy water pure enough to dispel curses.\If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks.\Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses. response:	Dragons are terrifying creatures.
context: If you go to a church in a big town, I'm sure you'll find some.\Keep this money for when you do.\Thanks.\Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures. response:	Yes.
context: Keep this money for when you do.\Thanks.\Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes. response:	I shouldn't have been so careless and gotten all that rotten flesh on me.
context: Thanks.\Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me. response:	He cares about you very much, doesn't he?
context: Onee-chan, are you okay?\Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he? response:	Huh? Er, uh...
context: Yes. I've been tended to,\so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh... response:	Take care, Raphtalia-san.
context: so I'll be fine.\I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san. response:	I'm sorry.
context: I never knew corpses could inflict such powerful curses.\Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry. response:	It's all right.
context: Dragons are terrifying creatures.\Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry.\It's all right. response:	It's just...
context: Yes.\I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry.\It's all right.\It's just... response:	I got the feeling that power would take you somewhere far away.
context: I shouldn't have been so careless and gotten all that rotten flesh on me.\He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry.\It's all right.\It's just...\I got the feeling that power would take you somewhere far away. response:	So, given that I was able to stop you, this doesn't bother me one bit.
context: He cares about you very much, doesn't he?\Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry.\It's all right.\It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit. response:	Are you leaving us, Master?
context: Huh? Er, uh...\Take care, Raphtalia-san.\I'm sorry.\It's all right.\It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master? response:	I'm not going anywhere.
context: Take care, Raphtalia-san.\I'm sorry.\It's all right.\It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere. response:	I have a gift for you, Master!
context: I'm sorry.\It's all right.\It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master! response:	What's this?
