context: Once upon a time, there was a sad love that would never be requited. response:	But that alone does not give birth to a story.
context: Oh? What are you two doing here?\That's our line.\That's right, we came thinking you would be REALLY depressed because you have to stay behind by yourself.\What are you looking so chipper for?\Thanks, but I'm really having fun right now.\Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering! response:	Oh, you were suffering after all, weren't you?
context: That's our line.\That's right, we came thinking you would be REALLY depressed because you have to stay behind by yourself.\What are you looking so chipper for?\Thanks, but I'm really having fun right now.\Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you? response:	It's your fault.
context: That's right, we came thinking you would be REALLY depressed because you have to stay behind by yourself.\What are you looking so chipper for?\Thanks, but I'm really having fun right now.\Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault. response:	No way!
context: What are you looking so chipper for?\Thanks, but I'm really having fun right now.\Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault.\No way! response:	Are you okay?
context: Thanks, but I'm really having fun right now.\Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault.\No way!\Are you okay? response:	Yeah... I'm... o...kay...
context: Because with dancing, the more you practice, the more it becomes fun!\Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault.\No way!\Are you okay?\Yeah... I'm... o...kay... response:	Say, why don't we keep her company too?
context: Ahiru!\Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault.\No way!\Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too? response:	Hey, good idea.
context: Don't force yourself! You can act sad when you're sad and you can act like you're in pain when you're suffering!\Oh, you were suffering after all, weren't you?\It's your fault.\No way!\Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea. response:	What? Thank you!
context: Oh, you were suffering after all, weren't you?\It's your fault.\No way!\Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea.\What? Thank you! response:	It's all right. After all, this is for you.
context: It's your fault.\No way!\Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea.\What? Thank you!\It's all right. After all, this is for you. response:	Okay, let's all drop down to the probationary class with Ahiru!
context: No way!\Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea.\What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru! response:	You still have a long way to go, Ahiru.
context: Are you okay?\Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea.\What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru. response:	Ahiru-san!
context: Yeah... I'm... o...kay...\Say, why don't we keep her company too?\Hey, good idea.\What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san! response:	Cat-sensei.
context: Say, why don't we keep her company too?\Hey, good idea.\What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei. response:	I have unfortunate news for you.
context: Hey, good idea.\What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei.\I have unfortunate news for you. response:	Meow!
context: What? Thank you!\It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei.\I have unfortunate news for you.\Meow! response:	Unfortunate news?
context: It's all right. After all, this is for you.\Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei.\I have unfortunate news for you.\Meow!\Unfortunate news? response:	Ahiru-san, you have worked too hard.
context: Okay, let's all drop down to the probationary class with Ahiru!\You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei.\I have unfortunate news for you.\Meow!\Unfortunate news?\Ahiru-san, you have worked too hard. response:	Therefore, unfortunately,
context: You still have a long way to go, Ahiru.\Ahiru-san!\Cat-sensei.\I have unfortunate news for you.\Meow!\Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately, response:	I will have to hold off on having you marry me!
context: Ahiru-san!\Cat-sensei.\I have unfortunate news for you.\Meow!\Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me! response:	Oh, I see...
context: Cat-sensei.\I have unfortunate news for you.\Meow!\Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see... response:	Also, I will permit you to return to the beginner class.
context: I have unfortunate news for you.\Meow!\Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class. response:	What?
context: Meow!\Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class.\What? response:	Oh, thank you so much!
context: Unfortunate news?\Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much! response:	You did it! I'm so happy for you!
context: Ahiru-san, you have worked too hard.\Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much!\You did it! I'm so happy for you! response:	Thanks!
context: Therefore, unfortunately,\I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much!\You did it! I'm so happy for you!\Thanks! response:	The wind's picking up...
context: I will have to hold off on having you marry me!\Oh, I see...\Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much!\You did it! I'm so happy for you!\Thanks!\The wind's picking up... response:	Oh, Mytho...
context: Oh, I see...\Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much!\You did it! I'm so happy for you!\Thanks!\The wind's picking up...\Oh, Mytho... response:	What is it that you want me to do?
context: Also, I will permit you to return to the beginner class.\What?\Oh, thank you so much!\You did it! I'm so happy for you!\Thanks!\The wind's picking up...\Oh, Mytho...\What is it that you want me to do? response:	Who are you talking to?
context: What?\Oh, thank you so much!\You did it! I'm so happy for you!\Thanks!\The wind's picking up...\Oh, Mytho...\What is it that you want me to do?\Who are you talking to? response:	What?
context: Oh, thank you so much!\You did it! I'm so happy for you!\Thanks!\The wind's picking up...\Oh, Mytho...\What is it that you want me to do?\Who are you talking to?\What? response:	Mytho?
context: You did it! I'm so happy for you!\Thanks!\The wind's picking up...\Oh, Mytho...\What is it that you want me to do?\Who are you talking to?\What?\Mytho? response:	Huh? Where are you?!
context: Thanks!\The wind's picking up...\Oh, Mytho...\What is it that you want me to do?\Who are you talking to?\What?\Mytho?\Huh? Where are you?! response:	Mytho?!
context: The wind's picking up...\Oh, Mytho...\What is it that you want me to do?\Who are you talking to?\What?\Mytho?\Huh? Where are you?!\Mytho?! response:	He's gone.
context: Oh, Mytho...\What is it that you want me to do?\Who are you talking to?\What?\Mytho?\Huh? Where are you?!\Mytho?!\He's gone. response:	Mytho!
context: What is it that you want me to do?\Who are you talking to?\What?\Mytho?\Huh? Where are you?!\Mytho?!\He's gone.\Mytho! response:	What are you doing?
context: Who are you talking to?\What?\Mytho?\Huh? Where are you?!\Mytho?!\He's gone.\Mytho!\What are you doing? response:	I'm sorry.
context: What?\Mytho?\Huh? Where are you?!\Mytho?!\He's gone.\Mytho!\What are you doing?\I'm sorry. response:	Huh? He's not over here, either.
context: Mytho?\Huh? Where are you?!\Mytho?!\He's gone.\Mytho!\What are you doing?\I'm sorry.\Huh? He's not over here, either. response:	I thought I heard you calling for Mytho?
context: Huh? Where are you?!\Mytho?!\He's gone.\Mytho!\What are you doing?\I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho? response:	Oh, yeah, I was.
context: Mytho?!\He's gone.\Mytho!\What are you doing?\I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was. response:	Did you need something?
context: He's gone.\Mytho!\What are you doing?\I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something? response:	No, not need, but...
context: Mytho!\What are you doing?\I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something?\No, not need, but... response:	He just came out this way.
context: What are you doing?\I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something?\No, not need, but...\He just came out this way. response:	What? No one came out.
context: I'm sorry.\Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something?\No, not need, but...\He just came out this way.\What? No one came out. response:	What? But I was sure Mytho...
context: Huh? He's not over here, either.\I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something?\No, not need, but...\He just came out this way.\What? No one came out.\What? But I was sure Mytho... response:	It can't be, because I didn't see anyone.
context: I thought I heard you calling for Mytho?\Oh, yeah, I was.\Did you need something?\No, not need, but...\He just came out this way.\What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone. response:	Then, did he go that way?
context: Oh, yeah, I was.\Did you need something?\No, not need, but...\He just came out this way.\What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way? response:	It was you, wasn't it?
context: Did you need something?\No, not need, but...\He just came out this way.\What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it? response:	Huh? What?
context: No, not need, but...\He just came out this way.\What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it?\Huh? What? response:	You cried out suddenly when I was dancing and interrupted me.
context: He just came out this way.\What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me. response:	Oh, that was...
context: What? No one came out.\What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was... response:	You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.
context: What? But I was sure Mytho...\It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing. response:	Oh, if it's about that, I apologize!
context: It can't be, because I didn't see anyone.\Then, did he go that way?\It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize! response:	But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?
context: Then, did he go that way?\It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it? response:	Anyway, I have to find him!
context: It was you, wasn't it?\Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him! response:	See you!
context: Huh? What?\You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you! response:	Wait! We aren't done talking yet!
context: You cried out suddenly when I was dancing and interrupted me.\Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you!\Wait! We aren't done talking yet! response:	Wait just a minute!
context: Oh, that was...\You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you!\Wait! We aren't done talking yet!\Wait just a minute! response:	Mytho!
context: You don't seem to have the slightest comprehension as to just how much focus is necessary when dancing.\Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you!\Wait! We aren't done talking yet!\Wait just a minute!\Mytho! response:	Stay away from Rue!
context: Oh, if it's about that, I apologize!\But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you!\Wait! We aren't done talking yet!\Wait just a minute!\Mytho!\Stay away from Rue! response:	Mytho?
context: But more importantly, right now, Mytho seemed weird, or rather, strange... actually, that's the same, isn't it?\Anyway, I have to find him!\See you!\Wait! We aren't done talking yet!\Wait just a minute!\Mytho!\Stay away from Rue!\Mytho? response:	It's strange! It's definitely strange!
context: Anyway, I have to find him!\See you!\Wait! We aren't done talking yet!\Wait just a minute!\Mytho!\Stay away from Rue!\Mytho?\It's strange! It's definitely strange! response:	After talking to someone invisible, it was as if time had skipped forward and Mytho...
context: See you!\Wait! We aren't done talking yet!\Wait just a minute!\Mytho!\Stay away from Rue!\Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho... response:	I wonder which way he went?
context: Wait! We aren't done talking yet!\Wait just a minute!\Mytho!\Stay away from Rue!\Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went? response:	Rue-chan.
context: Wait just a minute!\Mytho!\Stay away from Rue!\Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan. response:	Your name's... Ahiru... wasn't it?
context: Mytho!\Stay away from Rue!\Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it? response:	You're a... pretty fast... runner.
context: Stay away from Rue!\Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner. response:	Yes... I... am.
context: Mytho?\It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am. response:	Don't imitate me! I'm... just... out of... breath!
context: It's strange! It's definitely strange!\After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath! response:	I'm... sorr...
context: After talking to someone invisible, it was as if time had skipped forward and Mytho...\I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr... response:	Um...
context: I wonder which way he went?\Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um... response:	What is it?
context: Rue-chan.\Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um...\What is it? response:	Since there are two of us here, I was thinking maybe it'd be faster to split up and search.
context: Your name's... Ahiru... wasn't it?\You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search. response:	That's true. You're exactly right.
context: You're a... pretty fast... runner.\Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right. response:	It's strange for me to be walking with you to begin with.
context: Yes... I... am.\Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with. response:	Strange... Yeah, she's right.
context: Don't imitate me! I'm... just... out of... breath!\I'm... sorr...\Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right. response:	Oh, then I'll go look over here.
context: I'm... sorr...\Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here. response:	We can decide on a time or something and meet up somewhere...
context: Um...\What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere... response:	I've changed my mind.
context: What is it?\Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind. response:	What? Why?
context: Since there are two of us here, I was thinking maybe it'd be faster to split up and search.\That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why? response:	It's more reliable if there are two pairs of eyes searching.
context: That's true. You're exactly right.\It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching. response:	Oh, really?
context: It's strange for me to be walking with you to begin with.\Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really? response:	So...
context: Strange... Yeah, she's right.\Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really?\So... response:	What is it now?
context: Oh, then I'll go look over here.\We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really?\So...\What is it now? response:	Have you been friends with Mytho for a long time?
context: We can decide on a time or something and meet up somewhere...\I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really?\So...\What is it now?\Have you been friends with Mytho for a long time? response:	You keep calling him Mytho, but don't you think that's awfully forward of you?
context: I've changed my mind.\What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really?\So...\What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you? response:	But Mytho said that I could call him that.
context: What? Why?\It's more reliable if there are two pairs of eyes searching.\Oh, really?\So...\What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that. response:	And another thing.
context: It's more reliable if there are two pairs of eyes searching.\Oh, really?\So...\What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing. response:	We're not even friends or anything, so don't call me Rue-chan.
context: Oh, really?\So...\What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan. response:	Then, what should I call you?
context: So...\What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you? response:	Rue-sama.
context: What is it now?\Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama. response:	Rue...sama.
context: Have you been friends with Mytho for a long time?\You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama.\Rue...sama. response:	Why did you take so long to say it?!
context: You keep calling him Mytho, but don't you think that's awfully forward of you?\But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama.\Rue...sama.\Why did you take so long to say it?! response:	Because it's just weird. I'll call you Rue-chan.
context: But Mytho said that I could call him that.\And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama.\Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan. response:	It's cuter that way.
context: And another thing.\We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama.\Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way. response:	Cuter?
context: We're not even friends or anything, so don't call me Rue-chan.\Then, what should I call you?\Rue-sama.\Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter? response:	Besides, we've been walking together and talking all this time, so we're already friends.
context: Then, what should I call you?\Rue-sama.\Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends. response:	So, it's Rue-chan!
context: Rue-sama.\Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan! response:	There's no sign of Mytho, is there, Rue-chan?
context: Rue...sama.\Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan? response:	Oh...
context: Why did you take so long to say it?!\Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh... response:	What's that?
context: Because it's just weird. I'll call you Rue-chan.\It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that? response:	They're all... crying?
context: It's cuter that way.\Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that?\They're all... crying? response:	It's a funeral, so it's only natural.
context: Cuter?\Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that?\They're all... crying?\It's a funeral, so it's only natural. response:	Oh, Mytho!
context: Besides, we've been walking together and talking all this time, so we're already friends.\So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that?\They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho! response:	Mytho!
context: So, it's Rue-chan!\There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that?\They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho!\Mytho! response:	What?
context: There's no sign of Mytho, is there, Rue-chan?\Oh...\What's that?\They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho!\Mytho!\What? response:	What is this?!
context: Oh...\What's that?\They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho!\Mytho!\What?\What is this?! response:	A dead end?
context: What's that?\They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho!\Mytho!\What?\What is this?!\A dead end? response:	What is it now?
context: They're all... crying?\It's a funeral, so it's only natural.\Oh, Mytho!\Mytho!\What?\What is this?!\A dead end?\What is it now? response:	Edel-san!
context: It's a funeral, so it's only natural.\Oh, Mytho!\Mytho!\What?\What is this?!\A dead end?\What is it now?\Edel-san! response:	Good evening, Ahiru. Good evening, Rue.
context: Oh, Mytho!\Mytho!\What?\What is this?!\A dead end?\What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue. response:	Why do you know my...
context: Mytho!\What?\What is this?!\A dead end?\What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my... response:	Edel-san knows everything. Even that I'm a bird...
context: What?\What is this?!\A dead end?\What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird... response:	Even what?
context: What is this?!\A dead end?\What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what? response:	Anyway, I'm saying she's not suspicious.
context: A dead end?\What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious. response:	She is too suspicious!
context: What is it now?\Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious! response:	Edel-san, we're looking for Mytho.
context: Edel-san!\Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho. response:	And just now, something really weird happened.
context: Good evening, Ahiru. Good evening, Rue.\Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened. response:	He disappeared beyond that dead end along with a funeral procession.
context: Why do you know my...\Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession. response:	A story within a story.
context: Edel-san knows everything. Even that I'm a bird...\Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story. response:	What? A story?
context: Even what?\Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story? response:	There was once a very beautiful maiden with a very beautiful heart.
context: Anyway, I'm saying she's not suspicious.\She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart. response:	Maidens all fall in love.
