context: Gonna getcha, gonna getcha! response:	You're under arrest!
context: And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal\Making them smell your feet?!\No-I...Umm...\Hitoha!\N-Nipples is... response:	Ah, well if that's the case I guess I understand.
context: I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal\Making them smell your feet?!\No-I...Umm...\Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand. response:	I can't find Nipples anywhere!
context: Do you treat all your students like this?!\Principal\Making them smell your feet?!\No-I...Umm...\Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere! response:	Nipples!
context: Principal\Making them smell your feet?!\No-I...Umm...\Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples! response:	When did you-
context: Making them smell your feet?!\No-I...Umm...\Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples!\When did you- response:	I knew he liked you better.
context: No-I...Umm...\Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples!\When did you-\I knew he liked you better. response:	I'm sorry I was so mean to you earlier...
context: Hitoha!\N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples!\When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier... response:	Thanks for taking care of him yesterday.
context: N-Nipples is...\Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples!\When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday. response:	You can...pet and play with Nipples whenever you want.
context: Ah, well if that's the case I guess I understand.\I can't find Nipples anywhere!\Nipples!\When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want. response:	Ahh, so that was all about Nipples?
context: I can't find Nipples anywhere!\Nipples!\When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples? response:	Really? I can rub Nipples whenever I want?
context: Nipples!\When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want? response:	Yeah...just be gentle.
context: When did you-\I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle. response:	Whee, whee!
context: I knew he liked you better.\I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee! response:	What the hell are you teaching these kids?!
context: I'm sorry I was so mean to you earlier...\Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?! response:	Principal...
context: Thanks for taking care of him yesterday.\You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?!\Principal... response:	Do all your students compulsively fondle their nipples?!
context: You can...pet and play with Nipples whenever you want.\Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?! response:	No, it's-look...
context: Ahh, so that was all about Nipples?\Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look... response:	You sick pervert of a teacher!
context: Really? I can rub Nipples whenever I want?\Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher! response:	Mitsudomoe...
context: Yeah...just be gentle.\Whee, whee!\What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher!\Mitsudomoe... response:	It's no use, I can't snap my fingers...it's not fair!
context: Whee, whee!\What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair! response:	Don't pity me...
context: What the hell are you teaching these kids?!\Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me... response:	Dude.
context: Principal...\Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude. response:	Yabecchi, you had a cockroach?!
context: Do all your students compulsively fondle their nipples?!\No, it's-look...\You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude.\Yabecchi, you had a cockroach?! response:	It was gargantuan...I touched it right before bed...
context: No, it's-look...\You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed... response:	I was so freaked out I only slept about two hours...
context: You sick pervert of a teacher!\Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours... response:	Those creatures may not be physically imposing
context: Mitsudomoe...\It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing response:	but they're terrifying enough to destroy nerves of steel!
context: It's no use, I can't snap my fingers...it's not fair!\Don't pity me...\Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel! response:	I hear for every one you see there are thirty you don't!
context: Don't pity me...\Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't! response:	Stop...
context: Dude.\Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop... response:	I hear they drink sleeping people's drool.
context: Yabecchi, you had a cockroach?!\It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool. response:	STOP IT!
context: It was gargantuan...I touched it right before bed...\I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool.\STOP IT! response:	I'll clean up your roach problem!
context: I was so freaked out I only slept about two hours...\Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem! response:	Futaba-chan...
context: Those creatures may not be physically imposing\but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem!\Futaba-chan... response:	I'm not going over there again now that I know it's crawling with roaches.
context: but they're terrifying enough to destroy nerves of steel!\I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches. response:	I never asked you to come over!
context: I hear for every one you see there are thirty you don't!\Stop...\I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over! response:	How about we watch the brand-new Gachi Rangers DVD as a thank you?
context: Stop...\I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you? response:	Really?
context: I hear they drink sleeping people's drool.\STOP IT!\I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really? response:	Serious Squadron!
context: STOP IT!\I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron! response:	Gachi Rangers!
context: I'll clean up your roach problem!\Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron!\Gachi Rangers! response:	A Gachi Rangers DVD...
context: Futaba-chan...\I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD... response:	Hello!
context: I'm not going over there again now that I know it's crawling with roaches.\I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD...\Hello! response:	Hi hi!
context: I never asked you to come over!\How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD...\Hello!\Hi hi! response:	Oh? You're here too, Hitoha-chan?
context: How about we watch the brand-new Gachi Rangers DVD as a thank you?\Really?\Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD...\Hello!\Hi hi!\Oh? You're here too, Hitoha-chan? response:	I just...came to keep an eye on Fu-
context: Really?\Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD...\Hello!\Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu- response:	It got away...
context: Serious Squadron!\Gachi Rangers!\A Gachi Rangers DVD...\Hello!\Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away... response:	What'd you do?!
context: Gachi Rangers!\A Gachi Rangers DVD...\Hello!\Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away...\What'd you do?! response:	I RENT this place!
context: A Gachi Rangers DVD...\Hello!\Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away...\What'd you do?!\I RENT this place! response:	But I saw a cockroach.
context: Hello!\Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away...\What'd you do?!\I RENT this place!\But I saw a cockroach. response:	There's another one!
context: Hi hi!\Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away...\What'd you do?!\I RENT this place!\But I saw a cockroach.\There's another one! response:	No barehanded extermination! Use something cleaner!
context: Oh? You're here too, Hitoha-chan?\I just...came to keep an eye on Fu-\It got away...\What'd you do?!\I RENT this place!\But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner! response:	How's this?
context: I just...came to keep an eye on Fu-\It got away...\What'd you do?!\I RENT this place!\But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner!\How's this? response:	That's worse!
context: It got away...\What'd you do?!\I RENT this place!\But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner!\How's this?\That's worse! response:	Gachi Ranger action figures...
context: What'd you do?!\I RENT this place!\But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner!\How's this?\That's worse!\Gachi Ranger action figures... response:	The paint job is flawless...
context: I RENT this place!\But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner!\How's this?\That's worse!\Gachi Ranger action figures...\The paint job is flawless... response:	What, are you gonna call me a freak because I collect the action figures too?
context: But I saw a cockroach.\There's another one!\No barehanded extermination! Use something cleaner!\How's this?\That's worse!\Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too? response:	No, I...I love them too! I...
context: There's another one!\No barehanded extermination! Use something cleaner!\How's this?\That's worse!\Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I... response:	Liar.
context: No barehanded extermination! Use something cleaner!\How's this?\That's worse!\Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar. response:	It's true.
context: How's this?\That's worse!\Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar.\It's true. response:	Then...
context: That's worse!\Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar.\It's true.\Then... response:	What're you doing?!
context: Gachi Ranger action figures...\The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar.\It's true.\Then...\What're you doing?! response:	No, there...there was...
context: The paint job is flawless...\What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar.\It's true.\Then...\What're you doing?!\No, there...there was... response:	Trying to make me lower my guard so you can smash my figures, is that it?
context: What, are you gonna call me a freak because I collect the action figures too?\No, I...I love them too! I...\Liar.\It's true.\Then...\What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it? response:	You're horrible!
context: No, I...I love them too! I...\Liar.\It's true.\Then...\What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible! response:	No-
context: Liar.\It's true.\Then...\What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No- response:	This is no ordinary toy.
context: It's true.\Then...\What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No-\This is no ordinary toy. response:	This is a high-quality collectible!
context: Then...\What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No-\This is no ordinary toy.\This is a high-quality collectible! response:	Well? Don't you like it?
context: What're you doing?!\No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No-\This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it? response:	Please...no...
context: No, there...there was...\Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No-\This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it?\Please...no... response:	You said you did.
context: Trying to make me lower my guard so you can smash my figures, is that it?\You're horrible!\No-\This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it?\Please...no...\You said you did. response:	It's...it's...
context: You're horrible!\No-\This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it?\Please...no...\You said you did.\It's...it's... response:	I knew you hated them!
context: No-\This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it?\Please...no...\You said you did.\It's...it's...\I knew you hated them! response:	Whatever, Futaba-chan understands!
context: This is no ordinary toy.\This is a high-quality collectible!\Well? Don't you like it?\Please...no...\You said you did.\It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands! response:	You said doing it bare-handed was bad...
context: This is a high-quality collectible!\Well? Don't you like it?\Please...no...\You said you did.\It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad... response:	I didn't ask for pinned specimens!
context: Well? Don't you like it?\Please...no...\You said you did.\It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens! response:	Just get them with a magazine, okay?
context: Please...no...\You said you did.\It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay? response:	Adult book full of boobies
context: You said you did.\It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies response:	Crap! Hey, Futaba-chan, do that AFTER you get the roaches!
context: It's...it's...\I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches! response:	The Gachi Rangers DVD...
context: I knew you hated them!\Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD... response:	It's got a special edition insert...
context: Whatever, Futaba-chan understands!\You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert... response:	Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?
context: You said doing it bare-handed was bad...\I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine? response:	Wait-
context: I didn't ask for pinned specimens!\Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait- response:	Don't. It's okay. Don't open it!
context: Just get them with a magazine, okay?\Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it! response:	What do you care? What's with you?
context: Adult book full of boobies\Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you? response:	We're going home!
context: Crap! Hey, Futaba-chan, do that AFTER you get the roaches!\The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home! response:	We're going home.
context: The Gachi Rangers DVD...\It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home!\We're going home. response:	All right, I'll loan you the DVD.
context: It's got a special edition insert...\Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home!\We're going home.\All right, I'll loan you the DVD. response:	I don't want it!
context: Futaba-chan, wouldn't you rather watch the Gachi Rangers than some gravure magazine?\Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home!\We're going home.\All right, I'll loan you the DVD.\I don't want it! response:	You don't have to be so cruel!
context: Wait-\Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home!\We're going home.\All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel! response:	It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?
context: Don't. It's okay. Don't open it!\What do you care? What's with you?\We're going home!\We're going home.\All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh? response:	I'll watch it over and over until I feel better...
context: What do you care? What's with you?\We're going home!\We're going home.\All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better... response:	Mitsudomoe!
context: We're going home!\We're going home.\All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe! response:	Wait, wait!
context: We're going home.\All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait! response:	Wait, wait!
context: All right, I'll loan you the DVD.\I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait!\Wait, wait! response:	Wait, wait!
context: I don't want it!\You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait!\Wait, wait!\Wait, wait! response:	Oh geez, bad dumbbell!
context: You don't have to be so cruel!\It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait!\Wait, wait!\Wait, wait!\Oh geez, bad dumbbell! response:	Did you hurt yourself?
context: It's such a great show...but even Futaba-chan prefers boobies to the Rangers, huh?\I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait!\Wait, wait!\Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself? response:	Momma...where's momma...
context: I'll watch it over and over until I feel better...\Mitsudomoe!\Wait, wait!\Wait, wait!\Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma... response:	Oh no, are you lost?
context: Mitsudomoe!\Wait, wait!\Wait, wait!\Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost? response:	Momma...
context: Wait, wait!\Wait, wait!\Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost?\Momma... response:	All right!
context: Wait, wait!\Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost?\Momma...\All right! response:	Don't cry, I'll help you find your momma!
context: Wait, wait!\Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost?\Momma...\All right!\Don't cry, I'll help you find your momma! response:	I'll jump up and you look around!
context: Oh geez, bad dumbbell!\Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost?\Momma...\All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around! response:	Whoo!
context: Did you hurt yourself?\Momma...where's momma...\Oh no, are you lost?\Momma...\All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo! response:	Did you see her?
context: Momma...where's momma...\Oh no, are you lost?\Momma...\All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo!\Did you see her? response:	Wow! So high!
context: Oh no, are you lost?\Momma...\All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo!\Did you see her?\Wow! So high! response:	Aww, did you like that?
context: Momma...\All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo!\Did you see her?\Wow! So high!\Aww, did you like that? response:	Let's jump some more!
context: All right!\Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo!\Did you see her?\Wow! So high!\Aww, did you like that?\Let's jump some more! response:	Whee!
context: Don't cry, I'll help you find your momma!\I'll jump up and you look around!\Whoo!\Did you see her?\Wow! So high!\Aww, did you like that?\Let's jump some more!\Whee! response:	Whee!
context: I'll jump up and you look around!\Whoo!\Did you see her?\Wow! So high!\Aww, did you like that?\Let's jump some more!\Whee!\Whee! response:	Kazuya, Kazuya?
context: Whoo!\Did you see her?\Wow! So high!\Aww, did you like that?\Let's jump some more!\Whee!\Whee!\Kazuya, Kazuya? response:	Where did he go? He hasn't even learned his address yet.
context: Did you see her?\Wow! So high!\Aww, did you like that?\Let's jump some more!\Whee!\Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet. response:	Where'd Futaba go? She hasn't even learned our address yet.
context: Wow! So high!\Aww, did you like that?\Let's jump some more!\Whee!\Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet. response:	Why weren't you watching her?
context: Aww, did you like that?\Let's jump some more!\Whee!\Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her? response:	This foot massage is so good...
context: Let's jump some more!\Whee!\Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good... response:	More, more!
context: Whee!\Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good...\More, more! response:	Okay!
context: Whee!\Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good...\More, more!\Okay! response:	That way!
context: Kazuya, Kazuya?\Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good...\More, more!\Okay!\That way! response:	Okay!
context: Where did he go? He hasn't even learned his address yet.\Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good...\More, more!\Okay!\That way!\Okay! response:	This way!
context: Where'd Futaba go? She hasn't even learned our address yet.\Why weren't you watching her?\This foot massage is so good...\More, more!\Okay!\That way!\Okay!\This way! response:	Okay!
context: Why weren't you watching her?\This foot massage is so good...\More, more!\Okay!\That way!\Okay!\This way!\Okay! response:	Outside!
context: This foot massage is so good...\More, more!\Okay!\That way!\Okay!\This way!\Okay!\Outside! response:	Okay!
context: More, more!\Okay!\That way!\Okay!\This way!\Okay!\Outside!\Okay! response:	Pass him!
context: Okay!\That way!\Okay!\This way!\Okay!\Outside!\Okay!\Pass him! response:	Okay!
context: That way!\Okay!\This way!\Okay!\Outside!\Okay!\Pass him!\Okay! response:	Topknot, jump over the river!
context: Okay!\This way!\Okay!\Outside!\Okay!\Pass him!\Okay!\Topknot, jump over the river! response:	Okay!
context: This way!\Okay!\Outside!\Okay!\Pass him!\Okay!\Topknot, jump over the river!\Okay! response:	Ba-ba-baba-ba-ba-baba-BA!
context: Okay!\Outside!\Okay!\Pass him!\Okay!\Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA! response:	I say that the bigger ones are the best
context: Outside!\Okay!\Pass him!\Okay!\Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best response:	and they may call me crazy and say I'm a mess
context: Okay!\Pass him!\Okay!\Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess response:	but there's nothing better than F-cup breasts!
context: Pass him!\Okay!\Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts! response:	Always on the lookout for the perfect mel-lons
