context: Jeez, who's here this late? response:	What do you want?
context: Guri-chan, why?\There's a favor I want to ask of you two.\A favor?\I want you to become Ws.\I see, so Chiyoko's completely clueless.\And if I refuse?\I'll kill her.\Put the gun down. response:	Put the gun down now!
context: There's a favor I want to ask of you two.\A favor?\I want you to become Ws.\I see, so Chiyoko's completely clueless.\And if I refuse?\I'll kill her.\Put the gun down.\Put the gun down now! response:	No, Chiyoko!
context: A favor?\I want you to become Ws.\I see, so Chiyoko's completely clueless.\And if I refuse?\I'll kill her.\Put the gun down.\Put the gun down now!\No, Chiyoko! response:	Your body's already...
context: I want you to become Ws.\I see, so Chiyoko's completely clueless.\And if I refuse?\I'll kill her.\Put the gun down.\Put the gun down now!\No, Chiyoko!\Your body's already... response:	Ito-chan is...
context: I see, so Chiyoko's completely clueless.\And if I refuse?\I'll kill her.\Put the gun down.\Put the gun down now!\No, Chiyoko!\Your body's already...\Ito-chan is... response:	Ito-chan is my
context: And if I refuse?\I'll kill her.\Put the gun down.\Put the gun down now!\No, Chiyoko!\Your body's already...\Ito-chan is...\Ito-chan is my response:	precious friend!
context: I'll kill her.\Put the gun down.\Put the gun down now!\No, Chiyoko!\Your body's already...\Ito-chan is...\Ito-chan is my\precious friend! response:	Are you okay?
context: Put the gun down.\Put the gun down now!\No, Chiyoko!\Your body's already...\Ito-chan is...\Ito-chan is my\precious friend!\Are you okay? response:	Mikatan...
context: Put the gun down now!\No, Chiyoko!\Your body's already...\Ito-chan is...\Ito-chan is my\precious friend!\Are you okay?\Mikatan... response:	Poor thing.
context: No, Chiyoko!\Your body's already...\Ito-chan is...\Ito-chan is my\precious friend!\Are you okay?\Mikatan...\Poor thing. response:	You're approaching your limit.
context: Your body's already...\Ito-chan is...\Ito-chan is my\precious friend!\Are you okay?\Mikatan...\Poor thing.\You're approaching your limit. response:	But don't worry.
context: Ito-chan is...\Ito-chan is my\precious friend!\Are you okay?\Mikatan...\Poor thing.\You're approaching your limit.\But don't worry. response:	If you become a W, your body will recover naturally.
context: Ito-chan is my\precious friend!\Are you okay?\Mikatan...\Poor thing.\You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally. response:	In fact, you can stay Uberfied indefinitely.
context: precious friend!\Are you okay?\Mikatan...\Poor thing.\You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely. response:	Isn't that fabulous?
context: Are you okay?\Mikatan...\Poor thing.\You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous? response:	Don't be fooled, Chiyoko!
context: Mikatan...\Poor thing.\You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko! response:	Everything he says is a lie!
context: Poor thing.\You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie! response:	You can't become a W.
context: You're approaching your limit.\But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W. response:	W's still...
context: But don't worry.\If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W.\W's still... response:	I'm lucky it was just a finger you broke.
context: If you become a W, your body will recover naturally.\In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W.\W's still...\I'm lucky it was just a finger you broke. response:	If it had been my arm, it would have taken three days to fully heal.
context: In fact, you can stay Uberfied indefinitely.\Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W.\W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal. response:	No way...
context: Isn't that fabulous?\Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W.\W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way... response:	Don't you need Muhi's regenerative capability to create a W?
context: Don't be fooled, Chiyoko!\Everything he says is a lie!\You can't become a W.\W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W? response:	Did Tsubouchi's spirit tell you that?
context: Everything he says is a lie!\You can't become a W.\W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that? response:	That old man didn't know anything.
context: You can't become a W.\W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything. response:	Ws are already complete.
context: W's still...\I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete. response:	I'm living proof.
context: I'm lucky it was just a finger you broke.\If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete.\I'm living proof. response:	I was giving false reports to Tsubouchi the whole time.
context: If it had been my arm, it would have taken three days to fully heal.\No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time. response:	Why?
context: No way...\Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why? response:	Because he'd get better otherwise.
context: Don't you need Muhi's regenerative capability to create a W?\Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise. response:	He was finally getting weak from the Uberfying.
context: Did Tsubouchi's spirit tell you that?\That old man didn't know anything.\Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying. response:	The Qmay Group's ideals in and of themselves are great.
context: That old man didn't know anything.\Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great. response:	I truly love the Qmay Group's teachings, from the bottom of my heart.
context: Ws are already complete.\I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart. response:	That old man drowned himself in money and carnal desires from day to day.
context: I'm living proof.\I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day. response:	Honestly, I'm glad he's dead.
context: I was giving false reports to Tsubouchi the whole time.\Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead. response:	We can't have that perverted,
context: Why?\Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted, response:	vile old man at the top of the organization forever.
context: Because he'd get better otherwise.\He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever. response:	Guri-chan...
context: He was finally getting weak from the Uberfying.\The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan... response:	Guriko doesn't exist in this world anymore.
context: The Qmay Group's ideals in and of themselves are great.\I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore. response:	She's dead.
context: I truly love the Qmay Group's teachings, from the bottom of my heart.\That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead. response:	What happened to you, Guriko?
context: That old man drowned himself in money and carnal desires from day to day.\Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko? response:	All suffering in this world stems from the fact that humanity is imperfect.
context: Honestly, I'm glad he's dead.\We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect. response:	Therefore, humanity must evolve into perfection.
context: We can't have that perverted,\vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection. response:	I became his disciple,
context: vile old man at the top of the organization forever.\Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple, response:	received a new name,
context: Guri-chan...\Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name, response:	and rose to the top ranks.
context: Guriko doesn't exist in this world anymore.\She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name,\and rose to the top ranks. response:	At this point, I have full authority over the whole Qmay Group.
context: She's dead.\What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group. response:	I've waited a long time for this moment of revolution!
context: What happened to you, Guriko?\All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution! response:	All this time...
context: All suffering in this world stems from the fact that humanity is imperfect.\Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time... response:	Alone.
context: Therefore, humanity must evolve into perfection.\I became his disciple,\received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time...\Alone. response:	But
context: I became his disciple,\received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time...\Alone.\But response:	I've found my friends.
context: received a new name,\and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time...\Alone.\But\I've found my friends. response:	On December 21st, we miraculously met again on that bus.
context: and rose to the top ranks.\At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time...\Alone.\But\I've found my friends.\On December 21st, we miraculously met again on that bus. response:	I missed you, Pine.
context: At this point, I have full authority over the whole Qmay Group.\I've waited a long time for this moment of revolution!\All this time...\Alone.\But\I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine. response:	Isn't this destiny?!
context: I've waited a long time for this moment of revolution!\All this time...\Alone.\But\I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?! response:	Guri-chan...
context: All this time...\Alone.\But\I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?!\Guri-chan... response:	What happened to you?
context: Alone.\But\I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?!\Guri-chan...\What happened to you? response:	I've missed you all this time.
context: But\I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?!\Guri-chan...\What happened to you?\I've missed you all this time. response:	I wanted to go shopping and see movies with you.
context: I've found my friends.\On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?!\Guri-chan...\What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you. response:	I wanted to walk around town having pancakes
context: On December 21st, we miraculously met again on that bus.\I missed you, Pine.\Isn't this destiny?!\Guri-chan...\What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes response:	and cream anmitsu until we couldn't eat any more.
context: I missed you, Pine.\Isn't this destiny?!\Guri-chan...\What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more. response:	I've been imagining that all this time, waiting for that day to come.
context: Isn't this destiny?!\Guri-chan...\What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come. response:	And yet... yet...
context: Guri-chan...\What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet... response:	This isn't destiny!
context: What happened to you?\I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny! response:	Go back to being the Guri-chan I loved!
context: I've missed you all this time.\I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved! response:	The old humanity will soon perish.
context: I wanted to go shopping and see movies with you.\I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish. response:	If you want to be saved,
context: I wanted to walk around town having pancakes\and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved, response:	you'll cut ties with the imperfect and become a W.
context: and cream anmitsu until we couldn't eat any more.\I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W. response:	Then, I'll let you on our ark.
context: I've been imagining that all this time, waiting for that day to come.\And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark. response:	You have two more days until your time is up.
context: And yet... yet...\This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up. response:	Think it over just one more time.
context: This isn't destiny!\Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time. response:	Understood?
context: Go back to being the Guri-chan I loved!\The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time.\Understood? response:	Unbeijini nyopurasara,
context: The old humanity will soon perish.\If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time.\Understood?\Unbeijini nyopurasara, response:	I'm going to put a spell on you.
context: If you want to be saved,\you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time.\Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you. response:	Unbeijini nyopurakura,
context: you'll cut ties with the imperfect and become a W.\Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time.\Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura, response:	I'm going to eat up your demons.
context: Then, I'll let you on our ark.\You have two more days until your time is up.\Think it over just one more time.\Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons. response:	The magic song isn't working at all.
context: You have two more days until your time is up.\Think it over just one more time.\Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all. response:	Why, Pine?
context: Think it over just one more time.\Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine? response:	Hey, what's W?
context: Understood?\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine?\Hey, what's W? response:	What does he mean, humanity's going to perish?
context: Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish? response:	You don't have to worry about a thing.
context: I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing. response:	I can't just ignore it!
context: Unbeijini nyopurakura,\I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it! response:	Because I'm...
context: I'm going to eat up your demons.\The magic song isn't working at all.\Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it!\Because I'm... response:	a hero of justice!
context: The magic song isn't working at all.\Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it!\Because I'm...\a hero of justice! response:	Saving humanity is the duty I've been given!
context: Why, Pine?\Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it!\Because I'm...\a hero of justice!\Saving humanity is the duty I've been given! response:	There's nothing else we can do.
context: Hey, what's W?\What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it!\Because I'm...\a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do. response:	It's over.
context: What does he mean, humanity's going to perish?\You don't have to worry about a thing.\I can't just ignore it!\Because I'm...\a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over. response:	Everything is over!
context: You don't have to worry about a thing.\I can't just ignore it!\Because I'm...\a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over.\Everything is over! response:	To be honest, I secretly had a lot of hope for you.
context: I can't just ignore it!\Because I'm...\a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you. response:	I thought you could lay down a new rail,
context: Because I'm...\a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail, response:	an unknown future like none the world has seen.
context: a hero of justice!\Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen. response:	I've been really scared.
context: Saving humanity is the duty I've been given!\There's nothing else we can do.\It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared. response:	You're insensitive.
context: There's nothing else we can do.\It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared.\You're insensitive. response:	Why aren't you saying anything?
context: It's over.\Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared.\You're insensitive.\Why aren't you saying anything? response:	I got disowned.
context: Everything is over!\To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared.\You're insensitive.\Why aren't you saying anything?\I got disowned. response:	Mikatan, what are you doing?
context: To be honest, I secretly had a lot of hope for you.\I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared.\You're insensitive.\Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing? response:	I'm going to protect you, Muhi.
context: I thought you could lay down a new rail,\an unknown future like none the world has seen.\I've been really scared.\You're insensitive.\Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi. response:	You seriously piss me off!
context: an unknown future like none the world has seen.\I've been really scared.\You're insensitive.\Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off! response:	Are you all right?! Hang in there!
context: I've been really scared.\You're insensitive.\Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there! response:	Yu-tan, hear me out!
context: You're insensitive.\Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out! response:	He might hate me if he finds out I'm a fake exorcist.
context: Why aren't you saying anything?\I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist. response:	Don't come any closer.
context: I got disowned.\Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer. response:	Spirit-san, spirit-san, if you're here, uh...
context: Mikatan, what are you doing?\I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh... response:	Hey, what's up with you?
context: I'm going to protect you, Muhi.\You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you? response:	Shoot me, if you're going to shoot.
context: You seriously piss me off!\Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot. response:	Isn't that right, Iridatsu?
context: Are you all right?! Hang in there!\Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu? response:	I was born here in Korai House.
context: Yu-tan, hear me out!\He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House. response:	Strange Juice, move out!
context: He might hate me if he finds out I'm a fake exorcist.\Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out! response:	Who's that, then?
context: Don't come any closer.\Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out!\Who's that, then? response:	I call it the Tou-maker!
context: Spirit-san, spirit-san, if you're here, uh...\Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out!\Who's that, then?\I call it the Tou-maker! response:	What are you talking about, Narugino?
context: Hey, what's up with you?\Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out!\Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino? response:	Have we met before?
context: Shoot me, if you're going to shoot.\Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out!\Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before? response:	You give me a really nostalgic feeling, somehow.
context: Isn't that right, Iridatsu?\I was born here in Korai House.\Strange Juice, move out!\Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow. response:	Good evening-ning.
context: I was born here in Korai House.\Strange Juice, move out!\Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning. response:	Well, I was thinking we should have a party.
context: Strange Juice, move out!\Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party. response:	Thanks.
context: Who's that, then?\I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party.\Thanks. response:	Sorry!
context: I call it the Tou-maker!\What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party.\Thanks.\Sorry! response:	Korai House is the best!
context: What are you talking about, Narugino?\Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party.\Thanks.\Sorry!\Korai House is the best! response:	I missed you, Pine.
context: Have we met before?\You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party.\Thanks.\Sorry!\Korai House is the best!\I missed you, Pine. response:	Pine!
context: You give me a really nostalgic feeling, somehow.\Good evening-ning.\Well, I was thinking we should have a party.\Thanks.\Sorry!\Korai House is the best!\I missed you, Pine.\Pine! response:	All right, Chiyoko.
context: Good evening-ning.\Well, I was thinking we should have a party.\Thanks.\Sorry!\Korai House is the best!\I missed you, Pine.\Pine!\All right, Chiyoko. response:	I was wrong.
context: Well, I was thinking we should have a party.\Thanks.\Sorry!\Korai House is the best!\I missed you, Pine.\Pine!\All right, Chiyoko.\I was wrong. response:	I was about to give up on everything.
context: Thanks.\Sorry!\Korai House is the best!\I missed you, Pine.\Pine!\All right, Chiyoko.\I was wrong.\I was about to give up on everything. response:	I thought there was nothing else we could do.
context: Sorry!\Korai House is the best!\I missed you, Pine.\Pine!\All right, Chiyoko.\I was wrong.\I was about to give up on everything.\I thought there was nothing else we could do. response:	But that's not true.
context: Korai House is the best!\I missed you, Pine.\Pine!\All right, Chiyoko.\I was wrong.\I was about to give up on everything.\I thought there was nothing else we could do.\But that's not true. response:	That's not it...
