context: What are you doing? response:	Gulp.
context: Well... I was trying on my uniform at home, and I got kind of excited.\So I thought, All right! I'm gonna go to school right now!\But did you have to run off at top speed like that?\Anyone would run if some weird old guy they don't know speaks to them.\Weird old guy?\They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately, response:	as well as my swift response to the situation!
context: So I thought, All right! I'm gonna go to school right now!\But did you have to run off at top speed like that?\Anyone would run if some weird old guy they don't know speaks to them.\Weird old guy?\They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation! response:	Anyhow, did you need something?
context: But did you have to run off at top speed like that?\Anyone would run if some weird old guy they don't know speaks to them.\Weird old guy?\They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something? response:	Oh, right! We don't need to talk about me!
context: Anyone would run if some weird old guy they don't know speaks to them.\Weird old guy?\They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me! response:	Um, uh...
context: Weird old guy?\They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh... response:	My classmate isn't feeling well!
context: They taught us that in school.\If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well! response:	Help me carry her to the nurse's office!
context: If you're a teacher,\I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office! response:	Okay, I'll be right there... Um...
context: I think you should praise my calm decision to flee immediately,\as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um... response:	Class 1-B, Takanashi Hikari!
context: as well as my swift response to the situation!\Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari! response:	Okay, thanks for coming to let me know, Takanashi.
context: Anyhow, did you need something?\Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi. response:	But I hope there's actually some way I can help.
context: Oh, right! We don't need to talk about me!\Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help. response:	Huh? Are you the health teacher?
context: Um, uh...\My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher? response:	No, biology.
context: My classmate isn't feeling well!\Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology. response:	But I'm not a teacher for nothing, you know.
context: Help me carry her to the nurse's office!\Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know. response:	I can judge a student's health with one look at her face.
context: Okay, I'll be right there... Um...\Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face. response:	She has no face!
context: Class 1-B, Takanashi Hikari!\Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face! response:	Yeah, I can see that.
context: Okay, thanks for coming to let me know, Takanashi.\But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that. response:	So she's basically one of those, right? A dullahan.
context: But I hope there's actually some way I can help.\Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan. response:	A dullahan?
context: Huh? Are you the health teacher?\No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan? response:	A demi-human whose head is separate from its body?
context: No, biology.\But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body? response:	I went ahead and carried her head to the nurse's office,
context: But I'm not a teacher for nothing, you know.\I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office, response:	but her body's too heavy for me.
context: I can judge a student's health with one look at her face.\She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me. response:	Gotcha.
context: She has no face!\Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha. response:	A second demi-human... I can't believe it.
context: Yeah, I can see that.\So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it. response:	Is it safe to touch this flame?
context: So she's basically one of those, right? A dullahan.\A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame? response:	Dunno... It doesn't look hot, but...
context: A dullahan?\A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but... response:	Stretcher coming through!
context: A demi-human whose head is separate from its body?\I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through! response:	I'll be okay.
context: I went ahead and carried her head to the nurse's office,\but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay. response:	I'll be okay once I cool down.
context: but her body's too heavy for me.\Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay.\I'll be okay once I cool down. response:	I'm okay...
context: Gotcha.\A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay.\I'll be okay once I cool down.\I'm okay... response:	I'm a snow woman...
context: A second demi-human... I can't believe it.\Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay.\I'll be okay once I cool down.\I'm okay...\I'm a snow woman... response:	I'm a snow woman, so I'm okay.
context: Is it safe to touch this flame?\Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay.\I'll be okay once I cool down.\I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay. response:	I'm a snow woman, so it's totally okay...
context: Dunno... It doesn't look hot, but...\Stretcher coming through!\I'll be okay.\I'll be okay once I cool down.\I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay... response:	Wow, we've got a snow woman, too?
context: Stretcher coming through!\I'll be okay.\I'll be okay once I cool down.\I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too? response:	Come on, Sensei. Let's get to the nurse's office, too.
context: I'll be okay.\I'll be okay once I cool down.\I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too. response:	R-Right.
context: I'll be okay once I cool down.\I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right. response:	Th-Three of them, so easily...
context: I'm okay...\I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily... response:	I'm glad you were the first person I found.
context: I'm a snow woman...\I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found. response:	I mean, she's pretty big.
context: I'm a snow woman, so I'm okay.\I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big. response:	Takanashi!
context: I'm a snow woman, so it's totally okay...\Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi! response:	You seem pretty calm about this.
context: Wow, we've got a snow woman, too?\Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi!\You seem pretty calm about this. response:	Aren't demi-humans unusual to you?
context: Come on, Sensei. Let's get to the nurse's office, too.\R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you? response:	Huh? Well, yeah, I'd say they're unusual,
context: R-Right.\Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual, response:	but they don't surprise me.
context: Th-Three of them, so easily...\I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me. response:	After all...
context: I'm glad you were the first person I found.\I mean, she's pretty big.\Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all... response:	I'm a demi-human, too.
context: I mean, she's pretty big.\Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all...\I'm a demi-human, too. response:	I'm a vampire!
context: Takanashi!\You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all...\I'm a demi-human, too.\I'm a vampire! response:	Nurse's Office
context: You seem pretty calm about this.\Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all...\I'm a demi-human, too.\I'm a vampire!\Nurse's Office response:	The snow woman has mild heat exhaustion from P.E. class,
context: Aren't demi-humans unusual to you?\Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all...\I'm a demi-human, too.\I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class, response:	and the dullahan just has a cold.
context: Huh? Well, yeah, I'd say they're unusual,\but they don't surprise me.\After all...\I'm a demi-human, too.\I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold. response:	What's wrong, Sensei?
context: but they don't surprise me.\After all...\I'm a demi-human, too.\I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei? response:	Just thinking meeting demi-humans is easier than I realized.
context: After all...\I'm a demi-human, too.\I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized. response:	I'm sort of shocked, I guess...
context: I'm a demi-human, too.\I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess... response:	Sensei, do you hate demi-humans?
context: I'm a vampire!\Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans? response:	Oh... No, not at all.
context: Nurse's Office\The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all. response:	Sorry, I shouldn't have put it that way.
context: The snow woman has mild heat exhaustion from P.E. class,\and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way. response:	I actually love demi-humans.
context: and the dullahan just has a cold.\What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans. response:	Huh? Oh, really?
context: What's wrong, Sensei?\Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really? response:	I've done all kinds of things to try and meet them, but nothing worked.
context: Just thinking meeting demi-humans is easier than I realized.\I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked. response:	I was just thinking about other stuff besides how happy I am.
context: I'm sort of shocked, I guess...\Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am. response:	Sorry.
context: Sensei, do you hate demi-humans?\Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry. response:	There we go...
context: Oh... No, not at all.\Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry.\There we go... response:	In any case, you're saying you're happy you met me, right?
context: Sorry, I shouldn't have put it that way.\I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry.\There we go...\In any case, you're saying you're happy you met me, right? response:	That's right.
context: I actually love demi-humans.\Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry.\There we go...\In any case, you're saying you're happy you met me, right?\That's right. response:	Really happy?
context: Huh? Oh, really?\I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry.\There we go...\In any case, you're saying you're happy you met me, right?\That's right.\Really happy? response:	Yeah, really happy.
context: I've done all kinds of things to try and meet them, but nothing worked.\I was just thinking about other stuff besides how happy I am.\Sorry.\There we go...\In any case, you're saying you're happy you met me, right?\That's right.\Really happy?\Yeah, really happy. response:	Hee hee hee!
context: I was just thinking about other stuff besides how happy I am.\Sorry.\There we go...\In any case, you're saying you're happy you met me, right?\That's right.\Really happy?\Yeah, really happy.\Hee hee hee! response:	Ha ha ha. What?
context: Sorry.\There we go...\In any case, you're saying you're happy you met me, right?\That's right.\Really happy?\Yeah, really happy.\Hee hee hee!\Ha ha ha. What? response:	Okay! Well, thanks, Takanashi.
context: There we go...\In any case, you're saying you're happy you met me, right?\That's right.\Really happy?\Yeah, really happy.\Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi. response:	I'll be seeing you.
context: In any case, you're saying you're happy you met me, right?\That's right.\Really happy?\Yeah, really happy.\Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you. response:	Yep! Oh, by the way...
context: That's right.\Really happy?\Yeah, really happy.\Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way... response:	Sensei, you call people like us demi-humans, don't you?
context: Really happy?\Yeah, really happy.\Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you? response:	Yeah.
context: Yeah, really happy.\Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah. response:	I used the term to go along with you, but it's outdated!
context: Hee hee hee!\Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated! response:	Outdated?
context: Ha ha ha. What?\Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated!\Outdated? response:	Demi-human doesn't sound cute at all, does it?
context: Okay! Well, thanks, Takanashi.\I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it? response:	N-Not cute?
context: I'll be seeing you.\Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute? response:	It sounds like it's out of a textbook.
context: Yep! Oh, by the way...\Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook. response:	Well...
context: Sensei, you call people like us demi-humans, don't you?\Yeah.\I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook.\Well... response:	So high school girls like us
context: Yeah.\I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook.\Well...\So high school girls like us response:	use demi instead!
context: I used the term to go along with you, but it's outdated!\Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook.\Well...\So high school girls like us\use demi instead! response:	Oh...
context: Outdated?\Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook.\Well...\So high school girls like us\use demi instead!\Oh... response:	Takahashi Tetsuo wants interviews.
context: Demi-human doesn't sound cute at all, does it?\N-Not cute?\It sounds like it's out of a textbook.\Well...\So high school girls like us\use demi instead!\Oh...\Takahashi Tetsuo wants interviews. response:	Demi...
context: N-Not cute?\It sounds like it's out of a textbook.\Well...\So high school girls like us\use demi instead!\Oh...\Takahashi Tetsuo wants interviews.\Demi... response:	Interviews with monster girls.
context: It sounds like it's out of a textbook.\Well...\So high school girls like us\use demi instead!\Oh...\Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls. response:	Interviews with Monster Girls
context: Well...\So high school girls like us\use demi instead!\Oh...\Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls.\Interviews with Monster Girls response:	This is why I asked this morning if you'd forgotten anything!
context: So high school girls like us\use demi instead!\Oh...\Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything! response:	How could you forget it, like it's the obvious thing to do?
context: use demi instead!\Oh...\Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do? response:	But I know you'll lend me yours, even though you're mad, which is why...
context: Oh...\Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why... response:	I love you so much!
context: Takahashi Tetsuo wants interviews.\Demi...\Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much! response:	You're always pushing your luck, Onee-chan!
context: Demi...\Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan! response:	Onee-chan?
context: Interviews with monster girls.\Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan? response:	Sensei!
context: Interviews with Monster Girls\This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei! response:	Oh, I'll introduce you.
context: This is why I asked this morning if you'd forgotten anything!\How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei!\Oh, I'll introduce you. response:	This is my little sister, Himari.
context: How could you forget it, like it's the obvious thing to do?\But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei!\Oh, I'll introduce you.\This is my little sister, Himari. response:	I'm Takanashi Himari, from class C.
context: But I know you'll lend me yours, even though you're mad, which is why...\I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei!\Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C. response:	Twins?
context: I love you so much!\You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei!\Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins? response:	Yep, we are.
context: You're always pushing your luck, Onee-chan!\Onee-chan?\Sensei!\Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins?\Yep, we are. response:	Okay, here.
context: Onee-chan?\Sensei!\Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins?\Yep, we are.\Okay, here. response:	Thanks!
context: Sensei!\Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins?\Yep, we are.\Okay, here.\Thanks! response:	If you doodle in it again, you'll regret it!
context: Oh, I'll introduce you.\This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins?\Yep, we are.\Okay, here.\Thanks!\If you doodle in it again, you'll regret it! response:	Got it.
context: This is my little sister, Himari.\I'm Takanashi Himari, from class C.\Twins?\Yep, we are.\Okay, here.\Thanks!\If you doodle in it again, you'll regret it!\Got it. response:	If you'll excuse me.
context: I'm Takanashi Himari, from class C.\Twins?\Yep, we are.\Okay, here.\Thanks!\If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me. response:	Hikari and Himari, huh?
context: Twins?\Yep, we are.\Okay, here.\Thanks!\If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me.\Hikari and Himari, huh? response:	She seems more responsible than someone else here.
context: Yep, we are.\Okay, here.\Thanks!\If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here. response:	She's the little sis I'm proud of!
context: Okay, here.\Thanks!\If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of! response:	Is she also a demi-hum
context: Thanks!\If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum response:	A demi?
context: If you doodle in it again, you'll regret it!\Got it.\If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum\A demi? response:	Nope.
context: Got it.\If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum\A demi?\Nope. response:	Oh, by the way...
context: If you'll excuse me.\Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum\A demi?\Nope.\Oh, by the way... response:	What?
context: Hikari and Himari, huh?\She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum\A demi?\Nope.\Oh, by the way...\What? response:	Well, uh...
context: She seems more responsible than someone else here.\She's the little sis I'm proud of!\Is she also a demi-hum\A demi?\Nope.\Oh, by the way...\What?\Well, uh... response:	Only if it's okay with you, I mean...
context: She's the little sis I'm proud of!\Is she also a demi-hum\A demi?\Nope.\Oh, by the way...\What?\Well, uh...\Only if it's okay with you, I mean... response:	You want me to tell you about vampires?
context: Is she also a demi-hum\A demi?\Nope.\Oh, by the way...\What?\Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires? response:	Yeah. Of course, I won't force you.
context: A demi?\Nope.\Oh, by the way...\What?\Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you. response:	Only if you want...
context: Nope.\Oh, by the way...\What?\Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want... response:	Okay.
context: Oh, by the way...\What?\Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want...\Okay. response:	Yeah, that's what I thought You will?!
context: What?\Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want...\Okay.\Yeah, that's what I thought You will?! response:	Sure.
context: Well, uh...\Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want...\Okay.\Yeah, that's what I thought You will?!\Sure. response:	Then, if I talk to you,
context: Only if it's okay with you, I mean...\You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want...\Okay.\Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you, response:	can I come and hang out in the biology prep room?
context: You want me to tell you about vampires?\Yeah. Of course, I won't force you.\Only if you want...\Okay.\Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room? response:	S-Sure, come by anytime.
