context: As vile a special ability as ever. response:	As vile
context: His futon? You mean Yoshiko-san?\There's something I noticed about the footage we saw earlier.\What?\The futon Katai was in when he got shot wasn't Yoshiko.\Katai wouldn't use another futon without a reason.\I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation? response:	That's the problem.
context: There's something I noticed about the footage we saw earlier.\What?\The futon Katai was in when he got shot wasn't Yoshiko.\Katai wouldn't use another futon without a reason.\I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem. response:	Someone deceived the Fyodor.
context: What?\The futon Katai was in when he got shot wasn't Yoshiko.\Katai wouldn't use another futon without a reason.\I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor. response:	Who saved Katai?
context: The futon Katai was in when he got shot wasn't Yoshiko.\Katai wouldn't use another futon without a reason.\I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor.\Who saved Katai? response:	I could not have won by might, so I took to the dirty art of persuasion.
context: Katai wouldn't use another futon without a reason.\I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion. response:	This, too, must be fate.
context: I suspect it was a bullet-proof futon.\In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate. response:	It's such a shame.
context: In other words, Katai isn't dead.\But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame. response:	Come to think of it, the things that happen when Mii-chan vanishes,
context: But how would he have escaped that situation?\That's the problem.\Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes, response:	including the attempted bombing of the police building
context: That's the problem.\Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building response:	and the discovery of the military's illegal activities...
context: Someone deceived the Fyodor.\Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities... response:	Disasters are stopped every time.
context: Who saved Katai?\I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time. response:	And Mii-chan vanished three days ago,
context: I could not have won by might, so I took to the dirty art of persuasion.\This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago, response:	right before the cannibalism began.
context: This, too, must be fate.\It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began. response:	When the president collapsed...
context: It's such a shame.\Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed... response:	You two sure are a pain in the ass.
context: Come to think of it, the things that happen when Mii-chan vanishes,\including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass. response:	Na
context: including the attempted bombing of the police building\and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass.\Na response:	Natsume-sensei!
context: and the discovery of the military's illegal activities...\Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass.\Na\Natsume-sensei! response:	I'm a retired old man.
context: Disasters are stopped every time.\And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass.\Na\Natsume-sensei!\I'm a retired old man. response:	Give me a break.
context: And Mii-chan vanished three days ago,\right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass.\Na\Natsume-sensei!\I'm a retired old man.\Give me a break. response:	Why do you think I left you in charge of the city?
context: right before the cannibalism began.\When the president collapsed...\You two sure are a pain in the ass.\Na\Natsume-sensei!\I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city? response:	Natsume Soseki
context: When the president collapsed...\You two sure are a pain in the ass.\Na\Natsume-sensei!\I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki response:	Special ability: I Am a Cat
context: You two sure are a pain in the ass.\Na\Natsume-sensei!\I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat response:	Natsume-dono! Where are you?
context: Na\Natsume-sensei!\I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you? response:	Young Katai has figured out where the Rats are hiding.
context: Natsume-sensei!\I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding. response:	But the enemy is the epitome of craftiness.
context: I'm a retired old man.\Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness. response:	If they realize they're being pursued, they'll disappear into the darkness,
context: Give me a break.\Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness, response:	never to be captured again.
context: Why do you think I left you in charge of the city?\Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again. response:	So what will you make of this chance?
context: Natsume Soseki\Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance? response:	I see.
context: Special ability: I Am a Cat\Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance?\I see. response:	Just when the two leaders may or may not be dead...
context: Natsume-dono! Where are you?\Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead... response:	They'll stay in their hideout to wait and see.
context: Young Katai has figured out where the Rats are hiding.\But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see. response:	The best moment is within the twelve hours before the onset of the virus's symptoms.
context: But the enemy is the epitome of craftiness.\If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms. response:	I've already given your subordinates the information they need.
context: If they realize they're being pursued, they'll disappear into the darkness,\never to be captured again.\So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need. response:	No mere rat could chew up an organization of my approval.
context: never to be captured again.\So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval. response:	I expect the two of you to prove me right.
context: So what will you make of this chance?\I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right. response:	Episode 36 Cannibalism (Part 3)
context: I see.\Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3) response:	Let me go, Dazai-san!
context: Just when the two leaders may or may not be dead...\They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san! response:	Nope.
context: They'll stay in their hideout to wait and see.\The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope. response:	You two are going to start fighting with your special abilities again.
context: The best moment is within the twelve hours before the onset of the virus's symptoms.\I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again. response:	But...
context: I've already given your subordinates the information they need.\No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again.\But... response:	Ow, ow!
context: No mere rat could chew up an organization of my approval.\I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again.\But...\Ow, ow! response:	Please don't struggle so much.
context: I expect the two of you to prove me right.\Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again.\But...\Ow, ow!\Please don't struggle so much. response:	You're going to reopen the wound on my tummy.
context: Episode 36 Cannibalism (Part 3)\Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again.\But...\Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy. response:	Why is Akutagawa here for our retaliation mission to save the president?
context: Let me go, Dazai-san!\Nope.\You two are going to start fighting with your special abilities again.\But...\Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president? response:	Because that's my plan.
context: Nope.\You two are going to start fighting with your special abilities again.\But...\Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan. response:	I'm going to have the two of you sneak into the enemy hideout together.
context: You two are going to start fighting with your special abilities again.\But...\Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together. response:	The enemy base is in an old abandoned coal mine.
context: But...\Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine. response:	It's several hundred kilometers wide.
context: Ow, ow!\Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide. response:	The interior is packed with sensors and traps to stop intruders.
context: Please don't struggle so much.\You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders. response:	Our main target is the gifted who controls the virus.
context: You're going to reopen the wound on my tummy.\Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus. response:	Unless we can disable his special ability, both bosses could die.
context: Why is Akutagawa here for our retaliation mission to save the president?\Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die. response:	Our secondary target is their leader, Fyodor.
context: Because that's my plan.\I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor. response:	Isn't that all the more reason to keep him out of such an important mission?
context: I'm going to have the two of you sneak into the enemy hideout together.\The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission? response:	Akutagawa's hatred for me is beyond reason.
context: The enemy base is in an old abandoned coal mine.\It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason. response:	There's no way the mission is going to pan out.
context: It's several hundred kilometers wide.\The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out. response:	So he says.
context: The interior is packed with sensors and traps to stop intruders.\Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says. response:	Well?
context: Our main target is the gifted who controls the virus.\Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says.\Well? response:	I'll carry out the mission.
context: Unless we can disable his special ability, both bosses could die.\Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says.\Well?\I'll carry out the mission. response:	Why is he so focused?
context: Our secondary target is their leader, Fyodor.\Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says.\Well?\I'll carry out the mission.\Why is he so focused? response:	It's been four years since you've been under my command, huh?
context: Isn't that all the more reason to keep him out of such an important mission?\Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says.\Well?\I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh? response:	I hope to see you a little more capable now.
context: Akutagawa's hatred for me is beyond reason.\There's no way the mission is going to pan out.\So he says.\Well?\I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now. response:	Yes, sir.
context: There's no way the mission is going to pan out.\So he says.\Well?\I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir. response:	You're actually Akutagawa, right?
context: So he says.\Well?\I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right? response:	Yeah.
context: Well?\I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right?\Yeah. response:	You're going to cooperate with me in battle?
context: I'll carry out the mission.\Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle? response:	Yeah.
context: Why is he so focused?\It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle?\Yeah. response:	What did you have for dinner last night?
context: It's been four years since you've been under my command, huh?\I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night? response:	Yeah.
context: I hope to see you a little more capable now.\Yes, sir.\You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night?\Yeah. response:	Dude...
context: Yes, sir.\You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night?\Yeah.\Dude... response:	Look at all those guards.
context: You're actually Akutagawa, right?\Yeah.\You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night?\Yeah.\Dude...\Look at all those guards. response:	They all have wireless communicators.
context: Yeah.\You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night?\Yeah.\Dude...\Look at all those guards.\They all have wireless communicators. response:	If we fight, the enemy headquarters will know instantly.
context: You're going to cooperate with me in battle?\Yeah.\What did you have for dinner last night?\Yeah.\Dude...\Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly. response:	The sensor at the entrance
context: Yeah.\What did you have for dinner last night?\Yeah.\Dude...\Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance response:	is a countermeasure against Tanizaki-kun's illusion ability.
context: What did you have for dinner last night?\Yeah.\Dude...\Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability. response:	Their vital signs are being sent to headquarters every minute.
context: Yeah.\Dude...\Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute. response:	They'll know something is wrong if the guards so much as become excited or nervous.
context: Dude...\Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous. response:	We can't even let them get nervous, let alone defeat them.
context: Look at all those guards.\They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them. response:	Weretiger, bear in mind two things.
context: They all have wireless communicators.\If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things. response:	Fall behind, and I'll leave you behind.
context: If we fight, the enemy headquarters will know instantly.\The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind. response:	Get in my way, and I'll kill you.
context: The sensor at the entrance\is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you. response:	Understand?
context: is a countermeasure against Tanizaki-kun's illusion ability.\Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand? response:	He left you behind.
context: Their vital signs are being sent to headquarters every minute.\They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand?\He left you behind. response:	I'm going, too.
context: They'll know something is wrong if the guards so much as become excited or nervous.\We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand?\He left you behind.\I'm going, too. response:	But, Atsushi, how are you going to...
context: We can't even let them get nervous, let alone defeat them.\Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand?\He left you behind.\I'm going, too.\But, Atsushi, how are you going to... response:	He slid past the guards and the sensors.
context: Weretiger, bear in mind two things.\Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand?\He left you behind.\I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors. response:	We have to keep up.
context: Fall behind, and I'll leave you behind.\Get in my way, and I'll kill you.\Understand?\He left you behind.\I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up. response:	Let's get started.
context: Get in my way, and I'll kill you.\Understand?\He left you behind.\I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up.\Let's get started. response:	Wait.
context: Understand?\He left you behind.\I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up.\Let's get started.\Wait. response:	Dazai-san told us to stick together.
context: He left you behind.\I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up.\Let's get started.\Wait.\Dazai-san told us to stick together. response:	This is my first opportunity in four years to prove my superiority to Dazai-san.
context: I'm going, too.\But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up.\Let's get started.\Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san. response:	I'd in fact prefer that you'd be taken down early.
context: But, Atsushi, how are you going to...\He slid past the guards and the sensors.\We have to keep up.\Let's get started.\Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early. response:	How utterly slow of me.
context: He slid past the guards and the sensors.\We have to keep up.\Let's get started.\Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me. response:	I ought to cut you down
context: We have to keep up.\Let's get started.\Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down response:	and report to him that the weretiger had been held down and had disappeared.
context: Let's get started.\Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared. response:	If you want to fight, I'm on.
context: Wait.\Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on. response:	But if we fight now, we'll make a huge mess and let the target escape.
context: Dazai-san told us to stick together.\This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape. response:	Is that what you want?
context: This is my first opportunity in four years to prove my superiority to Dazai-san.\I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want? response:	You only ever think about killing the enemy in front of your eyes.
context: I'd in fact prefer that you'd be taken down early.\How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes. response:	Of course, Dazai-san would leave you and vanish on you!
context: How utterly slow of me.\I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you! response:	Shoot.
context: I ought to cut you down\and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot. response:	As someone who's lived his life constantly worried about what other people think,
context: and report to him that the weretiger had been held down and had disappeared.\If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think, response:	I have a modest talent.
context: If you want to fight, I'm on.\But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent. response:	I can hear the switch go off in someone's mind
context: But if we fight now, we'll make a huge mess and let the target escape.\Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind response:	when I bring up something that never must be brought up.
context: Is that what you want?\You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up. response:	You're right.
context: You only ever think about killing the enemy in front of your eyes.\Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right. response:	Huh?
context: Of course, Dazai-san would leave you and vanish on you!\Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right.\Huh? response:	Wait, Akutagawa!
context: Shoot.\As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right.\Huh?\Wait, Akutagawa! response:	There's a detector ahead.
context: As someone who's lived his life constantly worried about what other people think,\I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right.\Huh?\Wait, Akutagawa!\There's a detector ahead. response:	If we get caught, they'll know we're here.
context: I have a modest talent.\I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right.\Huh?\Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here. response:	Why did you decide to work here?
