context: Once upon a time, there was a young man with a beautiful face. response:	The people loved the handsome young man, but he never showed interest in loving anyone.
context: I promise you that someday I will become a great enough man to accept all the love in the world.\When that happens, I'm sure no one will be able to help but love me.\Despite being a crow, you have been born into an ugly human body.\And only I and the prince in the story can truly love a pitiful person like you.\What magnificent confidence. You have an almost blinding pride.\It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be... response:	Be what?
context: When that happens, I'm sure no one will be able to help but love me.\Despite being a crow, you have been born into an ugly human body.\And only I and the prince in the story can truly love a pitiful person like you.\What magnificent confidence. You have an almost blinding pride.\It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what? response:	The time to make a display of your charm, Femio-sama!
context: Despite being a crow, you have been born into an ugly human body.\And only I and the prince in the story can truly love a pitiful person like you.\What magnificent confidence. You have an almost blinding pride.\It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama! response:	Aah!
context: And only I and the prince in the story can truly love a pitiful person like you.\What magnificent confidence. You have an almost blinding pride.\It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama!\Aah! response:	Now, today we'll be testing your abilities.
context: What magnificent confidence. You have an almost blinding pride.\It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities. response:	However, there's no need to be nervous.
context: It's enough to make me hate you.\You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous. response:	If you haven't neglected your everyday practicing, you'll have no problem.
context: You're wonderful.\Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem. response:	At times like this, it seems like nothing's changed, but...
context: Femio-sama, couldn't this possibly by any chance be...\Be what?\The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but... response:	Mytho...
context: Be what?\The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho... response:	All right, first up will be Mytho-s...
context: The time to make a display of your charm, Femio-sama!\Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s... response:	Cat-sensei!
context: Aah!\Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s...\Cat-sensei! response:	I believe I'm the appropriate choice to dance the first solo.
context: Now, today we'll be testing your abilities.\However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo. response:	You're Femio-san from the probationary class!
context: However, there's no need to be nervous.\If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class! response:	Ugh.
context: If you haven't neglected your everyday practicing, you'll have no problem.\At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh. response:	He's gross!
context: At times like this, it seems like nothing's changed, but...\Mytho...\All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh.\He's gross! response:	Exposure to true Art should be valuable for everyone else as well.
context: Mytho...\All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well. response:	He's really confident for someone in the probationary class.
context: All right, first up will be Mytho-s...\Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class. response:	Maybe he's really good or something?
context: Cat-sensei!\I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something? response:	Maybe...
context: I believe I'm the appropriate choice to dance the first solo.\You're Femio-san from the probationary class!\Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe... response:	He's really weird!
context: You're Femio-san from the probationary class!\Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe...\He's really weird! response:	Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...
context: Ugh.\He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first... response:	It's all right. Genius is misunderstood in every era.
context: He's gross!\Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era. response:	But someday, this dance of mine...
context: Exposure to true Art should be valuable for everyone else as well.\He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine... response:	This love of mine will satisfy the hearts of all the people.
context: He's really confident for someone in the probationary class.\Maybe he's really good or something?\Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people. response:	Yes, that is destiny.
context: Maybe he's really good or something?\Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny. response:	Cat-sensei, if I were a woman, I would have MARRIED you...
context: Maybe...\He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you... response:	However, I am not.
context: He's really weird!\Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not. response:	Montand!
context: Er, Femio-san, it's not that I don't understand your quest for Art, but learning the basics first...\It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand! response:	My goddess.
context: It's all right. Genius is misunderstood in every era.\But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand!\My goddess. response:	Huh?
context: But someday, this dance of mine...\This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand!\My goddess.\Huh? response:	There is a feeling that gets across even when it's not put into words.
context: This love of mine will satisfy the hearts of all the people.\Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand!\My goddess.\Huh?\There is a feeling that gets across even when it's not put into words. response:	A feeling that gets across even when you don't speak it...
context: Yes, that is destiny.\Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand!\My goddess.\Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it... response:	What's wrong?
context: Cat-sensei, if I were a woman, I would have MARRIED you...\However, I am not.\Montand!\My goddess.\Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong? response:	And another rose goes to you of the intent gaze.
context: However, I am not.\Montand!\My goddess.\Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze. response:	Mytho!
context: Montand!\My goddess.\Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze.\Mytho! response:	That's the mime for I love you!
context: My goddess.\Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you! response:	Mytho!
context: Huh?\There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you!\Mytho! response:	Words without a voice...
context: There is a feeling that gets across even when it's not put into words.\A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you!\Mytho!\Words without a voice... response:	Are they a sign of the prince's comeback?
context: A feeling that gets across even when you don't speak it...\What's wrong?\And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you!\Mytho!\Words without a voice...\Are they a sign of the prince's comeback? response:	Or are they his death cry?
context: What's wrong?\And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you!\Mytho!\Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry? response:	Which will it be? Which will it be?
context: And another rose goes to you of the intent gaze.\Mytho!\That's the mime for I love you!\Mytho!\Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be? response:	Oh, I can't believe it!
context: Mytho!\That's the mime for I love you!\Mytho!\Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it! response:	I've had such a shock!
context: That's the mime for I love you!\Mytho!\Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock! response:	That was definitely the I love you mime, wasn't it?
context: Mytho!\Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it? response:	And directed at FEMIO!
context: Words without a voice...\Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO! response:	Come to think of it, Femio gave a flower to Ahiru too, didn't he?
context: Are they a sign of the prince's comeback?\Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he? response:	Yes, he did. He and Ahiru would go well together, wouldn't they?
context: Or are they his death cry?\Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they? response:	What's go well together zura?
context: Which will it be? Which will it be?\Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura? response:	Go well together is...
context: Oh, I can't believe it!\I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is... response:	I suppose it means lovey-dovey.
context: I've had such a shock!\That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is...\I suppose it means lovey-dovey. response:	Ahiru is lovey-dovey zura?
context: That was definitely the I love you mime, wasn't it?\And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura? response:	We're saying that would have been better.
context: And directed at FEMIO!\Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better. response:	Oh! Thanks zura!
context: Come to think of it, Femio gave a flower to Ahiru too, didn't he?\Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura! response:	And here I thought Ahiru's prince had come.
context: Yes, he did. He and Ahiru would go well together, wouldn't they?\What's go well together zura?\Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come. response:	Things have sure gotten complicated.
context: What's go well together zura?\Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated. response:	Who would've thought she and the old prince would become rivals for the new prince's love?
context: Go well together is...\I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love? response:	He's a prince too?
context: I suppose it means lovey-dovey.\Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too? response:	Of course not.
context: Ahiru is lovey-dovey zura?\We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not. response:	He's just claiming to be one.
context: We're saying that would have been better.\Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not.\He's just claiming to be one. response:	Why don't you take this chance to date Femio?
context: Oh! Thanks zura!\And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio? response:	Yeah! That's a good idea!
context: And here I thought Ahiru's prince had come.\Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea! response:	Huh?!
context: Things have sure gotten complicated.\Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?! response:	Although this prince is on a much lower level than the last one.
context: Who would've thought she and the old prince would become rivals for the new prince's love?\He's a prince too?\Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one. response:	He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!
context: He's a prince too?\Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun! response:	That would be fun?
context: Of course not.\He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun? response:	Definitely! So fun I could watch it all day and not get bored!
context: He's just claiming to be one.\Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored! response:	But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.
context: Why don't you take this chance to date Femio?\Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not. response:	Oh? Who was it for, then?
context: Yeah! That's a good idea!\Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then? response:	What if it was for ALL the girls, or something?
context: Huh?!\Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something? response:	What a beast!
context: Although this prince is on a much lower level than the last one.\He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast! response:	Mytho...
context: He and Ahiru won't get along and they'll never be on the same wavelength, so it's sure to be fun!\That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast!\Mytho... response:	I think that was the real Mytho.
context: That would be fun?\Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast!\Mytho...\I think that was the real Mytho. response:	Because he seemed so... so sad.
context: Definitely! So fun I could watch it all day and not get bored!\But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast!\Mytho...\I think that was the real Mytho.\Because he seemed so... so sad. response:	His eyes showed so much pain.
context: But it's not totally clear whether Mytho-sama's mime was really meant for Femio or not.\Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast!\Mytho...\I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain. response:	It looks like you're feeling quite a bit better.
context: Oh? Who was it for, then?\What if it was for ALL the girls, or something?\What a beast!\Mytho...\I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better. response:	Yes. I'm sorry for making you worry.
context: What if it was for ALL the girls, or something?\What a beast!\Mytho...\I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry. response:	Did something happen?
context: What a beast!\Mytho...\I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen? response:	That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.
context: Mytho...\I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned. response:	Nothing in particular happened.
context: I think that was the real Mytho.\Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened. response:	I see. Well, rest for a little while longer.
context: Because he seemed so... so sad.\His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer. response:	Cat-sensei...
context: His eyes showed so much pain.\It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei... response:	Yes?
context: It looks like you're feeling quite a bit better.\Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei...\Yes? response:	When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...
context: Yes. I'm sorry for making you worry.\Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly... response:	Perhaps so. But love cannot shine on that feeling alone.
context: Did something happen?\That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone. response:	What?
context: That mime was quite splendid, but it seemed so sorrowful and fragile that I'm a bit concerned.\Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What? response:	You cannot marry on that feeling alone.
context: Nothing in particular happened.\I see. Well, rest for a little while longer.\Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone. response:	What do you mean?
context: I see. Well, rest for a little while longer.\Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone.\What do you mean? response:	Oh, Rue-san. Here to visit him?
context: Cat-sensei...\Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him? response:	Yes.
context: Yes?\When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him?\Yes. response:	We're going to go capture a sacrifice, aren't we?
context: When you feel so strongly that you would be willing to give your life, that must be when love shines most brilliantly...\Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we? response:	No.
context: Perhaps so. But love cannot shine on that feeling alone.\What?\You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we?\No. response:	I'll do it.
context: What?\You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we?\No.\I'll do it. response:	You go back to your dorm.
context: You cannot marry on that feeling alone.\What do you mean?\Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we?\No.\I'll do it.\You go back to your dorm. response:	YOU'LL do it?
context: What do you mean?\Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we?\No.\I'll do it.\You go back to your dorm.\YOU'LL do it? response:	What's so funny?
context: Oh, Rue-san. Here to visit him?\Yes.\We're going to go capture a sacrifice, aren't we?\No.\I'll do it.\You go back to your dorm.\YOU'LL do it?\What's so funny? response:	Nothing.
context: Yes.\We're going to go capture a sacrifice, aren't we?\No.\I'll do it.\You go back to your dorm.\YOU'LL do it?\What's so funny?\Nothing. response:	I look forward to great things from you, princess.
context: We're going to go capture a sacrifice, aren't we?\No.\I'll do it.\You go back to your dorm.\YOU'LL do it?\What's so funny?\Nothing.\I look forward to great things from you, princess. response:	Again?
context: No.\I'll do it.\You go back to your dorm.\YOU'LL do it?\What's so funny?\Nothing.\I look forward to great things from you, princess.\Again? response:	The ending is torn out.
context: I'll do it.\You go back to your dorm.\YOU'LL do it?\What's so funny?\Nothing.\I look forward to great things from you, princess.\Again?\The ending is torn out. response:	Just my imagination?
context: You go back to your dorm.\YOU'LL do it?\What's so funny?\Nothing.\I look forward to great things from you, princess.\Again?\The ending is torn out.\Just my imagination? response:	Fakir!
context: YOU'LL do it?\What's so funny?\Nothing.\I look forward to great things from you, princess.\Again?\The ending is torn out.\Just my imagination?\Fakir! response:	What?
context: What's so funny?\Nothing.\I look forward to great things from you, princess.\Again?\The ending is torn out.\Just my imagination?\Fakir!\What? response:	When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?
context: Nothing.\I look forward to great things from you, princess.\Again?\The ending is torn out.\Just my imagination?\Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura? response:	Ahiru is? With who?
context: I look forward to great things from you, princess.\Again?\The ending is torn out.\Just my imagination?\Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who? response:	No, never mind.
context: Again?\The ending is torn out.\Just my imagination?\Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind. response:	What does it mean zura?
context: The ending is torn out.\Just my imagination?\Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind.\What does it mean zura? response:	I wouldn't know.
context: Just my imagination?\Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind.\What does it mean zura?\I wouldn't know. response:	Don't keep it from me zura!
context: Fakir!\What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind.\What does it mean zura?\I wouldn't know.\Don't keep it from me zura! response:	Hey, stop it!
context: What?\When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind.\What does it mean zura?\I wouldn't know.\Don't keep it from me zura!\Hey, stop it! response:	Can you please be a little quieter?!
context: When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?\Ahiru is? With who?\No, never mind.\What does it mean zura?\I wouldn't know.\Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?! response:	Oh, sorry.
context: Ahiru is? With who?\No, never mind.\What does it mean zura?\I wouldn't know.\Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?!\Oh, sorry. response:	Oh, even as I speak, I go on committing more and more sins.
