context: Go, go! response:	Wow!
context: Sylph, your sleeves aren't aligned properly.\W-well, I was moving around at school, so...\Is this not better?\Indeed!\I'm glad they get along.\Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much. response:	Maybe I'll have my mom teach me how to put on a kimono too.
context: W-well, I was moving around at school, so...\Is this not better?\Indeed!\I'm glad they get along.\Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too. response:	Shba!
context: Is this not better?\Indeed!\I'm glad they get along.\Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba! response:	Ebina, we have to put a little more force into it.
context: Indeed!\I'm glad they get along.\Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it. response:	Shba.
context: I'm glad they get along.\Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it.\Shba. response:	Shba!
context: Yeah.\Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it.\Shba.\Shba! response:	SHBA!
context: Oh. Yeah...\Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it.\Shba.\Shba!\SHBA! response:	Shbababa!
context: Ebina's hometown is in Akita, so I bet she can't go back that much.\Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it.\Shba.\Shba!\SHBA!\Shbababa! response:	Whoa!
context: Maybe I'll have my mom teach me how to put on a kimono too.\Shba!\Ebina, we have to put a little more force into it.\Shba.\Shba!\SHBA!\Shbababa!\Whoa! response:	Indeed, that's my mother's high-speed kimono fitting technique.
context: Shba!\Ebina, we have to put a little more force into it.\Shba.\Shba!\SHBA!\Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique. response:	All done!
context: Ebina, we have to put a little more force into it.\Shba.\Shba!\SHBA!\Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done! response:	Such a tangible feeling of feminine power!
context: Shba.\Shba!\SHBA!\Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power! response:	And look, the dolls are still out on display.
context: Shba!\SHBA!\Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display. response:	Whoa...
context: SHBA!\Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa... response:	Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.
context: Shbababa!\Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together. response:	Y-yeah.
context: Whoa!\Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah. response:	Now then...
context: Indeed, that's my mother's high-speed kimono fitting technique.\All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then... response:	I'd say this calls for a photo. Come now, sit, sit.
context: All done!\Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit. response:	Very well, here goes.
context: Such a tangible feeling of feminine power!\And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes. response:	Okay! Say cheese.
context: And look, the dolls are still out on display.\Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese. response:	Relax and enjoy yourselves.
context: Whoa...\Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves. response:	It's delicious!
context: Note: Sushi toppings scattered over a bowl of rice. We have chirashizushi as well! Let's all eat together.\Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious! response:	Sylphin, your mom is amazing.
context: Y-yeah.\Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing. response:	Yeah. And so young.
context: Now then...\I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young. response:	No, that's not true. She just turned-
context: I'd say this calls for a photo. Come now, sit, sit.\Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned- response:	Sylph.
context: Very well, here goes.\Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned-\Sylph. response:	INDEED!
context: Okay! Say cheese.\Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned-\Sylph.\INDEED! response:	Whoa!
context: Relax and enjoy yourselves.\It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned-\Sylph.\INDEED!\Whoa! response:	This is awesome, Kirie! It's like a book you'd see in the store!
context: It's delicious!\Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned-\Sylph.\INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store! response:	No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.
context: Sylphin, your mom is amazing.\Yeah. And so young.\No, that's not true. She just turned-\Sylph.\INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make. response:	Sure enough, I haven't got it.
context: Yeah. And so young.\No, that's not true. She just turned-\Sylph.\INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it. response:	Huh?
context: No, that's not true. She just turned-\Sylph.\INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh? response:	This artwork still isn't enough to capture your grace!
context: Sylph.\INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace! response:	Your cuteness! Your charm!
context: INDEED!\Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm! response:	The feeling of just wanting to hold you tight!
context: Whoa!\This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight! response:	Huh...?
context: This is awesome, Kirie! It's like a book you'd see in the store!\No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...? response:	Th-that's why... I-I'd like to have you model for me.
context: No... the big sellers at Mujimuji Ryohin are the ones that aren't too hard to make.\Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me. response:	Huh? Un modele?!
context: Sure enough, I haven't got it.\Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?! response:	M-Master! I'm sorry! That's fine for now!
context: Huh?\This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now! response:	Huh? I was no good?
context: This artwork still isn't enough to capture your grace!\Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good? response:	Being a model sure is hard, huh?
context: Your cuteness! Your charm!\The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh? response:	I'm sorry, Master! Please, just act normal.
context: The feeling of just wanting to hold you tight!\Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal. response:	I'll take care of the posing on my end.
context: Huh...?\Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end. response:	Huh? Still, I'll be thinking about you being there...
context: Th-that's why... I-I'd like to have you model for me.\Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there... response:	Not to worry!
context: Huh? Un modele?!\M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry! response:	Removing all trace of my presence is my special skill!
context: M-Master! I'm sorry! That's fine for now!\Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill! response:	Is that really a special skill?
context: Huh? I was no good?\Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill? response:	Squeak, squeak. Squeak, squeak.
context: Being a model sure is hard, huh?\I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak. response:	Master is right here in front of me, and she's so cute, but I just can't capture her expressions.
context: I'm sorry, Master! Please, just act normal.\I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions. response:	Is this a lack of my own abilities?
context: I'll take care of the posing on my end.\Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities? response:	Still, I'm sure that with more observation, I will...
context: Huh? Still, I'll be thinking about you being there...\Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will... response:	Yes, I must watch her even more closely!
context: Not to worry!\Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely! response:	More closely...
context: Removing all trace of my presence is my special skill!\Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely... response:	MORE CLOSELY!
context: Is that really a special skill?\Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely...\MORE CLOSELY! response:	Umaruuun!
context: Squeak, squeak. Squeak, squeak.\Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely...\MORE CLOSELY!\Umaruuun! response:	Umaru?!
context: Master is right here in front of me, and she's so cute, but I just can't capture her expressions.\Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely...\MORE CLOSELY!\Umaruuun!\Umaru?! response:	Huh?
context: Is this a lack of my own abilities?\Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely...\MORE CLOSELY!\Umaruuun!\Umaru?!\Huh? response:	Wait, what? Kirie?
context: Still, I'm sure that with more observation, I will...\Yes, I must watch her even more closely!\More closely...\MORE CLOSELY!\Umaruuun!\Umaru?!\Huh?\Wait, what? Kirie? response:	I-I'm sorry, Master! I didn't mean to wake you!
context: Yes, I must watch her even more closely!\More closely...\MORE CLOSELY!\Umaruuun!\Umaru?!\Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you! response:	What was that just now?
context: More closely...\MORE CLOSELY!\Umaruuun!\Umaru?!\Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now? response:	Even if Master Komaru is Umaru's younger sister, that was...!
context: MORE CLOSELY!\Umaruuun!\Umaru?!\Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...! response:	I'm home.
context: Umaruuun!\Umaru?!\Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home. response:	That was super fast!
context: Umaru?!\Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast! response:	It's good to see you, Kirie.
context: Huh?\Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast!\It's good to see you, Kirie. response:	S-sorry for the bother!
context: Wait, what? Kirie?\I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast!\It's good to see you, Kirie.\S-sorry for the bother! response:	Here. I got you a new flavor of potato chips.
context: I-I'm sorry, Master! I didn't mean to wake you!\What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast!\It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips. response:	Huh? A new flavor?!
context: What was that just now?\Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast!\It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?! response:	But we're about to have dinner, so you can't eat them today.
context: Even if Master Komaru is Umaru's younger sister, that was...!\I'm home.\That was super fast!\It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today. response:	Yes, I know, Big Brother.
context: I'm home.\That was super fast!\It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother. response:	Oh...
context: That was super fast!\It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh... response:	Master's biggest smile is when her older brother is here.
context: It's good to see you, Kirie.\S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here. response:	Kirie, you should join...!
context: S-sorry for the bother!\Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...! response:	Um, join us for dinner.
context: Here. I got you a new flavor of potato chips.\Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner. response:	No! I must go home and start drawing immediately!
context: Huh? A new flavor?!\But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately! response:	Drawing what?
context: But we're about to have dinner, so you can't eat them today.\Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what? response:	Huh?
context: Yes, I know, Big Brother.\Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what?\Huh? response:	Umaru.
context: Oh...\Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what?\Huh?\Umaru. response:	This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?
context: Master's biggest smile is when her older brother is here.\Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what?\Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping? response:	I'm just gonna... sleep.
context: Kirie, you should join...!\Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what?\Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep. response:	Oh... okay...
context: Um, join us for dinner.\No! I must go home and start drawing immediately!\Drawing what?\Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay... response:	That Umaru, I swear.
context: No! I must go home and start drawing immediately!\Drawing what?\Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear. response:	This whole spring break, all she's done is sleep.
context: Drawing what?\Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep. response:	I can understand that she's sleepy, but still...
context: Huh?\Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still... response:	she should dress up a little and go have fun with her friends.
context: Umaru.\This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends. response:	Ah, Taihei!
context: This says there's a new Western-style restaurant. How about we have lunch there while we're shopping?\I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei! response:	Good afternoon!
context: I'm just gonna... sleep.\Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon! response:	Hi, Ebina.
context: Oh... okay...\That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon!\Hi, Ebina. response:	That's pretty responsible of you to always do the shopping yourself.
context: That Umaru, I swear.\This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself. response:	No, not at all. Also...
context: This whole spring break, all she's done is sleep.\I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also... response:	Apparently, a new restaurant has opened up!
context: I can understand that she's sleepy, but still...\she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up! response:	We live in the same complex, so I guess we do a lot of the same things.
context: she should dress up a little and go have fun with her friends.\Ah, Taihei!\Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things. response:	Also, um...
context: Ah, Taihei!\Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um... response:	it might be the restaurant where my big brother works.
context: Good afternoon!\Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works. response:	Um, Ebina...
context: Hi, Ebina.\That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works.\Um, Ebina... response:	Kirie!
context: That's pretty responsible of you to always do the shopping yourself.\No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works.\Um, Ebina...\Kirie! response:	Kirie, w-wait!
context: No, not at all. Also...\Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works.\Um, Ebina...\Kirie!\Kirie, w-wait! response:	How are you, Kirie?
context: Apparently, a new restaurant has opened up!\We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works.\Um, Ebina...\Kirie!\Kirie, w-wait!\How are you, Kirie? response:	H-h-hello, Taihei.
context: We live in the same complex, so I guess we do a lot of the same things.\Also, um...\it might be the restaurant where my big brother works.\Um, Ebina...\Kirie!\Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei. response:	What are you going to do with all those pens?
context: Also, um...\it might be the restaurant where my big brother works.\Um, Ebina...\Kirie!\Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens? response:	I-I...!
context: it might be the restaurant where my big brother works.\Um, Ebina...\Kirie!\Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...! response:	I want to be a storybook author!
context: Um, Ebina...\Kirie!\Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...!\I want to be a storybook author! response:	Huh?
context: Kirie!\Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...!\I want to be a storybook author!\Huh? response:	U-uh...
context: Kirie, w-wait!\How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...!\I want to be a storybook author!\Huh?\U-uh... response:	Th-that is...
context: How are you, Kirie?\H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...!\I want to be a storybook author!\Huh?\U-uh...\Th-that is... response:	Um!
context: H-h-hello, Taihei.\What are you going to do with all those pens?\I-I...!\I want to be a storybook author!\Huh?\U-uh...\Th-that is...\Um! response:	We use them a lot in art class. They're always running out.
context: What are you going to do with all those pens?\I-I...!\I want to be a storybook author!\Huh?\U-uh...\Th-that is...\Um!\We use them a lot in art class. They're always running out. response:	Ah, they're for school, huh? That sure takes me back.
context: I-I...!\I want to be a storybook author!\Huh?\U-uh...\Th-that is...\Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back. response:	Huh? But it's spring break.
context: I want to be a storybook author!\Huh?\U-uh...\Th-that is...\Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break. response:	Well, that is...
context: Huh?\U-uh...\Th-that is...\Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is... response:	Um... I mean...!
context: U-uh...\Th-that is...\Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is...\Um... I mean...! response:	So, Big Brother went off to eat alone, did he?!
context: Th-that is...\Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?! response:	Ah! There he is. And Kirie and Ebina?
context: Um!\We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina? response:	Big Brother!
context: We use them a lot in art class. They're always running out.\Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother! response:	Umaru.
context: Ah, they're for school, huh? That sure takes me back.\Huh? But it's spring break.\Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru. response:	What's the big idea? How can you go off and eat alone?!
context: Huh? But it's spring break.\Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?! response:	What brings you out with my brother?
context: Well, that is...\Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother? response:	W-well, I happened to run into him here...
