context: Count Sebring. Count Raffia. Count Orga. response:	Thank you all for allowing me to intrude on your valuable time.
context: if I am only my sister's substitute.\All platoons, report in!\Belgian Platoon, in position!\Maremmano Platoon, in position!\Pottok Platoon, in position!\Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon. response:	Assume you're history if you're spotted.
context: All platoons, report in!\Belgian Platoon, in position!\Maremmano Platoon, in position!\Pottok Platoon, in position!\Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted. response:	Begin operation!
context: Belgian Platoon, in position!\Maremmano Platoon, in position!\Pottok Platoon, in position!\Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation! response:	A smoke screen that scatters everything from infrared to radar waves, eh?
context: Maremmano Platoon, in position!\Pottok Platoon, in position!\Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh? response:	Clever monkeys.
context: Pottok Platoon, in position!\Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys. response:	What the hell?!
context: Lokai Platoon, in position!\Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?! response:	Fool.
context: Mustang Platoon, in position!\There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?!\Fool. response:	Clydesdale Leader to all platoons!
context: There's no way to evade that bastard's beam weapon.\Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?!\Fool.\Clydesdale Leader to all platoons! response:	Deploy on the south bank and keep that smoke up!
context: Assume you're history if you're spotted.\Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?!\Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up! response:	You waste your time...
context: Begin operation!\A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?!\Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time... response:	Fire, fire, fire!
context: A smoke screen that scatters everything from infrared to radar waves, eh?\Clever monkeys.\What the hell?!\Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire! response:	Keep his attention on us! Don't get hit!
context: Clever monkeys.\What the hell?!\Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit! response:	How are we supposed to get his attention and not get hit?!
context: What the hell?!\Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?! response:	Where's Nao?!
context: Fool.\Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?! response:	Up you go. Be careful.
context: Clydesdale Leader to all platoons!\Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful. response:	Rayet.
context: Deploy on the south bank and keep that smoke up!\You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful.\Rayet. response:	Okay, I'm patching you in!
context: You waste your time...\Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful.\Rayet.\Okay, I'm patching you in! response:	Acoustic analysis. Enemy coordinates pinpointed.
context: Fire, fire, fire!\Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful.\Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed. response:	Target is at 29.951103, -90.085579.
context: Keep his attention on us! Don't get hit!\How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful.\Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579. response:	Roger that. Targeting location.
context: How are we supposed to get his attention and not get hit?!\Where's Nao?!\Up you go. Be careful.\Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location. response:	Fire.
context: Where's Nao?!\Up you go. Be careful.\Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire. response:	Firing, roger.
context: Up you go. Be careful.\Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire.\Firing, roger. response:	Counting down. Five, four, three, two,
context: Rayet.\Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire.\Firing, roger.\Counting down. Five, four, three, two, response:	one.
context: Okay, I'm patching you in!\Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire.\Firing, roger.\Counting down. Five, four, three, two,\one. response:	What's that?
context: Acoustic analysis. Enemy coordinates pinpointed.\Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire.\Firing, roger.\Counting down. Five, four, three, two,\one.\What's that? response:	Impact. Correct 037, 025.
context: Target is at 29.951103, -90.085579.\Roger that. Targeting location.\Fire.\Firing, roger.\Counting down. Five, four, three, two,\one.\What's that?\Impact. Correct 037, 025. response:	It came from the sea!
context: Roger that. Targeting location.\Fire.\Firing, roger.\Counting down. Five, four, three, two,\one.\What's that?\Impact. Correct 037, 025.\It came from the sea! response:	Fire.
context: Fire.\Firing, roger.\Counting down. Five, four, three, two,\one.\What's that?\Impact. Correct 037, 025.\It came from the sea!\Fire. response:	Ship cannon fire, eh?!
context: Firing, roger.\Counting down. Five, four, three, two,\one.\What's that?\Impact. Correct 037, 025.\It came from the sea!\Fire.\Ship cannon fire, eh?! response:	Missed us!
context: Counting down. Five, four, three, two,\one.\What's that?\Impact. Correct 037, 025.\It came from the sea!\Fire.\Ship cannon fire, eh?!\Missed us! response:	A beam weapon can only fire in a straight line.
context: one.\What's that?\Impact. Correct 037, 025.\It came from the sea!\Fire.\Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line. response:	If we hide behind the curve of the Earth, it can't hit us.
context: What's that?\Impact. Correct 037, 025.\It came from the sea!\Fire.\Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us. response:	But since our shells follow a parabola due to the Earth's gravity,
context: Impact. Correct 037, 025.\It came from the sea!\Fire.\Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity, response:	they can reach over the horizon.
context: It came from the sea!\Fire.\Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon. response:	As long as it's possible to target the thing.
context: Fire.\Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing. response:	Correct 283, -472.
context: Ship cannon fire, eh?!\Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472. response:	Ultra high speed rounds, fire!
context: Missed us!\A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire! response:	Curse them, how are they targeting me so accurately
context: A beam weapon can only fire in a straight line.\If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately response:	without observation satellites?!
context: If we hide behind the curve of the Earth, it can't hit us.\But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?! response:	Is that it?
context: But since our shells follow a parabola due to the Earth's gravity,\they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it? response:	The UAVs that were relaying our laser comms have been taken out!
context: they can reach over the horizon.\As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out! response:	We can't get through to Ensign Kaizuka!
context: As long as it's possible to target the thing.\Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka! response:	Rayet!
context: Correct 283, -472.\Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet! response:	Go to tracer rounds. Fire exactly as I say!
context: Ultra high speed rounds, fire!\Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say! response:	Over there, huh.
context: Curse them, how are they targeting me so accurately\without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh. response:	Nao!
context: without observation satellites?!\Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao! response:	Bastard!
context: Is that it?\The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao!\Bastard! response:	Tracer rounds, ma'am!
context: The UAVs that were relaying our laser comms have been taken out!\We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao!\Bastard!\Tracer rounds, ma'am! response:	Do you seriously think you can bring down my Solis from that far?
context: We can't get through to Ensign Kaizuka!\Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao!\Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far? response:	Yuki, get clear!
context: Rayet!\Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao!\Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear! response:	Warrant Officer Kaizuka!
context: Go to tracer rounds. Fire exactly as I say!\Over there, huh.\Nao!\Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka! response:	Stay back!
context: Over there, huh.\Nao!\Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka!\Stay back! response:	Crap!
context: Nao!\Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka!\Stay back!\Crap! response:	Second volley! And a third!
context: Bastard!\Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka!\Stay back!\Crap!\Second volley! And a third! response:	Correct 002, 003! Fire!
context: Tracer rounds, ma'am!\Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka!\Stay back!\Crap!\Second volley! And a third!\Correct 002, 003! Fire! response:	Kaizuka!
context: Do you seriously think you can bring down my Solis from that far?\Yuki, get clear!\Warrant Officer Kaizuka!\Stay back!\Crap!\Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka! response:	That's right!
context: Yuki, get clear!\Warrant Officer Kaizuka!\Stay back!\Crap!\Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka!\That's right! response:	Stand right there and monologue at me!
context: Warrant Officer Kaizuka!\Stay back!\Crap!\Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka!\That's right!\Stand right there and monologue at me! response:	Be reduced to ash by my scorching light!
context: Stay back!\Crap!\Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka!\That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light! response:	Go ahead and shoot, you frog-faced bastard!
context: Crap!\Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka!\That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard! response:	Yuki!
context: Second volley! And a third!\Correct 002, 003! Fire!\Kaizuka!\That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki! response:	I'm okay. I just lost an arm.
context: Correct 002, 003! Fire!\Kaizuka!\That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm. response:	How about you guys?
context: Kaizuka!\That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm.\How about you guys? response:	We're fine. Ensign Kaizuka is safe, too.
context: That's right!\Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too. response:	That's great news...
context: Stand right there and monologue at me!\Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news... response:	No, it's not.
context: Be reduced to ash by my scorching light!\Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not. response:	I told you to get clear. You disobeyed an order, Warrant Officer.
context: Go ahead and shoot, you frog-faced bastard!\Yuki!\I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer. response:	Hey, don't talk like you're superior to me just because you're a higher rank.
context: Yuki!\I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank. response:	I am your superior.
context: I'm okay. I just lost an arm.\How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior. response:	No little brother can order his big sister around.
context: How about you guys?\We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around. response:	Clydesdale Leader to all units.
context: We're fine. Ensign Kaizuka is safe, too.\That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units. response:	Mission complete. Returning to base.
context: That's great news...\No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base. response:	These are flowers called roses that bloom on Earth.
context: No, it's not.\I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth. response:	Is something the matter?
context: I told you to get clear. You disobeyed an order, Warrant Officer.\Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter? response:	Are you sure that you want to fight this duel, Milord Slaine?
context: Hey, don't talk like you're superior to me just because you're a higher rank.\I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine? response:	I've fought for my life many times before.
context: I am your superior.\No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before. response:	But you...
context: No little brother can order his big sister around.\Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you... response:	Are you worried about me, Miss Eddelrittuo?
context: Clydesdale Leader to all units.\Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo? response:	You used to glare at me all the time.
context: Mission complete. Returning to base.\These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time. response:	That was the past.
context: These are flowers called roses that bloom on Earth.\Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past. response:	Roses signify many different things in the language of flowers.
context: Is something the matter?\Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers. response:	Red roses mean I love you, while blue roses mean miracle.
context: Are you sure that you want to fight this duel, Milord Slaine?\I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle. response:	Miracle...
context: I've fought for my life many times before.\But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle... response:	But blue roses have one other meaning.
context: But you...\Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning. response:	That meaning...
context: Are you worried about me, Miss Eddelrittuo?\You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning.\That meaning... response:	Let's be off!
context: You used to glare at me all the time.\That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning.\That meaning...\Let's be off! response:	Herschel, launch!
context: That was the past.\Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning.\That meaning...\Let's be off!\Herschel, launch! response:	Good hunting, Milord Slaine.
context: Roses signify many different things in the language of flowers.\Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning.\That meaning...\Let's be off!\Herschel, launch!\Good hunting, Milord Slaine. response:	Tharsis, launching.
context: Red roses mean I love you, while blue roses mean miracle.\Miracle...\But blue roses have one other meaning.\That meaning...\Let's be off!\Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching. response:	The sight of a lowborn putting on airs is offensive to me.
context: Miracle...\But blue roses have one other meaning.\That meaning...\Let's be off!\Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me. response:	On the honor of Vers Orbital Knights, I shall exact punishment.
context: But blue roses have one other meaning.\That meaning...\Let's be off!\Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment. response:	Usurping an official post out of self-interest without cause
context: That meaning...\Let's be off!\Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause response:	disturbs both order and public peace.
context: Let's be off!\Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace. response:	As the man in charge of Her Highness' safety, I will punish you.
context: Herschel, launch!\Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you. response:	This will be a duel between Count Marylcian and Count Troyard.
context: Good hunting, Milord Slaine.\Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard. response:	Begin!
context: Tharsis, launching.\The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin! response:	You're a slippery devil, just as the rumors say.
context: The sight of a lowborn putting on airs is offensive to me.\On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say. response:	But can you escape from my Herschel's attacks?
context: On the honor of Vers Orbital Knights, I shall exact punishment.\Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks? response:	Milord Slaine!
context: Usurping an official post out of self-interest without cause\disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine! response:	Even with your predictions, not even you can cope with this many.
context: disturbs both order and public peace.\As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many. response:	What?!
context: As the man in charge of Her Highness' safety, I will punish you.\This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?! response:	Well, well, you're fairly clever after all.
context: This will be a duel between Count Marylcian and Count Troyard.\Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all. response:	Nevertheless!
context: Begin!\You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all.\Nevertheless! response:	Futile, futile, it is futile!
context: You're a slippery devil, just as the rumors say.\But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile! response:	The flower language meaning of blue roses is miracle...
context: But can you escape from my Herschel's attacks?\Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle... response:	But their other meaning
context: Milord Slaine!\Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning response:	is the impossible.
context: Even with your predictions, not even you can cope with this many.\What?!\Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible. response:	Is it... is it truly hopeless?
context: What?!\Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible.\Is it... is it truly hopeless? response:	Will she truly never wake up again?
context: Well, well, you're fairly clever after all.\Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again? response:	Please...
context: Nevertheless!\Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again?\Please... response:	Please give him a miracle!
context: Futile, futile, it is futile!\The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again?\Please...\Please give him a miracle! response:	I see...
context: The flower language meaning of blue roses is miracle...\But their other meaning\is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again?\Please...\Please give him a miracle!\I see... response:	So it meant the impossible.
context: But their other meaning\is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again?\Please...\Please give him a miracle!\I see...\So it meant the impossible. response:	I believe in you!
context: is the impossible.\Is it... is it truly hopeless?\Will she truly never wake up again?\Please...\Please give him a miracle!\I see...\So it meant the impossible.\I believe in you! response:	There are no miracles!
context: Is it... is it truly hopeless?\Will she truly never wake up again?\Please...\Please give him a miracle!\I see...\So it meant the impossible.\I believe in you!\There are no miracles! response:	Slaine!
context: Will she truly never wake up again?\Please...\Please give him a miracle!\I see...\So it meant the impossible.\I believe in you!\There are no miracles!\Slaine! response:	Is running all you can do?!
context: Please...\Please give him a miracle!\I see...\So it meant the impossible.\I believe in you!\There are no miracles!\Slaine!\Is running all you can do?! response:	You inferior scum!
context: Please give him a miracle!\I see...\So it meant the impossible.\I believe in you!\There are no miracles!\Slaine!\Is running all you can do?!\You inferior scum! response:	Inaho? What are you looking at?
context: I see...\So it meant the impossible.\I believe in you!\There are no miracles!\Slaine!\Is running all you can do?!\You inferior scum!\Inaho? What are you looking at? response:	They're fighting.
