context: So, Lucy... You're actually a daughter of a really rich family. response:	And you ran away from home, right?
context: Why am I a private?\Yup, seems like it.\Everything okay, Lucy?\Don't tell me he's...\Captain! I've spotted a questionable subject!\There you are!\That hurt, you jerk!\What are you doing, you jerk? response:	Gray!
context: Yup, seems like it.\Everything okay, Lucy?\Don't tell me he's...\Captain! I've spotted a questionable subject!\There you are!\That hurt, you jerk!\What are you doing, you jerk?\Gray! response:	So it was Gray that was following Lucy!
context: Everything okay, Lucy?\Don't tell me he's...\Captain! I've spotted a questionable subject!\There you are!\That hurt, you jerk!\What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy! response:	N-No, it's not...
context: Don't tell me he's...\Captain! I've spotted a questionable subject!\There you are!\That hurt, you jerk!\What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy!\N-No, it's not... response:	No!
context: Captain! I've spotted a questionable subject!\There you are!\That hurt, you jerk!\What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy!\N-No, it's not...\No! response:	I heard that Lucy was being followed by someone suspicious,
context: There you are!\That hurt, you jerk!\What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy!\N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious, response:	so I couldn't just leave her alone!
context: That hurt, you jerk!\What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy!\N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone! response:	I came to see how she was doing.
context: What are you doing, you jerk?\Gray!\So it was Gray that was following Lucy!\N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing. response:	He lllikes her!
context: Gray!\So it was Gray that was following Lucy!\N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her! response:	What kind of running gag is that?!
context: So it was Gray that was following Lucy!\N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her!\What kind of running gag is that?! response:	I never really liked you,
context: N-No, it's not...\No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her!\What kind of running gag is that?!\I never really liked you, response:	but you just dropped even worse in my book, Gray!
context: No!\I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her!\What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray! response:	Oh, yeah?!
context: I heard that Lucy was being followed by someone suspicious,\so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her!\What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?! response:	Going around topless is one thing, but stalking girls?
context: so I couldn't just leave her alone!\I came to see how she was doing.\He lllikes her!\What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls? response:	Any way you look at it, you're a giant per...
context: I came to see how she was doing.\He lllikes her!\What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per... response:	Oh, I ain't gonna let you say it. No way.
context: He lllikes her!\What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way. response:	I ain't said anything.
context: What kind of running gag is that?!\I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything. response:	Shut up, you crazy flame spewer!
context: I never really liked you,\but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer! response:	Bring it on, icy minty fresh!
context: but you just dropped even worse in my book, Gray!\Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh! response:	Please don't fight in front of people's houses!
context: Oh, yeah?!\Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses! response:	Lucy, let's go on a job!
context: Going around topless is one thing, but stalking girls?\Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job! response:	Let's go!
context: Any way you look at it, you're a giant per...\Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go! response:	Sure!
context: Oh, I ain't gonna let you say it. No way.\I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go!\Sure! response:	So, what kind of job are we going on?
context: I ain't said anything.\Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go!\Sure!\So, what kind of job are we going on? response:	Ain't decided yet.
context: Shut up, you crazy flame spewer!\Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go!\Sure!\So, what kind of job are we going on?\Ain't decided yet. response:	This.
context: Bring it on, icy minty fresh!\Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go!\Sure!\So, what kind of job are we going on?\Ain't decided yet.\This. response:	Capture the escaped convict Velveno.
context: Please don't fight in front of people's houses!\Lucy, let's go on a job!\Let's go!\Sure!\So, what kind of job are we going on?\Ain't decided yet.\This.\Capture the escaped convict Velveno. response:	Velveno? You mean Velveno, the Guild Hunter?
context: Lucy, let's go on a job!\Let's go!\Sure!\So, what kind of job are we going on?\Ain't decided yet.\This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter? response:	So they found out where he is?
context: Let's go!\Sure!\So, what kind of job are we going on?\Ain't decided yet.\This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is? response:	This guy uses some awesome magic!
context: Sure!\So, what kind of job are we going on?\Ain't decided yet.\This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic! response:	I'm fired up!
context: So, what kind of job are we going on?\Ain't decided yet.\This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic!\I'm fired up! response:	The reward is 400,000 a person.
context: Ain't decided yet.\This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person. response:	You can pay your rent with that, Lucy.
context: This.\Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy. response:	Yeah! That's about 6 months' worth. I'll do it!
context: Capture the escaped convict Velveno.\Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it! response:	Hey, did you hear about what's going on in Acalypha?
context: Velveno? You mean Velveno, the Guild Hunter?\So they found out where he is?\This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha? response:	Some trade guild is being held up by a group of armed robbers.
context: So they found out where he is?\This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers. response:	Damn...
context: This guy uses some awesome magic!\I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn... response:	Acalypha?
context: I'm fired up!\The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha? response:	And that armed group is actually the Dark Guild, Naked Mummy.
context: The reward is 400,000 a person.\You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy. response:	Seriously? Then the army ain't gonna be able to handle them...
context: You can pay your rent with that, Lucy.\Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them... response:	Lately, the number of Dark Guild incidents has increased a lot.
context: Yeah! That's about 6 months' worth. I'll do it!\Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot. response:	Dangerous...
context: Hey, did you hear about what's going on in Acalypha?\Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous... response:	I'm going to go work at a trade guild in Acalypha.
context: Some trade guild is being held up by a group of armed robbers.\Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha. response:	Father...
context: Damn...\Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father... response:	It doesn't matter what happens to him... It's not my...
context: Acalypha?\And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my... response:	Where's Acalypha?
context: And that armed group is actually the Dark Guild, Naked Mummy.\Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha? response:	Hey, Lucy!
context: Seriously? Then the army ain't gonna be able to handle them...\Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy! response:	She's not here. I wonder where she went?
context: Lately, the number of Dark Guild incidents has increased a lot.\Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went? response:	Lucy?
context: Dangerous...\I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went?\Lucy? response:	Even if he is that man... I have to save him!
context: I'm going to go work at a trade guild in Acalypha.\Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him! response:	The trade guild Love Lucky in the town of Acalypha.
context: Father...\It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha. response:	What's happened to the hostages?
context: It doesn't matter what happens to him... It's not my...\Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages? response:	Please save them! My husband is in there!
context: Where's Acalypha?\Hey, Lucy!\She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there! response:	Everyone, stay calm!
context: Hey, Lucy!\She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm! response:	We've put up requests for assistance at nearby wizard guilds.
context: She's not here. I wonder where she went?\Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds. response:	It's dangerous, so stay back!
context: Lucy?\Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back! response:	Father...
context: Even if he is that man... I have to save him!\The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father... response:	Hurry and do something!
context: The trade guild Love Lucky in the town of Acalypha.\What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father...\Hurry and do something! response:	Hey, now... Civilians can't go inside!
context: What's happened to the hostages?\Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father...\Hurry and do something!\Hey, now... Civilians can't go inside! response:	I might have family in there!
context: Please save them! My husband is in there!\Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father...\Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there! response:	I said no!
context: Everyone, stay calm!\We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father...\Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there!\I said no! response:	Hey! No means no!
context: We've put up requests for assistance at nearby wizard guilds.\It's dangerous, so stay back!\Father...\Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there!\I said no!\Hey! No means no! response:	I've got to do something... Something...
context: It's dangerous, so stay back!\Father...\Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there!\I said no!\Hey! No means no!\I've got to do something... Something... response:	That's it!
context: Father...\Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there!\I said no!\Hey! No means no!\I've got to do something... Something...\That's it! response:	Gate of the Maiden, I open thee!
context: Hurry and do something!\Hey, now... Civilians can't go inside!\I might have family in there!\I said no!\Hey! No means no!\I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee! response:	Virgo!
context: Hey, now... Civilians can't go inside!\I might have family in there!\I said no!\Hey! No means no!\I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee!\Virgo! response:	Princess, is it time for punishment?
context: I might have family in there!\I said no!\Hey! No means no!\I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment? response:	Uh, no!
context: I said no!\Hey! No means no!\I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment?\Uh, no! response:	I've got a favor to ask...
context: Hey! No means no!\I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment?\Uh, no!\I've got a favor to ask... response:	Princess.
context: I've got to do something... Something...\That's it!\Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment?\Uh, no!\I've got a favor to ask...\Princess. response:	It seems I am able to enter into the building.
context: That's it!\Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment?\Uh, no!\I've got a favor to ask...\Princess.\It seems I am able to enter into the building. response:	Thank you, Virgo.
context: Gate of the Maiden, I open thee!\Virgo!\Princess, is it time for punishment?\Uh, no!\I've got a favor to ask...\Princess.\It seems I am able to enter into the building.\Thank you, Virgo. response:	You wish to punish me?
context: Virgo!\Princess, is it time for punishment?\Uh, no!\I've got a favor to ask...\Princess.\It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me? response:	I'm thanking you!
context: Princess, is it time for punishment?\Uh, no!\I've got a favor to ask...\Princess.\It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me?\I'm thanking you! response:	But there are a number of wizards inside.
context: Uh, no!\I've got a favor to ask...\Princess.\It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me?\I'm thanking you!\But there are a number of wizards inside. response:	Will we be okay with just ourselves?
context: I've got a favor to ask...\Princess.\It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me?\I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves? response:	I don't have a choice.
context: Princess.\It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me?\I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice. response:	Let's go.
context: It seems I am able to enter into the building.\Thank you, Virgo.\You wish to punish me?\I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice.\Let's go. response:	What? I thought a trade guild would have a ton of cash, but this is it?
context: Thank you, Virgo.\You wish to punish me?\I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it? response:	We should have just gone for a bank instead.
context: You wish to punish me?\I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead. response:	Shut up!
context: I'm thanking you!\But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up! response:	We ain't got no time! Hurry and put the money in the sacks!
context: But there are a number of wizards inside.\Will we be okay with just ourselves?\I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks! response:	Shuddap, you!
context: Will we be okay with just ourselves?\I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you! response:	Huh? Mmph, mmph, mmph?
context: I don't have a choice.\Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph? response:	Your butt itches or somethin'?
context: Let's go.\What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'? response:	If we don't get this money, we're in big trouble!
context: What? I thought a trade guild would have a ton of cash, but this is it?\We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble! response:	Enough, man!
context: We should have just gone for a bank instead.\Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man! response:	We don't got no time!
context: Shut up!\We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time! response:	Taurus!
context: We ain't got no time! Hurry and put the money in the sacks!\Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time!\Taurus! response:	I won't allow you to lay hands on a lady!
context: Shuddap, you!\Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time!\Taurus!\I won't allow you to lay hands on a lady! response:	What's this?
context: Huh? Mmph, mmph, mmph?\Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time!\Taurus!\I won't allow you to lay hands on a lady!\What's this? response:	A cow?
context: Your butt itches or somethin'?\If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time!\Taurus!\I won't allow you to lay hands on a lady!\What's this?\A cow? response:	No, it's a Spirit!
context: If we don't get this money, we're in big trouble!\Enough, man!\We don't got no time!\Taurus!\I won't allow you to lay hands on a lady!\What's this?\A cow?\No, it's a Spirit! response:	Why is a Spirit here?
context: Enough, man!\We don't got no time!\Taurus!\I won't allow you to lay hands on a lady!\What's this?\A cow?\No, it's a Spirit!\Why is a Spirit here? response:	Where'd it come from?
context: We don't got no time!\Taurus!\I won't allow you to lay hands on a lady!\What's this?\A cow?\No, it's a Spirit!\Why is a Spirit here?\Where'd it come from? response:	That's far enough!
context: Taurus!\I won't allow you to lay hands on a lady!\What's this?\A cow?\No, it's a Spirit!\Why is a Spirit here?\Where'd it come from?\That's far enough! response:	What?
context: I won't allow you to lay hands on a lady!\What's this?\A cow?\No, it's a Spirit!\Why is a Spirit here?\Where'd it come from?\That's far enough!\What? response:	A woman?
context: What's this?\A cow?\No, it's a Spirit!\Why is a Spirit here?\Where'd it come from?\That's far enough!\What?\A woman? response:	She's a wizard from an official guild! Damn it!
context: A cow?\No, it's a Spirit!\Why is a Spirit here?\Where'd it come from?\That's far enough!\What?\A woman?\She's a wizard from an official guild! Damn it! response:	Be good, or you're gonna get hurt!
context: No, it's a Spirit!\Why is a Spirit here?\Where'd it come from?\That's far enough!\What?\A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt! response:	Cancer!
context: Why is a Spirit here?\Where'd it come from?\That's far enough!\What?\A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer! response:	Today's scissors are sharper than ever-ebi.
context: Where'd it come from?\That's far enough!\What?\A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi. response:	Sagittarius!
context: That's far enough!\What?\A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius! response:	I will bring them all down, as it were. Moshimoshi.
context: What?\A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi. response:	The final blow!
context: A woman?\She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow! response:	I wonder what magic she'll use next?
context: She's a wizard from an official guild! Damn it!\Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next? response:	Lucy...
context: Be good, or you're gonna get hurt!\Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next?\Lucy... response:	Disappointing-ebi.
context: Cancer!\Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next?\Lucy...\Disappointing-ebi. response:	Break in!
context: Today's scissors are sharper than ever-ebi.\Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next?\Lucy...\Disappointing-ebi.\Break in! response:	Father?
context: Sagittarius!\I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next?\Lucy...\Disappointing-ebi.\Break in!\Father? response:	Thanks, Miss!
context: I will bring them all down, as it were. Moshimoshi.\The final blow!\I wonder what magic she'll use next?\Lucy...\Disappointing-ebi.\Break in!\Father?\Thanks, Miss! response:	You saved us!
context: The final blow!\I wonder what magic she'll use next?\Lucy...\Disappointing-ebi.\Break in!\Father?\Thanks, Miss!\You saved us! response:	Well...
context: I wonder what magic she'll use next?\Lucy...\Disappointing-ebi.\Break in!\Father?\Thanks, Miss!\You saved us!\Well... response:	Your magic's awesome!
context: Lucy...\Disappointing-ebi.\Break in!\Father?\Thanks, Miss!\You saved us!\Well...\Your magic's awesome! response:	We also wish to give you our thanks.
context: Disappointing-ebi.\Break in!\Father?\Thanks, Miss!\You saved us!\Well...\Your magic's awesome!\We also wish to give you our thanks. response:	Father...
context: Break in!\Father?\Thanks, Miss!\You saved us!\Well...\Your magic's awesome!\We also wish to give you our thanks.\Father... response:	Where?
context: Father?\Thanks, Miss!\You saved us!\Well...\Your magic's awesome!\We also wish to give you our thanks.\Father...\Where? response:	You're a wizard from Fairy Tail?
context: Thanks, Miss!\You saved us!\Well...\Your magic's awesome!\We also wish to give you our thanks.\Father...\Where?\You're a wizard from Fairy Tail? response:	Yeah, well...
context: You saved us!\Well...\Your magic's awesome!\We also wish to give you our thanks.\Father...\Where?\You're a wizard from Fairy Tail?\Yeah, well... response:	I'm so shocked such an incredible person came to save us!
context: Well...\Your magic's awesome!\We also wish to give you our thanks.\Father...\Where?\You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us! response:	Why isn't he here?
context: Your magic's awesome!\We also wish to give you our thanks.\Father...\Where?\You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here? response:	So... Is he safe?
context: We also wish to give you our thanks.\Father...\Where?\You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe? response:	Father!
context: Father...\Where?\You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe?\Father! response:	Lucy?
context: Where?\You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe?\Father!\Lucy? response:	Don't tell me...you just came to town?
context: You're a wizard from Fairy Tail?\Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe?\Father!\Lucy?\Don't tell me...you just came to town? response:	I don't have any money, so I walked all the way here.
context: Yeah, well...\I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe?\Father!\Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here. response:	So all that was for nothing?
context: I'm so shocked such an incredible person came to save us!\Why isn't he here?\So... Is he safe?\Father!\Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing? response:	And wait... You wanted to borrow 100,000 for traveling money?
context: Why isn't he here?\So... Is he safe?\Father!\Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money? response:	What kind of warped sense of prices do you have?
