context: That night, I became worried about Nana response:	since she hadn't replied to the email I sent her.
context: You know... Nana...\Yesterday... Er... The day before yesterday? Huh?\Anyway, the day of Trapnest's final concert.\Takumi came here late that night.\Yeah, I know. Actually, I saw you all lovey-dovey.\I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about? response:	That time, I wasn't thinking clearly. I'll bet you were surprised.
context: Yesterday... Er... The day before yesterday? Huh?\Anyway, the day of Trapnest's final concert.\Takumi came here late that night.\Yeah, I know. Actually, I saw you all lovey-dovey.\I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised. response:	I hadn't told you anything prior to that.
context: Anyway, the day of Trapnest's final concert.\Takumi came here late that night.\Yeah, I know. Actually, I saw you all lovey-dovey.\I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that. response:	Yeah, I was surprised,
context: Takumi came here late that night.\Yeah, I know. Actually, I saw you all lovey-dovey.\I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised, response:	but there's nothing to apologize about, is there?
context: Yeah, I know. Actually, I saw you all lovey-dovey.\I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there? response:	Since the fact that Takumi came to our place
context: I called out to you, but you didn't even notice me.\I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place response:	meant that the party was over,
context: I knew it. I'm sorry.\Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over, response:	I figured you had gone out to see Ren.
context: Wh-What about?\That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren. response:	But then I started thinking that you might've left outta courtesy to us,
context: That time, I wasn't thinking clearly. I'll bet you were surprised.\I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us, response:	and started getting concerned.
context: I hadn't told you anything prior to that.\Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned. response:	No, you're wrong.
context: Yeah, I was surprised,\but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong. response:	I got an email from Ren, so I went to see him.
context: but there's nothing to apologize about, is there?\Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him. response:	I see. Thank goodness.
context: Since the fact that Takumi came to our place\meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness. response:	But Nana, you told me that you won't have Ren stay over
context: meant that the party was over,\I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over response:	because I'd feel obligated to be hospitable.
context: I figured you had gone out to see Ren.\But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable. response:	I'll be more careful from now on, too.
context: But then I started thinking that you might've left outta courtesy to us,\and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too. response:	No, never mind.
context: and started getting concerned.\No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind. response:	Actually, I'm thinking of staying at Ren's place for a while.
context: No, you're wrong.\I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while. response:	Huh?
context: I got an email from Ren, so I went to see him.\I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh? response:	Want a drink?
context: I see. Thank goodness.\But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink? response:	Yes. Or, ah... You're gonna stay at Ren's place?
context: But Nana, you told me that you won't have Ren stay over\because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place? response:	Just for the two weeks that Trapnest has off.
context: because I'd feel obligated to be hospitable.\I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off. response:	He tells me they rarely get this much time to themselves to relax,
context: I'll be more careful from now on, too.\No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax, response:	so I thought I'd be with him during that time.
context: No, never mind.\Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time. response:	I see. Well, naturally.
context: Actually, I'm thinking of staying at Ren's place for a while.\Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally. response:	Of course she'd wanna be with Ren.
context: Huh?\Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren. response:	So the same goes for you.
context: Want a drink?\Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you. response:	Don't hesitate to have Takumi come here every day
context: Yes. Or, ah... You're gonna stay at Ren's place?\Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day response:	during that period.
context: Just for the two weeks that Trapnest has off.\He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period. response:	He's not likely to come here every day.
context: He tells me they rarely get this much time to themselves to relax,\so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day. response:	Takumi told me he's busy even during the days he's off.
context: so I thought I'd be with him during that time.\I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off. response:	But I guess that could be a lie.
context: I see. Well, naturally.\Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie. response:	No, I don't think that's a lie.
context: Of course she'd wanna be with Ren.\So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie. response:	Since he's normally really busy, it's likely that
context: So the same goes for you.\Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that response:	he has a ton of non-work related stuff to catch up on during his time off.
context: Don't hesitate to have Takumi come here every day\during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off. response:	Ren was saying something similar to that, too.
context: during that period.\He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too. response:	I'm glad.
context: He's not likely to come here every day.\Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad. response:	It's gonna be all right. He'll be here again soon.
context: Takumi told me he's busy even during the days he's off.\But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon. response:	I didn't think you'd cheer me on like this.
context: But I guess that could be a lie.\No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this. response:	That's why I couldn't bring myself to tell you anything.
context: No, I don't think that's a lie.\Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything. response:	I'm sorry.
context: Since he's normally really busy, it's likely that\he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry. response:	Why?
context: he has a ton of non-work related stuff to catch up on during his time off.\Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why? response:	I thought you'd despise me.
context: Ren was saying something similar to that, too.\I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why?\I thought you'd despise me. response:	Despise you?
context: I'm glad.\It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why?\I thought you'd despise me.\Despise you? response:	Sleeping with my favorite musician and stuff.
context: It's gonna be all right. He'll be here again soon.\I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why?\I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff. response:	That's just plain foolish, don't you think?
context: I didn't think you'd cheer me on like this.\That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why?\I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think? response:	Even I think it's foolish.
context: That's why I couldn't bring myself to tell you anything.\I'm sorry.\Why?\I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish. response:	What are you saying?
context: I'm sorry.\Why?\I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying? response:	Sure, Takumi may just happen to be a successful musician,
context: Why?\I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician, response:	but regardless of that fact, you've fallen in love with him, right?
context: I thought you'd despise me.\Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right? response:	Regardless?
context: Despise you?\Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless? response:	Yeah.
context: Sleeping with my favorite musician and stuff.\That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah. response:	I wonder.
context: That's just plain foolish, don't you think?\Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah.\I wonder. response:	To me, Takumi is simply Takumi from Trapnest.
context: Even I think it's foolish.\What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest. response:	I've never thought of him as anything else.
context: What are you saying?\Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else. response:	When I think of him as some random guy,
context: Sure, Takumi may just happen to be a successful musician,\but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy, response:	he does seem to be a really horrible person.
context: but regardless of that fact, you've fallen in love with him, right?\Regardless?\Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person. response:	You know...
context: Regardless?\Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person.\You know... response:	I can't stand girls who'd casually sleep with a guy like that
context: Yeah.\I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that response:	just for the thrill of doing it with a celebrity.
context: I wonder.\To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity. response:	But how could I despise you
context: To me, Takumi is simply Takumi from Trapnest.\I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you response:	after seeing you shed tears like that in his arms?
context: I've never thought of him as anything else.\When I think of him as some random guy,\he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms? response:	Even Takumi must've felt pure love for you
context: When I think of him as some random guy,\he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you response:	when he saw you cry like that straight from your heart.
context: he does seem to be a really horrible person.\You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart. response:	If he didn't feel love, he would've been uncomfortable.
context: You know...\I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable. response:	Like, what mess did I get myself into having a girl cry on me like this?
context: I can't stand girls who'd casually sleep with a guy like that\just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this? response:	So it's gonna be all right.
context: just for the thrill of doing it with a celebrity.\But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right. response:	Good luck.
context: But how could I despise you\after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck. response:	People close to you may worry and say things to you regarding Takumi.
context: after seeing you shed tears like that in his arms?\Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi. response:	Yasu especially has a tendency to worry.
context: Even Takumi must've felt pure love for you\when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry. response:	But don't let it bother you.
context: when he saw you cry like that straight from your heart.\If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you. response:	Which reminds me, Nana. About that...
context: If he didn't feel love, he would've been uncomfortable.\Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that... response:	About what?
context: Like, what mess did I get myself into having a girl cry on me like this?\So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that...\About what? response:	About me and Takumi... you know...
context: So it's gonna be all right.\Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that...\About what?\About me and Takumi... you know... response:	You were saying that you saw us.
context: Good luck.\People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that...\About what?\About me and Takumi... you know...\You were saying that you saw us. response:	Did you tell everyone about it, Nana?
context: People close to you may worry and say things to you regarding Takumi.\Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that...\About what?\About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana? response:	Sorry. I did tell Yasu. Is that bad?
context: Yasu especially has a tendency to worry.\But don't let it bother you.\Which reminds me, Nana. About that...\About what?\About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad? response:	No, it's not about Yasu, but rather Nobu.
context: But don't let it bother you.\Which reminds me, Nana. About that...\About what?\About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu. response:	I wonder if Yasu told him anything.
context: Which reminds me, Nana. About that...\About what?\About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything. response:	No, that's not it!
context: About what?\About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it! response:	Nobu and Shin heard it from Takumi at the party.
context: About me and Takumi... you know...\You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party. response:	He said that she was wagging her tail looking all pleased.
context: You were saying that you saw us.\Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased. response:	Then Nobu lost it.
context: Did you tell everyone about it, Nana?\Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it. response:	What did you just say?!
context: Sorry. I did tell Yasu. Is that bad?\No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?! response:	Well, but he didn't mean any disrespect.
context: No, it's not about Yasu, but rather Nobu.\I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect. response:	And the fact that he went to see Hachi after that is so unlike him.
context: I wonder if Yasu told him anything.\No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him. response:	He usually hates getting into such hassle over a woman.
context: No, that's not it!\Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman. response:	When Shin poured his drink over Takumi,
context: Nobu and Shin heard it from Takumi at the party.\He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi, response:	I was sure he'd never want anything to do with her again,
context: He said that she was wagging her tail looking all pleased.\Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again, response:	but I guess he does have feelings for Hachiko.
context: Then Nobu lost it.\What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko. response:	What did Takumi tell them at the party?
context: What did you just say?!\Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party? response:	It seems that he told everyone that you two started going out.
context: Well, but he didn't mean any disrespect.\And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out. response:	That we're going out?
context: And the fact that he went to see Hachi after that is so unlike him.\He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out? response:	I'll bet he casually and jokingly told everyone
context: He usually hates getting into such hassle over a woman.\When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone response:	that I did it with her in that way he always acts.
context: When Shin poured his drink over Takumi,\I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts. response:	You know him well.
context: I was sure he'd never want anything to do with her again,\but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well. response:	But what was that about Nobu
context: but I guess he does have feelings for Hachiko.\What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu response:	that you brought up a moment ago?
context: What did Takumi tell them at the party?\It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu\that you brought up a moment ago? response:	Did something happen with Nobu?
context: It seems that he told everyone that you two started going out.\That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu? response:	What happened is... last night...
context: That we're going out?\I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night... response:	Nobu suddenly showed up and said he needed to talk to me.
context: I'll bet he casually and jokingly told everyone\that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me. response:	He said something about becoming better than Takumi,
context: that I did it with her in that way he always acts.\You know him well.\But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi, response:	or something like that...
context: You know him well.\But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that... response:	I'm not really sure what that was all about, but... well...
context: But what was that about Nobu\that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well... response:	Yeah. In other words, he came to confess his love.
context: that you brought up a moment ago?\Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love. response:	You think that was what it was, too?
