context: Once upon a time, there was a man who died. response:	The man tried to keep spinning a story even after his death, but the story just wouldn't move along.
context: What can I do?\As you dream of a happy ending, sink into the depths of eternal despair!\The greatest tragedy has no finale!\Here and now, I will pierce this heart once more!\What?!\That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven. response:	No!
context: As you dream of a happy ending, sink into the depths of eternal despair!\The greatest tragedy has no finale!\Here and now, I will pierce this heart once more!\What?!\That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No! response:	You're going to lose your heart again, and repeat the same thing all over?
context: The greatest tragedy has no finale!\Here and now, I will pierce this heart once more!\What?!\That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over? response:	After you finally got your heart back...
context: Here and now, I will pierce this heart once more!\What?!\That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back... response:	You mustn't do that...
context: What?!\That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that... response:	You mustn't!
context: That's ridiculous! If you seal me away, the princess will also be...\No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that...\You mustn't! response:	YOU MUSTN'T!
context: No matter how many centuries may pass, I will return again and defeat you!\And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that...\You mustn't!\YOU MUSTN'T! response:	You mustn't! You mustn't do that!
context: And after I have done that, I will end my own life and go meet the princess in Heaven.\No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that...\You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that! response:	Mytho, please, stop!
context: No!\You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that...\You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop! response:	Tutu...
context: You're going to lose your heart again, and repeat the same thing all over?\After you finally got your heart back...\You mustn't do that...\You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu... response:	Don't give up!
context: After you finally got your heart back...\You mustn't do that...\You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu...\Don't give up! response:	Well now. Do you still intend to resist?
context: You mustn't do that...\You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu...\Don't give up!\Well now. Do you still intend to resist? response:	Fakir, I want to help Mytho.
context: You mustn't!\YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu...\Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho. response:	One more time...
context: YOU MUSTN'T!\You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu...\Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time... response:	Ahiru...
context: You mustn't! You mustn't do that!\Mytho, please, stop!\Tutu...\Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time...\Ahiru... response:	It's no use. What in the world could a mere duck do?
context: Mytho, please, stop!\Tutu...\Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time...\Ahiru...\It's no use. What in the world could a mere duck do? response:	You are Princess Tutu no longer.
context: Tutu...\Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time...\Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer. response:	What do you think to do?
context: Don't give up!\Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time...\Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do? response:	Don't give up, everyone.
context: Well now. Do you still intend to resist?\Fakir, I want to help Mytho.\One more time...\Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone. response:	Don't let them beat you!
context: Fakir, I want to help Mytho.\One more time...\Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone.\Don't let them beat you! response:	Let's give this story a happy ending.
context: One more time...\Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending. response:	The depths of despair...
context: Ahiru...\It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending.\The depths of despair... response:	I feel so calm here.
context: It's no use. What in the world could a mere duck do?\You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending.\The depths of despair...\I feel so calm here. response:	I won't be tricked by anyone anymore, and I don't have to resent anyone.
context: You are Princess Tutu no longer.\What do you think to do?\Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending.\The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone. response:	There's nothing here.
context: What do you think to do?\Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending.\The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. response:	Not even loving...
context: Don't give up, everyone.\Don't let them beat you!\Let's give this story a happy ending.\The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving... response:	Nothing but to keep dancing until I die away.
context: Don't let them beat you!\Let's give this story a happy ending.\The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away. response:	Thank you.
context: Let's give this story a happy ending.\The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away.\Thank you. response:	The human girl with the blood of the raven from the story...
context: The depths of despair...\I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story... response:	Your tragedy has lent a magnificent touch to my story.
context: I feel so calm here.\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story. response:	Even though you'd realized the town was being controlled by my story,
context: I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story, response:	you still believed the raven's false scenario, and now here you are,
context: There's nothing here.\Not even loving...\Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are, response:	getting ready to die away in the depths of despair.
context: Not even loving...\Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair. response:	What? I wouldn't have thought you still felt sorrow.
context: Nothing but to keep dancing until I die away.\Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow. response:	This increases the tragedy even further. Thank you!
context: Thank you.\The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you! response:	I know I'm just a duck...
context: The human girl with the blood of the raven from the story...\Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck... response:	And I can't even put on toe shoes, but...
context: Your tragedy has lent a magnificent touch to my story.\Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but... response:	I feel like I can dance for Mytho and Rue-chan and everyone.
context: Even though you'd realized the town was being controlled by my story,\you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone. response:	Fakir, help me!
context: you still believed the raven's false scenario, and now here you are,\getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me! response:	Ahiru...
context: getting ready to die away in the depths of despair.\What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru... response:	Dance with me, everyone.
context: What? I wouldn't have thought you still felt sorrow.\This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru...\Dance with me, everyone. response:	Prince...
context: This increases the tragedy even further. Thank you!\I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru...\Dance with me, everyone.\Prince... response:	Save the princess.
context: I know I'm just a duck...\And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru...\Dance with me, everyone.\Prince...\Save the princess. response:	Tutu...
context: And I can't even put on toe shoes, but...\I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru...\Dance with me, everyone.\Prince...\Save the princess.\Tutu... response:	Let's all dance together.
context: I feel like I can dance for Mytho and Rue-chan and everyone.\Fakir, help me!\Ahiru...\Dance with me, everyone.\Prince...\Save the princess.\Tutu...\Let's all dance together. response:	And remember our true selves!
context: Fakir, help me!\Ahiru...\Dance with me, everyone.\Prince...\Save the princess.\Tutu...\Let's all dance together.\And remember our true selves! response:	What do you think you can do? You're nothing but a duck now.
context: Ahiru...\Dance with me, everyone.\Prince...\Save the princess.\Tutu...\Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now. response:	The real me is just a duck.
context: Dance with me, everyone.\Prince...\Save the princess.\Tutu...\Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck. response:	But I can dance!
context: Prince...\Save the princess.\Tutu...\Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance! response:	So I should be able to communicate my feelings through dancing too.
context: Save the princess.\Tutu...\Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too. response:	I won't decide I can't do anything without ever even trying.
context: Tutu...\Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying. response:	Because I'm the one who's going to make my story!
context: Let's all dance together.\And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story! response:	Let's all go back to the real selves inside our own stories!
context: And remember our true selves!\What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories! response:	Let's treasure our OWN feelings, and not the ones someone's decided on for us.
context: What do you think you can do? You're nothing but a duck now.\The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us. response:	It was true that her dance didn't have the beauty of Princess Tutu's.
context: The real me is just a duck.\But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's. response:	But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.
context: But I can dance!\So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it. response:	A mere duck...
context: So I should be able to communicate my feelings through dancing too.\I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck... response:	If you want to dance that badly, dance all you like in the darkness of despair.
context: I won't decide I can't do anything without ever even trying.\Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair. response:	Cursed raven!
context: Because I'm the one who's going to make my story!\Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven! response:	Crows, dance with the duck until she exhausts her strength and dies!
context: Let's all go back to the real selves inside our own stories!\Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies! response:	Quack?
context: Let's treasure our OWN feelings, and not the ones someone's decided on for us.\It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack? response:	Ahiru!
context: It was true that her dance didn't have the beauty of Princess Tutu's.\But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru! response:	Ahiru?
context: But it was overflowing with powerful emotion that shone a warm light on the hearts of the people who saw it.\A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru!\Ahiru? response:	I see, so he can write stories if they're about that girl?
context: A mere duck...\If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl? response:	Quack! Quack! Quack! Quack!
context: If you want to dance that badly, dance all you like in the darkness of despair.\Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack! response:	Quack!
context: Cursed raven!\Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack! response:	Quack! Quack!
context: Crows, dance with the duck until she exhausts her strength and dies!\Quack?\Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack!\Quack! Quack! response:	Tutu, I won't ever give up again. I'll kill the raven without fail!
context: Quack?\Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail! response:	That's another reason why I will save Rue!
context: Ahiru!\Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue! response:	Quack...
context: Ahiru?\I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack... response:	Qu-quack! Quack, quack...
context: I see, so he can write stories if they're about that girl?\Quack! Quack! Quack! Quack!\Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack... response:	Quack! QUACK!
context: Quack! Quack! Quack! Quack!\Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack...\Quack! QUACK! response:	Damn it! I can't stop the crows!
context: Quack!\Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows! response:	DAMN it all!
context: Quack! Quack!\Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all! response:	Quack...
context: Tutu, I won't ever give up again. I'll kill the raven without fail!\That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all!\Quack... response:	Ahiru...
context: That's another reason why I will save Rue!\Quack...\Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all!\Quack...\Ahiru... response:	I've found you, you vile descendant of repugnant hands.
context: Quack...\Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all!\Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands. response:	Let's not get violent.
context: Qu-quack! Quack, quack...\Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all!\Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent. response:	All of the other book men have turned into crows.
context: Quack! QUACK!\Damn it! I can't stop the crows!\DAMN it all!\Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows. response:	Just cutting off your hands is not punishment enough.
context: Damn it! I can't stop the crows!\DAMN it all!\Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough. response:	Rue! You mustn't give in to despair!
context: DAMN it all!\Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair! response:	If my voice reaches you...
context: Quack...\Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you... response:	Fakir is trying to end the story!
context: Ahiru...\I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story! response:	Please, just stop! Look at the town full of crows!
context: I've found you, you vile descendant of repugnant hands.\Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows! response:	Don't resist him any more than this with your immature power!
context: Let's not get violent.\All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power! response:	The story is still being written by a mighty power!
context: All of the other book men have turned into crows.\Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power! response:	All immature power will do is invite unforeseen tragedy!
context: Just cutting off your hands is not punishment enough.\Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy! response:	I won't give up.
context: Rue! You mustn't give in to despair!\If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up. response:	Ahiru...
context: If my voice reaches you...\Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru... response:	Fakir, I can still keep going.
context: Fakir is trying to end the story!\Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru...\Fakir, I can still keep going. response:	I can still dance!
context: Please, just stop! Look at the town full of crows!\Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru...\Fakir, I can still keep going.\I can still dance! response:	All right.
context: Don't resist him any more than this with your immature power!\The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru...\Fakir, I can still keep going.\I can still dance!\All right. response:	Watch out!
context: The story is still being written by a mighty power!\All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru...\Fakir, I can still keep going.\I can still dance!\All right.\Watch out! response:	FAKIR, WRITE!
context: All immature power will do is invite unforeseen tragedy!\I won't give up.\Ahiru...\Fakir, I can still keep going.\I can still dance!\All right.\Watch out!\FAKIR, WRITE! response:	Fakir's voice disappeared...
context: I won't give up.\Ahiru...\Fakir, I can still keep going.\I can still dance!\All right.\Watch out!\FAKIR, WRITE!\Fakir's voice disappeared... response:	Fakir...
context: Ahiru...\Fakir, I can still keep going.\I can still dance!\All right.\Watch out!\FAKIR, WRITE!\Fakir's voice disappeared...\Fakir... response:	Quack!
context: Fakir, I can still keep going.\I can still dance!\All right.\Watch out!\FAKIR, WRITE!\Fakir's voice disappeared...\Fakir...\Quack! response:	Ahiru...
context: I can still dance!\All right.\Watch out!\FAKIR, WRITE!\Fakir's voice disappeared...\Fakir...\Quack!\Ahiru... response:	Fakir...
context: All right.\Watch out!\FAKIR, WRITE!\Fakir's voice disappeared...\Fakir...\Quack!\Ahiru...\Fakir... response:	Damn it...
context: Watch out!\FAKIR, WRITE!\Fakir's voice disappeared...\Fakir...\Quack!\Ahiru...\Fakir...\Damn it... response:	What happened?
context: FAKIR, WRITE!\Fakir's voice disappeared...\Fakir...\Quack!\Ahiru...\Fakir...\Damn it...\What happened? response:	Write! Write for the person who's waiting for your story!
context: Fakir's voice disappeared...\Fakir...\Quack!\Ahiru...\Fakir...\Damn it...\What happened?\Write! Write for the person who's waiting for your story! response:	Ahiru...
context: Fakir...\Quack!\Ahiru...\Fakir...\Damn it...\What happened?\Write! Write for the person who's waiting for your story!\Ahiru... response:	It's Fakir's voice.
context: Quack!\Ahiru...\Fakir...\Damn it...\What happened?\Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice. response:	Fakir, I can still...
context: Ahiru...\Fakir...\Damn it...\What happened?\Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice.\Fakir, I can still... response:	The duck stood up.
context: Fakir...\Damn it...\What happened?\Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice.\Fakir, I can still...\The duck stood up. response:	No matter how much she was hurt, the duck would not stop her dancing.
context: Damn it...\What happened?\Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice.\Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing. response:	Because it was the only thing she could do as she was now.
context: What happened?\Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice.\Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now. response:	Rue! Rue!
context: Write! Write for the person who's waiting for your story!\Ahiru...\It's Fakir's voice.\Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue! response:	'Don't give in to the raven's blood.'
context: Ahiru...\It's Fakir's voice.\Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.' response:	'Don't be held captive by despair.'
context: It's Fakir's voice.\Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.' response:	'Let's give this story a happy ending.'
context: Fakir, I can still...\The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.' response:	'Don't give up. Don't be afraid.'
context: The duck stood up.\No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.' response:	Her tiny body was so wounded that she couldn't even stay on her feet.
context: No matter how much she was hurt, the duck would not stop her dancing.\Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet. response:	But in order to guide the prince and everybody else to a happy ending,
context: Because it was the only thing she could do as she was now.\Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending, response:	no matter how painful it was, she kept dancing without losing hope.
