context: Senpai? response:	Senpai, are you awake?
context: I don't want your help.\And anyway, you aren't a member anymore, so stay out of the dojo!\What a jerk,\talking to you like that, when he's the one who drove you out of the club.\It's okay. That's just how he is.\When you've known him a long time, you get used to it.\Do you, now?\You do. response:	Oops, Fujimura-sensei is about to come barreling in.
context: And anyway, you aren't a member anymore, so stay out of the dojo!\What a jerk,\talking to you like that, when he's the one who drove you out of the club.\It's okay. That's just how he is.\When you've known him a long time, you get used to it.\Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in. response:	Yes! I made it!
context: What a jerk,\talking to you like that, when he's the one who drove you out of the club.\It's okay. That's just how he is.\When you've known him a long time, you get used to it.\Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it! response:	Good morning, class!
context: talking to you like that, when he's the one who drove you out of the club.\It's okay. That's just how he is.\When you've known him a long time, you get used to it.\Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class! response:	I'll call the roll now!
context: It's okay. That's just how he is.\When you've known him a long time, you get used to it.\Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class!\I'll call the roll now! response:	Emiya, you'd better wolf that down, or you won't finish before lunch ends.
context: When you've known him a long time, you get used to it.\Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends. response:	It's okay, I'm almost done.
context: Do you, now?\You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done. response:	You could've stopped with the heaters. You didn't have to agree to fix personal items, too.
context: You do.\Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too. response:	Don't worry about it.
context: Oops, Fujimura-sensei is about to come barreling in.\Yes! I made it!\Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it. response:	As they say, In for a penny, in for a pound.
context: Yes! I made it!\Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound. response:	There's such a thing as being too considerate.
context: Good morning, class!\I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate. response:	Being helpful is all well and good, but maybe you should be a little more selective.
context: I'll call the roll now!\Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective. response:	You take turn no one away to extremes.
context: Emiya, you'd better wolf that down, or you won't finish before lunch ends.\It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes. response:	Do I look that unprincipled to you?
context: It's okay, I'm almost done.\You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you? response:	You're opening yourself up to being taken advantage of by the unscrupulous.
context: You could've stopped with the heaters. You didn't have to agree to fix personal items, too.\Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous. response:	Surely you could turn people down, once in a while.
context: Don't worry about it.\As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while. response:	What're you talking about? Helping others is a good deed.
context: As they say, In for a penny, in for a pound.\There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed. response:	The heir to a temple shouldn't make a fuss over that.
context: There's such a thing as being too considerate.\Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that. response:	I'm just saying that you take it too far, Emiya.
context: Being helpful is all well and good, but maybe you should be a little more selective.\You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya. response:	Keep going like this, and it'll burn you out.
context: You take turn no one away to extremes.\Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out. response:	Duly noted.
context: Do I look that unprincipled to you?\You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted. response:	Okay, all done!
context: You're opening yourself up to being taken advantage of by the unscrupulous.\Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done! response:	If you don't summon yours soon, you're gonna die, mister.
context: Surely you could turn people down, once in a while.\What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister. response:	At times like this, you should really come home early!
context: What're you talking about? Helping others is a good deed.\The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early! response:	I said in homeroom that it hasn't been safe in town lately, remember?
context: The heir to a temple shouldn't make a fuss over that.\I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember? response:	Um... Something came up.
context: I'm just saying that you take it too far, Emiya.\Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up. response:	Do you get that from Kiritsugu-san?
context: Keep going like this, and it'll burn you out.\Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san? response:	I worry about you because you're always trying to help people...
context: Duly noted.\Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people... response:	Excuse me, Fujimura-sensei?
context: Okay, all done!\If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei? response:	Has Senpai always been this way?
context: If you don't summon yours soon, you're gonna die, mister.\At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way? response:	Yeah, for as long as I've known him.
context: At times like this, you should really come home early!\I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him. response:	Shirou just doesn't have it in him to ignore people in need.
context: I said in homeroom that it hasn't been safe in town lately, remember?\Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need. response:	Comfort the afflicted, and afflict the comfortable, you know?
context: Um... Something came up.\Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know? response:	As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.
context: Do you get that from Kiritsugu-san?\I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up. response:	Wow, you were an amazing child!
context: I worry about you because you're always trying to help people...\Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child! response:	Chalk it up to Fuji-nee.
context: Excuse me, Fujimura-sensei?\Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee. response:	When kids see immature adults, they have funny ideas put in their heads.
context: Has Senpai always been this way?\Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads. response:	If you don't like it, cook your own damn meal for once.
context: Yeah, for as long as I've known him.\Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once. response:	Wha?
context: Shirou just doesn't have it in him to ignore people in need.\Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha? response:	You're reducing your big sis to tears!
context: Comfort the afflicted, and afflict the comfortable, you know?\As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears! response:	Sakura-chan, refill!
context: As a kid, he wrote in an essay, My dream is to become a hero of justice when I grow up.\Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears!\Sakura-chan, refill! response:	Trace on.
context: Wow, you were an amazing child!\Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on. response:	Tracing fundamental structure.
context: Chalk it up to Fuji-nee.\When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on.\Tracing fundamental structure. response:	Tracing component materials.
context: When kids see immature adults, they have funny ideas put in their heads.\If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on.\Tracing fundamental structure.\Tracing component materials. response:	Altering fundamental structure.
context: If you don't like it, cook your own damn meal for once.\Wha?\You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure. response:	Strengthening component materials.
context: Wha?\You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials. response:	Damn, I failed again.
context: You're reducing your big sis to tears!\Sakura-chan, refill!\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials.\Damn, I failed again. response:	I can't believe that I still can't do something so basic.
context: Sakura-chan, refill!\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic. response:	I'm gonna be a novice forever.
context: Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever. response:	I just don't know...
context: Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know... response:	How do I become a hero of justice?
context: Tracing component materials.\Altering fundamental structure.\Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice? response:	Sakura... Wait a second.
context: Altering fundamental structure.\Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice?\Sakura... Wait a second. response:	Yes?
context: Strengthening component materials.\Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice?\Sakura... Wait a second.\Yes? response:	What happened to your wrist?
context: Damn, I failed again.\I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice?\Sakura... Wait a second.\Yes?\What happened to your wrist? response:	Shinji again?
context: I can't believe that I still can't do something so basic.\I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice?\Sakura... Wait a second.\Yes?\What happened to your wrist?\Shinji again? response:	What's he thinking, raising a hand to his little sister?
context: I'm gonna be a novice forever.\I just don't know...\How do I become a hero of justice?\Sakura... Wait a second.\Yes?\What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister? response:	N-No, that's not it, Senpai!
context: I just don't know...\How do I become a hero of justice?\Sakura... Wait a second.\Yes?\What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai! response:	I, um, bumped it when I tripped and fell.
context: How do I become a hero of justice?\Sakura... Wait a second.\Yes?\What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell. response:	You can't get a bruise like that from tripping.
context: Sakura... Wait a second.\Yes?\What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping. response:	I knew it.
context: Yes?\What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it. response:	Honest, my brother had nothing to do with this.
context: What happened to your wrist?\Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this. response:	I got hurt by myself, that's all!
context: Shinji again?\What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all! response:	If that's what you say happened, I'll leave it at that.
context: What's he thinking, raising a hand to his little sister?\N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that. response:	It is. I'm sorry, Senpai.
context: N-No, that's not it, Senpai!\I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai. response:	Why are you apologizing, Sakura? Shinji's the one who's to blame.
context: I, um, bumped it when I tripped and fell.\You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame. response:	Do I smell your famous rolled omelets, Shirou?
context: You can't get a bruise like that from tripping.\I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou? response:	What's up, Emiya?
context: I knew it.\Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya? response:	Let's eat.
context: Honest, my brother had nothing to do with this.\I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat. response:	Sorry, Issei... I'm going to eat in the cafeteria today.
context: I got hurt by myself, that's all!\If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today. response:	You don't usually eat there. Did something happen?
context: If that's what you say happened, I'll leave it at that.\It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen? response:	Not really.
context: It is. I'm sorry, Senpai.\Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really. response:	Excuse me. Is Ryuudou here?
context: Why are you apologizing, Sakura? Shinji's the one who's to blame.\Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here? response:	Yes, I'm here. What is it, Kuzuki-sensei?
context: Do I smell your famous rolled omelets, Shirou?\What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei? response:	Going for the Chef's Choice for lunch today, huh?
context: What's up, Emiya?\Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh? response:	You aren't eating with the student council president today?
context: Let's eat.\Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today? response:	I guess not.
context: Sorry, Issei... I'm going to eat in the cafeteria today.\You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not. response:	Say, Mitsuzuri...
context: You don't usually eat there. Did something happen?\Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri... response:	Has Sakura seemed okay to you lately?
context: Not really.\Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately? response:	Sakura?
context: Excuse me. Is Ryuudou here?\Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura? response:	Yeah, she's practicing her heart out.
context: Yes, I'm here. What is it, Kuzuki-sensei?\Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out. response:	Oh.
context: Going for the Chef's Choice for lunch today, huh?\You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out.\Oh. response:	It's her brother that's the problem.
context: You aren't eating with the student council president today?\I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem. response:	He's been tearing into the first-year boys.
context: I guess not.\Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys. response:	What for?
context: Say, Mitsuzuri...\Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys.\What for? response:	From what I hear, he got shot down pretty hard by Tohsaka.
context: Has Sakura seemed okay to you lately?\Sakura?\Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka. response:	By Tohsaka?
context: Sakura?\Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka? response:	Keep your voice down!
context: Yeah, she's practicing her heart out.\Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down! response:	Anyway, ever since yesterday, Shinji's been in a foul mood.
context: Oh.\It's her brother that's the problem.\He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood. response:	I've had to keep a close eye on Shinji during practice, so I'm exhausted.
context: It's her brother that's the problem.\He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted. response:	Yeah, Shinji does have a nasty temper...
context: He's been tearing into the first-year boys.\What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper... response:	I hear he plans to do something to Tohsaka, to get even.
context: What for?\From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even. response:	No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.
context: From what I hear, he got shot down pretty hard by Tohsaka.\By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him. response:	But if she comes to where he is, he can't avoid her.
context: By Tohsaka?\Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her. response:	I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.
context: Keep your voice down!\Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot. response:	You probably don't know, since you quit and all!
context: Anyway, ever since yesterday, Shinji's been in a foul mood.\I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all! response:	That was hilarious earlier!
context: I've had to keep a close eye on Shinji during practice, so I'm exhausted.\Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier! response:	He practically peed his pants!
context: Yeah, Shinji does have a nasty temper...\I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants! response:	When Shinji gets mad, he doesn't know when to stop.
