context: You're right. response:	Now do you believe me?
context: Please, let us help, too!\No.\I appreciate your offer, but I can't let you join the operation.\Especially not you, Narugino.\Why not?!\I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore! response:	Narugino, remember how I ran tests on you?
context: No.\I appreciate your offer, but I can't let you join the operation.\Especially not you, Narugino.\Why not?!\I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you? response:	It'll only take one more time...
context: I appreciate your offer, but I can't let you join the operation.\Especially not you, Narugino.\Why not?!\I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time... response:	If you Uberfy one more time, you'll...
context: Especially not you, Narugino.\Why not?!\I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll... response:	Are you serious?
context: Why not?!\I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious? response:	I see.
context: I'm a hero of justice\Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious?\I see. response:	All right.
context: Your hero duty is over!\I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious?\I see.\All right. response:	But that just means I can't Uberfy, right?
context: I can't let you fight anymore!\Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious?\I see.\All right.\But that just means I can't Uberfy, right? response:	Narugino...
context: Narugino, remember how I ran tests on you?\It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious?\I see.\All right.\But that just means I can't Uberfy, right?\Narugino... response:	Well, Meika's been training me all this time.
context: It'll only take one more time...\If you Uberfy one more time, you'll...\Are you serious?\I see.\All right.\But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time. response:	Even without Uberfying, I can still...
context: If you Uberfy one more time, you'll...\Are you serious?\I see.\All right.\But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still... response:	No!
context: Are you serious?\I see.\All right.\But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No! response:	Knowing you, you'll just snap and lose yoursel
context: I see.\All right.\But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel response:	What have we been doing for eight years, then?!
context: All right.\But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?! response:	Professor Tenga talked about the moment we'd save the world!
context: But that just means I can't Uberfy, right?\Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world! response:	Isn't that moment now?!
context: Narugino...\Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?! response:	Isn't that what we met and spent time together for?
context: Well, Meika's been training me all this time.\Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for? response:	Isn't it?!
context: Even without Uberfying, I can still...\No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?! response:	All right.
context: No!\Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?!\All right. response:	But on one condition.
context: Knowing you, you'll just snap and lose yoursel\What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?!\All right.\But on one condition. response:	If I see that you're about to Uberfy,
context: What have we been doing for eight years, then?!\Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?!\All right.\But on one condition.\If I see that you're about to Uberfy, response:	we're aborting the operation.
context: Professor Tenga talked about the moment we'd save the world!\Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?!\All right.\But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation. response:	You know what that means, right?
context: Isn't that moment now?!\Isn't that what we met and spent time together for?\Isn't it?!\All right.\But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right? response:	Well, then,
context: Isn't that what we met and spent time together for?\Isn't it?!\All right.\But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right?\Well, then, response:	It's settled.
context: Isn't it?!\All right.\But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right?\Well, then,\It's settled. response:	Wait, wait!
context: All right.\But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right?\Well, then,\It's settled.\Wait, wait! response:	I never said I'd let you two join in!
context: But on one condition.\If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right?\Well, then,\It's settled.\Wait, wait!\I never said I'd let you two join in! response:	Besides, how would you even make yourselves useful?!
context: If I see that you're about to Uberfy,\we're aborting the operation.\You know what that means, right?\Well, then,\It's settled.\Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?! response:	I might not be useful,
context: we're aborting the operation.\You know what that means, right?\Well, then,\It's settled.\Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful, response:	but I still... I still...
context: You know what that means, right?\Well, then,\It's settled.\Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still... response:	I still want to be with you!
context: Well, then,\It's settled.\Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still...\I still want to be with you! response:	With all of you.
context: It's settled.\Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still...\I still want to be with you!\With all of you. response:	We are friends, after all.
context: Wait, wait!\I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still...\I still want to be with you!\With all of you.\We are friends, after all. response:	Fine, then.
context: I never said I'd let you two join in!\Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still...\I still want to be with you!\With all of you.\We are friends, after all.\Fine, then. response:	Maybe this is fate.
context: Besides, how would you even make yourselves useful?!\I might not be useful,\but I still... I still...\I still want to be with you!\With all of you.\We are friends, after all.\Fine, then.\Maybe this is fate. response:	Grandpa told me that
context: I might not be useful,\but I still... I still...\I still want to be with you!\With all of you.\We are friends, after all.\Fine, then.\Maybe this is fate.\Grandpa told me that response:	I'd eventually form a secret squad that would save the world.
context: but I still... I still...\I still want to be with you!\With all of you.\We are friends, after all.\Fine, then.\Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world. response:	The team's called...
context: I still want to be with you!\With all of you.\We are friends, after all.\Fine, then.\Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called... response:	Pretty Cutie Moon.
context: With all of you.\We are friends, after all.\Fine, then.\Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon. response:	Wrong!
context: We are friends, after all.\Fine, then.\Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon.\Wrong! response:	I never said you could change it!
context: Fine, then.\Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon.\Wrong!\I never said you could change it! response:	The team's called Justice Punch.
context: Maybe this is fate.\Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon.\Wrong!\I never said you could change it!\The team's called Justice Punch. response:	The Punch comes from panch, meaning five in Hindi.
context: Grandpa told me that\I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon.\Wrong!\I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi. response:	In other words...
context: I'd eventually form a secret squad that would save the world.\The team's called...\Pretty Cutie Moon.\Wrong!\I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words... response:	All right, Narugino, it's up to you now.
context: The team's called...\Pretty Cutie Moon.\Wrong!\I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now. response:	Huh?
context: Pretty Cutie Moon.\Wrong!\I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now.\Huh? response:	I'm just staff.
context: Wrong!\I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now.\Huh?\I'm just staff. response:	You're the leader of Justice Punch.
context: I never said you could change it!\The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now.\Huh?\I'm just staff.\You're the leader of Justice Punch. response:	Uh, gosh, I don't know what to say...
context: The team's called Justice Punch.\The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now.\Huh?\I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say... response:	Just say what you're thinking.
context: The Punch comes from panch, meaning five in Hindi.\In other words...\All right, Narugino, it's up to you now.\Huh?\I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking. response:	I love you all.
context: In other words...\All right, Narugino, it's up to you now.\Huh?\I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all. response:	I love Korai House, too.
context: All right, Narugino, it's up to you now.\Huh?\I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all.\I love Korai House, too. response:	So I want to be with you all forever.
context: Huh?\I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all.\I love Korai House, too.\So I want to be with you all forever. response:	Next year, the year after, and after that!
context: I'm just staff.\You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all.\I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that! response:	All right, let's do this!
context: You're the leader of Justice Punch.\Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all.\I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this! response:	We're going to protect Korai House tomorrow!
context: Uh, gosh, I don't know what to say...\Just say what you're thinking.\I love you all.\I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow! response:	Yeah!
context: Just say what you're thinking.\I love you all.\I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah! response:	For all the world's people!
context: I love you all.\I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah!\For all the world's people! response:	Yeah!
context: I love Korai House, too.\So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah!\For all the world's people!\Yeah! response:	For a supremely happy and peaceful future!
context: So I want to be with you all forever.\Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah!\For all the world's people!\Yeah!\For a supremely happy and peaceful future! response:	Yeah!
context: Next year, the year after, and after that!\All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah!\For all the world's people!\Yeah!\For a supremely happy and peaceful future!\Yeah! response:	Secret Squad Justice Punch!
context: All right, let's do this!\We're going to protect Korai House tomorrow!\Yeah!\For all the world's people!\Yeah!\For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch! response:	Here we...
context: We're going to protect Korai House tomorrow!\Yeah!\For all the world's people!\Yeah!\For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch!\Here we... response:	Go!
context: Yeah!\For all the world's people!\Yeah!\For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch!\Here we...\Go! response:	Episode 11
context: For all the world's people!\Yeah!\For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch!\Here we...\Go!\Episode 11 response:	Secret Squad Justice Punch!
context: Yeah!\For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch!\Here we...\Go!\Episode 11\Secret Squad Justice Punch! response:	Are you really going to go through with this?
context: For a supremely happy and peaceful future!\Yeah!\Secret Squad Justice Punch!\Here we...\Go!\Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this? response:	Yeah.
context: Yeah!\Secret Squad Justice Punch!\Here we...\Go!\Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah. response:	I've experienced this New Year's Eve billions of times now,
context: Secret Squad Justice Punch!\Here we...\Go!\Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now, response:	but this is the first time I've been through such a history.
context: Here we...\Go!\Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history. response:	That's why it's worth doing.
context: Go!\Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing. response:	Laying down new tracks will mean something.
context: Episode 11\Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something. response:	In that case,
context: Secret Squad Justice Punch!\Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something.\In that case, response:	I won't say any more.
context: Are you really going to go through with this?\Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something.\In that case,\I won't say any more. response:	Until we meet again someday, somewhere.
context: Yeah.\I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something.\In that case,\I won't say any more.\Until we meet again someday, somewhere. response:	Farewell.
context: I've experienced this New Year's Eve billions of times now,\but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something.\In that case,\I won't say any more.\Until we meet again someday, somewhere.\Farewell. response:	All right, let's do this!
context: but this is the first time I've been through such a history.\That's why it's worth doing.\Laying down new tracks will mean something.\In that case,\I won't say any more.\Until we meet again someday, somewhere.\Farewell.\All right, let's do this! response:	Come at me with all you've got!
context: That's why it's worth doing.\Laying down new tracks will mean something.\In that case,\I won't say any more.\Until we meet again someday, somewhere.\Farewell.\All right, let's do this!\Come at me with all you've got! response:	Are you the captain?
context: Laying down new tracks will mean something.\In that case,\I won't say any more.\Until we meet again someday, somewhere.\Farewell.\All right, let's do this!\Come at me with all you've got!\Are you the captain? response:	What if I am?
context: In that case,\I won't say any more.\Until we meet again someday, somewhere.\Farewell.\All right, let's do this!\Come at me with all you've got!\Are you the captain?\What if I am? response:	Tell your headquarters to please stay out of this for another hour.
context: I won't say any more.\Until we meet again someday, somewhere.\Farewell.\All right, let's do this!\Come at me with all you've got!\Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour. response:	No can do.
context: Until we meet again someday, somewhere.\Farewell.\All right, let's do this!\Come at me with all you've got!\Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do. response:	Why not?!
context: Farewell.\All right, let's do this!\Come at me with all you've got!\Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?! response:	If you have doubts about the asteroid...
context: All right, let's do this!\Come at me with all you've got!\Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?!\If you have doubts about the asteroid... response:	I don't doubt it.
context: Come at me with all you've got!\Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?!\If you have doubts about the asteroid...\I don't doubt it. response:	I know the asteroid's coming.
context: Are you the captain?\What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?!\If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming. response:	No way...
context: What if I am?\Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?!\If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming.\No way... response:	You get it now, don't you?
context: Tell your headquarters to please stay out of this for another hour.\No can do.\Why not?!\If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming.\No way...\You get it now, don't you? response:	Miya Ken here.
context: No can do.\Why not?!\If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming.\No way...\You get it now, don't you?\Miya Ken here. response:	Pumpkin Chair, do you read me?
context: Why not?!\If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming.\No way...\You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me? response:	Loud and clear.
context: If you have doubts about the asteroid...\I don't doubt it.\I know the asteroid's coming.\No way...\You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear. response:	I can hear you.
context: I don't doubt it.\I know the asteroid's coming.\No way...\You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear.\I can hear you. response:	I shut down the southern attack force.
context: I know the asteroid's coming.\No way...\You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear.\I can hear you.\I shut down the southern attack force. response:	I know.
context: No way...\You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear.\I can hear you.\I shut down the southern attack force.\I know. response:	I heard your conversation.
context: You get it now, don't you?\Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear.\I can hear you.\I shut down the southern attack force.\I know.\I heard your conversation. response:	The police force is teeming with Qmay Group men, isn't it?
context: Miya Ken here.\Pumpkin Chair, do you read me?\Loud and clear.\I can hear you.\I shut down the southern attack force.\I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it? response:	Talking won't convince them.
context: Pumpkin Chair, do you read me?\Loud and clear.\I can hear you.\I shut down the southern attack force.\I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them. response:	Strange Juice, how's the northern front?
context: Loud and clear.\I can hear you.\I shut down the southern attack force.\I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front? response:	Sorry...
context: I can hear you.\I shut down the southern attack force.\I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front?\Sorry... response:	I'm a little busy right now.
context: I shut down the southern attack force.\I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now. response:	Wh-What the hell?!
context: I know.\I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now.\Wh-What the hell?! response:	Are you okay?
context: I heard your conversation.\The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now.\Wh-What the hell?!\Are you okay? response:	Not to worry.
context: The police force is teeming with Qmay Group men, isn't it?\Talking won't convince them.\Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now.\Wh-What the hell?!\Are you okay?\Not to worry. response:	They're packing up and going home.
context: Talking won't convince them.\Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now.\Wh-What the hell?!\Are you okay?\Not to worry.\They're packing up and going home. response:	See? I told you.
context: Strange Juice, how's the northern front?\Sorry...\I'm a little busy right now.\Wh-What the hell?!\Are you okay?\Not to worry.\They're packing up and going home.\See? I told you. response:	I don't have to Uberfy to fight.
context: Sorry...\I'm a little busy right now.\Wh-What the hell?!\Are you okay?\Not to worry.\They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight. response:	Don't give me that!
context: I'm a little busy right now.\Wh-What the hell?!\Are you okay?\Not to worry.\They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight.\Don't give me that! response:	It's because of the Ashido-maker that I made.
context: Wh-What the hell?!\Are you okay?\Not to worry.\They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made. response:	Rabura, Ito, how's the rooftop?
context: Are you okay?\Not to worry.\They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop? response:	All clear toward the west.
context: Not to worry.\They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west. response:	Likewise toward the east.
context: They're packing up and going home.\See? I told you.\I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east. response:	It'll be a piece of cake if this keeps up.
context: See? I told you.\I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up. response:	Yeah, I think we can hold out.
context: I don't have to Uberfy to fight.\Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out. response:	Hikiotani
context: Don't give me that!\It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani response:	Man, that was kind of anticlimactic.
context: It's because of the Ashido-maker that I made.\Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic. response:	W-Wait!
context: Rabura, Ito, how's the rooftop?\All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic.\W-Wait! response:	What is that?
context: All clear toward the west.\Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic.\W-Wait!\What is that? response:	You're kidding me...
context: Likewise toward the east.\It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic.\W-Wait!\What is that?\You're kidding me... response:	Is it the Self-Defense Force?
context: It'll be a piece of cake if this keeps up.\Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic.\W-Wait!\What is that?\You're kidding me...\Is it the Self-Defense Force? response:	No, it isn't...
context: Yeah, I think we can hold out.\Hikiotani\Man, that was kind of anticlimactic.\W-Wait!\What is that?\You're kidding me...\Is it the Self-Defense Force?\No, it isn't... response:	That's...
context: Hikiotani\Man, that was kind of anticlimactic.\W-Wait!\What is that?\You're kidding me...\Is it the Self-Defense Force?\No, it isn't...\That's... response:	This is the U.S. Army.
context: Man, that was kind of anticlimactic.\W-Wait!\What is that?\You're kidding me...\Is it the Self-Defense Force?\No, it isn't...\That's...\This is the U.S. Army. response:	You have been completely surrounded.
context: W-Wait!\What is that?\You're kidding me...\Is it the Self-Defense Force?\No, it isn't...\That's...\This is the U.S. Army.\You have been completely surrounded. response:	Drop your weapons and surrender.
context: What is that?\You're kidding me...\Is it the Self-Defense Force?\No, it isn't...\That's...\This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender. response:	If you do not surrender within 10 minutes,
context: You're kidding me...\Is it the Self-Defense Force?\No, it isn't...\That's...\This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes, response:	we will be forced to destroy you.
context: Is it the Self-Defense Force?\No, it isn't...\That's...\This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you. response:	Seriously?
context: No, it isn't...\That's...\This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously? response:	Why the U.S. military, of all people?
context: That's...\This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people? response:	It's because Mikatan was being all American, with that here we go stuff.
context: This is the U.S. Army.\You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff. response:	What?! I don't think that has anything to do with it!
context: You have been completely surrounded.\Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it! response:	I can make a white flag out of any white cloth, right?
context: Drop your weapons and surrender.\If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right? response:	I'm pretty sure I'm wearing white today.
context: If you do not surrender within 10 minutes,\we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today. response:	No, Rabura! Don't take matters into your own hands!
context: we will be forced to destroy you.\Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands! response:	Why?
context: Seriously?\Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why? response:	Do you seriously want to take on the military?
context: Why the U.S. military, of all people?\It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military? response:	It's all right.
context: It's because Mikatan was being all American, with that here we go stuff.\What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military?\It's all right. response:	I have countermeasures in place.
context: What?! I don't think that has anything to do with it!\I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military?\It's all right.\I have countermeasures in place. response:	Have you reached an answer?
context: I can make a white flag out of any white cloth, right?\I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military?\It's all right.\I have countermeasures in place.\Have you reached an answer? response:	Guri-chan.
