context: I can't let Croix do as she pleases any longer. response:	I can't let Croix do as she pleases any longer.
context: I wanted to tell you it properly.\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever.\What exactly you did to the moon.\Dream fuel spirit.\Magic to convert the power of dreaming into strong magical energy.\So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic. response:	But I had no other choice after all the time we spent together.
context: Why don't you be the one to tell her what happened the day Chariot descended from the stage forever.\What exactly you did to the moon.\Dream fuel spirit.\Magic to convert the power of dreaming into strong magical energy.\So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together. response:	Never forget.
context: What exactly you did to the moon.\Dream fuel spirit.\Magic to convert the power of dreaming into strong magical energy.\So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget. response:	A believing heart is your magic.
context: Dream fuel spirit.\Magic to convert the power of dreaming into strong magical energy.\So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic. response:	You couldn't reach it yet again.
context: Magic to convert the power of dreaming into strong magical energy.\So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic.\You couldn't reach it yet again. response:	To the seventh Word.
context: So what exactly gives you the right to stop me after using that yourself?\Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word. response:	I can't let Croix go unchecked any longer.
context: Do you have the right to stop me after using that yourself?\Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer. response:	She must be stopped...
context: Dream fuel spirit gathers the dreaming energy of everyone in the area and turns it into magic.\But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped... response:	Before it's too late.
context: But I had no other choice after all the time we spent together.\Never forget.\A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late. response:	Never did I imagine this could happen...
context: Never forget.\A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late.\Never did I imagine this could happen... response:	I need to tell Akko everything as well.
context: A believing heart is your magic.\You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well. response:	Take action!
context: You couldn't reach it yet again.\To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action! response:	Take action!
context: To the seventh Word.\I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action!\Take action! response:	Raise your hands!
context: I can't let Croix go unchecked any longer.\She must be stopped...\Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action!\Take action!\Raise your hands! response:	Raise your hands!
context: She must be stopped...\Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action!\Take action!\Raise your hands!\Raise your hands! response:	Release the shutter on this scene like it's the moment of a lifetime
context: Before it's too late.\Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action!\Take action!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime response:	One scene shattaa kiru you ni setsuna wo utsushite
context: Never did I imagine this could happen...\I need to tell Akko everything as well.\Take action!\Take action!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite response:	Release the shutter on this scene like it's the moment of a lifetime
context: I need to tell Akko everything as well.\Take action!\Take action!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime response:	One scene shattaa kiru you ni setsuna wo utsushite
context: Take action!\Take action!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite response:	Turn it into a story that can speak for itself
context: Take action!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself response:	tsukuriageru na mo naki hitotsu no story
context: Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story response:	Turn it into a story that can speak for itself
context: Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself response:	tsukuriageru na mo naki hitotsu no story
context: Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story response:	Every single one of us can become a hero
context: One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero response:	watashitachi wa dare datte hiiro ni nareru
context: Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru response:	Every single one of us can become a hero
context: One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero response:	watashitachi wa dare datte hiiro ni nareru
context: Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru response:	The possibility hides within us, don't you think?
context: tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think? response:	kanousei wo himeta sonzai, sou deshou?
context: Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou? response:	The possibility hides within us, don't you think?
context: tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think? response:	kanousei wo himeta sonzai, sou deshou?
context: Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou? response:	Your first steps forward can be small to start
context: watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Your first steps forward can be small to start
context: watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Your first steps forward can be small to start
context: kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Keep it up, and we can create a brand-new future
context: kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	I'll always believe no matter what
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what response:	donna toki mo shinjiteiru yo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo response:	I'll always believe no matter what
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what response:	donna toki mo shinjiteiru yo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo response:	In this world and in my dreams
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams response:	kono sekai wo, jibun no yume wo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo response:	In this world and in my dreams
context: kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams response:	kono sekai wo, jibun no yume wo
context: I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo response:	This uncontrollable urge is compelling me to begin
context: donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin response:	osaekirenai shoudou wa hajimari no aizu datte sa
context: I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa response:	This uncontrollable urge is compelling me to begin
context: donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin response:	osaekirenai shoudou wa hajimari no aizu datte sa
context: In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa response:	Telling me to go out and find the me I haven't become yet
context: kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet response:	mada watashi ga shiranai watashi ni deau tame
context: In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame response:	Telling me to go out and find the me I haven't become yet
context: kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet response:	mada watashi ga shiranai watashi ni deau tame
context: This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame response:	So off I go!
context: osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go! response:	kimeta yo
context: This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo response:	So off I go!
context: osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go! response:	kimeta yo
context: Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo response:	Don't be afraid to try again
context: mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again response:	osorenaide try again
context: Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again response:	Don't be afraid to try again
context: mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again response:	osorenaide try again
context: So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again response:	Keep getting up and fly away
context: kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away response:	nando datte fly away
context: So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away response:	Keep getting up and fly away
context: kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away response:	nando datte fly away
context: Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away response:	It's showtime!
context: osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime! response:	It's showtime!
context: Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime! response:	Oh I don't want to miss a thing
context: osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing response:	Oh I don't want to miss a thing
context: Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing response:	Starting from here
context: nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here response:	kono basho kara
context: Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara response:	Starting from here
context: nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here response:	kono basho kara
context: It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara response:	Little Witch Academia
context: It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia response:	Little Witch Academia
context: Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia response:	New facts have surfaced in the goal controversy.
context: Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy. response:	At the same time, protests are continuing to escalate.
context: Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate. response:	The opposing faction has ended their silence and launched counter-protests in turn.
context: kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn. response:	Some supporters have started resorting to extreme measures.
context: Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures. response:	The two countries have been at war three times since the middle ages,
context: kono basho kara\Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages, response:	and some are saying this uproar may be the start of a fourth
context: Little Witch Academia\Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth response:	Our appeasement policy is reaching the end of its life.
context: Little Witch Academia\New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life. response:	They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.
context: New facts have surfaced in the goal controversy.\At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore. response:	Their whole nation thinks they can take advantage of us.
