context: Staff Room response:	Goodbye.
context: She was in the staff room this late...\I bet she had questions for the teachers.\There are things even she doesn't find easy.\She's really awkward, after all.\I think you've got the wrong idea about her, too.\You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you. response:	Smile?
context: I bet she had questions for the teachers.\There are things even she doesn't find easy.\She's really awkward, after all.\I think you've got the wrong idea about her, too.\You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you.\Smile? response:	It's really something.
context: There are things even she doesn't find easy.\She's really awkward, after all.\I think you've got the wrong idea about her, too.\You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you.\Smile?\It's really something. response:	I just lectured her like an old man!
context: She's really awkward, after all.\I think you've got the wrong idea about her, too.\You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you.\Smile?\It's really something.\I just lectured her like an old man! response:	Don't give up on trying.
context: I think you've got the wrong idea about her, too.\You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you.\Smile?\It's really something.\I just lectured her like an old man!\Don't give up on trying. response:	Talk about pot calling the kettle black.
context: You've never really talked to her.\Oh, right!\Next time you get a chance, ask her to smile for you.\Smile?\It's really something.\I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black. response:	I'm one to talk, considering I gave up.
context: Oh, right!\Next time you get a chance, ask her to smile for you.\Smile?\It's really something.\I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up. response:	Wh-What's up, Hishiro-san?
context: Next time you get a chance, ask her to smile for you.\Smile?\It's really something.\I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san? response:	I was waiting for you.
context: Smile?\It's really something.\I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you. response:	There's something bothering me.
context: It's really something.\I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me. response:	Thinking about it didn't get me anywhere, so I waited to ask you.
context: I just lectured her like an old man!\Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you. response:	Why did Kariu-san have my bag?
context: Don't give up on trying.\Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag? response:	I've thought about it a lot,
context: Talk about pot calling the kettle black.\I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot, response:	but all I can think of is that she stole it, so I'm confused.
context: I'm one to talk, considering I gave up.\Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused. response:	Uh...
context: Wh-What's up, Hishiro-san?\I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh... response:	Kariu-san and my eyes have been meeting often lately,
context: I was waiting for you.\There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately, response:	and every time, I've made sure to smile.
context: There's something bothering me.\Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile. response:	So I thought we were friendly.
context: Thinking about it didn't get me anywhere, so I waited to ask you.\Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly. response:	Th-Think!
context: Why did Kariu-san have my bag?\I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think! response:	What the hell should I tell this malice-free tone-deaf communicator?!
context: I've thought about it a lot,\but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?! response:	Sh-She thought it was dangerous to leave the bag lying in the hall.
context: but all I can think of is that she stole it, so I'm confused.\Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall. response:	So she thought she'd take care of it for you.
context: Uh...\Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you. response:	Oh...
context: Kariu-san and my eyes have been meeting often lately,\and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh... response:	That's a relief.
context: and every time, I've made sure to smile.\So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh...\That's a relief. response:	Now that I know the reason, I feel a lot better.
context: So I thought we were friendly.\Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh...\That's a relief.\Now that I know the reason, I feel a lot better. response:	I knew she couldn't have tried to steal it.
context: Th-Think!\What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh...\That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it. response:	But I couldn't think of anything else. I'm ashamed of myself.
context: What the hell should I tell this malice-free tone-deaf communicator?!\Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh...\That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself. response:	Is getting rid of all the thorns in someone's path really what's best for them?
context: Sh-She thought it was dangerous to leave the bag lying in the hall.\So she thought she'd take care of it for you.\Oh...\That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them? response:	Sorry.
context: So she thought she'd take care of it for you.\Oh...\That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry. response:	That was a lie.
context: Oh...\That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie. response:	Kariu took your bag to cause problems for you.
context: That's a relief.\Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie.\Kariu took your bag to cause problems for you. response:	Why would she...
context: Now that I know the reason, I feel a lot better.\I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie.\Kariu took your bag to cause problems for you.\Why would she... response:	She wanted the silver pin,
context: I knew she couldn't have tried to steal it.\But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie.\Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin, response:	so she was jealous and frustrated.
context: But I couldn't think of anything else. I'm ashamed of myself.\Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie.\Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin,\so she was jealous and frustrated. response:	Kariu-san wants this?
context: Is getting rid of all the thorns in someone's path really what's best for them?\Sorry.\That was a lie.\Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this? response:	Holy crap.
context: Sorry.\That was a lie.\Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this?\Holy crap. response:	She's even denser than Oga.
context: That was a lie.\Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this?\Holy crap.\She's even denser than Oga. response:	Then if I give her this, can we be friends?
context: Kariu took your bag to cause problems for you.\Why would she...\She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this?\Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends? response:	No way.
context: Why would she...\She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this?\Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends?\No way. response:	I don't understand.
context: She wanted the silver pin,\so she was jealous and frustrated.\Kariu-san wants this?\Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends?\No way.\I don't understand. response:	Does Kariu-san hate me?
context: so she was jealous and frustrated.\Kariu-san wants this?\Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends?\No way.\I don't understand.\Does Kariu-san hate me? response:	Yeah, I guess you wouldn't get it.
context: Kariu-san wants this?\Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends?\No way.\I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it. response:	Hishiro-san,
context: Holy crap.\She's even denser than Oga.\Then if I give her this, can we be friends?\No way.\I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san, response:	for someone so smart, you can be really dense.
context: She's even denser than Oga.\Then if I give her this, can we be friends?\No way.\I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense. response:	You haven't noticed that everyone's mad at you, have you?
context: Then if I give her this, can we be friends?\No way.\I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you? response:	I don't understand what I say that makes people so mad.
context: No way.\I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad. response:	I don't understand how they feel.
context: I don't understand.\Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel. response:	I know that's because I haven't properly socialized.
context: Does Kariu-san hate me?\Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized. response:	I've tried to learn.
context: Yeah, I guess you wouldn't get it.\Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn. response:	I've tried to study up on it,
context: Hishiro-san,\for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it, response:	but I just don't know what's right.
context: for someone so smart, you can be really dense.\You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it,\but I just don't know what's right. response:	That's a tough one.
context: You haven't noticed that everyone's mad at you, have you?\I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it,\but I just don't know what's right.\That's a tough one. response:	There is no right answer for getting along.
context: I don't understand what I say that makes people so mad.\I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it,\but I just don't know what's right.\That's a tough one.\There is no right answer for getting along. response:	Different people require different answers.
context: I don't understand how they feel.\I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it,\but I just don't know what's right.\That's a tough one.\There is no right answer for getting along.\Different people require different answers. response:	Different people... require different answers?
context: I know that's because I haven't properly socialized.\I've tried to learn.\I've tried to study up on it,\but I just don't know what's right.\That's a tough one.\There is no right answer for getting along.\Different people require different answers.\Different people... require different answers? response:	Sorry, I didn't mean to overload you.
context: I've tried to learn.\I've tried to study up on it,\but I just don't know what's right.\That's a tough one.\There is no right answer for getting along.\Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you. response:	I'm going to wait for Kariu-san.
context: I've tried to study up on it,\but I just don't know what's right.\That's a tough one.\There is no right answer for getting along.\Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san. response:	I can't leave this be.
context: but I just don't know what's right.\That's a tough one.\There is no right answer for getting along.\Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be. response:	I want to be her friend for real.
context: That's a tough one.\There is no right answer for getting along.\Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real. response:	But I don't know how.
context: There is no right answer for getting along.\Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real.\But I don't know how. response:	If I don't know the right answer... I'll just ask her.
context: Different people require different answers.\Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her. response:	Like you're asking a teacher?
context: Different people... require different answers?\Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher? response:	One more question.
context: Sorry, I didn't mean to overload you.\I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question. response:	When I saw your hands wrapped protectively around her,
context: I'm going to wait for Kariu-san.\I can't leave this be.\I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her, response:	why did I feel a pang?
context: I can't leave this be.\I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang? response:	No, never mind.
context: I want to be her friend for real.\But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind. response:	It's ineffective to deal with many problems at once.
context: But I don't know how.\If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once. response:	One at a time.
context: If I don't know the right answer... I'll just ask her.\Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once.\One at a time. response:	Please go home.
context: Like you're asking a teacher?\One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once.\One at a time.\Please go home. response:	I think I have to take care of this myself.
context: One more question.\When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once.\One at a time.\Please go home.\I think I have to take care of this myself. response:	G-Got it.
context: When I saw your hands wrapped protectively around her,\why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once.\One at a time.\Please go home.\I think I have to take care of this myself.\G-Got it. response:	See you later, then.
context: why did I feel a pang?\No, never mind.\It's ineffective to deal with many problems at once.\One at a time.\Please go home.\I think I have to take care of this myself.\G-Got it.\See you later, then. response:	As if!
context: No, never mind.\It's ineffective to deal with many problems at once.\One at a time.\Please go home.\I think I have to take care of this myself.\G-Got it.\See you later, then.\As if! response:	Like I can possibly just leave!
context: It's ineffective to deal with many problems at once.\One at a time.\Please go home.\I think I have to take care of this myself.\G-Got it.\See you later, then.\As if!\Like I can possibly just leave! response:	Will she be okay?
context: One at a time.\Please go home.\I think I have to take care of this myself.\G-Got it.\See you later, then.\As if!\Like I can possibly just leave!\Will she be okay? response:	I dunno, will she?
context: Please go home.\I think I have to take care of this myself.\G-Got it.\See you later, then.\As if!\Like I can possibly just leave!\Will she be okay?\I dunno, will she? response:	Why are you here?!
context: I think I have to take care of this myself.\G-Got it.\See you later, then.\As if!\Like I can possibly just leave!\Will she be okay?\I dunno, will she?\Why are you here?! response:	You should be used to this by now.
context: G-Got it.\See you later, then.\As if!\Like I can possibly just leave!\Will she be okay?\I dunno, will she?\Why are you here?!\You should be used to this by now. response:	Wherever you go, I go with you.
context: See you later, then.\As if!\Like I can possibly just leave!\Will she be okay?\I dunno, will she?\Why are you here?!\You should be used to this by now.\Wherever you go, I go with you. response:	Creepy!
context: As if!\Like I can possibly just leave!\Will she be okay?\I dunno, will she?\Why are you here?!\You should be used to this by now.\Wherever you go, I go with you.\Creepy! response:	Keep your voice down!
context: Like I can possibly just leave!\Will she be okay?\I dunno, will she?\Why are you here?!\You should be used to this by now.\Wherever you go, I go with you.\Creepy!\Keep your voice down! response:	And don't be mean.
context: Will she be okay?\I dunno, will she?\Why are you here?!\You should be used to this by now.\Wherever you go, I go with you.\Creepy!\Keep your voice down!\And don't be mean. response:	You're supposed to be watching me, not Hishiro.
context: I dunno, will she?\Why are you here?!\You should be used to this by now.\Wherever you go, I go with you.\Creepy!\Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro. response:	The influence your choices have on those around you
context: Why are you here?!\You should be used to this by now.\Wherever you go, I go with you.\Creepy!\Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you response:	is also a target of my observations.
context: You should be used to this by now.\Wherever you go, I go with you.\Creepy!\Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations. response:	Kariu-san.
context: Wherever you go, I go with you.\Creepy!\Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations.\Kariu-san. response:	I've been waiting for you.
context: Creepy!\Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations.\Kariu-san.\I've been waiting for you. response:	An ambush?
context: Keep your voice down!\And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations.\Kariu-san.\I've been waiting for you.\An ambush? response:	Oh. that's right.
context: And don't be mean.\You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations.\Kariu-san.\I've been waiting for you.\An ambush?\Oh. that's right. response:	She knows I had her bag.
context: You're supposed to be watching me, not Hishiro.\The influence your choices have on those around you\is also a target of my observations.\Kariu-san.\I've been waiting for you.\An ambush?\Oh. that's right.\She knows I had her bag. response:	So this is an interrogation.
context: The influence your choices have on those around you\is also a target of my observations.\Kariu-san.\I've been waiting for you.\An ambush?\Oh. that's right.\She knows I had her bag.\So this is an interrogation. response:	Kariu-san.
context: is also a target of my observations.\Kariu-san.\I've been waiting for you.\An ambush?\Oh. that's right.\She knows I had her bag.\So this is an interrogation.\Kariu-san. response:	Do you want this silver pin that badly?
context: Kariu-san.\I've been waiting for you.\An ambush?\Oh. that's right.\She knows I had her bag.\So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly? response:	Right for the jugular!
context: I've been waiting for you.\An ambush?\Oh. that's right.\She knows I had her bag.\So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly?\Right for the jugular! response:	I heard you tried to run off with my bag.
context: An ambush?\Oh. that's right.\She knows I had her bag.\So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag. response:	Kaizaki-san told me.
context: Oh. that's right.\She knows I had her bag.\So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me. response:	That jerk!
context: She knows I had her bag.\So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk! response:	She ratted me out for ratting Kariu out!
context: So this is an interrogation.\Kariu-san.\Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out! response:	When I asked why you would do that,
context: Kariu-san.\Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that, response:	he said your motive was this silver pin.
context: Do you want this silver pin that badly?\Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin. response:	So I asked if we could be friends if I gave you this,
context: Right for the jugular!\I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this, response:	and he said no way.
context: I heard you tried to run off with my bag.\Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way. response:	Yeah, no way.
context: Kaizaki-san told me.\That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way. response:	Kariu-san.
context: That jerk!\She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way.\Kariu-san. response:	Do you hate me?
context: She ratted me out for ratting Kariu out!\When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way.\Kariu-san.\Do you hate me? response:	Not really...
context: When I asked why you would do that,\he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way.\Kariu-san.\Do you hate me?\Not really... response:	Then why did you take my bag?
context: he said your motive was this silver pin.\So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way.\Kariu-san.\Do you hate me?\Not really...\Then why did you take my bag? response:	Why would you do that to someone you don't hate?
context: So I asked if we could be friends if I gave you this,\and he said no way.\Yeah, no way.\Kariu-san.\Do you hate me?\Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate? response:	She straight up asked.
context: and he said no way.\Yeah, no way.\Kariu-san.\Do you hate me?\Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked. response:	I dunno how she can keep asking this stuff.
context: Yeah, no way.\Kariu-san.\Do you hate me?\Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff. response:	Doesn't it hurt her?
context: Kariu-san.\Do you hate me?\Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her? response:	Well, it is Hishiro-san.
context: Do you hate me?\Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san. response:	No, I...
context: Not really...\Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san.\No, I... response:	Don't run.
context: Then why did you take my bag?\Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san.\No, I...\Don't run. response:	Answer, Kariu.
context: Why would you do that to someone you don't hate?\She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san.\No, I...\Don't run.\Answer, Kariu. response:	I'm not...
context: She straight up asked.\I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san.\No, I...\Don't run.\Answer, Kariu.\I'm not... response:	I hate you.
context: I dunno how she can keep asking this stuff.\Doesn't it hurt her?\Well, it is Hishiro-san.\No, I...\Don't run.\Answer, Kariu.\I'm not...\I hate you. response:	No matter how hard I try, I can't win.
context: Doesn't it hurt her?\Well, it is Hishiro-san.\No, I...\Don't run.\Answer, Kariu.\I'm not...\I hate you.\No matter how hard I try, I can't win. response:	You took what I wanted.
context: Well, it is Hishiro-san.\No, I...\Don't run.\Answer, Kariu.\I'm not...\I hate you.\No matter how hard I try, I can't win.\You took what I wanted. response:	You stood where I wanted to.
context: No, I...\Don't run.\Answer, Kariu.\I'm not...\I hate you.\No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to. response:	And ever since you won, you've always,
context: Don't run.\Answer, Kariu.\I'm not...\I hate you.\No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always, response:	always flashed that mocking smile, so of course I hate you!
context: Answer, Kariu.\I'm not...\I hate you.\No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you! response:	I've never mocked you.
context: I'm not...\I hate you.\No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you. response:	You do! Every time our eyes meet!
context: I hate you.\No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet! response:	I don't.
context: No matter how hard I try, I can't win.\You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet!\I don't. response:	You do!
context: You took what I wanted.\You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet!\I don't.\You do! response:	Why would I ever do that?
context: You stood where I wanted to.\And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet!\I don't.\You do!\Why would I ever do that? response:	Don't ask me!
context: And ever since you won, you've always,\always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet!\I don't.\You do!\Why would I ever do that?\Don't ask me! response:	How can you deny it?!
context: always flashed that mocking smile, so of course I hate you!\I've never mocked you.\You do! Every time our eyes meet!\I don't.\You do!\Why would I ever do that?\Don't ask me!\How can you deny it?! response:	That constant stream of sneers...
