context: Go, go, let's go! Let's go Date Tech! response:	Well? Are they winning?!
context: Great, great, Toru! Push it, push it, Toru! One more time!\It looks like Seijoh has the upper hand.\Date Tech is still flailing around.\Once their giant setter settles, I'm sure he'll be an amazing weapon.\Oikawa, one more nice serve!\Damn it!\It's going over the net!\Chance ball! response:	Another quick is coming!
context: It looks like Seijoh has the upper hand.\Date Tech is still flailing around.\Once their giant setter settles, I'm sure he'll be an amazing weapon.\Oikawa, one more nice serve!\Damn it!\It's going over the net!\Chance ball!\Another quick is coming! response:	Left!
context: Date Tech is still flailing around.\Once their giant setter settles, I'm sure he'll be an amazing weapon.\Oikawa, one more nice serve!\Damn it!\It's going over the net!\Chance ball!\Another quick is coming!\Left! response:	Center!
context: Once their giant setter settles, I'm sure he'll be an amazing weapon.\Oikawa, one more nice serve!\Damn it!\It's going over the net!\Chance ball!\Another quick is coming!\Left!\Center! response:	12! 12!
context: Oikawa, one more nice serve!\Damn it!\It's going over the net!\Chance ball!\Another quick is coming!\Left!\Center!\12! 12! response:	Listen up.
context: Damn it!\It's going over the net!\Chance ball!\Another quick is coming!\Left!\Center!\12! 12!\Listen up. response:	Koganegawa's basically still a baby as a setter.
context: It's going over the net!\Chance ball!\Another quick is coming!\Left!\Center!\12! 12!\Listen up.\Koganegawa's basically still a baby as a setter. response:	Date Tech
context: Chance ball!\Another quick is coming!\Left!\Center!\12! 12!\Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech response:	So you need to help him out, Sakunami.
context: Another quick is coming!\Left!\Center!\12! 12!\Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami. response:	Go somewhere convenient for Koganegawa-kun...
context: Left!\Center!\12! 12!\Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun... response:	And receive!
context: Center!\12! 12!\Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive! response:	Good!
context: 12! 12!\Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive!\Good! response:	When you receive the ball,
context: Listen up.\Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive!\Good!\When you receive the ball, response:	get it high enough for Koganegawa to do a jump toss.
context: Koganegawa's basically still a baby as a setter.\Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive!\Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss. response:	It doesn't matter if it's not that close to the net.
context: Date Tech\So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive!\Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net. response:	He'll get it.
context: So you need to help him out, Sakunami.\Go somewhere convenient for Koganegawa-kun...\And receive!\Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it. response:	You don't need to think about anything difficult yet.
context: Go somewhere convenient for Koganegawa-kun...\And receive!\Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet. response:	Just get it from one high place...
context: And receive!\Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place... response:	Date Tech Aoba Johsai
context: Good!\When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai response:	Nice kill! Aone!
context: When you receive the ball,\get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone! response:	So fast! So high!
context: get it high enough for Koganegawa to do a jump toss.\It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high! response:	Putting it right where the spiker will hit it.
context: It doesn't matter if it's not that close to the net.\He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it. response:	That's definitely a combo that's only possible because of the setter's height.
context: He'll get it.\You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height. response:	Kogane, nice toss!
context: You don't need to think about anything difficult yet.\Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss! response:	Thanks!
context: Just get it from one high place...\Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks! response:	A toss that takes advantage of his height...
context: Date Tech Aoba Johsai\Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks!\A toss that takes advantage of his height... response:	That huge setter's pretty fun.
context: Nice kill! Aone!\So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun. response:	Haikyu!!
context: So fast! So high!\Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!! response:	Haikyu!!
context: Putting it right where the spiker will hit it.\That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!!\Haikyu!! response:	Date Tech Aoba Johsai
context: That's definitely a combo that's only possible because of the setter's height.\Kogane, nice toss!\Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!!\Haikyu!!\Date Tech Aoba Johsai response:	Go, go, let's go! Let's go, Date Tech!
context: Kogane, nice toss!\Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!!\Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech! response:	We're going to catch up!
context: Thanks!\A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!!\Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up! response:	One block here!
context: A toss that takes advantage of his height...\That huge setter's pretty fun.\Haikyu!!\Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here! response:	Jingo, nice serve!
context: That huge setter's pretty fun.\Haikyu!!\Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here!\Jingo, nice serve! response:	Got it!
context: Haikyu!!\Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here!\Jingo, nice serve!\Got it! response:	Nice receive!
context: Haikyu!!\Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here!\Jingo, nice serve!\Got it!\Nice receive! response:	All right!
context: Date Tech Aoba Johsai\Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here!\Jingo, nice serve!\Got it!\Nice receive!\All right! response:	Great, great, Toru! Push it, push it, Toru! One more time!
context: Go, go, let's go! Let's go, Date Tech!\We're going to catch up!\One block here!\Jingo, nice serve!\Got it!\Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time! response:	And a dump!
context: We're going to catch up!\One block here!\Jingo, nice serve!\Got it!\Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump! response:	Right when I thought he was laying low today.
context: One block here!\Jingo, nice serve!\Got it!\Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today. response:	So calm.
context: Jingo, nice serve!\Got it!\Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today.\So calm. response:	So frustrating.
context: Got it!\Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today.\So calm.\So frustrating. response:	Date Tech Aoba Johsai
context: Nice receive!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today.\So calm.\So frustrating.\Date Tech Aoba Johsai response:	One more point! One more point!
context: All right!\Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today.\So calm.\So frustrating.\Date Tech Aoba Johsai\One more point! One more point! response:	And now Seijoh is at match point.
context: Great, great, Toru! Push it, push it, Toru! One more time!\And a dump!\Right when I thought he was laying low today.\So calm.\So frustrating.\Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point. response:	Calm down! Let's break it off with this one!
context: And a dump!\Right when I thought he was laying low today.\So calm.\So frustrating.\Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one! response:	Right!
context: Right when I thought he was laying low today.\So calm.\So frustrating.\Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right! response:	Hanamaki, nice serve!
context: So calm.\So frustrating.\Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve! response:	Nice!
context: So frustrating.\Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve!\Nice! response:	The Seijoh players have all improved their serves.
context: Date Tech Aoba Johsai\One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves. response:	Cover! Cover!
context: One more point! One more point!\And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves.\Cover! Cover! response:	Yeah...
context: And now Seijoh is at match point.\Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves.\Cover! Cover!\Yeah... response:	Left!
context: Calm down! Let's break it off with this one!\Right!\Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves.\Cover! Cover!\Yeah...\Left! response:	Futakuchi-san!
context: Right!\Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves.\Cover! Cover!\Yeah...\Left!\Futakuchi-san! response:	All right!
context: Hanamaki, nice serve!\Nice!\The Seijoh players have all improved their serves.\Cover! Cover!\Yeah...\Left!\Futakuchi-san!\All right! response:	Futakuchi, go!
context: Nice!\The Seijoh players have all improved their serves.\Cover! Cover!\Yeah...\Left!\Futakuchi-san!\All right!\Futakuchi, go! response:	Yeah!
context: The Seijoh players have all improved their serves.\Cover! Cover!\Yeah...\Left!\Futakuchi-san!\All right!\Futakuchi, go!\Yeah! response:	All right!
context: Cover! Cover!\Yeah...\Left!\Futakuchi-san!\All right!\Futakuchi, go!\Yeah!\All right! response:	Nice kill, Futakuchi! Go, go, Futakuchi!
context: Yeah...\Left!\Futakuchi-san!\All right!\Futakuchi, go!\Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi! response:	You see our juniors?!
context: Left!\Futakuchi-san!\All right!\Futakuchi, go!\Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?! response:	You'd better be watching!
context: Futakuchi-san!\All right!\Futakuchi, go!\Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching! response:	And now,
context: All right!\Futakuchi, go!\Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching!\And now, response:	their first-year setter is on the front line.
context: Futakuchi, go!\Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching!\And now,\their first-year setter is on the front line. response:	All right!
context: Yeah!\All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching!\And now,\their first-year setter is on the front line.\All right! response:	Onagawa-senpai, nice serve!
context: All right!\Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching!\And now,\their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve! response:	Futakuchi's the ace, and good at blocking.
context: Nice kill, Futakuchi! Go, go, Futakuchi!\You see our juniors?!\You'd better be watching!\And now,\their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking. response:	Then the center of the iron wall, Aone...
context: You see our juniors?!\You'd better be watching!\And now,\their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone... response:	And then the third... Koganegawa.
context: You'd better be watching!\And now,\their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa. response:	Without a doubt, right now,
context: And now,\their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now, response:	they are the best set of three blockers in the prefecture.
context: their first-year setter is on the front line.\All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture. response:	Nice serve!
context: All right!\Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve! response:	Sorry! It's a bit short!
context: Onagawa-senpai, nice serve!\Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short! response:	Iwa-chan!
context: Futakuchi's the ace, and good at blocking.\Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short!\Iwa-chan! response:	Yeah.
context: Then the center of the iron wall, Aone...\And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short!\Iwa-chan!\Yeah. response:	One touch!
context: And then the third... Koganegawa.\Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short!\Iwa-chan!\Yeah.\One touch! response:	Pantaloons!
context: Without a doubt, right now,\they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short!\Iwa-chan!\Yeah.\One touch!\Pantaloons! response:	Got it!
context: they are the best set of three blockers in the prefecture.\Nice serve!\Sorry! It's a bit short!\Iwa-chan!\Yeah.\One touch!\Pantaloons!\Got it! response:	Kogane!
context: Nice serve!\Sorry! It's a bit short!\Iwa-chan!\Yeah.\One touch!\Pantaloons!\Got it!\Kogane! response:	Right!
context: Sorry! It's a bit short!\Iwa-chan!\Yeah.\One touch!\Pantaloons!\Got it!\Kogane!\Right! response:	Or rather, you don't need to do a feint when doing a dump attack.
context: Iwa-chan!\Yeah.\One touch!\Pantaloons!\Got it!\Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack. response:	Huh?
context: Yeah.\One touch!\Pantaloons!\Got it!\Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh? response:	Smash it!
context: One touch!\Pantaloons!\Got it!\Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it! response:	Whoa. This time, he did a dump and smashed it.
context: Pantaloons!\Got it!\Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it!\Whoa. This time, he did a dump and smashed it. response:	Nice kill, Kanji! Go, go, Kanji!
context: Got it!\Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji! response:	You wouldn't be able to get that even if you saw it coming.
context: Kogane!\Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming. response:	Yeah!
context: Right!\Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah! response:	All right! Break!
context: Or rather, you don't need to do a feint when doing a dump attack.\Huh?\Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break! response:	One more! Go!
context: Huh?\Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break!\One more! Go! response:	Date Tech Aoba Johsai
context: Smash it!\Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break!\One more! Go!\Date Tech Aoba Johsai response:	Hey...
context: Whoa. This time, he did a dump and smashed it.\Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break!\One more! Go!\Date Tech Aoba Johsai\Hey... response:	Hm?
context: Nice kill, Kanji! Go, go, Kanji!\You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break!\One more! Go!\Date Tech Aoba Johsai\Hey...\Hm? response:	Do what we usually do...
context: You wouldn't be able to get that even if you saw it coming.\Yeah!\All right! Break!\One more! Go!\Date Tech Aoba Johsai\Hey...\Hm?\Do what we usually do... response:	Let me take this challenge.
context: Yeah!\All right! Break!\One more! Go!\Date Tech Aoba Johsai\Hey...\Hm?\Do what we usually do...\Let me take this challenge. response:	Got it.
context: All right! Break!\One more! Go!\Date Tech Aoba Johsai\Hey...\Hm?\Do what we usually do...\Let me take this challenge.\Got it. response:	Oikawa tossed away from the net to avoid the block, right?
context: One more! Go!\Date Tech Aoba Johsai\Hey...\Hm?\Do what we usually do...\Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right? response:	Apparently Iwaizumi didn't like that much.
context: Date Tech Aoba Johsai\Hey...\Hm?\Do what we usually do...\Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much. response:	Well, it does make it harder to hit.
context: Hey...\Hm?\Do what we usually do...\Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit. response:	One more point!
context: Hm?\Do what we usually do...\Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point! response:	Nice serve!
context: Do what we usually do...\Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point!\Nice serve! response:	Got it!
context: Let me take this challenge.\Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point!\Nice serve!\Got it! response:	Saku-kun, nice receive!
context: Got it.\Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point!\Nice serve!\Got it!\Saku-kun, nice receive! response:	But it's gonna go over the net!
context: Oikawa tossed away from the net to avoid the block, right?\Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point!\Nice serve!\Got it!\Saku-kun, nice receive!\But it's gonna go over the net! response:	It's up!
context: Apparently Iwaizumi didn't like that much.\Well, it does make it harder to hit.\One more point!\Nice serve!\Got it!\Saku-kun, nice receive!\But it's gonna go over the net!\It's up! response:	Just one more point!
context: Well, it does make it harder to hit.\One more point!\Nice serve!\Got it!\Saku-kun, nice receive!\But it's gonna go over the net!\It's up!\Just one more point! response:	Cover! Cover!
context: One more point!\Nice serve!\Got it!\Saku-kun, nice receive!\But it's gonna go over the net!\It's up!\Just one more point!\Cover! Cover! response:	End it with this!
context: Nice serve!\Got it!\Saku-kun, nice receive!\But it's gonna go over the net!\It's up!\Just one more point!\Cover! Cover!\End it with this! response:	Stop it!
context: Got it!\Saku-kun, nice receive!\But it's gonna go over the net!\It's up!\Just one more point!\Cover! Cover!\End it with this!\Stop it! response:	Don't let them have it!
context: Saku-kun, nice receive!\But it's gonna go over the net!\It's up!\Just one more point!\Cover! Cover!\End it with this!\Stop it!\Don't let them have it! response:	Iwa-chan!
context: But it's gonna go over the net!\It's up!\Just one more point!\Cover! Cover!\End it with this!\Stop it!\Don't let them have it!\Iwa-chan! response:	Yep!
context: It's up!\Just one more point!\Cover! Cover!\End it with this!\Stop it!\Don't let them have it!\Iwa-chan!\Yep! response:	Right now, I'm basically a baby as a setter.
context: Just one more point!\Cover! Cover!\End it with this!\Stop it!\Don't let them have it!\Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter. response:	If there's anything right now that I have that is equal to my senpais,
context: Cover! Cover!\End it with this!\Stop it!\Don't let them have it!\Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais, response:	it's my height!
context: End it with this!\Stop it!\Don't let them have it!\Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height! response:	We're not going to let it...
context: Stop it!\Don't let them have it!\Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it... response:	Your resolve is weak,
context: Don't let them have it!\Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it...\Your resolve is weak, response:	you little first-year!
context: Iwa-chan!\Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it...\Your resolve is weak,\you little first-year! response:	It went through the middle of his arms!
context: Yep!\Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it...\Your resolve is weak,\you little first-year!\It went through the middle of his arms! response:	That's awesome, Iwaizumi!
context: Right now, I'm basically a baby as a setter.\If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it...\Your resolve is weak,\you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi! response:	You awesome guy!
context: If there's anything right now that I have that is equal to my senpais,\it's my height!\We're not going to let it...\Your resolve is weak,\you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy! response:	You're amazing, Iwaizumi-san!
context: it's my height!\We're not going to let it...\Your resolve is weak,\you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san! response:	Nice kill.
context: We're not going to let it...\Your resolve is weak,\you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill. response:	I guess I still have a lot to learn.
context: Your resolve is weak,\you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn. response:	He faced those three blockers head-on.
context: you little first-year!\It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on. response:	I hate to admit it, but that was awesome.
context: It went through the middle of his arms!\That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome. response:	Date Tech Aoba Johsai
context: That's awesome, Iwaizumi!\You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai response:	Thank you very much!
context: You awesome guy!\You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much! response:	I guess we know...
context: You're amazing, Iwaizumi-san!\Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much!\I guess we know... response:	Line up.
context: Nice kill.\I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much!\I guess we know...\Line up. response:	What do you mean, Geh? Futakuchi, you jerk.
context: I guess I still have a lot to learn.\He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much!\I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk. response:	You still suck, Kogane!
context: He faced those three blockers head-on.\I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much!\I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane! response:	I'm sorry!
context: I hate to admit it, but that was awesome.\Date Tech Aoba Johsai\Thank you very much!\I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry! response:	And the new captain totally has his hands full.
context: Date Tech Aoba Johsai\Thank you very much!\I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full. response:	Do you understand how important Moniwa was now?
context: Thank you very much!\I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now? response:	I've always known that!
context: I guess we know...\Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that! response:	Good grief...
context: Line up.\What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that!\Good grief... response:	I only see potential here.
context: What do you mean, Geh? Futakuchi, you jerk.\You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that!\Good grief...\I only see potential here. response:	Not to mention, a lot of potential.
context: You still suck, Kogane!\I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that!\Good grief...\I only see potential here.\Not to mention, a lot of potential. response:	Keep working hard, even more than you have been.
context: I'm sorry!\And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that!\Good grief...\I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been. response:	You guys will form the ultimate iron wall yet.
context: And the new captain totally has his hands full.\Do you understand how important Moniwa was now?\I've always known that!\Good grief...\I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet. response:	All right, let's go.
