context: You're Miss Emma, right? response:	This is for you.
context: I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day.\There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall. response:	The northern water tower has an observation platform...
context: Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day.\There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform... response:	It makes me dizzy just hearing about it.
context: It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day.\There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it. response:	In summer, they hold fireworks displays.
context: A stroll around the world, eh?\All in a single day.\There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays. response:	Fireworks?
context: All in a single day.\There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks? response:	Shall we come see it sometime?
context: There's still more to see.\There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime? response:	It's amazing! There are fireworks that look like the Niagara Falls...
context: There's a library, and a moving picture gallery.\On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls... response:	The exhibition will be closing in 1 5 minutes.
context: On Saturdays, there are performances in the concert hall.\The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes. response:	The exhibition is closing!
context: The northern water tower has an observation platform...\It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing! response:	Please make your way to the exit.
context: It makes me dizzy just hearing about it.\In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit. response:	We are closing!
context: In summer, they hold fireworks displays.\Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit.\We are closing! response:	And finally they found me, looking at the models, completely nonchalant.
context: Fireworks?\Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant. response:	So then, you weren't really lost.
context: Shall we come see it sometime?\It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost. response:	I didn't consider myself lost, either. I couldn't understand why he was so angry!
context: It's amazing! There are fireworks that look like the Niagara Falls...\The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry! response:	But then, I realized that my mother was nowhere to be found.
context: The exhibition will be closing in 1 5 minutes.\The exhibition is closing!\Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found. response:	What...?
context: The exhibition is closing!\Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...? response:	So my father dragged me and my sister around by the hand, searching for our lost mother.
context: Please make your way to the exit.\We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother. response:	It's like I have three children, he kept complaining.
context: We are closing!\And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining. response:	It all seems so long ago now...
context: And finally they found me, looking at the models, completely nonchalant.\So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now... response:	It's rather quiet, isn't it?
context: So then, you weren't really lost.\I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it? response:	Is it that late already?
context: I didn't consider myself lost, either. I couldn't understand why he was so angry!\But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already? response:	The sun is setting... Shall we go?
context: But then, I realized that my mother was nowhere to be found.\What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go? response:	Yes.
context: What...?\So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go?\Yes. response:	Huh?
context: So my father dragged me and my sister around by the hand, searching for our lost mother.\It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go?\Yes.\Huh? response:	I don't believe it!
context: It's like I have three children, he kept complaining.\It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go?\Yes.\Huh?\I don't believe it! response:	It won't open?
context: It all seems so long ago now...\It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go?\Yes.\Huh?\I don't believe it!\It won't open? response:	It's locked!
context: It's rather quiet, isn't it?\Is it that late already?\The sun is setting... Shall we go?\Yes.\Huh?\I don't believe it!\It won't open?\It's locked! response:	No good. This one's closed as well.
context: Is it that late already?\The sun is setting... Shall we go?\Yes.\Huh?\I don't believe it!\It won't open?\It's locked!\No good. This one's closed as well. response:	Hey! Is anyone there?!
context: The sun is setting... Shall we go?\Yes.\Huh?\I don't believe it!\It won't open?\It's locked!\No good. This one's closed as well.\Hey! Is anyone there?! response:	P-Please, wait!
context: Yes.\Huh?\I don't believe it!\It won't open?\It's locked!\No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait! response:	But...
context: Huh?\I don't believe it!\It won't open?\It's locked!\No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait!\But... response:	I'm sorry. It's turned out to be a terrible day.
context: I don't believe it!\It won't open?\It's locked!\No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day. response:	Not at all.
context: It won't open?\It's locked!\No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day.\Not at all. response:	Being here like this gives me such a strange feeling. I've never been so happy...
context: It's locked!\No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy... response:	This happiness, it can't last.
context: No good. This one's closed as well.\Hey! Is anyone there?!\P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last. response:	That's the feeling I have.
context: Hey! Is anyone there?!\P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have. response:	Why do you... feel that way?
context: P-Please, wait!\But...\I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way? response:	Because so much has happened.
context: But...\I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way?\Because so much has happened. response:	I'm sorry. I shouldn't have...
context: I'm sorry. It's turned out to be a terrible day.\Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have... response:	It's all right.
context: Not at all.\Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have...\It's all right. response:	It's the first time I've ever heard you talk about yourself in this way.
context: Being here like this gives me such a strange feeling. I've never been so happy...\This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way. response:	Come in.
context: This happiness, it can't last.\That's the feeling I have.\Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in. response:	Do you know where Master William is?
context: That's the feeling I have.\Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is? response:	Why?
context: Why do you... feel that way?\Because so much has happened.\I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is?\Why? response:	Mr. Jones is searching for him. I thought you might know where he is.
context: Because so much has happened.\I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is. response:	Your name is Stevens, is it not?
context: I'm sorry. I shouldn't have...\It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not? response:	Isn't that Master William's?
context: It's all right.\It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's? response:	I'm sorry, but please tell Mr. Jones that his son has already retired to bed.
context: It's the first time I've ever heard you talk about yourself in this way.\Come in.\Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed. response:	Just pretend that you mistook me for him.
context: Come in.\Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him. response:	I'm afraid I can't do that.
context: Do you know where Master William is?\Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that. response:	Come now, don't say such boorish things.
context: Why?\Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things. response:	The full moon is so bright.
context: Mr. Jones is searching for him. I thought you might know where he is.\Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright. response:	It is indeed.
context: Your name is Stevens, is it not?\Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright.\It is indeed. response:	The insects are buzzing...
context: Isn't that Master William's?\I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright.\It is indeed.\The insects are buzzing... response:	But the birds are asleep.
context: I'm sorry, but please tell Mr. Jones that his son has already retired to bed.\Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright.\It is indeed.\The insects are buzzing...\But the birds are asleep. response:	Aren't you sleepy?
context: Just pretend that you mistook me for him.\I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright.\It is indeed.\The insects are buzzing...\But the birds are asleep.\Aren't you sleepy? response:	I normally go to bed much later than this.
context: I'm afraid I can't do that.\Come now, don't say such boorish things.\The full moon is so bright.\It is indeed.\The insects are buzzing...\But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this. response:	It must be hard.
context: Come now, don't say such boorish things.\The full moon is so bright.\It is indeed.\The insects are buzzing...\But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this.\It must be hard. response:	I'm used to it.
context: The full moon is so bright.\It is indeed.\The insects are buzzing...\But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this.\It must be hard.\I'm used to it. response:	Um...
context: It is indeed.\The insects are buzzing...\But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this.\It must be hard.\I'm used to it.\Um... response:	Yes?
context: The insects are buzzing...\But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this.\It must be hard.\I'm used to it.\Um...\Yes? response:	Nothing...
context: But the birds are asleep.\Aren't you sleepy?\I normally go to bed much later than this.\It must be hard.\I'm used to it.\Um...\Yes?\Nothing... response:	Mr. Jones?
context: Aren't you sleepy?\I normally go to bed much later than this.\It must be hard.\I'm used to it.\Um...\Yes?\Nothing...\Mr. Jones? response:	Yes?
context: I normally go to bed much later than this.\It must be hard.\I'm used to it.\Um...\Yes?\Nothing...\Mr. Jones?\Yes? response:	Oh... it's nothing.
context: It must be hard.\I'm used to it.\Um...\Yes?\Nothing...\Mr. Jones?\Yes?\Oh... it's nothing. response:	Are you tired?
context: I'm used to it.\Um...\Yes?\Nothing...\Mr. Jones?\Yes?\Oh... it's nothing.\Are you tired? response:	No... I saw so many things that I'd never seen before, I think my eyes must be in shock.
context: Um...\Yes?\Nothing...\Mr. Jones?\Yes?\Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock. response:	What? What are you two doing here...?
context: Yes?\Nothing...\Mr. Jones?\Yes?\Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...? response:	Hey... The door's open.
context: Nothing...\Mr. Jones?\Yes?\Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open. response:	It's a fine morning.
context: Mr. Jones?\Yes?\Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open.\It's a fine morning. response:	I'm sorry to have fallen asleep.
context: Yes?\Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep. response:	Not at all.
context: Oh... it's nothing.\Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep.\Not at all. response:	Stevens, please close the curtains...
context: Are you tired?\No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains... response:	Sir?
context: No... I saw so many things that I'd never seen before, I think my eyes must be in shock.\What? What are you two doing here...?\Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains...\Sir? response:	I've only just gotten to sleep.
context: What? What are you two doing here...?\Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains...\Sir?\I've only just gotten to sleep. response:	Did you not sleep last night?
context: Hey... The door's open.\It's a fine morning.\I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains...\Sir?\I've only just gotten to sleep.\Did you not sleep last night? response:	No...
context: It's a fine morning.\I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains...\Sir?\I've only just gotten to sleep.\Did you not sleep last night?\No... response:	Where's William?
context: I'm sorry to have fallen asleep.\Not at all.\Stevens, please close the curtains...\Sir?\I've only just gotten to sleep.\Did you not sleep last night?\No...\Where's William? response:	He is sleeping, sir.
context: Not at all.\Stevens, please close the curtains...\Sir?\I've only just gotten to sleep.\Did you not sleep last night?\No...\Where's William?\He is sleeping, sir. response:	Sleeping? At this time of day?
context: Stevens, please close the curtains...\Sir?\I've only just gotten to sleep.\Did you not sleep last night?\No...\Where's William?\He is sleeping, sir.\Sleeping? At this time of day? response:	He told me not to wake him, sir.
context: Sir?\I've only just gotten to sleep.\Did you not sleep last night?\No...\Where's William?\He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir. response:	Honestly, what on Earth is that boy thinking?
context: I've only just gotten to sleep.\Did you not sleep last night?\No...\Where's William?\He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking? response:	I do apologize.
context: Did you not sleep last night?\No...\Where's William?\He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize. response:	And after you went to all this trouble to come and see him.
context: No...\Where's William?\He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him. response:	Not at all. He must very be tired.
context: Where's William?\He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired. response:	So that's how it is, Eleanor. We'll ask him out another time.
context: He is sleeping, sir.\Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time. response:	But... the weather has finally turned nice...
context: Sleeping? At this time of day?\He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice... response:	It isn't something to be fussing about.
context: He told me not to wake him, sir.\Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about. response:	If you'd like, Miss Campbell...
context: Honestly, what on Earth is that boy thinking?\I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell... response:	William doesn't have a partner for the next ball.
context: I do apologize.\And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball. response:	Would you be gracious enough to accept?
context: And after you went to all this trouble to come and see him.\Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept? response:	Would that be all right?
context: Not at all. He must very be tired.\So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right? response:	William would be happy to see you.
context: So that's how it is, Eleanor. We'll ask him out another time.\But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you. response:	Yes, of course!
context: But... the weather has finally turned nice...\It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you.\Yes, of course! response:	I'm glad to hear that!
context: It isn't something to be fussing about.\If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you.\Yes, of course!\I'm glad to hear that! response:	I will inform William as well.
context: If you'd like, Miss Campbell...\William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you.\Yes, of course!\I'm glad to hear that!\I will inform William as well. response:	Good morning.
context: William doesn't have a partner for the next ball.\Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you.\Yes, of course!\I'm glad to hear that!\I will inform William as well.\Good morning. response:	I slept soundly last night. What time did you return?
context: Would you be gracious enough to accept?\Would that be all right?\William would be happy to see you.\Yes, of course!\I'm glad to hear that!\I will inform William as well.\Good morning.\I slept soundly last night. What time did you return? response:	Ma'am...
context: Would that be all right?\William would be happy to see you.\Yes, of course!\I'm glad to hear that!\I will inform William as well.\Good morning.\I slept soundly last night. What time did you return?\Ma'am... response:	Ah, what a wonderful smell!
context: William would be happy to see you.\Yes, of course!\I'm glad to hear that!\I will inform William as well.\Good morning.\I slept soundly last night. What time did you return?\Ma'am...\Ah, what a wonderful smell! response:	It's nearly ready.
context: Yes, of course!\I'm glad to hear that!\I will inform William as well.\Good morning.\I slept soundly last night. What time did you return?\Ma'am...\Ah, what a wonderful smell!\It's nearly ready. response:	Thank you.
context: I'm glad to hear that!\I will inform William as well.\Good morning.\I slept soundly last night. What time did you return?\Ma'am...\Ah, what a wonderful smell!\It's nearly ready.\Thank you. response:	Next Episode: The Pocket Watch
