context: Yesterday sucked! response:	I barely had any chances to speak to Onodera,
context: I never dreamed this would ever happen!\Oh, crap... I'm getting a little nervous!\I guess Ichijou-kun is teaching me how to swim.\I'm getting a little nervous.\Hey, Onodera, so you really can't swim?\Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows? response:	Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.
context: Oh, crap... I'm getting a little nervous!\I guess Ichijou-kun is teaching me how to swim.\I'm getting a little nervous.\Hey, Onodera, so you really can't swim?\Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice. response:	Don't worry about it!
context: I guess Ichijou-kun is teaching me how to swim.\I'm getting a little nervous.\Hey, Onodera, so you really can't swim?\Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it! response:	I love these things!
context: I'm getting a little nervous.\Hey, Onodera, so you really can't swim?\Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things! response:	Just leave all the hard work to me and forget everything else!
context: Hey, Onodera, so you really can't swim?\Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else! response:	I can see why Ichijou-kun picked you.
context: Nope. Oh, Ruri-chan... She set this up without asking me.\But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you. response:	You're such a lovely person, Kirisaki-san.
context: But I wonder why she's making you help out when she knows you can't swim.\Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san. response:	Oh, come now! You there, mademoiselle?
context: Who knows?\Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle? response:	We may be indoors, but if you've got a swimsuit on, that means sunblock!
context: Um... I'm really sorry, Kirisaki-san, for making you do this on such short notice.\Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock! response:	Shall I rub it on for you?
context: Don't worry about it!\I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you? response:	Huh? Huh?
context: I love these things!\Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh? response:	Look, Maiko-kun... If you're gonna get in the way, would you mind going home?
context: Just leave all the hard work to me and forget everything else!\I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home? response:	Are you okay, Kirisaki-san?
context: I can see why Ichijou-kun picked you.\You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san? response:	Y-Yeah...
context: You're such a lovely person, Kirisaki-san.\Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah... response:	Oh, c'mon, Ruri-chan, you're such a spoilsport!
context: Oh, come now! You there, mademoiselle?\We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport! response:	10,000 yen for a massage... What do you say?
context: We may be indoors, but if you've got a swimsuit on, that means sunblock!\Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say? response:	You can pay me when you're rich!
context: Shall I rub it on for you?\Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich! response:	Wait a sec, where's Four Eyes?
context: Huh? Huh?\Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes? response:	Isn't he staking us out today?
context: Look, Maiko-kun... If you're gonna get in the way, would you mind going home?\Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today? response:	I mean, Shuu could've gotten himself shot just now.
context: Are you okay, Kirisaki-san?\Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now. response:	Mistress...
context: Y-Yeah...\Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress... response:	How you've grown!
context: Oh, c'mon, Ruri-chan, you're such a spoilsport!\10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown! response:	Your Claude couldn't be happier!
context: 10,000 yen for a massage... What do you say?\You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown!\Your Claude couldn't be happier! response:	All right. I'm gonna start by showing you how it's done, so watch closely. Okay?
context: You can pay me when you're rich!\Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay? response:	R-Right! Please, go ahead!
context: Wait a sec, where's Four Eyes?\Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead! response:	Well? Did you see that? Did you get the general idea?
context: Isn't he staking us out today?\I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea? response:	Far too advanced. No help at all.
context: I mean, Shuu could've gotten himself shot just now.\Mistress...\How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all. response:	Why? I tried so hard to help her... so why?
context: Mistress...\How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why? response:	A-Anyway, you can't swim at all, right, Onodera?
context: How you've grown!\Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera? response:	Let's start with the basics of the basics!
context: Your Claude couldn't be happier!\All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics! response:	O-Okay...
context: All right. I'm gonna start by showing you how it's done, so watch closely. Okay?\R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay... response:	All right, why don't we start off easy with some leg kicks?
context: R-Right! Please, go ahead!\Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks? response:	Okay!
context: Well? Did you see that? Did you get the general idea?\Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay! response:	Wow, one-on-one swimming lessons with Onodera?
context: Far too advanced. No help at all.\Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera? response:	This was totally unthinkable until now.
context: Why? I tried so hard to help her... so why?\A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now. response:	Onodera's so close to me!
context: A-Anyway, you can't swim at all, right, Onodera?\Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me! response:	Her cleavage is showing a little thanks to her swimsuit being a little damp!
context: Let's start with the basics of the basics!\O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp! response:	Hold on, I'm totally holding hands with her like it's the most natural thing in the world!
context: O-Okay...\All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world! response:	Onodera's hands... so soft and warm...
context: All right, why don't we start off easy with some leg kicks?\Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm... response:	M-Make sure you don't let go, okay?
context: Okay!\Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay? response:	Onodera!
context: Wow, one-on-one swimming lessons with Onodera?\This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera! response:	Sorry, Onodera.
context: This was totally unthinkable until now.\Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera. response:	No, it's my fault for not being able to swim.
context: Onodera's so close to me!\Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim. response:	No, it was all my fault.
context: Her cleavage is showing a little thanks to her swimsuit being a little damp!\Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault. response:	What do you want to do now? Wanna take a break?
context: Hold on, I'm totally holding hands with her like it's the most natural thing in the world!\Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break? response:	No, no, you're taking the time to teach me.
context: Onodera's hands... so soft and warm...\M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me. response:	So I'll keep trying!
context: M-Make sure you don't let go, okay?\Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying! response:	God damn it!
context: Onodera!\Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it! response:	She's too damn cute!
context: Sorry, Onodera.\No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it!\She's too damn cute! response:	I want to marry her!
context: No, it's my fault for not being able to swim.\No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it!\She's too damn cute!\I want to marry her! response:	Oh, hey. I'm gonna go buy some drinks.
context: No, it was all my fault.\What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it!\She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks. response:	It'd be wrong not to show my gratitude.
context: What do you want to do now? Wanna take a break?\No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it!\She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude. response:	Is tea all right, Ichijou-kun?
context: No, no, you're taking the time to teach me.\So I'll keep trying!\God damn it!\She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun? response:	Uh, yeah.
context: So I'll keep trying!\God damn it!\She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah. response:	What a sweet girl!
context: God damn it!\She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl! response:	All right! Now I'm pumped up to make sure Onodera learns how to swim!
context: She's too damn cute!\I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim! response:	Huh? Is that...
context: I want to marry her!\Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that... response:	Onodera's key?
context: Oh, hey. I'm gonna go buy some drinks.\It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key? response:	If this...
context: It'd be wrong not to show my gratitude.\Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key?\If this... response:	If this turns out to be... that key from ten years ago...
context: Is tea all right, Ichijou-kun?\Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key?\If this...\If this turns out to be... that key from ten years ago... response:	then Onodera's... the girl I made that promise with.
context: Uh, yeah.\What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key?\If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with. response:	Yes...
context: What a sweet girl!\All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key?\If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes... response:	Let's get married.
context: All right! Now I'm pumped up to make sure Onodera learns how to swim!\Huh? Is that...\Onodera's key?\If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes...\Let's get married. response:	Damn it! What am I thinking?
context: Huh? Is that...\Onodera's key?\If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes...\Let's get married.\Damn it! What am I thinking? response:	But... if there was ever a time to find out...
context: Onodera's key?\If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes...\Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out... response:	it's right now.
context: If this...\If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes...\Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now. response:	Huh? What the... The key won't go in!
context: If this turns out to be... that key from ten years ago...\then Onodera's... the girl I made that promise with.\Yes...\Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in! response:	Was the head shaped like this?
context: then Onodera's... the girl I made that promise with.\Yes...\Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this? response:	I got you some tea, Ichijou-kun!
context: Yes...\Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun! response:	Hey, you! How dare you make a girl run your errands!
context: Let's get married.\Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands! response:	Huh? Ichijou-kun... that's...
context: Damn it! What am I thinking?\But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's... response:	What are you planning to do with the key to the girls' locker room?
context: But... if there was ever a time to find out...\it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room? response:	You bean sprout... I knew you were a bean sprout...
context: it's right now.\Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout... response:	but who knew you were such a perverted bean sprout?
context: Huh? What the... The key won't go in!\Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout? response:	It's not what it looks like!
context: Was the head shaped like this?\I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like! response:	It's not what you think! Just hear me out!
context: I got you some tea, Ichijou-kun!\Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out! response:	Yeah... Sure, sure. That's what they all say!
context: Hey, you! How dare you make a girl run your errands!\Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say! response:	Come on, let's go, Onodera-san.
context: Huh? Ichijou-kun... that's...\What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san. response:	Hey, Miyamoto! I'm begging you! Please believe me!
context: What are you planning to do with the key to the girls' locker room?\You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me! response:	Stare...
context: You bean sprout... I knew you were a bean sprout...\but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare... response:	What's that look for? You're scaring me! Don't look at me like that!
context: but who knew you were such a perverted bean sprout?\It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that! response:	I had no idea what that key was for!
context: It's not what it looks like!\It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for! response:	Who designs a locker room key like that in the first place?
context: It's not what you think! Just hear me out!\Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place? response:	Oh, well, for some reason, they decided to go retro for the girls' locker room key.
context: Yeah... Sure, sure. That's what they all say!\Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key. response:	Although, I hear it's just the principal's personal taste.
context: Come on, let's go, Onodera-san.\Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste. response:	Taste?!
context: Hey, Miyamoto! I'm begging you! Please believe me!\Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?! response:	W-Wait, girls!
context: Stare...\What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls! response:	Ichijou-kun is saying that it's a misunderstanding.
context: What's that look for? You're scaring me! Don't look at me like that!\I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding. response:	Plus, I don't really see him as the type to peep on girls.
context: I had no idea what that key was for!\Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls. response:	O-Onodera!
context: Who designs a locker room key like that in the first place?\Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera! response:	P-Probably...
context: Oh, well, for some reason, they decided to go retro for the girls' locker room key.\Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably... response:	Did you hear that? You'd better be grateful to Kosaki!
context: Although, I hear it's just the principal's personal taste.\Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki! response:	P-Probably...
context: Taste?!\W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably... response:	But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!
context: W-Wait, girls!\Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what! response:	Because I'm letting you off the hook just this once.
context: Ichijou-kun is saying that it's a misunderstanding.\Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once. response:	Sure thing...
context: Plus, I don't really see him as the type to peep on girls.\O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing... response:	Thanks, Onodera, for believing in me.
context: O-Onodera!\P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me. response:	Oh, no, don't mention it.
