context: What? response:	ED]
context: J-Jirou-kin, I too, want to make you and your glasses my love forever.\And so, the two lovers made a promise with a kiss.\As expected of Usami-senpai.\What do you mean by Barusu and Jirou-kin?\It's obvious that we're portraying Idiot-Chicken and Subaru here.\Oh, is that so?\You can't see it?!\Attention, please. response:	Now, time for the third stage of your present.
context: And so, the two lovers made a promise with a kiss.\As expected of Usami-senpai.\What do you mean by Barusu and Jirou-kin?\It's obvious that we're portraying Idiot-Chicken and Subaru here.\Oh, is that so?\You can't see it?!\Attention, please.\Now, time for the third stage of your present. response:	We will move to the next venue.
context: As expected of Usami-senpai.\What do you mean by Barusu and Jirou-kin?\It's obvious that we're portraying Idiot-Chicken and Subaru here.\Oh, is that so?\You can't see it?!\Attention, please.\Now, time for the third stage of your present.\We will move to the next venue. response:	The next venue?
context: What do you mean by Barusu and Jirou-kin?\It's obvious that we're portraying Idiot-Chicken and Subaru here.\Oh, is that so?\You can't see it?!\Attention, please.\Now, time for the third stage of your present.\We will move to the next venue.\The next venue? response:	Kya, Konoe-senpai!
context: It's obvious that we're portraying Idiot-Chicken and Subaru here.\Oh, is that so?\You can't see it?!\Attention, please.\Now, time for the third stage of your present.\We will move to the next venue.\The next venue?\Kya, Konoe-senpai! response:	This is the next venue that we mentioned, Maid Heaven.
context: Oh, is that so?\You can't see it?!\Attention, please.\Now, time for the third stage of your present.\We will move to the next venue.\The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven. response:	Two more years to go before you can watch 18+ hentai, Kureha-chan.
context: You can't see it?!\Attention, please.\Now, time for the third stage of your present.\We will move to the next venue.\The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan. response:	Congrats.
context: Attention, please.\Now, time for the third stage of your present.\We will move to the next venue.\The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats. response:	Did the two of you know it was my birthday?
context: Now, time for the third stage of your present.\We will move to the next venue.\The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday? response:	Yes.
context: We will move to the next venue.\The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday?\Yes. response:	Wait, Nakuru. Why here of all places?
context: The next venue?\Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places? response:	It's because...
context: Kya, Konoe-senpai!\This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places?\It's because... response:	Milady has reserved this place for the day. Please have as much fun as you want.
context: This is the next venue that we mentioned, Maid Heaven.\Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want. response:	Here, Usagi-chan.
context: Two more years to go before you can watch 18+ hentai, Kureha-chan.\Congrats.\Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan. response:	I wanted to see you in a maid's outfit one more time, my little rabbit.
context: Congrats.\Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit. response:	Stop calling me Usagi-chan!
context: Did the two of you know it was my birthday?\Yes.\Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan! response:	Now, please go ahead, Milady.
context: Yes.\Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady. response:	Then everyone, shall we begin?
context: Wait, Nakuru. Why here of all places?\It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin? response:	Sure!
context: It's because...\Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure! response:	Here we go...
context: Milady has reserved this place for the day. Please have as much fun as you want.\Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure!\Here we go... response:	Happy birthday to you,
context: Here, Usagi-chan.\I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure!\Here we go...\Happy birthday to you, response:	Happy birthday to you,
context: I wanted to see you in a maid's outfit one more time, my little rabbit.\Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure!\Here we go...\Happy birthday to you,\Happy birthday to you, response:	From me to you,
context: Stop calling me Usagi-chan!\Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure!\Here we go...\Happy birthday to you,\Happy birthday to you,\From me to you, response:	Happy, happy birthday.
context: Now, please go ahead, Milady.\Then everyone, shall we begin?\Sure!\Here we go...\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday. response:	Kureha-chan!
context: Then everyone, shall we begin?\Sure!\Here we go...\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\Kureha-chan! response:	This is my present to you.
context: Sure!\Here we go...\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\Kureha-chan!\This is my present to you. response:	A gazing sheep!
context: Here we go...\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\Kureha-chan!\This is my present to you.\A gazing sheep! response:	Thank you very much, Konoe-senpai.
context: Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\Kureha-chan!\This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai. response:	To meet you with a smile.
context: Happy birthday to you,\From me to you,\Happy, happy birthday.\Kureha-chan!\This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile. response:	For this moment,
context: From me to you,\Happy, happy birthday.\Kureha-chan!\This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment, response:	Your wishes will come true.
context: Happy, happy birthday.\Kureha-chan!\This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment,\Your wishes will come true. response:	The meeting itself,
context: Kureha-chan!\This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment,\Your wishes will come true.\The meeting itself, response:	Is the best present.
context: This is my present to you.\A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment,\Your wishes will come true.\The meeting itself,\Is the best present. response:	Now, shall we go somewhere,
context: A gazing sheep!\Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment,\Your wishes will come true.\The meeting itself,\Is the best present.\Now, shall we go somewhere, response:	To a beautiful place.
context: Thank you very much, Konoe-senpai.\To meet you with a smile.\For this moment,\Your wishes will come true.\The meeting itself,\Is the best present.\Now, shall we go somewhere,\To a beautiful place. response:	Happy birthday to you,
context: To meet you with a smile.\For this moment,\Your wishes will come true.\The meeting itself,\Is the best present.\Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you, response:	Happy birthday to you,
context: For this moment,\Your wishes will come true.\The meeting itself,\Is the best present.\Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you,\Happy birthday to you, response:	From me to you,
context: Your wishes will come true.\The meeting itself,\Is the best present.\Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you,\Happy birthday to you,\From me to you, response:	Happy, happy birthday.
context: The meeting itself,\Is the best present.\Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday. response:	From me to you,
context: Is the best present.\Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\From me to you, response:	Happy, happy birthday.
context: Now, shall we go somewhere,\To a beautiful place.\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\From me to you,\Happy, happy birthday. response:	Congratulations.
context: To a beautiful place.\Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\From me to you,\Happy, happy birthday.\Congratulations. response:	Everyone, thank you very much.
context: Happy birthday to you,\Happy birthday to you,\From me to you,\Happy, happy birthday.\From me to you,\Happy, happy birthday.\Congratulations.\Everyone, thank you very much. response:	What's wrong?
context: Happy birthday to you,\From me to you,\Happy, happy birthday.\From me to you,\Happy, happy birthday.\Congratulations.\Everyone, thank you very much.\What's wrong? response:	I suddenly remembered my eighth birthday...
context: From me to you,\Happy, happy birthday.\From me to you,\Happy, happy birthday.\Congratulations.\Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday... response:	No! No! No!
context: Happy, happy birthday.\From me to you,\Happy, happy birthday.\Congratulations.\Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday...\No! No! No! response:	Stop making a fuss.
context: From me to you,\Happy, happy birthday.\Congratulations.\Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss. response:	Daddy!
context: Happy, happy birthday.\Congratulations.\Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss.\Daddy! response:	I want to see Daddy. I want to see him.
context: Congratulations.\Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him. response:	Kureha, Ku-re-ha!
context: Everyone, thank you very much.\What's wrong?\I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha! response:	Here's your present. Happy birthday.
context: What's wrong?\I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday. response:	Yay! I will name this bear, Bro-Bear!
context: I suddenly remembered my eighth birthday...\No! No! No!\Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear! response:	This is the best present ever, Nii-san!
context: No! No! No!\Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san! response:	My brother bought my present with all of the money from his savings.
context: Stop making a fuss.\Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings. response:	Such a wonderful brother.
context: Daddy!\I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother. response:	That Idiot-Chicken...
context: I want to see Daddy. I want to see him.\Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken... response:	That's a nice memory, isn't it?
context: Kureha, Ku-re-ha!\Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it? response:	Yes.
context: Here's your present. Happy birthday.\Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it?\Yes. response:	Ahhh.
context: Yay! I will name this bear, Bro-Bear!\This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it?\Yes.\Ahhh. response:	All right, my type is curry!
context: This is the best present ever, Nii-san!\My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it?\Yes.\Ahhh.\All right, my type is curry! response:	A lovely kiss for you, master.
context: My brother bought my present with all of the money from his savings.\Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it?\Yes.\Ahhh.\All right, my type is curry!\A lovely kiss for you, master. response:	I'm going to blow you away.
context: Such a wonderful brother.\That Idiot-Chicken...\That's a nice memory, isn't it?\Yes.\Ahhh.\All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away. response:	You can't wear panties as long as I am here.
context: That Idiot-Chicken...\That's a nice memory, isn't it?\Yes.\Ahhh.\All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here. response:	I always wanted to play a game like this where I was the main character.
context: That's a nice memory, isn't it?\Yes.\Ahhh.\All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character. response:	Luckily, I knew people who could make this.
context: Yes.\Ahhh.\All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this. response:	I bet you forced them into making it through some evil scheme of yours.
context: Ahhh.\All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours. response:	Even so, why is that Idiot-Chicken is hardly wearing anything?
context: All right, my type is curry!\A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything? response:	N-Naked?!
context: A lovely kiss for you, master.\I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?! response:	Well, to be precise, he is wearing underwear.
context: I'm going to blow you away.\You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear. response:	It is my brother, so it can't be helped.
context: You can't wear panties as long as I am here.\I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped. response:	Have no fear, the glasses are here.
context: I always wanted to play a game like this where I was the main character.\Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here. response:	I see.
context: Luckily, I knew people who could make this.\I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see. response:	Cats ears and striped thigh-high socks, attack!
context: I bet you forced them into making it through some evil scheme of yours.\Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack! response:	Glasses and garter belt, attack!
context: Even so, why is that Idiot-Chicken is hardly wearing anything?\N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack! response:	That person does look like pervert.
context: N-Naked?!\Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert. response:	For him to appear in a game hardly wearing anything, well...
context: Well, to be precise, he is wearing underwear.\It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well... response:	It's all about being young and youthful.
context: It is my brother, so it can't be helped.\Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful. response:	I am not a cycle!
context: Have no fear, the glasses are here.\I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle! response:	Jirou's only wearing his boxers and chasing his sister inside a convenience store...
context: I see.\Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store... response:	What a development!
context: Cats ears and striped thigh-high socks, attack!\Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development! response:	I don't understand what is what anymore.
context: Glasses and garter belt, attack!\That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore. response:	Now!
context: That person does look like pervert.\For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore.\Now! response:	Ah, I lost.
context: For him to appear in a game hardly wearing anything, well...\It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore.\Now!\Ah, I lost. response:	You want to take me on? You're sixteen years too early kiddo!
context: It's all about being young and youthful.\I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore.\Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo! response:	Jirou.
context: I am not a cycle!\Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore.\Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou. response:	I have to let him win once, at least just in a game.
context: Jirou's only wearing his boxers and chasing his sister inside a convenience store...\What a development!\I don't understand what is what anymore.\Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game. response:	So harsh.
context: What a development!\I don't understand what is what anymore.\Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game.\So harsh. response:	Onee-sama, let me have one more go!
context: I don't understand what is what anymore.\Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go! response:	Sure.
context: Now!\Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go!\Sure. response:	I won't lose this time.
context: Ah, I lost.\You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go!\Sure.\I won't lose this time. response:	Today is the best birthday I've ever had.
context: You want to take me on? You're sixteen years too early kiddo!\Jirou.\I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go!\Sure.\I won't lose this time.\Today is the best birthday I've ever had. response:	Thank you very much.
context: Jirou.\I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go!\Sure.\I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much. response:	That playground...
context: I have to let him win once, at least just in a game.\So harsh.\Onee-sama, let me have one more go!\Sure.\I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much.\That playground... response:	What about it?
context: So harsh.\Onee-sama, let me have one more go!\Sure.\I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much.\That playground...\What about it? response:	Well, during my tenth birthday...
context: Onee-sama, let me have one more go!\Sure.\I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much.\That playground...\What about it?\Well, during my tenth birthday... response:	I hate you, Mommy!
context: Sure.\I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much.\That playground...\What about it?\Well, during my tenth birthday...\I hate you, Mommy! response:	Mother's waiting for us, let's go back.
context: I won't lose this time.\Today is the best birthday I've ever had.\Thank you very much.\That playground...\What about it?\Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back. response:	It is your birthday party.
context: Today is the best birthday I've ever had.\Thank you very much.\That playground...\What about it?\Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party. response:	Nii-san!
context: Thank you very much.\That playground...\What about it?\Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san! response:	Nii-san!
context: That playground...\What about it?\Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san!\Nii-san! response:	Nii-san!
context: What about it?\Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san!\Nii-san!\Nii-san! response:	I still remember his face when he came to pick me up.
context: Well, during my tenth birthday...\I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san!\Nii-san!\Nii-san!\I still remember his face when he came to pick me up. response:	I was so happy.
context: I hate you, Mommy!\Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san!\Nii-san!\Nii-san!\I still remember his face when he came to pick me up.\I was so happy. response:	I see.
context: Mother's waiting for us, let's go back.\It is your birthday party.\Nii-san!\Nii-san!\Nii-san!\I still remember his face when he came to pick me up.\I was so happy.\I see. response:	Jirou-kun is a good brother, isn't he?
context: It is your birthday party.\Nii-san!\Nii-san!\Nii-san!\I still remember his face when he came to pick me up.\I was so happy.\I see.\Jirou-kun is a good brother, isn't he? response:	Yes.
context: Nii-san!\Nii-san!\Nii-san!\I still remember his face when he came to pick me up.\I was so happy.\I see.\Jirou-kun is a good brother, isn't he?\Yes. response:	On my twelfth birthday...
context: Nii-san!\Nii-san!\I still remember his face when he came to pick me up.\I was so happy.\I see.\Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday... response:	We played video games the entire day.
context: Nii-san!\I still remember his face when he came to pick me up.\I was so happy.\I see.\Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday...\We played video games the entire day. response:	On my thirteenth, we brought ice-cream at a dairy farm.
context: I still remember his face when he came to pick me up.\I was so happy.\I see.\Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm. response:	My fourteenth birthday was all about fireworks.
context: I was so happy.\I see.\Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks. response:	You seem to remember all of your birthdays.
context: I see.\Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays. response:	I do.
context: Jirou-kun is a good brother, isn't he?\Yes.\On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do. response:	How about last year?
context: Yes.\On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do.\How about last year? response:	What happened?
context: On my twelfth birthday...\We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do.\How about last year?\What happened? response:	Last year...
context: We played video games the entire day.\On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do.\How about last year?\What happened?\Last year... response:	Today is, today is... yes.
context: On my thirteenth, we brought ice-cream at a dairy farm.\My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do.\How about last year?\What happened?\Last year...\Today is, today is... yes. response:	The twenty-eighth of August.
context: My fourteenth birthday was all about fireworks.\You seem to remember all of your birthdays.\I do.\How about last year?\What happened?\Last year...\Today is, today is... yes.\The twenty-eighth of August. response:	Nii-san, where are you going?
context: You seem to remember all of your birthdays.\I do.\How about last year?\What happened?\Last year...\Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going? response:	Kurose says he got some tickets to a live show.
context: I do.\How about last year?\What happened?\Last year...\Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show. response:	Man, we're so lucky. That's a platinum ticket.
context: How about last year?\What happened?\Last year...\Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket. response:	Later, sis! I'm off!
context: What happened?\Last year...\Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off! response:	Nii-san...
context: Last year...\Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san... response:	I'm back!
context: Today is, today is... yes.\The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san...\I'm back! response:	Ain't this t-shirt great?
context: The twenty-eighth of August.\Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san...\I'm back!\Ain't this t-shirt great? response:	This was one of the last ones they had. I'm going to take good care of it.
context: Nii-san, where are you going?\Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san...\I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it. response:	Nii-san.
context: Kurose says he got some tickets to a live show.\Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san...\I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san. response:	W-W-What is it?
