context: TS START response:	A few minutes later
context: So this amnesia is your doing too?\Memory loss is quite common when people come here.\If you die in an accident, your head gets damaged, after all.\Then prove it!\If I'm already dead, I can't die agai...\Hand Sonic.\This is...\I'm alive... response:	Even after that excruciating pain...
context: Memory loss is quite common when people come here.\If you die in an accident, your head gets damaged, after all.\Then prove it!\If I'm already dead, I can't die agai...\Hand Sonic.\This is...\I'm alive...\Even after that excruciating pain... response:	Damn!
context: If you die in an accident, your head gets damaged, after all.\Then prove it!\If I'm already dead, I can't die agai...\Hand Sonic.\This is...\I'm alive...\Even after that excruciating pain...\Damn! response:	Dammit!
context: Then prove it!\If I'm already dead, I can't die agai...\Hand Sonic.\This is...\I'm alive...\Even after that excruciating pain...\Damn!\Dammit! response:	I don't really get it, but I can't stay here!
context: If I'm already dead, I can't die agai...\Hand Sonic.\This is...\I'm alive...\Even after that excruciating pain...\Damn!\Dammit!\I don't really get it, but I can't stay here! response:	What's with this guy?
context: Hand Sonic.\This is...\I'm alive...\Even after that excruciating pain...\Damn!\Dammit!\I don't really get it, but I can't stay here!\What's with this guy? response:	It was you, huh?
context: This is...\I'm alive...\Even after that excruciating pain...\Damn!\Dammit!\I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh? response:	The one who disgraced Yurippe and refused to enlist!
context: I'm alive...\Even after that excruciating pain...\Damn!\Dammit!\I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist! response:	H - Hey, wait...
context: Even after that excruciating pain...\Damn!\Dammit!\I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait... response:	Calm down!
context: Damn!\Dammit!\I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down! response:	Wanna die?
context: Dammit!\I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down!\Wanna die? response:	Oh, I get it! That's...
context: I don't really get it, but I can't stay here!\What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down!\Wanna die?\Oh, I get it! That's... response:	That's one of those...
context: What's with this guy?\It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down!\Wanna die?\Oh, I get it! That's...\That's one of those... response:	A joke for a world you can't die in, right?
context: It was you, huh?\The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down!\Wanna die?\Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right? response:	Good sense!
context: The one who disgraced Yurippe and refused to enlist!\H - Hey, wait...\Calm down!\Wanna die?\Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right?\Good sense! response:	A hundred times!
context: H - Hey, wait...\Calm down!\Wanna die?\Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right?\Good sense!\A hundred times! response:	Die die die die die die die die die die die die die die die die die die die!!
context: Calm down!\Wanna die?\Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right?\Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!! response:	If you ever disgrace Yurippe again, we'll have another dance.
context: Wanna die?\Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right?\Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance. response:	Are you trying to kill me?!
context: Oh, I get it! That's...\That's one of those...\A joke for a world you can't die in, right?\Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?! response:	Wait, I guess I was too late for that comeback...
context: That's one of those...\A joke for a world you can't die in, right?\Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback... response:	What kind of joke is this world?
context: A joke for a world you can't die in, right?\Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world? response:	Not dying even after going through the pain of it...
context: Good sense!\A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it... response:	This is the worst!
context: A hundred times!\Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst! response:	This is the afterlife.
context: Die die die die die die die die die die die die die die die die die die die!!\If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst!\This is the afterlife. response:	If you don't do anything you'll be erased.
context: If you ever disgrace Yurippe again, we'll have another dance.\Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst!\This is the afterlife.\If you don't do anything you'll be erased. response:	That's right!
context: Are you trying to kill me?!\Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst!\This is the afterlife.\If you don't do anything you'll be erased.\That's right! response:	I'll just get erased!
context: Wait, I guess I was too late for that comeback...\What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst!\This is the afterlife.\If you don't do anything you'll be erased.\That's right!\I'll just get erased! response:	If that happens I can say goodbye to this world!
context: What kind of joke is this world?\Not dying even after going through the pain of it...\This is the worst!\This is the afterlife.\If you don't do anything you'll be erased.\That's right!\I'll just get erased!\If that happens I can say goodbye to this world! response:	But what should I do?
context: Not dying even after going through the pain of it...\This is the worst!\This is the afterlife.\If you don't do anything you'll be erased.\That's right!\I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do? response:	I'm your ally.
context: This is the worst!\This is the afterlife.\If you don't do anything you'll be erased.\That's right!\I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do?\I'm your ally. response:	You can trust me.
context: This is the afterlife.\If you don't do anything you'll be erased.\That's right!\I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do?\I'm your ally.\You can trust me. response:	Is there anyone I can trust here?
context: If you don't do anything you'll be erased.\That's right!\I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do?\I'm your ally.\You can trust me.\Is there anyone I can trust here? response:	Oh yeah!
context: That's right!\I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do?\I'm your ally.\You can trust me.\Is there anyone I can trust here?\Oh yeah! response:	I'll find an adult!
context: I'll just get erased!\If that happens I can say goodbye to this world!\But what should I do?\I'm your ally.\You can trust me.\Is there anyone I can trust here?\Oh yeah!\I'll find an adult! response:	Though, where are the adults?
context: If that happens I can say goodbye to this world!\But what should I do?\I'm your ally.\You can trust me.\Is there anyone I can trust here?\Oh yeah!\I'll find an adult!\Though, where are the adults? response:	Where are the teachers?
context: But what should I do?\I'm your ally.\You can trust me.\Is there anyone I can trust here?\Oh yeah!\I'll find an adult!\Though, where are the adults?\Where are the teachers? response:	I guess I can ask the principal.
context: I'm your ally.\You can trust me.\Is there anyone I can trust here?\Oh yeah!\I'll find an adult!\Though, where are the adults?\Where are the teachers?\I guess I can ask the principal. response:	Fine, then how about this?
context: You can trust me.\Is there anyone I can trust here?\Oh yeah!\I'll find an adult!\Though, where are the adults?\Where are the teachers?\I guess I can ask the principal.\Fine, then how about this? response:	The You're - gonna - die! Battlefront!
context: Is there anyone I can trust here?\Oh yeah!\I'll find an adult!\Though, where are the adults?\Where are the teachers?\I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront! response:	That makes it sound like I'm going to get killed.
context: Oh yeah!\I'll find an adult!\Though, where are the adults?\Where are the teachers?\I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed. response:	No, I'm talking about that girl.
context: I'll find an adult!\Though, where are the adults?\Where are the teachers?\I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl. response:	Okay, then look this way.
context: Though, where are the adults?\Where are the teachers?\I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way. response:	Where am I?
context: Where are the teachers?\I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way.\Where am I? response:	You're - gonna - die! Battlefront.
context: I guess I can ask the principal.\Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront. response:	Oh crap!
context: Fine, then how about this?\The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront.\Oh crap! response:	It really does feel like I'm going to get killed...
context: The You're - gonna - die! Battlefront!\That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed... response:	Any others?
context: That makes it sound like I'm going to get killed.\No, I'm talking about that girl.\Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed...\Any others? response:	No good ideas?
context: No, I'm talking about that girl.\Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed...\Any others?\No good ideas? response:	How about this?
context: Okay, then look this way.\Where am I?\You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed...\Any others?\No good ideas?\How about this? response:	Flashback Battlefront!
context: Where am I?\You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed...\Any others?\No good ideas?\How about this?\Flashback Battlefront! response:	That's just before you die.
context: You're - gonna - die! Battlefront.\Oh crap!\It really does feel like I'm going to get killed...\Any others?\No good ideas?\How about this?\Flashback Battlefront!\That's just before you die. response:	How about this then?
context: Oh crap!\It really does feel like I'm going to get killed...\Any others?\No good ideas?\How about this?\Flashback Battlefront!\That's just before you die.\How about this then? response:	I - want - to - disappear Battlefront!
context: It really does feel like I'm going to get killed...\Any others?\No good ideas?\How about this?\Flashback Battlefront!\That's just before you die.\How about this then?\I - want - to - disappear Battlefront! response:	That sounds like you're prepared to die!
context: Any others?\No good ideas?\How about this?\Flashback Battlefront!\That's just before you die.\How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die! response:	Absolute death battlefront?
context: No good ideas?\How about this?\Flashback Battlefront!\That's just before you die.\How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront? response:	This isn't absolute death!
context: How about this?\Flashback Battlefront!\That's just before you die.\How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death! response:	Then about about Invincible Battle Fleet?
context: Flashback Battlefront!\That's just before you die.\How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet? response:	And now we're no longer a battlefront...
context: That's just before you die.\How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront... response:	Honorable Defeat Squadron!
context: How about this then?\I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron! response:	I'm going to punch you.
context: I - want - to - disappear Battlefront!\That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you. response:	The Wright Brothers!
context: That sounds like you're prepared to die!\Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers! response:	Have you no shame?
context: Absolute death battlefront?\This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers!\Have you no shame? response:	It has to end in Battlefront!
context: This isn't absolute death!\Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers!\Have you no shame?\It has to end in Battlefront! response:	I'm not giving way on that!
context: Then about about Invincible Battle Fleet?\And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers!\Have you no shame?\It has to end in Battlefront!\I'm not giving way on that! response:	We're the front line in this battlefield!
context: And now we're no longer a battlefront...\Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers!\Have you no shame?\It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield! response:	Doesn't anyone have a decent suggestion?
context: Honorable Defeat Squadron!\I'm going to punch you.\The Wright Brothers!\Have you no shame?\It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion? response:	Hey, that guy's awake.
context: I'm going to punch you.\The Wright Brothers!\Have you no shame?\It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake. response:	You woke up?
context: The Wright Brothers!\Have you no shame?\It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up? response:	Oh yeah, I got this guy to think about it too.
context: Have you no shame?\It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too. response:	He's had plenty of time.
context: It has to end in Battlefront!\I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time. response:	How about we hear him out?
context: I'm not giving way on that!\We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out? response:	Hear what?
context: We're the front line in this battlefield!\Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out?\Hear what? response:	The new name for the Like - hell - I'm - dead Battlefront!
context: Doesn't anyone have a decent suggestion?\Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront! response:	Do - whatever - the - hell - you - want Battlefront.
context: Hey, that guy's awake.\You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront. response:	You've got guts to talk back at Yurippe...
context: You woke up?\Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe... response:	I said do whatever the hell you want!
context: Oh yeah, I got this guy to think about it too.\He's had plenty of time.\How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want! response:	What'd you say?!
context: He's had plenty of time.\How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?! response:	What the hell's with you guys?
context: How about we hear him out?\Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys? response:	Don't drag me into this!
context: Hear what?\The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys?\Don't drag me into this! response:	I want to disappear as soon as possible!
context: The new name for the Like - hell - I'm - dead Battlefront!\Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible! response:	You want to disappear?
context: Do - whatever - the - hell - you - want Battlefront.\You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear? response:	Even though you're here?
context: You've got guts to talk back at Yurippe...\I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear?\Even though you're here? response:	Yeah that's right!
context: I said do whatever the hell you want!\What'd you say?!\What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear?\Even though you're here?\Yeah that's right! response:	I explained it to him.
context: What'd you say?!\What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear?\Even though you're here?\Yeah that's right!\I explained it to him. response:	You want to be erased without even resisting?
context: What the hell's with you guys?\Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear?\Even though you're here?\Yeah that's right!\I explained it to him.\You want to be erased without even resisting? response:	Yeah!
context: Don't drag me into this!\I want to disappear as soon as possible!\You want to disappear?\Even though you're here?\Yeah that's right!\I explained it to him.\You want to be erased without even resisting?\Yeah! response:	Then you want to become a water flea without even resisting?
context: I want to disappear as soon as possible!\You want to disappear?\Even though you're here?\Yeah that's right!\I explained it to him.\You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting? response:	Yeah! Huh?
context: You want to disappear?\Even though you're here?\Yeah that's right!\I explained it to him.\You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh? response:	Water flea?
context: Even though you're here?\Yeah that's right!\I explained it to him.\You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea? response:	You think souls only reside in human bodies?
context: Yeah that's right!\I explained it to him.\You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea?\You think souls only reside in human bodies? response:	How shallow - minded.
context: I explained it to him.\You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea?\You think souls only reside in human bodies?\How shallow - minded. response:	You might become a barnacle or a hermit crab or maybe a sea slater.
context: You want to be erased without even resisting?\Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea?\You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater. response:	No way!
context: Yeah!\Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea?\You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way! response:	Your face says I don't have the time to point out that all your examples live in the water.
context: Then you want to become a water flea without even resisting?\Yeah! Huh?\Water flea?\You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water. response:	Incidentally, there's no particular reason.
context: Yeah! Huh?\Water flea?\You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason. response:	Well then, get out of here.
context: Water flea?\You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here. response:	You're gonna go do what Angel says and reincarnate as a barnacle, right?
context: You think souls only reside in human bodies?\How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right? response:	Become a barnacle and get eaten by someone.
context: How shallow - minded.\You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone. response:	That'd be a good reincarnation for you.
context: You might become a barnacle or a hermit crab or maybe a sea slater.\No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you. response:	Barnacle?
context: No way!\Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle? response:	You can eat barnacles?
context: Your face says I don't have the time to point out that all your examples live in the water.\Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles? response:	Some of them are edible.
context: Incidentally, there's no particular reason.\Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles?\Some of them are edible. response:	I had no idea...
context: Well then, get out of here.\You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles?\Some of them are edible.\I had no idea... response:	How shallow - minded.
context: You're gonna go do what Angel says and reincarnate as a barnacle, right?\Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles?\Some of them are edible.\I had no idea...\How shallow - minded. response:	Now now everyone, don't bully him like that.
context: Become a barnacle and get eaten by someone.\That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles?\Some of them are edible.\I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that. response:	The poor thing...
context: That'd be a good reincarnation for you.\Barnacle?\You can eat barnacles?\Some of them are edible.\I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing... response:	We, the...
context: Barnacle?\You can eat barnacles?\Some of them are edible.\I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing...\We, the... response:	Uh... what were we again?
context: You can eat barnacles?\Some of them are edible.\I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing...\We, the...\Uh... what were we again? response:	Barnacle Battlefront.
context: Some of them are edible.\I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing...\We, the...\Uh... what were we again?\Barnacle Battlefront. response:	Right! We, the Barnacle
context: I had no idea...\How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing...\We, the...\Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle response:	We're changing it back!
context: How shallow - minded.\Now now everyone, don't bully him like that.\The poor thing...\We, the...\Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back! response:	The Afterlife Battlefront!
context: Now now everyone, don't bully him like that.\The poor thing...\We, the...\Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront! response:	That was a good kick...
context: The poor thing...\We, the...\Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront!\That was a good kick... response:	Our Battlefront headquarters here is a safe haven.
context: We, the...\Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven. response:	He probably knew that and tried to take refuge.
context: Uh... what were we again?\Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge. response:	No, I had no idea...
context: Barnacle Battlefront.\Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea... response:	And I got sent flying the moment I tried to enter...
context: Right! We, the Barnacle\We're changing it back!\The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter... response:	Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...
context: We're changing it back!\The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated... response:	That's a joke right?
context: The Afterlife Battlefront!\That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right? response:	It's no joke.
context: That was a good kick...\Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke. response:	But how do you know for sure?
context: Our Battlefront headquarters here is a safe haven.\He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke.\But how do you know for sure? response:	Has someone done it to find out?
context: He probably knew that and tried to take refuge.\No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke.\But how do you know for sure?\Has someone done it to find out? response:	Of course we can't say for sure.
context: No, I had no idea...\And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke.\But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure. response:	But the Buddhist philosophy says that you might not come back as a person when you're reborn.
context: And I got sent flying the moment I tried to enter...\Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke.\But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn. response:	But... a barnacle?
context: Anyway, that stuff about not necessarily coming back as a human when you're reincarnated...\That's a joke right?\It's no joke.\But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle? response:	Well, religion is a human thing to begin with...
context: That's a joke right?\It's no joke.\But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with... response:	But anyway, listen to me.
context: It's no joke.\But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me. response:	This is the important part.
