context: You fell into a pond? response:	No wonder you smell so bad.
context: That's what it means to like someone!\No, it's not.\Anyway, you don't need to feel so bad for me.\Well, that was a perfect sob story!\Just what I needed.\You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet response:	who would fall for an insensitive guy like you.
context: No, it's not.\Anyway, you don't need to feel so bad for me.\Well, that was a perfect sob story!\Just what I needed.\You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you. response:	Why are you out of the bath? You flasher!
context: Anyway, you don't need to feel so bad for me.\Well, that was a perfect sob story!\Just what I needed.\You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher! response:	We've seen each other naked already.
context: Well, that was a perfect sob story!\Just what I needed.\You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already. response:	Forget about that!
context: Just what I needed.\You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that! response:	What's this?
context: You're horrible.\You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that!\What's this? response:	You've been working on these?
context: You should cheer up, though.\I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that!\What's this?\You've been working on these? response:	You picked out different problems for each of us, didn't you?
context: I'm sure there's at least one person on this planet\who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that!\What's this?\You've been working on these?\You picked out different problems for each of us, didn't you? response:	Deep down, I knew...
context: who would fall for an insensitive guy like you.\Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that!\What's this?\You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew... response:	Honestly, I do feel b-bad about what happened.
context: Why are you out of the bath? You flasher!\We've seen each other naked already.\Forget about that!\What's this?\You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened. response:	Sorry.
context: We've seen each other naked already.\Forget about that!\What's this?\You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry. response:	Yeah, it's fine.
context: Forget about that!\What's this?\You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine. response:	Go apologize to Itsuki now, too.
context: What's this?\You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too. response:	I'm not doing that.
context: You've been working on these?\You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that. response:	Why not?!
context: You picked out different problems for each of us, didn't you?\Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that.\Why not?! response:	Are you still pissed off about her slapping you?
context: Deep down, I knew...\Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that.\Why not?!\Are you still pissed off about her slapping you? response:	She's never done that before.
context: Honestly, I do feel b-bad about what happened.\Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that.\Why not?!\Are you still pissed off about her slapping you?\She's never done that before. response:	I feel like I don't know her anymore.
context: Sorry.\Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that.\Why not?!\Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore. response:	Nino apologized?
context: Yeah, it's fine.\Go apologize to Itsuki now, too.\I'm not doing that.\Why not?!\Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore.\Nino apologized? response:	I have a hard time believing that.
context: Go apologize to Itsuki now, too.\I'm not doing that.\Why not?!\Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that. response:	It's true.
context: I'm not doing that.\Why not?!\Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that.\It's true. response:	You've gotta stop being so stubborn, too.
context: Why not?!\Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too. response:	Your hair's so shiny today, Onii-chan.
context: Are you still pissed off about her slapping you?\She's never done that before.\I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan. response:	What happened while you were with Nino?
context: She's never done that before.\I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino? response:	A-Anyway, I know you two go out for lunch together and stuff.
context: I feel like I don't know her anymore.\Nino apologized?\I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff. response:	I'm sure you can go back to being likeminded, close sisters once you cool off.
context: Nino apologized?\I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off. response:	Nino and I aren't exactly likeminded.
context: I have a hard time believing that.\It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded. response:	Even when we went to the movies the other day...
context: It's true.\You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day... response:	Th-That was so scary.
context: You've gotta stop being so stubborn, too.\Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary. response:	It got boring after Ichika died.
context: Your hair's so shiny today, Onii-chan.\What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died. response:	That one in the trailers looked really good, though.
context: What happened while you were with Nino?\A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though. response:	Oh, that one.
context: A-Anyway, I know you two go out for lunch together and stuff.\I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one. response:	Origins of Life: Unknown Mysteries
context: I'm sure you can go back to being likeminded, close sisters once you cool off.\Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries response:	Origins of Life: Unknown Mysteries!
context: Nino and I aren't exactly likeminded.\Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries! response:	Love of Summer Vacation!
context: Even when we went to the movies the other day...\Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation! response:	What?
context: Th-That was so scary.\It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What? response:	That sounds lame.
context: It got boring after Ichika died.\That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What?\That sounds lame. response:	No, it doesn't!
context: That one in the trailers looked really good, though.\Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What?\That sounds lame.\No, it doesn't! response:	You've got bad taste.
context: Oh, that one.\Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What?\That sounds lame.\No, it doesn't!\You've got bad taste. response:	So do you!
context: Origins of Life: Unknown Mysteries\Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What?\That sounds lame.\No, it doesn't!\You've got bad taste.\So do you! response:	See?
context: Origins of Life: Unknown Mysteries!\Love of Summer Vacation!\What?\That sounds lame.\No, it doesn't!\You've got bad taste.\So do you!\See? response:	Our tastes have drifted apart over the years.
context: Love of Summer Vacation!\What?\That sounds lame.\No, it doesn't!\You've got bad taste.\So do you!\See?\Our tastes have drifted apart over the years. response:	I wouldn't want to see either of those movies.
context: What?\That sounds lame.\No, it doesn't!\You've got bad taste.\So do you!\See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies. response:	I mean, still, though...
context: That sounds lame.\No, it doesn't!\You've got bad taste.\So do you!\See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though... response:	I have to prepare the garbage for tomorrow.
context: No, it doesn't!\You've got bad taste.\So do you!\See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow. response:	Tomorrow is non-combustible garbage day, right?
context: You've got bad taste.\So do you!\See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right? response:	I'll take it out in the morning.
context: So do you!\See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning. response:	Thanks, Itsuki-san!
context: See?\Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san! response:	Huh? My watch...
context: Our tastes have drifted apart over the years.\I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch... response:	I have it over here.
context: I wouldn't want to see either of those movies.\I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch...\I have it over here. response:	Itsuki-san, where do rubber bands go again?
context: I mean, still, though...\I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again? response:	They go with the combustible garbage.
context: I have to prepare the garbage for tomorrow.\Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage. response:	Man, it's great having you around, Itsuki-chan.
context: Tomorrow is non-combustible garbage day, right?\I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan. response:	I'm starting to understand why you were so annoyed
context: I'll take it out in the morning.\Thanks, Itsuki-san!\Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed response:	when I was over at your place.
context: Thanks, Itsuki-san!\Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place. response:	I'm going to call room service. Want anything?
context: Huh? My watch...\I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything? response:	A drink, then, please.
context: I have it over here.\Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please. response:	Okay.
context: Itsuki-san, where do rubber bands go again?\They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please.\Okay. response:	I'll choose something for you.
context: They go with the combustible garbage.\Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please.\Okay.\I'll choose something for you. response:	Wait, why are you even here?!
context: Man, it's great having you around, Itsuki-chan.\I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please.\Okay.\I'll choose something for you.\Wait, why are you even here?! response:	What, not going to order?
context: I'm starting to understand why you were so annoyed\when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please.\Okay.\I'll choose something for you.\Wait, why are you even here?!\What, not going to order? response:	You've got some nerve!
context: when I was over at your place.\I'm going to call room service. Want anything?\A drink, then, please.\Okay.\I'll choose something for you.\Wait, why are you even here?!\What, not going to order?\You've got some nerve! response:	What happened to how reserved you were yesterday?!
context: I'm going to call room service. Want anything?\A drink, then, please.\Okay.\I'll choose something for you.\Wait, why are you even here?!\What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?! response:	Never mind that.
context: A drink, then, please.\Okay.\I'll choose something for you.\Wait, why are you even here?!\What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that. response:	We have to deal with the problem at hand.
context: Okay.\I'll choose something for you.\Wait, why are you even here?!\What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand. response:	What problem?
context: I'll choose something for you.\Wait, why are you even here?!\What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand.\What problem? response:	Oh, the finals.
context: Wait, why are you even here?!\What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand.\What problem?\Oh, the finals. response:	Oh, right.
context: What, not going to order?\You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand.\What problem?\Oh, the finals.\Oh, right. response:	I was here for the finals.
context: You've got some nerve!\What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand.\What problem?\Oh, the finals.\Oh, right.\I was here for the finals. response:	I made it through the day's quota!
context: What happened to how reserved you were yesterday?!\Never mind that.\We have to deal with the problem at hand.\What problem?\Oh, the finals.\Oh, right.\I was here for the finals.\I made it through the day's quota! response:	Genius.
context: Never mind that.\We have to deal with the problem at hand.\What problem?\Oh, the finals.\Oh, right.\I was here for the finals.\I made it through the day's quota!\Genius. response:	Genius.
context: We have to deal with the problem at hand.\What problem?\Oh, the finals.\Oh, right.\I was here for the finals.\I made it through the day's quota!\Genius.\Genius. response:	We're almost done.
context: What problem?\Oh, the finals.\Oh, right.\I was here for the finals.\I made it through the day's quota!\Genius.\Genius.\We're almost done. response:	I wonder if Itsuki and Nino are studying right about now.
context: Oh, the finals.\Oh, right.\I was here for the finals.\I made it through the day's quota!\Genius.\Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now. response:	We know where they are, right?
context: Oh, right.\I was here for the finals.\I made it through the day's quota!\Genius.\Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right? response:	I'm sure they'll be back soon.
context: I was here for the finals.\I made it through the day's quota!\Genius.\Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon. response:	Do you think they're finally contacting us?
context: I made it through the day's quota!\Genius.\Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us? response:	Sorry, it was from the captain of the track team.
context: Genius.\Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team. response:	I was honestly shocked by what happened yesterday.
context: Genius.\We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday. response:	I don't know why Rena showed up now,
context: We're almost done.\I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now, response:	but there's something she taught me.
context: I wonder if Itsuki and Nino are studying right about now.\We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me. response:	You can't change the fact that people change.
context: We know where they are, right?\I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change. response:	You just have to forget the past and accept what comes.
context: I'm sure they'll be back soon.\Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes. response:	So you should make up and go home, too.
context: Do you think they're finally contacting us?\Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too. response:	Forget the past?
context: Sorry, it was from the captain of the track team.\I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past? response:	It's not that easy.
context: I was honestly shocked by what happened yesterday.\I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past?\It's not that easy. response:	This is my room,
context: I don't know why Rena showed up now,\but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past?\It's not that easy.\This is my room, response:	and I'm going to talk to myself.
context: but there's something she taught me.\You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past?\It's not that easy.\This is my room,\and I'm going to talk to myself. response:	Back when we used to look the same and have the same personality,
context: You can't change the fact that people change.\You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past?\It's not that easy.\This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality, response:	I felt like all of our thoughts were shared.
context: You just have to forget the past and accept what comes.\So you should make up and go home, too.\Forget the past?\It's not that easy.\This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared. response:	It was comfortable.
context: So you should make up and go home, too.\Forget the past?\It's not that easy.\This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable. response:	But that changed five years ago.
context: Forget the past?\It's not that easy.\This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago. response:	We all slowly drifted apart.
context: It's not that easy.\This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago.\We all slowly drifted apart. response:	It was like they'd left the quintuplet nest and me behind with it.
context: This is my room,\and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it. response:	I'm the only one who hasn't been able to move on.
context: and I'm going to talk to myself.\Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on. response:	I can't even change the length of my hair.
context: Back when we used to look the same and have the same personality,\I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair. response:	That's why I have to force myself to leave the nest.
context: I felt like all of our thoughts were shared.\It was comfortable.\But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest. response:	Before I'm left all alone.
context: It was comfortable.\But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone. response:	So this is what I'd failed to grasp.
context: But that changed five years ago.\We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp. response:	This mindset of hers, a result of how much she cares for her sisters.
context: We all slowly drifted apart.\It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters. response:	Is that really what you want?
context: It was like they'd left the quintuplet nest and me behind with it.\I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want? response:	It is.
context: I'm the only one who hasn't been able to move on.\I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is. response:	I have to forget the past and move on.
context: I can't even change the length of my hair.\That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is.\I have to forget the past and move on. response:	Other than that, if there's anything I regret,
context: That's why I have to force myself to leave the nest.\Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is.\I have to forget the past and move on.\Other than that, if there's anything I regret, response:	it's camp school.
context: Before I'm left all alone.\So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is.\I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school. response:	Kintaro-kun.
context: So this is what I'd failed to grasp.\This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is.\I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun. response:	Maybe it's because I never got to say goodbye.
context: This mindset of hers, a result of how much she cares for her sisters.\Is that really what you want?\It is.\I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye. response:	I thought I could find some closure if I could see him again,
context: Is that really what you want?\It is.\I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again, response:	but he won't let me forget him.
context: It is.\I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him. response:	What would you do if I said you could meet him?
context: I have to forget the past and move on.\Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him? response:	Come in.
context: Other than that, if there's anything I regret,\it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him?\Come in. response:	H-Hi.
context: it's camp school.\Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him?\Come in.\H-Hi. response:	Come in and make yourself at home.
context: Kintaro-kun.\Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him?\Come in.\H-Hi.\Come in and make yourself at home. response:	Excuse me.
context: Maybe it's because I never got to say goodbye.\I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him?\Come in.\H-Hi.\Come in and make yourself at home.\Excuse me. response:	What do I have to do for Nino today?
context: I thought I could find some closure if I could see him again,\but he won't let me forget him.\What would you do if I said you could meet him?\Come in.\H-Hi.\Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today? response:	A: Pretend to be make-believe man Kintaro,
context: but he won't let me forget him.\What would you do if I said you could meet him?\Come in.\H-Hi.\Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro, response:	and play along until she gets over him.
context: What would you do if I said you could meet him?\Come in.\H-Hi.\Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him. response:	I'm over you!
context: Come in.\H-Hi.\Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you! response:	B: Reveal everything and ask her to forgive me.
context: H-Hi.\Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me. response:	I forgive you!
context: Come in and make yourself at home.\Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you! response:	The first option is the correct one if I'm thinking about the future, but...
context: Excuse me.\What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but... response:	Hey, Kintaro-kun,
context: What do I have to do for Nino today?\A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun, response:	don't you have something to say to me?
context: A: Pretend to be make-believe man Kintaro,\and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me? response:	It might not be that simple.
