context: 0:00 response:	6.05 August 23rd Thursday
context: If Aoki is fine with drawing the faces alone,\you could try pairing her up with Nakai Takuro again, with him as the artist and her as the author.\This time, in the magazine itself.\I understand.\I'll keep pushing her to pair up with Nakai.\I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation! response:	She could have said Congratulations, at least...
context: you could try pairing her up with Nakai Takuro again, with him as the artist and her as the author.\This time, in the magazine itself.\I understand.\I'll keep pushing her to pair up with Nakai.\I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least... response:	Maybe she's working really late?
context: This time, in the magazine itself.\I understand.\I'll keep pushing her to pair up with Nakai.\I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late? response:	I guess she won't reply unless I apologize.
context: I understand.\I'll keep pushing her to pair up with Nakai.\I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize. response:	Don't you think she's taking things too far?
context: I'll keep pushing her to pair up with Nakai.\I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far? response:	Oh, that's mine.
context: I won't lose to Tanto lying down!\I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine. response:	Congratulations on getting first place!
context: I'm counting on you.\If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place! response:	Oh, thank you.
context: If it goes well, it could get a drama adaptation!\She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place!\Oh, thank you. response:	I was second.
context: She could have said Congratulations, at least...\Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place!\Oh, thank you.\I was second. response:	Second? That's great!
context: Maybe she's working really late?\I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place!\Oh, thank you.\I was second.\Second? That's great! response:	You don't mind if I congratulate you, right?
context: I guess she won't reply unless I apologize.\Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place!\Oh, thank you.\I was second.\Second? That's great!\You don't mind if I congratulate you, right? response:	I am frustrated, but...
context: Don't you think she's taking things too far?\Oh, that's mine.\Congratulations on getting first place!\Oh, thank you.\I was second.\Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but... response:	I'm glad that Ashirogi, whom I collaborated with, was number one.
context: Oh, that's mine.\Congratulations on getting first place!\Oh, thank you.\I was second.\Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one. response:	Let's both work hard from here on out.
context: Congratulations on getting first place!\Oh, thank you.\I was second.\Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out. response:	Yes, thank you!
context: Oh, thank you.\I was second.\Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you! response:	Talk to you later.
context: I was second.\Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you!\Talk to you later. response:	Why am I so happy even though I only got second place?
context: Second? That's great!\You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place? response:	Do I like...?
context: You don't mind if I congratulate you, right?\I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place?\Do I like...? response:	No, I can't feel that way for him.
context: I am frustrated, but...\I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him. response:	He has a girlfriend.
context: I'm glad that Ashirogi, whom I collaborated with, was number one.\Let's both work hard from here on out.\Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him.\He has a girlfriend. response:	This is Yamahisa from Jack.
context: Let's both work hard from here on out.\Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack. response:	H-Hello.
context: Yes, thank you!\Talk to you later.\Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack.\H-Hello. response:	This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!
context: Talk to you later.\Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack! response:	Really?
context: Why am I so happy even though I only got second place?\Do I like...?\No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really? response:	Yep! If we can have Nakai do the art.
context: Do I like...?\No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art. response:	The general consensus in the editing department is that it would be for the best.
context: No, I can't feel that way for him.\He has a girlfriend.\This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best. response:	Nakai and a fellow female assistant?
context: He has a girlfriend.\This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant? response:	Yes.
context: This is Yamahisa from Jack.\H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes. response:	So I don't think you need to worry about him anymore.
context: H-Hello.\This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore. response:	I don't have the right to criticize Nakai now.
context: This may be sudden, but we decided to try out Time of Blue Leaves as a one-shot in Jack!\Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now. response:	Aoki?
context: Really?\Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki? response:	I understand.
context: Yep! If we can have Nakai do the art.\The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki?\I understand. response:	If it will improve the manga, I'll trust you and do as you say.
context: The general consensus in the editing department is that it would be for the best.\Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say. response:	Okay!
context: Nakai and a fellow female assistant?\Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay! response:	Then I'll follow up with Nakai immediately.
context: Yes.\So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately. response:	No.
context: So I don't think you need to worry about him anymore.\I don't have the right to criticize Nakai now.\Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately.\No. response:	I will speak with him directly.
context: I don't have the right to criticize Nakai now.\Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately.\No.\I will speak with him directly. response:	Sorry to keep you waiting.
context: Aoki?\I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately.\No.\I will speak with him directly.\Sorry to keep you waiting. response:	Um, what was it you wanted to talk about?
context: I understand.\If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately.\No.\I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about? response:	I was wondering if you would draw for me again.
context: If it will improve the manga, I'll trust you and do as you say.\Okay!\Then I'll follow up with Nakai immediately.\No.\I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again. response:	Time of Blue Leaves, which was published in NEXT...
context: Okay!\Then I'll follow up with Nakai immediately.\No.\I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT... response:	is going to be tried out as a one-shot in Jack.
context: Then I'll follow up with Nakai immediately.\No.\I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack. response:	I didn't think it was possible, but could that character in Time of Blue Leaves really have been...
context: No.\I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been... response:	Being popular sure is tough.
context: I will speak with him directly.\Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough. response:	My editor suggested that you should do the art.
context: Sorry to keep you waiting.\Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art. response:	I'll be brief, since I slipped out of work to come talk to you.
context: Um, what was it you wanted to talk about?\I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you. response:	Okay.
context: I was wondering if you would draw for me again.\Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay. response:	You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.
context: Time of Blue Leaves, which was published in NEXT...\is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant. response:	I'm having trouble deciding between you two.
context: is going to be tried out as a one-shot in Jack.\I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two. response:	I don't really understand...
context: I didn't think it was possible, but could that character in Time of Blue Leaves really have been...\Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand... response:	If you want to work with me, go out with me.
context: Being popular sure is tough.\My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me. response:	That's my condition.
context: My editor suggested that you should do the art.\I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me.\That's my condition. response:	Nakai.
context: I'll be brief, since I slipped out of work to come talk to you.\Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me.\That's my condition.\Nakai. response:	Yes?
context: Okay.\You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me.\That's my condition.\Nakai.\Yes? response:	Wow.
context: You see, I'm enjoying my current job, and I'm getting along well with Katou Natsumi, a fellow assistant.\I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me.\That's my condition.\Nakai.\Yes?\Wow. response:	That stuff actually happens?
context: I'm having trouble deciding between you two.\I don't really understand...\If you want to work with me, go out with me.\That's my condition.\Nakai.\Yes?\Wow.\That stuff actually happens? response:	You're horrible!
context: I don't really understand...\If you want to work with me, go out with me.\That's my condition.\Nakai.\Yes?\Wow.\That stuff actually happens?\You're horrible! response:	Dating as a requirement for working together?
context: If you want to work with me, go out with me.\That's my condition.\Nakai.\Yes?\Wow.\That stuff actually happens?\You're horrible!\Dating as a requirement for working together? response:	As a man... as a person... you're awful!
context: That's my condition.\Nakai.\Yes?\Wow.\That stuff actually happens?\You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful! response:	I see. I'm relieved.
context: Nakai.\Yes?\Wow.\That stuff actually happens?\You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved. response:	Since you've gone this far, my doubts have all been cleared up.
context: Yes?\Wow.\That stuff actually happens?\You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up. response:	Natsumi is waiting for me, so...
context: Wow.\That stuff actually happens?\You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so... response:	Goodbye.
context: That stuff actually happens?\You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye. response:	For the first chapter, we'll go with The gum that makes you say cool stuff
context: You're horrible!\Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff response:	and The cast that punches back.
context: Dating as a requirement for working together?\As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back. response:	Which of these inventions do you want to use for chapters two and up?
context: As a man... as a person... you're awful!\I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up? response:	He hasn't sent Azuki any mail since then.
context: I see. I'm relieved.\Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then. response:	This is getting bad.
context: Since you've gone this far, my doubts have all been cleared up.\Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad. response:	We have to get this serialized, make it into a big hit, and then we'll get an anime...
context: Natsumi is waiting for me, so...\Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime... response:	I can't even email her until then?
context: Goodbye.\For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then? response:	Actually, is our promise to get married once I get an anime even valid at this point?
context: For the first chapter, we'll go with The gum that makes you say cool stuff\and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point? response:	Hey, you alive?
context: and The cast that punches back.\Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive? response:	Saiko?
context: Which of these inventions do you want to use for chapters two and up?\He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko? response:	What?
context: He hasn't sent Azuki any mail since then.\This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko?\What? response:	I'll go home for today and think about it.
context: This is getting bad.\We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko?\What?\I'll go home for today and think about it. response:	Here's the list of inventions.
context: We have to get this serialized, make it into a big hit, and then we'll get an anime...\I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko?\What?\I'll go home for today and think about it.\Here's the list of inventions. response:	Number them in the order of which ones you like most.
context: I can't even email her until then?\Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko?\What?\I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most. response:	If he's like that, it'll affect our work.
context: Actually, is our promise to get married once I get an anime even valid at this point?\Hey, you alive?\Saiko?\What?\I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work. response:	This isn't the time to be stubborn.
context: Hey, you alive?\Saiko?\What?\I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn. response:	What's wrong?
context: Saiko?\What?\I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong? response:	Even though you've finally come to visit, you've been looking down this whole time.
context: What?\I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time. response:	I'm sorry for staying over so long.
context: I'll go home for today and think about it.\Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long. response:	I don't mind. It's like I have more daughters now; It's kind of fun.
context: Here's the list of inventions.\Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun. response:	I fought with my friend.
context: Number them in the order of which ones you like most.\If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend. response:	Your friend... is it a boy?
context: If he's like that, it'll affect our work.\This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy? response:	Well, yeah.
context: This isn't the time to be stubborn.\What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy?\Well, yeah. response:	Hey, what's going on with Miho and Mashiro?
context: What's wrong?\Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro? response:	She doesn't tell me anything,
context: Even though you've finally come to visit, you've been looking down this whole time.\I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything, response:	so give me the details before she gets back from work!
context: I'm sorry for staying over so long.\I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work! response:	Th-The details?
context: I don't mind. It's like I have more daughters now; It's kind of fun.\I fought with my friend.\Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details? response:	Excuse me for a minute.
context: I fought with my friend.\Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute. response:	I'm saved.
context: Your friend... is it a boy?\Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute.\I'm saved. response:	Takagi?
context: Well, yeah.\Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute.\I'm saved.\Takagi? response:	What's this?
context: Hey, what's going on with Miho and Mashiro?\She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute.\I'm saved.\Takagi?\What's this? response:	What's with that attitude?
context: She doesn't tell me anything,\so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute.\I'm saved.\Takagi?\What's this?\What's with that attitude? response:	A friend?
context: so give me the details before she gets back from work!\Th-The details?\Excuse me for a minute.\I'm saved.\Takagi?\What's this?\What's with that attitude?\A friend? response:	Y-Yeah.
context: Th-The details?\Excuse me for a minute.\I'm saved.\Takagi?\What's this?\What's with that attitude?\A friend?\Y-Yeah. response:	I need to go make a call.
context: Excuse me for a minute.\I'm saved.\Takagi?\What's this?\What's with that attitude?\A friend?\Y-Yeah.\I need to go make a call. response:	See you later!
context: I'm saved.\Takagi?\What's this?\What's with that attitude?\A friend?\Y-Yeah.\I need to go make a call.\See you later! response:	I won't wait 30 minutes!
context: Takagi?\What's this?\What's with that attitude?\A friend?\Y-Yeah.\I need to go make a call.\See you later!\I won't wait 30 minutes! response:	Oh, Miyoshi.
context: What's this?\What's with that attitude?\A friend?\Y-Yeah.\I need to go make a call.\See you later!\I won't wait 30 minutes!\Oh, Miyoshi. response:	That was fast.
context: What's with that attitude?\A friend?\Y-Yeah.\I need to go make a call.\See you later!\I won't wait 30 minutes!\Oh, Miyoshi.\That was fast. response:	What's with the Oh?
context: A friend?\Y-Yeah.\I need to go make a call.\See you later!\I won't wait 30 minutes!\Oh, Miyoshi.\That was fast.\What's with the Oh? response:	You guys are idiots!
context: Y-Yeah.\I need to go make a call.\See you later!\I won't wait 30 minutes!\Oh, Miyoshi.\That was fast.\What's with the Oh?\You guys are idiots! response:	What was with that manga?
context: I need to go make a call.\See you later!\I won't wait 30 minutes!\Oh, Miyoshi.\That was fast.\What's with the Oh?\You guys are idiots!\What was with that manga? response:	Huh? You didn't like Tanto?
context: See you later!\I won't wait 30 minutes!\Oh, Miyoshi.\That was fast.\What's with the Oh?\You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto? response:	It got 1st place, though...
context: I won't wait 30 minutes!\Oh, Miyoshi.\That was fast.\What's with the Oh?\You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though... response:	Not that one!
context: Oh, Miyoshi.\That was fast.\What's with the Oh?\You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though...\Not that one! response:	The one that used Miho and Mashiro's romance!
context: That was fast.\What's with the Oh?\You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance! response:	What are you doing, telling everybody about it?!
context: What's with the Oh?\You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?! response:	Oh, that.
context: You guys are idiots!\What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that. response:	That ?!
context: What was with that manga?\Huh? You didn't like Tanto?\It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that.\That ?! response:	You're so obviously prattling away with both Iwase and that female manga author!
context: Huh? You didn't like Tanto?\It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author! response:	Are the two of you going on group dates with both of them every day, or something?
context: It got 1st place, though...\Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something? response:	Sounds like fun!
context: Not that one!\The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun! response:	Even though you never take me out on a proper date,
context: The one that used Miho and Mashiro's romance!\What are you doing, telling everybody about it?!\Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date, response:	you're really chummy with pretty girls!
context: What are you doing, telling everybody about it?!\Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls! response:	You should only do stuff like that after you break up with me
