context: Sensei, could I... response:	Yes?
context: Cheers!\Cheers!\Okay, this one's cooked!\Cold!\If you don't gobble it up fast, it'll go cold in no time!\No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow! response:	You got it too close.
context: Cheers!\Okay, this one's cooked!\Cold!\If you don't gobble it up fast, it'll go cold in no time!\No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close. response:	By the way, I heard... Kobuchizawa-san's unsure she'll go?
context: Okay, this one's cooked!\Cold!\If you don't gobble it up fast, it'll go cold in no time!\No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go? response:	I suppose...
context: Cold!\If you don't gobble it up fast, it'll go cold in no time!\No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose... response:	Are you sure you don't want to say anything to her?
context: If you don't gobble it up fast, it'll go cold in no time!\No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her? response:	To act is not necessarily compassion.
context: No time to lose!\That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion. response:	True compassion sometimes comes from inaction!
context: That's the thrill of the Antarctic barbecue.\I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction! response:	More nonsense...
context: I dropped my marshmallow!\You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense... response:	But that's basically what we decided.
context: You got it too close.\By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided. response:	I envy you guys.
context: By the way, I heard... Kobuchizawa-san's unsure she'll go?\I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided.\I envy you guys. response:	The ability to give each other space is the proof that you're good friends.
context: I suppose...\Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends. response:	What the hell are you doing?!
context: Are you sure you don't want to say anything to her?\To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?! response:	Did she say we were good friends?
context: To act is not necessarily compassion.\True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends? response:	Yeah.
context: True compassion sometimes comes from inaction!\More nonsense...\But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends?\Yeah. response:	We're good friends!
context: More nonsense...\But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends?\Yeah.\We're good friends! response:	Aren't you going to go?
context: But that's basically what we decided.\I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends?\Yeah.\We're good friends!\Aren't you going to go? response:	You should know by now that I'm not good in party situations.
context: I envy you guys.\The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends?\Yeah.\We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations. response:	What do you think?
context: The ability to give each other space is the proof that you're good friends.\What the hell are you doing?!\Did she say we were good friends?\Yeah.\We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think? response:	About what?
context: What the hell are you doing?!\Did she say we were good friends?\Yeah.\We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think?\About what? response:	Mom.
context: Did she say we were good friends?\Yeah.\We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think?\About what?\Mom. response:	If you have to ask me that, you probably shouldn't go.
context: Yeah.\We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think?\About what?\Mom.\If you have to ask me that, you probably shouldn't go. response:	I may not want to believe it, but the fact is that Takako is dead.
context: We're good friends!\Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think?\About what?\Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead. response:	I can talk about dying wishes and what she would have wanted,
context: Aren't you going to go?\You should know by now that I'm not good in party situations.\What do you think?\About what?\Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted, response:	but none of us know if that's how she really felt, if it's what she really wanted.
context: You should know by now that I'm not good in party situations.\What do you think?\About what?\Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted. response:	Then why did you come to Antarctica again?
context: What do you think?\About what?\Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again? response:	Because I wanted to come.
context: About what?\Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come. response:	Because I latched on to the idea that Takako wanted me to.
context: Mom.\If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to. response:	At the end of the day, those ideas we latch on to aren't enough to motivate us.
context: If you have to ask me that, you probably shouldn't go.\I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us. response:	But when we run around on the injustices of reality,
context: I may not want to believe it, but the fact is that Takako is dead.\I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality, response:	they're the only things that can break through,
context: I can talk about dying wishes and what she would have wanted,\but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through, response:	make the impossible possible, and allow us to proceed on.
context: but none of us know if that's how she really felt, if it's what she really wanted.\Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on. response:	That's what I believe.
context: Then why did you come to Antarctica again?\Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe. response:	You're saying I shouldn't leave it to anyone else?
context: Because I wanted to come.\Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else? response:	That's right. But...
context: Because I latched on to the idea that Takako wanted me to.\At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But... response:	That's how you've always done things, isn't it?
context: At the end of the day, those ideas we latch on to aren't enough to motivate us.\But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it? response:	Moving.
context: But when we run around on the injustices of reality,\they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it?\Moving. response:	Cashier.
context: they're the only things that can break through,\make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it?\Moving.\Cashier. response:	Cleaning.
context: make the impossible possible, and allow us to proceed on.\That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it?\Moving.\Cashier.\Cleaning. response:	Cleaning.
context: That's what I believe.\You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it?\Moving.\Cashier.\Cleaning.\Cleaning. response:	Newspaper delivery.
context: You're saying I shouldn't leave it to anyone else?\That's right. But...\That's how you've always done things, isn't it?\Moving.\Cashier.\Cleaning.\Cleaning.\Newspaper delivery. response:	I know that!
context: That's right. But...\That's how you've always done things, isn't it?\Moving.\Cashier.\Cleaning.\Cleaning.\Newspaper delivery.\I know that! response:	I know I'm being unreasonable!
context: That's how you've always done things, isn't it?\Moving.\Cashier.\Cleaning.\Cleaning.\Newspaper delivery.\I know that!\I know I'm being unreasonable! response:	Cashier.
context: Moving.\Cashier.\Cleaning.\Cleaning.\Newspaper delivery.\I know that!\I know I'm being unreasonable!\Cashier. response:	Moving.
context: Cashier.\Cleaning.\Cleaning.\Newspaper delivery.\I know that!\I know I'm being unreasonable!\Cashier.\Moving. response:	Traffic surveys.
context: Cleaning.\Cleaning.\Newspaper delivery.\I know that!\I know I'm being unreasonable!\Cashier.\Moving.\Traffic surveys. response:	Cleaning.
context: Cleaning.\Newspaper delivery.\I know that!\I know I'm being unreasonable!\Cashier.\Moving.\Traffic surveys.\Cleaning. response:	Factory.
context: Newspaper delivery.\I know that!\I know I'm being unreasonable!\Cashier.\Moving.\Traffic surveys.\Cleaning.\Factory. response:	Factory.
context: I know that!\I know I'm being unreasonable!\Cashier.\Moving.\Traffic surveys.\Cleaning.\Factory.\Factory. response:	Cashier.
context: I know I'm being unreasonable!\Cashier.\Moving.\Traffic surveys.\Cleaning.\Factory.\Factory.\Cashier. response:	Delivery.
context: Cashier.\Moving.\Traffic surveys.\Cleaning.\Factory.\Factory.\Cashier.\Delivery. response:	But... I really want to go.
context: Moving.\Traffic surveys.\Cleaning.\Factory.\Factory.\Cashier.\Delivery.\But... I really want to go. response:	Cashier.
context: Traffic surveys.\Cleaning.\Factory.\Factory.\Cashier.\Delivery.\But... I really want to go.\Cashier. response:	Because... my mother is waiting there.
context: Cleaning.\Factory.\Factory.\Cashier.\Delivery.\But... I really want to go.\Cashier.\Because... my mother is waiting there. response:	Amazing!
context: Factory.\Factory.\Cashier.\Delivery.\But... I really want to go.\Cashier.\Because... my mother is waiting there.\Amazing! response:	Right? They said it's hand-drawn.
context: Factory.\Cashier.\Delivery.\But... I really want to go.\Cashier.\Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn. response:	Apparently we're taking this on the trip inland!
context: Cashier.\Delivery.\But... I really want to go.\Cashier.\Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland! response:	Really?
context: Delivery.\But... I really want to go.\Cashier.\Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really? response:	Good luck!! Inland Exploration Squad!!
context: But... I really want to go.\Cashier.\Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!! response:	Team Girls
context: Cashier.\Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!!\Team Girls response:	Is that your luggage?
context: Because... my mother is waiting there.\Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage? response:	Yeah!
context: Amazing!\Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage?\Yeah! response:	Too much. Halve it. You have five minutes.
context: Right? They said it's hand-drawn.\Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes. response:	No way!
context: Apparently we're taking this on the trip inland!\Really?\Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes.\No way! response:	Good morning.
context: Really?\Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes.\No way!\Good morning. response:	Good morning.
context: Good luck!! Inland Exploration Squad!!\Team Girls\Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes.\No way!\Good morning.\Good morning. response:	And so, our final journey began.
context: Team Girls\Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes.\No way!\Good morning.\Good morning.\And so, our final journey began. response:	14,000 kilometers from Japan.
context: Is that your luggage?\Yeah!\Too much. Halve it. You have five minutes.\No way!\Good morning.\Good morning.\And so, our final journey began.\14,000 kilometers from Japan. response:	To that place further than the reaches of the universe.
context: Yeah!\Too much. Halve it. You have five minutes.\No way!\Good morning.\Good morning.\And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe. response:	The place that seemed out of reach.
context: Too much. Halve it. You have five minutes.\No way!\Good morning.\Good morning.\And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach. response:	I thought we were taking the snowcat...
context: No way!\Good morning.\Good morning.\And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat... response:	That's S-16, the departure point for the inland expedition.
context: Good morning.\Good morning.\And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition. response:	Today's mission is loading materials onto the snowcats stationed there.
context: Good morning.\And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there. response:	Hup.
context: And so, our final journey began.\14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup. response:	So cold!
context: 14,000 kilometers from Japan.\To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold! response:	It's going to be a lot colder here than it was at Syowa Station, yeah.
context: To that place further than the reaches of the universe.\The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah. response:	This scenery is more like how you imagine Antarctica, right?
context: The place that seemed out of reach.\I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right? response:	It really is...
context: I thought we were taking the snowcat...\That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is... response:	Slow, isn't it?
context: That's S-16, the departure point for the inland expedition.\Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it? response:	Well, have you got two sevens?
context: Today's mission is loading materials onto the snowcats stationed there.\Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it?\Well, have you got two sevens? response:	Two sevens.
context: Hup.\So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it?\Well, have you got two sevens?\Two sevens. response:	Okay.
context: So cold!\It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it?\Well, have you got two sevens?\Two sevens.\Okay. response:	You had them?
context: It's going to be a lot colder here than it was at Syowa Station, yeah.\This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it?\Well, have you got two sevens?\Two sevens.\Okay.\You had them? response:	Have some sympathy for person who's lost three times straight...
context: This scenery is more like how you imagine Antarctica, right?\It really is...\Slow, isn't it?\Well, have you got two sevens?\Two sevens.\Okay.\You had them?\Have some sympathy for person who's lost three times straight... response:	114 here. We've passed through S-18.
context: It really is...\Slow, isn't it?\Well, have you got two sevens?\Two sevens.\Okay.\You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18. response:	112 here. Roger.
context: Slow, isn't it?\Well, have you got two sevens?\Two sevens.\Okay.\You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger. response:	What's going on?
context: Well, have you got two sevens?\Two sevens.\Okay.\You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger.\What's going on? response:	It's time to work.
context: Two sevens.\Okay.\You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger.\What's going on?\It's time to work. response:	We'll be going outside, so get ready.
context: Okay.\You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger.\What's going on?\It's time to work.\We'll be going outside, so get ready. response:	Ouch! Just breathing hurts my chest!
context: You had them?\Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger.\What's going on?\It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest! response:	I've lost all feeling in my nose!
context: Have some sympathy for person who's lost three times straight...\114 here. We've passed through S-18.\112 here. Roger.\What's going on?\It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose! response:	It's going to get colder as we get higher up.
context: 114 here. We've passed through S-18.\112 here. Roger.\What's going on?\It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up. response:	Think I can manage it?
context: 112 here. Roger.\What's going on?\It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it? response:	You brought that?
context: What's going on?\It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it?\You brought that? response:	Here.
context: It's time to work.\We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it?\You brought that?\Here. response:	Thank you very much!
context: We'll be going outside, so get ready.\Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it?\You brought that?\Here.\Thank you very much! response:	I can't feel anything!
context: Ouch! Just breathing hurts my chest!\I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it?\You brought that?\Here.\Thank you very much!\I can't feel anything! response:	Eat fast or it'll get cold!
context: I've lost all feeling in my nose!\It's going to get colder as we get higher up.\Think I can manage it?\You brought that?\Here.\Thank you very much!\I can't feel anything!\Eat fast or it'll get cold! response:	We're turning off the engines at night, right?
context: It's going to get colder as we get higher up.\Think I can manage it?\You brought that?\Here.\Thank you very much!\I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right? response:	Yeah, we don't have enough fuel to keep it running.
context: Think I can manage it?\You brought that?\Here.\Thank you very much!\I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running. response:	Syowa here. Syowa here.
context: You brought that?\Here.\Thank you very much!\I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here. response:	Inland team, do you read? Over.
context: Here.\Thank you very much!\I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over. response:	It's a regular check-in.
context: Thank you very much!\I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in. response:	Practice it.
context: I can't feel anything!\Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in.\Practice it. response:	Because none of us knows what's going to happen out there.
context: Eat fast or it'll get cold!\We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there. response:	It's going to get very windy tonight,
context: We're turning off the engines at night, right?\Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight, response:	so when moving between cars, make sure to use this rope.
context: Yeah, we don't have enough fuel to keep it running.\Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope. response:	Don't assume you'll be fine because it's just a few meters.
context: Syowa here. Syowa here.\Inland team, do you read? Over.\It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters. response:	If you end up out in a blizzard, you're never making it back.
context: Inland team, do you read? Over.\It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back. response:	What's that?
context: It's a regular check-in.\Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that? response:	What?
context: Practice it.\Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that?\What? response:	It's the sun... right?
context: Because none of us knows what's going to happen out there.\It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that?\What?\It's the sun... right? response:	Looks kind of apocalyptic, huh?
context: It's going to get very windy tonight,\so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that?\What?\It's the sun... right?\Looks kind of apocalyptic, huh? response:	It's called a sun pillar.
context: so when moving between cars, make sure to use this rope.\Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that?\What?\It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar. response:	It's an optical illusion caused by ice crystals.
context: Don't assume you'll be fine because it's just a few meters.\If you end up out in a blizzard, you're never making it back.\What's that?\What?\It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals. response:	Did my mother see this, too?
context: If you end up out in a blizzard, you're never making it back.\What's that?\What?\It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too? response:	Yes, she did.
context: What's that?\What?\It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did. response:	You could say she gazed at it as she slept there.
context: What?\It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there. response:	It's here.
context: It's the sun... right?\Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there.\It's here. response:	What, a blizzard?
context: Looks kind of apocalyptic, huh?\It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there.\It's here.\What, a blizzard? response:	There's no question.
context: It's called a sun pillar.\It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there.\It's here.\What, a blizzard?\There's no question. response:	Don't worry.
context: It's an optical illusion caused by ice crystals.\Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there.\It's here.\What, a blizzard?\There's no question.\Don't worry. response:	As long as we stay in here...
context: Did my mother see this, too?\Yes, she did.\You could say she gazed at it as she slept there.\It's here.\What, a blizzard?\There's no question.\Don't worry.\As long as we stay in here... response:	I can't see anything!
context: Yes, she did.\You could say she gazed at it as she slept there.\It's here.\What, a blizzard?\There's no question.\Don't worry.\As long as we stay in here...\I can't see anything! response:	Neither can I!
context: You could say she gazed at it as she slept there.\It's here.\What, a blizzard?\There's no question.\Don't worry.\As long as we stay in here...\I can't see anything!\Neither can I! response:	I see. This is your first time seeing a real one?
context: It's here.\What, a blizzard?\There's no question.\Don't worry.\As long as we stay in here...\I can't see anything!\Neither can I!\I see. This is your first time seeing a real one? response:	Yes...
context: What, a blizzard?\There's no question.\Don't worry.\As long as we stay in here...\I can't see anything!\Neither can I!\I see. This is your first time seeing a real one?\Yes... response:	Was it like this when my mother went missing?
context: There's no question.\Don't worry.\As long as we stay in here...\I can't see anything!\Neither can I!\I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing? response:	We think she left something at the inland station,
context: Don't worry.\As long as we stay in here...\I can't see anything!\Neither can I!\I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing?\We think she left something at the inland station, response:	or maybe she slipped...
context: As long as we stay in here...\I can't see anything!\Neither can I!\I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped... response:	Takako?
context: I can't see anything!\Neither can I!\I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped...\Takako? response:	The next thing I knew, she was gone.
