context: Ugh! response:	Die Inuyasha!
context: Aghh! It's coming this way!\Something big is coming.\Let's run!\W-why you! Can't just eat and run!\But it's big! We're no match for it.\Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments. response:	It's heading this way with enormous speed!
context: Something big is coming.\Let's run!\W-why you! Can't just eat and run!\But it's big! We're no match for it.\Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed! response:	A Sacred Jewel fragment coming here?!
context: Let's run!\W-why you! Can't just eat and run!\But it's big! We're no match for it.\Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?! response:	What luck!
context: W-why you! Can't just eat and run!\But it's big! We're no match for it.\Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck! response:	If it's the Sacred Jewel, I'm willing to make the sacrifice!
context: But it's big! We're no match for it.\Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice! response:	Hold it, Miroku!
context: Impossible! Stupid! Like committing suicide!\What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku! response:	What's that sound?
context: What a guy!\I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound? response:	That trembling!
context: I sense Sacred Jewel fragments.\It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound?\That trembling! response:	W-what!?
context: It's heading this way with enormous speed!\A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound?\That trembling!\W-what!? response:	Sesshomaru!
context: A Sacred Jewel fragment coming here?!\What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound?\That trembling!\W-what!?\Sesshomaru! response:	Slow as usual, huh, Inuyasha?
context: What luck!\If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound?\That trembling!\W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha? response:	Damn you, Sesshomaru! Whaddya want?
context: If it's the Sacred Jewel, I'm willing to make the sacrifice!\Hold it, Miroku!\What's that sound?\That trembling!\W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want? response:	Don't ask me stupid questions.
context: Hold it, Miroku!\What's that sound?\That trembling!\W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions. response:	I'm here for the Tetsusaiga!
context: What's that sound?\That trembling!\W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga! response:	You still haven't given up?!
context: That trembling!\W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?! response:	Are they acquaintances?
context: W-what!?\Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances? response:	That's Inuyasha's older brother.
context: Sesshomaru!\Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother. response:	Brother?
context: Slow as usual, huh, Inuyasha?\Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother.\Brother? response:	Unlike half-demon Inuyasha, this one's a full-fledged one.
context: Damn you, Sesshomaru! Whaddya want?\Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one. response:	He's still after the Tetsusaiga.
context: Don't ask me stupid questions.\I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga. response:	He couldn't become one with the sword...
context: I'm here for the Tetsusaiga!\You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword... response:	and couldn't even lift it!
context: You still haven't given up?!\Are they acquaintances?\That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it! response:	That's right! He shouldn't be able to touch it even now!
context: Are they acquaintances?\That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now! response:	Draw your sword, Inuyasha.
context: That's Inuyasha's older brother.\Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha. response:	Or will you hand it over quietly?
context: Brother?\Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly? response:	Shaddup! This time, I'll cut off more than your arm!
context: Unlike half-demon Inuyasha, this one's a full-fledged one.\He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm! response:	Inuyasha... You still haven't mastered the use of the Tetsusaiga.
context: He's still after the Tetsusaiga.\He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga. response:	W-what?!
context: He couldn't become one with the sword...\and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?! response:	Cut your jokes, damn you!
context: and couldn't even lift it!\That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you! response:	Such pitiful swordsmanship...
context: That's right! He shouldn't be able to touch it even now!\Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship... response:	You can't handle that large sword.
context: Draw your sword, Inuyasha.\Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword. response:	Arghhh!
context: Or will you hand it over quietly?\Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh! response:	His arm is rotting!
context: Shaddup! This time, I'll cut off more than your arm!\Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh!\His arm is rotting! response:	It's the poison in his nails!
context: Inuyasha... You still haven't mastered the use of the Tetsusaiga.\W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh!\His arm is rotting!\It's the poison in his nails! response:	If you don't release the Tetsusaiga, your arm will rot and fall off.
context: W-what?!\Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh!\His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off. response:	Damn!
context: Cut your jokes, damn you!\Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh!\His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn! response:	Before that happens!
context: Such pitiful swordsmanship...\You can't handle that large sword.\Arghhh!\His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens! response:	He's resisting him!
context: You can't handle that large sword.\Arghhh!\His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens!\He's resisting him! response:	I'll slit you in half!
context: Arghhh!\His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens!\He's resisting him!\I'll slit you in half! response:	Damn him...
context: His arm is rotting!\It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens!\He's resisting him!\I'll slit you in half!\Damn him... response:	Damn!
context: It's the poison in his nails!\If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens!\He's resisting him!\I'll slit you in half!\Damn him...\Damn! response:	What?!
context: If you don't release the Tetsusaiga, your arm will rot and fall off.\Damn!\Before that happens!\He's resisting him!\I'll slit you in half!\Damn him...\Damn!\What?! response:	Sesshomaru has a hold of the Tetsusaiga!
context: Damn!\Before that happens!\He's resisting him!\I'll slit you in half!\Damn him...\Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga! response:	W-why is Sesshomaru able to hold the Tetsusaiga?
context: Before that happens!\He's resisting him!\I'll slit you in half!\Damn him...\Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga? response:	I shall show you, Inuyasha...
context: He's resisting him!\I'll slit you in half!\Damn him...\Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha... response:	The Tetsusaiga's true power.
context: I'll slit you in half!\Damn him...\Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power. response:	Jaken!
context: Damn him...\Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken! response:	Yes, my lord! I shall summon all the mountain demons!
context: Damn!\What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons! response:	Come forth!
context: What?!\Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth! response:	Watch me well, Inuyasha.
context: Sesshomaru has a hold of the Tetsusaiga!\W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha. response:	In one stroke...
context: W-why is Sesshomaru able to hold the Tetsusaiga?\I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha.\In one stroke... response:	The power to slay a hundred demons in one stroke...
context: I shall show you, Inuyasha...\The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke... response:	W-what?!
context: The Tetsusaiga's true power.\Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke...\W-what?! response:	The mountain...
context: Jaken!\Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke...\W-what?!\The mountain... response:	Not only the demons, he destroyed the mountain!
context: Yes, my lord! I shall summon all the mountain demons!\Come forth!\Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke...\W-what?!\The mountain...\Not only the demons, he destroyed the mountain! response:	Now that is the true power of the Tetsusaiga...
context: Come forth!\Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke...\W-what?!\The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga... response:	the supreme sword forged from our father's fang!
context: Watch me well, Inuyasha.\In one stroke...\The power to slay a hundred demons in one stroke...\W-what?!\The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang! response:	Unfortunately, it does not have the power to choose his owner!
context: In one stroke...\The power to slay a hundred demons in one stroke...\W-what?!\The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner! response:	Do you realize now that a half-demon like you...
context: The power to slay a hundred demons in one stroke...\W-what?!\The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you... response:	can never master it?
context: W-what?!\The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it? response:	D-damn!!
context: The mountain...\Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it?\D-damn!! response:	Inuyasha!
context: Not only the demons, he destroyed the mountain!\Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it?\D-damn!!\Inuyasha! response:	Hold it, Kagome!
context: Now that is the true power of the Tetsusaiga...\the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it?\D-damn!!\Inuyasha!\Hold it, Kagome! response:	I'll go!
context: the supreme sword forged from our father's fang!\Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it?\D-damn!!\Inuyasha!\Hold it, Kagome!\I'll go! response:	Shippo, stay behind, too!
context: Unfortunately, it does not have the power to choose his owner!\Do you realize now that a half-demon like you...\can never master it?\D-damn!!\Inuyasha!\Hold it, Kagome!\I'll go!\Shippo, stay behind, too! response:	Then... your right hand!
context: Do you realize now that a half-demon like you...\can never master it?\D-damn!!\Inuyasha!\Hold it, Kagome!\I'll go!\Shippo, stay behind, too!\Then... your right hand! response:	Become a victim of the Tetsusaiga...
context: can never master it?\D-damn!!\Inuyasha!\Hold it, Kagome!\I'll go!\Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga... response:	That's a fitting end for you.
context: D-damn!!\Inuyasha!\Hold it, Kagome!\I'll go!\Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you. response:	As if I'd let someone like him take the Tetsusaiga!
context: Inuyasha!\Hold it, Kagome!\I'll go!\Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga! response:	I can't stay quiet any longer.
context: Hold it, Kagome!\I'll go!\Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer. response:	Enough of this silly sibling rivalry.
context: I'll go!\Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry. response:	Hey!
context: Shippo, stay behind, too!\Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey! response:	Hmmm? That monk?
context: Then... your right hand!\Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk? response:	Stay back, Miroku!
context: Become a victim of the Tetsusaiga...\That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk?\Stay back, Miroku! response:	You can't handle this alone!
context: That's a fitting end for you.\As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone! response:	Shaddup! Get behind me!
context: As if I'd let someone like him take the Tetsusaiga!\I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me! response:	Don't be so stubborn!
context: I can't stay quiet any longer.\Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn! response:	W-what?! You!
context: Enough of this silly sibling rivalry.\Hey!\Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You! response:	Is that the monk that Naraku mentioned?
context: Hey!\Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned? response:	There should be a young monk with Inuyasha.
context: Hmmm? That monk?\Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha. response:	He may prove to be more troublesome than Inuyasha.
context: Stay back, Miroku!\You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha. response:	Aghh!
context: You can't handle this alone!\Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh! response:	Sesshomaru, leave this monk to me!
context: Shaddup! Get behind me!\Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me! response:	No sense in wasting your time with him.
context: Don't be so stubborn!\W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him. response:	That's true. I'll just watch.
context: W-what?! You!\Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch. response:	Onward! Smash them!
context: Is that the monk that Naraku mentioned?\There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them! response:	Everyone, get back!
context: There should be a young monk with Inuyasha.\He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them!\Everyone, get back! response:	Heaven's wrath!
context: He may prove to be more troublesome than Inuyasha.\Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them!\Everyone, get back!\Heaven's wrath! response:	N-no-o... Stop!
context: Aghh!\Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them!\Everyone, get back!\Heaven's wrath!\N-no-o... Stop! response:	Heavenly power! It's the Wind Tunnel!
context: Sesshomaru, leave this monk to me!\No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them!\Everyone, get back!\Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel! response:	Miroku, you look great!
context: No sense in wasting your time with him.\That's true. I'll just watch.\Onward! Smash them!\Everyone, get back!\Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great! response:	Inuyasha, you too.
context: That's true. I'll just watch.\Onward! Smash them!\Everyone, get back!\Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too. response:	Don't say it like an afterthought.
context: Onward! Smash them!\Everyone, get back!\Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought. response:	Please try using this...
context: Everyone, get back!\Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought.\Please try using this... response:	It is the hive of the Saimyosho, the insect of Hell.
context: Heaven's wrath!\N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell. response:	You will find this very useful...
context: N-no-o... Stop!\Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful... response:	in plugging the Wind Tunnel in that monk's right hand.
context: Heavenly power! It's the Wind Tunnel!\Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand. response:	Humph... We'll see if he was right.
context: Miroku, you look great!\Inuyasha, you too.\Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right. response:	W-what's?
context: Inuyasha, you too.\Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's? response:	Those bugs...
context: Don't say it like an afterthought.\Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's?\Those bugs... response:	They're not being sucked in, they're flying at him!
context: Please try using this...\It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's?\Those bugs...\They're not being sucked in, they're flying at him! response:	They're!
context: It is the hive of the Saimyosho, the insect of Hell.\You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's?\Those bugs...\They're not being sucked in, they're flying at him!\They're! response:	Inuyasha... Take over!
context: You will find this very useful...\in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's?\Those bugs...\They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over! response:	- Miroku! - What's wrong, Miroku!
context: in plugging the Wind Tunnel in that monk's right hand.\Humph... We'll see if he was right.\W-what's?\Those bugs...\They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku! response:	Iron-Reaver, Soul-Stealer!
context: Humph... We'll see if he was right.\W-what's?\Those bugs...\They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer! response:	Are you all right, Miroku?
context: W-what's?\Those bugs...\They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku? response:	I've been poisoned by those insects...
context: Those bugs...\They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects... response:	Poison?
context: They're not being sucked in, they're flying at him!\They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects...\Poison? response:	Foxfire!
context: They're!\Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects...\Poison?\Foxfire! response:	Shippo!
context: Inuyasha... Take over!\- Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects...\Poison?\Foxfire!\Shippo! response:	I can fight these bugs at least!
context: - Miroku! - What's wrong, Miroku!\Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects...\Poison?\Foxfire!\Shippo!\I can fight these bugs at least! response:	Shippo!
context: Iron-Reaver, Soul-Stealer!\Are you all right, Miroku?\I've been poisoned by those insects...\Poison?\Foxfire!\Shippo!\I can fight these bugs at least!\Shippo! response:	Miroku!
context: Are you all right, Miroku?\I've been poisoned by those insects...\Poison?\Foxfire!\Shippo!\I can fight these bugs at least!\Shippo!\Miroku! response:	Wait here, I'll look for an antidote!
context: I've been poisoned by those insects...\Poison?\Foxfire!\Shippo!\I can fight these bugs at least!\Shippo!\Miroku!\Wait here, I'll look for an antidote! response:	Inuyasha! Help Miroku!
context: Poison?\Foxfire!\Shippo!\I can fight these bugs at least!\Shippo!\Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku! response:	Hey, Miroku! Do your share!
context: Foxfire!\Shippo!\I can fight these bugs at least!\Shippo!\Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share! response:	Sorry, Inuyasha... The poison's weakened me...
context: Shippo!\I can fight these bugs at least!\Shippo!\Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me... response:	I can't believe those petty insects shut down my Wind Tunnel...
context: I can fight these bugs at least!\Shippo!\Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel... response:	Blades of Blood!!
