context: Stop spoiling him! response:	Hm? Rin-chan?
context: I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun response:	a little extra roast beef?
context: H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun\a little extra roast beef? response:	Please cut a lot of roast beef for Sou-kun!
context: I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun! response:	Please give Souta a lot of roast beef.
context: I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef. response:	I want Souta-kun to have tons of roast beef!
context: That's a great idea!\Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef! response:	Give Onii-chan an extra helping of roast beef!
context: Everyone seems to be staring at me...\U-Uh...\Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef! response:	I love roast beef.
context: U-Uh...\Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef. response:	What are you guys doing...
context: Could you give Souta-kun\a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing... response:	It's amazing they have an outdoor bath like this.
context: a little extra roast beef?\Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this. response:	Hm? Megumu?
context: Please cut a lot of roast beef for Sou-kun!\Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu? response:	It's the first time you've gotten in the bath with
context: Please give Souta a lot of roast beef.\I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with response:	Huh?
context: I want Souta-kun to have tons of roast beef!\Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with\Huh? response:	Rin-kun?!
context: Give Onii-chan an extra helping of roast beef!\I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with\Huh?\Rin-kun?! response:	S-S-Souta?!
context: I love roast beef.\What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with\Huh?\Rin-kun?!\S-S-Souta?! response:	Why are you in the women's bath?!
context: What are you guys doing...\It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with\Huh?\Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?! response:	You pervert! Jerk! Voyeur!
context: It's amazing they have an outdoor bath like this.\Hm? Megumu?\It's the first time you've gotten in the bath with\Huh?\Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur! response:	Th-This is the men's bath, Rin-kun!
context: Hm? Megumu?\It's the first time you've gotten in the bath with\Huh?\Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun! response:	What are you saying?!
context: It's the first time you've gotten in the bath with\Huh?\Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?! response:	This is women's bath!
context: Huh?\Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath! response:	Akane and the others?!
context: Rin-kun?!\S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath!\Akane and the others?! response:	That must mean this is the women's bath...
context: S-S-Souta?!\Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath!\Akane and the others?!\That must mean this is the women's bath... response:	Over this way, Souta!
context: Why are you in the women's bath?!\You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath!\Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta! response:	It's nice to have a bath outdoors like this.
context: You pervert! Jerk! Voyeur!\Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath!\Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this. response:	I wish I could have called Granny.
context: Th-This is the men's bath, Rin-kun!\What are you saying?!\This is women's bath!\Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny. response:	Our bath here is good for the skin,
context: What are you saying?!\This is women's bath!\Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin, response:	but I don't think it helps a bad hip.
context: This is women's bath!\Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip. response:	It helps your skin?
context: Akane and the others?!\That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin? response:	They've got a pool, too!
context: That must mean this is the women's bath...\Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too! response:	Y-You saved me, Rin-kun.
context: Over this way, Souta!\It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun. response:	Rin-kun?
context: It's nice to have a bath outdoors like this.\I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun? response:	Souta saw me...
context: I wish I could have called Granny.\Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me... response:	Saw me naked...
context: Our bath here is good for the skin,\but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me...\Saw me naked... response:	I can't get married now.
context: but I don't think it helps a bad hip.\It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me...\Saw me naked...\I can't get married now. response:	Uh...
context: It helps your skin?\They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me...\Saw me naked...\I can't get married now.\Uh... response:	I guess if no one else marries you,
context: They've got a pool, too!\Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me...\Saw me naked...\I can't get married now.\Uh...\I guess if no one else marries you, response:	I'll marry you.
context: Y-You saved me, Rin-kun.\Rin-kun?\Souta saw me...\Saw me naked...\I can't get married now.\Uh...\I guess if no one else marries you,\I'll marry you. response:	What are you saying?!
context: Rin-kun?\Souta saw me...\Saw me naked...\I can't get married now.\Uh...\I guess if no one else marries you,\I'll marry you.\What are you saying?! response:	You... bath and...
context: Souta saw me...\Saw me naked...\I can't get married now.\Uh...\I guess if no one else marries you,\I'll marry you.\What are you saying?!\You... bath and... response:	Rin-kun, calm down.
context: Saw me naked...\I can't get married now.\Uh...\I guess if no one else marries you,\I'll marry you.\What are you saying?!\You... bath and...\Rin-kun, calm down. response:	Hm? Rin-chan-senpai, you're here already?
context: I can't get married now.\Uh...\I guess if no one else marries you,\I'll marry you.\What are you saying?!\You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already? response:	Oh, yeah.
context: Uh...\I guess if no one else marries you,\I'll marry you.\What are you saying?!\You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah. response:	Why are you splashing about?
context: I guess if no one else marries you,\I'll marry you.\What are you saying?!\You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about? response:	I-It's such a nice bath,
context: I'll marry you.\What are you saying?!\You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about?\I-It's such a nice bath, response:	I forgot myself and started playing around like a little kid.
context: What are you saying?!\You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid. response:	Rin-oneechan sometimes acts like a kid
context: You... bath and...\Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid response:	it's really cute.
context: Rin-kun, calm down.\Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute. response:	Y-Yeah?
context: Hm? Rin-chan-senpai, you're here already?\Oh, yeah.\Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah? response:	Mei-oneechan is the same way.
context: Oh, yeah.\Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah?\Mei-oneechan is the same way. response:	Why me?
context: Why are you splashing about?\I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah?\Mei-oneechan is the same way.\Why me? response:	But I'm glad you
context: I-It's such a nice bath,\I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah?\Mei-oneechan is the same way.\Why me?\But I'm glad you response:	didn't get in the bath earlier.
context: I forgot myself and started playing around like a little kid.\Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah?\Mei-oneechan is the same way.\Why me?\But I'm glad you\didn't get in the bath earlier. response:	What do you mean?
context: Rin-oneechan sometimes acts like a kid\it's really cute.\Y-Yeah?\Mei-oneechan is the same way.\Why me?\But I'm glad you\didn't get in the bath earlier.\What do you mean? response:	The bath here at the house has set hours for men and women.
context: it's really cute.\Y-Yeah?\Mei-oneechan is the same way.\Why me?\But I'm glad you\didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women. response:	I forgot to tell Rin-chan-senpai and Souta-kun.
context: Y-Yeah?\Mei-oneechan is the same way.\Why me?\But I'm glad you\didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun. response:	Silly me.
context: Mei-oneechan is the same way.\Why me?\But I'm glad you\didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me. response:	Don't forget something like that!
context: Why me?\But I'm glad you\didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that! response:	S-Sorry.
context: But I'm glad you\didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that!\S-Sorry. response:	Huh?
context: didn't get in the bath earlier.\What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that!\S-Sorry.\Huh? response:	I-I...
context: What do you mean?\The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that!\S-Sorry.\Huh?\I-I... response:	Don't worry about it.
context: The bath here at the house has set hours for men and women.\I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that!\S-Sorry.\Huh?\I-I...\Don't worry about it. response:	What's wrong?
context: I forgot to tell Rin-chan-senpai and Souta-kun.\Silly me.\Don't forget something like that!\S-Sorry.\Huh?\I-I...\Don't worry about it.\What's wrong? response:	Hey.
context: Silly me.\Don't forget something like that!\S-Sorry.\Huh?\I-I...\Don't worry about it.\What's wrong?\Hey. response:	Oh, Akane?
context: Don't forget something like that!\S-Sorry.\Huh?\I-I...\Don't worry about it.\What's wrong?\Hey.\Oh, Akane? response:	Nanami-chan!
context: S-Sorry.\Huh?\I-I...\Don't worry about it.\What's wrong?\Hey.\Oh, Akane?\Nanami-chan! response:	Thanks for calling me.
context: Huh?\I-I...\Don't worry about it.\What's wrong?\Hey.\Oh, Akane?\Nanami-chan!\Thanks for calling me. response:	I-I guess you're lonely, too
context: I-I...\Don't worry about it.\What's wrong?\Hey.\Oh, Akane?\Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too response:	I mean bored.
context: Don't worry about it.\What's wrong?\Hey.\Oh, Akane?\Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too\I mean bored. response:	I guess I'll just have to talk to you for a bit.
context: What's wrong?\Hey.\Oh, Akane?\Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit. response:	It's Nanami-chan!
context: Hey.\Oh, Akane?\Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan! response:	Are you doing well?
context: Oh, Akane?\Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well? response:	Nanami-chan!
context: Nanami-chan!\Thanks for calling me.\I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well?\Nanami-chan! response:	Onii-chan, it's Nanami-oneechan.
context: Thanks for calling me.\I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan. response:	What?
context: I-I guess you're lonely, too\I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What? response:	Oh, Nanami.
context: I mean bored.\I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami. response:	Wh-Wh-Wh
context: I guess I'll just have to talk to you for a bit.\It's Nanami-chan!\Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami.\Wh-Wh-Wh response:	Why are you guys all at Akane's house?!
context: It's Nanami-chan!\Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?! response:	We're all sleeping over.
context: Are you doing well?\Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over. response:	What?!
context: Nanami-chan!\Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over.\What?! response:	Onii-chan, Akane-oneechan, hurry.
context: Onii-chan, it's Nanami-oneechan.\What?\Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry. response:	Oh, right!
context: What?\Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right! response:	Here I go!
context: Oh, Nanami.\Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go! response:	Take this!
context: Wh-Wh-Wh\Why are you guys all at Akane's house?!\We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go!\Take this! response:	Souta-kun, save me!
context: Why are you guys all at Akane's house?!\We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go!\Take this!\Souta-kun, save me! response:	Don't use me as a shield!
context: We're all sleeping over.\What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go!\Take this!\Souta-kun, save me!\Don't use me as a shield! response:	Hang in there, Hatate Souta!
context: What?!\Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go!\Take this!\Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta! response:	Now you've done it!
context: Onii-chan, Akane-oneechan, hurry.\Oh, right!\Here I go!\Take this!\Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it! response:	It's time for me to use
context: Oh, right!\Here I go!\Take this!\Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use response:	my Souta-kun pillow to win the day!
context: Here I go!\Take this!\Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day! response:	When did you make that?!
context: Take this!\Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?! response:	You guys suck! Suck!
context: Souta-kun, save me!\Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck! response:	Sorry you don't get to join the fun.
context: Don't use me as a shield!\Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun. response:	I'll have a pillow fight with you.
context: Hang in there, Hatate Souta!\Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you. response:	How am I supposed to do that?!
context: Now you've done it!\It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?! response:	Out of battery?!
context: It's time for me to use\my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?! response:	Nanami-chan!
context: my Souta-kun pillow to win the day!\When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?!\Nanami-chan! response:	Hey, everyone.
context: When did you make that?!\You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?!\Nanami-chan!\Hey, everyone. response:	Thanks for coming such a long distance.
context: You guys suck! Suck!\Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?!\Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance. response:	As promised, we've come to have a pillow fight with you.
context: Sorry you don't get to join the fun.\I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?!\Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you. response:	Why are you having a pillow fight here?!
context: I'll have a pillow fight with you.\How am I supposed to do that?!\Out of battery?!\Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?! response:	She got mad at me for some reason...
context: How am I supposed to do that?!\Out of battery?!\Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason... response:	Jeez...
context: Out of battery?!\Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez... response:	Well...
context: Nanami-chan!\Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez...\Well... response:	Anyway, I'm sure you're all tired from the trip.
context: Hey, everyone.\Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez...\Well...\Anyway, I'm sure you're all tired from the trip. response:	We'll be on a train for three hours.
context: Thanks for coming such a long distance.\As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez...\Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours. response:	We're going to the capital, Twin Blades.
context: As promised, we've come to have a pillow fight with you.\Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez...\Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades. response:	This is going to be fun!
context: Why are you having a pillow fight here?!\She got mad at me for some reason...\Jeez...\Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun! response:	I was supposed to spend summer break alone at the dorm...
context: She got mad at me for some reason...\Jeez...\Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm... response:	This is a nice and peaceful country.
context: Jeez...\Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country. response:	Yeah, our country
context: Well...\Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country response:	This country produces wine and dairy products,
context: Anyway, I'm sure you're all tired from the trip.\We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products, response:	so you'll be seeing a lot of nature and pastures.
context: We'll be on a train for three hours.\We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures. response:	You know a lot about this country, Mei-chan.
context: We're going to the capital, Twin Blades.\This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan. response:	Oh, yeah...
context: This is going to be fun!\I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah... response:	I wonder why.
context: I was supposed to spend summer break alone at the dorm...\This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why. response:	Mei...
context: This is a nice and peaceful country.\Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why.\Mei... response:	Souta-kun, you're not saying much.
context: Yeah, our country\This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why.\Mei...\Souta-kun, you're not saying much. response:	I bet you're hungry.
context: This country produces wine and dairy products,\so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why.\Mei...\Souta-kun, you're not saying much.\I bet you're hungry. response:	I thought this might happen, so I brought some snacks.
context: so you'll be seeing a lot of nature and pastures.\You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why.\Mei...\Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks. response:	R-Ruri?
context: You know a lot about this country, Mei-chan.\Oh, yeah...\I wonder why.\Mei...\Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri? response:	Portable Frame, Type-L4,
context: Oh, yeah...\I wonder why.\Mei...\Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4, response:	Nendoro Ruri.
context: I wonder why.\Mei...\Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri. response:	Please call me Ruri.
context: Mei...\Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri. response:	That's the same name!
context: Souta-kun, you're not saying much.\I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri.\That's the same name! response:	S-S-S-So cute!
context: I bet you're hungry.\I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri.\That's the same name!\S-S-S-So cute! response:	Actually, what's on your head, Ruri?
context: I thought this might happen, so I brought some snacks.\R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri.\That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri? response:	That's my bra!
context: R-Ruri?\Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri.\That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra! response:	Big.
context: Portable Frame, Type-L4,\Nendoro Ruri.\Please call me Ruri.\That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra!\Big. response:	Really big.
context: Nendoro Ruri.\Please call me Ruri.\That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra!\Big.\Really big. response:	Big.
context: Please call me Ruri.\That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra!\Big.\Really big.\Big. response:	Super big.
context: That's the same name!\S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra!\Big.\Really big.\Big.\Super big. response:	Totally big.
context: S-S-S-So cute!\Actually, what's on your head, Ruri?\That's my bra!\Big.\Really big.\Big.\Super big.\Totally big. response:	So big.
context: Actually, what's on your head, Ruri?\That's my bra!\Big.\Really big.\Big.\Super big.\Totally big.\So big. response:	Big
context: That's my bra!\Big.\Really big.\Big.\Super big.\Totally big.\So big.\Big response:	Big...
