context: Guess what, Yukimura! response:	Yes?
context: You are the heart of the Student Council.\I will now have you make a complete fool out of yourself in front of the teacher, to the point where you'll never regain your position.\We don't need any more girls at Seika.\Are you awake now, Prez?\You were sleeping in the broadcasting room, so I brought you over to the infirmary.\Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here? response:	I get it now. You're here to kisss Yukimura again, aren't youu?
context: I will now have you make a complete fool out of yourself in front of the teacher, to the point where you'll never regain your position.\We don't need any more girls at Seika.\Are you awake now, Prez?\You were sleeping in the broadcasting room, so I brought you over to the infirmary.\Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu? response:	Youu monster pervert!
context: We don't need any more girls at Seika.\Are you awake now, Prez?\You were sleeping in the broadcasting room, so I brought you over to the infirmary.\Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert! response:	Prez, did you drink something?
context: Are you awake now, Prez?\You were sleeping in the broadcasting room, so I brought you over to the infirmary.\Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something? response:	Youu go secshually harassing people too much!
context: You were sleeping in the broadcasting room, so I brought you over to the infirmary.\Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much! response:	She can't hold a conversation, can she?
context: Why were you sleeping there?\Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she? response:	Doesn't smell like you had any alcohol.
context: Who the heck are youu!?\Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol. response:	Hey, your hair'sh pretty soft.
context: Oh, itsh Usui. What are youu doing here?\I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft. response:	I alwaysh thought it'd be more spiky.
context: I get it now. You're here to kisss Yukimura again, aren't youu?\Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky. response:	Thish ish so fun!
context: Youu monster pervert!\Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun! response:	Okay, okay.
context: Prez, did you drink something?\Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay. response:	I don't see any drunken student.
context: Youu go secshually harassing people too much!\She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay.\I don't see any drunken student. response:	Are you sure you saw one?
context: She can't hold a conversation, can she?\Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay.\I don't see any drunken student.\Are you sure you saw one? response:	Maybe it was my mistake.
context: Doesn't smell like you had any alcohol.\Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay.\I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake. response:	I'm sorry to trouble you.
context: Hey, your hair'sh pretty soft.\I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay.\I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you. response:	What are youu doing?
context: I alwaysh thought it'd be more spiky.\Thish ish so fun!\Okay, okay.\I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing? response:	I'm betting you won't believe me no matter what I tell you when you wake up.
context: Thish ish so fun!\Okay, okay.\I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up. response:	So I'm getting evidence.
context: Okay, okay.\I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence. response:	Interview with our Prez!
context: I don't see any drunken student.\Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez! response:	Are you happy?
context: Are you sure you saw one?\Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez!\Are you happy? response:	I am!
context: Maybe it was my mistake.\I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez!\Are you happy?\I am! response:	Are you having fun?
context: I'm sorry to trouble you.\What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez!\Are you happy?\I am!\Are you having fun? response:	I am!
context: What are youu doing?\I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez!\Are you happy?\I am!\Are you having fun?\I am! response:	Are you drunk?
context: I'm betting you won't believe me no matter what I tell you when you wake up.\So I'm getting evidence.\Interview with our Prez!\Are you happy?\I am!\Are you having fun?\I am!\Are you drunk? response:	I am!
context: So I'm getting evidence.\Interview with our Prez!\Are you happy?\I am!\Are you having fun?\I am!\Are you drunk?\I am! response:	Don't be so depressed, Prez.
context: Interview with our Prez!\Are you happy?\I am!\Are you having fun?\I am!\Are you drunk?\I am!\Don't be so depressed, Prez. response:	Who are youu talking to?
context: Are you happy?\I am!\Are you having fun?\I am!\Are you drunk?\I am!\Don't be so depressed, Prez.\Who are youu talking to? response:	To the future Prez on the other side of the screen.
context: I am!\Are you having fun?\I am!\Are you drunk?\I am!\Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen. response:	So, what should I do about this?
context: Are you having fun?\I am!\Are you drunk?\I am!\Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this? response:	Prez, don't tell me you're about to take your clothes off.
context: I am!\Are you drunk?\I am!\Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off. response:	But it'sh hot.
context: Are you drunk?\I am!\Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot. response:	Prez.
context: I am!\Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez. response:	Are you trying to seduce me?
context: Don't be so depressed, Prez.\Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez.\Are you trying to seduce me? response:	What are youu doing?
context: Who are youu talking to?\To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez.\Are you trying to seduce me?\What are youu doing? response:	Hey, why is there a rope here?
context: To the future Prez on the other side of the screen.\So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez.\Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here? response:	Usui! Get me out of thish!
context: So, what should I do about this?\Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez.\Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish! response:	It's a Prez roll.
context: Prez, don't tell me you're about to take your clothes off.\But it'sh hot.\Prez.\Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll. response:	It'sh hot!
context: But it'sh hot.\Prez.\Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll.\It'sh hot! response:	I'm having fun.
context: Prez.\Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll.\It'sh hot!\I'm having fun. response:	Let me out... Please...
context: Are you trying to seduce me?\What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll.\It'sh hot!\I'm having fun.\Let me out... Please... response:	Master...
context: What are youu doing?\Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll.\It'sh hot!\I'm having fun.\Let me out... Please...\Master... response:	Youu thought I'd say shomething like that, you perverted bashtard!
context: Hey, why is there a rope here?\Usui! Get me out of thish!\It's a Prez roll.\It'sh hot!\I'm having fun.\Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard! response:	Wow.
context: Usui! Get me out of thish!\It's a Prez roll.\It'sh hot!\I'm having fun.\Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow. response:	It's hot... Take my clothes off, Usui.
context: It's a Prez roll.\It'sh hot!\I'm having fun.\Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui. response:	This goes far beyond being open, Ayuzawa.
context: It'sh hot!\I'm having fun.\Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa. response:	It's hot...
context: I'm having fun.\Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot... response:	Usui... now...
context: Let me out... Please...\Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now... response:	Nope.
context: Master...\Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now...\Nope. response:	Stingy.
context: Youu thought I'd say shomething like that, you perverted bashtard!\Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now...\Nope.\Stingy. response:	It's time to go to bed, Milady.
context: Wow.\It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now...\Nope.\Stingy.\It's time to go to bed, Milady. response:	Shizuko! Let's go home together.
context: It's hot... Take my clothes off, Usui.\This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now...\Nope.\Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together. response:	Sure.
context: This goes far beyond being open, Ayuzawa.\It's hot...\Usui... now...\Nope.\Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure. response:	It was really hot today, wasn't it?
context: It's hot...\Usui... now...\Nope.\Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it? response:	Hot ramen's the best on days like these, isn't it?
context: Usui... now...\Nope.\Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it? response:	I agree.
context: Nope.\Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree. response:	Oh look. A dried worm.
context: Stingy.\It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm. response:	Something looks wrong with Prez.
context: It's time to go to bed, Milady.\Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm.\Something looks wrong with Prez. response:	She's been like that since this morning.
context: Shizuko! Let's go home together.\Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning. response:	It's got to be a dream.
context: Sure.\It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream. response:	Are you drunk?
context: It was really hot today, wasn't it?\Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream.\Are you drunk? response:	I am!
context: Hot ramen's the best on days like these, isn't it?\I agree.\Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream.\Are you drunk?\I am! response:	I want to believe that it's all a dream.
context: I agree.\Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream.\Are you drunk?\I am!\I want to believe that it's all a dream. response:	So did you meet someone in the broadcasting room?
context: Oh look. A dried worm.\Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream.\Are you drunk?\I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room? response:	Broadcasting room?
context: Something looks wrong with Prez.\She's been like that since this morning.\It's got to be a dream.\Are you drunk?\I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room? response:	You were sleeping there.
context: She's been like that since this morning.\It's got to be a dream.\Are you drunk?\I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there. response:	That's right.
context: It's got to be a dream.\Are you drunk?\I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there.\That's right. response:	I did go to the broadcasting room.
context: Are you drunk?\I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there.\That's right.\I did go to the broadcasting room. response:	But... Is that possible?
context: I am!\I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there.\That's right.\I did go to the broadcasting room.\But... Is that possible? response:	I think you were hypnotized there.
context: I want to believe that it's all a dream.\So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there.\That's right.\I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there. response:	Someone who doesn't like you tried to get you into a nasty looking situation.
context: So did you meet someone in the broadcasting room?\Broadcasting room?\You were sleeping there.\That's right.\I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation. response:	It can't be possible.
context: Broadcasting room?\You were sleeping there.\That's right.\I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible. response:	Usui-san, what is this about?
context: You were sleeping there.\That's right.\I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about? response:	Don't worry.
context: That's right.\I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about?\Don't worry. response:	It's him.
context: I did go to the broadcasting room.\But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about?\Don't worry.\It's him. response:	I'm sorry.
context: But... Is that possible?\I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about?\Don't worry.\It's him.\I'm sorry. response:	Usui-san!
context: I think you were hypnotized there.\Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about?\Don't worry.\It's him.\I'm sorry.\Usui-san! response:	Thank you, Yukimura, for the wonderful cross dressing.
context: Someone who doesn't like you tried to get you into a nasty looking situation.\It can't be possible.\Usui-san, what is this about?\Don't worry.\It's him.\I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing. response:	That was a guy?
context: It can't be possible.\Usui-san, what is this about?\Don't worry.\It's him.\I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy? response:	You can't handle girls at all, huh,
context: Usui-san, what is this about?\Don't worry.\It's him.\I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh, response:	1-7, Kanou Soutarou-kun?
context: Don't worry.\It's him.\I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun? response:	Looks like you have an interesting trick.
context: It's him.\I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick. response:	Would you take a look at it? I'll put in some extra effort.
context: I'm sorry.\Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort. response:	Don't take your eyes off me.
context: Usui-san!\Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me. response:	What happened?
context: Thank you, Yukimura, for the wonderful cross dressing.\That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened? response:	Are you coming out, Yukimura?
context: That was a guy?\You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened?\Are you coming out, Yukimura? response:	No...
context: You can't handle girls at all, huh,\1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened?\Are you coming out, Yukimura?\No... response:	Don't take your eyes off me.
context: 1-7, Kanou Soutarou-kun?\Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened?\Are you coming out, Yukimura?\No...\Don't take your eyes off me. response:	Usui Takumi.
context: Looks like you have an interesting trick.\Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened?\Are you coming out, Yukimura?\No...\Don't take your eyes off me.\Usui Takumi. response:	You will hate Ayuzawa Misaki.
context: Would you take a look at it? I'll put in some extra effort.\Don't take your eyes off me.\What happened?\Are you coming out, Yukimura?\No...\Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki. response:	As if.
context: Don't take your eyes off me.\What happened?\Are you coming out, Yukimura?\No...\Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki.\As if. response:	Pick who you play with.
context: What happened?\Are you coming out, Yukimura?\No...\Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki.\As if.\Pick who you play with. response:	Is Kanou Soutarou here?!
context: Are you coming out, Yukimura?\No...\Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki.\As if.\Pick who you play with.\Is Kanou Soutarou here?! response:	I finally found you.
context: No...\Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki.\As if.\Pick who you play with.\Is Kanou Soutarou here?!\I finally found you. response:	Prez left the room a bit ago.
context: Don't take your eyes off me.\Usui Takumi.\You will hate Ayuzawa Misaki.\As if.\Pick who you play with.\Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago. response:	She was looking through this year's class photos until she left.
context: Usui Takumi.\You will hate Ayuzawa Misaki.\As if.\Pick who you play with.\Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left. response:	She dashed out saying, It's him!
context: You will hate Ayuzawa Misaki.\As if.\Pick who you play with.\Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him! response:	I've been told, Kanou, that you don't like girls.
context: As if.\Pick who you play with.\Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls. response:	Is that why you tried to ruin me?
context: Pick who you play with.\Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me? response:	If I'd fall from my position, the number of girls wouldn't increase.
context: Is Kanou Soutarou here?!\I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase. response:	That's what you thought, right?
context: I finally found you.\Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right? response:	I will not give up my position!
context: Prez left the room a bit ago.\She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position! response:	I will increase the number of girls!
context: She was looking through this year's class photos until she left.\She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position!\I will increase the number of girls! response:	Because I believe that's the path Seika should take now that it's a coed school.
context: She dashed out saying, It's him!\I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school. response:	But if you have something to say, I will listen.
context: I've been told, Kanou, that you don't like girls.\Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen. response:	If you have trouble with the school life, I will work to make it better.
context: Is that why you tried to ruin me?\If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better. response:	That is part of my work.
context: If I'd fall from my position, the number of girls wouldn't increase.\That's what you thought, right?\I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work. response:	Tell me what's on your mind.
context: That's what you thought, right?\I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind. response:	Okay.
context: I will not give up my position!\I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind.\Okay. response:	What were we talking about?
context: I will increase the number of girls!\Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind.\Okay.\What were we talking about? response:	Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.
context: Because I believe that's the path Seika should take now that it's a coed school.\But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind.\Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized. response:	Prez will come to hate Usui-senpai.
context: But if you have something to say, I will listen.\If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind.\Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai. response:	If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,
context: If you have trouble with the school life, I will work to make it better.\That is part of my work.\Tell me what's on your mind.\Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm, response:	when she wakes up, you will become the person she detests most.
context: That is part of my work.\Tell me what's on your mind.\Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most. response:	Looks like it's the end of the best partnership.
context: Tell me what's on your mind.\Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership. response:	Stupid! Stupid! Idiot! Moron! Clumsy!
context: Okay.\What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy! response:	You huge huge huge idiot Misa-chan!
context: What were we talking about?\Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan! response:	You made your point! Shut up!
context: Prez. I know this is strange coming from me, but you should be aware that you're very easily hypnotized.\Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up! response:	Oh, Usui-kun. That's a new way of greeting her.
context: Prez will come to hate Usui-senpai.\If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her. response:	You're not asked to work here today.
context: If she sleeps in the next 24 hours, as in between now and tomorrow at 5:00pm,\when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today. response:	Get out!
