context: A healthy soul... response:	A bomb?
context: All that's left is injecting it into the Kishin.\No matter how hard you try, it's useless.\This plan will succeed.\Once you're done with resurrecting the Kishin, what do you intend to do with the Devil Sword child?\The black blood investigation is done.\The results of the investigation are complete.\Meaning...\What? Such a boring question... response:	Because I ordered it around a lot, it grew up to be a completely dependent child.
context: No matter how hard you try, it's useless.\This plan will succeed.\Once you're done with resurrecting the Kishin, what do you intend to do with the Devil Sword child?\The black blood investigation is done.\The results of the investigation are complete.\Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child. response:	It's utterly hopeless.
context: This plan will succeed.\Once you're done with resurrecting the Kishin, what do you intend to do with the Devil Sword child?\The black blood investigation is done.\The results of the investigation are complete.\Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless. response:	A big failure...
context: Once you're done with resurrecting the Kishin, what do you intend to do with the Devil Sword child?\The black blood investigation is done.\The results of the investigation are complete.\Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure... response:	I became too much like a supermom, I think.
context: The black blood investigation is done.\The results of the investigation are complete.\Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure...\I became too much like a supermom, I think. response:	Who cares about that?
context: The results of the investigation are complete.\Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure...\I became too much like a supermom, I think.\Who cares about that? response:	She's your child, right?
context: Meaning...\What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure...\I became too much like a supermom, I think.\Who cares about that?\She's your child, right? response:	What do you intend to do with her?
context: What? Such a boring question...\Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure...\I became too much like a supermom, I think.\Who cares about that?\She's your child, right?\What do you intend to do with her? response:	Stop it...
context: Because I ordered it around a lot, it grew up to be a completely dependent child.\It's utterly hopeless.\A big failure...\I became too much like a supermom, I think.\Who cares about that?\She's your child, right?\What do you intend to do with her?\Stop it... response:	What are you getting so worked up for?
context: It's utterly hopeless.\A big failure...\I became too much like a supermom, I think.\Who cares about that?\She's your child, right?\What do you intend to do with her?\Stop it...\What are you getting so worked up for? response:	You look ridiculous...
context: A big failure...\I became too much like a supermom, I think.\Who cares about that?\She's your child, right?\What do you intend to do with her?\Stop it...\What are you getting so worked up for?\You look ridiculous... response:	Such a thing goes without saying, right?
context: I became too much like a supermom, I think.\Who cares about that?\She's your child, right?\What do you intend to do with her?\Stop it...\What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right? response:	It's not logical to hold on to something you don't need anymore.
context: Who cares about that?\She's your child, right?\What do you intend to do with her?\Stop it...\What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore. response:	I'll throw it away, isn't it obvious?
context: She's your child, right?\What do you intend to do with her?\Stop it...\What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious? response:	What do you mean? You want that thing?
context: What do you intend to do with her?\Stop it...\What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing? response:	If second-hand goods are okay with you, help yourself.
context: Stop it...\What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself. response:	You could use it for an experiment or whatever...
context: What are you getting so worked up for?\You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever... response:	You bastard...
context: You look ridiculous...\Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard... response:	Why you...!
context: Such a thing goes without saying, right?\It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard...\Why you...! response:	Something you need?
context: It's not logical to hold on to something you don't need anymore.\I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard...\Why you...!\Something you need? response:	You little...
context: I'll throw it away, isn't it obvious?\What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard...\Why you...!\Something you need?\You little... response:	You...
context: What do you mean? You want that thing?\If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard...\Why you...!\Something you need?\You little...\You... response:	Pathetic.
context: If second-hand goods are okay with you, help yourself.\You could use it for an experiment or whatever...\You bastard...\Why you...!\Something you need?\You little...\You...\Pathetic. response:	If you want to address me, prepare your words properly!
context: You could use it for an experiment or whatever...\You bastard...\Why you...!\Something you need?\You little...\You...\Pathetic.\If you want to address me, prepare your words properly! response:	Senpai!
context: You bastard...\Why you...!\Something you need?\You little...\You...\Pathetic.\If you want to address me, prepare your words properly!\Senpai! response:	A weapon can't be too reckless.
context: Why you...!\Something you need?\You little...\You...\Pathetic.\If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless. response:	Geez...
context: Something you need?\You little...\You...\Pathetic.\If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless.\Geez... response:	Act your own age and don't cry!
context: You little...\You...\Pathetic.\If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless.\Geez...\Act your own age and don't cry! response:	It's unsightly...
context: You...\Pathetic.\If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless.\Geez...\Act your own age and don't cry!\It's unsightly... response:	Damn it!
context: Pathetic.\If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless.\Geez...\Act your own age and don't cry!\It's unsightly...\Damn it! response:	As a parent and you know... that stuff...
context: If you want to address me, prepare your words properly!\Senpai!\A weapon can't be too reckless.\Geez...\Act your own age and don't cry!\It's unsightly...\Damn it!\As a parent and you know... that stuff... response:	I can't put it in words properly, but you know...
context: Senpai!\A weapon can't be too reckless.\Geez...\Act your own age and don't cry!\It's unsightly...\Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know... response:	I can't forgive you!
context: A weapon can't be too reckless.\Geez...\Act your own age and don't cry!\It's unsightly...\Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you! response:	If a child is abandoned by its own parents, who will it be able to trust?
context: Geez...\Act your own age and don't cry!\It's unsightly...\Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust? response:	That!
context: Act your own age and don't cry!\It's unsightly...\Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That! response:	I wanted to say something like that!
context: It's unsightly...\Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that! response:	Anyway, we're definitely defeating her!
context: Damn it!\As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that!\Anyway, we're definitely defeating her! response:	Anyway, we're definitely defeating her!
context: As a parent and you know... that stuff...\I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her! response:	That's been our intention from the start.
context: I can't put it in words properly, but you know...\I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start. response:	What should I do?
context: I can't forgive you!\If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do? response:	My place...
context: If a child is abandoned by its own parents, who will it be able to trust?\That!\I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do?\My place... response:	My area...
context: That!\I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do?\My place...\My area... response:	I'm drawing its borders.
context: I wanted to say something like that!\Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do?\My place...\My area...\I'm drawing its borders. response:	What should I do?
context: Anyway, we're definitely defeating her!\Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do?\My place...\My area...\I'm drawing its borders.\What should I do? response:	On the place I decided to create for myself,
context: Anyway, we're definitely defeating her!\That's been our intention from the start.\What should I do?\My place...\My area...\I'm drawing its borders.\What should I do?\On the place I decided to create for myself, response:	The light that shines down incessantly on me comes from the lifeless Sun.
context: That's been our intention from the start.\What should I do?\My place...\My area...\I'm drawing its borders.\What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun. response:	I'm better off doing nothing.
context: What should I do?\My place...\My area...\I'm drawing its borders.\What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing. response:	Yo.
context: My place...\My area...\I'm drawing its borders.\What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo. response:	I'm Chrona.
context: My area...\I'm drawing its borders.\What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo.\I'm Chrona. response:	It's here...
context: I'm drawing its borders.\What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo.\I'm Chrona.\It's here... response:	Even though I don't do anything, it always appears.
context: What should I do?\On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo.\I'm Chrona.\It's here...\Even though I don't do anything, it always appears. response:	Can I ask you a few questions?
context: On the place I decided to create for myself,\The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo.\I'm Chrona.\It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions? response:	Then, I'll do it.
context: The light that shines down incessantly on me comes from the lifeless Sun.\I'm better off doing nothing.\Yo.\I'm Chrona.\It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it. response:	I end up answering my own questions.
context: I'm better off doing nothing.\Yo.\I'm Chrona.\It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions. response:	Even though I didn't want to do anything.
context: Yo.\I'm Chrona.\It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything. response:	Can I pass?
context: I'm Chrona.\It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass? response:	Suit yourself.
context: It's here...\Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass?\Suit yourself. response:	Now, I'll ask a question, okay?
context: Even though I don't do anything, it always appears.\Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass?\Suit yourself.\Now, I'll ask a question, okay? response:	Tell me your name, please.
context: Can I ask you a few questions?\Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass?\Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please. response:	Pass.
context: Then, I'll do it.\I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass?\Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please.\Pass. response:	You can't even tell me your name? How come?
context: I end up answering my own questions.\Even though I didn't want to do anything.\Can I pass?\Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please.\Pass.\You can't even tell me your name? How come? response:	Is there any reason for that?
context: Even though I didn't want to do anything.\Can I pass?\Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please.\Pass.\You can't even tell me your name? How come?\Is there any reason for that? response:	Pass.
context: Can I pass?\Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please.\Pass.\You can't even tell me your name? How come?\Is there any reason for that?\Pass. response:	So you can't even give a direct answer to other people's questions...
context: Suit yourself.\Now, I'll ask a question, okay?\Tell me your name, please.\Pass.\You can't even tell me your name? How come?\Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions... response:	That's why, doing it this way, you can ask yourself questions to keep sane, right?
context: Now, I'll ask a question, okay?\Tell me your name, please.\Pass.\You can't even tell me your name? How come?\Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right? response:	Pass.
context: Tell me your name, please.\Pass.\You can't even tell me your name? How come?\Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass. response:	Pass, again?
context: Pass.\You can't even tell me your name? How come?\Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again? response:	At this rate, even if you question yourself, it'll come to nothing, right?
context: You can't even tell me your name? How come?\Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right? response:	Don't you agree?
context: Is there any reason for that?\Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree? response:	Pass.
context: Pass.\So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass. response:	Do you think that by acting troubled you will bring someone's attention upon you?
context: So you can't even give a direct answer to other people's questions...\That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you? response:	But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?
context: That's why, doing it this way, you can ask yourself questions to keep sane, right?\Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it? response:	Pass.
context: Pass.\Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass. response:	It's five passes, with this one.
context: Pass, again?\At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one. response:	Should we change the subject?
context: At this rate, even if you question yourself, it'll come to nothing, right?\Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one.\Should we change the subject? response:	When you killed the little one for the first time,
context: Don't you agree?\Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time, response:	Pass.
context: Pass.\Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time,\Pass. response:	You felt relief, didn't you?
context: Do you think that by acting troubled you will bring someone's attention upon you?\But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time,\Pass.\You felt relief, didn't you? response:	That there was someone weaker than you...
context: But isn't it true that it's not that people don't notice your suffering, it's that they don't care about it?\Pass.\It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time,\Pass.\You felt relief, didn't you?\That there was someone weaker than you... response:	Pass.
context: Pass.\It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time,\Pass.\You felt relief, didn't you?\That there was someone weaker than you...\Pass. response:	That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?
context: It's five passes, with this one.\Should we change the subject?\When you killed the little one for the first time,\Pass.\You felt relief, didn't you?\That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so? response:	Pass.
context: Should we change the subject?\When you killed the little one for the first time,\Pass.\You felt relief, didn't you?\That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass. response:	Now you've become fairly strong.
context: When you killed the little one for the first time,\Pass.\You felt relief, didn't you?\That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong. response:	So, how do you feel?
context: Pass.\You felt relief, didn't you?\That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong.\So, how do you feel? response:	So, how do you feel?
context: You felt relief, didn't you?\That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong.\So, how do you feel?\So, how do you feel? response:	Pass.
context: That there was someone weaker than you...\Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong.\So, how do you feel?\So, how do you feel?\Pass. response:	Did you get rid of the Hell in your head, then?
context: Pass.\That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong.\So, how do you feel?\So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then? response:	Pass.
context: That's why, when Medusa-sama told you to seek power, you didn't raise any objections, wasn't it so?\Pass.\Now you've become fairly strong.\So, how do you feel?\So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then?\Pass. response:	Stop it and answer my questions...
context: Pass.\Now you've become fairly strong.\So, how do you feel?\So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions... response:	Aren't you just increasing your own personal Hell?
context: Now you've become fairly strong.\So, how do you feel?\So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell? response:	Pass.
context: So, how do you feel?\So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass. response:	Forty one passes...
context: So, how do you feel?\Pass.\Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass.\Forty one passes... response:	You deny me this much, huh?
context: Pass.\Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass.\Forty one passes...\You deny me this much, huh? response:	You're a terrible person...
context: Did you get rid of the Hell in your head, then?\Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass.\Forty one passes...\You deny me this much, huh?\You're a terrible person... response:	You're the worst!
context: Pass.\Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass.\Forty one passes...\You deny me this much, huh?\You're a terrible person...\You're the worst! response:	I don't remember blaming you.
context: Stop it and answer my questions...\Aren't you just increasing your own personal Hell?\Pass.\Forty one passes...\You deny me this much, huh?\You're a terrible person...\You're the worst!\I don't remember blaming you. response:	Why do you keep following me around?
context: Aren't you just increasing your own personal Hell?\Pass.\Forty one passes...\You deny me this much, huh?\You're a terrible person...\You're the worst!\I don't remember blaming you.\Why do you keep following me around? response:	It's because of you that I get hurt by the people around me, right?
context: Pass.\Forty one passes...\You deny me this much, huh?\You're a terrible person...\You're the worst!\I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right? response:	If only you didn't exist...
context: Forty one passes...\You deny me this much, huh?\You're a terrible person...\You're the worst!\I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist... response:	What's that supposed to mean? You have double personality now?
context: You deny me this much, huh?\You're a terrible person...\You're the worst!\I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now? response:	At the very least, you know that I'm not that kind of thing, don't you?
context: You're a terrible person...\You're the worst!\I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you? response:	I'm a common thing, an emotion everyone has.
context: You're the worst!\I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has. response:	Saying that and turning away is easier, isn't it?
context: I don't remember blaming you.\Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it? response:	But...
context: Why do you keep following me around?\It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But... response:	Is it because you don't know how to deal with it?
context: It's because of you that I get hurt by the people around me, right?\If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it? response:	If you keep on denying yourself like this...
context: If only you didn't exist...\What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this... response:	Where are you headed to?
context: What's that supposed to mean? You have double personality now?\At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to? response:	Pass.
context: At the very least, you know that I'm not that kind of thing, don't you?\I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to?\Pass. response:	We're both at our limit.
context: I'm a common thing, an emotion everyone has.\Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to?\Pass.\We're both at our limit. response:	I'll be going ahead...
context: Saying that and turning away is easier, isn't it?\But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to?\Pass.\We're both at our limit.\I'll be going ahead... response:	Forty two...
context: But...\Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to?\Pass.\We're both at our limit.\I'll be going ahead...\Forty two... response:	I am the Scythe Technician, Maka.
context: Is it because you don't know how to deal with it?\If you keep on denying yourself like this...\Where are you headed to?\Pass.\We're both at our limit.\I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka. response:	Your name?
context: If you keep on denying yourself like this...\Where are you headed to?\Pass.\We're both at our limit.\I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka.\Your name? response:	Devil Sword user, Chrona.
context: Where are you headed to?\Pass.\We're both at our limit.\I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona. response:	That time, I was able to answer.
context: Pass.\We're both at our limit.\I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona.\That time, I was able to answer. response:	I am the Devil Sword user, Chrona.
context: We're both at our limit.\I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona. response:	I know that!
context: I'll be going ahead...\Forty two...\I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that! response:	Rawr!
context: Forty two...\I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that!\Rawr! response:	Can I go over there?
context: I am the Scythe Technician, Maka.\Your name?\Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that!\Rawr!\Can I go over there? response:	Wait, you can't!
context: Your name?\Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that!\Rawr!\Can I go over there?\Wait, you can't! response:	What?
context: Devil Sword user, Chrona.\That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that!\Rawr!\Can I go over there?\Wait, you can't!\What? response:	Don't pass the line.
context: That time, I was able to answer.\I am the Devil Sword user, Chrona.\I know that!\Rawr!\Can I go over there?\Wait, you can't!\What?\Don't pass the line. response:	This is my place.
context: I am the Devil Sword user, Chrona.\I know that!\Rawr!\Can I go over there?\Wait, you can't!\What?\Don't pass the line.\This is my place. response:	What? What?
context: I know that!\Rawr!\Can I go over there?\Wait, you can't!\What?\Don't pass the line.\This is my place.\What? What? response:	No way...
context: Rawr!\Can I go over there?\Wait, you can't!\What?\Don't pass the line.\This is my place.\What? What?\No way... response:	This is bad.
context: Can I go over there?\Wait, you can't!\What?\Don't pass the line.\This is my place.\What? What?\No way...\This is bad. response:	How did you enter so easily?
context: Wait, you can't!\What?\Don't pass the line.\This is my place.\What? What?\No way...\This is bad.\How did you enter so easily? response:	No one was supposed to be able to enter...
context: What?\Don't pass the line.\This is my place.\What? What?\No way...\This is bad.\How did you enter so easily?\No one was supposed to be able to enter... response:	A line?
context: Don't pass the line.\This is my place.\What? What?\No way...\This is bad.\How did you enter so easily?\No one was supposed to be able to enter...\A line? response:	I don't know how to deal with things, so...
context: This is my place.\What? What?\No way...\This is bad.\How did you enter so easily?\No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so... response:	I could be at ease inside this line!
context: What? What?\No way...\This is bad.\How did you enter so easily?\No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so...\I could be at ease inside this line! response:	This can't be...
context: No way...\This is bad.\How did you enter so easily?\No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be... response:	If you come in, there's no meaning to it.
context: This is bad.\How did you enter so easily?\No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it. response:	You can erase this line easily.
context: How did you enter so easily?\No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it.\You can erase this line easily. response:	You can't! Don't do that!
