context: Serial Killer!! in Akihabara? response:	That serial killer showed up again?
context: For this operation, we've put two healers in every team,\so you won't have enough attack power.\Your job is to delay him and contact us.\Got it?\Got it!\Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then. response:	The target attacked one of our own.
context: so you won't have enough attack power.\Your job is to delay him and contact us.\Got it?\Got it!\Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own. response:	Murder him.
context: Your job is to delay him and contact us.\Got it?\Got it!\Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own.\Murder him. response:	You can send me out already, you know?
context: Got it?\Got it!\Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own.\Murder him.\You can send me out already, you know? response:	I want revenge on that murderer.
context: Got it!\Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own.\Murder him.\You can send me out already, you know?\I want revenge on that murderer. response:	You just died and came back to life.
context: Okay. All right, Souji!\I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own.\Murder him.\You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life. response:	Rest for a bit.
context: I think you said everything I wanted to say.\Just one thing, then.\The target attacked one of our own.\Murder him.\You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life.\Rest for a bit. response:	But Sou's out there fighting for me...
context: Just one thing, then.\The target attacked one of our own.\Murder him.\You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me... response:	It isn't for you.
context: The target attacked one of our own.\Murder him.\You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me...\It isn't for you. response:	No matter which of us had been attacked, he'd never forgive the murderer.
context: Murder him.\You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer. response:	That's how he is.
context: You can send me out already, you know?\I want revenge on that murderer.\You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is. response:	I understand that.
context: I want revenge on that murderer.\You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that. response:	He's nice to every girl...
context: You just died and came back to life.\Rest for a bit.\But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that.\He's nice to every girl... response:	But let me dream, at least.
context: Rest for a bit.\But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that.\He's nice to every girl...\But let me dream, at least. response:	Anyway, you're amazing, putting Christmas and pork soup together.
context: But Sou's out there fighting for me...\It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that.\He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together. response:	I put in salmon, too.
context: It isn't for you.\No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that.\He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too. response:	It's true that Souji's nice.
context: No matter which of us had been attacked, he'd never forgive the murderer.\That's how he is.\I understand that.\He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice. response:	But not because he's simply a good person.
context: That's how he is.\I understand that.\He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person. response:	It's just the kind of boy he is.
context: I understand that.\He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is. response:	That's why, once he gets mad, there's no telling what he'll do.
context: He's nice to every girl...\But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do. response:	There's a fine line between his kindness and that terrifying side of him.
context: But let me dream, at least.\Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him. response:	If those two were here...
context: Anyway, you're amazing, putting Christmas and pork soup together.\I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here... response:	The only ones who could talk him out of it, or affect him at all,
context: I put in salmon, too.\It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all, response:	are Kazuhiko and Shiroe.
context: It's true that Souji's nice.\But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe. response:	Really, I'm sorry.
context: But not because he's simply a good person.\It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry. response:	Yeah, I'll be back by New Year's,
context: It's just the kind of boy he is.\That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's, response:	I think. Yeah.
context: That's why, once he gets mad, there's no telling what he'll do.\There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah. response:	I see.
context: There's a fine line between his kindness and that terrifying side of him.\If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah.\I see. response:	You still can't find the murderer?
context: If those two were here...\The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah.\I see.\You still can't find the murderer? response:	Are you continuing patrols?
context: The only ones who could talk him out of it, or affect him at all,\are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah.\I see.\You still can't find the murderer?\Are you continuing patrols? response:	Yes.
context: are Kazuhiko and Shiroe.\Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah.\I see.\You still can't find the murderer?\Are you continuing patrols?\Yes. response:	Don't worry about that.
context: Really, I'm sorry.\Yeah, I'll be back by New Year's,\I think. Yeah.\I see.\You still can't find the murderer?\Are you continuing patrols?\Yes.\Don't worry about that. response:	Oh, right...
context: Yeah, I'll be back by New Year's,\I think. Yeah.\I see.\You still can't find the murderer?\Are you continuing patrols?\Yes.\Don't worry about that.\Oh, right... response:	Akatsuki's working hard, as well.
context: I think. Yeah.\I see.\You still can't find the murderer?\Are you continuing patrols?\Yes.\Don't worry about that.\Oh, right...\Akatsuki's working hard, as well. response:	Yes, that's right.
context: I see.\You still can't find the murderer?\Are you continuing patrols?\Yes.\Don't worry about that.\Oh, right...\Akatsuki's working hard, as well.\Yes, that's right. response:	Yes. You be careful, too, Shiro.
context: You still can't find the murderer?\Are you continuing patrols?\Yes.\Don't worry about that.\Oh, right...\Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro. response:	Souji!
context: Are you continuing patrols?\Yes.\Don't worry about that.\Oh, right...\Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro.\Souji! response:	Sounds like he's appeared.
context: Yes.\Don't worry about that.\Oh, right...\Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared. response:	I'll order the search team to retreat.
context: Don't worry about that.\Oh, right...\Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared.\I'll order the search team to retreat. response:	We, in the main unit, will surround and obliterate him!
context: Oh, right...\Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him! response:	It's been a long time, Princess Lenessia.
context: Akatsuki's working hard, as well.\Yes, that's right.\Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia. response:	Kinjou, with the Kunie Clan.
context: Yes, that's right.\Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan. response:	What brings him here unannounced, and so late?
context: Yes. You be careful, too, Shiro.\Souji!\Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late? response:	I'm sorry to visit you so suddenly, at this hour of the night.
context: Souji!\Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night. response:	A serious matter has come up,
context: Sounds like he's appeared.\I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up, response:	and I've come to explain and apologize.
context: I'll order the search team to retreat.\We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize. response:	What is it?
context: We, in the main unit, will surround and obliterate him!\It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize.\What is it? response:	You are familiar with the Defenders, yes?
context: It's been a long time, Princess Lenessia.\Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes? response:	It seems the adventurers prefer to call them the Royal Guard.
context: Kinjou, with the Kunie Clan.\What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard. response:	Yes.
context: What brings him here unannounced, and so late?\I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes. response:	Naturally, I know they're a critical part of the city's security.
context: I'm sorry to visit you so suddenly, at this hour of the night.\A serious matter has come up,\and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security. response:	A set of movable armor was stolen from one of their guardhouses.
context: A serious matter has come up,\and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses. response:	We believe one of the Royal Guard stole it,
context: and I've come to explain and apologize.\What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it, response:	a member of the Kunie Clan.
context: What is it?\You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan. response:	A Defender's movable armor
context: You are familiar with the Defenders, yes?\It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor response:	must receive a supply of magic at all times from a massive magic circle under the city.
context: It seems the adventurers prefer to call them the Royal Guard.\Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city. response:	Each city's is slightly different.
context: Yes.\Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different. response:	Doesn't that mean there's no point in taking it outside the town?
context: Naturally, I know they're a critical part of the city's security.\A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town? response:	But it also means that, inside the town, its power is unmatched.
context: A set of movable armor was stolen from one of their guardhouses.\We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched. response:	It exceeds that of an adventurer.
context: We believe one of the Royal Guard stole it,\a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer. response:	Then the murderer...
context: a member of the Kunie Clan.\A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer... response:	Yes.
context: A Defender's movable armor\must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer...\Yes. response:	The Kunie Clan is involved in that crime.
context: must receive a supply of magic at all times from a massive magic circle under the city.\Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer...\Yes.\The Kunie Clan is involved in that crime. response:	It's embarrassing, but I can say this with certainty.
context: Each city's is slightly different.\Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer...\Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty. response:	That means one of the People of the Land killed an adventurer.
context: Doesn't that mean there's no point in taking it outside the town?\But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer...\Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer. response:	This affair is our fault.
context: But it also means that, inside the town, its power is unmatched.\It exceeds that of an adventurer.\Then the murderer...\Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault. response:	I am truly sorry.
context: It exceeds that of an adventurer.\Then the murderer...\Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry. response:	Is there...
context: Then the murderer...\Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry.\Is there... response:	I mean, is there anything the Kunie Clan can do?
context: Yes.\The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do? response:	I'm sorry, Princess Lenessia.
context: The Kunie Clan is involved in that crime.\It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia. response:	Of course, if we shut off the magic supply,
context: It's embarrassing, but I can say this with certainty.\That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply, response:	the movable armor would cease to function.
context: That means one of the People of the Land killed an adventurer.\This affair is our fault.\I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function. response:	But at the same time, it would disable the city's magic defenses,
context: This affair is our fault.\I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses, response:	allowing monsters to enter the city.
context: I am truly sorry.\Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city. response:	C-Can't you reboot it?
context: Is there...\I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it? response:	You can't just turn it back on?
context: I mean, is there anything the Kunie Clan can do?\I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on? response:	All I can say is that it would take decades.
context: I'm sorry, Princess Lenessia.\Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades. response:	I wish I hadn't heard that.
context: Of course, if we shut off the magic supply,\the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that. response:	But I did.
context: the movable armor would cease to function.\But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that.\But I did. response:	But what can I do about it?
context: But at the same time, it would disable the city's magic defenses,\allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that.\But I did.\But what can I do about it? response:	I want you to protect Princess Lenessia.
context: allowing monsters to enter the city.\C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that.\But I did.\But what can I do about it?\I want you to protect Princess Lenessia. response:	It's over...
context: C-Can't you reboot it?\You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that.\But I did.\But what can I do about it?\I want you to protect Princess Lenessia.\It's over... response:	It's over for sure.
context: You can't just turn it back on?\All I can say is that it would take decades.\I wish I hadn't heard that.\But I did.\But what can I do about it?\I want you to protect Princess Lenessia.\It's over...\It's over for sure. response:	Why now?
context: All I can say is that it would take decades.\I wish I hadn't heard that.\But I did.\But what can I do about it?\I want you to protect Princess Lenessia.\It's over...\It's over for sure.\Why now? response:	Why me?
context: I wish I hadn't heard that.\But I did.\But what can I do about it?\I want you to protect Princess Lenessia.\It's over...\It's over for sure.\Why now?\Why me? response:	Why, when I came here, of all times?
context: But I did.\But what can I do about it?\I want you to protect Princess Lenessia.\It's over...\It's over for sure.\Why now?\Why me?\Why, when I came here, of all times? response:	Isn't there anything you can do?
context: But what can I do about it?\I want you to protect Princess Lenessia.\It's over...\It's over for sure.\Why now?\Why me?\Why, when I came here, of all times?\Isn't there anything you can do? response:	Can't you get me out of this?
context: I want you to protect Princess Lenessia.\It's over...\It's over for sure.\Why now?\Why me?\Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this? response:	Can't you go easy on me?
context: It's over...\It's over for sure.\Why now?\Why me?\Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me? response:	What should I do?
context: It's over for sure.\Why now?\Why me?\Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me?\What should I do? response:	Talk to the Round Table.
context: Why now?\Why me?\Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me?\What should I do?\Talk to the Round Table. response:	But if I do that, won't it mean fighting the adventurers?
context: Why me?\Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me?\What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers? response:	But you can't keep it a secret.
context: Why, when I came here, of all times?\Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me?\What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret. response:	I have to tell them, don't I?
context: Isn't there anything you can do?\Can't you get me out of this?\Can't you go easy on me?\What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I? response:	I don't know that.
context: Can't you get me out of this?\Can't you go easy on me?\What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I?\I don't know that. response:	Why isn't that monster here when I need him?
context: Can't you go easy on me?\What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him? response:	When I didn't need him, he was always around.
context: What should I do?\Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around. response:	Crusty went to Seventh Fall.
context: Talk to the Round Table.\But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall. response:	I'm aware.
context: But if I do that, won't it mean fighting the adventurers?\But you can't keep it a secret.\I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware. response:	But even so...
context: But you can't keep it a secret.\I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware.\But even so... response:	That's not it.
context: I have to tell them, don't I?\I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware.\But even so...\That's not it. response:	That's not it!
context: I don't know that.\Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware.\But even so...\That's not it.\That's not it! response:	Huh?
context: Why isn't that monster here when I need him?\When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware.\But even so...\That's not it.\That's not it!\Huh? response:	Huh?
context: When I didn't need him, he was always around.\Crusty went to Seventh Fall.\I'm aware.\But even so...\That's not it.\That's not it!\Huh?\Huh? response:	Um...
context: Crusty went to Seventh Fall.\I'm aware.\But even so...\That's not it.\That's not it!\Huh?\Huh?\Um... response:	I'm sorry for entering without permission.
context: I'm aware.\But even so...\That's not it.\That's not it!\Huh?\Huh?\Um...\I'm sorry for entering without permission. response:	Did you... hear all that?
context: But even so...\That's not it.\That's not it!\Huh?\Huh?\Um...\I'm sorry for entering without permission.\Did you... hear all that? response:	Yes.
context: That's not it.\That's not it!\Huh?\Huh?\Um...\I'm sorry for entering without permission.\Did you... hear all that?\Yes. response:	Of course you did...
context: That's not it!\Huh?\Huh?\Um...\I'm sorry for entering without permission.\Did you... hear all that?\Yes.\Of course you did... response:	Red Bean Bun
context: Huh?\Huh?\Um...\I'm sorry for entering without permission.\Did you... hear all that?\Yes.\Of course you did...\Red Bean Bun response:	How about it?
context: Huh?\Um...\I'm sorry for entering without permission.\Did you... hear all that?\Yes.\Of course you did...\Red Bean Bun\How about it? response:	It's sweet...
context: Um...\I'm sorry for entering without permission.\Did you... hear all that?\Yes.\Of course you did...\Red Bean Bun\How about it?\It's sweet... response:	Sweet things make me feel better.
context: I'm sorry for entering without permission.\Did you... hear all that?\Yes.\Of course you did...\Red Bean Bun\How about it?\It's sweet...\Sweet things make me feel better. response:	Yes.
context: Did you... hear all that?\Yes.\Of course you did...\Red Bean Bun\How about it?\It's sweet...\Sweet things make me feel better.\Yes. response:	But the rest of the world isn't so easy.
context: Yes.\Of course you did...\Red Bean Bun\How about it?\It's sweet...\Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy. response:	Yeah.
context: Of course you did...\Red Bean Bun\How about it?\It's sweet...\Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy.\Yeah. response:	The killer is a Person of the Land?
context: Red Bean Bun\How about it?\It's sweet...\Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land? response:	Yes, that's right.
context: How about it?\It's sweet...\Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land?\Yes, that's right. response:	I'm really sorry...
context: It's sweet...\Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land?\Yes, that's right.\I'm really sorry... response:	Why?
context: Sweet things make me feel better.\Yes.\But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land?\Yes, that's right.\I'm really sorry...\Why? response:	Why was it stolen?
context: Yes.\But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land?\Yes, that's right.\I'm really sorry...\Why?\Why was it stolen? response:	Who stole it?
context: But the rest of the world isn't so easy.\Yeah.\The killer is a Person of the Land?\Yes, that's right.\I'm really sorry...\Why?\Why was it stolen?\Who stole it? response:	They don't know what he wants or where he is.
context: Yeah.\The killer is a Person of the Land?\Yes, that's right.\I'm really sorry...\Why?\Why was it stolen?\Who stole it?\They don't know what he wants or where he is. response:	I think he's hiding in the sewers.
context: The killer is a Person of the Land?\Yes, that's right.\I'm really sorry...\Why?\Why was it stolen?\Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers. response:	If we assume he won't leave the city because he'd lose his combat powers,
context: Yes, that's right.\I'm really sorry...\Why?\Why was it stolen?\Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers, response:	that limits the places he can hide.
context: I'm really sorry...\Why?\Why was it stolen?\Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide. response:	The only place that hasn't been searched,
