context: Quit screwin' around, Laxus! response:	Get serious!
context: I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch!\Begone!\I crush response:	my family's enemies!
context: but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch!\Begone!\I crush\my family's enemies! response:	W-What in the world...?!
context: W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch!\Begone!\I crush\my family's enemies!\W-What in the world...?! response:	Laxus has a twin?!
context: We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch!\Begone!\I crush\my family's enemies!\W-What in the world...?!\Laxus has a twin?! response:	Wrong, dumbass. Laxus disappeared and another Laxus appeared...
context: My family is Fairy Tail!\You ungrateful wretch!\Begone!\I crush\my family's enemies!\W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared... response:	No. This is...
context: You ungrateful wretch!\Begone!\I crush\my family's enemies!\W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is... response:	Ivan...
context: Begone!\I crush\my family's enemies!\W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan... response:	And the others, too...
context: I crush\my family's enemies!\W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan...\And the others, too... response:	Don't tell me...
context: my family's enemies!\W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan...\And the others, too...\Don't tell me... response:	Thoughtforms?
context: W-What in the world...?!\Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan...\And the others, too...\Don't tell me...\Thoughtforms? response:	We were duped!
context: Laxus has a twin?!\Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan...\And the others, too...\Don't tell me...\Thoughtforms?\We were duped! response:	But what happened here?!
context: Wrong, dumbass. Laxus disappeared and another Laxus appeared...\No. This is...\Ivan...\And the others, too...\Don't tell me...\Thoughtforms?\We were duped!\But what happened here?! response:	That face... The guild master-kabo!
context: No. This is...\Ivan...\And the others, too...\Don't tell me...\Thoughtforms?\We were duped!\But what happened here?!\That face... The guild master-kabo! response:	Alexei was really Master Ivan-kabo!
context: Ivan...\And the others, too...\Don't tell me...\Thoughtforms?\We were duped!\But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo! response:	Then the battle we were watching between Laxus and Alexei was just an illusion?!
context: And the others, too...\Don't tell me...\Thoughtforms?\We were duped!\But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?! response:	Laxus is still standing! The match is over!
context: Don't tell me...\Thoughtforms?\We were duped!\But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over! response:	So we couldn't see it, but he was under attack by five people...
context: Thoughtforms?\We were duped!\But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people... response:	On top of that, the master participated in the tournament...
context: We were duped!\But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament... response:	Any way you look at it, that's a breach of the rules.
context: But what happened here?!\That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules. response:	That guy wiped out all of the Raven Tail members by himself?!
context: That face... The guild master-kabo!\Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?! response:	First, there was Erza, then Cana...
context: Alexei was really Master Ivan-kabo!\Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana... response:	Fairy Tail's full of monsters!
context: Then the battle we were watching between Laxus and Alexei was just an illusion?!\Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters! response:	At any rate, the victor...
context: Laxus is still standing! The match is over!\So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor... response:	It's like he got payback for me...
context: So we couldn't see it, but he was under attack by five people...\On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me... response:	He beat all of'em?! Why does he get to steal all the glory?!
context: On top of that, the master participated in the tournament...\Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?! response:	I just hope that Flare girl isn't abused again.
context: Any way you look at it, that's a breach of the rules.\That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again. response:	You really are a nice person...
context: That guy wiped out all of the Raven Tail members by himself?!\First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person... response:	That was playing dirty...
context: First, there was Erza, then Cana...\Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty... response:	Ivan...
context: Fairy Tail's full of monsters!\At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty...\Ivan... response:	Laxus... I lost this time,
context: At any rate, the victor...\It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty...\Ivan...\Laxus... I lost this time, response:	but remember this...
context: It's like he got payback for me...\He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty...\Ivan...\Laxus... I lost this time,\but remember this... response:	Lumen Histoire is Fairy Tail's darkness.
context: He beat all of'em?! Why does he get to steal all the glory?!\I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty...\Ivan...\Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness. response:	Eventually, the time will come...
context: I just hope that Flare girl isn't abused again.\You really are a nice person...\That was playing dirty...\Ivan...\Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come... response:	You people are coming with us as well.
context: You really are a nice person...\That was playing dirty...\Ivan...\Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well. response:	Don't touch me!
context: That was playing dirty...\Ivan...\Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well.\Don't touch me! response:	Enough! Come along quietly!
context: Ivan...\Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well.\Don't touch me!\Enough! Come along quietly! response:	W-What's with this one?!
context: Laxus... I lost this time,\but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well.\Don't touch me!\Enough! Come along quietly!\W-What's with this one?! response:	Stand up!
context: but remember this...\Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well.\Don't touch me!\Enough! Come along quietly!\W-What's with this one?!\Stand up! response:	After some consultation, it's been decided that Raven Tail is disqualified!
context: Lumen Histoire is Fairy Tail's darkness.\Eventually, the time will come...\You people are coming with us as well.\Don't touch me!\Enough! Come along quietly!\W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified! response:	And they're banned from participating in the tournament for three years.
context: Eventually, the time will come...\You people are coming with us as well.\Don't touch me!\Enough! Come along quietly!\W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years. response:	Naturally!
context: You people are coming with us as well.\Don't touch me!\Enough! Come along quietly!\W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally! response:	We'll meet again...
context: Don't touch me!\Enough! Come along quietly!\W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again... response:	Well, that result was an embarrassment,
context: Enough! Come along quietly!\W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again...\Well, that result was an embarrassment, response:	but let's move on to our fourth match, the last match of the day-kabo!
context: W-What's with this one?!\Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo! response:	From Fairy Tail A, Wendy Marvel!
context: Stand up!\After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel! response:	I changed my outfit!
context: After some consultation, it's been decided that Raven Tail is disqualified!\And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit! response:	Good luck!
context: And they're banned from participating in the tournament for three years.\Naturally!\We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck! response:	Versus Cheria Blendy of Lamia Scale!
context: Naturally!\We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale! response:	I'll do my best!
context: We'll meet again...\Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best! response:	Wendy...
context: Well, that result was an embarrassment,\but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy... response:	It looks like they don't know Cheria's strength yet.
context: but let's move on to our fourth match, the last match of the day-kabo!\From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet. response:	I can just picture the look of surprise on Gray's face.
context: From Fairy Tail A, Wendy Marvel!\I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face. response:	That's not the face I see...
context: I changed my outfit!\Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see... response:	Laxus got revenge for my sock!
context: Good luck!\Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock! response:	What am I doing?
context: Versus Cheria Blendy of Lamia Scale!\I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock!\What am I doing? response:	Give it your all.
context: I'll do my best!\Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock!\What am I doing?\Give it your all. response:	Right!
context: Wendy...\It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock!\What am I doing?\Give it your all.\Right! response:	If you lose, you're gonna spin. You know that, right?
context: It looks like they don't know Cheria's strength yet.\I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock!\What am I doing?\Give it your all.\Right!\If you lose, you're gonna spin. You know that, right? response:	Alright, the moment you've been waiting for!
context: I can just picture the look of surprise on Gray's face.\That's not the face I see...\Laxus got revenge for my sock!\What am I doing?\Give it your all.\Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for! response:	Both contestants are taking the field-kabo!
context: That's not the face I see...\Laxus got revenge for my sock!\What am I doing?\Give it your all.\Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo! response:	U-Um, are you okay?!
context: Laxus got revenge for my sock!\What am I doing?\Give it your all.\Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?! response:	N-Nice to meet you...
context: What am I doing?\Give it your all.\Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you... response:	Same here!
context: Give it your all.\Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you...\Same here! response:	Is that girl gonna be okay?
context: Right!\If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you...\Same here!\Is that girl gonna be okay? response:	To me, it looks like she's got magic and motivation in spades!
context: If you lose, you're gonna spin. You know that, right?\Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you...\Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades! response:	Knowing Wendy, I'm sure she'll be fine!
context: Alright, the moment you've been waiting for!\Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you...\Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine! response:	Wow. I can tell even from here...
context: Both contestants are taking the field-kabo!\U-Um, are you okay?!\N-Nice to meet you...\Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here... response:	She's improved enormously compared to seven years ago.
context: U-Um, are you okay?!\N-Nice to meet you...\Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago. response:	But still...
context: N-Nice to meet you...\Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still... response:	That Cheria girl's magic...
context: Same here!\Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic... response:	This is sure to be an incredibly cute showdown!
context: Is that girl gonna be okay?\To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown! response:	I'm rootin' for'em both-pyon!
context: To me, it looks like she's got magic and motivation in spades!\Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon! response:	Pyon?
context: Knowing Wendy, I'm sure she'll be fine!\Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon? response:	Your character's changed...
context: Wow. I can tell even from here...\She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon?\Your character's changed... response:	Yeah...
context: She's improved enormously compared to seven years ago.\But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon?\Your character's changed...\Yeah... response:	Zeref...?
context: But still...\That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon?\Your character's changed...\Yeah...\Zeref...? response:	Jellal! You felt that, didn't you?!
context: That Cheria girl's magic...\This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon?\Your character's changed...\Yeah...\Zeref...?\Jellal! You felt that, didn't you?! response:	In the arena?
context: This is sure to be an incredibly cute showdown!\I'm rootin' for'em both-pyon!\Pyon?\Your character's changed...\Yeah...\Zeref...?\Jellal! You felt that, didn't you?!\In the arena? response:	Ultear, Meldy, stand by! Don't move!
context: I'm rootin' for'em both-pyon!\Pyon?\Your character's changed...\Yeah...\Zeref...?\Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move! response:	Understood!
context: Pyon?\Your character's changed...\Yeah...\Zeref...?\Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move!\Understood! response:	Be careful!
context: Your character's changed...\Yeah...\Zeref...?\Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move!\Understood!\Be careful! response:	Alright, the final match of day three!
context: Yeah...\Zeref...?\Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move!\Understood!\Be careful!\Alright, the final match of day three! response:	Begin!
context: Zeref...?\Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move!\Understood!\Be careful!\Alright, the final match of day three!\Begin! response:	Good luck, Wendy.
context: Jellal! You felt that, didn't you?!\In the arena?\Ultear, Meldy, stand by! Don't move!\Understood!\Be careful!\Alright, the final match of day three!\Begin!\Good luck, Wendy. response:	See Cheria's ability and be stunned, Gray.
context: In the arena?\Ultear, Meldy, stand by! Don't move!\Understood!\Be careful!\Alright, the final match of day three!\Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray. response:	Don't underestimate Wendy, Lyon.
context: Ultear, Meldy, stand by! Don't move!\Understood!\Be careful!\Alright, the final match of day three!\Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon. response:	Truly a cute combination! I'm tickled pink!
context: Understood!\Be careful!\Alright, the final match of day three!\Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink! response:	Was that girl in Fairy Tail?
context: Be careful!\Alright, the final match of day three!\Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail? response:	Yes. I only know a little about her,
context: Alright, the final match of day three!\Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her, response:	but she's a very courageous wizard.
context: Begin!\Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard. response:	After all my training, I have to do my best here!
context: Good luck, Wendy.\See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here! response:	Here I go!
context: See Cheria's ability and be stunned, Gray.\Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go! response:	Ready!
context: Don't underestimate Wendy, Lyon.\Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go!\Ready! response:	Arms, Vernier... Enchant!
context: Truly a cute combination! I'm tickled pink!\Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go!\Ready!\Arms, Vernier... Enchant! response:	Wing Slash of the Sky Dragon!
context: Was that girl in Fairy Tail?\Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go!\Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon! response:	She dodged it?!
context: Yes. I only know a little about her,\but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go!\Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?! response:	North wind, become the breath of the gods and blow on the land!
context: but she's a very courageous wizard.\After all my training, I have to do my best here!\Here I go!\Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land! response:	God of the Sky, Boreas!
context: After all my training, I have to do my best here!\Here I go!\Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas! response:	Wendy!
context: Here I go!\Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy! response:	Black wind?!
context: Ready!\Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy!\Black wind?! response:	She's...
context: Arms, Vernier... Enchant!\Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy!\Black wind?!\She's... response:	Wow! You dodged that, huh?
context: Wing Slash of the Sky Dragon!\She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy!\Black wind?!\She's...\Wow! You dodged that, huh? response:	In that case...
context: She dodged it?!\North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy!\Black wind?!\She's...\Wow! You dodged that, huh?\In that case... response:	Wind! Wind! Bore through the ground and make it dance up to the sky!
context: North wind, become the breath of the gods and blow on the land!\God of the Sky, Boreas!\Wendy!\Black wind?!\She's...\Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky! response:	Dance of the Sky God!
context: God of the Sky, Boreas!\Wendy!\Black wind?!\She's...\Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God! response:	I'm not done!
context: Wendy!\Black wind?!\She's...\Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done! response:	Talons of the Sky Dragon!
context: Black wind?!\She's...\Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon! response:	Roar...
context: She's...\Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon!\Roar... response:	Howl...
context: Wow! You dodged that, huh?\In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon!\Roar...\Howl... response:	I don't believe it! That brat...
context: In that case...\Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon!\Roar...\Howl...\I don't believe it! That brat... response:	Lost Magic!
context: Wind! Wind! Bore through the ground and make it dance up to the sky!\Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon!\Roar...\Howl...\I don't believe it! That brat...\Lost Magic! response:	Sky God Slayer Magic...
context: Dance of the Sky God!\I'm not done!\Talons of the Sky Dragon!\Roar...\Howl...\I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic... response:	Is this for real?!
context: I'm not done!\Talons of the Sky Dragon!\Roar...\Howl...\I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic...\Is this for real?! response:	Awesome!
context: Talons of the Sky Dragon!\Roar...\Howl...\I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic...\Is this for real?!\Awesome! response:	Hey!
context: Roar...\Howl...\I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic...\Is this for real?!\Awesome!\Hey! response:	It's ferocious!
context: Howl...\I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic...\Is this for real?!\Awesome!\Hey!\It's ferocious! response:	Cut it out, Obaba.
context: I don't believe it! That brat...\Lost Magic!\Sky God Slayer Magic...\Is this for real?!\Awesome!\Hey!\It's ferocious!\Cut it out, Obaba. response:	That'll be in my dreams!
context: Lost Magic!\Sky God Slayer Magic...\Is this for real?!\Awesome!\Hey!\It's ferocious!\Cut it out, Obaba.\That'll be in my dreams! response:	Who are you?
context: Sky God Slayer Magic...\Is this for real?!\Awesome!\Hey!\It's ferocious!\Cut it out, Obaba.\That'll be in my dreams!\Who are you? response:	A Sky God Slayer.
context: Is this for real?!\Awesome!\Hey!\It's ferocious!\Cut it out, Obaba.\That'll be in my dreams!\Who are you?\A Sky God Slayer. response:	God Slayer?!
context: Awesome!\Hey!\It's ferocious!\Cut it out, Obaba.\That'll be in my dreams!\Who are you?\A Sky God Slayer.\God Slayer?! response:	God Slaying Magic?!
context: Hey!\It's ferocious!\Cut it out, Obaba.\That'll be in my dreams!\Who are you?\A Sky God Slayer.\God Slayer?!\God Slaying Magic?! response:	So that guy wasn't the only one...
context: It's ferocious!\Cut it out, Obaba.\That'll be in my dreams!\Who are you?\A Sky God Slayer.\God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one... response:	You know her?
context: Cut it out, Obaba.\That'll be in my dreams!\Who are you?\A Sky God Slayer.\God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one...\You know her? response:	That one guy from Grimoire, Shinpachiro or something...
