context: That took longer than expected. response:	I-I'm very sorry.
context: and had their personal desires completely eradicated are suited for the position.\You seem to know a lot about it.\Yes, because my mother is one of them.\So Ayato, what are you planning to do about Ms. Toudou?\Kirin Toudou?\Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use response:	Um, what can I do for you?
context: You seem to know a lot about it.\Yes, because my mother is one of them.\So Ayato, what are you planning to do about Ms. Toudou?\Kirin Toudou?\Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use\Um, what can I do for you? response:	Um, thank you very much!
context: Yes, because my mother is one of them.\So Ayato, what are you planning to do about Ms. Toudou?\Kirin Toudou?\Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use\Um, what can I do for you?\Um, thank you very much! response:	Huh? Uh...
context: So Ayato, what are you planning to do about Ms. Toudou?\Kirin Toudou?\Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use\Um, what can I do for you?\Um, thank you very much!\Huh? Uh... response:	Amagiri, even though I was a stranger to you,
context: Kirin Toudou?\Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use\Um, what can I do for you?\Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you, response:	you protected me from my uncle!
context: Yo, Amagiri, someone's here to see you!\Amagiri!\Drawing room in use\Um, what can I do for you?\Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle! response:	And, uh, although things ended up the way they did...
context: Amagiri!\Drawing room in use\Um, what can I do for you?\Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did... response:	it really made me happy!
context: Drawing room in use\Um, what can I do for you?\Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy! response:	Don't mention it. As it turned out, I wasn't able to help you, anyway.
context: Um, what can I do for you?\Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway. response:	That's not true...
context: Um, thank you very much!\Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true... response:	Hard to believe she's so incredibly powerful.
context: Huh? Uh...\Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful. response:	Amagiri.
context: Amagiri, even though I was a stranger to you,\you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful.\Amagiri. response:	You sure are zealous about gathering info, Yabuki.
context: you protected me from my uncle!\And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki. response:	Guess so!
context: And, uh, although things ended up the way they did...\it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so! response:	Ms. Toudou, you're not nervous, are you?
context: it really made me happy!\Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you? response:	Huh? Oh, yes!
context: Don't mention it. As it turned out, I wasn't able to help you, anyway.\That's not true...\Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes! response:	I'm so sorry! I've never walked this way with a man who wasn't a relative.
context: That's not true...\Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative. response:	Dad was my father was so strict, you see.
context: Hard to believe she's so incredibly powerful.\Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see. response:	I see. I hear that Toudou-style training is strict, too.
context: Amagiri.\You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too. response:	You know about my family's swordsmanship style?
context: You sure are zealous about gathering info, Yabuki.\Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style? response:	Well, sure. I'm not a budding swordsman for nothing.
context: Guess so!\Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing. response:	Of course I've heard of the Toudou-style and its Like folding a crane philosophy.
context: Ms. Toudou, you're not nervous, are you?\Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy. response:	Amagiri, yours is one of the ancient styles, isn't it?
context: Huh? Oh, yes!\I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it? response:	I'm impressed you know that.
context: I'm so sorry! I've never walked this way with a man who wasn't a relative.\Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that. response:	Because I noticed that you'd sometimes drop down in your stance during our duel the other day.
context: Dad was my father was so strict, you see.\I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day. response:	Whenever you made a move from a defensive position, you'd slide your feet,
context: I see. I hear that Toudou-style training is strict, too.\You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet, response:	and the point of your sword was held quite high when you aimed for my eyes.
context: You know about my family's swordsmanship style?\Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes. response:	This is also characteristic of the ancient styles.
context: Well, sure. I'm not a budding swordsman for nothing.\Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles. response:	If only I'd gotten to cross swords with you, I could've learned more.
context: Of course I've heard of the Toudou-style and its Like folding a crane philosophy.\Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more. response:	I'm sorry. I couldn't help myself.
context: Amagiri, yours is one of the ancient styles, isn't it?\I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself. response:	You're really into kenjutsu, huh, Ms. Toudou?
context: I'm impressed you know that.\Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou? response:	Yes!
context: Because I noticed that you'd sometimes drop down in your stance during our duel the other day.\Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes! response:	Because I have no other talent besides kenjutsu.
context: Whenever you made a move from a defensive position, you'd slide your feet,\and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu. response:	That can't be true...
context: and the point of your sword was held quite high when you aimed for my eyes.\This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu.\That can't be true... response:	No, it is true.
context: This is also characteristic of the ancient styles.\If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true. response:	I'm a klutz, and a coward.
context: If only I'd gotten to cross swords with you, I could've learned more.\I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true.\I'm a klutz, and a coward. response:	But even so, as long as I'm holding a sword I can be useful to someone else.
context: I'm sorry. I couldn't help myself.\You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else. response:	That's why I enjoy it, and I really love it.
context: You're really into kenjutsu, huh, Ms. Toudou?\Yes!\Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it. response:	Is that right?
context: Yes!\Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right? response:	I can't afford to lose, either.
context: Because I have no other talent besides kenjutsu.\That can't be true...\No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either. response:	Listen, Ms. Toudou...
context: That can't be true...\No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou... response:	Yes?
context: No, it is true.\I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou...\Yes? response:	What are you fighting for?
context: I'm a klutz, and a coward.\But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou...\Yes?\What are you fighting for? response:	To save my father, that's why.
context: But even so, as long as I'm holding a sword I can be useful to someone else.\That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou...\Yes?\What are you fighting for?\To save my father, that's why. response:	Is that why you're doing as your uncle tells you?
context: That's why I enjoy it, and I really love it.\Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou...\Yes?\What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you? response:	My uncle has shown me the most appropriate and quickest path to achieve my dream.
context: Is that right?\I can't afford to lose, either.\Listen, Ms. Toudou...\Yes?\What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream. response:	I am very grateful to him.
context: I can't afford to lose, either.\Listen, Ms. Toudou...\Yes?\What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him. response:	Even if you're being used to further his career?
context: Listen, Ms. Toudou...\Yes?\What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career? response:	I'm being shown how to realize my dream,
context: Yes?\What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream, response:	and he's going to be compensated for that.
context: What are you fighting for?\To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that. response:	Therefore, this is a fair transaction.
context: To save my father, that's why.\Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction. response:	It sure didn't seem that way to me.
context: Is that why you're doing as your uncle tells you?\My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me. response:	My uncle does hate the Genestella.
context: My uncle has shown me the most appropriate and quickest path to achieve my dream.\I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella. response:	Excuse me...
context: I am very grateful to him.\Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me... response:	Would you mind if I asked you something, too?
context: Even if you're being used to further his career?\I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too? response:	What is it?
context: I'm being shown how to realize my dream,\and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too?\What is it? response:	What kind of training do you normally do, Amagiri?
context: and he's going to be compensated for that.\Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri? response:	Since I came to this school, I've been training on my own,
context: Therefore, this is a fair transaction.\It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own, response:	but I do have misgivings...
context: It sure didn't seem that way to me.\My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings... response:	And besides, I can't do any sparring by myself.
context: My uncle does hate the Genestella.\Excuse me...\Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself. response:	Then how about joining our training sessions?
context: Excuse me...\Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions? response:	Are you sure you wouldn't mind?
context: Would you mind if I asked you something, too?\What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind? response:	Well, I should ask Julis about it,
context: What is it?\What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it, response:	but I bet she'll be okay with it.
context: What kind of training do you normally do, Amagiri?\Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it. response:	I'm sorry...
context: Since I came to this school, I've been training on my own,\but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry... response:	I've been told not to be careless about tipping my hand...
context: but I do have misgivings...\And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand... response:	and to keep my distance, especially with those ranked as Page Ones.
context: And besides, I can't do any sparring by myself.\Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones. response:	Gotcha. Then will you join me during my early-morning training sessions?
context: Then how about joining our training sessions?\Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions? response:	Your sessions, Amagirii?
context: Are you sure you wouldn't mind?\Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii? response:	Training with me shouldn't be a problem, right?
context: Well, I should ask Julis about it,\but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right? response:	Y-You mean j-j-just the t-t-two of us, Amagiri?
context: but I bet she'll be okay with it.\I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri? response:	Right. So you don't have to worry.
context: I'm sorry...\I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry. response:	Huh? Is something wrong?
context: I've been told not to be careless about tipping my hand...\and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong? response:	Oh, no...
context: and to keep my distance, especially with those ranked as Page Ones.\Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no... response:	Um...
context: Gotcha. Then will you join me during my early-morning training sessions?\Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no...\Um... response:	Then I think I'll take you up on your offer!
context: Your sessions, Amagirii?\Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no...\Um...\Then I think I'll take you up on your offer! response:	Saya?
context: Training with me shouldn't be a problem, right?\Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no...\Um...\Then I think I'll take you up on your offer!\Saya? response:	Jeez, don't give me a heart attack!
context: Y-You mean j-j-just the t-t-two of us, Amagiri?\Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no...\Um...\Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack! response:	Who was that just now?
context: Right. So you don't have to worry.\Huh? Is something wrong?\Oh, no...\Um...\Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack!\Who was that just now? response:	Saya! I can't breathe!
context: Huh? Is something wrong?\Oh, no...\Um...\Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe! response:	Never mind, tell me! Who was that just now?
context: Oh, no...\Um...\Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now? response:	I can't answer you like this!
context: Um...\Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this! response:	Sorry. I had something on my mind, and didn't realize how hard I was squeezing.
context: Then I think I'll take you up on your offer!\Saya?\Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing. response:	Oh, well, I guess it's all right...
context: Saya?\Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right... response:	What are you doing here, anyway, Saya?
context: Jeez, don't give me a heart attack!\Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya? response:	I was looking for you.
context: Who was that just now?\Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you. response:	Me?
context: Saya! I can't breathe!\Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you.\Me? response:	About being my tag partner. I want to hear your answer.
context: Never mind, tell me! Who was that just now?\I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you.\Me?\About being my tag partner. I want to hear your answer. response:	Sorry, but I'm teaming up with Julis this time.
context: I can't answer you like this!\Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you.\Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time. response:	I can't back down from that.
context: Sorry. I had something on my mind, and didn't realize how hard I was squeezing.\Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you.\Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that. response:	I see. Gotcha.
context: Oh, well, I guess it's all right...\What are you doing here, anyway, Saya?\I was looking for you.\Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha. response:	By the way, who was that just now?
context: What are you doing here, anyway, Saya?\I was looking for you.\Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha.\By the way, who was that just now? response:	That was Ms. Toudou from the junior high.
context: I was looking for you.\Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high. response:	The Rank 1 girl you were dueling with yesterday.
context: Me?\About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday. response:	That's right.
context: About being my tag partner. I want to hear your answer.\Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right. response:	Meaning that...
context: Sorry, but I'm teaming up with Julis this time.\I can't back down from that.\I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that... response:	she's a first year in junior high with that body.
context: I can't back down from that.\I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that...\she's a first year in junior high with that body. response:	The world abounds with injustice.
context: I see. Gotcha.\By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice. response:	Hey, come on. Even so, she does resemble you in some ways, Saya.
context: By the way, who was that just now?\That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya. response:	Like how?
context: That was Ms. Toudou from the junior high.\The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how? response:	Well, apparently she came here to help out her dad.
context: The Rank 1 girl you were dueling with yesterday.\That's right.\Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad. response:	Not that I've heard the details yet...
context: That's right.\Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet... response:	Father...
