context: The Master was as cute as always today... response:	She truly is an angel from Heaven.
context: All I would ever do is despise the people around me.\Master.\Huh?\I've... made an enemy I must defeat.\Kirie?\M-Master!\Huh?!\She sure gets emotionally involved with her manga... response:	You don't have to get that worked up about it, you know.
context: Master.\Huh?\I've... made an enemy I must defeat.\Kirie?\M-Master!\Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know. response:	Wait a minute.
context: Huh?\I've... made an enemy I must defeat.\Kirie?\M-Master!\Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute. response:	Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.
context: I've... made an enemy I must defeat.\Kirie?\M-Master!\Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally. response:	In that case, I must give her a definitive answer, as her Master!
context: Kirie?\M-Master!\Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master! response:	Kirie.
context: M-Master!\Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie. response:	Y-yes?
context: Huh?!\She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes? response:	There is no need to overthink this.
context: She sure gets emotionally involved with her manga...\You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes?\There is no need to overthink this. response:	Only one thing is important...
context: You don't have to get that worked up about it, you know.\Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes?\There is no need to overthink this.\Only one thing is important... response:	you should just believe in what you want to believe!
context: Wait a minute.\Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes?\There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe! response:	What I... believe in?
context: Kirie wants to be a storybook author, so maybe that's why she's taking this manga so personally.\In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes?\There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe!\What I... believe in? response:	Huh? Kirie!
context: In that case, I must give her a definitive answer, as her Master!\Kirie.\Y-yes?\There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie! response:	H-hello.
context: Kirie.\Y-yes?\There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie!\H-hello. response:	What's going on? You're in your school uniform...
context: Y-yes?\There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie!\H-hello.\What's going on? You're in your school uniform... response:	There is something that I would ask you!
context: There is no need to overthink this.\Only one thing is important...\you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie!\H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you! response:	Huh?
context: Only one thing is important...\you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie!\H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you!\Huh? response:	You like Taihei Doma, don't you?
context: you should just believe in what you want to believe!\What I... believe in?\Huh? Kirie!\H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you!\Huh?\You like Taihei Doma, don't you? response:	Whaaat?!
context: What I... believe in?\Huh? Kirie!\H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you!\Huh?\You like Taihei Doma, don't you?\Whaaat?! response:	It was obvious from your reactions the other day.
context: Huh? Kirie!\H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you!\Huh?\You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day. response:	I-I...
context: H-hello.\What's going on? You're in your school uniform...\There is something that I would ask you!\Huh?\You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day.\I-I... response:	That is what I wish to discuss with you. I have decided on something this day...
context: What's going on? You're in your school uniform...\There is something that I would ask you!\Huh?\You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day... response:	Huh?
context: There is something that I would ask you!\Huh?\You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh? response:	You want to root for them because a romantic comedy needs a happy ending, huh?
context: Huh?\You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh? response:	I shall root for your love with all my strength!
context: You like Taihei Doma, don't you?\Whaaat?!\It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength! response:	Whaaat?!
context: Whaaat?!\It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?! response:	You should just believe in what you want to believe!
context: It was obvious from your reactions the other day.\I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe! response:	And what I believe in... is my Master.
context: I-I...\That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master. response:	U-um...
context: That is what I wish to discuss with you. I have decided on something this day...\Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um... response:	Please leave this to me!
context: Huh?\You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um...\Please leave this to me! response:	My little sister, Umaru...
context: You want to root for them because a romantic comedy needs a happy ending, huh?\I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um...\Please leave this to me!\My little sister, Umaru... response:	is renowned for her beauty.
context: I shall root for your love with all my strength!\Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um...\Please leave this to me!\My little sister, Umaru...\is renowned for her beauty. response:	She's kind and smart, and graced with many talents. She's loved by young and old, men and women.
context: Whaaat?!\You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um...\Please leave this to me!\My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women. response:	She's flawless, the perfect high school girl.
context: You should just believe in what you want to believe!\And what I believe in... is my Master.\U-um...\Please leave this to me!\My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl. response:	Well... that's what everyone seems to think.
context: And what I believe in... is my Master.\U-um...\Please leave this to me!\My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think. response:	This is Umaru when she's at home.
context: U-um...\Please leave this to me!\My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home. response:	My lazy, dried fish of a sister... a himouto.
context: Please leave this to me!\My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto. response:	HEY! Get up, Umaru!
context: My little sister, Umaru...\is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru! response:	Gah! What, what's going on?
context: is renowned for her beauty.\She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on? response:	Now look here, Umaru: summer vacation isn't just for lazing around!
context: She's kind and smart, and graced with many talents. She's loved by young and old, men and women.\She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around! response:	It's a time for you to do and experience things you don't usually have the chance to at school.
context: She's flawless, the perfect high school girl.\Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school. response:	Are you listening?
context: Well... that's what everyone seems to think.\This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening? response:	Don't you worry, Big Brother. I may not look it, but I've changed.
context: This is Umaru when she's at home.\My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed. response:	See?
context: My lazy, dried fish of a sister... a himouto.\HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See? response:	I always read Jumpu, but today I got Jumpu SQUARE!
context: HEY! Get up, Umaru!\Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE! response:	Still, I'm not so sure what Square is supposed to mean...
context: Gah! What, what's going on?\Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean... response:	This is not good. I have to at least get her outside!
context: Now look here, Umaru: summer vacation isn't just for lazing around!\It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside! response:	Oh, yeah...
context: It's a time for you to do and experience things you don't usually have the chance to at school.\Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah... response:	Umaru! There's a fireworks festival today!
context: Are you listening?\Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today! response:	You want to go?
context: Don't you worry, Big Brother. I may not look it, but I've changed.\See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go? response:	There will be lots of big, beautiful fireworks!
context: See?\I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks! response:	Huh?
context: I always read Jumpu, but today I got Jumpu SQUARE!\Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks!\Huh? response:	The first thing is to try to get her to an event that she'd like.
context: Still, I'm not so sure what Square is supposed to mean...\This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like. response:	Nah, no thanks. There's too many people, and insects, and it'll be hot.
context: This is not good. I have to at least get her outside!\Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot. response:	This isn't working.
context: Oh, yeah...\Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working. response:	Man, I was thinking we could buy some food from the stalls there...
context: Umaru! There's a fireworks festival today!\You want to go?\There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there... response:	Stalls!
context: You want to go?\There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls! response:	I'm not buying all that! How greedy can you be?!
context: There will be lots of big, beautiful fireworks!\Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?! response:	This is no time for sitting around! Let's go, Big Brother!
context: Huh?\The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother! response:	The festival's at NIGHT!
context: The first thing is to try to get her to an event that she'd like.\Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT! response:	Don't sweat the small stuff.
context: Nah, no thanks. There's too many people, and insects, and it'll be hot.\This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff. response:	Umaruuun!
context: This isn't working.\Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun! response:	She really is a different person outside...
context: Man, I was thinking we could buy some food from the stalls there...\Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun!\She really is a different person outside... response:	We should invite the others. Let's start with Ebina!
context: Stalls!\I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina! response:	Oh, so she wanted to go with her friends?
context: I'm not buying all that! How greedy can you be?!\This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends? response:	Put simply...
context: This is no time for sitting around! Let's go, Big Brother!\The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply... response:	You invite Taihei to the fireworks festival. That will create just the right mood.
context: The festival's at NIGHT!\Don't sweat the small stuff.\Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood. response:	Fireworks?
context: Don't sweat the small stuff.\Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks? response:	Wow...
context: Umaruuun!\She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow... response:	It's great, isn't it, Ebina?
context: She really is a different person outside...\We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow...\It's great, isn't it, Ebina? response:	Oh, sorry.
context: We should invite the others. Let's start with Ebina!\Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow...\It's great, isn't it, Ebina?\Oh, sorry. response:	I-it's fine!
context: Oh, so she wanted to go with her friends?\Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow...\It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine! response:	N-n-no!
context: Put simply...\You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow...\It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine!\N-n-no! response:	That's too embarrassing!
context: You invite Taihei to the fireworks festival. That will create just the right mood.\Fireworks?\Wow...\It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine!\N-n-no!\That's too embarrassing! response:	What are you talking about? We've already been to the beach together, right?
context: Fireworks?\Wow...\It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine!\N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right? response:	Huh?
context: Wow...\It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine!\N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh? response:	I wonder who that is...
context: It's great, isn't it, Ebina?\Oh, sorry.\I-it's fine!\N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is... response:	Taihei and Umaru!
context: Oh, sorry.\I-it's fine!\N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is...\Taihei and Umaru! response:	H-hello, Umaru, Taihei.
context: I-it's fine!\N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei. response:	Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?
context: N-n-no!\That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival? response:	The fireworks festival, you say? Of course I will go!
context: That's too embarrassing!\What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go! response:	I'm glad. Now we can all go together!
context: What are you talking about? We've already been to the beach together, right?\Huh?\I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together! response:	Shba!
context: Huh?\I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba! response:	Well, come on in, everyone.
context: I wonder who that is...\Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone. response:	Huh? You don't want to go yet?
context: Taihei and Umaru!\H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone.\Huh? You don't want to go yet? response:	There are preparations to be made! And you too, Taihei.
context: H-hello, Umaru, Taihei.\Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei. response:	Huh? Me?
context: Ah, Kirie. You're visiting Ebina, huh? Perfect timing. What do you say we all go to the fireworks festival?\The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me? response:	Yes, indeed! A fireworks festival means one must wear a summer kimono!
context: The fireworks festival, you say? Of course I will go!\I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono! response:	Well, let us depart!
context: I'm glad. Now we can all go together!\Shba!\Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart! response:	Yeah, let's go.
context: Shba!\Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go. response:	No reaction!
context: Well, come on in, everyone.\Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go.\No reaction! response:	You still have a lot to learn, Big Brother.
context: Huh? You don't want to go yet?\There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother. response:	Huh? What are you talking about?
context: There are preparations to be made! And you too, Taihei.\Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about? response:	Indeed, the stalls! The stalls!
context: Huh? Me?\Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls! response:	Indeed, the stalls!
context: Yes, indeed! A fireworks festival means one must wear a summer kimono!\Well, let us depart!\Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls! response:	There are so many!
context: Well, let us depart!\Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many! response:	We shall visit them all!
context: Yeah, let's go.\No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many!\We shall visit them all! response:	What can I get you all?
context: No reaction!\You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many!\We shall visit them all!\What can I get you all? response:	Huh?! No, I can pay for myself.
context: You still have a lot to learn, Big Brother.\Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many!\We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself. response:	You don't have to worry about that today.
context: Huh? What are you talking about?\Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many!\We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today. response:	O-okay...
context: Indeed, the stalls! The stalls!\Indeed, the stalls!\There are so many!\We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay... response:	Keep it up, Ebina.
context: Indeed, the stalls!\There are so many!\We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay...\Keep it up, Ebina. response:	Shbababababa!
context: There are so many!\We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay...\Keep it up, Ebina.\Shbababababa! response:	Shugaan!
context: We shall visit them all!\What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay...\Keep it up, Ebina.\Shbababababa!\Shugaan! response:	Okay, let's sit here and watch.
context: What can I get you all?\Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay...\Keep it up, Ebina.\Shbababababa!\Shugaan!\Okay, let's sit here and watch. response:	This is an especially large star mine, indeed!
context: Huh?! No, I can pay for myself.\You don't have to worry about that today.\O-okay...\Keep it up, Ebina.\Shbababababa!\Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed! response:	Amazing!
context: You don't have to worry about that today.\O-okay...\Keep it up, Ebina.\Shbababababa!\Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing! response:	They sure make a lot of sound, huh?
context: O-okay...\Keep it up, Ebina.\Shbababababa!\Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh? response:	Wow...!
context: Keep it up, Ebina.\Shbababababa!\Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh?\Wow...! response:	So pretty.
context: Shbababababa!\Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh?\Wow...!\So pretty. response:	Impressive fireworks, indeed!
context: Shugaan!\Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh?\Wow...!\So pretty.\Impressive fireworks, indeed! response:	I may not look it, but I've changed.
context: Okay, let's sit here and watch.\This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh?\Wow...!\So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed. response:	We should invite the others.
context: This is an especially large star mine, indeed!\Amazing!\They sure make a lot of sound, huh?\Wow...!\So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others. response:	My younger sister is a himouto, but...
context: Amazing!\They sure make a lot of sound, huh?\Wow...!\So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but... response:	while some things don't change, little by little, some things do.
