context: Takahashi. response:	I'll say this once, so listen carefully.
context: He lef-\You're finally up.\Y-You're still here?\What do you mean?\I went to the student council meeting in your place.\I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week. response:	What?
context: You're finally up.\Y-You're still here?\What do you mean?\I went to the student council meeting in your place.\I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What? response:	You went in my place?
context: Y-You're still here?\What do you mean?\I went to the student council meeting in your place.\I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place? response:	That's what I've been saying.
context: What do you mean?\I went to the student council meeting in your place.\I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place?\That's what I've been saying. response:	Yano, a guy who finds everything a pain and skips out all the time, did this?
context: I went to the student council meeting in your place.\I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this? response:	Can you make it to the movie?
context: I took notes for you, too.\And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie? response:	Ah, wait one sec.
context: And here are the handouts.\You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec. response:	After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...
context: You need to take survey during homeroom, and this is to be submitted next week.\What?\You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too... response:	And I can't forget bus fare, either...
context: What?\You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either... response:	Don't worry about that. I'll pay.
context: You went in my place?\That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay. response:	I'll pay you back!
context: That's what I've been saying.\Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back! response:	I'll pay you back tomorrow, okay?
context: Yano, a guy who finds everything a pain and skips out all the time, did this?\Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay? response:	You don't have to.
context: Can you make it to the movie?\Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to. response:	No, I will.
context: Ah, wait one sec.\After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to.\No, I will. response:	Here's an open seat.
context: After watching the movie and getting something to drink, I wonder if we'll go out to eat, too...\And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to.\No, I will.\Here's an open seat. response:	Go on, take it.
context: And I can't forget bus fare, either...\Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to.\No, I will.\Here's an open seat.\Go on, take it. response:	Actually, I think I'll stand.
context: Don't worry about that. I'll pay.\I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to.\No, I will.\Here's an open seat.\Go on, take it.\Actually, I think I'll stand. response:	It's gonna get more crowded, you know.
context: I'll pay you back!\I'll pay you back tomorrow, okay?\You don't have to.\No, I will.\Here's an open seat.\Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know. response:	I-It's okay.
context: I'll pay you back tomorrow, okay?\You don't have to.\No, I will.\Here's an open seat.\Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay. response:	What?
context: You don't have to.\No, I will.\Here's an open seat.\Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay.\What? response:	Nothing.
context: No, I will.\Here's an open seat.\Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay.\What?\Nothing. response:	I feel like I'm wearing myself out...
context: Here's an open seat.\Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay.\What?\Nothing.\I feel like I'm wearing myself out... response:	I need to act natural... natural...
context: Go on, take it.\Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay.\What?\Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural... response:	What do you want to drink?
context: Actually, I think I'll stand.\It's gonna get more crowded, you know.\I-It's okay.\What?\Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink? response:	U-Umm... h-hot chocolate.
context: It's gonna get more crowded, you know.\I-It's okay.\What?\Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate. response:	Here you go.
context: I-It's okay.\What?\Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate.\Here you go. response:	Thanks.
context: What?\Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate.\Here you go.\Thanks. response:	Looks like there are a lot of open seats.
context: Nothing.\I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate.\Here you go.\Thanks.\Looks like there are a lot of open seats. response:	Ah! I should've asked for a milk tea...
context: I feel like I'm wearing myself out...\I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate.\Here you go.\Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea... response:	Ahh... I'm pushing myself too hard again... I need to act natural! Natural!
context: I need to act natural... natural...\What do you want to drink?\U-Umm... h-hot chocolate.\Here you go.\Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural! response:	I didn't know you liked movies, Yano.
context: What do you want to drink?\U-Umm... h-hot chocolate.\Here you go.\Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano. response:	Ah, yeah.
context: U-Umm... h-hot chocolate.\Here you go.\Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah. response:	Especially because it's so dark, if you know what I mean!
context: Here you go.\Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean! response:	You don't get it, do you?
context: Thanks.\Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you? response:	Mind if I rest my arm here?
context: Looks like there are a lot of open seats.\Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here? response:	Ah, sure.
context: Ah! I should've asked for a milk tea...\Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here?\Ah, sure. response:	Takahashi, you can also rest your arm here if you need to.
context: Ahh... I'm pushing myself too hard again... I need to act natural! Natural!\I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to. response:	Ah, yeah.
context: I didn't know you liked movies, Yano.\Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah. response:	Where...?
context: Ah, yeah.\Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...? response:	The seat next to me...
context: Especially because it's so dark, if you know what I mean!\You don't get it, do you?\Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...?\The seat next to me... response:	The movie was about a woman who kept passing by the one she loved without realizing it...
context: You don't get it, do you?\Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it... response:	Ah! There they go again!
context: Mind if I rest my arm here?\Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again! response:	Hurry and let them meet each other!
context: Ah, sure.\Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other! response:	They were finally able to meet again...
context: Takahashi, you can also rest your arm here if you need to.\Ah, yeah.\Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again... response:	Finger exercises.
context: Ah, yeah.\Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises. response:	No... it's nothing.
context: Where...?\The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises.\No... it's nothing. response:	He... kept half of the armrest free the entire time...
context: The seat next to me...\The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time... response:	And that's when I thought...
context: The movie was about a woman who kept passing by the one she loved without realizing it...\Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought... response:	Mizu-chin's
context: Ah! There they go again!\Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's response:	Taka-chan's
context: Hurry and let them meet each other!\They were finally able to meet again...\Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's\Taka-chan's response:	We were
context: They were finally able to meet again...\Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's\Taka-chan's\We were response:	there too!
context: Finger exercises.\No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's\Taka-chan's\We were\there too! response:	Mizuguchi
context: No... it's nothing.\He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's\Taka-chan's\We were\there too!\Mizuguchi response:	Nagami
context: He... kept half of the armrest free the entire time...\And that's when I thought...\Mizu-chin's\Taka-chan's\We were\there too!\Mizuguchi\Nagami response:	Cutesy girl
context: And that's when I thought...\Mizu-chin's\Taka-chan's\We were\there too!\Mizuguchi\Nagami\Cutesy girl response:	Mizu-chin's...
context: Mizu-chin's\Taka-chan's\We were\there too!\Mizuguchi\Nagami\Cutesy girl\Mizu-chin's... response:	We Were There Too!
context: Taka-chan's\We were\there too!\Mizuguchi\Nagami\Cutesy girl\Mizu-chin's...\We Were There Too! response:	Hi there! I'm Mizuguchi!
context: We were\there too!\Mizuguchi\Nagami\Cutesy girl\Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi! response:	And I'm Nagami!
context: there too!\Mizuguchi\Nagami\Cutesy girl\Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami! response:	Moving straight to our topic of the day...
context: Mizuguchi\Nagami\Cutesy girl\Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day... response:	Yes, yes?
context: Nagami\Cutesy girl\Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes? response:	What's up with Nanami kissing him?!
context: Cutesy girl\Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?! response:	Yeah, I was really surprised!
context: Mizu-chin's...\We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised! response:	It makes me want to cry!
context: We Were There Too!\Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry! response:	In the first place, when... when did Nanami fall for Yano, anyway?!
context: Hi there! I'm Mizuguchi!\And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?! response:	Now, now, calm down, Mizu-chin.
context: And I'm Nagami!\Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin. response:	I'll never listen to her love problems ever again!
context: Moving straight to our topic of the day...\Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again! response:	But we can't just leave Nanami alone, can we?
context: Yes, yes?\What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we? response:	Yeah...
context: What's up with Nanami kissing him?!\Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah... response:	But...!
context: Yeah, I was really surprised!\It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah...\But...! response:	But I can't forgive her!
context: It makes me want to cry!\In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah...\But...!\But I can't forgive her! response:	And so...
context: In the first place, when... when did Nanami fall for Yano, anyway?!\Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah...\But...!\But I can't forgive her!\And so... response:	Please enjoy the second half of the show!
context: Now, now, calm down, Mizu-chin.\I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah...\But...!\But I can't forgive her!\And so...\Please enjoy the second half of the show! response:	That movie was really good, huh?
context: I'll never listen to her love problems ever again!\But we can't just leave Nanami alone, can we?\Yeah...\But...!\But I can't forgive her!\And so...\Please enjoy the second half of the show!\That movie was really good, huh? response:	You think so?
context: But we can't just leave Nanami alone, can we?\Yeah...\But...!\But I can't forgive her!\And so...\Please enjoy the second half of the show!\That movie was really good, huh?\You think so? response:	Yeah! The ending was really moving!
context: Yeah...\But...!\But I can't forgive her!\And so...\Please enjoy the second half of the show!\That movie was really good, huh?\You think so?\Yeah! The ending was really moving! response:	What scenes did you like, Yano?
context: But...!\But I can't forgive her!\And so...\Please enjoy the second half of the show!\That movie was really good, huh?\You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano? response:	Me?
context: But I can't forgive her!\And so...\Please enjoy the second half of the show!\That movie was really good, huh?\You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano?\Me? response:	I wonder if it's because I got so whirled up today...
context: And so...\Please enjoy the second half of the show!\That movie was really good, huh?\You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today... response:	Yano just seems different than normal.
context: Please enjoy the second half of the show!\That movie was really good, huh?\You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal. response:	They way he speaks, and his behavior... The intonation in his voice.
context: That movie was really good, huh?\You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice. response:	They're all different than normal.
context: You think so?\Yeah! The ending was really moving!\What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal. response:	Are you sleepy?
context: Yeah! The ending was really moving!\What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy? response:	Not at all.
context: What scenes did you like, Yano?\Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy?\Not at all. response:	I'd feel bad if I made you go out of your way today.
context: Me?\I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today. response:	Let's go home after we finish eating.
context: I wonder if it's because I got so whirled up today...\Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating. response:	Yano.
context: Yano just seems different than normal.\They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano. response:	Why are you being so kind?
context: They way he speaks, and his behavior... The intonation in his voice.\They're all different than normal.\Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano.\Why are you being so kind? response:	What do you mean?
context: They're all different than normal.\Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano.\Why are you being so kind?\What do you mean? response:	Why?
context: Are you sleepy?\Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano.\Why are you being so kind?\What do you mean?\Why? response:	I'm a kind person, under everything.
context: Not at all.\I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano.\Why are you being so kind?\What do you mean?\Why?\I'm a kind person, under everything. response:	T-That's not what I meant.
context: I'd feel bad if I made you go out of your way today.\Let's go home after we finish eating.\Yano.\Why are you being so kind?\What do you mean?\Why?\I'm a kind person, under everything.\T-That's not what I meant. response:	It's just so strange.
context: Let's go home after we finish eating.\Yano.\Why are you being so kind?\What do you mean?\Why?\I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange. response:	Up until the other day, you were mean to me all the time...
context: Yano.\Why are you being so kind?\What do you mean?\Why?\I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time... response:	So why did you suddenly become such different person?
context: Why are you being so kind?\What do you mean?\Why?\I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person? response:	Before you told me you loved me, did you not love me?
context: What do you mean?\Why?\I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me? response:	You're the one who's changed.
context: Why?\I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed. response:	Obviously, my girlfriend isn't the same as my other classmates.
context: I'm a kind person, under everything.\T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates. response:	To me, you're the one who's become different from before.
context: T-That's not what I meant.\It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before. response:	T-That's...
context: It's just so strange.\Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's... response:	His girlfriend...
context: Up until the other day, you were mean to me all the time...\So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's...\His girlfriend... response:	What does he mean?
context: So why did you suddenly become such different person?\Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's...\His girlfriend...\What does he mean? response:	His girlfriend...
context: Before you told me you loved me, did you not love me?\You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's...\His girlfriend...\What does he mean?\His girlfriend... response:	This basically means that you're an insider in my circle.
context: You're the one who's changed.\Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's...\His girlfriend...\What does he mean?\His girlfriend...\This basically means that you're an insider in my circle. response:	An insider?
context: Obviously, my girlfriend isn't the same as my other classmates.\To me, you're the one who's become different from before.\T-That's...\His girlfriend...\What does he mean?\His girlfriend...\This basically means that you're an insider in my circle.\An insider? response:	Yeah. Everyone else is split into insiders and outsiders, right?
context: To me, you're the one who's become different from before.\T-That's...\His girlfriend...\What does he mean?\His girlfriend...\This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right? response:	What do you mean? That's weird.
context: T-That's...\His girlfriend...\What does he mean?\His girlfriend...\This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird. response:	Is it really that strange?
context: His girlfriend...\What does he mean?\His girlfriend...\This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange? response:	What am I gonna do...?
context: What does he mean?\His girlfriend...\This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange?\What am I gonna do...? response:	Right now, I...
context: His girlfriend...\This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange?\What am I gonna do...?\Right now, I... response:	I've never been with anyone special for this event before...
context: This basically means that you're an insider in my circle.\An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange?\What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before... response:	But the problem here is that Yano has a better sense for this sort of stuff than me...
context: An insider?\Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange?\What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me... response:	I have to be careful so he doesn't say something like laaame to what I get him.
context: Yeah. Everyone else is split into insiders and outsiders, right?\What do you mean? That's weird.\Is it really that strange?\What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him. response:	This'll be tough...
context: What do you mean? That's weird.\Is it really that strange?\What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough... response:	I wonder what sort of things make boys happy?
context: Is it really that strange?\What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy? response:	W-What?
context: What am I gonna do...?\Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy?\W-What? response:	Nothing.
context: Right now, I...\I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy?\W-What?\Nothing. response:	Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.
context: I've never been with anyone special for this event before...\But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy?\W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes. response:	But only when no one's around.
context: But the problem here is that Yano has a better sense for this sort of stuff than me...\I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy?\W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around. response:	He's just like a cat.
context: I have to be careful so he doesn't say something like laaame to what I get him.\This'll be tough...\I wonder what sort of things make boys happy?\W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat. response:	Ah, Yano.
context: This'll be tough...\I wonder what sort of things make boys happy?\W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat.\Ah, Yano. response:	Is there anything you want for Christmas?
context: I wonder what sort of things make boys happy?\W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas? response:	Nana-chan!
context: W-What?\Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan! response:	I'd like you to answer seriously.
context: Nothing.\Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously. response:	He was fairly serious
context: Even though he doesn't have anything to say, Yano unexpectedly comes really close sometimes.\But only when no one's around.\He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously.\He was fairly serious response:	Worcester sauce!
