context: OP response:	TS
context: But I would be too worried about his health and stop him.\Azuki's got a strong will.\And she really loves Saiko.\Well, it does take some strength to stay apart until their dreams come true.\They met, though.\Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss response:	Where are you going with that?
context: Azuki's got a strong will.\And she really loves Saiko.\Well, it does take some strength to stay apart until their dreams come true.\They met, though.\Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that? response:	Whatever, you don't understand a woman's heart.
context: And she really loves Saiko.\Well, it does take some strength to stay apart until their dreams come true.\They met, though.\Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart. response:	All right, the storyboard's done.
context: Well, it does take some strength to stay apart until their dreams come true.\They met, though.\Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done. response:	I'll give it to Saiko even if there's fixes to be made.
context: They met, though.\Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made. response:	Back on track!
context: Can they go back to staying apart now?\If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track! response:	H-He's still drawing even though he's been hospitalized!
context: If they kiss in the hospital or something, I bet they won't be able to!\Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized! response:	And his girlfriend is cute!
context: Kiss\Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute! response:	It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.
context: Where are you going with that?\Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization. response:	Look well.
context: Whatever, you don't understand a woman's heart.\All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well. response:	Isn't he the model manga author?
context: All right, the storyboard's done.\I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author? response:	Yes...
context: I'll give it to Saiko even if there's fixes to be made.\Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author?\Yes... response:	Are you drawn to this kind of lifestyle, Miss Girlfriend?
context: Back on track!\H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend? response:	Um, yes.
context: H-He's still drawing even though he's been hospitalized!\And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes. response:	Mr. Yoshida, when we return, I will definitely draw.
context: And his girlfriend is cute!\It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw. response:	I feel like I was mistaken...
context: It's kind of tough to work in here, and it's a bit cramped, but I can't allow a break in our serialization.\Look well.\Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken... response:	Yes, you were.
context: Look well.\Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were. response:	You should feel ashamed of yourself, Hiramaru.
context: Isn't he the model manga author?\Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru. response:	Oh, if it isn't the escape artist Hiramaru.
context: Yes...\Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru. response:	It's been a while.
context: Are you drawn to this kind of lifestyle, Miss Girlfriend?\Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while. response:	Fukuda!
context: Um, yes.\Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda! response:	Hey!
context: Mr. Yoshida, when we return, I will definitely draw.\I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda!\Hey! response:	He's the author of KIYOSHI Knights, Fukuda.
context: I feel like I was mistaken...\Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda. response:	You met him earlier at Niizuma's house, right?
context: Yes, you were.\You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right? response:	Oh!
context: You should feel ashamed of yourself, Hiramaru.\Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh! response:	Thanks for taking care of me then, Fukuda.
context: Oh, if it isn't the escape artist Hiramaru.\It's been a while.\Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda. response:	Kiyoshi's the best!
context: It's been a while.\Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best! response:	Please give me your contact information and the address of your office, if you would...
context: Fukuda!\Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would... response:	Hey!
context: Hey!\He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey! response:	You're not even really reading Jack, are you?
context: He's the author of KIYOSHI Knights, Fukuda.\You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you? response:	Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.
context: You met him earlier at Niizuma's house, right?\Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro. response:	I won't lose to you all.
context: Oh!\Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all. response:	We were just talking about him being a model manga author.
context: Thanks for taking care of me then, Fukuda.\Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author. response:	I laughed at the Wanted: Hiramaru fax from Yoshida.
context: Kiyoshi's the best!\Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida. response:	Why are you laughing?
context: Please give me your contact information and the address of your office, if you would...\Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing? response:	Well, I'm glad that you're lively enough to draw the manuscript.
context: Hey!\You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript. response:	It's pretty loud in here for a hospital room.
context: You're not even really reading Jack, are you?\Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room. response:	Chief Editor!
context: Seriously though, seeing you work while hospitalized has given me a better opinion of you, Mashiro.\I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor! response:	I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.
context: I won't lose to you all.\We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room. response:	Why do we have to leave?
context: We were just talking about him being a model manga author.\I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave? response:	Because this has nothing to do with you.
context: I laughed at the Wanted: Hiramaru fax from Yoshida.\Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you. response:	I think it does, though.
context: Why are you laughing?\Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you.\I think it does, though. response:	Ashirogi Muto are my comrades.
context: Well, I'm glad that you're lively enough to draw the manuscript.\It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades. response:	Comrades?
context: It's pretty loud in here for a hospital room.\Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades.\Comrades? response:	You're soft.
context: Chief Editor!\I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades.\Comrades?\You're soft. response:	Of course, it's written as comrade but read as rival.
context: I apologize, but I must ask everyone but Mashiro and Takagi to leave the room.\Why do we have to leave?\Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades.\Comrades?\You're soft.\Of course, it's written as comrade but read as rival. response:	Fine, you may stay.
context: Why do we have to leave?\Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades.\Comrades?\You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay. response:	Azuki, you stay too.
context: Because this has nothing to do with you.\I think it does, though.\Ashirogi Muto are my comrades.\Comrades?\You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too. response:	Listen, this is a hospital. No matter what I say, don't make a fuss.
context: I think it does, though.\Ashirogi Muto are my comrades.\Comrades?\You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss. response:	Is it something we'd make a fuss over?
context: Ashirogi Muto are my comrades.\Comrades?\You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over? response:	Last night, we had a meeting regarding what to do with Detective TRAP.
context: Comrades?\You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP. response:	Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.
context: You're soft.\Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school. response:	Next April?
context: Of course, it's written as comrade but read as rival.\Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April? response:	What the hell is that? I don't get it!
context: Fine, you may stay.\Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it! response:	I told you not to make a fuss.
context: Azuki, you stay too.\Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it!\I told you not to make a fuss. response:	I'm kind of jealous.
context: Listen, this is a hospital. No matter what I say, don't make a fuss.\Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous. response:	Why?
context: Is it something we'd make a fuss over?\Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous.\Why? response:	Why April instead of when he's discharged?!
context: Last night, we had a meeting regarding what to do with Detective TRAP.\Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous.\Why?\Why April instead of when he's discharged?! response:	Right, don't be ridiculous!
context: Detective TRAP will be put on hiatus until next April, when the authors graduate from high school.\Next April?\What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous.\Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous! response:	Miura, you told us it was fine to start this storyboard on Saturday!
context: Next April?\What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous.\Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday! response:	I'm sorry...
context: What the hell is that? I don't get it!\I told you not to make a fuss.\I'm kind of jealous.\Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry... response:	What's the reason?
context: I told you not to make a fuss.\I'm kind of jealous.\Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason? response:	Please explain this to me!
context: I'm kind of jealous.\Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason?\Please explain this to me! response:	He's right.
context: Why?\Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason?\Please explain this to me!\He's right. response:	Let's hear it!
context: Why April instead of when he's discharged?!\Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason?\Please explain this to me!\He's right.\Let's hear it! response:	It's because Kawaguchi Tarou died.
context: Right, don't be ridiculous!\Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason?\Please explain this to me!\He's right.\Let's hear it!\It's because Kawaguchi Tarou died. response:	The death of my uncle and our serialization have nothing in common.
context: Miura, you told us it was fine to start this storyboard on Saturday!\I'm sorry...\What's the reason?\Please explain this to me!\He's right.\Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common. response:	Uncle?
context: I'm sorry...\What's the reason?\Please explain this to me!\He's right.\Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle? response:	Died?
context: What's the reason?\Please explain this to me!\He's right.\Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle?\Died? response:	There was someone I knew who worked too hard on manga and died.
context: Please explain this to me!\He's right.\Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle?\Died?\There was someone I knew who worked too hard on manga and died. response:	The person he told me about, that was his...?
context: He's right.\Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle?\Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...? response:	Kawaguchi Tarou was Mashiro's uncle on his father's side.
context: Let's hear it!\It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle?\Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side. response:	His death is firmly linked to his occupation as a manga author.
context: It's because Kawaguchi Tarou died.\The death of my uncle and our serialization have nothing in common.\Uncle?\Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author. response:	It wouldn't be a stretch to say that he was a victim of manga.
context: The death of my uncle and our serialization have nothing in common.\Uncle?\Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga. response:	Your mother is worried and wants you to stop drawing manga entirely.
context: Uncle?\Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely. response:	Of course she does.
context: Died?\There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does. response:	No one wants to lose their family, the ones they love.
context: There was someone I knew who worked too hard on manga and died.\The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love. response:	I won't rest.
context: The person he told me about, that was his...?\Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love.\I won't rest. response:	I'll draw.
context: Kawaguchi Tarou was Mashiro's uncle on his father's side.\His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love.\I won't rest.\I'll draw. response:	Kawaguchi Tarou never broke a serialization deadline even once.
context: His death is firmly linked to his occupation as a manga author.\It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love.\I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once. response:	Even when he had a fever above 104...
context: It wouldn't be a stretch to say that he was a victim of manga.\Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love.\I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104... response:	Even when he strained his back and couldn't sit up,
context: Your mother is worried and wants you to stop drawing manga entirely.\Of course she does.\No one wants to lose their family, the ones they love.\I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up, response:	he drew his manuscript while lying down.
context: Of course she does.\No one wants to lose their family, the ones they love.\I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down. response:	He never went on hiatus even once.
context: No one wants to lose their family, the ones they love.\I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once. response:	He said he was proud of that, at least.
context: I won't rest.\I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least. response:	That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.
context: I'll draw.\Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus. response:	But when the editorial department decides you need rest, then you must rest.
context: Kawaguchi Tarou never broke a serialization deadline even once.\Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest. response:	I don't need rest!
context: Even when he had a fever above 104...\Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest! response:	Let me be clear.
context: Even when he strained his back and couldn't sit up,\he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear. response:	Continuing to draw would trouble all of us.
context: he drew his manuscript while lying down.\He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us. response:	That's...
context: He never went on hiatus even once.\He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us.\That's... response:	Get better first.
context: He said he was proud of that, at least.\That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us.\That's...\Get better first. response:	Even after he gets better, he's still on hiatus until April.
context: That is an old-fashioned way of thinking, but it's respectable that you don't want a hiatus.\But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us.\That's...\Get better first.\Even after he gets better, he's still on hiatus until April. response:	That's right.
context: But when the editorial department decides you need rest, then you must rest.\I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us.\That's...\Get better first.\Even after he gets better, he's still on hiatus until April.\That's right. response:	Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?
context: I don't need rest!\Let me be clear.\Continuing to draw would trouble all of us.\That's...\Get better first.\Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up? response:	The genius high schooler Niizuma Eiji.
context: Let me be clear.\Continuing to draw would trouble all of us.\That's...\Get better first.\Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji. response:	We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.
context: Continuing to draw would trouble all of us.\That's...\Get better first.\Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school. response:	But a weekly serialization isn't that easy.
context: That's...\Get better first.\Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy. response:	It was our mistake.
context: Get better first.\Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake. response:	We regret it, and will refrain from approving such serializations in the future.
context: Even after he gets better, he's still on hiatus until April.\That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future. response:	Refrain?!
context: That's right.\Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?! response:	But serializations that have already started should be another matter!
