context: Zeref... response:	You are mine...
context: I could not be moved, even a tad.\It was quite a fun act.\Glasses?\But I'm sure I...\My magic is the power of imagination.\The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous... response:	Making dreams incarnate is near the very basis of magic.
context: It was quite a fun act.\Glasses?\But I'm sure I...\My magic is the power of imagination.\The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic. response:	Of course, there are a number of limits and conditions.
context: Glasses?\But I'm sure I...\My magic is the power of imagination.\The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions. response:	An invincible, undefeated magic!
context: But I'm sure I...\My magic is the power of imagination.\The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic! response:	I have never been beaten! Not even once!
context: My magic is the power of imagination.\The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once! response:	Come forth, Dimguil's Tower!
context: The Ark of Embodiment.\Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower! response:	Blast these foolish Fairies with all that sadness, and return them to dust!
context: Anything I wish for is immediately embodied into reality.\That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust! response:	What is this?
context: That magic is ridiculous...\Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this? response:	I can't move!
context: Making dreams incarnate is near the very basis of magic.\Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move! response:	Elf...man...
context: Of course, there are a number of limits and conditions.\An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Elf...man... response:	Ever! Hang in there!
context: An invincible, undefeated magic!\I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Elf...man...\Ever! Hang in there! response:	I'm sorry...
context: I have never been beaten! Not even once!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Elf...man...\Ever! Hang in there!\I'm sorry... response:	If I wasn't your partner, you might've become an S Class Wizard.
context: Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Elf...man...\Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard. response:	You might not've lost to a guy like this...
context: Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Elf...man...\Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this... response:	Fool...
context: What is this?\I can't move!\Elf...man...\Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool... response:	It's because you were here that I made it this far, you know?
context: I can't move!\Elf...man...\Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know? response:	Elfman...
context: Elf...man...\Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know?\Elfman... response:	Thank you, Ever.
context: Ever! Hang in there!\I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever. response:	Scatter, into the distant darkness.
context: I'm sorry...\If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever.\Scatter, into the distant darkness. response:	Natsu-san!
context: If I wasn't your partner, you might've become an S Class Wizard.\You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san! response:	Natsu!
context: You might not've lost to a guy like this...\Fool...\It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san!\Natsu! response:	Gramps!
context: Fool...\It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san!\Natsu!\Gramps! response:	Over here.
context: It's because you were here that I made it this far, you know?\Elfman...\Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san!\Natsu!\Gramps!\Over here. response:	He's still in a rough state.
context: Elfman...\Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san!\Natsu!\Gramps!\Over here.\He's still in a rough state. response:	H-Huh? My scarf?
context: Thank you, Ever.\Scatter, into the distant darkness.\Natsu-san!\Natsu!\Gramps!\Over here.\He's still in a rough state.\H-Huh? My scarf? response:	Wendy fixed it for you!
context: Scatter, into the distant darkness.\Natsu-san!\Natsu!\Gramps!\Over here.\He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you! response:	She also flipped your clothes back around.
context: Natsu-san!\Natsu!\Gramps!\Over here.\He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around. response:	Thanks, Wendy!
context: Natsu!\Gramps!\Over here.\He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy! response:	I-It's nothing.
context: Gramps!\Over here.\He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing. response:	What's the matter?
context: Over here.\He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing.\What's the matter? response:	Um...
context: He's still in a rough state.\H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing.\What's the matter?\Um... response:	Don't go sniffing a lady, you pervert!
context: H-Huh? My scarf?\Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing.\What's the matter?\Um...\Don't go sniffing a lady, you pervert! response:	This smell!
context: Wendy fixed it for you!\She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing.\What's the matter?\Um...\Don't go sniffing a lady, you pervert!\This smell! response:	Natsu, what smell?
context: She also flipped your clothes back around.\Thanks, Wendy!\I-It's nothing.\What's the matter?\Um...\Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell? response:	I remember now.
context: Thanks, Wendy!\I-It's nothing.\What's the matter?\Um...\Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell?\I remember now. response:	Why was he here?
context: I-It's nothing.\What's the matter?\Um...\Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell?\I remember now.\Why was he here? response:	Who is he talking about?
context: What's the matter?\Um...\Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell?\I remember now.\Why was he here?\Who is he talking about? response:	Wendy, do you know?
context: Um...\Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell?\I remember now.\Why was he here?\Who is he talking about?\Wendy, do you know? response:	I can't tell...
context: Don't go sniffing a lady, you pervert!\This smell!\Natsu, what smell?\I remember now.\Why was he here?\Who is he talking about?\Wendy, do you know?\I can't tell... response:	Everyone's smell kind of blends together and I can't tell who is where.
context: This smell!\Natsu, what smell?\I remember now.\Why was he here?\Who is he talking about?\Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where. response:	So, Natsu... Who did you smell?
context: Natsu, what smell?\I remember now.\Why was he here?\Who is he talking about?\Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell? response:	That guy I met on Galuna Island.
context: I remember now.\Why was he here?\Who is he talking about?\Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island. response:	Perhaps you recall this masked person.
context: Why was he here?\Who is he talking about?\Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person. response:	Calling himself Zalty,
context: Who is he talking about?\Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty, response:	he tried to work behind the scenes in a dark plot to obtain Deliora,
context: Wendy, do you know?\I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora, response:	one of Zeref's Demons, from its slumber on Galuna Island.
context: I can't tell...\Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island. response:	But he was defeated by Natsu and disappeared.
context: Everyone's smell kind of blends together and I can't tell who is where.\So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared. response:	He's close!
context: So, Natsu... Who did you smell?\That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close! response:	Natsu!
context: That guy I met on Galuna Island.\Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close!\Natsu! response:	Natsu-san!
context: Perhaps you recall this masked person.\Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close!\Natsu!\Natsu-san! response:	There he goes...
context: Calling himself Zalty,\he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close!\Natsu!\Natsu-san!\There he goes... response:	Galuna Island?
context: he tried to work behind the scenes in a dark plot to obtain Deliora,\one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close!\Natsu!\Natsu-san!\There he goes...\Galuna Island? response:	Who?
context: one of Zeref's Demons, from its slumber on Galuna Island.\But he was defeated by Natsu and disappeared.\He's close!\Natsu!\Natsu-san!\There he goes...\Galuna Island?\Who? response:	This and that and this and that... It was a pretty tough fight.
context: But he was defeated by Natsu and disappeared.\He's close!\Natsu!\Natsu-san!\There he goes...\Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight. response:	Lost Magic?
context: He's close!\Natsu!\Natsu-san!\There he goes...\Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic? response:	That Zancrow fellow said something like that, too.
context: Natsu!\Natsu-san!\There he goes...\Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too. response:	I'm impressed he remembers the smell.
context: Natsu-san!\There he goes...\Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell. response:	He's like a beast.
context: There he goes...\Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast. response:	Well, that's Natsu for you.
context: Galuna Island?\Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you. response:	It is?
context: Who?\This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you.\It is? response:	That it is.
context: This and that and this and that... It was a pretty tough fight.\Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you.\It is?\That it is. response:	I'm... in a pickle.
context: Lost Magic?\That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you.\It is?\That it is.\I'm... in a pickle. response:	I haven't seen Zeref...
context: That Zancrow fellow said something like that, too.\I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you.\It is?\That it is.\I'm... in a pickle.\I haven't seen Zeref... response:	And no one's around...
context: I'm impressed he remembers the smell.\He's like a beast.\Well, that's Natsu for you.\It is?\That it is.\I'm... in a pickle.\I haven't seen Zeref...\And no one's around... response:	And I'm starving...
context: He's like a beast.\Well, that's Natsu for you.\It is?\That it is.\I'm... in a pickle.\I haven't seen Zeref...\And no one's around...\And I'm starving... response:	But you know what they say...
context: Well, that's Natsu for you.\It is?\That it is.\I'm... in a pickle.\I haven't seen Zeref...\And no one's around...\And I'm starving...\But you know what they say... response:	When you eat meat you start craving sweets.
context: It is?\That it is.\I'm... in a pickle.\I haven't seen Zeref...\And no one's around...\And I'm starving...\But you know what they say...\When you eat meat you start craving sweets. response:	I figured this might happen, so...
context: That it is.\I'm... in a pickle.\I haven't seen Zeref...\And no one's around...\And I'm starving...\But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so... response:	I brought ice cream with me!
context: I'm... in a pickle.\I haven't seen Zeref...\And no one's around...\And I'm starving...\But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me! response:	Go, me!
context: I haven't seen Zeref...\And no one's around...\And I'm starving...\But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me!\Go, me! response:	Okay. Seems everyone's safe.
context: And no one's around...\And I'm starving...\But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe. response:	Transport the injured to the tents stretched out on the reef.
context: And I'm starving...\But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef. response:	Hurry and treat them!
context: But you know what they say...\When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them! response:	We can deal with fixing the equipment later!
context: When you eat meat you start craving sweets.\I figured this might happen, so...\I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later! response:	Perhaps you recall, but this man is Lahar.
context: I figured this might happen, so...\I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar. response:	He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.
context: I brought ice cream with me!\Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council. response:	He once took Jellal into custody after the Nirvana incident,
context: Go, me!\Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident, response:	and is now leading the warships watching over Tenroujima.
context: Okay. Seems everyone's safe.\Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima. response:	We'll be heading onto the island now.
context: Transport the injured to the tents stretched out on the reef.\Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now. response:	Everyone who can prepare for battle...
context: Hurry and treat them!\We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle... response:	Dranbalt...
context: We can deal with fixing the equipment later!\Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt... response:	Let me explain once again who this man, Mest, really is.
context: Perhaps you recall, but this man is Lahar.\He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is. response:	He called himself Mest, but his real name is Dranbalt.
context: He's the Captain of the 4th Enforcement and Detention Corps of the Reformed Magic Council.\He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt. response:	He's a member of the Reformed Magic Council's Intelligence Service.
context: He once took Jellal into custody after the Nirvana incident,\and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service. response:	What is someone like you doing so injured?
context: and is now leading the warships watching over Tenroujima.\We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured? response:	I'm fine.
context: We'll be heading onto the island now.\Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine. response:	What about the ships?
context: Everyone who can prepare for battle...\Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine.\What about the ships? response:	I'd like to say we're fine, but at least there were no casualties.
context: Dranbalt...\Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties. response:	Is the communications lacrima safe?
context: Let me explain once again who this man, Mest, really is.\He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe? response:	Thankfully...
context: He called himself Mest, but his real name is Dranbalt.\He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully... response:	What in the world happened on the island?
context: He's a member of the Reformed Magic Council's Intelligence Service.\What is someone like you doing so injured?\I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully...\What in the world happened on the island? response:	A three-way battle between Fairy Tail, Grimoire Heart,
context: What is someone like you doing so injured?\I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart, response:	and the Black Wizard Zeref has begun.
context: I'm fine.\What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun. response:	The attack on the ship before was from Grimoire Heart.
context: What about the ships?\I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart. response:	Lend me the communications lacrima!
context: I'd like to say we're fine, but at least there were no casualties.\Is the communications lacrima safe?\Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima! response:	I've got to report this to headquarters right away!
context: Is the communications lacrima safe?\Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away! response:	I-I don't believe it...
context: Thankfully...\What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it... response:	Three of the thorns in the side of the Magic World have all gathered in one place?
context: What in the world happened on the island?\A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place? response:	The chances of this being coincidence are nearly zero...
context: A three-way battle between Fairy Tail, Grimoire Heart,\and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero... response:	Gran Doma, the chairman, is strict
context: and the Black Wizard Zeref has begun.\The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict response:	and will not hesitate to eliminate wrongdoers without even a trial.
context: The attack on the ship before was from Grimoire Heart.\Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial. response:	Will he let fall the Attack of Sealed Light once again?
context: Lend me the communications lacrima!\I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again? response:	Etherion?!
context: I've got to report this to headquarters right away!\I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?! response:	Although we have no way to oppose the decisions of our superiors...
context: I-I don't believe it...\Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors... response:	Hold it! It's true that Fairy Tail's always been at odds with the Council,
context: Three of the thorns in the side of the Magic World have all gathered in one place?\The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council, response:	but they shouldn't be lumped in with Zeref and Grimoire Heart!
context: The chances of this being coincidence are nearly zero...\Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart! response:	That is not for us to decide.
context: Gran Doma, the chairman, is strict\and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide. response:	Now, hurry and contact headquarters.
context: and will not hesitate to eliminate wrongdoers without even a trial.\Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters. response:	The World of Great Magic...
context: Will he let fall the Attack of Sealed Light once again?\Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic... response:	Everyone without magic will be eliminated?
context: Etherion?!\Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated? response:	That's not right!
context: Although we have no way to oppose the decisions of our superiors...\Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated?\That's not right! response:	That's a horrible world where no one gains anything!
context: Hold it! It's true that Fairy Tail's always been at odds with the Council,\but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything! response:	Master Hades has not informed meh of his true intentions,
context: but they shouldn't be lumped in with Zeref and Grimoire Heart!\That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions, response:	but perhaps it will be a land of those who know the depths of magic.
