context: Hm? response:	Just one more time...
context: Crap.\Sorry, cover!\Open.\Asahi-san.\Who's attacking next?\Another A quick?\He didn't jump!\What was that? response:	One guy changes the timing.
context: Sorry, cover!\Open.\Asahi-san.\Who's attacking next?\Another A quick?\He didn't jump!\What was that?\One guy changes the timing. response:	He fakes doing a quick,
context: Open.\Asahi-san.\Who's attacking next?\Another A quick?\He didn't jump!\What was that?\One guy changes the timing.\He fakes doing a quick, response:	then spikes after messing up the blockers' timing.
context: Asahi-san.\Who's attacking next?\Another A quick?\He didn't jump!\What was that?\One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing. response:	You don't see it used much these days.
context: Who's attacking next?\Another A quick?\He didn't jump!\What was that?\One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days. response:	But he took the initiative immediately after that perfect A quick.
context: Another A quick?\He didn't jump!\What was that?\One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick. response:	Nice toss.
context: He didn't jump!\What was that?\One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss. response:	That was impressive.
context: What was that?\One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive. response:	Nice kill, Kuro-san.
context: One guy changes the timing.\He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive.\Nice kill, Kuro-san. response:	Karasuno Nekoma
context: He fakes doing a quick,\then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma response:	Nekoma's reached 20 points.
context: then spikes after messing up the blockers' timing.\You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points. response:	It's over if they score five more points.
context: You don't see it used much these days.\But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points. response:	We're in trouble.
context: But he took the initiative immediately after that perfect A quick.\Nice toss.\That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble. response:	And I've already used up the two timeouts.
context: Nice toss.\That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts. response:	Damn. He's smirking at me!
context: That was impressive.\Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me! response:	I don't know about that,
context: Nice kill, Kuro-san.\Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that, response:	but ever since their 1 took the vanguard position,
context: Karasuno Nekoma\Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position, response:	I can really tell that their team has an experienced offense.
context: Nekoma's reached 20 points.\It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense. response:	I agree.
context: It's over if they score five more points.\We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree. response:	Half our starting players are first-years.
context: We're in trouble.\And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years. response:	They've just started playing together.
context: And I've already used up the two timeouts.\Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years.\They've just started playing together. response:	If our team is Level 1,
context: Damn. He's smirking at me!\I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years.\They've just started playing together.\If our team is Level 1, response:	their team is Level is 10 or 20.
context: I don't know about that,\but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years.\They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20. response:	Yamamoto, nice serve.
context: but ever since their 1 took the vanguard position,\I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years.\They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve. response:	Nice serve.
context: I can really tell that their team has an experienced offense.\I agree.\Half our starting players are first-years.\They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve. response:	They're a fully mature cat, and we're a newborn raven.
context: I agree.\Half our starting players are first-years.\They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven. response:	Yeah, something like that.
context: Half our starting players are first-years.\They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that. response:	In terms of defense and offense, we're no match for them.
context: They've just started playing together.\If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them. response:	At least for now.
context: If our team is Level 1,\their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now. response:	In which case...
context: their team is Level is 10 or 20.\Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now.\In which case... response:	We have no choice but to fight.
context: Yamamoto, nice serve.\Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now.\In which case...\We have no choice but to fight. response:	Pound them with your power and speed!
context: Nice serve.\They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now.\In which case...\We have no choice but to fight.\Pound them with your power and speed! response:	In other words, force them to surrender?
context: They're a fully mature cat, and we're a newborn raven.\Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now.\In which case...\We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender? response:	That's kind of villainous.
context: Yeah, something like that.\In terms of defense and offense, we're no match for them.\At least for now.\In which case...\We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous. response:	Villainous, huh? That's fine.
context: In terms of defense and offense, we're no match for them.\At least for now.\In which case...\We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine. response:	Ravens are sort of villainous, aren't they?
context: At least for now.\In which case...\We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they? response:	Ukai-kun, you look really scary!
context: In which case...\We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary! response:	We'll make up for our lousy quicks and receives with sheer brute force.
context: We have no choice but to fight.\Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force. response:	You guys are rough around the edges and awkward,
context: Pound them with your power and speed!\In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward, response:	so use that as your weapon!
context: In other words, force them to surrender?\That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon! response:	Wield your weapons with all your might.
context: That's kind of villainous.\Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might. response:	Attack,
context: Villainous, huh? That's fine.\Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might.\Attack, response:	attack,
context: Ravens are sort of villainous, aren't they?\Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might.\Attack,\attack, response:	and keep on attacking!
context: Ukai-kun, you look really scary!\We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might.\Attack,\attack,\and keep on attacking! response:	Yes. Nice block, Tsukishima.
context: We'll make up for our lousy quicks and receives with sheer brute force.\You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might.\Attack,\attack,\and keep on attacking!\Yes. Nice block, Tsukishima. response:	Tsukki, nice.
context: You guys are rough around the edges and awkward,\so use that as your weapon!\Wield your weapons with all your might.\Attack,\attack,\and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice. response:	Karasuno Nekoma
context: so use that as your weapon!\Wield your weapons with all your might.\Attack,\attack,\and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma response:	Don't mind, Inuoka.
context: Wield your weapons with all your might.\Attack,\attack,\and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka. response:	Sorry.
context: Attack,\attack,\and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka.\Sorry. response:	Karasuno's reached 20 points.
context: attack,\and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points. response:	Karasuno's totally gone on the offensive.
context: and keep on attacking!\Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive. response:	Don't rush things. Understood?
context: Yes. Nice block, Tsukishima.\Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood? response:	Yes.
context: Tsukki, nice.\Karasuno Nekoma\Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes. response:	Good.
context: Karasuno Nekoma\Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes.\Good. response:	Keep your connections solid.
context: Don't mind, Inuoka.\Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes.\Good.\Keep your connections solid. response:	Yes.
context: Sorry.\Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes.\Good.\Keep your connections solid.\Yes. response:	Karasuno Nekoma
context: Karasuno's reached 20 points.\Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes.\Good.\Keep your connections solid.\Yes.\Karasuno Nekoma response:	Okay, one more point and we're even.
context: Karasuno's totally gone on the offensive.\Don't rush things. Understood?\Yes.\Good.\Keep your connections solid.\Yes.\Karasuno Nekoma\Okay, one more point and we're even. response:	D-D-Do your best.
context: Don't rush things. Understood?\Yes.\Good.\Keep your connections solid.\Yes.\Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best. response:	Calm down. We'll stop this one.
context: Yes.\Good.\Keep your connections solid.\Yes.\Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one. response:	Yes.
context: Good.\Keep your connections solid.\Yes.\Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one.\Yes. response:	Just when we thought we were out of danger,
context: Keep your connections solid.\Yes.\Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger, response:	Karasuno Nekoma
context: Yes.\Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger,\Karasuno Nekoma response:	it's Nekoma's match point.
context: Karasuno Nekoma\Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point. response:	One more point to go.
context: Okay, one more point and we're even.\D-D-Do your best.\Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point.\One more point to go. response:	Yeah.
context: D-D-Do your best.\Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point.\One more point to go.\Yeah. response:	Damn.
context: Calm down. We'll stop this one.\Yes.\Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point.\One more point to go.\Yeah.\Damn. response:	Does that guy ever get excited?
context: Yes.\Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point.\One more point to go.\Yeah.\Damn.\Does that guy ever get excited? response:	I guess he really is a mature cat, after all.
context: Just when we thought we were out of danger,\Karasuno Nekoma\it's Nekoma's match point.\One more point to go.\Yeah.\Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all. response:	Don't worry.
context: Karasuno Nekoma\it's Nekoma's match point.\One more point to go.\Yeah.\Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry. response:	Everyone is still fired up.
context: it's Nekoma's match point.\One more point to go.\Yeah.\Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up. response:	All right...
context: One more point to go.\Yeah.\Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up.\All right... response:	We'll even the score.
context: Yeah.\Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up.\All right...\We'll even the score. response:	You won't get past me.
context: Damn.\Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up.\All right...\We'll even the score.\You won't get past me. response:	Karasuno Nekoma
context: Does that guy ever get excited?\I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up.\All right...\We'll even the score.\You won't get past me.\Karasuno Nekoma response:	That 3 is vanguard now.
context: I guess he really is a mature cat, after all.\Don't worry.\Everyone is still fired up.\All right...\We'll even the score.\You won't get past me.\Karasuno Nekoma\That 3 is vanguard now. response:	We can fake out their blockers' cornerstore, the middle blocker.
context: Don't worry.\Everyone is still fired up.\All right...\We'll even the score.\You won't get past me.\Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker. response:	Tanaka, nice serve.
context: Everyone is still fired up.\All right...\We'll even the score.\You won't get past me.\Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve. response:	On top of that, Hinata is capable of thwarting him and scoring.
context: All right...\We'll even the score.\You won't get past me.\Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring. response:	And then there's Azumane, who is our most powerful attacker.
context: We'll even the score.\You won't get past me.\Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker. response:	Now that those two are vanguard,
context: You won't get past me.\Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard, response:	Karasuno has its best chance of turning the tables.
context: Karasuno Nekoma\That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables. response:	One more point and it's deuce.
context: That 3 is vanguard now.\We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce. response:	Yes. If we can reach a deuce,
context: We can fake out their blockers' cornerstore, the middle blocker.\Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce, response:	we'll have a chance to turn the tables on them.
context: Tanaka, nice serve.\On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them. response:	This is the moment of truth!
context: On top of that, Hinata is capable of thwarting him and scoring.\And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth! response:	Nice receive.
context: And then there's Azumane, who is our most powerful attacker.\Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive. response:	Hinata's quick is too uncertain right now.
context: Now that those two are vanguard,\Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now. response:	Go.
context: Karasuno has its best chance of turning the tables.\One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now.\Go. response:	He saved it.
context: One more point and it's deuce.\Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now.\Go.\He saved it. response:	But...
context: Yes. If we can reach a deuce,\we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now.\Go.\He saved it.\But... response:	It's coming back. It's our chance ball.
context: we'll have a chance to turn the tables on them.\This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now.\Go.\He saved it.\But...\It's coming back. It's our chance ball. response:	Damn it. I'm sorry.
context: This is the moment of truth!\Nice receive.\Hinata's quick is too uncertain right now.\Go.\He saved it.\But...\It's coming back. It's our chance ball.\Damn it. I'm sorry. response:	Azumane, direct spike!
context: Nice receive.\Hinata's quick is too uncertain right now.\Go.\He saved it.\But...\It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike! response:	Crap.
context: Hinata's quick is too uncertain right now.\Go.\He saved it.\But...\It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike!\Crap. response:	Slam it, Asahi!
context: Go.\He saved it.\But...\It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike!\Crap.\Slam it, Asahi! response:	Saved again!
context: He saved it.\But...\It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike!\Crap.\Slam it, Asahi!\Saved again! response:	Their chance ball again.
context: But...\It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike!\Crap.\Slam it, Asahi!\Saved again!\Their chance ball again. response:	That's how it is.
context: It's coming back. It's our chance ball.\Damn it. I'm sorry.\Azumane, direct spike!\Crap.\Slam it, Asahi!\Saved again!\Their chance ball again.\That's how it is. response:	Huh?
context: Damn it. I'm sorry.\Azumane, direct spike!\Crap.\Slam it, Asahi!\Saved again!\Their chance ball again.\That's how it is.\Huh? response:	Even if we lose our bearings, and we can't get in a position to attack...
context: Azumane, direct spike!\Crap.\Slam it, Asahi!\Saved again!\Their chance ball again.\That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack... response:	As long as the ball is still in play, we haven't lost.
context: Crap.\Slam it, Asahi!\Saved again!\Their chance ball again.\That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost. response:	Chance ball!
context: Slam it, Asahi!\Saved again!\Their chance ball again.\That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball! response:	Hinata's aura...
context: Saved again!\Their chance ball again.\That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura... response:	It's what I felt the first time I first played against him.
context: Their chance ball again.\That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him. response:	His overwhelming presence at the most crucial moment...
context: That's how it is.\Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment... response:	As if he's saying, I'm here. Give me the ball.
context: Huh?\Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball. response:	He's calling me!
context: Even if we lose our bearings, and we can't get in a position to attack...\As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me! response:	We did it!
context: As long as the ball is still in play, we haven't lost.\Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it! response:	The team with strong spikes doesn't win...
context: Chance ball!\Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it!\The team with strong spikes doesn't win... response:	The team that drops the ball loses.
context: Hinata's aura...\It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses. response:	And...
context: It's what I felt the first time I first played against him.\His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses.\And... response:	Karasuno Nekoma
context: His overwhelming presence at the most crucial moment...\As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses.\And...\Karasuno Nekoma response:	All right.
context: As if he's saying, I'm here. Give me the ball.\He's calling me!\We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses.\And...\Karasuno Nekoma\All right. response:	We didn't make many mistakes.
context: He's calling me!\We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses.\And...\Karasuno Nekoma\All right.\We didn't make many mistakes. response:	Our best weapons were working as they should.
context: We did it!\The team with strong spikes doesn't win...\The team that drops the ball loses.\And...\Karasuno Nekoma\All right.\We didn't make many mistakes.\Our best weapons were working as they should. response:	Yet, we still couldn't win.
context: The team with strong spikes doesn't win...\The team that drops the ball loses.\And...\Karasuno Nekoma\All right.\We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win. response:	Kenma, nice.
context: The team that drops the ball loses.\And...\Karasuno Nekoma\All right.\We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice. response:	They're a real team, not a group of individuals.
context: And...\Karasuno Nekoma\All right.\We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals. response:	They totally defeated us.
context: Karasuno Nekoma\All right.\We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us. response:	Once more.
context: All right.\We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us.\Once more. response:	Once more.
context: We didn't make many mistakes.\Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us.\Once more.\Once more. response:	Let's do it.
context: Our best weapons were working as they should.\Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us.\Once more.\Once more.\Let's do it. response:	Yeah, I'd like that.
context: Yet, we still couldn't win.\Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us.\Once more.\Once more.\Let's do it.\Yeah, I'd like that. response:	That's what a practice match is for, so we can do it once more.
context: Kenma, nice.\They're a real team, not a group of individuals.\They totally defeated us.\Once more.\Once more.\Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more. response:	Nice course.
context: They're a real team, not a group of individuals.\They totally defeated us.\Once more.\Once more.\Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course. response:	Nice serve.
context: They totally defeated us.\Once more.\Once more.\Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve. response:	One more.
context: Once more.\Once more.\Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve.\One more. response:	May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma
context: Once more.\Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma response:	We've been defeated fair and square.
context: Let's do it.\Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square. response:	Everybody's...
context: Yeah, I'd like that.\That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's... response:	Once more.
context: That's what a practice match is for, so we can do it once more.\Nice course.\Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's...\Once more. response:	Hey! You've been moving around like crazy.
