context: Rei Kiriyama response:	Zero? What a weird name.
context: Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything. response:	Just take your time.
context: Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time. response:	But you should eat a little.
context: Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little. response:	Okay.
context: Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little.\Okay. response:	Hey!
context: - Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little.\Okay.\Hey! response:	What, the boy's sleeping already?
context: I'll bring medicine, too!\Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little.\Okay.\Hey!\What, the boy's sleeping already? response:	Talk about rude. Ate and nodded off, did he?
context: Um... Sorry.\That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little.\Okay.\Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he? response:	He laid down after he finished eating, as if he passed out.
context: That's all right. You don't have to eat everything.\Just take your time.\But you should eat a little.\Okay.\Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out. response:	How'd his match go?
context: Just take your time.\But you should eat a little.\Okay.\Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go? response:	He won, apparently.
context: But you should eat a little.\Okay.\Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently. response:	But he was pale when he got here.
context: Okay.\Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently.\But he was pale when he got here. response:	And he only ate a little bit.
context: Hey!\What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently.\But he was pale when he got here.\And he only ate a little bit. response:	Yeah, can't blame him.
context: What, the boy's sleeping already?\Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently.\But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him. response:	I bet he couldn't get any sleep last night either.
context: Talk about rude. Ate and nodded off, did he?\He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently.\But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either. response:	Well, let him rest here for the night.
context: He laid down after he finished eating, as if he passed out.\How'd his match go?\He won, apparently.\But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night. response:	I'll go back to the shop and sleep there.
context: How'd his match go?\He won, apparently.\But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there. response:	Tomorrow's bean roasting day.
context: He won, apparently.\But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day. response:	Don't forget to lock up.
context: But he was pale when he got here.\And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up. response:	Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.
context: And he only ate a little bit.\Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow. response:	Yeah, please do! Alright, good night.
context: Yeah, can't blame him.\I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night. response:	I brought you a blanket.
context: I bet he couldn't get any sleep last night either.\Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket. response:	He left his glasses on.
context: Well, let him rest here for the night.\I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on. response:	Goodnight.
context: I'll go back to the shop and sleep there.\Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on.\Goodnight. response:	Rei Kiriyama.
context: Tomorrow's bean roasting day.\Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on.\Goodnight.\Rei Kiriyama. response:	That's my name.
context: Don't forget to lock up.\Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on.\Goodnight.\Rei Kiriyama.\That's my name. response:	In a small town by a big river
context: Right. Goodnight, Grandpa. We'll help you stuff the pancakes tomorrow.\Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on.\Goodnight.\Rei Kiriyama.\That's my name.\In a small town by a big river response:	is where I'll be living.
context: Yeah, please do! Alright, good night.\I brought you a blanket.\He left his glasses on.\Goodnight.\Rei Kiriyama.\That's my name.\In a small town by a big river\is where I'll be living. response:	Rank C-1, 5th dan. Seventeen years old.
context: I brought you a blanket.\He left his glasses on.\Goodnight.\Rei Kiriyama.\That's my name.\In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old. response:	Profession: pro shogi player.
context: He left his glasses on.\Goodnight.\Rei Kiriyama.\That's my name.\In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player. response:	Rei Kiriyama
context: Goodnight.\Rei Kiriyama.\That's my name.\In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama response:	The Town Along the River
context: Rei Kiriyama.\That's my name.\In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama\The Town Along the River response:	STARE
context: That's my name.\In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama\The Town Along the River\STARE response:	O-Owl?
context: In a small town by a big river\is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama\The Town Along the River\STARE\O-Owl? response:	STARE
context: is where I'll be living.\Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama\The Town Along the River\STARE\O-Owl?\STARE response:	No, it can't be, right?
context: Rank C-1, 5th dan. Seventeen years old.\Profession: pro shogi player.\Rei Kiriyama\The Town Along the River\STARE\O-Owl?\STARE\No, it can't be, right? response:	A magnificent white owl wouldn't just show up at somebody's house.
context: Profession: pro shogi player.\Rei Kiriyama\The Town Along the River\STARE\O-Owl?\STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house. response:	And plus it's standing on the tatami mat floor...
context: Rei Kiriyama\The Town Along the River\STARE\O-Owl?\STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor... response:	You're a cat, aren't you? I think...
context: The Town Along the River\STARE\O-Owl?\STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think... response:	Oh, no! I'm gonna be late!
context: STARE\O-Owl?\STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late! response:	Good morning, Rei!
context: O-Owl?\STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei! response:	G-Good morning!
context: STARE\No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning! response:	ZOOM
context: No, it can't be, right?\A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning!\ZOOM response:	- Here! - Ah, yes!
context: A magnificent white owl wouldn't just show up at somebody's house.\And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning!\ZOOM\- Here! - Ah, yes! response:	BED HEAD
context: And plus it's standing on the tatami mat floor...\You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning!\ZOOM\- Here! - Ah, yes!\BED HEAD response:	Please stir it!
context: You're a cat, aren't you? I think...\Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning!\ZOOM\- Here! - Ah, yes!\BED HEAD\Please stir it! response:	- E-Eggs too, please! - Y-Yes!
context: Oh, no! I'm gonna be late!\Good morning, Rei!\G-Good morning!\ZOOM\- Here! - Ah, yes!\BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes! response:	BLUNT
context: Good morning, Rei!\G-Good morning!\ZOOM\- Here! - Ah, yes!\BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT response:	Well, I woke you up like I said I would. Let's go, Momo.
context: G-Good morning!\ZOOM\- Here! - Ah, yes!\BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo. response:	- I'm getting up now, don't worry. - See you later!
context: ZOOM\- Here! - Ah, yes!\BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later! response:	Even though Sis woke me up...
context: - Here! - Ah, yes!\BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up... response:	I'm gonna be late! But this is delicious!
context: BED HEAD\Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious! response:	Oh no, I don't have time. But one more bowl!
context: Please stir it!\- E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl! response:	What? You're gonna have more?
context: - E-Eggs too, please! - Y-Yes!\BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more? response:	Rei, take this!
context: BLUNT\Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this! response:	Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!
context: Well, I woke you up like I said I would. Let's go, Momo.\- I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay! response:	Th-Thank you!
context: - I'm getting up now, don't worry. - See you later!\Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you! response:	And this is a strange side dish as a whole, but it's good!
context: Even though Sis woke me up...\I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good! response:	BA-BAAAM
context: I'm gonna be late! But this is delicious!\Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM response:	GRASP
context: Oh no, I don't have time. But one more bowl!\What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP response:	Th-Thank you!
context: What? You're gonna have more?\Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP\Th-Thank you! response:	I have morning practice, so I have to go! Take your time!
context: Rei, take this!\Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time! response:	Ehhh?!
context: Your lunch! It's a little big, but I pressed it together tightly, so it should be okay!\Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?! response:	U-Um, what about the key?
context: Th-Thank you!\And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key? response:	Here! Please lock up when you leave! Thank you!
context: And this is a strange side dish as a whole, but it's good!\BA-BAAAM\GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you! response:	W-Wait a second, if I have your key, you won't be able to get in.
context: BA-BAAAM\GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in. response:	Don't worry, we'll find a way in somehow!
context: GRASP\Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow! response:	BAAAM
context: Th-Thank you!\I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM response:	GONG
context: I have morning practice, so I have to go! Take your time!\Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM\GONG response:	But, that's wrong.
context: Ehhh?!\U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM\GONG\But, that's wrong. response:	SILENCE
context: U-Um, what about the key?\Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM\GONG\But, that's wrong.\SILENCE response:	STARE
context: Here! Please lock up when you leave! Thank you!\W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM\GONG\But, that's wrong.\SILENCE\STARE response:	I guess I'll try going...
context: W-Wait a second, if I have your key, you won't be able to get in.\Don't worry, we'll find a way in somehow!\BAAAM\GONG\But, that's wrong.\SILENCE\STARE\I guess I'll try going... response:	Huh? What the heck, Kiriyama? That's a huge rice ball.
context: Don't worry, we'll find a way in somehow!\BAAAM\GONG\But, that's wrong.\SILENCE\STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball. response:	Or a soccer ball?
context: BAAAM\GONG\But, that's wrong.\SILENCE\STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball? response:	- Mr. Hayashida. - You're lucky to have rice.
context: GONG\But, that's wrong.\SILENCE\STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice. response:	I'm broke until the end of the month, so this is all I can get.
context: But, that's wrong.\SILENCE\STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get. response:	So Kiriyama, do you guys get paid monthly for your matches?
context: SILENCE\STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches? response:	Or do you get paid right after each match?
context: STARE\I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match? response:	Monthly.
context: I guess I'll try going...\Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly. response:	They make bank deposits at the end of the month for all matches played.
context: Huh? What the heck, Kiriyama? That's a huge rice ball.\Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played. response:	I've been following you online.
context: Or a soccer ball?\- Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online. response:	You've been on a winning streak, so you must have a lot of matches.
context: - Mr. Hayashida. - You're lucky to have rice.\I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches. response:	Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...
context: I'm broke until the end of the month, so this is all I can get.\So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament... response:	One, two, three...
context: So Kiriyama, do you guys get paid monthly for your matches?\Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three... response:	Hey, Kiriyama. I don't want to think about it, but...
context: Or do you get paid right after each match?\Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but... response:	Dammit!
context: Monthly.\They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit! response:	CHOMPALICIOUS
context: They make bank deposits at the end of the month for all matches played.\I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS response:	Dammit!
context: I've been following you online.\You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS\Dammit! response:	I'm not going to eat lunch with you anymore!
context: You've been on a winning streak, so you must have a lot of matches.\Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore! response:	What?! Actually, I never asked you to...
context: Let's see, the Kiryuu Tournament, the Jeweled General Tournament, the Rookie Tournament...\One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to... response:	If you don't like it, hurry up and make friends here at school!
context: One, two, three...\Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school! response:	I'm an adult, so I'm really busy!
context: Hey, Kiriyama. I don't want to think about it, but...\Dammit!\CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy! response:	Even though he became a professional during middle school and considered a genius,
context: Dammit!\CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius, response:	here, he's just a 17-year-old with issues like anyone else.
context: CHOMPALICIOUS\Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else. response:	I wonder what he's thinking about.
context: Dammit!\I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about. response:	MIKAZUKI-DOU
context: I'm not going to eat lunch with you anymore!\What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU response:	Was the rice ball good?
context: What?! Actually, I never asked you to...\If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good? response:	Perfect timing. Can you help us with something?
context: If you don't like it, hurry up and make friends here at school!\I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something? response:	I'll tie the ribbons on, so could you put six in a box, and stack them?
context: I'm an adult, so I'm really busy!\Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them? response:	Ah, sure.
context: Even though he became a professional during middle school and considered a genius,\here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure. response:	That'd be a great help. Go ahead and wash your hands first.
context: here, he's just a 17-year-old with issues like anyone else.\I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first. response:	EGG/ CHUNKY
context: I wonder what he's thinking about.\MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY response:	Three each of egg bean paste and chunky bean paste.
context: MIKAZUKI-DOU\Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste. response:	Got it.
context: Was the rice ball good?\Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it. response:	CELEBRATION
context: Perfect timing. Can you help us with something?\I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION response:	Cute wrapping paper, isn't it?
context: I'll tie the ribbons on, so could you put six in a box, and stack them?\Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION\Cute wrapping paper, isn't it? response:	It's not printed, right? It looks expensive.
context: Ah, sure.\That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive. response:	Actually, Hina made it. Surprising, huh?
context: That'd be a great help. Go ahead and wash your hands first.\EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh? response:	It's potato print.
context: EGG/ CHUNKY\Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print. response:	I carved up sweet potatoes and stamped them on. Cute, huh?
context: Three each of egg bean paste and chunky bean paste.\Got it.\CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh? response:	They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.
