context: And so... response:	Can anyone tell me what AD means?
context: Answering the question What is the resulting amperage when applying 3.0V to a conductor with 20Q resistance? with...\I want to be a train company director! is just...\Are you that worried?\No, that's not it...\Calm down.\It's okay.\Um...\I'm Otonashi. response:	Otonashi - kun.
context: I want to be a train company director! is just...\Are you that worried?\No, that's not it...\Calm down.\It's okay.\Um...\I'm Otonashi.\Otonashi - kun. response:	I don't know your name either...
context: Are you that worried?\No, that's not it...\Calm down.\It's okay.\Um...\I'm Otonashi.\Otonashi - kun.\I don't know your name either... response:	Me?
context: No, that's not it...\Calm down.\It's okay.\Um...\I'm Otonashi.\Otonashi - kun.\I don't know your name either...\Me? response:	Tachibana.
context: Calm down.\It's okay.\Um...\I'm Otonashi.\Otonashi - kun.\I don't know your name either...\Me?\Tachibana. response:	And your given name?
context: It's okay.\Um...\I'm Otonashi.\Otonashi - kun.\I don't know your name either...\Me?\Tachibana.\And your given name? response:	Given?
context: Um...\I'm Otonashi.\Otonashi - kun.\I don't know your name either...\Me?\Tachibana.\And your given name?\Given? response:	Kanade.
context: I'm Otonashi.\Otonashi - kun.\I don't know your name either...\Me?\Tachibana.\And your given name?\Given?\Kanade. response:	Tachibana Kanade...
context: Otonashi - kun.\I don't know your name either...\Me?\Tachibana.\And your given name?\Given?\Kanade.\Tachibana Kanade... response:	What a beautiful name...
context: I don't know your name either...\Me?\Tachibana.\And your given name?\Given?\Kanade.\Tachibana Kanade...\What a beautiful name... response:	Like her name, playing music seems to suit her.
context: Me?\Tachibana.\And your given name?\Given?\Kanade.\Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her. response:	Note: Kanade = playing music
context: Tachibana.\And your given name?\Given?\Kanade.\Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music response:	Thank you, I feel better now thanks to you.
context: And your given name?\Given?\Kanade.\Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you. response:	Do your best, then.
context: Given?\Kanade.\Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then. response:	It's Tachibana Kanade.
context: Kanade.\Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade. response:	Oh yeah, that's what it was.
context: Tachibana Kanade...\What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was. response:	So you did know!
context: What a beautiful name...\Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know! response:	I just forgot.
context: Like her name, playing music seems to suit her.\Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know!\I just forgot. response:	The test is starting. Sit down.
context: Note: Kanade = playing music\Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know!\I just forgot.\The test is starting. Sit down. response:	That's weird...
context: Thank you, I feel better now thanks to you.\Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know!\I just forgot.\The test is starting. Sit down.\That's weird... response:	How am I answering these so easily even though I lost my memories?
context: Do your best, then.\It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know!\I just forgot.\The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories? response:	Don't take the test seriously.
context: It's Tachibana Kanade.\Oh yeah, that's what it was.\So you did know!\I just forgot.\The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously. response:	It might be a factor in how people disappear.
context: Oh yeah, that's what it was.\So you did know!\I just forgot.\The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear. response:	Whoops.
context: So you did know!\I just forgot.\The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear.\Whoops. response:	I can't answer seriously.
context: I just forgot.\The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear.\Whoops.\I can't answer seriously. response:	Alright, pass your tests forward.
context: The test is starting. Sit down.\That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear.\Whoops.\I can't answer seriously.\Alright, pass your tests forward. response:	What the hell is that?!
context: That's weird...\How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear.\Whoops.\I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?! response:	Huge two - legged bamboo shoots are walking across the field!
context: How am I answering these so easily even though I lost my memories?\Don't take the test seriously.\It might be a factor in how people disappear.\Whoops.\I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field! response:	Hinata, you moron...
context: Don't take the test seriously.\It might be a factor in how people disappear.\Whoops.\I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron... response:	Geez, no choice.
context: It might be a factor in how people disappear.\Whoops.\I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice. response:	I put a propulsion engine under your seat just in case you messed up.
context: Whoops.\I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up. response:	How did you like the feeling of being an astronaut?
context: I can't answer seriously.\Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut? response:	I just got driven into the ceiling then dropped!
context: Alright, pass your tests forward.\What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped! response:	And how did you make a propulsion engine in the first place?!
context: What the hell is that?!\Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?! response:	You should be thankful I helped you out.
context: Huge two - legged bamboo shoots are walking across the field!\Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out. response:	Operation successful, right Takeyama - kun?
context: Hinata, you moron...\Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun? response:	There were no mistakes.
context: Geez, no choice.\I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes. response:	And call me Christ
context: I put a propulsion engine under your seat just in case you messed up.\How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ response:	Next is Takamatsu - kun then.
context: How did you like the feeling of being an astronaut?\I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ\Next is Takamatsu - kun then. response:	What exactly am I...
context: I just got driven into the ceiling then dropped!\And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ\Next is Takamatsu - kun then.\What exactly am I... response:	You'll be drawing everyone's attention.
context: And how did you make a propulsion engine in the first place?!\You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ\Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention. response:	Isn't that Hinata - san's role?
context: You should be thankful I helped you out.\Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ\Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role? response:	Don't you know the story of the Boy Who Cried Wolf?
context: Operation successful, right Takeyama - kun?\There were no mistakes.\And call me Christ\Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf? response:	Repeated lies makes people lose trust in you?
context: There were no mistakes.\And call me Christ\Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you? response:	Exactly.
context: And call me Christ\Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly. response:	Don't tell me that's why you included so many
context: Next is Takamatsu - kun then.\What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many response:	I wonder.
context: What exactly am I...\You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many\I wonder. response:	Please excuse
context: You'll be drawing everyone's attention.\Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many\I wonder.\Please excuse response:	You're doing it.
context: Isn't that Hinata - san's role?\Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many\I wonder.\Please excuse\You're doing it. response:	Just give it up and fly.
context: Don't you know the story of the Boy Who Cried Wolf?\Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many\I wonder.\Please excuse\You're doing it.\Just give it up and fly. response:	And then get driven into the ceiling.
context: Repeated lies makes people lose trust in you?\Exactly.\Don't tell me that's why you included so many\I wonder.\Please excuse\You're doing it.\Just give it up and fly.\And then get driven into the ceiling. response:	I have to think of something that'll successfully draw everyone's attention!
context: Exactly.\Don't tell me that's why you included so many\I wonder.\Please excuse\You're doing it.\Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention! response:	What kind of answers should I write next?
context: Don't tell me that's why you included so many\I wonder.\Please excuse\You're doing it.\Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next? response:	Man, you have it easy.
context: I wonder.\Please excuse\You're doing it.\Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy. response:	You just need to be sneaky.
context: Please excuse\You're doing it.\Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky. response:	You're not flying like us.
context: You're doing it.\Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky.\You're not flying like us. response:	What are you talking about?
context: Just give it up and fly.\And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky.\You're not flying like us.\What are you talking about? response:	I'm carrying out an extremely risky part of the mission!
context: And then get driven into the ceiling.\I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky.\You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission! response:	Then swap with me.
context: I have to think of something that'll successfully draw everyone's attention!\What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky.\You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me. response:	No!
context: What kind of answers should I write next?\Man, you have it easy.\You just need to be sneaky.\You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me.\No! response:	See, your part is better!
context: Man, you have it easy.\You just need to be sneaky.\You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me.\No!\See, your part is better! response:	Aren't you the lucky one!
context: You just need to be sneaky.\You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me.\No!\See, your part is better!\Aren't you the lucky one! response:	This is a job that requires the kind of cunning that only I have!
context: You're not flying like us.\What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me.\No!\See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have! response:	Aren't you lucky you don't need to use your brains to fly!
context: What are you talking about?\I'm carrying out an extremely risky part of the mission!\Then swap with me.\No!\See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly! response:	What? You calling me stupid?
context: I'm carrying out an extremely risky part of the mission!\Then swap with me.\No!\See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid? response:	Shut up!
context: Then swap with me.\No!\See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up! response:	Stop fighting!
context: No!\See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up!\Stop fighting! response:	Crap.
context: See, your part is better!\Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up!\Stop fighting!\Crap. response:	Sorry!
context: Aren't you the lucky one!\This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up!\Stop fighting!\Crap.\Sorry! response:	We were arguing about the answers!
context: This is a job that requires the kind of cunning that only I have!\Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up!\Stop fighting!\Crap.\Sorry!\We were arguing about the answers! response:	We just figured it out!
context: Aren't you lucky you don't need to use your brains to fly!\What? You calling me stupid?\Shut up!\Stop fighting!\Crap.\Sorry!\We were arguing about the answers!\We just figured it out! response:	Hinata got a zero!
context: What? You calling me stupid?\Shut up!\Stop fighting!\Crap.\Sorry!\We were arguing about the answers!\We just figured it out!\Hinata got a zero! response:	Everything's okay!
context: Shut up!\Stop fighting!\Crap.\Sorry!\We were arguing about the answers!\We just figured it out!\Hinata got a zero!\Everything's okay! response:	No problems at all!
context: Stop fighting!\Crap.\Sorry!\We were arguing about the answers!\We just figured it out!\Hinata got a zero!\Everything's okay!\No problems at all! response:	Sorry we were loud!
context: Crap.\Sorry!\We were arguing about the answers!\We just figured it out!\Hinata got a zero!\Everything's okay!\No problems at all!\Sorry we were loud! response:	It's all okay now!
context: Sorry!\We were arguing about the answers!\We just figured it out!\Hinata got a zero!\Everything's okay!\No problems at all!\Sorry we were loud!\It's all okay now! response:	I see.
context: We were arguing about the answers!\We just figured it out!\Hinata got a zero!\Everything's okay!\No problems at all!\Sorry we were loud!\It's all okay now!\I see. response:	Idiot.
context: We just figured it out!\Hinata got a zero!\Everything's okay!\No problems at all!\Sorry we were loud!\It's all okay now!\I see.\Idiot. response:	Who's the idiot!?
context: Hinata got a zero!\Everything's okay!\No problems at all!\Sorry we were loud!\It's all okay now!\I see.\Idiot.\Who's the idiot!? response:	So, what kind of answers should I write next?
context: Everything's okay!\No problems at all!\Sorry we were loud!\It's all okay now!\I see.\Idiot.\Who's the idiot!?\So, what kind of answers should I write next? response:	What's the subject again?
context: No problems at all!\Sorry we were loud!\It's all okay now!\I see.\Idiot.\Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again? response:	World history.
context: Sorry we were loud!\It's all okay now!\I see.\Idiot.\Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again?\World history. response:	Then answer like aliens have taken over the Earth.
context: It's all okay now!\I see.\Idiot.\Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again?\World history.\Then answer like aliens have taken over the Earth. response:	Alright, pass your tests forward.
context: I see.\Idiot.\Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again?\World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward. response:	I have to do it.
context: Idiot.\Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again?\World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it. response:	What's wrong?
context: Who's the idiot!?\So, what kind of answers should I write next?\What's the subject again?\World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it.\What's wrong? response:	Sensei, the truth is...
context: So, what kind of answers should I write next?\What's the subject again?\World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it.\What's wrong?\Sensei, the truth is... response:	I actually look thinner wearing clothes!
context: What's the subject again?\World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it.\What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes! response:	What do you think?
context: World history.\Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it.\What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think? response:	I see that. Sit down.
context: Then answer like aliens have taken over the Earth.\Alright, pass your tests forward.\I have to do it.\What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think?\I see that. Sit down. response:	Okay.
context: Alright, pass your tests forward.\I have to do it.\What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think?\I see that. Sit down.\Okay. response:	Seriously, the best you could come up with was something that weak?
context: I have to do it.\What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think?\I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak? response:	I was confident it would pass...
context: What's wrong?\Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think?\I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass... response:	I thought it would be surprising...
context: Sensei, the truth is...\I actually look thinner wearing clothes!\What do you think?\I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising... response:	that no one would see it coming...
context: I actually look thinner wearing clothes!\What do you think?\I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising...\that no one would see it coming... response:	I train in secret...
context: What do you think?\I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising...\that no one would see it coming...\I train in secret... response:	Yes yes, put on some clothes.
context: I see that. Sit down.\Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising...\that no one would see it coming...\I train in secret...\Yes yes, put on some clothes. response:	It went perfectly this time too, right Takeyama - kun?
context: Okay.\Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising...\that no one would see it coming...\I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun? response:	There were no mistakes.
context: Seriously, the best you could come up with was something that weak?\I was confident it would pass...\I thought it would be surprising...\that no one would see it coming...\I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes. response:	Now will you please call
context: I was confident it would pass...\I thought it would be surprising...\that no one would see it coming...\I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call response:	You're up next, Oyama - kun.
context: I thought it would be surprising...\that no one would see it coming...\I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call\You're up next, Oyama - kun. response:	So I really do have to do it!
context: that no one would see it coming...\I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call\You're up next, Oyama - kun.\So I really do have to do it! response:	I can't come up with anything!
context: I train in secret...\Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call\You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything! response:	Your seat is a bit behind and to the left of hers, right?
context: Yes yes, put on some clothes.\It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call\You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right? response:	Oh, you're right...
context: It went perfectly this time too, right Takeyama - kun?\There were no mistakes.\Now will you please call\You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right... response:	Then I don't have to do anything crazy?
context: There were no mistakes.\Now will you please call\You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy? response:	Yep, you just need to confess to Angel.
context: Now will you please call\You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel. response:	Wait, what?
context: You're up next, Oyama - kun.\So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what? response:	Confess to Angel.
context: So I really do have to do it!\I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel. response:	I'm sorry I didn't pick a better place or time!
context: I can't come up with anything!\Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time! response:	I've always liked you!
context: Your seat is a bit behind and to the left of hers, right?\Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you! response:	Please go out with me!
context: Oh, you're right...\Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me! response:	If you do it exactly like that, you won't have to fly.
context: Then I don't have to do anything crazy?\Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly. response:	What, he just has to confess?
context: Yep, you just need to confess to Angel.\Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess? response:	That's not fair.
context: Wait, what?\Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair. response:	No way! Try being in my shoes!
context: Confess to Angel.\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair.\No way! Try being in my shoes! response:	You just got away with physical damage,
context: I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair.\No way! Try being in my shoes!\You just got away with physical damage, response:	but I'm going to take critical mental damage!
context: I've always liked you!\Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair.\No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage! response:	This will be my first time confessing to a girl!
context: Please go out with me!\If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair.\No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl! response:	And I know I'm going to get rejected too!
context: If you do it exactly like that, you won't have to fly.\What, he just has to confess?\That's not fair.\No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too! response:	How innocent. It's perfect for practice.
context: What, he just has to confess?\That's not fair.\No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice. response:	Unlike you, I don't practice!
context: That's not fair.\No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice! response:	I only fall in love seriously!
context: No way! Try being in my shoes!\You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously! response:	What? Are you saying my love is a dirty lie?
context: You just got away with physical damage,\but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie? response:	Shut up!
context: but I'm going to take critical mental damage!\This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up! response:	Stop fighting!
context: This will be my first time confessing to a girl!\And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting! response:	Sorry!
context: And I know I'm going to get rejected too!\How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting!\Sorry! response:	Yuri's just a bit cranky right now.
context: How innocent. It's perfect for practice.\Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting!\Sorry!\Yuri's just a bit cranky right now. response:	Last night she dreamed about Hinata, and he was like,
context: Unlike you, I don't practice!\I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting!\Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like, response:	Don't think that the me tomorrow will be the same as the me today.
context: I only fall in love seriously!\What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting!\Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today. response:	You'd better be careful.
context: What? Are you saying my love is a dirty lie?\Shut up!\Stop fighting!\Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful. response:	or something like that.
context: Shut up!\Stop fighting!\Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that. response:	And then Yuri said that it turned out to be true!
