context: We've come to this island to execute a certain mission. response:	Y-Yes... It is to capture the legendary Black Wizard, Zeref.
context: Now, Evergreen!\I'm pretty sure...\What's this?\I can't move!\Don't look into her eyes!\We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick! response:	The wars won't end.
context: I'm pretty sure...\What's this?\I can't move!\Don't look into her eyes!\We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end. response:	Nothing changes.
context: What's this?\I can't move!\Don't look into her eyes!\We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end.\Nothing changes. response:	Can people... Can society continue on living without persisting in this endless war?
context: I can't move!\Don't look into her eyes!\We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war? response:	The pulse of battle on the island, growing stronger...
context: Don't look into her eyes!\We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger... response:	Why can't it be stopped?
context: We're... turning to stone...\That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped? response:	Why?
context: That worked well, but that kind of dirty trick isn't a very Manly way to fight.\Don't call it a dirty trick!\The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why? response:	I see now I was right in having high hopes for you.
context: Don't call it a dirty trick!\The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why?\I see now I was right in having high hopes for you. response:	And you supported the guild well for 48 years.
context: The wars won't end.\Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years. response:	Are you not feeling well, Makarov?
context: Nothing changes.\Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov? response:	We have both aged, yes...
context: Can people... Can society continue on living without persisting in this endless war?\The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes... response:	The point of congruence between two people who walked different paths...
context: The pulse of battle on the island, growing stronger...\Why can't it be stopped?\Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths... response:	Is today the day in which the world's continuum is completed?
context: Why can't it be stopped?\Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed? response:	You were a fine master.
context: Why?\I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master. response:	You taught me peace.
context: I see now I was right in having high hopes for you.\And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace. response:	You led me down the right path.
context: And you supported the guild well for 48 years.\Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace.\You led me down the right path. response:	Whatever has happened to you?!
context: Are you not feeling well, Makarov?\We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace.\You led me down the right path.\Whatever has happened to you?! response:	Magic was once born from within darkness.
context: We have both aged, yes...\The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace.\You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness. response:	The power was suppressed. It was feared.
context: The point of congruence between two people who walked different paths...\Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace.\You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared. response:	Eventually it became a part of daily life,
context: Is today the day in which the world's continuum is completed?\You were a fine master.\You taught me peace.\You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life, response:	and the time came when it was considered a part of culture.
context: You were a fine master.\You taught me peace.\You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture. response:	But, in my search for the root of magic, as I came to Zeref, I saw it...
context: You taught me peace.\You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it... response:	That which is the essence of magic!
context: You led me down the right path.\Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic! response:	Sleep.
context: Whatever has happened to you?!\Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep. response:	Fairy Tail's story ends here.
context: Magic was once born from within darkness.\The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep.\Fairy Tail's story ends here. response:	It... isn't over.
context: The power was suppressed. It was feared.\Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep.\Fairy Tail's story ends here.\It... isn't over. response:	Hear me... my successor.
context: Eventually it became a part of daily life,\and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep.\Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor. response:	What is this disturbance in my heart?
context: and the time came when it was considered a part of culture.\But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep.\Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor.\What is this disturbance in my heart? response:	Over here, over here!
context: But, in my search for the root of magic, as I came to Zeref, I saw it...\That which is the essence of magic!\Sleep.\Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor.\What is this disturbance in my heart?\Over here, over here! response:	You damn cat!
context: That which is the essence of magic!\Sleep.\Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor.\What is this disturbance in my heart?\Over here, over here!\You damn cat! response:	Annoying little...
context: Sleep.\Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor.\What is this disturbance in my heart?\Over here, over here!\You damn cat!\Annoying little... response:	You're gonna get me...
context: Fairy Tail's story ends here.\It... isn't over.\Hear me... my successor.\What is this disturbance in my heart?\Over here, over here!\You damn cat!\Annoying little...\You're gonna get me... response:	Lily!
context: It... isn't over.\Hear me... my successor.\What is this disturbance in my heart?\Over here, over here!\You damn cat!\Annoying little...\You're gonna get me...\Lily! response:	Come on, don't overdo it!
context: Hear me... my successor.\What is this disturbance in my heart?\Over here, over here!\You damn cat!\Annoying little...\You're gonna get me...\Lily!\Come on, don't overdo it! response:	Damn it! I don't even have enough magic power to support my battle form!
context: What is this disturbance in my heart?\Over here, over here!\You damn cat!\Annoying little...\You're gonna get me...\Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form! response:	There's nothing we can do.
context: Over here, over here!\You damn cat!\Annoying little...\You're gonna get me...\Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do. response:	Wendy can't recover lost magic power.
context: You damn cat!\Annoying little...\You're gonna get me...\Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power. response:	So I have to wait for it to recover naturally?
context: Annoying little...\You're gonna get me...\Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally? response:	Even in such a desperate situation...
context: You're gonna get me...\Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation... response:	Mest-san's disappeared.
context: Lily!\Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared. response:	Just ignore that guy.
context: Come on, don't overdo it!\Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy. response:	Miss, you can't heal your own wounds?
context: Damn it! I don't even have enough magic power to support my battle form!\There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds? response:	Of course she can't.
context: There's nothing we can do.\Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't. response:	Oh, so that's how it is.
context: Wendy can't recover lost magic power.\So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is. response:	Everyone, hide!
context: So I have to wait for it to recover naturally?\Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is.\Everyone, hide! response:	B-But...
context: Even in such a desperate situation...\Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is.\Everyone, hide!\B-But... response:	Leave these guys to me and Natsu!
context: Mest-san's disappeared.\Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is.\Everyone, hide!\B-But...\Leave these guys to me and Natsu! response:	Understood.
context: Just ignore that guy.\Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is.\Everyone, hide!\B-But...\Leave these guys to me and Natsu!\Understood. response:	I hate to say this, but we're counting on you, Happy.
context: Miss, you can't heal your own wounds?\Of course she can't.\Oh, so that's how it is.\Everyone, hide!\B-But...\Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy. response:	Carla...
context: Of course she can't.\Oh, so that's how it is.\Everyone, hide!\B-But...\Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy.\Carla... response:	It pains me, but we'd just hold everyone back as we are now.
context: Oh, so that's how it is.\Everyone, hide!\B-But...\Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now. response:	I'm glad you understand!
context: Everyone, hide!\B-But...\Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand! response:	Everyone sit back and eat a fish, cause this'll be a piece of steak!
context: B-But...\Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak! response:	Steak can be pretty tough, you know.
context: Leave these guys to me and Natsu!\Understood.\I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know. response:	Please don't encourage him... It'll wear on you.
context: Understood.\I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you. response:	What, that all you got?
context: I hate to say this, but we're counting on you, Happy.\Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got? response:	Who's next?
context: Carla...\It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next? response:	I'm super pissed'cause some guy turned my precious scarf all black!
context: It pains me, but we'd just hold everyone back as we are now.\I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black! response:	I need to punch people more!
context: I'm glad you understand!\Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more! response:	What?
context: Everyone sit back and eat a fish, cause this'll be a piece of steak!\Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What? response:	Why are you takin' it out on us?
context: Steak can be pretty tough, you know.\Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What?\Why are you takin' it out on us? response:	What a cruel...
context: Please don't encourage him... It'll wear on you.\What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What?\Why are you takin' it out on us?\What a cruel... response:	Then why don't I turn the rest of you to black ashes?!
context: What, that all you got?\Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What?\Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?! response:	Fire Barret!
context: Who's next?\I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What?\Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret! response:	This is what I've been waiting for!
context: I'm super pissed'cause some guy turned my precious scarf all black!\I need to punch people more!\What?\Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for! response:	You did it!
context: I need to punch people more!\What?\Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for!\You did it! response:	Eat that, jerk!
context: What?\Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for!\You did it!\Eat that, jerk! response:	The Fire Barret is hot enough to melt stone.
context: Why are you takin' it out on us?\What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for!\You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone. response:	No matter what kind of Fire Wizard you are, it won't be so easy for you to...
context: What a cruel...\Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for!\You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to... response:	Wha?!
context: Then why don't I turn the rest of you to black ashes?!\Fire Barret!\This is what I've been waiting for!\You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?! response:	What is he?
context: Fire Barret!\This is what I've been waiting for!\You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he? response:	He's eating the fire!
context: This is what I've been waiting for!\You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he?\He's eating the fire! response:	I can't believe it!
context: You did it!\Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he?\He's eating the fire!\I can't believe it! response:	D-Don't tell me... He's the one I've heard about...
context: Eat that, jerk!\The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he?\He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about... response:	Now that I've eaten, I'm all revved up!
context: The Fire Barret is hot enough to melt stone.\No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he?\He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up! response:	Dragon Slayer... Natsu the Salamander!
context: No matter what kind of Fire Wizard you are, it won't be so easy for you to...\Wha?!\What is he?\He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander! response:	Wing Slash of the Fire Dragon!
context: Wha?!\What is he?\He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon! response:	He's crazy!
context: What is he?\He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy! response:	W-What'll we do?
context: He's eating the fire!\I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do? response:	Our magic power can't compete with this monster!
context: I can't believe it!\D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do?\Our magic power can't compete with this monster! response:	Who're you callin' a monster?
context: D-Don't tell me... He's the one I've heard about...\Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster? response:	That's enough.
context: Now that I've eaten, I'm all revved up!\Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough. response:	I'm tellin' you to quit it.
context: Dragon Slayer... Natsu the Salamander!\Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it. response:	Zancrow-sama!
context: Wing Slash of the Fire Dragon!\He's crazy!\W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it.\Zancrow-sama! response:	He ain't someone you guys can handle.
context: He's crazy!\W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle. response:	You all, go search for Zeref.
context: W-What'll we do?\Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref. response:	I can handle him myself, no problem!
context: Our magic power can't compete with this monster!\Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem! response:	Zeref?
context: Who're you callin' a monster?\That's enough.\I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem!\Zeref? response:	As we feared... Grimoire Heart is after...
context: That's enough.\I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after... response:	Things are getting really complicated.
context: I'm tellin' you to quit it.\Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated. response:	Then, Zancrow-sama, we'll just be...
context: Zancrow-sama!\He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be... response:	Thanks a bunch!
context: He ain't someone you guys can handle.\You all, go search for Zeref.\I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch! response:	That guy's crazy strong.
context: You all, go search for Zeref.\I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong. response:	He's that Salamander we've heard rumors about!
context: I can handle him myself, no problem!\Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about! response:	Hold it, you!
context: Zeref?\As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you! response:	You just said strong, didja?
context: As we feared... Grimoire Heart is after...\Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja? response:	Yeah?
context: Things are getting really complicated.\Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja?\Yeah? response:	Uh, um...
context: Then, Zancrow-sama, we'll just be...\Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja?\Yeah?\Uh, um... response:	Just a slip of the tongue...
context: Thanks a bunch!\That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja?\Yeah?\Uh, um...\Just a slip of the tongue... response:	Sorry...
context: That guy's crazy strong.\He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja?\Yeah?\Uh, um...\Just a slip of the tongue...\Sorry... response:	There ain't no guild stronger than Grimoire Heart in this world, got it?
context: He's that Salamander we've heard rumors about!\Hold it, you!\You just said strong, didja?\Yeah?\Uh, um...\Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it? response:	Flames?
context: Hold it, you!\You just said strong, didja?\Yeah?\Uh, um...\Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames? response:	Our guild is the strongest guild!
context: You just said strong, didja?\Yeah?\Uh, um...\Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild! response:	What is that?
context: Yeah?\Uh, um...\Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild!\What is that? response:	Black flames...
context: Uh, um...\Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild!\What is that?\Black flames... response:	Grimoire Heart doesn't need weaklings!
context: Just a slip of the tongue...\Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild!\What is that?\Black flames...\Grimoire Heart doesn't need weaklings! response:	What is he doing?
context: Sorry...\There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild!\What is that?\Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing? response:	Why, you...
context: There ain't no guild stronger than Grimoire Heart in this world, got it?\Flames?\Our guild is the strongest guild!\What is that?\Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you... response:	You... To your own comrades!
context: Flames?\Our guild is the strongest guild!\What is that?\Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you...\You... To your own comrades! response:	My comrades?
context: Our guild is the strongest guild!\What is that?\Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you...\You... To your own comrades!\My comrades? response:	I don't wanna hear some two-bit, weak litte guild lecture me!
context: What is that?\Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you...\You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me! response:	To hell with you!
context: Black flames...\Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you...\You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you! response:	Flames ain't gonna work on me!
context: Grimoire Heart doesn't need weaklings!\What is he doing?\Why, you...\You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me! response:	Natsu-san, don't!
context: What is he doing?\Why, you...\You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't! response:	I have a bad feeling about those flames!
context: Why, you...\You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames! response:	I can't eat them!
context: You... To your own comrades!\My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them! response:	What's with these flames?
context: My comrades?\I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them!\What's with these flames? response:	Get off your high horse, puny dragon hunter!
context: I don't wanna hear some two-bit, weak litte guild lecture me!\To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter! response:	Natsu!
context: To hell with you!\Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu! response:	It's flames that the Flame Dragon Slayer can't eat?!
context: Flames ain't gonna work on me!\Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?! response:	You gonna eat the flames of a god, even more powerful than a dragon's?
context: Natsu-san, don't!\I have a bad feeling about those flames!\I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's? response:	Blasphemy!
context: I have a bad feeling about those flames!\I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy! response:	Flames of a god?
