context: <National Astronomical Observatory of Japan> response:	<No Tresspassing>
context: Hello.\You sure look delicious!\Something smells...\Oh, pardon me.\I want to be good friends with you.\So, what's your name?\We just recently moved here.\I'm Lee Honshik. response:	A pleasure to meet you.
context: You sure look delicious!\Something smells...\Oh, pardon me.\I want to be good friends with you.\So, what's your name?\We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you. response:	These are my siblings.
context: Something smells...\Oh, pardon me.\I want to be good friends with you.\So, what's your name?\We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you.\These are my siblings. response:	Oh, siblings...
context: Oh, pardon me.\I want to be good friends with you.\So, what's your name?\We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you.\These are my siblings.\Oh, siblings... response:	See you later.
context: I want to be good friends with you.\So, what's your name?\We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you.\These are my siblings.\Oh, siblings...\See you later. response:	They certainly are multicultural...
context: So, what's your name?\We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you.\These are my siblings.\Oh, siblings...\See you later.\They certainly are multicultural... response:	Smile dammit.
context: We just recently moved here.\I'm Lee Honshik.\A pleasure to meet you.\These are my siblings.\Oh, siblings...\See you later.\They certainly are multicultural...\Smile dammit. response:	Smiling isn't in my programming.
context: I'm Lee Honshik.\A pleasure to meet you.\These are my siblings.\Oh, siblings...\See you later.\They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming. response:	Why are we doing this?
context: A pleasure to meet you.\These are my siblings.\Oh, siblings...\See you later.\They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming.\Why are we doing this? response:	To comply with our client's wishes.
context: These are my siblings.\Oh, siblings...\See you later.\They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes. response:	I will train you to be an agent.
context: Oh, siblings...\See you later.\They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent. response:	What do you mean by training?
context: See you later.\They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training? response:	Don't ever talk back to me.
context: They certainly are multicultural...\Smile dammit.\Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me. response:	That is, if you want to survive as a contractor.
context: Smile dammit.\Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor. response:	You're off by 18cm to the left.
context: Smiling isn't in my programming.\Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left. response:	Wind velocity: 3.
context: Why are we doing this?\To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3. response:	Distance: 1200.
context: To comply with our client's wishes.\I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200. response:	2mm to the right.
context: I will train you to be an agent.\What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200.\2mm to the right. response:	They'll notice you if you shoot when there is no noise coming from the construction site.
context: What do you mean by training?\Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site. response:	Use your brain a little.
context: Don't ever talk back to me.\That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little. response:	Change your target.
context: That is, if you want to survive as a contractor.\You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target. response:	Look through your scope.
context: You're off by 18cm to the left.\Wind velocity: 3.\Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target.\Look through your scope. response:	On the right.
context: Wind velocity: 3.\Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target.\Look through your scope.\On the right. response:	Further down.
context: Distance: 1200.\2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target.\Look through your scope.\On the right.\Further down. response:	It's a mobile target.
context: 2mm to the right.\They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target.\Look through your scope.\On the right.\Further down.\It's a mobile target. response:	A mobile target...
context: They'll notice you if you shoot when there is no noise coming from the construction site.\Use your brain a little.\Change your target.\Look through your scope.\On the right.\Further down.\It's a mobile target.\A mobile target... response:	I couldn't shoot that time.
context: Use your brain a little.\Change your target.\Look through your scope.\On the right.\Further down.\It's a mobile target.\A mobile target...\I couldn't shoot that time. response:	Distance: 300.
context: Change your target.\Look through your scope.\On the right.\Further down.\It's a mobile target.\A mobile target...\I couldn't shoot that time.\Distance: 300. response:	Wind blowing from southeast.
context: Look through your scope.\On the right.\Further down.\It's a mobile target.\A mobile target...\I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast. response:	Wind velocity: 5.
context: On the right.\Further down.\It's a mobile target.\A mobile target...\I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast.\Wind velocity: 5. response:	2mm to the right.
context: Further down.\It's a mobile target.\A mobile target...\I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast.\Wind velocity: 5.\2mm to the right. response:	Now I can...
context: It's a mobile target.\A mobile target...\I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast.\Wind velocity: 5.\2mm to the right.\Now I can... response:	My aim was misaligned.
context: A mobile target...\I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast.\Wind velocity: 5.\2mm to the right.\Now I can...\My aim was misaligned. response:	If you're a contractor, come up with a better lie.
context: I couldn't shoot that time.\Distance: 300.\Wind blowing from southeast.\Wind velocity: 5.\2mm to the right.\Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie. response:	I won't miss this time.
context: Distance: 300.\Wind blowing from southeast.\Wind velocity: 5.\2mm to the right.\Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time. response:	What a brave girl.
context: Wind blowing from southeast.\Wind velocity: 5.\2mm to the right.\Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl. response:	Can she kill someone who's just annoying?
context: Wind velocity: 5.\2mm to the right.\Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying? response:	No.
context: 2mm to the right.\Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying?\No. response:	I won't become someone like that.
context: Now I can...\My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying?\No.\I won't become someone like that. response:	But let me make this clear.
context: My aim was misaligned.\If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying?\No.\I won't become someone like that.\But let me make this clear. response:	I'm going to Tokyo.
context: If you're a contractor, come up with a better lie.\I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying?\No.\I won't become someone like that.\But let me make this clear.\I'm going to Tokyo. response:	And that's the only reason I'm following you.
context: I won't miss this time.\What a brave girl.\Can she kill someone who's just annoying?\No.\I won't become someone like that.\But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you. response:	If you do any
context: What a brave girl.\Can she kill someone who's just annoying?\No.\I won't become someone like that.\But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any response:	You just have to obey my orders.
context: Can she kill someone who's just annoying?\No.\I won't become someone like that.\But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any\You just have to obey my orders. response:	Despite being a contractor, she's still a child.
context: No.\I won't become someone like that.\But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child. response:	If you don't hold back, she'll die.
context: I won't become someone like that.\But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die. response:	Eat whatever you want.
context: But let me make this clear.\I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want. response:	I don't have any money.
context: I'm going to Tokyo.\And that's the only reason I'm following you.\If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money. response:	What about you?
context: And that's the only reason I'm following you.\If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money.\What about you? response:	He used to eat so much, but now he only drinks alcohol, eh?
context: If you do any\You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh? response:	Hey Nori-chan, let's dance.
context: You just have to obey my orders.\Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance. response:	Dance?
context: Despite being a contractor, she's still a child.\If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance? response:	Are you sure we're dancing?
context: If you don't hold back, she'll die.\Eat whatever you want.\I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing? response:	Listen up, boys!
context: Eat whatever you want.\I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing?\Listen up, boys! response:	You're not dancing because you want to! You're being made to dance!
context: I don't have any money.\What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance! response:	Nothing will happen if we just fool around here!
context: What about you?\He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here! response:	We should go and find something bright and shining!
context: He used to eat so much, but now he only drinks alcohol, eh?\Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining! response:	Something that will make us feel alive!
context: Hey Nori-chan, let's dance.\Dance?\Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive! response:	Here we go with Prof. Norio's sermon.
context: Dance?\Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon. response:	Hey, I'm serious.
context: Are you sure we're dancing?\Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious. response:	It's all cool, Norio-chan.
context: Listen up, boys!\You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan. response:	Will you listen to me?
context: You're not dancing because you want to! You're being made to dance!\Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me? response:	What? What?
context: Nothing will happen if we just fool around here!\We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me?\What? What? response:	It's a girl.
context: We should go and find something bright and shining!\Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me?\What? What?\It's a girl. response:	Oh, it's just a kid.
context: Something that will make us feel alive!\Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me?\What? What?\It's a girl.\Oh, it's just a kid. response:	You'd fuck anything that has a hole, eh?
context: Here we go with Prof. Norio's sermon.\Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me?\What? What?\It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh? response:	I won't deny that.
context: Hey, I'm serious.\It's all cool, Norio-chan.\Will you listen to me?\What? What?\It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that. response:	Eek! Pedophile!
context: It's all cool, Norio-chan.\Will you listen to me?\What? What?\It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile! response:	Creep!
context: Will you listen to me?\What? What?\It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile!\Creep! response:	I've found it!
context: What? What?\It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile!\Creep!\I've found it! response:	Something that makes me feel alive!
context: It's a girl.\Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile!\Creep!\I've found it!\Something that makes me feel alive! response:	That guy.
context: Oh, it's just a kid.\You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile!\Creep!\I've found it!\Something that makes me feel alive!\That guy. response:	You know him?
context: You'd fuck anything that has a hole, eh?\I won't deny that.\Eek! Pedophile!\Creep!\I've found it!\Something that makes me feel alive!\That guy.\You know him? response:	I guess there is no way...
context: I won't deny that.\Eek! Pedophile!\Creep!\I've found it!\Something that makes me feel alive!\That guy.\You know him?\I guess there is no way... response:	So I'm staying at a love hotel with a kid, huh?
context: Eek! Pedophile!\Creep!\I've found it!\Something that makes me feel alive!\That guy.\You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh? response:	Well, it's not a bad place to hide.
context: Creep!\I've found it!\Something that makes me feel alive!\That guy.\You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide. response:	Is that enough for you?
context: I've found it!\Something that makes me feel alive!\That guy.\You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you? response:	Who's he?
context: Something that makes me feel alive!\That guy.\You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you?\Who's he? response:	Who's the client?
context: That guy.\You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you?\Who's he?\Who's the client? response:	What's the training about?
context: You know him?\I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you?\Who's he?\Who's the client?\What's the training about? response:	He's a contractor, isn't he?
context: I guess there is no way...\So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you?\Who's he?\Who's the client?\What's the training about?\He's a contractor, isn't he? response:	Why is he doing this?
context: So I'm staying at a love hotel with a kid, huh?\Well, it's not a bad place to hide.\Is that enough for you?\Who's he?\Who's the client?\What's the training about?\He's a contractor, isn't he?\Why is he doing this? response:	So many questions.
context: Well, it's not a bad place to hide.\Is that enough for you?\Who's he?\Who's the client?\What's the training about?\He's a contractor, isn't he?\Why is he doing this?\So many questions. response:	Let me ask you a question then.
context: Is that enough for you?\Who's he?\Who's the client?\What's the training about?\He's a contractor, isn't he?\Why is he doing this?\So many questions.\Let me ask you a question then. response:	Why don't you run away?
context: Who's he?\Who's the client?\What's the training about?\He's a contractor, isn't he?\Why is he doing this?\So many questions.\Let me ask you a question then.\Why don't you run away? response:	I haven't been asked to keep track of you.
context: Who's the client?\What's the training about?\He's a contractor, isn't he?\Why is he doing this?\So many questions.\Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you. response:	I will, one day.
context: What's the training about?\He's a contractor, isn't he?\Why is he doing this?\So many questions.\Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you.\I will, one day. response:	It's just...
context: He's a contractor, isn't he?\Why is he doing this?\So many questions.\Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you.\I will, one day.\It's just... response:	I need money.
context: Why is he doing this?\So many questions.\Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you.\I will, one day.\It's just...\I need money. response:	I see.
context: So many questions.\Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you.\I will, one day.\It's just...\I need money.\I see. response:	So you're not eating to save money.
context: Let me ask you a question then.\Why don't you run away?\I haven't been asked to keep track of you.\I will, one day.\It's just...\I need money.\I see.\So you're not eating to save money. response:	That's a tear-jerker.
context: Why don't you run away?\I haven't been asked to keep track of you.\I will, one day.\It's just...\I need money.\I see.\So you're not eating to save money.\That's a tear-jerker. response:	How lucky.
context: I haven't been asked to keep track of you.\I will, one day.\It's just...\I need money.\I see.\So you're not eating to save money.\That's a tear-jerker.\How lucky. response:	This hotel went bankrupt ages ago, so everything is up for grabs.
context: I will, one day.\It's just...\I need money.\I see.\So you're not eating to save money.\That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs. response:	I can't say it's nutritious, but it'll make you full.
context: It's just...\I need money.\I see.\So you're not eating to save money.\That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full. response:	It's expired.
context: I need money.\I see.\So you're not eating to save money.\That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired. response:	Episode 4 The Wavering Ark on the Lake...
context: I see.\So you're not eating to save money.\That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake... response:	Eh?
context: So you're not eating to save money.\That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh? response:	The terrorist attack at Vladivostok?
context: That's a tear-jerker.\How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok? response:	Ah, that.
context: How lucky.\This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok?\Ah, that. response:	Yeah, I heard it looked like a massacre.
context: This hotel went bankrupt ages ago, so everything is up for grabs.\I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre. response:	There was a big mess with lots of casualties.
context: I can't say it's nutritious, but it'll make you full.\It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties. response:	I heard that several contractors were involved as well,
context: It's expired.\Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well, response:	but it's already been covered up.
context: Episode 4 The Wavering Ark on the Lake...\Eh?\The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up. response:	Looks like the Japanese organization, CIA, and MI6 were all outsmarted.
context: Eh?\The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted. response:	Who are the ones responsible?
context: The terrorist attack at Vladivostok?\Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible? response:	I don't know that yet.
context: Ah, that.\Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet. response:	This intel isn't worth the price I paid for it.
context: Yeah, I heard it looked like a massacre.\There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it. response:	If you want more information, you'd better ask Madame Oreille.
context: There was a big mess with lots of casualties.\I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille. response:	Madame Oreille?
context: I heard that several contractors were involved as well,\but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille? response:	She's a legendary informant.
context: but it's already been covered up.\Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant. response:	Apparently she has more ears than the normal person.
context: Looks like the Japanese organization, CIA, and MI6 were all outsmarted.\Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person. response:	Thanks for the information.
context: Who are the ones responsible?\I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information. response:	I joined Section 3 to learn the truth.
context: I don't know that yet.\This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth. response:	Yet I haven't learned a thing about the mystery surrounding BK201,
context: This intel isn't worth the price I paid for it.\If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201, response:	nor can I find out anything about the organization I'm working for.
context: If you want more information, you'd better ask Madame Oreille.\Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for. response:	Why did BK201's star disappear?
context: Madame Oreille?\She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear? response:	Don't make any unnecessary moves.
context: She's a legendary informant.\Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves. response:	Aim for the vital points.
context: Apparently she has more ears than the normal person.\Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points. response:	Don't drop your guard.
context: Thanks for the information.\I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard. response:	Understand your surrounding.
context: I joined Section 3 to learn the truth.\Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard.\Understand your surrounding. response:	Anything can be used as a weapon.
context: Yet I haven't learned a thing about the mystery surrounding BK201,\nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon. response:	Evade the attacks with your upper body.
context: nor can I find out anything about the organization I'm working for.\Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body. response:	Don't think about any other movements.
context: Why did BK201's star disappear?\Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements. response:	And...
context: Don't make any unnecessary moves.\Aim for the vital points.\Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements.\And... response:	be prepared for anything.
context: Aim for the vital points.\Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements.\And...\be prepared for anything. response:	Five more minutes.
context: Don't drop your guard.\Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements.\And...\be prepared for anything.\Five more minutes. response:	That's magnificent.
context: Understand your surrounding.\Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements.\And...\be prepared for anything.\Five more minutes.\That's magnificent. response:	Your stomach.
context: Anything can be used as a weapon.\Evade the attacks with your upper body.\Don't think about any other movements.\And...\be prepared for anything.\Five more minutes.\That's magnificent.\Your stomach. response:	Undulation.
context: Evade the attacks with your upper body.\Don't think about any other movements.\And...\be prepared for anything.\Five more minutes.\That's magnificent.\Your stomach.\Undulation. response:	Draw your stomach in.
context: Don't think about any other movements.\And...\be prepared for anything.\Five more minutes.\That's magnificent.\Your stomach.\Undulation.\Draw your stomach in. response:	Focus on your abdominal muscles.
context: And...\be prepared for anything.\Five more minutes.\That's magnificent.\Your stomach.\Undulation.\Draw your stomach in.\Focus on your abdominal muscles. response:	Just like the ocean waves.
context: be prepared for anything.\Five more minutes.\That's magnificent.\Your stomach.\Undulation.\Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves. response:	Why do I have to do this?
context: Five more minutes.\That's magnificent.\Your stomach.\Undulation.\Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this? response:	Your core muscles are weak.
