context: Leiden is such a big city! response:	I know! I got lost because there's
context: Now, please hand these letters to the people they are addressed to.\You just had an off day today.\I have been told the same thing before.\I see.\Let me show you the best view in the city.\Here.\Watch your step.\Beautiful, isn't it? response:	I've always loved this view since I was a child.
context: You just had an off day today.\I have been told the same thing before.\I see.\Let me show you the best view in the city.\Here.\Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child. response:	Violet.
context: I have been told the same thing before.\I see.\Let me show you the best view in the city.\Here.\Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child.\Violet. response:	I hope that one day...
context: I see.\Let me show you the best view in the city.\Here.\Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child.\Violet.\I hope that one day... response:	you'll be able to see...
context: Let me show you the best view in the city.\Here.\Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child.\Violet.\I hope that one day...\you'll be able to see... response:	that beautiful view in Leiden.
context: Here.\Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child.\Violet.\I hope that one day...\you'll be able to see...\that beautiful view in Leiden. response:	Well, I'm going this way.
context: Watch your step.\Beautiful, isn't it?\I've always loved this view since I was a child.\Violet.\I hope that one day...\you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way. response:	See you tomorrow.
context: Beautiful, isn't it?\I've always loved this view since I was a child.\Violet.\I hope that one day...\you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow. response:	Ms. Luculia.
context: I've always loved this view since I was a child.\Violet.\I hope that one day...\you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow.\Ms. Luculia. response:	Call me Luculia, Violet.
context: Violet.\I hope that one day...\you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet. response:	Go on home already.
context: I hope that one day...\you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet.\Go on home already. response:	Come on, don't be like that.
context: you'll be able to see...\that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet.\Go on home already.\Come on, don't be like that. response:	Just one more.
context: that beautiful view in Leiden.\Well, I'm going this way.\See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet.\Go on home already.\Come on, don't be like that.\Just one more. response:	Brother! Were you drinking again?
context: Well, I'm going this way.\See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet.\Go on home already.\Come on, don't be like that.\Just one more.\Brother! Were you drinking again? response:	-No! -Go home.
context: See you tomorrow.\Ms. Luculia.\Call me Luculia, Violet.\Go on home already.\Come on, don't be like that.\Just one more.\Brother! Were you drinking again?\-No! -Go home. response:	I haven't had a drink because he won't let...
context: Ms. Luculia.\Call me Luculia, Violet.\Go on home already.\Come on, don't be like that.\Just one more.\Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let... response:	Spencer! Are you okay?
context: Call me Luculia, Violet.\Go on home already.\Come on, don't be like that.\Just one more.\Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay? response:	Damn it.
context: Go on home already.\Come on, don't be like that.\Just one more.\Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it. response:	Luculia.
context: Come on, don't be like that.\Just one more.\Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it.\Luculia. response:	Thank you.
context: Just one more.\Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it.\Luculia.\Thank you. response:	Violet, I'm thankful for the letter,
context: Brother! Were you drinking again?\-No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it.\Luculia.\Thank you.\Violet, I'm thankful for the letter, response:	but it feels more like a report.
context: -No! -Go home.\I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it.\Luculia.\Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report. response:	My instructor also stated that it could not be called a letter.
context: I haven't had a drink because he won't let...\Spencer! Are you okay?\Damn it.\Luculia.\Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter. response:	Will I...
context: Spencer! Are you okay?\Damn it.\Luculia.\Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I... response:	be able to become an optimal Doll?
context: Damn it.\Luculia.\Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll? response:	I'm home. I can make dinner right a...
context: Luculia.\Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a... response:	Mom, Dad.
context: Thank you.\Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad. response:	Bluebell Junoa.
context: Violet, I'm thankful for the letter,\but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa. response:	-Yes. -Iberis Konoue.
context: but it feels more like a report.\My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue. response:	Yes.
context: My instructor also stated that it could not be called a letter.\Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes. response:	Luculia Marlborough.
context: Will I...\be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes.\Luculia Marlborough. response:	Luculia Marlborough!
context: be able to become an optimal Doll?\I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes.\Luculia Marlborough.\Luculia Marlborough! response:	Here.
context: I'm home. I can make dinner right a...\Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes.\Luculia Marlborough.\Luculia Marlborough!\Here. response:	Congratulations to the nine of you for graduating our program.
context: Mom, Dad.\Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes.\Luculia Marlborough.\Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program. response:	I hope you all become optimal Dolls.
context: Bluebell Junoa.\-Yes. -Iberis Konoue.\Yes.\Luculia Marlborough.\Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls. response:	Yes! Where are you going to work?
context: -Yes. -Iberis Konoue.\Yes.\Luculia Marlborough.\Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work? response:	I'm going to work in my hometown.
context: Yes.\Luculia Marlborough.\Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown. response:	-Maybe I'll find something in Leiden. -What about you, Luculia?
context: Luculia Marlborough.\Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia? response:	I haven't decided anything yet.
context: Luculia Marlborough!\Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet. response:	What? But you were the top of our class.
context: Here.\Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class. response:	I see. That's too bad.
context: Congratulations to the nine of you for graduating our program.\I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad. response:	I am sorry to disappoint you.
context: I hope you all become optimal Dolls.\Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you. response:	It's all right!
context: Yes! Where are you going to work?\I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you.\It's all right! response:	Not graduating doesn't mean you can't become a Doll.
context: I'm going to work in my hometown.\-Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll. response:	Then...
context: -Maybe I'll find something in Leiden. -What about you, Luculia?\I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll.\Then... response:	what was the purpose for going to the school?
context: I haven't decided anything yet.\What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school? response:	While it is true that graduating is not everything,
context: What? But you were the top of our class.\I see. That's too bad.\I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school?\While it is true that graduating is not everything, response:	if I'm unable to decipher...
context: I see. That's too bad.\I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher... response:	the person's true feelings and express it on paper,
context: I am sorry to disappoint you.\It's all right!\Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper, response:	then there's no point in becoming a Doll.
context: It's all right!\Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll. response:	I knew you would come here.
context: Not graduating doesn't mean you can't become a Doll.\Then...\what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here. response:	Luculia.
context: Then...\what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here.\Luculia. response:	Why are you here when the program is over now?
context: what was the purpose for going to the school?\While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here.\Luculia.\Why are you here when the program is over now? response:	Because I thought I could see you again if I came here.
context: While it is true that graduating is not everything,\if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here.\Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here. response:	Tell me, Violet...
context: if I'm unable to decipher...\the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here.\Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet... response:	Who is the major?
context: the person's true feelings and express it on paper,\then there's no point in becoming a Doll.\I knew you would come here.\Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major? response:	You always ask at the end of your letters if the major had sent a letter yet.
context: then there's no point in becoming a Doll.\I knew you would come here.\Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet. response:	Isn't he the one you really want to send a letter to?
context: I knew you would come here.\Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to? response:	Why don't we write a letter to him today?
context: Luculia.\Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today? response:	Not like your usual reports,
context: Why are you here when the program is over now?\Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports, response:	but a letter with your true feelings.
context: Because I thought I could see you again if I came here.\Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings. response:	I won't leave until we're done.
context: Tell me, Violet...\Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done. response:	Major...
context: Who is the major?\You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done.\Major... response:	I'm sorry.
context: You always ask at the end of your letters if the major had sent a letter yet.\Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done.\Major...\I'm sorry. response:	I don't even know what I want to say to him.
context: Isn't he the one you really want to send a letter to?\Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done.\Major...\I'm sorry.\I don't even know what I want to say to him. response:	Because I do not even understand the meaning...
context: Why don't we write a letter to him today?\Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done.\Major...\I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning... response:	of the words he told me.
context: Not like your usual reports,\but a letter with your true feelings.\I won't leave until we're done.\Major...\I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me. response:	Violet, why did you want to become a Doll?
context: but a letter with your true feelings.\I won't leave until we're done.\Major...\I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll? response:	You want to know what I love you means?
context: I won't leave until we're done.\Major...\I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means? response:	It's hard to communicate your feelings, isn't it?
context: Major...\I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it? response:	The truth is, my parents died.
context: I'm sorry.\I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died. response:	The only family I have left...
context: I don't even know what I want to say to him.\Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left... response:	is my brother.
context: Because I do not even understand the meaning...\of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left...\is my brother. response:	I don't know what to say to him.
context: of the words he told me.\Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left...\is my brother.\I don't know what to say to him. response:	When the war began,
context: Violet, why did you want to become a Doll?\You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left...\is my brother.\I don't know what to say to him.\When the war began, response:	my brother got drafted.
context: You want to know what I love you means?\It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left...\is my brother.\I don't know what to say to him.\When the war began,\my brother got drafted. response:	But there wasn't much fighting in the Western Front
context: It's hard to communicate your feelings, isn't it?\The truth is, my parents died.\The only family I have left...\is my brother.\I don't know what to say to him.\When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front response:	where he was deployed.
context: The truth is, my parents died.\The only family I have left...\is my brother.\I don't know what to say to him.\When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed. response:	The fighting was always taking place far away.
context: The only family I have left...\is my brother.\I don't know what to say to him.\When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away. response:	So, the war didn't feel real to us.
context: is my brother.\I don't know what to say to him.\When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us. response:	But...
context: I don't know what to say to him.\When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us.\But... response:	one day, when my parents went to Herne for business,
context: When the war began,\my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business, response:	the Western Front was broken.
context: my brother got drafted.\But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business,\the Western Front was broken. response:	They couldn't find any trace of my parents.
context: But there wasn't much fighting in the Western Front\where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents. response:	And then the war ended.
context: where he was deployed.\The fighting was always taking place far away.\So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended. response:	-My brother came home alive. -Come on, give me one drink at least!
context: The fighting was always taking place far away.\So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least! response:	Give it a rest already!
context: So, the war didn't feel real to us.\But...\one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already! response:	I wanted to be happy that at least he was alive.
context: But...\one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive. response:	What the hell?
context: one day, when my parents went to Herne for business,\the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell? response:	-But... -Shut up!
context: the Western Front was broken.\They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up! response:	my brother was angry that he wasn't able to protect Herne.
context: They couldn't find any trace of my parents.\And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne. response:	He blames himself...
context: And then the war ended.\-My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself... response:	for our parents' deaths.
context: -My brother came home alive. -Come on, give me one drink at least!\Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths. response:	Don't show your face around here again.
context: Give it a rest already!\I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths.\Don't show your face around here again. response:	I was just...
context: I wanted to be happy that at least he was alive.\What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths.\Don't show your face around here again.\I was just... response:	I was just...
context: What the hell?\-But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths.\Don't show your face around here again.\I was just...\I was just... response:	happy that he was alive.
context: -But... -Shut up!\my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths.\Don't show your face around here again.\I was just...\I was just...\happy that he was alive. response:	I just want to tell him thank you.
context: my brother was angry that he wasn't able to protect Herne.\He blames himself...\for our parents' deaths.\Don't show your face around here again.\I was just...\I was just...\happy that he was alive.\I just want to tell him thank you. response:	But...
context: He blames himself...\for our parents' deaths.\Don't show your face around here again.\I was just...\I was just...\happy that he was alive.\I just want to tell him thank you.\But... response:	I can't.
context: for our parents' deaths.\Don't show your face around here again.\I was just...\I was just...\happy that he was alive.\I just want to tell him thank you.\But...\I can't. response:	Luculia, let's write a letter.
context: Don't show your face around here again.\I was just...\I was just...\happy that he was alive.\I just want to tell him thank you.\But...\I can't.\Luculia, let's write a letter. response:	Let's put all your feelings...
context: I was just...\I was just...\happy that he was alive.\I just want to tell him thank you.\But...\I can't.\Luculia, let's write a letter.\Let's put all your feelings... response:	into a letter.
context: I was just...\happy that he was alive.\I just want to tell him thank you.\But...\I can't.\Luculia, let's write a letter.\Let's put all your feelings...\into a letter. response:	But whenever I think about telling him,
context: happy that he was alive.\I just want to tell him thank you.\But...\I can't.\Luculia, let's write a letter.\Let's put all your feelings...\into a letter.\But whenever I think about telling him, response:	nothing comes out.
context: I just want to tell him thank you.\But...\I can't.\Luculia, let's write a letter.\Let's put all your feelings...\into a letter.\But whenever I think about telling him,\nothing comes out. response:	I've tried so many times.
context: But...\I can't.\Luculia, let's write a letter.\Let's put all your feelings...\into a letter.\But whenever I think about telling him,\nothing comes out.\I've tried so many times. response:	But it's no use.
context: I can't.\Luculia, let's write a letter.\Let's put all your feelings...\into a letter.\But whenever I think about telling him,\nothing comes out.\I've tried so many times.\But it's no use. response:	I'm sure I never will.
context: Luculia, let's write a letter.\Let's put all your feelings...\into a letter.\But whenever I think about telling him,\nothing comes out.\I've tried so many times.\But it's no use.\I'm sure I never will. response:	Thank you, Violet.
context: Let's put all your feelings...\into a letter.\But whenever I think about telling him,\nothing comes out.\I've tried so many times.\But it's no use.\I'm sure I never will.\Thank you, Violet. response:	We'll write your letter to the major another time.
context: into a letter.\But whenever I think about telling him,\nothing comes out.\I've tried so many times.\But it's no use.\I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time. response:	An optimal Doll...
context: But whenever I think about telling him,\nothing comes out.\I've tried so many times.\But it's no use.\I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll... response:	will be able to decipher...
context: nothing comes out.\I've tried so many times.\But it's no use.\I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher... response:	the person's true feelings and express it on paper.
context: I've tried so many times.\But it's no use.\I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper. response:	Spencer.
context: But it's no use.\I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper.\Spencer. response:	Wait, Spencer.
context: I'm sure I never will.\Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper.\Spencer.\Wait, Spencer. response:	Come on.
context: Thank you, Violet.\We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper.\Spencer.\Wait, Spencer.\Come on. response:	Thanks.
context: We'll write your letter to the major another time.\An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper.\Spencer.\Wait, Spencer.\Come on.\Thanks. response:	Hurry up. This way.
context: An optimal Doll...\will be able to decipher...\the person's true feelings and express it on paper.\Spencer.\Wait, Spencer.\Come on.\Thanks.\Hurry up. This way. response:	Wow. It's so beautiful.
context: will be able to decipher...\the person's true feelings and express it on paper.\Spencer.\Wait, Spencer.\Come on.\Thanks.\Hurry up. This way.\Wow. It's so beautiful. response:	You.
context: the person's true feelings and express it on paper.\Spencer.\Wait, Spencer.\Come on.\Thanks.\Hurry up. This way.\Wow. It's so beautiful.\You. response:	You're Luculia's friend.
context: Spencer.\Wait, Spencer.\Come on.\Thanks.\Hurry up. This way.\Wow. It's so beautiful.\You.\You're Luculia's friend. response:	-What's this? -It is a missio...
context: Wait, Spencer.\Come on.\Thanks.\Hurry up. This way.\Wow. It's so beautiful.\You.\You're Luculia's friend.\-What's this? -It is a missio... response:	No, an assignment.
context: Come on.\Thanks.\Hurry up. This way.\Wow. It's so beautiful.\You.\You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment. response:	No, it is a letter.
context: Thanks.\Hurry up. This way.\Wow. It's so beautiful.\You.\You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment.\No, it is a letter. response:	From Luculia to you.
context: Hurry up. This way.\Wow. It's so beautiful.\You.\You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment.\No, it is a letter.\From Luculia to you. response:	From Luculia?
context: Wow. It's so beautiful.\You.\You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment.\No, it is a letter.\From Luculia to you.\From Luculia? response:	To my brother.
context: You.\You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment.\No, it is a letter.\From Luculia to you.\From Luculia?\To my brother. response:	I'm happy...
context: You're Luculia's friend.\-What's this? -It is a missio...\No, an assignment.\No, it is a letter.\From Luculia to you.\From Luculia?\To my brother.\I'm happy... response:	I'm happy that you are alive.
context: -What's this? -It is a missio...\No, an assignment.\No, it is a letter.\From Luculia to you.\From Luculia?\To my brother.\I'm happy...\I'm happy that you are alive. response:	Thank you.
context: No, an assignment.\No, it is a letter.\From Luculia to you.\From Luculia?\To my brother.\I'm happy...\I'm happy that you are alive.\Thank you. response:	LUCULIA MARLBOROUGH
context: No, it is a letter.\From Luculia to you.\From Luculia?\To my brother.\I'm happy...\I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH response:	Where were you out so late?
context: From Luculia to you.\From Luculia?\To my brother.\I'm happy...\I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH\Where were you out so late? response:	At school.
context: From Luculia?\To my brother.\I'm happy...\I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH\Where were you out so late?\At school. response:	Where is the president?
context: To my brother.\I'm happy...\I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH\Where were you out so late?\At school.\Where is the president? response:	He had a guild meeting.
context: I'm happy...\I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH\Where were you out so late?\At school.\Where is the president?\He had a guild meeting. response:	Wait, aren't you done with school?
context: I'm happy that you are alive.\Thank you.\LUCULIA MARLBOROUGH\Where were you out so late?\At school.\Where is the president?\He had a guild meeting.\Wait, aren't you done with school? response:	Yes. But I wrote a letter today.
context: Thank you.\LUCULIA MARLBOROUGH\Where were you out so late?\At school.\Where is the president?\He had a guild meeting.\Wait, aren't you done with school?\Yes. But I wrote a letter today. response:	Although I'm not sure if the feelings came across.
context: LUCULIA MARLBOROUGH\Where were you out so late?\At school.\Where is the president?\He had a guild meeting.\Wait, aren't you done with school?\Yes. But I wrote a letter today.\Although I'm not sure if the feelings came across. response:	I see.
context: Where were you out so late?\At school.\Where is the president?\He had a guild meeting.\Wait, aren't you done with school?\Yes. But I wrote a letter today.\Although I'm not sure if the feelings came across.\I see. response:	Weren't you two fighting?
