context: What is it? response:	Be careful. Something's out there.
context: Please be careful.\I know that.\What the hell is this?\This looks bad, Ms. Kirigakure!\This is probably a portal opened by a key!\If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back! response:	Damn, it's so friggin cold.
context: I know that.\What the hell is this?\This looks bad, Ms. Kirigakure!\This is probably a portal opened by a key!\If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold. response:	What is this place?
context: What the hell is this?\This looks bad, Ms. Kirigakure!\This is probably a portal opened by a key!\If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place? response:	You're finally awake?
context: This looks bad, Ms. Kirigakure!\This is probably a portal opened by a key!\If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place?\You're finally awake? response:	Bon...
context: This is probably a portal opened by a key!\If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place?\You're finally awake?\Bon... response:	You should stay in bed.
context: If this door closes, we can't return.\Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place?\You're finally awake?\Bon...\You should stay in bed. response:	Where am I?
context: Yeah, you're right. You stay here and keep it open.\Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place?\You're finally awake?\Bon...\You should stay in bed.\Where am I? response:	In the True Cross Hospital.
context: Huh? Wait, Ms. Kirigakure! Come back!\Damn, it's so friggin cold.\What is this place?\You're finally awake?\Bon...\You should stay in bed.\Where am I?\In the True Cross Hospital. response:	I haven't seen you since this morning.
context: Damn, it's so friggin cold.\What is this place?\You're finally awake?\Bon...\You should stay in bed.\Where am I?\In the True Cross Hospital.\I haven't seen you since this morning. response:	Where were you and what were you doing?
context: What is this place?\You're finally awake?\Bon...\You should stay in bed.\Where am I?\In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing? response:	I don't remember...
context: You're finally awake?\Bon...\You should stay in bed.\Where am I?\In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember... response:	Too bad. Anyway, get some rest today and get back on your feet tomorrow.
context: Bon...\You should stay in bed.\Where am I?\In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow. response:	Bon.
context: You should stay in bed.\Where am I?\In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon. response:	What?
context: Where am I?\In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What? response:	What do you think of Okumura?
context: In the True Cross Hospital.\I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What?\What do you think of Okumura? response:	I don't know myself... He's an idiot!
context: I haven't seen you since this morning.\Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What?\What do you think of Okumura?\I don't know myself... He's an idiot! response:	He's acting crazy all the time, and then he dares to tell us to trust him.
context: Where were you and what were you doing?\I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What?\What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him. response:	To earn people's trust, you need... you know, something.
context: I don't remember...\Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What?\What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something. response:	Well, he's got nothing.
context: Too bad. Anyway, get some rest today and get back on your feet tomorrow.\Bon.\What?\What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing. response:	But... I can't take it. He's scaring me.
context: Bon.\What?\What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me. response:	He's just an idiot.
context: What?\What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot. response:	Sure he has a fearsome power,
context: What do you think of Okumura?\I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power, response:	but he's nothing special on the inside.
context: I don't know myself... He's an idiot!\He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside. response:	You shouldn't be afraid of him.
context: He's acting crazy all the time, and then he dares to tell us to trust him.\To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him. response:	Or... are you thinking of quitting?
context: To earn people's trust, you need... you know, something.\Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting? response:	How many times did they tell you that at the temple?
context: Well, he's got nothing.\But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple? response:	Your mother died protecting you even when the blue flames were scorching her!
context: But... I can't take it. He's scaring me.\He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her! response:	You should at least honor her memory!
context: He's just an idiot.\Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory! response:	But still... I...
context: Sure he has a fearsome power,\but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I... response:	I'm going. We still have half of the barriers to check.
context: but he's nothing special on the inside.\You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check. response:	Bon, what happened to your back?
context: You shouldn't be afraid of him.\Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back? response:	Ah, this?
context: Or... are you thinking of quitting?\How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this? response:	Back then...
context: How many times did they tell you that at the temple?\Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this?\Back then... response:	It's no big deal.
context: Your mother died protecting you even when the blue flames were scorching her!\You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this?\Back then...\It's no big deal. response:	I'll just have to buy a new shirt.
context: You should at least honor her memory!\But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this?\Back then...\It's no big deal.\I'll just have to buy a new shirt. response:	See? This happened because you didn't listen to me.
context: But still... I...\I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this?\Back then...\It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me. response:	He's dangerous.
context: I'm going. We still have half of the barriers to check.\Bon, what happened to your back?\Ah, this?\Back then...\It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous. response:	He'll just repeat the tragedy of the Blue Night.
context: Bon, what happened to your back?\Ah, this?\Back then...\It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night. response:	But...
context: Ah, this?\Back then...\It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But... response:	You don't want to lose them, do you?
context: Back then...\It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you? response:	Your dear little friends.
context: It's no big deal.\I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you?\Your dear little friends. response:	Accept me.
context: I'll just have to buy a new shirt.\See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you?\Your dear little friends.\Accept me. response:	We'll defeat the son of Satan!
context: See? This happened because you didn't listen to me.\He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you?\Your dear little friends.\Accept me.\We'll defeat the son of Satan! response:	What the...
context: He's dangerous.\He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you?\Your dear little friends.\Accept me.\We'll defeat the son of Satan!\What the... response:	Konekomaru!
context: He'll just repeat the tragedy of the Blue Night.\But...\You don't want to lose them, do you?\Your dear little friends.\Accept me.\We'll defeat the son of Satan!\What the...\Konekomaru! response:	I went to the store and bought some manga.
context: But...\You don't want to lose them, do you?\Your dear little friends.\Accept me.\We'll defeat the son of Satan!\What the...\Konekomaru!\I went to the store and bought some manga. response:	I also got some more exciting ones so Koneko won't get bored.
context: You don't want to lose them, do you?\Your dear little friends.\Accept me.\We'll defeat the son of Satan!\What the...\Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored. response:	We don't have time for that!
context: Your dear little friends.\Accept me.\We'll defeat the son of Satan!\What the...\Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that! response:	The demon took Konekomaru!
context: Accept me.\We'll defeat the son of Satan!\What the...\Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru! response:	Huh?
context: We'll defeat the son of Satan!\What the...\Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru!\Huh? response:	Call the professor!
context: What the...\Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru!\Huh?\Call the professor! response:	I'm going after them!
context: Konekomaru!\I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru!\Huh?\Call the professor!\I'm going after them! response:	Hey, wait... Bon!
context: I went to the store and bought some manga.\I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru!\Huh?\Call the professor!\I'm going after them!\Hey, wait... Bon! response:	Those flames can kill people.
context: I also got some more exciting ones so Koneko won't get bored.\We don't have time for that!\The demon took Konekomaru!\Huh?\Call the professor!\I'm going after them!\Hey, wait... Bon!\Those flames can kill people. response:	Why don't you get that?
context: We don't have time for that!\The demon took Konekomaru!\Huh?\Call the professor!\I'm going after them!\Hey, wait... Bon!\Those flames can kill people.\Why don't you get that? response:	I did it again...
context: The demon took Konekomaru!\Huh?\Call the professor!\I'm going after them!\Hey, wait... Bon!\Those flames can kill people.\Why don't you get that?\I did it again... response:	Why am I always...
context: Huh?\Call the professor!\I'm going after them!\Hey, wait... Bon!\Those flames can kill people.\Why don't you get that?\I did it again...\Why am I always... response:	You!
context: Call the professor!\I'm going after them!\Hey, wait... Bon!\Those flames can kill people.\Why don't you get that?\I did it again...\Why am I always...\You! response:	He's not here. Where has he gone?
context: I'm going after them!\Hey, wait... Bon!\Those flames can kill people.\Why don't you get that?\I did it again...\Why am I always...\You!\He's not here. Where has he gone? response:	It's Okumura.
context: Hey, wait... Bon!\Those flames can kill people.\Why don't you get that?\I did it again...\Why am I always...\You!\He's not here. Where has he gone?\It's Okumura. response:	Huh, Miwa?
context: Those flames can kill people.\Why don't you get that?\I did it again...\Why am I always...\You!\He's not here. Where has he gone?\It's Okumura.\Huh, Miwa? response:	Rin!
context: Why don't you get that?\I did it again...\Why am I always...\You!\He's not here. Where has he gone?\It's Okumura.\Huh, Miwa?\Rin! response:	Die! Satan's spawn!
context: I did it again...\Why am I always...\You!\He's not here. Where has he gone?\It's Okumura.\Huh, Miwa?\Rin!\Die! Satan's spawn! response:	Konekomaru!
context: Why am I always...\You!\He's not here. Where has he gone?\It's Okumura.\Huh, Miwa?\Rin!\Die! Satan's spawn!\Konekomaru! response:	Stop, Miwa!
context: You!\He's not here. Where has he gone?\It's Okumura.\Huh, Miwa?\Rin!\Die! Satan's spawn!\Konekomaru!\Stop, Miwa! response:	Shut up!
context: He's not here. Where has he gone?\It's Okumura.\Huh, Miwa?\Rin!\Die! Satan's spawn!\Konekomaru!\Stop, Miwa!\Shut up! response:	What's this? A barrier of wind?
context: It's Okumura.\Huh, Miwa?\Rin!\Die! Satan's spawn!\Konekomaru!\Stop, Miwa!\Shut up!\What's this? A barrier of wind? response:	Exactly. It's my new power.
context: Huh, Miwa?\Rin!\Die! Satan's spawn!\Konekomaru!\Stop, Miwa!\Shut up!\What's this? A barrier of wind?\Exactly. It's my new power. response:	I was reborn to kill the son of Satan!
context: Rin!\Die! Satan's spawn!\Konekomaru!\Stop, Miwa!\Shut up!\What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan! response:	Is this that demon's power?
context: Die! Satan's spawn!\Konekomaru!\Stop, Miwa!\Shut up!\What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power? response:	You filthy demon! I'll chop your head off!
context: Konekomaru!\Stop, Miwa!\Shut up!\What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off! response:	Stop there, you idiot!
context: Stop, Miwa!\Shut up!\What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot! response:	Look at yourself! You're turning into a demon yourself!
context: Shut up!\What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself! response:	Shut up! I'm fighting to protect everyone!
context: What's this? A barrier of wind?\Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone! response:	No one asked you to! Wake up, Konekomaru!
context: Exactly. It's my new power.\I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru! response:	Bon...
context: I was reborn to kill the son of Satan!\Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon... response:	Don't let them fool you! He's just jealous of your new power!
context: Is this that demon's power?\You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power! response:	Kill him! Kill the son of Satan!
context: You filthy demon! I'll chop your head off!\Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan! response:	Screw you! I'm not Satan's son because I like it!
context: Stop there, you idiot!\Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it! response:	Konekomaru...
context: Look at yourself! You're turning into a demon yourself!\Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru... response:	If you're afraid of me, there's nothing I can do about that.
context: Shut up! I'm fighting to protect everyone!\No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that. response:	But why the hell are you giving in to a freak like that?
context: No one asked you to! Wake up, Konekomaru!\Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that? response:	You should ask for help from Suguro and Shima and your other friends!
context: Bon...\Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends! response:	What am I doing?
context: Don't let them fool you! He's just jealous of your new power!\Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing? response:	Killing him won't bring back my parents...
context: Kill him! Kill the son of Satan!\Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents... response:	Damn you!
context: Screw you! I'm not Satan's son because I like it!\Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents...\Damn you! response:	Konekomaru!
context: Konekomaru...\If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents...\Damn you!\Konekomaru! response:	Koneko!
context: If you're afraid of me, there's nothing I can do about that.\But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents...\Damn you!\Konekomaru!\Koneko! response:	I'm not letting you go! You're mine!
context: But why the hell are you giving in to a freak like that?\You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents...\Damn you!\Konekomaru!\Koneko!\I'm not letting you go! You're mine! response:	What are you doing, Rin?
context: You should ask for help from Suguro and Shima and your other friends!\What am I doing?\Killing him won't bring back my parents...\Damn you!\Konekomaru!\Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin? response:	Can't you see? I'm gonna help him!
context: What am I doing?\Killing him won't bring back my parents...\Damn you!\Konekomaru!\Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him! response:	Come, Konekomaru!
context: Killing him won't bring back my parents...\Damn you!\Konekomaru!\Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru! response:	Trust me! Jump!
context: Damn you!\Konekomaru!\Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump! response:	Koneko!
context: Konekomaru!\Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump!\Koneko! response:	Are you all right, Konekomaru?
context: Koneko!\I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump!\Koneko!\Are you all right, Konekomaru? response:	Bon... Shima...
context: I'm not letting you go! You're mine!\What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump!\Koneko!\Are you all right, Konekomaru?\Bon... Shima... response:	Rin!
context: What are you doing, Rin?\Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump!\Koneko!\Are you all right, Konekomaru?\Bon... Shima...\Rin! response:	It's... nothing.
context: Can't you see? I'm gonna help him!\Come, Konekomaru!\Trust me! Jump!\Koneko!\Are you all right, Konekomaru?\Bon... Shima...\Rin!\It's... nothing. response:	Okumura...
context: Come, Konekomaru!\Trust me! Jump!\Koneko!\Are you all right, Konekomaru?\Bon... Shima...\Rin!\It's... nothing.\Okumura... response:	I'm sorry...
context: Trust me! Jump!\Koneko!\Are you all right, Konekomaru?\Bon... Shima...\Rin!\It's... nothing.\Okumura...\I'm sorry... response:	I'm so sorry.
context: Koneko!\Are you all right, Konekomaru?\Bon... Shima...\Rin!\It's... nothing.\Okumura...\I'm sorry...\I'm so sorry. response:	So in the end Rin Okumura saved Miwa?
context: Are you all right, Konekomaru?\Bon... Shima...\Rin!\It's... nothing.\Okumura...\I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa? response:	Yes. Suguro and Shima both got away with light injuries.
context: Bon... Shima...\Rin!\It's... nothing.\Okumura...\I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries. response:	Wonderful.
context: Rin!\It's... nothing.\Okumura...\I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful. response:	However the problem is with the barriers.
context: It's... nothing.\Okumura...\I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers. response:	Someone or something has infiltrated the Academy using keys.
context: Okumura...\I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys. response:	This is a grave matter.
context: I'm sorry...\I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter. response:	Only a limited number of humans are allowed to use my keys.
context: I'm so sorry.\So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys. response:	I investigated the other side of the gate,
context: So in the end Rin Okumura saved Miwa?\Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate, response:	and there was a burnt down laboratory in the middle of the forest.
context: Yes. Suguro and Shima both got away with light injuries.\Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest. response:	A laboratory?
context: Wonderful.\However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory? response:	Yeah. And not just any laboratory either.
context: However the problem is with the barriers.\Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either. response:	It was a laboratory for artificial life research, that the Vatican banned 300 years ago.
context: Someone or something has infiltrated the Academy using keys.\This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago. response:	That is most fascinating. We must investigate it right away.
context: This is a grave matter.\Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away. response:	Koneko! We came to see you!
context: Only a limited number of humans are allowed to use my keys.\I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you! response:	And today we brought the beauty squad along too!
context: I investigated the other side of the gate,\and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too! response:	Huh?
context: and there was a burnt down laboratory in the middle of the forest.\A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh? response:	What the hell? He isn't here.
context: A laboratory?\Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here. response:	Where did he go?
context: Yeah. And not just any laboratory either.\It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here.\Where did he go? response:	Don't tell me he...
context: It was a laboratory for artificial life research, that the Vatican banned 300 years ago.\That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here.\Where did he go?\Don't tell me he... response:	Hey, who are you? Why...
context: That is most fascinating. We must investigate it right away.\Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here.\Where did he go?\Don't tell me he...\Hey, who are you? Why... response:	Hey.
context: Koneko! We came to see you!\And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here.\Where did he go?\Don't tell me he...\Hey, who are you? Why...\Hey. response:	Okumura...
context: And today we brought the beauty squad along too!\Huh?\What the hell? He isn't here.\Where did he go?\Don't tell me he...\Hey, who are you? Why...\Hey.\Okumura... response:	Where are you taking all that stuff?
context: Huh?\What the hell? He isn't here.\Where did he go?\Don't tell me he...\Hey, who are you? Why...\Hey.\Okumura...\Where are you taking all that stuff? response:	Nowhere. It's none of your business.
