context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure.\Froggy\It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you! response:	Try our Love Trial!
context: Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure.\Froggy\It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial! response:	Test out the strength of your relationship!
context: Kanou, let's get some fried stuff!\Sure.\Froggy\It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship! response:	We're not a couple-
context: Sure.\Froggy\It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship!\We're not a couple- response:	Follow the designated course and clear the challenges along the way.
context: Froggy\It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way. response:	You'll be eliminated if you fail even once!
context: It's Mr. Froggy\Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once! response:	A super premium ticket to the post-festival event!
context: Damn, I'm still feeling hot.\We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event! response:	Woah! Amazing!
context: We've got an event just right for the both of you!\Try our Love Trial!\Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing! response:	However!
context: Try our Love Trial!\Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing!\However! response:	You mustn't let go of your partner's hand during the game.
context: Test out the strength of your relationship!\We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game. response:	Well then, will you be able to overcome the trials ahead together?
context: We're not a couple-\Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together? response:	Dare to take up the challenge?
context: Follow the designated course and clear the challenges along the way.\You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge? response:	I'll do it.
context: You'll be eliminated if you fail even once!\A super premium ticket to the post-festival event!\Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it. response:	Hey you-
context: A super premium ticket to the post-festival event!\Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it.\Hey you- response:	I want to see for myself if a romance between us is really impossible.
context: Woah! Amazing!\However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible. response:	A romance between the two of you cannot happen.
context: However!\You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen. response:	You're still thinking about that-
context: You mustn't let go of your partner's hand during the game.\Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that- response:	Let's face this obstacle together,'kay?
context: Well then, will you be able to overcome the trials ahead together?\Dare to take up the challenge?\I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay? response:	Thank you for participating!
context: Dare to take up the challenge?\I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating! response:	Geez, this is such a waste of money.
context: I'll do it.\Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money. response:	We can enjoy a lot of things just for 500 yen! It's a bargain, you know?
context: Hey you-\I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know? response:	Maybe, but still...
context: I want to see for myself if a romance between us is really impossible.\A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still... response:	Oh yeah, take off your ribbon.
context: A romance between the two of you cannot happen.\You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon. response:	This is the proof of participation and it has to be kept visible at all times.
context: You're still thinking about that-\Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times. response:	I'm supposed to wear that?
context: Let's face this obstacle together,'kay?\Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that? response:	Well, it looks good on you.
context: Thank you for participating!\Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you. response:	They say it's fine to bring it back with you.
context: Geez, this is such a waste of money.\We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you. response:	It's not such a waste after all, is it?
context: We can enjoy a lot of things just for 500 yen! It's a bargain, you know?\Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it? response:	It's fine to enjoy yourself once in a while.
context: Maybe, but still...\Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while. response:	You'll get that frown embedded on your face if you always have it on.
context: Oh yeah, take off your ribbon.\This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on. response:	Shall we go?
context: This is the proof of participation and it has to be kept visible at all times.\I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go? response:	You idiot!
context: I'm supposed to wear that?\Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot! response:	I-
context: Well, it looks good on you.\They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot!\I- response:	I know.
context: They say it's fine to bring it back with you.\It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot!\I-\I know. response:	You hate me, right?
context: It's not such a waste after all, is it?\It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot!\I-\I know.\You hate me, right? response:	That's not for you to say, idiot.
context: It's fine to enjoy yourself once in a while.\You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot!\I-\I know.\You hate me, right?\That's not for you to say, idiot. response:	Can we go back now?
context: You'll get that frown embedded on your face if you always have it on.\Shall we go?\You idiot!\I-\I know.\You hate me, right?\That's not for you to say, idiot.\Can we go back now? response:	Shizuko!
context: Shall we go?\You idiot!\I-\I know.\You hate me, right?\That's not for you to say, idiot.\Can we go back now?\Shizuko! response:	Next up is Kamiyama and Oono's comedic skit.
context: You idiot!\I-\I know.\You hate me, right?\That's not for you to say, idiot.\Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit. response:	Kamiyama here!
context: I-\I know.\You hate me, right?\That's not for you to say, idiot.\Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here! response:	I'm Oono.
context: I know.\You hate me, right?\That's not for you to say, idiot.\Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono. response:	We're the comedic duo!
context: You hate me, right?\That's not for you to say, idiot.\Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono.\We're the comedic duo! response:	It's boring!
context: That's not for you to say, idiot.\Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono.\We're the comedic duo!\It's boring! response:	Is that supposed to be my fault?!
context: Can we go back now?\Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono.\We're the comedic duo!\It's boring!\Is that supposed to be my fault?! response:	When will UxMishi come out?!
context: Shizuko!\Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono.\We're the comedic duo!\It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?! response:	Uh, 2 hours later?
context: Next up is Kamiyama and Oono's comedic skit.\Kamiyama here!\I'm Oono.\We're the comedic duo!\It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later? response:	I have 2 hours to lecture you then.
context: Kamiyama here!\I'm Oono.\We're the comedic duo!\It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then. response:	Shizuko...
context: I'm Oono.\We're the comedic duo!\It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko... response:	Why are you willing to wait so long for this?
context: We're the comedic duo!\It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this? response:	I'd rather be with Misaki and go back first.
context: It's boring!\Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first. response:	I'm sorry.
context: Is that supposed to be my fault?!\When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry. response:	What's with this course of events?
context: When will UxMishi come out?!\Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events? response:	Why am I holding hands with Usui in this game?
context: Uh, 2 hours later?\I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game? response:	Just like a date, right?
context: I have 2 hours to lecture you then.\Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right? response:	It's not! I'm supposed to be with Sakura and Shizuko!
context: Shizuko...\Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko! response:	How did it turn out like this?!
context: Why are you willing to wait so long for this?\I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?! response:	Are you ready?
context: I'd rather be with Misaki and go back first.\I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready? response:	Your Love Trial starts now!
context: I'm sorry.\What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready?\Your Love Trial starts now! response:	What's wrong? We have to clear this within 10 minutes.
context: What's with this course of events?\Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes. response:	Don't hinder me, Prez.
context: Why am I holding hands with Usui in this game?\Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez. response:	Who will?!
context: Just like a date, right?\It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?! response:	Your face is pissing me off!
context: It's not! I'm supposed to be with Sakura and Shizuko!\How did it turn out like this?!\Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?!\Your face is pissing me off! response:	You aren't supposed to run on the corridors, right?
context: How did it turn out like this?!\Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right? response:	Shut up! I'm just walking quickly!
context: Are you ready?\Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly! response:	This is walking quickly.
context: Your Love Trial starts now!\What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly. response:	That looks creepy!
context: What's wrong? We have to clear this within 10 minutes.\Don't hinder me, Prez.\Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy! response:	I'm surprised we didn't meet anyone we know.
context: Don't hinder me, Prez.\Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know. response:	Yeah...
context: Who will?!\Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah... response:	What is this sound I'm hearing...?
context: Your face is pissing me off!\You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...? response:	Here, this is my proof of participation.
context: You aren't supposed to run on the corridors, right?\Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation. response:	Man, we took 3 minutes.
context: Shut up! I'm just walking quickly!\This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes. response:	I'd have taken only a minute to get here.
context: This is walking quickly.\That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here. response:	What the hell? I'd have done it in 30 seconds!
context: That looks creepy!\I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds! response:	Please explain the game to us.
context: I'm surprised we didn't meet anyone we know.\Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us. response:	Listen to me!
context: Yeah...\What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me! response:	Finish this within 10 minutes!
context: What is this sound I'm hearing...?\Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me!\Finish this within 10 minutes! response:	It'll be simple for two people.
context: Here, this is my proof of participation.\Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me!\Finish this within 10 minutes!\It'll be simple for two people. response:	Only one of you will do the eating.
context: Man, we took 3 minutes.\I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me!\Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating. response:	I'm feeling some hostility from behind...
context: I'd have taken only a minute to get here.\What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me!\Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind... response:	The other couples barely cleared this stage!
context: What the hell? I'd have done it in 30 seconds!\Please explain the game to us.\Listen to me!\Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage! response:	Good luck, for the sake of your girl!
context: Please explain the game to us.\Listen to me!\Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl! response:	Let's decide using rock, paper, scissors.
context: Listen to me!\Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors. response:	What, you think that I'm unable to finish this?
context: Finish this within 10 minutes!\It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this? response:	Huh? Why would I? Let's get this on.
context: It'll be simple for two people.\Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on. response:	Rock, paper, scissors!
context: Only one of you will do the eating.\I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors! response:	Fine, I'll finish everything right to the last drop of soup!
context: I'm feeling some hostility from behind...\The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup! response:	Huh...?
context: The other couples barely cleared this stage!\Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...? response:	Sorry, can I let go of his hand for this game?
context: Good luck, for the sake of your girl!\Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game? response:	You'll be disqualified.
context: Let's decide using rock, paper, scissors.\What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified. response:	I'll have to eat with my left then.
context: What, you think that I'm unable to finish this?\Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then. response:	This is where I come in.
context: Huh? Why would I? Let's get this on.\Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then.\This is where I come in. response:	I'll feed you, so just enjoy the food.
context: Rock, paper, scissors!\Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food. response:	There's no need! I'll manage this alone!
context: Fine, I'll finish everything right to the last drop of soup!\Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone! response:	Please signal the start.
context: Huh...?\Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start. response:	Alright, ready, go!
context: Sorry, can I let go of his hand for this game?\You'll be disqualified.\I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go! response:	Ramen, ramen, for your man!
context: You'll be disqualified.\I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man! response:	The game starts now!
context: I'll have to eat with my left then.\This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man!\The game starts now! response:	Here, ahh
context: This is where I come in.\I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man!\The game starts now!\Here, ahh response:	Hurry up, or you won't be able to finish within 10 minutes.
context: I'll feed you, so just enjoy the food.\There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man!\The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes. response:	It's the girl who's doing the eating!
context: There's no need! I'll manage this alone!\Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man!\The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating! response:	Do your best!
context: Please signal the start.\Alright, ready, go!\Ramen, ramen, for your man!\The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best! response:	Want me to blow on it?
context: Alright, ready, go!\Ramen, ramen, for your man!\The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best!\Want me to blow on it? response:	No! It's fine as it is!
context: Ramen, ramen, for your man!\The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best!\Want me to blow on it?\No! It's fine as it is! response:	It'll be just what he wants if I feel embarrassed here!
context: The game starts now!\Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best!\Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here! response:	You suck, Prez. Come on, it's here
context: Here, ahh\Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best!\Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here response:	Here, come take it
context: Hurry up, or you won't be able to finish within 10 minutes.\It's the girl who's doing the eating!\Do your best!\Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it response:	Hey, it's getting crazy over there!
context: It's the girl who's doing the eating!\Do your best!\Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there! response:	You mean Class 3-1's ramen house? That extra large servings challenge?
context: Do your best!\Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge? response:	Yeah! A couple's duking it out at godly speed!
context: Want me to blow on it?\No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed! response:	Hey, that couple did something amazing again!
context: No! It's fine as it is!\It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again! response:	The next game was Class 3-2's card game, right?
context: It'll be just what he wants if I feel embarrassed here!\You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right? response:	Toran, who was unbeatable in speed games,
context: You suck, Prez. Come on, it's here\Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games, response:	lost to them at the speed of light!
context: Here, come take it\Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light! response:	They're devils! Devils, I tell you!
context: Hey, it's getting crazy over there!\You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you! response:	It got even crazier next!
context: You mean Class 3-1's ramen house? That extra large servings challenge?\Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next! response:	3-3's doing table tennis, right?
