context: It was the night of Christmas Eve. response:	Man, that thing looks really nasty up close.
context: The little ones are nothing.\We can take'em.\Forwards, pull the raid mobs.\Everyone else, concentrate attacks on Luseat!\Whoa!\What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering! response:	Luseat of the Seventh Garden Rank/ Raid
context: We can take'em.\Forwards, pull the raid mobs.\Everyone else, concentrate attacks on Luseat!\Whoa!\What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid response:	I get it.
context: Forwards, pull the raid mobs.\Everyone else, concentrate attacks on Luseat!\Whoa!\What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it. response:	Luseat's HP recovers each time we defeat one of the Shadow Vanguard?
context: Everyone else, concentrate attacks on Luseat!\Whoa!\What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard? response:	Hey, he's returning to Black Knight Mode.
context: Whoa!\What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode. response:	This guy needs to chill out.
context: What?\That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out. response:	Eighty-eight, eighty-nine, ninety.
context: That's not good, Naotsugu-san.\Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety. response:	Wait! Wait!
context: Seriously? His HP is recovering!\Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait! response:	This thing's in the way!
context: Luseat of the Seventh Garden Rank/ Raid\I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way! response:	It doesn't matter if his HP recovers a little.
context: I get it.\Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little. response:	Hit him hard enough that the healing can't keep up.
context: Luseat's HP recovers each time we defeat one of the Shadow Vanguard?\Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up. response:	Whittle him down!
context: Hey, he's returning to Black Knight Mode.\This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down! response:	Again? Why?!
context: This guy needs to chill out.\Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?! response:	This is a problem.
context: Eighty-eight, eighty-nine, ninety.\Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?!\This is a problem. response:	Luseat of the Seventh Garden Rank/ Raid
context: Wait! Wait!\This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid response:	There's no end to them.
context: This thing's in the way!\It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them. response:	We should all just gang up on the big one!
context: It doesn't matter if his HP recovers a little.\Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one! response:	We can't ignore the Shadow Vanguard.
context: Hit him hard enough that the healing can't keep up.\Whittle him down!\Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard. response:	They're strong enough to threaten the rear fighters!
context: Whittle him down!\Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters! response:	If they go down, we'll lose the whole team.
context: Again? Why?!\This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team. response:	The problem is the number of people.
context: This is a problem.\Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people. response:	The same number of Shadow Vanguard appear
context: Luseat of the Seventh Garden Rank/ Raid\There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear response:	as the number of people that attacked Luseat in Black Knight Mode.
context: There's no end to them.\We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode. response:	I see.
context: We should all just gang up on the big one!\We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see. response:	Which means...
context: We can't ignore the Shadow Vanguard.\They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means... response:	If we reduce our numbers by having only the high damagers attack,
context: They're strong enough to threaten the rear fighters!\If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means...\If we reduce our numbers by having only the high damagers attack, response:	and have everyone else focus on buffs,
context: If they go down, we'll lose the whole team.\The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs, response:	we can keep the Shadow Vanguard down to ten or so.
context: The problem is the number of people.\The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so. response:	You heard him!
context: The same number of Shadow Vanguard appear\as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him! response:	Pull them, but don't defeat them!
context: as the number of people that attacked Luseat in Black Knight Mode.\I see.\Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them! response:	I know!
context: I see.\Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them!\I know! response:	I hate to admit it, but right now, I can't beat him.
context: Which means...\If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him. response:	No, I haven't forgiven him...
context: If we reduce our numbers by having only the high damagers attack,\and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him... response:	Someday, I'll crush him.
context: and have everyone else focus on buffs,\we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him. response:	And in front of everyone.
context: we can keep the Shadow Vanguard down to ten or so.\You heard him!\Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone. response:	I'll smash in his pale face,
context: You heard him!\Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face, response:	and make him shed tears of regret.
context: Pull them, but don't defeat them!\I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret. response:	HP down to fifty percent or so.
context: I know!\I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so. response:	Okay, we can do this.
context: I hate to admit it, but right now, I can't beat him.\No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this. response:	I'll get a phantasm-class item on this raid,
context: No, I haven't forgiven him...\Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid, response:	raise my level, polish my skills...
context: Someday, I'll crush him.\And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills... response:	And someday, Shiroe, you ass of an enchanter,
context: And in front of everyone.\I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter, response:	I'll...
context: I'll smash in his pale face,\and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll... response:	Sixty-nine, seventy, seventy
context: and make him shed tears of regret.\HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy response:	What?!
context: HP down to fifty percent or so.\Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy\What?! response:	That's...
context: Okay, we can do this.\I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy\What?!\That's... response:	Taltaulgar of the Fourth Garden Rank/ Raid
context: I'll get a phantasm-class item on this raid,\raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy\What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid response:	Taltaulgar?!
context: raise my level, polish my skills...\And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy\What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?! response:	It's Ibrahabra!
context: And someday, Shiroe, you ass of an enchanter,\I'll...\Sixty-nine, seventy, seventy\What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra! response:	That's impossible!
context: I'll...\Sixty-nine, seventy, seventy\What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra!\That's impossible! response:	Ibrahabra of the Third Garden Rank/ Raid
context: Sixty-nine, seventy, seventy\What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid response:	This is Luseat's zone!
context: What?!\That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone! response:	Wha
context: That's...\Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha response:	This can't be...
context: Taltaulgar of the Fourth Garden Rank/ Raid\Taltaulgar?!\It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha\This can't be... response:	Three raid bosses...
context: Taltaulgar?!\It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha\This can't be...\Three raid bosses... response:	At the
context: It's Ibrahabra!\That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha\This can't be...\Three raid bosses...\At the response:	same time?
context: That's impossible!\Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha\This can't be...\Three raid bosses...\At the\same time? response:	Why?
context: Ibrahabra of the Third Garden Rank/ Raid\This is Luseat's zone!\Wha\This can't be...\Three raid bosses...\At the\same time?\Why? response:	That isn't fair!
context: This is Luseat's zone!\Wha\This can't be...\Three raid bosses...\At the\same time?\Why?\That isn't fair! response:	One raid boss at a time.
context: Wha\This can't be...\Three raid bosses...\At the\same time?\Why?\That isn't fair!\One raid boss at a time. response:	That's the rule.
context: This can't be...\Three raid bosses...\At the\same time?\Why?\That isn't fair!\One raid boss at a time.\That's the rule. response:	Fight fair and square.
context: Three raid bosses...\At the\same time?\Why?\That isn't fair!\One raid boss at a time.\That's the rule.\Fight fair and square. response:	You're kidding.
context: At the\same time?\Why?\That isn't fair!\One raid boss at a time.\That's the rule.\Fight fair and square.\You're kidding. response:	Was this designed to be impossible?
context: same time?\Why?\That isn't fair!\One raid boss at a time.\That's the rule.\Fight fair and square.\You're kidding.\Was this designed to be impossible? response:	We can't beat this...
context: Why?\That isn't fair!\One raid boss at a time.\That's the rule.\Fight fair and square.\You're kidding.\Was this designed to be impossible?\We can't beat this... response:	Party 1 Party 2 Party 3 Party 4
context: That isn't fair!\One raid boss at a time.\That's the rule.\Fight fair and square.\You're kidding.\Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4 response:	Shiroe!
context: One raid boss at a time.\That's the rule.\Fight fair and square.\You're kidding.\Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe! response:	Shiro!
context: That's the rule.\Fight fair and square.\You're kidding.\Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro! response:	Look at you...
context: Fight fair and square.\You're kidding.\Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro!\Look at you... response:	You look so stupid.
context: You're kidding.\Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro!\Look at you...\You look so stupid. response:	This is
context: Was this designed to be impossible?\We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro!\Look at you...\You look so stupid.\This is response:	my hometown?
context: We can't beat this...\Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro!\Look at you...\You look so stupid.\This is\my hometown? response:	The place where I was born and raised?
context: Party 1 Party 2 Party 3 Party 4\Shiroe!\Shiro!\Look at you...\You look so stupid.\This is\my hometown?\The place where I was born and raised? response:	Ramen
context: Shiroe!\Shiro!\Look at you...\You look so stupid.\This is\my hometown?\The place where I was born and raised?\Ramen response:	The sign...
context: Shiro!\Look at you...\You look so stupid.\This is\my hometown?\The place where I was born and raised?\Ramen\The sign... response:	What was this place called?
context: Look at you...\You look so stupid.\This is\my hometown?\The place where I was born and raised?\Ramen\The sign...\What was this place called? response:	I see.
context: You look so stupid.\This is\my hometown?\The place where I was born and raised?\Ramen\The sign...\What was this place called?\I see. response:	This is what it means to lose memories.
context: This is\my hometown?\The place where I was born and raised?\Ramen\The sign...\What was this place called?\I see.\This is what it means to lose memories. response:	That's right.
context: my hometown?\The place where I was born and raised?\Ramen\The sign...\What was this place called?\I see.\This is what it means to lose memories.\That's right. response:	I died.
context: The place where I was born and raised?\Ramen\The sign...\What was this place called?\I see.\This is what it means to lose memories.\That's right.\I died. response:	There was nothing special about this town.
context: Ramen\The sign...\What was this place called?\I see.\This is what it means to lose memories.\That's right.\I died.\There was nothing special about this town. response:	It wasn't exactly inconvenient,
context: The sign...\What was this place called?\I see.\This is what it means to lose memories.\That's right.\I died.\There was nothing special about this town.\It wasn't exactly inconvenient, response:	but if you wanted anything specific,
context: What was this place called?\I see.\This is what it means to lose memories.\That's right.\I died.\There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific, response:	you had to go into the city.
context: I see.\This is what it means to lose memories.\That's right.\I died.\There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city. response:	A small, normal town, like you could find anywhere.
context: This is what it means to lose memories.\That's right.\I died.\There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere. response:	Shirogane
context: That's right.\I died.\There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane response:	That's me.
context: I died.\There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane\That's me. response:	Both my parents worked,
context: There was nothing special about this town.\It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane\That's me.\Both my parents worked, response:	so I'd often leave my house, and go out walking around at night.
context: It wasn't exactly inconvenient,\but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane\That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night. response:	When I was alone at home,
context: but if you wanted anything specific,\you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane\That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home, response:	even being in bed was painful.
context: you had to go into the city.\A small, normal town, like you could find anywhere.\Shirogane\That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful. response:	I was scared to go downtown.
context: A small, normal town, like you could find anywhere.\Shirogane\That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful.\I was scared to go downtown. response:	So...
context: Shirogane\That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful.\I was scared to go downtown.\So... response:	I spent many nights on this bench.
context: That's me.\Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful.\I was scared to go downtown.\So...\I spent many nights on this bench. response:	When something was bothering me,
context: Both my parents worked,\so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful.\I was scared to go downtown.\So...\I spent many nights on this bench.\When something was bothering me, response:	that was all I could do to help me forget.
context: so I'd often leave my house, and go out walking around at night.\When I was alone at home,\even being in bed was painful.\I was scared to go downtown.\So...\I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget. response:	Oh...
context: When I was alone at home,\even being in bed was painful.\I was scared to go downtown.\So...\I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget.\Oh... response:	That's why I've come here.
context: even being in bed was painful.\I was scared to go downtown.\So...\I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget.\Oh...\That's why I've come here. response:	Because I failed again.
context: I was scared to go downtown.\So...\I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget.\Oh...\That's why I've come here.\Because I failed again. response:	I was often told that I seemed mature for a child.
context: So...\I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget.\Oh...\That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child. response:	And I think, for my age, I was intelligent and self-controlled.
context: I spent many nights on this bench.\When something was bothering me,\that was all I could do to help me forget.\Oh...\That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled. response:	But because of that,
context: When something was bothering me,\that was all I could do to help me forget.\Oh...\That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that, response:	I ended up distancing myself from the other kids my age.
context: that was all I could do to help me forget.\Oh...\That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age. response:	I made a lot of mistakes.
context: Oh...\That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes. response:	I mocked the kindness of others.
context: That's why I've come here.\Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others. response:	When people stretched out their hands to me, I smacked them away.
context: Because I failed again.\I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away. response:	When I needed to stay and fight, I ran away.
context: I was often told that I seemed mature for a child.\And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away. response:	I didn't understand how hard my parents were working, or how they felt.
context: And I think, for my age, I was intelligent and self-controlled.\But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt. response:	They were all small failures,
context: But because of that,\I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures, response:	but ones that I couldn't fix.
context: I ended up distancing myself from the other kids my age.\I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix. response:	And each time, I came here and cried.
context: I made a lot of mistakes.\I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried. response:	I swore I'd never do it again,
context: I mocked the kindness of others.\When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again, response:	but I always did.
context: When people stretched out their hands to me, I smacked them away.\When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again,\but I always did. response:	When you die, you learn a lot...
context: When I needed to stay and fight, I ran away.\I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again,\but I always did.\When you die, you learn a lot... response:	That you suck, that you're petty, that you're lame.
context: I didn't understand how hard my parents were working, or how they felt.\They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again,\but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame. response:	If you die a hundred times, you learn that a hundred times.
context: They were all small failures,\but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again,\but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times. response:	It gets too painful to continue.
context: but ones that I couldn't fix.\And each time, I came here and cried.\I swore I'd never do it again,\but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue. response:	I see.
context: And each time, I came here and cried.\I swore I'd never do it again,\but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see. response:	So this is what it is to die.
context: I swore I'd never do it again,\but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see.\So this is what it is to die. response:	It means feeling like you want to die.
context: but I always did.\When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see.\So this is what it is to die.\It means feeling like you want to die. response:	I've felt that many times.
context: When you die, you learn a lot...\That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see.\So this is what it is to die.\It means feeling like you want to die.\I've felt that many times. response:	The night I threw away the notebook that was so dear to me,
context: That you suck, that you're petty, that you're lame.\If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see.\So this is what it is to die.\It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me, response:	the night I forced myself to smile and say goodbye,
context: If you die a hundred times, you learn that a hundred times.\It gets too painful to continue.\I see.\So this is what it is to die.\It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye, response:	the night I bid goodbye to the library...
context: It gets too painful to continue.\I see.\So this is what it is to die.\It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library... response:	I've felt it again and again.
context: I see.\So this is what it is to die.\It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again. response:	Why did Demikas knock me away?
context: So this is what it is to die.\It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away? response:	Why did William accept my request?
context: It means feeling like you want to die.\I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request? response:	Why did Naotsugu follow me?
context: I've felt that many times.\The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me? response:	I'm hiding something from the people I care about,
context: The night I threw away the notebook that was so dear to me,\the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about, response:	the people who believe in me.
