context: upermans response:	upermans
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	I can't draw very well!
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well! response:	cow
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\cow response:	cow
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\cow\cow response:	cow
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\cow\cow\cow response:	cow
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\I can't draw very well!\cow\cow\cow\cow response:	cow
context: I can't draw very well!\I can't draw very well!\I can't draw very well!\cow\cow\cow\cow\cow response:	cow
context: I can't draw very well!\I can't draw very well!\cow\cow\cow\cow\cow\cow response:	cow
context: I can't draw very well!\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	cow
context: cow\cow\cow\cow\cow\cow\cow\cow response:	shisu
context: cow\cow\cow\cow\cow\cow\cow\shisu response:	uperman
context: cow\cow\cow\cow\cow\cow\shisu\uperman response:	uperman
context: cow\cow\cow\cow\cow\shisu\uperman\uperman response:	uperman
context: cow\cow\cow\cow\shisu\uperman\uperman\uperman response:	uperman
context: cow\cow\cow\shisu\uperman\uperman\uperman\uperman response:	uperman
context: cow\cow\shisu\uperman\uperman\uperman\uperman\uperman response:	uperman
context: cow\shisu\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: shisu\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	uperman
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\uperman response:	Go Soccer Club
context: uperman\uperman\uperman\uperman\uperman\uperman\uperman\Go Soccer Club response:	Go Soccer Club 3
context: uperman\uperman\uperman\uperman\uperman\uperman\Go Soccer Club\Go Soccer Club 3 response:	Nichijou 24
context: uperman\uperman\uperman\uperman\uperman\Go Soccer Club\Go Soccer Club 3\Nichijou 24 response:	10 Yen Soccer
context: uperman\uperman\uperman\uperman\Go Soccer Club\Go Soccer Club 3\Nichijou 24\10 Yen Soccer response:	Shinonome Institute
context: uperman\uperman\uperman\Go Soccer Club\Go Soccer Club 3\Nichijou 24\10 Yen Soccer\Shinonome Institute response:	Nichijou 25
context: uperman\uperman\Go Soccer Club\Go Soccer Club 3\Nichijou 24\10 Yen Soccer\Shinonome Institute\Nichijou 25 response:	Trash
context: uperman\Go Soccer Club\Go Soccer Club 3\Nichijou 24\10 Yen Soccer\Shinonome Institute\Nichijou 25\Trash response:	Trash
context: Go Soccer Club\Go Soccer Club 3\Nichijou 24\10 Yen Soccer\Shinonome Institute\Nichijou 25\Trash\Trash response:	Trash
context: Go Soccer Club 3\Nichijou 24\10 Yen Soccer\Shinonome Institute\Nichijou 25\Trash\Trash\Trash response:	If You Count To 10
context: Nichijou 24\10 Yen Soccer\Shinonome Institute\Nichijou 25\Trash\Trash\Trash\If You Count To 10 response:	Go Soccer Club 4
context: 10 Yen Soccer\Shinonome Institute\Nichijou 25\Trash\Trash\Trash\If You Count To 10\Go Soccer Club 4 response:	Nichijou 26
context: Shinonome Institute\Nichijou 25\Trash\Trash\Trash\If You Count To 10\Go Soccer Club 4\Nichijou 26 response:	Sign: Cider
context: Nichijou 25\Trash\Trash\Trash\If You Count To 10\Go Soccer Club 4\Nichijou 26\Sign: Cider response:	Vinegar
context: Trash\Trash\Trash\If You Count To 10\Go Soccer Club 4\Nichijou 26\Sign: Cider\Vinegar response:	Word Of The Day
context: Trash\Trash\If You Count To 10\Go Soccer Club 4\Nichijou 26\Sign: Cider\Vinegar\Word Of The Day response:	MILK
context: Trash\If You Count To 10\Go Soccer Club 4\Nichijou 26\Sign: Cider\Vinegar\Word Of The Day\MILK response:	Narration: Koyama Rikiya
context: If You Count To 10\Go Soccer Club 4\Nichijou 26\Sign: Cider\Vinegar\Word Of The Day\MILK\Narration: Koyama Rikiya response:	Sorry for the wait.
context: Go Soccer Club 4\Nichijou 26\Sign: Cider\Vinegar\Word Of The Day\MILK\Narration: Koyama Rikiya\Sorry for the wait. response:	I can only make this.
context: Nichijou 26\Sign: Cider\Vinegar\Word Of The Day\MILK\Narration: Koyama Rikiya\Sorry for the wait.\I can only make this. response:	Here.
context: Sign: Cider\Vinegar\Word Of The Day\MILK\Narration: Koyama Rikiya\Sorry for the wait.\I can only make this.\Here. response:	Wow, awesome!
context: Vinegar\Word Of The Day\MILK\Narration: Koyama Rikiya\Sorry for the wait.\I can only make this.\Here.\Wow, awesome! response:	It's twice-cooked pork.
context: Word Of The Day\MILK\Narration: Koyama Rikiya\Sorry for the wait.\I can only make this.\Here.\Wow, awesome!\It's twice-cooked pork. response:	I'm really hungry, so this is perfect.
context: MILK\Narration: Koyama Rikiya\Sorry for the wait.\I can only make this.\Here.\Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect. response:	I put something in for a hidden taste.
context: Narration: Koyama Rikiya\Sorry for the wait.\I can only make this.\Here.\Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste. response:	I wonder if you can tell.
context: Sorry for the wait.\I can only make this.\Here.\Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell. response:	Having a hidden taste makes it sound like the real thing.
context: I can only make this.\Here.\Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing. response:	I'm digging in!
context: Here.\Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in! response:	It only has the miso flavour, or rather,
context: Wow, awesome!\It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather, response:	the hidden taste is not so hidden, or rather...
context: It's twice-cooked pork.\I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather... response:	No, instead, the more you chew it,
context: I'm really hungry, so this is perfect.\I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it, response:	the hidden taste gets worse, or rather...
context: I put something in for a hidden taste.\I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather... response:	I'm really against this hidden taste!
context: I wonder if you can tell.\Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste! response:	This is actually pretty good...
context: Having a hidden taste makes it sound like the real thing.\I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good... response:	Mio-chan, Mio-chan!
context: I'm digging in!\It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan! response:	TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.
context: It only has the miso flavour, or rather,\the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore. response:	What the hell is this?
context: the hidden taste is not so hidden, or rather...\No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this? response:	Kappa?
context: No, instead, the more you chew it,\the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa? response:	Why a kappa all of the sudden?
context: the hidden taste gets worse, or rather...\I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa?\Why a kappa all of the sudden? response:	Moreover, what does she mean by is cool, isn't it?...
context: I'm really against this hidden taste!\This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?... response:	But...
context: This is actually pretty good...\Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But... response:	Next time, I might want to draw something in fantasy that's interesting and strong.
context: Mio-chan, Mio-chan!\TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong. response:	Something like a Daidarabotchi and a kappa.
context: TL note: Kappa, literally meaning river-child, is a water sprite found in Japanese folklore.\What the hell is this?\Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa. response:	TL note: Daidarabotchi is a gigantic demon in Japanese mythology.
context: What the hell is this?\Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology. response:	Kappa... Heh, I guess he will be the uke.
context: Kappa?\Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke. response:	TL note: In yaoi, uke refers to the more feminine partner.
context: Why a kappa all of the sudden?\Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner. response:	Kappa, kappa, huh?
context: Moreover, what does she mean by is cool, isn't it?...\But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh? response:	Kappa...
context: But...\Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa... response:	Kappapaa... pa... pa...
context: Next time, I might want to draw something in fantasy that's interesting and strong.\Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa... response:	Parasite.
context: Something like a Daidarabotchi and a kappa.\TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa...\Parasite. response:	With this, maybe we can just play picture shiritori.
context: TL note: Daidarabotchi is a gigantic demon in Japanese mythology.\Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori. response:	Yukko.
context: Kappa... Heh, I guess he will be the uke.\TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori.\Yukko. response:	Thanks.
context: TL note: In yaoi, uke refers to the more feminine partner.\Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori.\Yukko.\Thanks. response:	Parashite?
context: Kappa, kappa, huh?\Kappa...\Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori.\Yukko.\Thanks.\Parashite? response:	TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.
context: Kappa...\Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori.\Yukko.\Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite. response:	This is what a parashite's meant to be like?
context: Kappapaa... pa... pa...\Parasite.\With this, maybe we can just play picture shiritori.\Yukko.\Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like? response:	Having this arrow means...
context: Parasite.\With this, maybe we can just play picture shiritori.\Yukko.\Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means... response:	I see. She's inviting me to a game of picture shiritori.
context: With this, maybe we can just play picture shiritori.\Yukko.\Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori. response:	I'll accept it.
context: Yukko.\Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it. response:	Hmm... Parashite...
context: Thanks.\Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite... response:	Te... Te... Okay.
context: Parashite?\TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite...\Te... Te... Okay. response:	So big!
context: TL note: In Japanese, parasite is read as parasaito, but Yukko read it as parashite.\This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite...\Te... Te... Okay.\So big! response:	Moreover, a tengu...
context: This is what a parashite's meant to be like?\Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite...\Te... Te... Okay.\So big!\Moreover, a tengu... response:	She read parasite's to as te.
context: Having this arrow means...\I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite...\Te... Te... Okay.\So big!\Moreover, a tengu...\She read parasite's to as te. response:	Oh, well.
context: I see. She's inviting me to a game of picture shiritori.\I'll accept it.\Hmm... Parashite...\Te... Te... Okay.\So big!\Moreover, a tengu...\She read parasite's to as te.\Oh, well. response:	A tengu, huh?
context: I'll accept it.\Hmm... Parashite...\Te... Te... Okay.\So big!\Moreover, a tengu...\She read parasite's to as te.\Oh, well.\A tengu, huh? response:	Tengu... gu... gu... gu...
context: Hmm... Parashite...\Te... Te... Okay.\So big!\Moreover, a tengu...\She read parasite's to as te.\Oh, well.\A tengu, huh?\Tengu... gu... gu... gu... response:	N-No way!
context: Te... Te... Okay.\So big!\Moreover, a tengu...\She read parasite's to as te.\Oh, well.\A tengu, huh?\Tengu... gu... gu... gu...\N-No way! response:	Tengo!
context: So big!\Moreover, a tengu...\She read parasite's to as te.\Oh, well.\A tengu, huh?\Tengu... gu... gu... gu...\N-No way!\Tengo! response:	What the hell is a tengo?!
context: Moreover, a tengu...\She read parasite's to as te.\Oh, well.\A tengu, huh?\Tengu... gu... gu... gu...\N-No way!\Tengo!\What the hell is a tengo?! response:	What's a tengo?!
context: She read parasite's to as te.\Oh, well.\A tengu, huh?\Tengu... gu... gu... gu...\N-No way!\Tengo!\What the hell is a tengo?!\What's a tengo?! response:	No! Wait a minute!
context: Oh, well.\A tengu, huh?\Tengu... gu... gu... gu...\N-No way!\Tengo!\What the hell is a tengo?!\What's a tengo?!\No! Wait a minute! response:	There's no way a high school student would make such a childish mistake.
context: A tengu, huh?\Tengu... gu... gu... gu...\N-No way!\Tengo!\What the hell is a tengo?!\What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake. response:	I mean, she already drew a picture of a tengu and still wrote down what it was.
context: Tengu... gu... gu... gu...\N-No way!\Tengo!\What the hell is a tengo?!\What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was. response:	I don't get it.
context: N-No way!\Tengo!\What the hell is a tengo?!\What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it. response:	I don't really understand, but...
context: Tengo!\What the hell is a tengo?!\What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but... response:	I guess I'll go with go here.
context: What the hell is a tengo?!\What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but...\I guess I'll go with go here. response:	Here.
context: What's a tengo?!\No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but...\I guess I'll go with go here.\Here. response:	What's with this Goku drawn out of boredom?
context: No! Wait a minute!\There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but...\I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom? response:	TL note: Goku is a character from a classical Chinese novel Journey To The West.
context: There's no way a high school student would make such a childish mistake.\I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but...\I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West. response:	Huh... Wait... Goku?
context: I mean, she already drew a picture of a tengu and still wrote down what it was.\I don't get it.\I don't really understand, but...\I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku? response:	I'm pretty sure I drew a tengu just now...
context: I don't get it.\I don't really understand, but...\I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now... response:	Well, I can understand how she could mistake gu for go.
context: I don't really understand, but...\I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go. response:	I'll get juice from her later for this.
context: I guess I'll go with go here.\Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this. response:	Now, it's u... u... u... Okay!
context: Here.\What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay! response:	A sea urchin?
context: What's with this Goku drawn out of boredom?\TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin? response:	No, a rabbit.
context: TL note: Goku is a character from a classical Chinese novel Journey To The West.\Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit. response:	TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.
context: Huh... Wait... Goku?\I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese. response:	It's a cow?!
context: I'm pretty sure I drew a tengu just now...\Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?! response:	TL note: Cow is ushi in Japanese.
context: Well, I can understand how she could mistake gu for go.\I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese. response:	This cow is beyond terrible...
context: I'll get juice from her later for this.\Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible... response:	Here.
context: Now, it's u... u... u... Okay!\A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here. response:	Tongue! She came at me with the tongue!
