context: Mocademy Visual Effects Awards... response:	Shinobu Morita!
context: W-Water...\H-Huh?\Did I make it to heaven before I knew it?\The familiar faces of my classmates are all there like a kaleidoscope...\M-M-M-M-Morita-san?!\Mayama!\It seems he has a light concussion.\Please head over to outpatient care. response:	Well, who's next?
context: H-Huh?\Did I make it to heaven before I knew it?\The familiar faces of my classmates are all there like a kaleidoscope...\M-M-M-M-Morita-san?!\Mayama!\It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next? response:	I'm sorry, we're leaving now. H-Hagu, we're leaving!
context: Did I make it to heaven before I knew it?\The familiar faces of my classmates are all there like a kaleidoscope...\M-M-M-M-Morita-san?!\Mayama!\It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving! response:	I'll see you tomorrow, Takemoto-kun!
context: The familiar faces of my classmates are all there like a kaleidoscope...\M-M-M-M-Morita-san?!\Mayama!\It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun! response:	Huh? Uh... e-everyone!
context: M-M-M-M-Morita-san?!\Mayama!\It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone! response:	Today's Morning Plaza.
context: Mayama!\It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza. response:	First, let's start with this astonishing news.
context: It seems he has a light concussion.\Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news. response:	Receives the Mocademy Award
context: Please head over to outpatient care.\Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award response:	A Japanese Delightfully Wins
context: Well, who's next?\I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins response:	A mysterious Japanese man received the Mocademy Visual Effects Awards.
context: I'm sorry, we're leaving now. H-Hagu, we're leaving!\I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards. response:	The recipient, Morita Shinobu-san, criticized the director in his speech...
context: I'll see you tomorrow, Takemoto-kun!\Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech... response:	And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.
context: Huh? Uh... e-everyone!\Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards. response:	This news is also all over the front pages of American newspapers...
context: Today's Morning Plaza.\First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers... response:	Good morning.
context: First, let's start with this astonishing news.\Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning. response:	Ouch... why does my neck hurt?
context: Receives the Mocademy Award\A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt? response:	And the citizens are wondering if this was a challenge by Japan directed at their country.
context: A Japanese Delightfully Wins\A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country. response:	Hey, this is amazing. The newspapers and TV have his story all over them.
context: A mysterious Japanese man received the Mocademy Visual Effects Awards.\The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them. response:	Japanese Wins
context: The recipient, Morita Shinobu-san, criticized the director in his speech...\And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins response:	And
context: And the situation deteriorated to the point where he had to be pulled off the stage by bodyguards.\This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And response:	Melees
context: This news is also all over the front pages of American newspapers...\Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And\Melees response:	At this rate, TV stations might be rushing into our school...
context: Good morning.\Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And\Melees\At this rate, TV stations might be rushing into our school... response:	That guy at the hospital last night... that was Morita-san, right?
context: Ouch... why does my neck hurt?\And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And\Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right? response:	Why would he be in the hospital?
context: And the citizens are wondering if this was a challenge by Japan directed at their country.\Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And\Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital? response:	Or rather, how did he get back to Japan so quickly?
context: Hey, this is amazing. The newspapers and TV have his story all over them.\Japanese Wins\And\Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly? response:	The stuff on TV last night was apparently pre-recorded.
context: Japanese Wins\And\Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded. response:	Could it be that Morita-san rushed back to submit his graduate thesis?
context: And\Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis? response:	I hope that's the case, but who can tell...
context: Melees\At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell... response:	Oh, but isn't the deadline 5 P.M. today?
context: At this rate, TV stations might be rushing into our school...\That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today? response:	Either way, let's go to the hospital one more time.
context: That guy at the hospital last night... that was Morita-san, right?\Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time. response:	Now eat a lot and get healthy, Takemoto-kun.
context: Why would he be in the hospital?\Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun. response:	Oh, good morning, everyone.
context: Or rather, how did he get back to Japan so quickly?\The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone. response:	He's here after all! Morita-san!
context: The stuff on TV last night was apparently pre-recorded.\Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san! response:	Are you all right?! Are you sick or something?
context: Could it be that Morita-san rushed back to submit his graduate thesis?\I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something? response:	Why are you in the hospital?!
context: I hope that's the case, but who can tell...\Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?! response:	He's not blonde!
context: Oh, but isn't the deadline 5 P.M. today?\Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde! response:	He overate.
context: Either way, let's go to the hospital one more time.\Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde!\He overate. response:	Are YOU sick?
context: Now eat a lot and get healthy, Takemoto-kun.\Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde!\He overate.\Are YOU sick? response:	N-No!
context: Oh, good morning, everyone.\He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde!\He overate.\Are YOU sick?\N-No! response:	M-Morita-san, you're all right now, right?
context: He's here after all! Morita-san!\Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde!\He overate.\Are YOU sick?\N-No!\M-Morita-san, you're all right now, right? response:	In that case, we'll go home for today, Takemoto-kun.
context: Are you all right?! Are you sick or something?\Why are you in the hospital?!\He's not blonde!\He overate.\Are YOU sick?\N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun. response:	H-H-Hagu, let's go.
context: Why are you in the hospital?!\He's not blonde!\He overate.\Are YOU sick?\N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go. response:	I wanted to take care of my precious Takemoto...
context: He's not blonde!\He overate.\Are YOU sick?\N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto... response:	Morita-san, you brought back your payment in cash?
context: He overate.\Are YOU sick?\N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash? response:	Bag: majison (Madison Square Garden)
context: Are YOU sick?\N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden) response:	Let's close the bag... the wads of bills are popping out...
context: N-No!\M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out... response:	He just overate...
context: M-Morita-san, you're all right now, right?\In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate... response:	Not to mention, on the honey-roasted in-flight snack...
context: In that case, we'll go home for today, Takemoto-kun.\H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack... response:	Well, they are pretty tasty...
context: H-H-Hagu, let's go.\I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty... response:	These are great! What the heck are these?
context: I wanted to take care of my precious Takemoto...\Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these? response:	Just because the in-flight food is free...
context: Morita-san, you brought back your payment in cash?\Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free... response:	This is my shirt!
context: Bag: majison (Madison Square Garden)\Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt! response:	And I was thinking I hadn't seen it in a while! So it was you!
context: Let's close the bag... the wads of bills are popping out...\He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you! response:	Oh, this?
context: He just overate...\Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this? response:	Kaoru sent it to me.
context: Not to mention, on the honey-roasted in-flight snack...\Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me. response:	Since he asked me on the phone if there was anything I needed.
context: Well, they are pretty tasty...\These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed. response:	Yeah, here it is.
context: These are great! What the heck are these?\Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is. response:	Are you okay with something like this?
context: Just because the in-flight food is free...\This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this? response:	Hurry up and send it over! I don't have any change of clothes!
context: This is my shirt!\And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes! response:	But why my shirt?!
context: And I was thinking I hadn't seen it in a while! So it was you!\Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?! response:	On top of that, he broke into my room?
context: Oh, this?\Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room? response:	That aside, I need to go buy more honey-roasted peanuts...
context: Kaoru sent it to me.\Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts... response:	What day is today?
context: Since he asked me on the phone if there was anything I needed.\Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today? response:	C-Curried rice day?
context: Yeah, here it is.\Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day? response:	Note: Many Japanese families have a day of the week when curried rice is served.
context: Are you okay with something like this?\Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served. response:	Let me go!
context: Hurry up and send it over! I don't have any change of clothes!\But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go! response:	Well, I wasn't expecting anything out of you, but...
context: But why my shirt?!\On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but... response:	Seriously...
context: On top of that, he broke into my room?\That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously... response:	I've been captured! Help me, Mayama!
context: That aside, I need to go buy more honey-roasted peanuts...\What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama! response:	We don't have time. Let's go, Hagu!
context: What day is today?\C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu! response:	O-Okay.
context: C-Curried rice day?\Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay. response:	Actually, Sensei is trying to save you right now.
context: Note: Many Japanese families have a day of the week when curried rice is served.\Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now. response:	But it really doesn't feel like it's been a year. He hasn't changed at all...
context: Let me go!\Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all... response:	In fact, he's gotten worse as a human being.
context: Well, I wasn't expecting anything out of you, but...\Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being. response:	Can you actually make a graduate thesis in just four hours?
context: Seriously...\I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours? response:	Beats me. But I think he just wants to take him there.
context: I've been captured! Help me, Mayama!\We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there. response:	To the person who's been waiting for Morita-san.
context: We don't have time. Let's go, Hagu!\O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san. response:	So...
context: O-Okay.\Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So... response:	Are you going to work?
context: Actually, Sensei is trying to save you right now.\But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So...\Are you going to work? response:	After I buy a book on historical material in Shinjuku.
context: But it really doesn't feel like it's been a year. He hasn't changed at all...\In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So...\Are you going to work?\After I buy a book on historical material in Shinjuku. response:	What about you, Yamada?
context: In fact, he's gotten worse as a human being.\Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So...\Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada? response:	I need to go look after the store now.
context: Can you actually make a graduate thesis in just four hours?\Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So...\Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now. response:	So we'll go part of the way together.
context: Beats me. But I think he just wants to take him there.\To the person who's been waiting for Morita-san.\So...\Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together. response:	Yeah.
context: To the person who's been waiting for Morita-san.\So...\Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together.\Yeah. response:	Oh, actually, there's a book that I wanted as well.
context: So...\Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well. response:	Maybe I'll go with you.
context: Are you going to work?\After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you. response:	I see.
context: After I buy a book on historical material in Shinjuku.\What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see. response:	Can I go with you?
context: What about you, Yamada?\I need to go look after the store now.\So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see.\Can I go with you? response:	Sure.
context: I need to go look after the store now.\So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see.\Can I go with you?\Sure. response:	If you don't mind, do you want to go get lunch together also?
context: So we'll go part of the way together.\Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see.\Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also? response:	What about looking after your store?
context: Yeah.\Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see.\Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store? response:	It's fine, my big brother is there.
context: Oh, actually, there's a book that I wanted as well.\Maybe I'll go with you.\I see.\Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there. response:	Many words came to my mind...
context: Maybe I'll go with you.\I see.\Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind... response:	But they all seemed too unnatural and embarrassing.
context: I see.\Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing. response:	I couldn't even bring them to my lips.
context: Can I go with you?\Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips. response:	So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.
context: Sure.\If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight. response:	Hey, Mayama.
context: If you don't mind, do you want to go get lunch together also?\What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama. response:	Yeah?
context: What about looking after your store?\It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah? response:	How's your current job?
context: It's fine, my big brother is there.\Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah?\How's your current job? response:	Well, I guess it's going okay.
context: Many words came to my mind...\But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah?\How's your current job?\Well, I guess it's going okay. response:	Is it just going to be the two of you?
context: But they all seemed too unnatural and embarrassing.\I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah?\How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you? response:	Aren't you hiring other people?
context: I couldn't even bring them to my lips.\So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah?\How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people? response:	Getting more workers brings other problems.
