context: Ash rain? response:	Oh no, it's Nokosaregumo!
context: -Yeah, I live on my own. -On your own?\Big Sis ain't my real sister.\I've lived alone all my life.\Papa and Mama died when I was real little.\But I was fine.\I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out. response:	Stay away from me!
context: Big Sis ain't my real sister.\I've lived alone all my life.\Papa and Mama died when I was real little.\But I was fine.\I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me! response:	You're hurt. Let me see.
context: I've lived alone all my life.\Papa and Mama died when I was real little.\But I was fine.\I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see. response:	Are you the boy that lives in the mountain?
context: Papa and Mama died when I was real little.\But I was fine.\I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain? response:	You look like a saru, a monkey. What's your name?
context: But I was fine.\I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name? response:	Name?
context: I had the mountain with me.\I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name? response:	You don't remember your name?
context: I hate humans.\They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name?\You don't remember your name? response:	Saru. My name's Saru.
context: They said this wasn't my mountain and drove me out.\Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name?\You don't remember your name?\Saru. My name's Saru. response:	It felt strange.
context: Stay away from me!\You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name?\You don't remember your name?\Saru. My name's Saru.\It felt strange. response:	Just watching her made me forget about hunger and cold.
context: You're hurt. Let me see.\Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name?\You don't remember your name?\Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold. response:	Mama was the only one who'd ever been kind to me.
context: Are you the boy that lives in the mountain?\You look like a saru, a monkey. What's your name?\Name?\You don't remember your name?\Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me. response:	So I thought...
context: You look like a saru, a monkey. What's your name?\Name?\You don't remember your name?\Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought... response:	Maybe she was my mama once sometime, in some place.
context: Name?\You don't remember your name?\Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place. response:	Your mama, huh.
context: You don't remember your name?\Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh. response:	Saru, um...
context: Saru. My name's Saru.\It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um... response:	I ain't got no time to cry.
context: It felt strange.\Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um...\I ain't got no time to cry. response:	I gotta avenge Big Sis. Ain't I right?
context: Just watching her made me forget about hunger and cold.\Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right? response:	Yeah, I never leave a job half done, either.
context: Mama was the only one who'd ever been kind to me.\So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either. response:	Let's beat it together.
context: So I thought...\Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together. response:	Yeah.
context: Maybe she was my mama once sometime, in some place.\Your mama, huh.\Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah. response:	One thing, though.
context: Your mama, huh.\Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah.\One thing, though. response:	I don't know why, but Hyakkimaru can't do anything when he's in that cloud.
context: Saru, um...\I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud. response:	We'll have to do it on our own.
context: I ain't got no time to cry.\I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own. response:	Has that cloud grown bigger?
context: I gotta avenge Big Sis. Ain't I right?\Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger? response:	What's this?
context: Yeah, I never leave a job half done, either.\Let's beat it together.\Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger?\What's this? response:	It's his skin.
context: Let's beat it together.\Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger?\What's this?\It's his skin. response:	This is bad. Centipedes get bigger once they molt.
context: Yeah.\One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger?\What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt. response:	Bigger? Even more than now?
context: One thing, though.\I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger?\What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now? response:	Why? Isn't it supposed to go home once it has a bride?
context: I don't know why, but Hyakkimaru can't do anything when he's in that cloud.\We'll have to do it on our own.\Has that cloud grown bigger?\What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride? response:	It's mad about what we did to it.
context: We'll have to do it on our own.\Has that cloud grown bigger?\What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it. response:	What do we do?
context: Has that cloud grown bigger?\What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do? response:	Its weakness is sunlight.
context: What's this?\It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do?\Its weakness is sunlight. response:	If we lure it out of the cloud, we can beat it.
context: It's his skin.\This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it. response:	Then I've got a good idea!
context: This is bad. Centipedes get bigger once they molt.\Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea! response:	Let's do it, Saru. We'll exterminate it.
context: Bigger? Even more than now?\Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it. response:	Yeah, for my Big Sis.
context: Why? Isn't it supposed to go home once it has a bride?\It's mad about what we did to it.\What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis. response:	Big Sis... Big Sis...!
context: It's mad about what we did to it.\What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...! response:	Hey, this way!
context: What do we do?\Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way! response:	Size doesn't mean a thing.
context: Its weakness is sunlight.\If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing. response:	Try to catch me with those hundred feet.
context: If we lure it out of the cloud, we can beat it.\Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet. response:	Come and get me!
context: Then I've got a good idea!\Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me! response:	Almost.
context: Let's do it, Saru. We'll exterminate it.\Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me!\Almost. response:	Ouch...
context: Yeah, for my Big Sis.\Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me!\Almost.\Ouch... response:	That was a close one.
context: Big Sis... Big Sis...!\Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me!\Almost.\Ouch...\That was a close one. response:	Up to you now, Saru.
context: Hey, this way!\Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me!\Almost.\Ouch...\That was a close one.\Up to you now, Saru. response:	This one is for Big Sis.
context: Size doesn't mean a thing.\Try to catch me with those hundred feet.\Come and get me!\Almost.\Ouch...\That was a close one.\Up to you now, Saru.\This one is for Big Sis. response:	It doesn't burn in all that fire?
context: Try to catch me with those hundred feet.\Come and get me!\Almost.\Ouch...\That was a close one.\Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire? response:	Nah.
context: Come and get me!\Almost.\Ouch...\That was a close one.\Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire?\Nah. response:	But don't worry.
context: Almost.\Ouch...\That was a close one.\Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire?\Nah.\But don't worry. response:	Melt away in the sun!
context: Ouch...\That was a close one.\Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire?\Nah.\But don't worry.\Melt away in the sun! response:	No way!
context: That was a close one.\Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire?\Nah.\But don't worry.\Melt away in the sun!\No way! response:	Dang it, after all we did, still nothing?
context: Up to you now, Saru.\This one is for Big Sis.\It doesn't burn in all that fire?\Nah.\But don't worry.\Melt away in the sun!\No way!\Dang it, after all we did, still nothing? response:	Hyakkimaru!
context: This one is for Big Sis.\It doesn't burn in all that fire?\Nah.\But don't worry.\Melt away in the sun!\No way!\Dang it, after all we did, still nothing?\Hyakkimaru! response:	He slashed it.
context: It doesn't burn in all that fire?\Nah.\But don't worry.\Melt away in the sun!\No way!\Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it. response:	What'd he just do?
context: Nah.\But don't worry.\Melt away in the sun!\No way!\Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it.\What'd he just do? response:	Hyakkimaru had lost his sight in the wall of fire.
context: But don't worry.\Melt away in the sun!\No way!\Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire. response:	So he'd located the monster by listening to the arrow hitting it.
context: Melt away in the sun!\No way!\Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it. response:	This is bad.
context: No way!\Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad. response:	That's it, sound.
context: Dang it, after all we did, still nothing?\Hyakkimaru!\He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound. response:	Whatcha gonna do?
context: Hyakkimaru!\He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound.\Whatcha gonna do? response:	Hyakkimaru, follow my voice! I'm on its head!
context: He slashed it.\What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head! response:	Is he calling for him?
context: What'd he just do?\Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him? response:	Right here, Hyakkimaru! Its eye is right next to me.
context: Hyakkimaru had lost his sight in the wall of fire.\So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me. response:	This is the end for you!
context: So he'd located the monster by listening to the arrow hitting it.\This is bad.\That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you! response:	There's a head on the tail, too?
context: This is bad.\That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too? response:	All right!
context: That's it, sound.\Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too?\All right! response:	Y'all okay?
context: Whatcha gonna do?\Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too?\All right!\Y'all okay? response:	Never been better.
context: Hyakkimaru, follow my voice! I'm on its head!\Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too?\All right!\Y'all okay?\Never been better. response:	Big Sis?
context: Is he calling for him?\Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too?\All right!\Y'all okay?\Never been better.\Big Sis? response:	Big Sis!
context: Right here, Hyakkimaru! Its eye is right next to me.\This is the end for you!\There's a head on the tail, too?\All right!\Y'all okay?\Never been better.\Big Sis?\Big Sis! response:	Big Sis!
context: This is the end for you!\There's a head on the tail, too?\All right!\Y'all okay?\Never been better.\Big Sis?\Big Sis!\Big Sis! response:	Saru...
context: There's a head on the tail, too?\All right!\Y'all okay?\Never been better.\Big Sis?\Big Sis!\Big Sis!\Saru... response:	Yeah, it's me.
context: All right!\Y'all okay?\Never been better.\Big Sis?\Big Sis!\Big Sis!\Saru...\Yeah, it's me. response:	I'm so glad you were alive.
context: Y'all okay?\Never been better.\Big Sis?\Big Sis!\Big Sis!\Saru...\Yeah, it's me.\I'm so glad you were alive. response:	Hyakkimaru, is that...?
context: Never been better.\Big Sis?\Big Sis!\Big Sis!\Saru...\Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...? response:	You got your nose back!
context: Big Sis?\Big Sis!\Big Sis!\Saru...\Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back! response:	Here's what I promised you.
context: Big Sis!\Big Sis!\Saru...\Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you. response:	Yeah, thanks.
context: Big Sis!\Saru...\Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you.\Yeah, thanks. response:	What are these?
context: Saru...\Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you.\Yeah, thanks.\What are these? response:	Got lots of it around here.
context: Yeah, it's me.\I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you.\Yeah, thanks.\What are these?\Got lots of it around here. response:	No, I want gold.
context: I'm so glad you were alive.\Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you.\Yeah, thanks.\What are these?\Got lots of it around here.\No, I want gold. response:	The shiny ones.
context: Hyakkimaru, is that...?\You got your nose back!\Here's what I promised you.\Yeah, thanks.\What are these?\Got lots of it around here.\No, I want gold.\The shiny ones. response:	I only had that little bit. They're the same, right?
context: You got your nose back!\Here's what I promised you.\Yeah, thanks.\What are these?\Got lots of it around here.\No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right? response:	Aww, come on.
context: Here's what I promised you.\Yeah, thanks.\What are these?\Got lots of it around here.\No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on. response:	Thanks to you, I'm still alive. Your name is...?
context: Yeah, thanks.\What are these?\Got lots of it around here.\No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...? response:	Dororo.
context: What are these?\Got lots of it around here.\No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo. response:	Thank you, Dororo.
context: Got lots of it around here.\No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo. response:	What are y'all going to do now?
context: No, I want gold.\The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo.\What are y'all going to do now? response:	We'll live together in the village.
context: The shiny ones.\I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village. response:	Since I'm all alone, too.
context: I only had that little bit. They're the same, right?\Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too. response:	-Good for you, Saru. -Yeah.
context: Aww, come on.\Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah. response:	Oh yes, we need to think of a new name for you.
context: Thanks to you, I'm still alive. Your name is...?\Dororo.\Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you. response:	Saru's fine.
context: Dororo.\Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine. response:	No, names are very important.
context: Thank you, Dororo.\What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important. response:	You sound like you're really my sister.
context: What are y'all going to do now?\We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important.\You sound like you're really my sister. response:	Oh well.
context: We'll live together in the village.\Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important.\You sound like you're really my sister.\Oh well. response:	Dororo...
context: Since I'm all alone, too.\-Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important.\You sound like you're really my sister.\Oh well.\Dororo... response:	This sense is called smell, got it?
context: -Good for you, Saru. -Yeah.\Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important.\You sound like you're really my sister.\Oh well.\Dororo...\This sense is called smell, got it? response:	Did you just say Dororo?
context: Oh yes, we need to think of a new name for you.\Saru's fine.\No, names are very important.\You sound like you're really my sister.\Oh well.\Dororo...\This sense is called smell, got it?\Did you just say Dororo? response:	It's the first time he said my name.
context: Saru's fine.\No, names are very important.\You sound like you're really my sister.\Oh well.\Dororo...\This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name. response:	Hold up, bro!
context: No, names are very important.\You sound like you're really my sister.\Oh well.\Dororo...\This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name.\Hold up, bro! response:	My name's pretty nice, huh?
context: You sound like you're really my sister.\Oh well.\Dororo...\This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh? response:	Sorrow scatters in the wind,
context: Oh well.\Dororo...\This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind, response:	piling up to form shadows
context: Dororo...\This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows response:	Our footsteps admonish indifference in such verbose ways
context: This sense is called smell, got it?\Did you just say Dororo?\It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways response:	As I peek into your fathomless eyes, I lose my composure
context: Did you just say Dororo?\It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure response:	Is there any hope in the place I am heading to?
context: It's the first time he said my name.\Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to? response:	I feign amusement and laugh
context: Hold up, bro!\My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh response:	because this road is so dark
context: My name's pretty nice, huh?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark response:	I will be there to shine the light
context: Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light response:	I'm used to playing at saying goodbye,
context: piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye, response:	but I cried when I waved to you
context: Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you response:	Our fiery woes fade... and fade... until night falls upon us
context: As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us response:	If I knew tomorrow would be so mundane,
context: Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane, response:	I wouldn't have said that I wanted to live
context: I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live response:	I know it's futile but can't help dreaming of a future... a future... you are to blame
context: because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live\I know it's futile but can't help dreaming of a future... a future... you are to blame response:	Nokosaregumo
