context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you?\Turn around.\What? Well...\You don't want to see?\N-No, I didn't mean that.\So look then. response:	I didn't come for that.
context: I think it's good.\You can't tell without actually looking, can you?\Turn around.\What? Well...\You don't want to see?\N-No, I didn't mean that.\So look then.\I didn't come for that. response:	Gosh, he's so indecisive.
context: You can't tell without actually looking, can you?\Turn around.\What? Well...\You don't want to see?\N-No, I didn't mean that.\So look then.\I didn't come for that.\Gosh, he's so indecisive. response:	Fine then.
context: Turn around.\What? Well...\You don't want to see?\N-No, I didn't mean that.\So look then.\I didn't come for that.\Gosh, he's so indecisive.\Fine then. response:	I-I wonder what will happen if I move the bra off a little.
context: What? Well...\You don't want to see?\N-No, I didn't mean that.\So look then.\I didn't come for that.\Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little. response:	I-I'm invincible, you know.
context: You don't want to see?\N-No, I didn't mean that.\So look then.\I didn't come for that.\Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know. response:	I can easily take my familiar out with the added sexiness.
context: N-No, I didn't mean that.\So look then.\I didn't come for that.\Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness. response:	Hey, Louise?
context: So look then.\I didn't come for that.\Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise? response:	L-Look. I'm moving it.
context: I didn't come for that.\Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it. response:	I'm moving it aside.
context: Gosh, he's so indecisive.\Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside. response:	I'm moving it!
context: Fine then.\I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside.\I'm moving it! response:	See? See? See? See?
context: I-I wonder what will happen if I move the bra off a little.\I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside.\I'm moving it!\See? See? See? See? response:	H-Hey! Saito!
context: I-I'm invincible, you know.\I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside.\I'm moving it!\See? See? See? See?\H-Hey! Saito! response:	I tried to hold myself back, but I can't!
context: I can easily take my familiar out with the added sexiness.\Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside.\I'm moving it!\See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't! response:	S-Stop it!
context: Hey, Louise?\L-Look. I'm moving it.\I'm moving it aside.\I'm moving it!\See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it! response:	We don't know what will happen to us if we end up fighting tonight!
context: L-Look. I'm moving it.\I'm moving it aside.\I'm moving it!\See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight! response:	So...
context: I'm moving it aside.\I'm moving it!\See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So... response:	Saito...
context: I'm moving it!\See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So...\Saito... response:	Hey, Saito, can you give me a ha -
context: See? See? See? See?\H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So...\Saito...\Hey, Saito, can you give me a ha - response:	We were just practising dancing!
context: H-Hey! Saito!\I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So...\Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing! response:	Get out.
context: I tried to hold myself back, but I can't!\S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So...\Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out. response:	I heard you were playing dead with your student's magic.
context: S-Stop it!\We don't know what will happen to us if we end up fighting tonight!\So...\Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic. response:	Yes. But I don't want you to blame my students for that.
context: We don't know what will happen to us if we end up fighting tonight!\So...\Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that. response:	I take full responsibility.
context: So...\Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility. response:	I probably owe them thanks.
context: Saito...\Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks. response:	Colbert-sensei!
context: Hey, Saito, can you give me a ha -\We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks.\Colbert-sensei! response:	So you've been released!
context: We were just practising dancing!\Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks.\Colbert-sensei!\So you've been released! response:	Colbert-sensei!
context: Get out.\I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks.\Colbert-sensei!\So you've been released!\Colbert-sensei! response:	Thank goodness.
context: I heard you were playing dead with your student's magic.\Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks.\Colbert-sensei!\So you've been released!\Colbert-sensei!\Thank goodness. response:	I can never forgive you, who burned my home town to the ground.
context: Yes. But I don't want you to blame my students for that.\I take full responsibility.\I probably owe them thanks.\Colbert-sensei!\So you've been released!\Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground. response:	Even after knowing that it was you who saved my life,
context: I take full responsibility.\I probably owe them thanks.\Colbert-sensei!\So you've been released!\Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life, response:	I still want to kill you.
context: I probably owe them thanks.\Colbert-sensei!\So you've been released!\Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you. response:	But if I kill you in anger, your students will hate me.
context: Colbert-sensei!\So you've been released!\Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me. response:	And the chain of hatred continues.
context: So you've been released!\Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues. response:	I have the opportunity to end that chain.
context: Colbert-sensei!\Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain. response:	You'll eventually receive an audience with the Queen.
context: Thank goodness.\I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen. response:	Until then, remain on the ship.
context: I can never forgive you, who burned my home town to the ground.\Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship. response:	Very well.
context: Even after knowing that it was you who saved my life,\I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well. response:	So Baron, don't you think your men need some fun once in a while?
context: I still want to kill you.\But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while? response:	We're here to provide you with that fun today.
context: But if I kill you in anger, your students will hate me.\And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today. response:	Drink and dance, eh?
context: And the chain of hatred continues.\I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh? response:	Why not.
context: I have the opportunity to end that chain.\You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh?\Why not. response:	Enter.
context: You'll eventually receive an audience with the Queen.\Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh?\Why not.\Enter. response:	Thank you very much.
context: Until then, remain on the ship.\Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh?\Why not.\Enter.\Thank you very much. response:	We'll begin right away -
context: Very well.\So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh?\Why not.\Enter.\Thank you very much.\We'll begin right away - response:	But...
context: So Baron, don't you think your men need some fun once in a while?\We're here to provide you with that fun today.\Drink and dance, eh?\Why not.\Enter.\Thank you very much.\We'll begin right away -\But... response:	Y-Your attention please...
context: We're here to provide you with that fun today.\Drink and dance, eh?\Why not.\Enter.\Thank you very much.\We'll begin right away -\But...\Y-Your attention please... response:	Get it started already!
context: Drink and dance, eh?\Why not.\Enter.\Thank you very much.\We'll begin right away -\But...\Y-Your attention please...\Get it started already! response:	We don't need to see a guy on the stage!
context: Why not.\Enter.\Thank you very much.\We'll begin right away -\But...\Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage! response:	W-What you're about to see is a dance of beautiful flowers that bloom in the desert.
context: Enter.\Thank you very much.\We'll begin right away -\But...\Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert. response:	Dansez, s'il vous plait!
context: Thank you very much.\We'll begin right away -\But...\Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait! response:	Are you ready?!
context: We'll begin right away -\But...\Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?! response:	How do you dance like that?
context: But...\Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?!\How do you dance like that? response:	I don't know.
context: Y-Your attention please...\Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?!\How do you dance like that?\I don't know. response:	I can't do it well!
context: Get it started already!\We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?!\How do you dance like that?\I don't know.\I can't do it well! response:	Who's short on drink?!
context: We don't need to see a guy on the stage!\W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?!\How do you dance like that?\I don't know.\I can't do it well!\Who's short on drink?! response:	Keep drinking.
context: W-What you're about to see is a dance of beautiful flowers that bloom in the desert.\Dansez, s'il vous plait!\Are you ready?!\How do you dance like that?\I don't know.\I can't do it well!\Who's short on drink?!\Keep drinking. response:	I'm starting to get the hang of it.
context: Dansez, s'il vous plait!\Are you ready?!\How do you dance like that?\I don't know.\I can't do it well!\Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it. response:	To save Lu, Ivaldi entered the dragon's den.
context: Are you ready?!\How do you dance like that?\I don't know.\I can't do it well!\Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den. response:	Meanwhile, Lu was trapped inside a dark room in despair.
context: How do you dance like that?\I don't know.\I can't do it well!\Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair. response:	I heard a travelling circus has come to put a show on.
context: I don't know.\I can't do it well!\Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on. response:	If you want to go watch it, I'll give you special permission to go.
context: I can't do it well!\Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go. response:	I do not need to.
context: Who's short on drink?!\Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to. response:	The drug that erases emotions will be ready before sunrise.
context: Keep drinking.\I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise. response:	Tonight's the last day you can remain yourself.
context: I'm starting to get the hang of it.\To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself. response:	I do not need to be pitied.
context: To save Lu, Ivaldi entered the dragon's den.\Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied. response:	Face! Hands! Body!
context: Meanwhile, Lu was trapped inside a dark room in despair.\I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body! response:	It's boring! Bring the girls out!
context: I heard a travelling circus has come to put a show on.\If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out! response:	Get lost!
context: If you want to go watch it, I'll give you special permission to go.\I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out!\Get lost! response:	After the break, I'll dance, too!
context: I do not need to.\The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too! response:	Dancing is hard.
context: The drug that erases emotions will be ready before sunrise.\Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too!\Dancing is hard. response:	It's not that bad for you.
context: Tonight's the last day you can remain yourself.\I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you. response:	All you have to do is move and they'll shake.
context: I do not need to be pitied.\Face! Hands! Body!\It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake. response:	Oh yeah, I'll learn the trick now.
context: Face! Hands! Body!\It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now. response:	What? Louise?!
context: It's boring! Bring the girls out!\Get lost!\After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?! response:	Keep your voice down!
context: Get lost!\After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down! response:	I'm sorry.
context: After the break, I'll dance, too!\Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down!\I'm sorry. response:	Louise can't do that.
context: Dancing is hard.\It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down!\I'm sorry.\Louise can't do that. response:	But that Baron Miscor took a liking in Louise and wants her as his drinking partner.
context: It's not that bad for you.\All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down!\I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner. response:	You know what a humiliation that is.
context: All you have to do is move and they'll shake.\Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down!\I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is. response:	Besides, leaving them alone is too dangerous.
context: Oh yeah, I'll learn the trick now.\What? Louise?!\Keep your voice down!\I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous. response:	You're right...
context: What? Louise?!\Keep your voice down!\I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right... response:	Maybe I'll go after all and try to...
context: Keep your voice down!\I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to... response:	I'll do it.
context: I'm sorry.\Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to...\I'll do it. response:	Just chatting with him and pouring him drinks, right?
context: Louise can't do that.\But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right? response:	It's easy.
context: But that Baron Miscor took a liking in Louise and wants her as his drinking partner.\You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy. response:	What nonsense are you saying, Louise?
context: You know what a humiliation that is.\Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise? response:	I've got to live on my own from now on.
context: Besides, leaving them alone is too dangerous.\You're right...\Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on. response:	This is nothing!
context: You're right...\Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing! response:	Louise...
context: Maybe I'll go after all and try to...\I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing!\Louise... response:	Okay. I'll leave it to you then.
context: I'll do it.\Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing!\Louise...\Okay. I'll leave it to you then. response:	It's a sleeping potion with immediate effect.
context: Just chatting with him and pouring him drinks, right?\It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing!\Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect. response:	Deal with him a little, and slip him this when you have a chance.
context: It's easy.\What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing!\Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance. response:	I-I'll be going now.
context: What nonsense are you saying, Louise?\I've got to live on my own from now on.\This is nothing!\Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now. response:	Will she be all right?
context: I've got to live on my own from now on.\This is nothing!\Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right? response:	Let's have faith in her.
context: This is nothing!\Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right?\Let's have faith in her. response:	Enter.
context: Louise...\Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right?\Let's have faith in her.\Enter. response:	I've been waiting for you.
context: Okay. I'll leave it to you then.\It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right?\Let's have faith in her.\Enter.\I've been waiting for you. response:	Come close.
context: It's a sleeping potion with immediate effect.\Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right?\Let's have faith in her.\Enter.\I've been waiting for you.\Come close. response:	What's the matter?
context: Deal with him a little, and slip him this when you have a chance.\I-I'll be going now.\Will she be all right?\Let's have faith in her.\Enter.\I've been waiting for you.\Come close.\What's the matter? response:	I-It's such an honour to be chosen by you, so I'm a little nervous.
context: I-I'll be going now.\Will she be all right?\Let's have faith in her.\Enter.\I've been waiting for you.\Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous. response:	Is that so? How very cute of you.
context: Will she be all right?\Let's have faith in her.\Enter.\I've been waiting for you.\Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you. response:	Allow me to pour the wine for you.
context: Let's have faith in her.\Enter.\I've been waiting for you.\Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you. response:	You have a very dignified look.
context: Enter.\I've been waiting for you.\Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look. response:	It's a waste to leave you as a dancer.
context: I've been waiting for you.\Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer. response:	You flatter me.
context: Come close.\What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me. response:	And to add to that,
context: What's the matter?\I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me.\And to add to that, response:	those wonderful breasts!
context: I-It's such an honour to be chosen by you, so I'm a little nervous.\Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me.\And to add to that,\those wonderful breasts! response:	That flatness turns me into a beast.
context: Is that so? How very cute of you.\Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me.\And to add to that,\those wonderful breasts!\That flatness turns me into a beast. response:	F-Fla -
context: Allow me to pour the wine for you.\You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me.\And to add to that,\those wonderful breasts!\That flatness turns me into a beast.\F-Fla - response:	I love flat boobs! I love them!
context: You have a very dignified look.\It's a waste to leave you as a dancer.\You flatter me.\And to add to that,\those wonderful breasts!\That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them! response:	F-F -
context: It's a waste to leave you as a dancer.\You flatter me.\And to add to that,\those wonderful breasts!\That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them!\F-F - response:	Let me have a better look!
context: You flatter me.\And to add to that,\those wonderful breasts!\That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them!\F-F -\Let me have a better look! response:	Please, don't stare at them like that.
context: And to add to that,\those wonderful breasts!\That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them!\F-F -\Let me have a better look!\Please, don't stare at them like that. response:	Resist. I must resist.
context: those wonderful breasts!\That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them!\F-F -\Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist. response:	All I have to do is drop the potion into the drink.
context: That flatness turns me into a beast.\F-Fla -\I love flat boobs! I love them!\F-F -\Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink. response:	No way!
context: F-Fla -\I love flat boobs! I love them!\F-F -\Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink.\No way! response:	I-I'll be going now.
context: I love flat boobs! I love them!\F-F -\Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink.\No way!\I-I'll be going now. response:	I don't have it!
context: F-F -\Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink.\No way!\I-I'll be going now.\I don't have it! response:	Exactly! You don't have any, but that's what's good!
context: Let me have a better look!\Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink.\No way!\I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good! response:	What is this?
context: Please, don't stare at them like that.\Resist. I must resist.\All I have to do is drop the potion into the drink.\No way!\I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good!\What is this? response:	So heavy...
context: Resist. I must resist.\All I have to do is drop the potion into the drink.\No way!\I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good!\What is this?\So heavy... response:	What's the matter, Tiffa?
context: All I have to do is drop the potion into the drink.\No way!\I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good!\What is this?\So heavy...\What's the matter, Tiffa? response:	Illococoo-san fell asleep on the stage all of a sudden.
context: No way!\I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good!\What is this?\So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden. response:	What? What's wrong with her?
context: I-I'll be going now.\I don't have it!\Exactly! You don't have any, but that's what's good!\What is this?\So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her? response:	I heard it is tiring for nature dragons to stay in human form.
context: I don't have it!\Exactly! You don't have any, but that's what's good!\What is this?\So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form. response:	She must be tired.
