context: There you go, making that face again, response:	biting onto your lips.
context: I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai. response:	I don't want her to be creeped out.
context: I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out. response:	Having lost my parents early, I moved from place to place among my relatives.
context: That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives. response:	We weren't related by blood.
context: If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood. response:	But I have been living with people who are somehow connected to me.
context: Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me. response:	I began to live in this house last month.
context: Being naughty is fine, but keep it to a minimum, okay?\Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month. response:	My grandmother also lived on this land once.
context: Okay.\I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once. response:	She passed away, but like me, she had the power to see things that others couldn't.
context: I can't tell Touko-san that I was being chased by Youkai.\I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't. response:	And because of it, she was shunned by others.
context: I don't want her to be creeped out.\Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others. response:	I'm sure it's somewhere among the things I inherited...
context: Having lost my parents early, I moved from place to place among my relatives.\We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited... response:	Is this what that fortune cat was talking about?
context: We weren't related by blood.\But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about? response:	What is this?
context: But I have been living with people who are somehow connected to me.\I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this? response:	Hand that over.
context: I began to live in this house last month.\My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this?\Hand that over. response:	That's not something you should have.
context: My grandmother also lived on this land once.\She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this?\Hand that over.\That's not something you should have. response:	Hand it over...
context: She passed away, but like me, she had the power to see things that others couldn't.\And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this?\Hand that over.\That's not something you should have.\Hand it over... response:	The Book of Friends!
context: And because of it, she was shunned by others.\I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this?\Hand that over.\That's not something you should have.\Hand it over...\The Book of Friends! response:	Takashi-kun! What was that sound just now?
context: I'm sure it's somewhere among the things I inherited...\Is this what that fortune cat was talking about?\What is this?\Hand that over.\That's not something you should have.\Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now? response:	S-Sorry, it was nothing!
context: Is this what that fortune cat was talking about?\What is this?\Hand that over.\That's not something you should have.\Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing! response:	Really?
context: What is this?\Hand that over.\That's not something you should have.\Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really? response:	I'm going shopping for a bit, so watch the house, okay?
context: Hand that over.\That's not something you should have.\Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay? response:	Okay, take care!
context: That's not something you should have.\Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care! response:	Hurry up and let me out!
context: Hand it over...\The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out! response:	Ah, give me the Book of Friends too!
context: The Book of Friends!\Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too! response:	Ah, no, no, no! Let me out first!
context: Takashi-kun! What was that sound just now?\S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first! response:	Hand me the Book of Friends after that!
context: S-Sorry, it was nothing!\Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that! response:	I guess I'll leave him alone for a bit.
context: Really?\I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit. response:	Leave after you eat that.
context: I'm going shopping for a bit, so watch the house, okay?\Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that. response:	You freeload here?
context: Okay, take care!\Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here? response:	Shut up, you're just a cat.
context: Hurry up and let me out!\Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here?\Shut up, you're just a cat. response:	What do you mean, cat? How rude!
context: Ah, give me the Book of Friends too!\Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude! response:	This fortune cat form is not my true form!
context: Ah, no, no, no! Let me out first!\Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form! response:	My true form is quite elegant!
context: Hand me the Book of Friends after that!\I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant! response:	You're not a cat, then?
context: I guess I'll leave him alone for a bit.\Leave after you eat that.\You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then? response:	That's what I'm telling you.
context: Leave after you eat that.\You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you. response:	You are a cat.
context: You freeload here?\Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you.\You are a cat. response:	N-N-No!
context: Shut up, you're just a cat.\What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you.\You are a cat.\N-N-No! response:	My body is just used to this form!
context: What do you mean, cat? How rude!\This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you.\You are a cat.\N-N-No!\My body is just used to this form! response:	Well, whatever. Just eat that quickly and leave.
context: This fortune cat form is not my true form!\My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you.\You are a cat.\N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave. response:	I don't want any trouble.
context: My true form is quite elegant!\You're not a cat, then?\That's what I'm telling you.\You are a cat.\N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble. response:	No, I won't leave.
context: You're not a cat, then?\That's what I'm telling you.\You are a cat.\N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave. response:	I know you have the Book of Friends.
context: That's what I'm telling you.\You are a cat.\N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends. response:	I also owe you for breaking the barrier.
context: You are a cat.\N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier. response:	I'll be your bodyguard from now on, so call me sensei.
context: N-N-No!\My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei. response:	Bodyguard?
context: My body is just used to this form!\Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard? response:	Is this that dangerous?
context: Well, whatever. Just eat that quickly and leave.\I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous? response:	What, you don't know anything?
context: I don't want any trouble.\No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous?\What, you don't know anything? response:	Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.
context: No, I won't leave.\I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated. response:	Names?
context: I know you have the Book of Friends.\I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names? response:	Reiko challenged the Ayakashi she met, one after the other.
context: I also owe you for breaking the barrier.\I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other. response:	Since she was born with immense spiritual power, she was undefeated.
context: I'll be your bodyguard from now on, so call me sensei.\Bodyguard?\Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated. response:	And those who lost
context: Bodyguard?\Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost response:	were made to write their names on paper as proof of their subordination.
context: Is this that dangerous?\What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination. response:	The Book of Friends is composed of those who wrote their names.
context: What, you don't know anything?\Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names. response:	So they're the names of Youkai?
context: Within the Book of Friends are the names of the Ayakashi that Natsume Reiko defeated.\Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai? response:	It is said that they cannot defy
context: Names?\Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy response:	the one who holds the contracts and calls their names.
context: Reiko challenged the Ayakashi she met, one after the other.\Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names. response:	Basically, if you have the Book of Friends,
context: Since she was born with immense spiritual power, she was undefeated.\And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends, response:	you are able to control the Ayakashi linked with the names in it.
context: And those who lost\were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it. response:	See? Dangerous, isn't it?
context: were made to write their names on paper as proof of their subordination.\The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it? response:	A seed.
context: The Book of Friends is composed of those who wrote their names.\So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed. response:	It's stuck beside your mouth.
context: So they're the names of Youkai?\It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth. response:	I see. So that's why you want this, Nyanko-sensei.
context: It is said that they cannot defy\the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei. response:	Ah, you idiot! Don't treat it so carelessly!
context: the one who holds the contracts and calls their names.\Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly! response:	It is said that if you damage the characters, you'll hurt the one who has the name as well!
context: Basically, if you have the Book of Friends,\you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well! response:	Oh, really?
context: you are able to control the Ayakashi linked with the names in it.\See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really? response:	Then does that mean you're in this too?
context: See? Dangerous, isn't it?\A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too? response:	Like heck I am!
context: A seed.\It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too?\Like heck I am! response:	I'm just telling you how delicate it is!
context: It's stuck beside your mouth.\I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is! response:	Really?
context: I see. So that's why you want this, Nyanko-sensei.\Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is!\Really? response:	What's with those eyes?
context: Ah, you idiot! Don't treat it so carelessly!\It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is!\Really?\What's with those eyes? response:	Do you think I'd lose to someone like Reiko?
context: It is said that if you damage the characters, you'll hurt the one who has the name as well!\Oh, really?\Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is!\Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko? response:	Weren't you sealed away, though?
context: Oh, really?\Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is!\Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though? response:	A-A-Ah, well, there are some meaningful reasons for that.
context: Then does that mean you're in this too?\Like heck I am!\I'm just telling you how delicate it is!\Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that. response:	No! More importantly,
context: Like heck I am!\I'm just telling you how delicate it is!\Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly, response:	the Book of Friends' power is much more immense than you imagine.
context: I'm just telling you how delicate it is!\Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine. response:	That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.
context: Really?\What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko. response:	You're in danger.
context: What's with those eyes?\Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger. response:	Hello?
context: Do you think I'd lose to someone like Reiko?\Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello? response:	C-Coming!
context: Weren't you sealed away, though?\A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello?\C-Coming! response:	Hello?
context: A-A-Ah, well, there are some meaningful reasons for that.\No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello?\C-Coming!\Hello? response:	Sorry, the person living here is away now.
context: No! More importantly,\the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello?\C-Coming!\Hello?\Sorry, the person living here is away now. response:	So, you are here.
context: the Book of Friends' power is much more immense than you imagine.\That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello?\C-Coming!\Hello?\Sorry, the person living here is away now.\So, you are here. response:	You came back, Reiko.
context: That's why the Ayakashi with their names in it are desperately searching for Natsume Reiko.\You're in danger.\Hello?\C-Coming!\Hello?\Sorry, the person living here is away now.\So, you are here.\You came back, Reiko. response:	Hand me the Book of Friends!
context: You're in danger.\Hello?\C-Coming!\Hello?\Sorry, the person living here is away now.\So, you are here.\You came back, Reiko.\Hand me the Book of Friends! response:	Hello?
context: Hello?\C-Coming!\Hello?\Sorry, the person living here is away now.\So, you are here.\You came back, Reiko.\Hand me the Book of Friends!\Hello? response:	You... Return it!
context: C-Coming!\Hello?\Sorry, the person living here is away now.\So, you are here.\You came back, Reiko.\Hand me the Book of Friends!\Hello?\You... Return it! response:	Ah, geez...
context: Hello?\Sorry, the person living here is away now.\So, you are here.\You came back, Reiko.\Hand me the Book of Friends!\Hello?\You... Return it!\Ah, geez... response:	Nyanko-sensei!
context: Sorry, the person living here is away now.\So, you are here.\You came back, Reiko.\Hand me the Book of Friends!\Hello?\You... Return it!\Ah, geez...\Nyanko-sensei! response:	Where are you planning to go?
context: So, you are here.\You came back, Reiko.\Hand me the Book of Friends!\Hello?\You... Return it!\Ah, geez...\Nyanko-sensei!\Where are you planning to go? response:	Where?
context: You came back, Reiko.\Hand me the Book of Friends!\Hello?\You... Return it!\Ah, geez...\Nyanko-sensei!\Where are you planning to go?\Where? response:	Hide in that bush.
context: Hand me the Book of Friends!\Hello?\You... Return it!\Ah, geez...\Nyanko-sensei!\Where are you planning to go?\Where?\Hide in that bush. response:	Damn...
context: Hello?\You... Return it!\Ah, geez...\Nyanko-sensei!\Where are you planning to go?\Where?\Hide in that bush.\Damn... response:	It's not something a human can manage.
context: You... Return it!\Ah, geez...\Nyanko-sensei!\Where are you planning to go?\Where?\Hide in that bush.\Damn...\It's not something a human can manage. response:	You understand well now, don't you?
context: Ah, geez...\Nyanko-sensei!\Where are you planning to go?\Where?\Hide in that bush.\Damn...\It's not something a human can manage.\You understand well now, don't you? response:	So, give it to me!
context: Nyanko-sensei!\Where are you planning to go?\Where?\Hide in that bush.\Damn...\It's not something a human can manage.\You understand well now, don't you?\So, give it to me! response:	No.
context: Where are you planning to go?\Where?\Hide in that bush.\Damn...\It's not something a human can manage.\You understand well now, don't you?\So, give it to me!\No. response:	Why? You're just a human. Do you plan to supersede the Ayakashi?
context: Where?\Hide in that bush.\Damn...\It's not something a human can manage.\You understand well now, don't you?\So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi? response:	Of course not.
context: Hide in that bush.\Damn...\It's not something a human can manage.\You understand well now, don't you?\So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not. response:	Then what? What other purpose is there besides that for you?
context: Damn...\It's not something a human can manage.\You understand well now, don't you?\So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you? response:	It doesn't concern you.
context: It's not something a human can manage.\You understand well now, don't you?\So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you. response:	I planned to wait until you changed your mind, but forget that.
context: You understand well now, don't you?\So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that. response:	Hand over the Book of Friends!
context: So, give it to me!\No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends! response:	N-No.
context: No.\Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No. response:	You're the one who's going to use it for bad things, aren't you?
context: Why? You're just a human. Do you plan to supersede the Ayakashi?\Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you? response:	Of course! It's such an interesting object.
context: Of course not.\Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object. response:	You're terrible...
context: Then what? What other purpose is there besides that for you?\It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible... response:	Hurry up and hand it over!
context: It doesn't concern you.\I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over! response:	If you don't, I'll crush you!
context: I planned to wait until you changed your mind, but forget that.\Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you! response:	This is...
context: Hand over the Book of Friends!\N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you!\This is... response:	The Book of Friends is...
context: N-No.\You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you!\This is...\The Book of Friends is... response:	It's an important inheritance from my grandmother.
context: You're the one who's going to use it for bad things, aren't you?\Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you!\This is...\The Book of Friends is...\It's an important inheritance from my grandmother. response:	It's true that she couldn't get along with other people.
context: Of course! It's such an interesting object.\You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you!\This is...\The Book of Friends is...\It's an important inheritance from my grandmother.\It's true that she couldn't get along with other people. response:	There are barely any people that remember her.
context: You're terrible...\Hurry up and hand it over!\If you don't, I'll crush you!\This is...\The Book of Friends is...\It's an important inheritance from my grandmother.\It's true that she couldn't get along with other people.\There are barely any people that remember her. response:	She died young,
context: Hurry up and hand it over!\If you don't, I'll crush you!\This is...\The Book of Friends is...\It's an important inheritance from my grandmother.\It's true that she couldn't get along with other people.\There are barely any people that remember her.\She died young, response:	so as her only blood relative, I want to hold on to our link and do it.
context: If you don't, I'll crush you!\This is...\The Book of Friends is...\It's an important inheritance from my grandmother.\It's true that she couldn't get along with other people.\There are barely any people that remember her.\She died young,\so as her only blood relative, I want to hold on to our link and do it. response:	I can't think of it as another person's problem.
context: This is...\The Book of Friends is...\It's an important inheritance from my grandmother.\It's true that she couldn't get along with other people.\There are barely any people that remember her.\She died young,\so as her only blood relative, I want to hold on to our link and do it.\I can't think of it as another person's problem. response:	Hey, I want to return them, so what should I do?
