context: Something Given (Part 1) response:	December.
context: It's time.\It's time.\Let's have a good game.\Let's have a good game.\Let's have a good game.\I lost.\Something Given (Part 2)\I get it. response:	You want to say I gave up in the middle of the game, don't you?
context: It's time.\Let's have a good game.\Let's have a good game.\Let's have a good game.\I lost.\Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you? response:	The match with Mr. Yasui ended all too soon that late afternoon.
context: Let's have a good game.\Let's have a good game.\Let's have a good game.\I lost.\Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon. response:	After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...
context: Let's have a good game.\Let's have a good game.\I lost.\Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e... response:	Ah, yes, yes.
context: Let's have a good game.\I lost.\Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes. response:	Could've gone that way. If I'd noticed, I would've done that.
context: I lost.\Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that. response:	But I didn't notice, so it can't be helped, right?
context: Something Given (Part 2)\I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right? response:	You might've seen it, but I didn't see it, so what good is it?
context: I get it.\You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it? response:	Mr. Yasui continued muttering, as if he was talking to himself.
context: You want to say I gave up in the middle of the game, don't you?\The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself. response:	I was unsettled by the faint smell of alcohol on his breath as he sighed.
context: The match with Mr. Yasui ended all too soon that late afternoon.\After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed. response:	The match began slowly and quietly with a Yagura Opening.
context: After 8-f-Pawn, I could've surprised you, taking your knight at 9-e...\Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening. response:	Carefully... Carefully...
context: Ah, yes, yes.\Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully... response:	From the way he played, I could almost hear him telling that to himself.
context: Could've gone that way. If I'd noticed, I would've done that.\But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself. response:	Don't make a mistake. Don't make a mistake.
context: But I didn't notice, so it can't be helped, right?\You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake. response:	Shogi Hall
context: You might've seen it, but I didn't see it, so what good is it?\Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall response:	However...
context: Mr. Yasui continued muttering, as if he was talking to himself.\I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall\However... response:	After a short pause, he noticed it, too.
context: I was unsettled by the faint smell of alcohol on his breath as he sighed.\The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall\However...\After a short pause, he noticed it, too. response:	But afterwards, if he attacked the king from 8-f-Pawn, who knows?
context: The match began slowly and quietly with a Yagura Opening.\Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall\However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows? response:	If he then pulled his knight back and held out, which side would victory tilt towards?
context: Carefully... Carefully...\From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall\However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards? response:	But then I could see Mr. Yasui's silhouette lose strength and weaken.
context: From the way he played, I could almost hear him telling that to himself.\Don't make a mistake. Don't make a mistake.\Shogi Hall\However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken. response:	Why?
context: Don't make a mistake. Don't make a mistake.\Shogi Hall\However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why? response:	It's not like...
context: Shogi Hall\However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like... response:	It's not like the possibilities have all disappeared.
context: However...\After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like...\It's not like the possibilities have all disappeared. response:	I hear the daughter had one wish.
context: After a short pause, he noticed it, too.\But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish. response:	Wait a second! Why?
context: But afterwards, if he attacked the king from 8-f-Pawn, who knows?\If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why? response:	Why?!
context: If he then pulled his knight back and held out, which side would victory tilt towards?\But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why?\Why?! response:	That easily?
context: But then I could see Mr. Yasui's silhouette lose strength and weaken.\Why?\It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why?\Why?!\That easily? response:	You can't let go!
context: Why?\It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why?\Why?!\That easily?\You can't let go! response:	Your focus, your awareness...
context: It's not like...\It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why?\Why?!\That easily?\You can't let go!\Your focus, your awareness... response:	I want to be with Papa...
context: It's not like the possibilities have all disappeared.\I hear the daughter had one wish.\Wait a second! Why?\Why?!\That easily?\You can't let go!\Your focus, your awareness...\I want to be with Papa... response:	Don't give up such precious things so easily!
context: I hear the daughter had one wish.\Wait a second! Why?\Why?!\That easily?\You can't let go!\Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily! response:	Please...
context: Wait a second! Why?\Why?!\That easily?\You can't let go!\Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily!\Please... response:	I'm begging you!
context: Why?!\That easily?\You can't let go!\Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily!\Please...\I'm begging you! response:	Don't let go!
context: That easily?\You can't let go!\Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily!\Please...\I'm begging you!\Don't let go! response:	Shogi Hall
context: You can't let go!\Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily!\Please...\I'm begging you!\Don't let go!\Shogi Hall response:	I lost.
context: Your focus, your awareness...\I want to be with Papa...\Don't give up such precious things so easily!\Please...\I'm begging you!\Don't let go!\Shogi Hall\I lost. response:	I think that's enough for a post-match review.
context: I want to be with Papa...\Don't give up such precious things so easily!\Please...\I'm begging you!\Don't let go!\Shogi Hall\I lost.\I think that's enough for a post-match review. response:	I've had enough for today.
context: Don't give up such precious things so easily!\Please...\I'm begging you!\Don't let go!\Shogi Hall\I lost.\I think that's enough for a post-match review.\I've had enough for today. response:	Mr. Yasui! Mr. Yasui!
context: Please...\I'm begging you!\Don't let go!\Shogi Hall\I lost.\I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui! response:	He's gone...
context: I'm begging you!\Don't let go!\Shogi Hall\I lost.\I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone... response:	Which way did he go?
context: Don't let go!\Shogi Hall\I lost.\I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go? response:	There he is!
context: Shogi Hall\I lost.\I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go?\There he is! response:	Where's he going? The station isn't that way.
context: I lost.\I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go?\There he is!\Where's he going? The station isn't that way. response:	Mr. Yasui!
context: I think that's enough for a post-match review.\I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go?\There he is!\Where's he going? The station isn't that way.\Mr. Yasui! response:	Um... Here.
context: I've had enough for today.\Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go?\There he is!\Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here. response:	That ain't mine.
context: Mr. Yasui! Mr. Yasui!\He's gone...\Which way did he go?\There he is!\Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here.\That ain't mine. response:	Never seen it.
context: He's gone...\Which way did he go?\There he is!\Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here.\That ain't mine.\Never seen it. response:	Mr. Yasui!
context: Which way did he go?\There he is!\Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here.\That ain't mine.\Never seen it.\Mr. Yasui! response:	All right! Shut up, already!
context: There he is!\Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here.\That ain't mine.\Never seen it.\Mr. Yasui!\All right! Shut up, already! response:	And this was our last Christmas...
context: Where's he going? The station isn't that way.\Mr. Yasui!\Um... Here.\That ain't mine.\Never seen it.\Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas... response:	Is everything my fault?
context: Mr. Yasui!\Um... Here.\That ain't mine.\Never seen it.\Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas...\Is everything my fault? response:	Then what should I have done?
context: Um... Here.\That ain't mine.\Never seen it.\Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas...\Is everything my fault?\Then what should I have done? response:	Go to hell!
context: That ain't mine.\Never seen it.\Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas...\Is everything my fault?\Then what should I have done?\Go to hell! response:	It's your own fault for being weak!
context: Never seen it.\Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas...\Is everything my fault?\Then what should I have done?\Go to hell!\It's your own fault for being weak! response:	You lost because you were weak!
context: Mr. Yasui!\All right! Shut up, already!\And this was our last Christmas...\Is everything my fault?\Then what should I have done?\Go to hell!\It's your own fault for being weak!\You lost because you were weak! response:	Practice! I can tell when you don't!
context: All right! Shut up, already!\And this was our last Christmas...\Is everything my fault?\Then what should I have done?\Go to hell!\It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't! response:	If you say I know, but I can't, then just quit!
context: And this was our last Christmas...\Is everything my fault?\Then what should I have done?\Go to hell!\It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit! response:	Don't come!
context: Is everything my fault?\Then what should I have done?\Go to hell!\It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come! response:	For me, everything's on the line!
context: Then what should I have done?\Go to hell!\It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line! response:	Because I don't have anything else!
context: Go to hell!\It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line!\Because I don't have anything else! response:	Nothing but shogi!
context: It's your own fault for being weak!\You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi! response:	Don't drink booze to escape!
context: You lost because you were weak!\Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape! response:	I have no use for weak players!
context: Practice! I can tell when you don't!\If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players! response:	If you're going to run away...
context: If you say I know, but I can't, then just quit!\Don't come!\For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players!\If you're going to run away... response:	If you can run away...
context: Don't come!\For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players!\If you're going to run away...\If you can run away... response:	I said I had no reason to fight,
context: For me, everything's on the line!\Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players!\If you're going to run away...\If you can run away...\I said I had no reason to fight, response:	but the truth is,
context: Because I don't have anything else!\Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players!\If you're going to run away...\If you can run away...\I said I had no reason to fight,\but the truth is, response:	I know that a beast lives within me.
context: Nothing but shogi!\Don't drink booze to escape!\I have no use for weak players!\If you're going to run away...\If you can run away...\I said I had no reason to fight,\but the truth is,\I know that a beast lives within me. response:	It's a rampaging beast that would bite off everything in sight to survive.
context: Don't drink booze to escape!\I have no use for weak players!\If you're going to run away...\If you can run away...\I said I had no reason to fight,\but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive. response:	When the battle begins, no matter what,
context: I have no use for weak players!\If you're going to run away...\If you can run away...\I said I had no reason to fight,\but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what, response:	its hand reaches out towards the path of survival.
context: If you're going to run away...\If you can run away...\I said I had no reason to fight,\but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival. response:	Even if it means misery for others.
context: If you can run away...\I said I had no reason to fight,\but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others. response:	No matter what kind of world awaits...
context: I said I had no reason to fight,\but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits... response:	Something Given (Part 2)
context: but the truth is,\I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2) response:	Next Episode Preview
context: I know that a beast lives within me.\It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview response:	Episode 11
context: It's a rampaging beast that would bite off everything in sight to survive.\When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview\Episode 11 response:	Yay! Rei's house!
context: When the battle begins, no matter what,\its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview\Episode 11\Yay! Rei's house! response:	Here, Rei. Stretch out your neck, please.
context: its hand reaches out towards the path of survival.\Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview\Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please. response:	Rei? Rei, is that you?
context: Even if it means misery for others.\No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview\Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you? response:	Are you okay?
context: No matter what kind of world awaits...\Something Given (Part 2)\Next Episode Preview\Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay? response:	I'm an idiot.
context: Something Given (Part 2)\Next Episode Preview\Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay?\I'm an idiot. response:	That's not true. I wanted you to come over.
context: Next Episode Preview\Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay?\I'm an idiot.\That's not true. I wanted you to come over. response:	You're the one who helped me.
context: Episode 11\Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay?\I'm an idiot.\That's not true. I wanted you to come over.\You're the one who helped me. response:	Don't miss the next episode of March Comes in Like a Lion.
context: Yay! Rei's house!\Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay?\I'm an idiot.\That's not true. I wanted you to come over.\You're the one who helped me.\Don't miss the next episode of March Comes in Like a Lion. response:	I hope everyone watches our great performances!
context: Here, Rei. Stretch out your neck, please.\Rei? Rei, is that you?\Are you okay?\I'm an idiot.\That's not true. I wanted you to come over.\You're the one who helped me.\Don't miss the next episode of March Comes in Like a Lion.\I hope everyone watches our great performances! response:	M-Mr. Hayashida...
