context: Good morning, sir. response:	Do you know what the most important trick to living in this country is, Stevens?
context: Boarding school?\You're not going!\A state school, miss. Some strange new changes have been made to the school system.\I'm losing my helper to the education board.\Besides, no one wants to marry an educated woman!\It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth. response:	Having an education doesn't ensure your future.
context: You're not going!\A state school, miss. Some strange new changes have been made to the school system.\I'm losing my helper to the education board.\Besides, no one wants to marry an educated woman!\It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future. response:	Here you go.
context: A state school, miss. Some strange new changes have been made to the school system.\I'm losing my helper to the education board.\Besides, no one wants to marry an educated woman!\It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go. response:	Study hard, okay?
context: I'm losing my helper to the education board.\Besides, no one wants to marry an educated woman!\It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go.\Study hard, okay? response:	I will!
context: Besides, no one wants to marry an educated woman!\It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go.\Study hard, okay?\I will! response:	Please come again!
context: It's fine!\We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go.\Study hard, okay?\I will!\Please come again! response:	Please come again!
context: We're in the era of learning.\If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go.\Study hard, okay?\I will!\Please come again!\Please come again! response:	Again!
context: If a girl can recite a piece of poetry, she might even attract a man of noble birth.\Having an education doesn't ensure your future.\Here you go.\Study hard, okay?\I will!\Please come again!\Please come again!\Again! response:	Good day!
context: Having an education doesn't ensure your future.\Here you go.\Study hard, okay?\I will!\Please come again!\Please come again!\Again!\Good day! response:	A letter, miss.
context: Here you go.\Study hard, okay?\I will!\Please come again!\Please come again!\Again!\Good day!\A letter, miss. response:	Thank you.
context: Study hard, okay?\I will!\Please come again!\Please come again!\Again!\Good day!\A letter, miss.\Thank you. response:	Yes?
context: I will!\Please come again!\Please come again!\Again!\Good day!\A letter, miss.\Thank you.\Yes? response:	A letter, ma'am.
context: Please come again!\Please come again!\Again!\Good day!\A letter, miss.\Thank you.\Yes?\A letter, ma'am. response:	Well now.
context: Please come again!\Again!\Good day!\A letter, miss.\Thank you.\Yes?\A letter, ma'am.\Well now. response:	What a splendid envelope.
context: Again!\Good day!\A letter, miss.\Thank you.\Yes?\A letter, ma'am.\Well now.\What a splendid envelope. response:	Oh, this is a rare honor.
context: Good day!\A letter, miss.\Thank you.\Yes?\A letter, ma'am.\Well now.\What a splendid envelope.\Oh, this is a rare honor. response:	Here, ma'am.
context: A letter, miss.\Thank you.\Yes?\A letter, ma'am.\Well now.\What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am. response:	Thank you.
context: Thank you.\Yes?\A letter, ma'am.\Well now.\What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am.\Thank you. response:	I went to the market today.
context: Yes?\A letter, ma'am.\Well now.\What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am.\Thank you.\I went to the market today. response:	It seems the price of vegetables has gone down recently.
context: A letter, ma'am.\Well now.\What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am.\Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently. response:	Is that so...
context: Well now.\What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am.\Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so... response:	I've been making puddings for dinner so often lately...
context: What a splendid envelope.\Oh, this is a rare honor.\Here, ma'am.\Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately... response:	Emma.
context: Oh, this is a rare honor.\Here, ma'am.\Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately...\Emma. response:	Mr. Jones and his son are calling in to see me.
context: Here, ma'am.\Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me. response:	There was no need for you to come...
context: Thank you.\I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come... response:	I've been meaning to call upon her anyway. It's fine.
context: I went to the market today.\It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine. response:	It'll be enough if I just visit by myself...
context: It seems the price of vegetables has gone down recently.\Is that so...\I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself... response:	William!
context: Is that so...\I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William! response:	You need to learn a bit more about manners.
context: I've been making puddings for dinner so often lately...\Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners. response:	You never even visited your governess until I told you to do so.
context: Emma.\Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so. response:	I am grateful for that advice at least.
context: Mr. Jones and his son are calling in to see me.\There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least. response:	It appears they have arrived.
context: There was no need for you to come...\I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived. response:	Mr. Jones.
context: I've been meaning to call upon her anyway. It's fine.\It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones. response:	We've been waiting for you, sir. Right this way.
context: It'll be enough if I just visit by myself...\William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way. response:	It's been too long!
context: William!\You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long! response:	I didn't expect you come all this way.
context: You need to learn a bit more about manners.\You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way. response:	Forgive me for not standing up.
context: You never even visited your governess until I told you to do so.\I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up. response:	Not at all, Mrs. Stownar.
context: I am grateful for that advice at least.\It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar. response:	Please have a seat.
context: It appears they have arrived.\Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat. response:	William.
context: Mr. Jones.\We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat.\William. response:	Er... yes.
context: We've been waiting for you, sir. Right this way.\It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat.\William.\Er... yes. response:	It's been a long time, Mr. Jones. You haven't changed.
context: It's been too long!\I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat.\William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed. response:	You look surprisingly well.
context: I didn't expect you come all this way.\Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat.\William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well. response:	I merely twisted my leg. It's nothing serious.
context: Forgive me for not standing up.\Not at all, Mrs. Stownar.\Please have a seat.\William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious. response:	William said nothing about it. I apologize for not visiting sooner.
context: Not at all, Mrs. Stownar.\Please have a seat.\William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner. response:	Please, think nothing of it.
context: Please have a seat.\William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it. response:	I'm afraid my son has no manners.
context: William.\Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners. response:	He must have been so troublesome.
context: Er... yes.\It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome. response:	Oh, not at all. He was a fine student.
context: It's been a long time, Mr. Jones. You haven't changed.\You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student. response:	He just suffered from a slight lack of concentration.
context: You look surprisingly well.\I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration. response:	I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.
context: I merely twisted my leg. It's nothing serious.\William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character. response:	I keep cautioning him about it,
context: William said nothing about it. I apologize for not visiting sooner.\Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it, response:	but unfortunately he lacks a sense of self-awareness.
context: Please, think nothing of it.\I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness. response:	You can't blame him. He's of a certain age.
context: I'm afraid my son has no manners.\He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age. response:	I think it's about time for William to take...
context: He must have been so troublesome.\Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take... response:	Emma.
context: Oh, not at all. He was a fine student.\He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma. response:	The scones.
context: He just suffered from a slight lack of concentration.\I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma.\The scones. response:	Y-Yes, ma'am.
context: I'm certainly glad to hear that, but William can be complacent. It's a flaw in his character.\I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma.\The scones.\Y-Yes, ma'am. response:	I think it's about time for William to take charge of the family business.
context: I keep cautioning him about it,\but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma.\The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business. response:	Although I am very healthy at present,
context: but unfortunately he lacks a sense of self-awareness.\You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma.\The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present, response:	I may meet with an accident like yours at any time.
context: You can't blame him. He's of a certain age.\I think it's about time for William to take...\Emma.\The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time. response:	Father!
context: I think it's about time for William to take...\Emma.\The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father! response:	That is true.
context: Emma.\The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father!\That is true. response:	I tried to be careful...
context: The scones.\Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father!\That is true.\I tried to be careful... response:	So when I consider what could happen, it makes me very uneasy.
context: Y-Yes, ma'am.\I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father!\That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy. response:	I think William will mature if he takes on some responsibility.
context: I think it's about time for William to take charge of the family business.\Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father!\That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility. response:	I'm also arranging a match for him.
context: Although I am very healthy at present,\I may meet with an accident like yours at any time.\Father!\That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him. response:	There's a certain lady who would like William to take her daughter's hand in marriage.
context: I may meet with an accident like yours at any time.\Father!\That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage. response:	Wait a minute! What are you talking about?
context: Father!\That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about? response:	This is the first I've heard of it!
context: That is true.\I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it! response:	Of course. These matters have to be discussed by the parents first.
context: I tried to be careful...\So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first. response:	Who are you talking about?
context: So when I consider what could happen, it makes me very uneasy.\I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about? response:	Mrs. Campbell's daughter.
context: I think William will mature if he takes on some responsibility.\I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter. response:	What?
context: I'm also arranging a match for him.\There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter.\What? response:	This isn't 50 years ago.
context: There's a certain lady who would like William to take her daughter's hand in marriage.\Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter.\What?\This isn't 50 years ago. response:	Just because the parents have made up their minds about marriage,
context: Wait a minute! What are you talking about?\This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter.\What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage, response:	it doesn't mean the children must comply with their wishes.
context: This is the first I've heard of it!\Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter.\What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes. response:	Is there someone you have your heart set upon?
context: Of course. These matters have to be discussed by the parents first.\Who are you talking about?\Mrs. Campbell's daughter.\What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon? response:	Wha-?
context: Who are you talking about?\Mrs. Campbell's daughter.\What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-? response:	Well? Is there?
context: Mrs. Campbell's daughter.\What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-?\Well? Is there? response:	Well, you see...
context: What?\This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-?\Well? Is there?\Well, you see... response:	I assume she is a lady worthy of joining the Jones family.
context: This isn't 50 years ago.\Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-?\Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family. response:	Emma!
context: Just because the parents have made up their minds about marriage,\it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-?\Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma! response:	I'm sorry, ma'am.
context: it doesn't mean the children must comply with their wishes.\Is there someone you have your heart set upon?\Wha-?\Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am. response:	Your personal feelings are important, of course.
context: Is there someone you have your heart set upon?\Wha-?\Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course. response:	But you must marry someone from the same country.
context: Wha-?\Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country. response:	She's not a foreigner, father.
context: Well? Is there?\Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father. response:	England is one nation, but there are two countries within it.
context: Well, you see...\I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it. response:	In other words, the aristocracy and the commoners.
context: I assume she is a lady worthy of joining the Jones family.\Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners. response:	Although these two countries share the same language, they are divided.
context: Emma!\I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners.\Although these two countries share the same language, they are divided. response:	Mr. Jones!
context: I'm sorry, ma'am.\Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners.\Although these two countries share the same language, they are divided.\Mr. Jones! response:	Forgive me... This is not a subject we should be discussing here.
context: Your personal feelings are important, of course.\But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners.\Although these two countries share the same language, they are divided.\Mr. Jones!\Forgive me... This is not a subject we should be discussing here. response:	We'd best be on our way.
context: But you must marry someone from the same country.\She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners.\Although these two countries share the same language, they are divided.\Mr. Jones!\Forgive me... This is not a subject we should be discussing here.\We'd best be on our way. response:	William!
context: She's not a foreigner, father.\England is one nation, but there are two countries within it.\In other words, the aristocracy and the commoners.\Although these two countries share the same language, they are divided.\Mr. Jones!\Forgive me... This is not a subject we should be discussing here.\We'd best be on our way.\William! response:	Next Episode: Crystal Palace
