context: Hm? response:	You got it?
context: It's an important concept, so I'll say it a third time.\Antithesis!\Eventually, you'll fall into death's embrace anyway, so it's stupid to be bound by useless ideals.\We should be driven by things like our desires, instincts, and impulses.\That's how it should be.\And at the end, we all die, just the same.\Get it?\I'm going. response:	Listen!
context: Antithesis!\Eventually, you'll fall into death's embrace anyway, so it's stupid to be bound by useless ideals.\We should be driven by things like our desires, instincts, and impulses.\That's how it should be.\And at the end, we all die, just the same.\Get it?\I'm going.\Listen! response:	I'm listening, I'm listening.
context: Eventually, you'll fall into death's embrace anyway, so it's stupid to be bound by useless ideals.\We should be driven by things like our desires, instincts, and impulses.\That's how it should be.\And at the end, we all die, just the same.\Get it?\I'm going.\Listen!\I'm listening, I'm listening. response:	No you're not!
context: We should be driven by things like our desires, instincts, and impulses.\That's how it should be.\And at the end, we all die, just the same.\Get it?\I'm going.\Listen!\I'm listening, I'm listening.\No you're not! response:	Ohm, Rel, Ect, Nemun, Dash!
context: That's how it should be.\And at the end, we all die, just the same.\Get it?\I'm going.\Listen!\I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash! response:	That's Shihoru's new skill, Shadow Bond.
context: And at the end, we all die, just the same.\Get it?\I'm going.\Listen!\I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond. response:	The enemy can't move, as if their legs are stuck to the ground.
context: Get it?\I'm going.\Listen!\I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground. response:	Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.
context: I'm going.\Listen!\I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is. response:	Strong opponents can forcefully break free from the spell, though.
context: Listen!\I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though. response:	C'mon!
context: I'm listening, I'm listening.\No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon! response:	Thanks!
context: No you're not!\Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks! response:	It's here.
context: Ohm, Rel, Ect, Nemun, Dash!\That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks!\It's here. response:	I know what to do.
context: That's Shihoru's new skill, Shadow Bond.\The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks!\It's here.\I know what to do. response:	I just need to follow it.
context: The enemy can't move, as if their legs are stuck to the ground.\Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks!\It's here.\I know what to do.\I just need to follow it. response:	When I see the streak, I need to breathe calmly.
context: Just like Sleepy Shadow, it becomes less effective the more worked up the opponent is.\Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks!\It's here.\I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly. response:	If I change my breathing patterns, it'll disappear.
context: Strong opponents can forcefully break free from the spell, though.\C'mon!\Thanks!\It's here.\I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear. response:	I can't strain either.
context: C'mon!\Thanks!\It's here.\I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either. response:	There's no time to think that I can't miss this chance.
context: Thanks!\It's here.\I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance. response:	When I see the streak, my body is already moving.
context: It's here.\I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving. response:	That's how it should feel.
context: I know what to do.\I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel. response:	If not, it won't succeed.
context: I just need to follow it.\When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed. response:	Your new spell is amazing, Shihoru.
context: When I see the streak, I need to breathe calmly.\If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru. response:	Th-Thanks.
context: If I change my breathing patterns, it'll disappear.\I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks. response:	These normal kobolds were nothing, too.
context: I can't strain either.\There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too. response:	It won't be this easy from the third layer down because of the elders.
context: There's no time to think that I can't miss this chance.\When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders. response:	They're armed and fight using tactics.
context: When I see the streak, my body is already moving.\That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics. response:	Why are you spacing out?
context: That's how it should feel.\If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out? response:	Aren't we going?
context: If not, it won't succeed.\Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out?\Aren't we going? response:	No.
context: Your new spell is amazing, Shihoru.\Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out?\Aren't we going?\No. response:	Let's return to Ortana for now.
context: Th-Thanks.\These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out?\Aren't we going?\No.\Let's return to Ortana for now. response:	What?
context: These normal kobolds were nothing, too.\It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out?\Aren't we going?\No.\Let's return to Ortana for now.\What? response:	It's not like we can't get back.
context: It won't be this easy from the third layer down because of the elders.\They're armed and fight using tactics.\Why are you spacing out?\Aren't we going?\No.\Let's return to Ortana for now.\What?\It's not like we can't get back. response:	I'm afraid of getting used to this place and becoming complacent.
context: They're armed and fight using tactics.\Why are you spacing out?\Aren't we going?\No.\Let's return to Ortana for now.\What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent. response:	What, that's boring.
context: Why are you spacing out?\Aren't we going?\No.\Let's return to Ortana for now.\What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring. response:	Merry?
context: Aren't we going?\No.\Let's return to Ortana for now.\What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry? response:	I'm fine.
context: No.\Let's return to Ortana for now.\What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry?\I'm fine. response:	I'm all right.
context: Let's return to Ortana for now.\What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry?\I'm fine.\I'm all right. response:	If we're talking about compatibility, Ranta and I aren't very much so.
context: What?\It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry?\I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so. response:	We were this close to starting a fight today.
context: It's not like we can't get back.\I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry?\I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today. response:	He doesn't seem to be getting along with Yume, Shihoru, or Merry either.
context: I'm afraid of getting used to this place and becoming complacent.\What, that's boring.\Merry?\I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either. response:	Can I just leave him as he is?
context: What, that's boring.\Merry?\I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is? response:	I guess I'm the leader, though.
context: Merry?\I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though. response:	What would Manato have done?
context: I'm fine.\I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done? response:	It's not like Manato really liked Ranta that much, either.
context: I'm all right.\If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either. response:	Maybe Manato didn't judge him by whether he liked Ranta or not.
context: If we're talking about compatibility, Ranta and I aren't very much so.\We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not. response:	It didn't seem like Ranta was as defiant with Manato.
context: We were this close to starting a fight today.\He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato. response:	He was pretty shaken up when Manato died, too.
context: He doesn't seem to be getting along with Yume, Shihoru, or Merry either.\Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too. response:	What's the difference between Manato and me?
context: Can I just leave him as he is?\I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me? response:	Ranta?
context: I guess I'm the leader, though.\What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta? response:	What is it?
context: What would Manato have done?\It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta?\What is it? response:	Can we... talk?
context: It's not like Manato really liked Ranta that much, either.\Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta?\What is it?\Can we... talk? response:	Maybe not here.
context: Maybe Manato didn't judge him by whether he liked Ranta or not.\It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta?\What is it?\Can we... talk?\Maybe not here. response:	Want to go outside?
context: It didn't seem like Ranta was as defiant with Manato.\He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta?\What is it?\Can we... talk?\Maybe not here.\Want to go outside? response:	I guess.
context: He was pretty shaken up when Manato died, too.\What's the difference between Manato and me?\Ranta?\What is it?\Can we... talk?\Maybe not here.\Want to go outside?\I guess. response:	I initiated this... but I don't know what to say.
context: What's the difference between Manato and me?\Ranta?\What is it?\Can we... talk?\Maybe not here.\Want to go outside?\I guess.\I initiated this... but I don't know what to say. response:	I feel there are things we need to talk about, though.
context: Ranta?\What is it?\Can we... talk?\Maybe not here.\Want to go outside?\I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though. response:	How do you...
context: What is it?\Can we... talk?\Maybe not here.\Want to go outside?\I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you... response:	Well... how do you feel about things?
context: Can we... talk?\Maybe not here.\Want to go outside?\I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things? response:	Like about our party.
context: Maybe not here.\Want to go outside?\I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things?\Like about our party. response:	Our party is our party.
context: Want to go outside?\I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things?\Like about our party.\Our party is our party. response:	Nothing more, nothing less.
context: I guess.\I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things?\Like about our party.\Our party is our party.\Nothing more, nothing less. response:	What's that nothing more, nothing less mean?
context: I initiated this... but I don't know what to say.\I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things?\Like about our party.\Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean? response:	What?
context: I feel there are things we need to talk about, though.\How do you...\Well... how do you feel about things?\Like about our party.\Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean?\What? response:	I feel I've been properly fulfilling my duties to the party.
context: How do you...\Well... how do you feel about things?\Like about our party.\Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party. response:	You have?
context: Well... how do you feel about things?\Like about our party.\Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party.\You have? response:	Didn't you see?
context: Like about our party.\Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see? response:	Like today, I proved I could take on an opponent single-handedly.
context: Our party is our party.\Nothing more, nothing less.\What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly. response:	That?
context: Nothing more, nothing less.\What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That? response:	That would've been over in an instant if we had all surrounded it.
context: What's that nothing more, nothing less mean?\What?\I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it. response:	Can you guarantee that we'll always be able to do that?
context: What?\I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that? response:	Of course not.
context: I feel I've been properly fulfilling my duties to the party.\You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not. response:	If I can reliably take one on by myself, we can what... broaden our tactics.
context: You have?\Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics. response:	That doesn't mean
context: Didn't you see?\Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean response:	No, I'm getting too worked up.
context: Like today, I proved I could take on an opponent single-handedly.\That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up. response:	So he's been thinking about things in his own way.
context: That?\That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way. response:	I do think that Ranta functions as our secondary tank.
context: That would've been over in an instant if we had all surrounded it.\Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank. response:	This is something that Yume and I can't do.
context: Can you guarantee that we'll always be able to do that?\Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do. response:	And of course we can't make Merry do it.
context: Of course not.\If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it. response:	Manato died and Merry joined.
context: If I can reliably take one on by myself, we can what... broaden our tactics.\That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined. response:	He's been thinking about his role in this party in his own way.
context: That doesn't mean\No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way. response:	But that doesn't mean...
context: No, I'm getting too worked up.\So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean... response:	I wouldn't have known that unless you told me now.
context: So he's been thinking about things in his own way.\I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now. response:	It'd have been too late after the fact if something were to happen.
context: I do think that Ranta functions as our secondary tank.\This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen. response:	So I have to consult with you for every single thing?
context: This is something that Yume and I can't do.\And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing? response:	That's not what I mean, but I'm saying that there are things I won't know unless you say them.
context: And of course we can't make Merry do it.\Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them. response:	On top of everything, you're... easily misunderstood, you know?
context: Manato died and Merry joined.\He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know? response:	It's not like you think it's a misunderstanding.
context: He's been thinking about his role in this party in his own way.\But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding. response:	Huh?
context: But that doesn't mean...\I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh? response:	What you're really saying is that it's my fault.
context: I wouldn't have known that unless you told me now.\It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault. response:	What, because I'm misunderstood?
context: It'd have been too late after the fact if something were to happen.\So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood? response:	Then, whose fault is it?
context: So I have to consult with you for every single thing?\That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it? response:	Mine? Yume's?
context: That's not what I mean, but I'm saying that there are things I won't know unless you say them.\On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's? response:	Shihoru's fault? Moguzo's?
context: On top of everything, you're... easily misunderstood, you know?\It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's? response:	Or Merry's?!
context: It's not like you think it's a misunderstanding.\Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?! response:	What?!
context: Huh?\What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?!\What?! response:	We're working as a team...
context: What you're really saying is that it's my fault.\What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?!\What?!\We're working as a team... response:	And I'm not working as a team?
context: What, because I'm misunderstood?\Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?!\What?!\We're working as a team...\And I'm not working as a team? response:	You think you are?
context: Then, whose fault is it?\Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?!\What?!\We're working as a team...\And I'm not working as a team?\You think you are? response:	Hell, no.
context: Mine? Yume's?\Shihoru's fault? Moguzo's?\Or Merry's?!\What?!\We're working as a team...\And I'm not working as a team?\You think you are?\Hell, no. response:	You don't think so either?
context: Shihoru's fault? Moguzo's?\Or Merry's?!\What?!\We're working as a team...\And I'm not working as a team?\You think you are?\Hell, no.\You don't think so either? response:	Everybody has their strengths and weaknesses.
context: Or Merry's?!\What?!\We're working as a team...\And I'm not working as a team?\You think you are?\Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses. response:	What about you, Haruhiro?
context: What?!\We're working as a team...\And I'm not working as a team?\You think you are?\Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro? response:	What are your weaknesses?
context: We're working as a team...\And I'm not working as a team?\You think you are?\Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses? response:	My...
context: And I'm not working as a team?\You think you are?\Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses?\My... response:	I have those.
context: You think you are?\Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses?\My...\I have those. response:	I almost don't think I have any strengths.
context: Hell, no.\You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses?\My...\I have those.\I almost don't think I have any strengths. response:	Why do I have to tell you?
context: You don't think so either?\Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses?\My...\I have those.\I almost don't think I have any strengths.\Why do I have to tell you? response:	So you won't say a word when it's about yourself?
context: Everybody has their strengths and weaknesses.\What about you, Haruhiro?\What are your weaknesses?\My...\I have those.\I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself? response:	Have I complained about your weaknesses?
context: What about you, Haruhiro?\What are your weaknesses?\My...\I have those.\I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses? response:	Hm?
context: What are your weaknesses?\My...\I have those.\I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm? response:	Listen up, Haruhiro.
context: My...\I have those.\I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro. response:	It's because you happened to bring this stuff up that I'm saying this.
context: I have those.\I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this. response:	If not, then I would've never brought it up myself.
context: I almost don't think I have any strengths.\Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself. response:	I'm not interested in being all chummy with you guys.
context: Why do I have to tell you?\So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys. response:	You guys can go play pretend friends without me.
context: So you won't say a word when it's about yourself?\Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me. response:	If you guys hate me, go ahead and hate me. I'm fine with it.
context: Have I complained about your weaknesses?\Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it. response:	We're a party, so I'll fulfill my duty to the party.
