context: I have a reliable friend who can protect you in my stead. response:	You do?
context: You seem quite close.\Boy is it hot.\Thanks, you can put it down anywhere.\You must be drenched in sweat.\Would you like to take a bath?\No, thank you, I'm fine.\All right.\Oh, yeah! response:	One second.
context: Boy is it hot.\Thanks, you can put it down anywhere.\You must be drenched in sweat.\Would you like to take a bath?\No, thank you, I'm fine.\All right.\Oh, yeah!\One second. response:	Where was it...
context: Thanks, you can put it down anywhere.\You must be drenched in sweat.\Would you like to take a bath?\No, thank you, I'm fine.\All right.\Oh, yeah!\One second.\Where was it... response:	Schoo Albu
context: You must be drenched in sweat.\Would you like to take a bath?\No, thank you, I'm fine.\All right.\Oh, yeah!\One second.\Where was it...\Schoo Albu response:	Here!
context: Would you like to take a bath?\No, thank you, I'm fine.\All right.\Oh, yeah!\One second.\Where was it...\Schoo Albu\Here! response:	What is that?
context: No, thank you, I'm fine.\All right.\Oh, yeah!\One second.\Where was it...\Schoo Albu\Here!\What is that? response:	I happen to be an alumni of Shira High, myself.
context: All right.\Oh, yeah!\One second.\Where was it...\Schoo Albu\Here!\What is that?\I happen to be an alumni of Shira High, myself. response:	Back then, Shira High or Kama High
context: Oh, yeah!\One second.\Where was it...\Schoo Albu\Here!\What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High response:	were the only choices for schools around here.
context: One second.\Where was it...\Schoo Albu\Here!\What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here. response:	Found it.
context: Where was it...\Schoo Albu\Here!\What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here.\Found it. response:	Isn't this your mother, Mahiru-senpai?
context: Schoo Albu\Here!\What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai? response:	Congratulations On Your Victory, Choir Club!
context: Here!\What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club! response:	That's her!
context: What is that?\I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her! response:	I knew it.
context: I happen to be an alumni of Shira High, myself.\Back then, Shira High or Kama High\were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her!\I knew it. response:	She was one year ahead of me.
context: Back then, Shira High or Kama High\were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her!\I knew it.\She was one year ahead of me. response:	Here's Takakura-senpai.
context: were the only choices for schools around here.\Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her!\I knew it.\She was one year ahead of me.\Here's Takakura-senpai. response:	Isn't Takakura Naoko the vice principal now?
context: Found it.\Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her!\I knew it.\She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now? response:	I'll make a nice copy of that, so come pick it up sometime.
context: Isn't this your mother, Mahiru-senpai?\Congratulations On Your Victory, Choir Club!\That's her!\I knew it.\She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime. response:	Thank you!
context: Congratulations On Your Victory, Choir Club!\That's her!\I knew it.\She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you! response:	Were you all in choir together?
context: That's her!\I knew it.\She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together? response:	Yep!
context: I knew it.\She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together?\Yep! response:	They took that photo after we won the national competition.
context: She was one year ahead of me.\Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together?\Yep!\They took that photo after we won the national competition. response:	Your mother never told you?
context: Here's Takakura-senpai.\Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together?\Yep!\They took that photo after we won the national competition.\Your mother never told you? response:	She wasn't told about her illness?
context: Isn't Takakura Naoko the vice principal now?\I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together?\Yep!\They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness? response:	No.
context: I'll make a nice copy of that, so come pick it up sometime.\Thank you!\Were you all in choir together?\Yep!\They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness?\No. response:	Because she was in the midst of entrance exams.
context: Thank you!\Were you all in choir together?\Yep!\They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness?\No.\Because she was in the midst of entrance exams. response:	I see.
context: Were you all in choir together?\Yep!\They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness?\No.\Because she was in the midst of entrance exams.\I see. response:	Excuse me a moment.
context: Yep!\They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness?\No.\Because she was in the midst of entrance exams.\I see.\Excuse me a moment. response:	I'll do that.
context: They took that photo after we won the national competition.\Your mother never told you?\She wasn't told about her illness?\No.\Because she was in the midst of entrance exams.\I see.\Excuse me a moment.\I'll do that. response:	I'm back.
context: Your mother never told you?\She wasn't told about her illness?\No.\Because she was in the midst of entrance exams.\I see.\Excuse me a moment.\I'll do that.\I'm back. response:	Dad, want me to make dinner tonight?
context: She wasn't told about her illness?\No.\Because she was in the midst of entrance exams.\I see.\Excuse me a moment.\I'll do that.\I'm back.\Dad, want me to make dinner tonight? response:	Uh, yeah, would you?
context: No.\Because she was in the midst of entrance exams.\I see.\Excuse me a moment.\I'll do that.\I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you? response:	Slow day?
context: Because she was in the midst of entrance exams.\I see.\Excuse me a moment.\I'll do that.\I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day? response:	No, it's very busy!
context: I see.\Excuse me a moment.\I'll do that.\I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day?\No, it's very busy! response:	Be more careful.
context: Excuse me a moment.\I'll do that.\I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day?\No, it's very busy!\Be more careful. response:	Sorry, sorry.
context: I'll do that.\I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day?\No, it's very busy!\Be more careful.\Sorry, sorry. response:	I was so scared when they told me you collapsed.
context: I'm back.\Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day?\No, it's very busy!\Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed. response:	Everyone's overreacting.
context: Dad, want me to make dinner tonight?\Uh, yeah, would you?\Slow day?\No, it's very busy!\Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting. response:	But you'll be discharged soon, right?
context: Uh, yeah, would you?\Slow day?\No, it's very busy!\Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right? response:	I'm going to get a cloth.
context: Slow day?\No, it's very busy!\Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth. response:	You need to take better care of yourself, Mom.
context: No, it's very busy!\Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom. response:	I bet writing a song with you would perk me up.
context: Be more careful.\Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up. response:	Look!
context: Sorry, sorry.\I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look! response:	You could tell me your ideas,
context: I was so scared when they told me you collapsed.\Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look!\You could tell me your ideas, response:	and what you think about
context: Everyone's overreacting.\But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look!\You could tell me your ideas,\and what you think about response:	I don't have time for that!
context: But you'll be discharged soon, right?\I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look!\You could tell me your ideas,\and what you think about\I don't have time for that! response:	Exams are coming up!
context: I'm going to get a cloth.\You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look!\You could tell me your ideas,\and what you think about\I don't have time for that!\Exams are coming up! response:	Then why don't we sing?
context: You need to take better care of yourself, Mom.\I bet writing a song with you would perk me up.\Look!\You could tell me your ideas,\and what you think about\I don't have time for that!\Exams are coming up!\Then why don't we sing? response:	I'm not in the mood!
context: I bet writing a song with you would perk me up.\Look!\You could tell me your ideas,\and what you think about\I don't have time for that!\Exams are coming up!\Then why don't we sing?\I'm not in the mood! response:	You won't be able to put in your best effort if you're so grumpy.
context: Look!\You could tell me your ideas,\and what you think about\I don't have time for that!\Exams are coming up!\Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy. response:	And whose fault is that?
context: You could tell me your ideas,\and what you think about\I don't have time for that!\Exams are coming up!\Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that? response:	Now you're mad at me...
context: and what you think about\I don't have time for that!\Exams are coming up!\Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me... response:	I'm sorry.
context: I don't have time for that!\Exams are coming up!\Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me...\I'm sorry. response:	Maybe she would've gotten better
context: Exams are coming up!\Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me...\I'm sorry.\Maybe she would've gotten better response:	if we'd written a song together.
context: Then why don't we sing?\I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me...\I'm sorry.\Maybe she would've gotten better\if we'd written a song together. response:	Can you stop fooling around and teach me?
context: I'm not in the mood!\You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me...\I'm sorry.\Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me? response:	That's not Chorubungen!
context: You won't be able to put in your best effort if you're so grumpy.\And whose fault is that?\Now you're mad at me...\I'm sorry.\Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen! response:	When you were little,
context: And whose fault is that?\Now you're mad at me...\I'm sorry.\Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little, response:	we sang together like this all the time.
context: Now you're mad at me...\I'm sorry.\Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little,\we sang together like this all the time. response:	So what?
context: I'm sorry.\Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little,\we sang together like this all the time.\So what? response:	Studying is very important,
context: Maybe she would've gotten better\if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little,\we sang together like this all the time.\So what?\Studying is very important, response:	but music will still be there long after exams.
context: if we'd written a song together.\Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little,\we sang together like this all the time.\So what?\Studying is very important,\but music will still be there long after exams. response:	I hope music will always be your companion,
context: Can you stop fooling around and teach me?\That's not Chorubungen!\When you were little,\we sang together like this all the time.\So what?\Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion, response:	so never forget how much you lov
context: That's not Chorubungen!\When you were little,\we sang together like this all the time.\So what?\Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov response:	Enough!
context: When you were little,\we sang together like this all the time.\So what?\Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov\Enough! response:	None of that matters if I don't pass my exams!
context: we sang together like this all the time.\So what?\Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov\Enough!\None of that matters if I don't pass my exams! response:	Strained back?
context: So what?\Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov\Enough!\None of that matters if I don't pass my exams!\Strained back? response:	Yes.
context: Studying is very important,\but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov\Enough!\None of that matters if I don't pass my exams!\Strained back?\Yes. response:	Then if you do Saturday and Sunday,
context: but music will still be there long after exams.\I hope music will always be your companion,\so never forget how much you lov\Enough!\None of that matters if I don't pass my exams!\Strained back?\Yes.\Then if you do Saturday and Sunday, response:	I'll be there on Monday.
context: I hope music will always be your companion,\so never forget how much you lov\Enough!\None of that matters if I don't pass my exams!\Strained back?\Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday. response:	No problem, we have to help each other.
context: so never forget how much you lov\Enough!\None of that matters if I don't pass my exams!\Strained back?\Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other. response:	Yes.
context: Enough!\None of that matters if I don't pass my exams!\Strained back?\Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other.\Yes. response:	Talk to you later.
context: None of that matters if I don't pass my exams!\Strained back?\Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other.\Yes.\Talk to you later. response:	Bye.
context: Strained back?\Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other.\Yes.\Talk to you later.\Bye. response:	Was that Mr. Touno?
context: Yes.\Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other.\Yes.\Talk to you later.\Bye.\Was that Mr. Touno? response:	Yeah. It's his back again.
context: Then if you do Saturday and Sunday,\I'll be there on Monday.\No problem, we have to help each other.\Yes.\Talk to you later.\Bye.\Was that Mr. Touno?\Yeah. It's his back again. response:	I was thinking of helping him in the fields next week.
context: I'll be there on Monday.\No problem, we have to help each other.\Yes.\Talk to you later.\Bye.\Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week. response:	Okay.
context: No problem, we have to help each other.\Yes.\Talk to you later.\Bye.\Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay. response:	Hidehiko-san has an office job, so he can't suddenly take time off.
context: Yes.\Talk to you later.\Bye.\Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off. response:	It'll take two or three days. That okay?
context: Talk to you later.\Bye.\Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay? response:	I'm not a kid, you know.
context: Bye.\Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know. response:	Maybe I'll get sushi delivered for dinner.
context: Was that Mr. Touno?\Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner. response:	What?
context: Yeah. It's his back again.\I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What? response:	Dad?
context: I was thinking of helping him in the fields next week.\Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What?\Dad? response:	Yeah?
context: Okay.\Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What?\Dad?\Yeah? response:	I've been thinking about getting rid of the piano in my room.
context: Hidehiko-san has an office job, so he can't suddenly take time off.\It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What?\Dad?\Yeah?\I've been thinking about getting rid of the piano in my room. response:	It's not like I use it anymore.
context: It'll take two or three days. That okay?\I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What?\Dad?\Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore. response:	It'd be nice if someone with a passion for music could have it.
context: I'm not a kid, you know.\Maybe I'll get sushi delivered for dinner.\What?\Dad?\Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it. response:	I think that's what Mom would want.
context: Maybe I'll get sushi delivered for dinner.\What?\Dad?\Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want. response:	I see...
context: What?\Dad?\Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see... response:	I only need a little player for my CD's,
context: Dad?\Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see...\I only need a little player for my CD's, response:	so I could get rid of all my extra stuff
context: Yeah?\I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff response:	and use the space for a bed.
context: I've been thinking about getting rid of the piano in my room.\It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed. response:	That's true.
context: It's not like I use it anymore.\It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed.\That's true. response:	I'll make some calls tomorrow.
context: It'd be nice if someone with a passion for music could have it.\I think that's what Mom would want.\I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed.\That's true.\I'll make some calls tomorrow. response:	The Kanto region will see cloud cover this morning.
context: I think that's what Mom would want.\I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed.\That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning. response:	A strong low pressure system is currently
context: I see...\I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed.\That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently response:	moving north from the Ogasawara Islands.
context: I only need a little player for my CD's,\so I could get rid of all my extra stuff\and use the space for a bed.\That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands. response:	This means that from around noon to evening,
context: so I could get rid of all my extra stuff\and use the space for a bed.\That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening, response:	weather conditions will deteriorate.
context: and use the space for a bed.\That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate. response:	Hey, if your classes are going to run late,
context: That's true.\I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late, response:	you should probably take a raincoat.
context: I'll make some calls tomorrow.\The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat. response:	The wind's supposed to pick up, too.
context: The Kanto region will see cloud cover this morning.\A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too. response:	I know.
context: A strong low pressure system is currently\moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too.\I know. response:	Wakana.
context: moving north from the Ogasawara Islands.\This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too.\I know.\Wakana. response:	Someone's coming to take the piano today.
context: This means that from around noon to evening,\weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too.\I know.\Wakana.\Someone's coming to take the piano today. response:	Okay.
context: weather conditions will deteriorate.\Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too.\I know.\Wakana.\Someone's coming to take the piano today.\Okay. response:	I labeled everything,
context: Hey, if your classes are going to run late,\you should probably take a raincoat.\The wind's supposed to pick up, too.\I know.\Wakana.\Someone's coming to take the piano today.\Okay.\I labeled everything, response:	so it's all ready.
context: you should probably take a raincoat.\The wind's supposed to pick up, too.\I know.\Wakana.\Someone's coming to take the piano today.\Okay.\I labeled everything,\so it's all ready. response:	All right.
context: The wind's supposed to pick up, too.\I know.\Wakana.\Someone's coming to take the piano today.\Okay.\I labeled everything,\so it's all ready.\All right. response:	Junk
context: I know.\Wakana.\Someone's coming to take the piano today.\Okay.\I labeled everything,\so it's all ready.\All right.\Junk response:	It's done!
context: Wakana.\Someone's coming to take the piano today.\Okay.\I labeled everything,\so it's all ready.\All right.\Junk\It's done! response:	What's that?
context: Someone's coming to take the piano today.\Okay.\I labeled everything,\so it's all ready.\All right.\Junk\It's done!\What's that? response:	A goldfish?
context: Okay.\I labeled everything,\so it's all ready.\All right.\Junk\It's done!\What's that?\A goldfish? response:	It's a whale!
context: I labeled everything,\so it's all ready.\All right.\Junk\It's done!\What's that?\A goldfish?\It's a whale! response:	That's a goldfish! A goldfish!
context: so it's all ready.\All right.\Junk\It's done!\What's that?\A goldfish?\It's a whale!\That's a goldfish! A goldfish! response:	It's a whale.
context: All right.\Junk\It's done!\What's that?\A goldfish?\It's a whale!\That's a goldfish! A goldfish!\It's a whale. response:	Goldfish!
context: Junk\It's done!\What's that?\A goldfish?\It's a whale!\That's a goldfish! A goldfish!\It's a whale.\Goldfish! response:	No, it's a whale!
context: It's done!\What's that?\A goldfish?\It's a whale!\That's a goldfish! A goldfish!\It's a whale.\Goldfish!\No, it's a whale! response:	Goldfish!
context: What's that?\A goldfish?\It's a whale!\That's a goldfish! A goldfish!\It's a whale.\Goldfish!\No, it's a whale!\Goldfish! response:	Okay then, we'll compromise and say he's a dolphin.
context: A goldfish?\It's a whale!\That's a goldfish! A goldfish!\It's a whale.\Goldfish!\No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin. response:	Does the dolphin sing?
context: It's a whale!\That's a goldfish! A goldfish!\It's a whale.\Goldfish!\No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing? response:	He sure does!
context: That's a goldfish! A goldfish!\It's a whale.\Goldfish!\No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does! response:	I'm leaving now.
context: It's a whale.\Goldfish!\No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does!\I'm leaving now. response:	I'll be heading out at 3:30.
context: Goldfish!\No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does!\I'm leaving now.\I'll be heading out at 3:30. response:	If you need me for anything, call.
context: No, it's a whale!\Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does!\I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call. response:	They don't have the greatest reception out there,
context: Goldfish!\Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does!\I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there, response:	but you know Touno's number, right?
context: Okay then, we'll compromise and say he's a dolphin.\Does the dolphin sing?\He sure does!\I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right? response:	You can order sushi for dinner, if you want.
context: Does the dolphin sing?\He sure does!\I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want. response:	I'll be fine.
context: He sure does!\I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine. response:	Bye-bye.
context: I'm leaving now.\I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye. response:	Wakana?
context: I'll be heading out at 3:30.\If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye.\Wakana? response:	Want to head to club practice together later?
context: If you need me for anything, call.\They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye.\Wakana?\Want to head to club practice together later? response:	We're celebrating Taichi placing in the top eight.
context: They don't have the greatest reception out there,\but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye.\Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight. response:	Sorry, I have to do some shopping,
context: but you know Touno's number, right?\You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye.\Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping, response:	so I can get home before the rain starts.
context: You can order sushi for dinner, if you want.\I'll be fine.\Bye-bye.\Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts. response:	Wakana!
context: I'll be fine.\Bye-bye.\Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana! response:	We're celebrating the badminton competition now.
context: Bye-bye.\Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now. response:	Tanaka's treat.
context: Wakana?\Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now.\Tanaka's treat. response:	Sorry, I'm kind of busy today.
context: Want to head to club practice together later?\We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today. response:	Huh?
