context: Get off your butts and start doing damage! response:	Up the tempo, and whittle down his health!
context: We're paying twice that a month?\Well, it's obvious that the Round Table is going to go broke.\We won't be able to do festivals or athletic meets anymore.\We have bigger problems than that.\Have you told the rest of the town?\Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South? response:	Plant Hwyaden...
context: Well, it's obvious that the Round Table is going to go broke.\We won't be able to do festivals or athletic meets anymore.\We have bigger problems than that.\Have you told the rest of the town?\Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden... response:	There are rumors about them in town.
context: We won't be able to do festivals or athletic meets anymore.\We have bigger problems than that.\Have you told the rest of the town?\Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town. response:	This Plant Hwyaden guild is running a dictatorship in the South, right?
context: We have bigger problems than that.\Have you told the rest of the town?\Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right? response:	But it sounds like it's going well.
context: Have you told the rest of the town?\Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well. response:	I've got a friend in the South.
context: Not yet.\Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South. response:	He contacts me now and then.
context: Right now, it isn't a good idea for the Round Table to show weakness.\You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then. response:	I won't say that a dictatorship is always evil, but...
context: You're concerned about the South?\Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but... response:	Crusty and Isaac aren't here now, either.
context: Plant Hwyaden...\There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either. response:	The goblin army advance began with an event from when this was still a game,
context: There are rumors about them in town.\This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game, response:	Return of the Goblin King.
context: This Plant Hwyaden guild is running a dictatorship in the South, right?\But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King. response:	The adventurers of Akihabara won a major victory at Zantleaf,
context: But it sounds like it's going well.\I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf, response:	and began an invasion of the main goblin camp at Seventh Fall.
context: I've got a friend in the South.\He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall. response:	Crusty and Isaac went as commanders,
context: He contacts me now and then.\I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders, response:	and Karashin and Akaneya went to support them as the rear guard.
context: I won't say that a dictatorship is always evil, but...\Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard. response:	I can't see the South becoming an immediate threat.
context: Crusty and Isaac aren't here now, either.\The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat. response:	So what do you intend to do?
context: The goblin army advance began with an event from when this was still a game,\Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do? response:	Thank you for waiting, everyone!
context: Return of the Goblin King.\The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone! response:	Tonight, we'll be having Nyanta's special pumpkin feast!
context: The adventurers of Akihabara won a major victory at Zantleaf,\and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast! response:	It's good, but...
context: and began an invasion of the main goblin camp at Seventh Fall.\Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but... response:	It's literally nothing but pumpkins.
context: Crusty and Isaac went as commanders,\and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins. response:	Chief, I want some meat...
context: and Karashin and Akaneya went to support them as the rear guard.\I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat... response:	Pumpkins are full of nutrients.
context: I can't see the South becoming an immediate threat.\So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients. response:	And they warm your body, too.
context: So what do you intend to do?\Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too. response:	Don't be a picky eater. Please eat them.
context: Thank you for waiting, everyone!\Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them. response:	No, um...
context: Tonight, we'll be having Nyanta's special pumpkin feast!\It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um... response:	Meat!
context: It's good, but...\It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um...\Meat! response:	Tenth-Place Prize
context: It's literally nothing but pumpkins.\Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um...\Meat!\Tenth-Place Prize response:	I think it's amazing that we got tenth place.
context: Chief, I want some meat...\Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um...\Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place. response:	So what's that, Minori?
context: Pumpkins are full of nutrients.\And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um...\Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori? response:	Some guy I've never seen said it was a participation prize, and insisted I take it.
context: And they warm your body, too.\Don't be a picky eater. Please eat them.\No, um...\Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it. response:	That's really scary!
context: Don't be a picky eater. Please eat them.\No, um...\Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary! response:	That's a goat-slime doll!
context: No, um...\Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll! response:	Oh, is that one of those creepy-cute items I've heard about?
context: Meat!\Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about? response:	I don't understand what guys like.
context: Tenth-Place Prize\I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like. response:	In that sense, you're more mature... Calmer, sort of.
context: I think it's amazing that we got tenth place.\So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of. response:	I see... It didn't work out, huh?
context: So what's that, Minori?\Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh? response:	Then what's Shiroe doing?
context: Some guy I've never seen said it was a participation prize, and insisted I take it.\That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing? response:	Minori, come to think of it, I didn't see Shiroe at today's festival.
context: That's really scary!\That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival. response:	Yeah, it looks like he's busy with work.
context: That's a goat-slime doll!\Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work. response:	I think his bad habit might be coming back.
context: Oh, is that one of those creepy-cute items I've heard about?\I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back. response:	I guess it's the only way.
context: I don't understand what guys like.\In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way. response:	Now, give this memento to our guild master!
context: In that sense, you're more mature... Calmer, sort of.\I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master! response:	That's right!
context: I see... It didn't work out, huh?\Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master!\That's right! response:	No, don't...
context: Then what's Shiroe doing?\Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master!\That's right!\No, don't... response:	Oh, Shiroe!
context: Minori, come to think of it, I didn't see Shiroe at today's festival.\Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master!\That's right!\No, don't...\Oh, Shiroe! response:	Done working, huh?
context: Yeah, it looks like he's busy with work.\I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master!\That's right!\No, don't...\Oh, Shiroe!\Done working, huh? response:	Yeah... Hi.
context: I think his bad habit might be coming back.\I guess it's the only way.\Now, give this memento to our guild master!\That's right!\No, don't...\Oh, Shiroe!\Done working, huh?\Yeah... Hi. response:	My lord...
context: I guess it's the only way.\Now, give this memento to our guild master!\That's right!\No, don't...\Oh, Shiroe!\Done working, huh?\Yeah... Hi.\My lord... response:	Look at this.
context: Now, give this memento to our guild master!\That's right!\No, don't...\Oh, Shiroe!\Done working, huh?\Yeah... Hi.\My lord...\Look at this. response:	It was our tenth-place prize.
context: That's right!\No, don't...\Oh, Shiroe!\Done working, huh?\Yeah... Hi.\My lord...\Look at this.\It was our tenth-place prize. response:	O-Oh... It's amazing, yeah.
context: No, don't...\Oh, Shiroe!\Done working, huh?\Yeah... Hi.\My lord...\Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah. response:	Shiroe, here. I'm sure you're tired.
context: Oh, Shiroe!\Done working, huh?\Yeah... Hi.\My lord...\Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired. response:	Thanks, Minori.
context: Done working, huh?\Yeah... Hi.\My lord...\Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori. response:	Is your work really hard?
context: Yeah... Hi.\My lord...\Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard? response:	Yeah, sort of.
context: My lord...\Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard?\Yeah, sort of. response:	So, there's something I want to tell you all.
context: Look at this.\It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all. response:	Shiro, what did you just say?
context: It was our tenth-place prize.\O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say? response:	Well, like I said...
context: O-Oh... It's amazing, yeah.\Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said... response:	I'm planning to leave Akihabara.
context: Shiroe, here. I'm sure you're tired.\Thanks, Minori.\Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara. response:	Impossible!
context: Thanks, Minori.\Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara.\Impossible! response:	No way!
context: Is your work really hard?\Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara.\Impossible!\No way! response:	Just 30 days (or so) until Christmas!
context: Yeah, sort of.\So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara.\Impossible!\No way!\Just 30 days (or so) until Christmas! response:	What will we do about Christmas?
context: So, there's something I want to tell you all.\Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara.\Impossible!\No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas? response:	It's only a month from now!
context: Shiro, what did you just say?\Well, like I said...\I'm planning to leave Akihabara.\Impossible!\No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now! response:	Well? What will we do?
context: Well, like I said...\I'm planning to leave Akihabara.\Impossible!\No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now!\Well? What will we do? response:	Is that the issue?
context: I'm planning to leave Akihabara.\Impossible!\No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now!\Well? What will we do?\Is that the issue? response:	Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None
context: Impossible!\No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now!\Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None response:	Top Secret
context: No way!\Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now!\Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret response:	How did it go?
context: Just 30 days (or so) until Christmas!\What will we do about Christmas?\It's only a month from now!\Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go? response:	Nothing to report.
context: What will we do about Christmas?\It's only a month from now!\Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go?\Nothing to report. response:	Some snow, a little wind.
context: It's only a month from now!\Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go?\Nothing to report.\Some snow, a little wind. response:	I see.
context: Well? What will we do?\Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go?\Nothing to report.\Some snow, a little wind.\I see. response:	Thanks.
context: Is that the issue?\Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go?\Nothing to report.\Some snow, a little wind.\I see.\Thanks. response:	Sure.
context: Tearstone Mountains Japan Server Oou Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\Top Secret\How did it go?\Nothing to report.\Some snow, a little wind.\I see.\Thanks.\Sure. response:	Thanks.
context: Top Secret\How did it go?\Nothing to report.\Some snow, a little wind.\I see.\Thanks.\Sure.\Thanks. response:	Well? Don't you think you can tell me now?
context: How did it go?\Nothing to report.\Some snow, a little wind.\I see.\Thanks.\Sure.\Thanks.\Well? Don't you think you can tell me now? response:	It's been ten days since then.
context: Nothing to report.\Some snow, a little wind.\I see.\Thanks.\Sure.\Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then. response:	Leave Akihabara?
context: Some snow, a little wind.\I see.\Thanks.\Sure.\Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara? response:	What do you mean, Shiroe?
context: I see.\Thanks.\Sure.\Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe? response:	I haven't told you all, but Akihabara has a problem right now.
context: Thanks.\Sure.\Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now. response:	I can't tell you the details.
context: Sure.\Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details. response:	But I think it's the only way to solve this problem.
context: Thanks.\Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem. response:	My lord...
context: Well? Don't you think you can tell me now?\It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem.\My lord... response:	Then where are you going?
context: It's been ten days since then.\Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem.\My lord...\Then where are you going? response:	I can't tell you that, either.
context: Leave Akihabara?\What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem.\My lord...\Then where are you going?\I can't tell you that, either. response:	I wish you'd trust us more, guild master.
context: What do you mean, Shiroe?\I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem.\My lord...\Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master. response:	There's a possibility that there are Southern spies in Akihabara.
context: I haven't told you all, but Akihabara has a problem right now.\I can't tell you the details.\But I think it's the only way to solve this problem.\My lord...\Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara. response:	You don't know where information might leak.
context: I can't tell you the details.\But I think it's the only way to solve this problem.\My lord...\Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak. response:	Exactly.
context: But I think it's the only way to solve this problem.\My lord...\Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly. response:	I see.
context: My lord...\Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly.\I see. response:	We need to keep our lips zipped.
context: Then where are you going?\I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly.\I see.\We need to keep our lips zipped. response:	What will you tell the Round Table?
context: I can't tell you that, either.\I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly.\I see.\We need to keep our lips zipped.\What will you tell the Round Table? response:	I plan to tell Crusty, Isaac, and Soujirou.
context: I wish you'd trust us more, guild master.\There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly.\I see.\We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou. response:	We believe in you, Shiroe.
context: There's a possibility that there are Southern spies in Akihabara.\You don't know where information might leak.\Exactly.\I see.\We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe. response:	Thanks.
context: You don't know where information might leak.\Exactly.\I see.\We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks. response:	And so, Naotsugu, while I'm gone
context: Exactly.\I see.\We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone response:	Nope!
context: I see.\We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone\Nope! response:	A pitcher needs a catcher.
context: We need to keep our lips zipped.\What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher. response:	An enchanter needs a guardian.
context: What will you tell the Round Table?\I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher.\An enchanter needs a guardian. response:	I'm going with you.
context: I plan to tell Crusty, Isaac, and Soujirou.\We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you. response:	My lord!
context: We believe in you, Shiroe.\Thanks.\And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you.\My lord! response:	I-I'll go, too.
context: Thanks.\And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you.\My lord!\I-I'll go, too. response:	You stay here in Akihabara, Akatsuki.
context: And so, Naotsugu, while I'm gone\Nope!\A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you.\My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki. response:	I need to ask a favor that only you can do.
context: Nope!\A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you.\My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do. response:	So, if you need money, why are we in these snowy mountains?
context: A pitcher needs a catcher.\An enchanter needs a guardian.\I'm going with you.\My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains? response:	We can't get it by normal methods.
context: An enchanter needs a guardian.\I'm going with you.\My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods. response:	It's a little too much.
context: I'm going with you.\My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much. response:	A little?
context: My lord!\I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much.\A little? response:	In all, about eighty trillion.
context: I-I'll go, too.\You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much.\A little?\In all, about eighty trillion. response:	E-Eighty trillion?!
context: You stay here in Akihabara, Akatsuki.\I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much.\A little?\In all, about eighty trillion.\E-Eighty trillion?! response:	Yeah.
context: I need to ask a favor that only you can do.\So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much.\A little?\In all, about eighty trillion.\E-Eighty trillion?!\Yeah. response:	Even if we got every gold piece owned by every adventurer in the world,
context: So, if you need money, why are we in these snowy mountains?\We can't get it by normal methods.\It's a little too much.\A little?\In all, about eighty trillion.\E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world, response:	it probably wouldn't be enough.
context: We can't get it by normal methods.\It's a little too much.\A little?\In all, about eighty trillion.\E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough. response:	Do you really need all that for Akihabara's facilities?
context: It's a little too much.\A little?\In all, about eighty trillion.\E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities? response:	Um... Excuse me, Shiroe?
