context: The Second Dish response:	Episode 3
context: Right down to the last detail, is my creed when it comes to cooking,\and anything else, really.\Huh...\For all his bulk, he's a more sensitive guy than I'd have made him out to be.\I haven't told you my name yet, have I?\I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant. response:	That's a really pretty-looking name!
context: and anything else, really.\Huh...\For all his bulk, he's a more sensitive guy than I'd have made him out to be.\I haven't told you my name yet, have I?\I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name! response:	Mimasaka Subaru
context: Huh...\For all his bulk, he's a more sensitive guy than I'd have made him out to be.\I haven't told you my name yet, have I?\I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru response:	Right?
context: For all his bulk, he's a more sensitive guy than I'd have made him out to be.\I haven't told you my name yet, have I?\I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru\Right? response:	And this embroidery was...
context: I haven't told you my name yet, have I?\I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru\Right?\And this embroidery was... response:	No way!
context: I'm Mimasaka Subaru. Remember that.\Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru\Right?\And this embroidery was...\No way! response:	Wow!
context: Mimasaka\The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru\Right?\And this embroidery was...\No way!\Wow! response:	The third match is now about to begin!
context: The eighth main tournament contestant.\That's a really pretty-looking name!\Mimasaka Subaru\Right?\And this embroidery was...\No way!\Wow!\The third match is now about to begin! response:	This match's theme involves an enviable dish from America
context: That's a really pretty-looking name!\Mimasaka Subaru\Right?\And this embroidery was...\No way!\Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America response:	that has evolved beyond the realm of fast food!
context: Mimasaka Subaru\Right?\And this embroidery was...\No way!\Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food! response:	It's the hamburger!
context: Right?\And this embroidery was...\No way!\Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger! response:	The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.
context: And this embroidery was...\No way!\Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns. response:	Candidates are free to choose any ingredients and buns they'd like!
context: No way!\Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like! response:	Now, let's have the candidates come in!
context: Wow!\The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in! response:	It's already starting!
context: The third match is now about to begin!\This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting! response:	Yukihira!
context: This match's theme involves an enviable dish from America\that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting!\Yukihira! response:	O-Okay, I'll go look for him outside.
context: that has evolved beyond the realm of fast food!\It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting!\Yukihira!\O-Okay, I'll go look for him outside. response:	Hey, relay this message to your mistress.
context: It's the hamburger!\The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting!\Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress. response:	The member of the next generation she'll concede her Elite Ten seat to will be me,
context: The canonical hamburger involves sandwiching a cooked hamburger patty between two buns.\Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting!\Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me, response:	and I'll take the top spot at Totsuki from her, too.
context: Candidates are free to choose any ingredients and buns they'd like!\Now, let's have the candidates come in!\It's already starting!\Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too. response:	You would do well to stop that nonsense from here on out.
context: Now, let's have the candidates come in!\It's already starting!\Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out. response:	I am the one who will succeed Erina-sama and join the Elite Ten.
context: It's already starting!\Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten. response:	Candidate Hayama Akira ended the Block A prelims in first place
context: Yukihira!\O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place response:	by manipulating numerous spices to his advantage!
context: O-Okay, I'll go look for him outside.\Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage! response:	His opponent is Candidate Arato Hisako,
context: Hey, relay this message to your mistress.\The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako, response:	who passed the Block B prelims in second place
context: The member of the next generation she'll concede her Elite Ten seat to will be me,\and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place response:	after receiving high praise for her medicinal curry!
context: and I'll take the top spot at Totsuki from her, too.\You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry! response:	A match between a master of spices and a master of medicinal plants...
context: You would do well to stop that nonsense from here on out.\I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants... response:	Their specialties aren't the same, but they follow a similar theme.
context: I am the one who will succeed Erina-sama and join the Elite Ten.\Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme. response:	It's like a match between leaves, or something.
context: Candidate Hayama Akira ended the Block A prelims in first place\by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something. response:	Let the cooking begin!
context: by manipulating numerous spices to his advantage!\His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin! response:	That's... a kebab!
context: His opponent is Candidate Arato Hisako,\who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab! response:	Hayama decided to go with doner kebab!
context: who passed the Block B prelims in second place\after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab! response:	Turkish food, huh?
context: after receiving high praise for her medicinal curry!\A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh? response:	Right.
context: A match between a master of spices and a master of medicinal plants...\Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh?\Right. response:	Doner means to turn, and kebab means to grill.
context: Their specialties aren't the same, but they follow a similar theme.\It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill. response:	By rotating the meat as it's slowly heated,
context: It's like a match between leaves, or something.\Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated, response:	its melting fat melds with the spices!
context: Let the cooking begin!\That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices! response:	Man, smell that great fat!
context: That's... a kebab!\Hayama decided to go with doner kebab!\Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat! response:	It looks super tasty!
context: Hayama decided to go with doner kebab!\Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty! response:	What's going on with Miss Secretary?
context: Turkish food, huh?\Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary? response:	What's with that bucket?
context: Right.\Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket? response:	It's moving!
context: Doner means to turn, and kebab means to grill.\By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket?\It's moving! response:	Huh? It's a...
context: By rotating the meat as it's slowly heated,\its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket?\It's moving!\Huh? It's a... response:	It's a suppon, a Chinese soft-shelled turtle!
context: its melting fat melds with the spices!\Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket?\It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle! response:	So Miss Secretary's going to make...
context: Man, smell that great fat!\It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket?\It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make... response:	Suppon preparation involves a four-part butchering technique.
context: It looks super tasty!\What's going on with Miss Secretary?\What's with that bucket?\It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique. response:	You flip the suppon on its back, and then, when it sticks its neck out,
context: What's going on with Miss Secretary?\What's with that bucket?\It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out, response:	you strike.
context: What's with that bucket?\It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike. response:	She didn't hesitate at all!
context: It's moving!\Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all! response:	She's pouring something on the body after the bloodletting.
context: Huh? It's a...\It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting. response:	Is that sake?
context: It's a suppon, a Chinese soft-shelled turtle!\So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake? response:	It prevents the blood from coagulating.
context: So Miss Secretary's going to make...\Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating. response:	I bet she's going to use the blood in her hamburger patties!
context: Suppon preparation involves a four-part butchering technique.\You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties! response:	Suppon guts are gross!
context: You flip the suppon on its back, and then, when it sticks its neck out,\you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross! response:	Such firm resolve despite being covered in fresh blood...
context: you strike.\She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood... response:	Hisako-oneesama, you're so wonderful!
context: She didn't hesitate at all!\She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful! response:	Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,
context: She's pouring something on the body after the bloodletting.\Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai, response:	I see ginger and Shaoxing wine.
context: Is that sake?\It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine. response:	Hmm.
context: It prevents the blood from coagulating.\I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm. response:	She intends to make rich stock by simmering even the shell.
context: I bet she's going to use the blood in her hamburger patties!\Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell. response:	Hurry up, Soma-kun!
context: Suppon guts are gross!\Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun! response:	Hayama-kun and Arato-san are already cooking!
context: Such firm resolve despite being covered in fresh blood...\Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking! response:	Sorry, sorry.
context: Hisako-oneesama, you're so wonderful!\Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry. response:	And who's this Arato?
context: Along with medicinal plant ingredients such as schisandra fruit and kinshinsai,\I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato? response:	She is Nakiri-san's secretary!
context: I see ginger and Shaoxing wine.\Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary! response:	Oh, Miss Secretary.
context: Hmm.\She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary. response:	C'mon! Where've you been, anyway?
context: She intends to make rich stock by simmering even the shell.\Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway? response:	Oh, I ran into a weird guy.
context: Hurry up, Soma-kun!\Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy. response:	Yukihira Soma.
context: Hayama-kun and Arato-san are already cooking!\Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma. response:	Family runs a diner.
context: Sorry, sorry.\And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner. response:	Draws on a rich imagination springing from that experience in his cooking.
context: And who's this Arato?\She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking. response:	Yukihira Diner
context: She is Nakiri-san's secretary!\Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner response:	Has strong pride in his family diner's name.
context: Oh, Miss Secretary.\C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name. response:	Yukihira Diner
context: C'mon! Where've you been, anyway?\Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner response:	Cooked char o-kakiage and souffle omelet at camp.
context: Oh, I ran into a weird guy.\Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp. response:	Height, 171 centimeters; weight, 57 kilograms.
context: Yukihira Soma.\Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms. response:	Blood type, B; shoe size, 26.5 centimeters.
context: Family runs a diner.\Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters. response:	Slept an average of six hours and 14 minutes this past month.
context: Draws on a rich imagination springing from that experience in his cooking.\Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month. response:	In junior high, he was in classes 1-5, 2-2, and 3-7.
context: Yukihira Diner\Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7. response:	Down to the last detail...
context: Has strong pride in his family diner's name.\Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail... response:	Takumi Aldini...
context: Yukihira Diner\Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini... response:	Heir to a trattoria in Toscana.
context: Cooked char o-kakiage and souffle omelet at camp.\Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana. response:	Father is Japanese; mother is Italian.
context: Height, 171 centimeters; weight, 57 kilograms.\Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian. response:	Height, 168 centimeters; weight, 54 kilograms.
context: Blood type, B; shoe size, 26.5 centimeters.\Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms. response:	Blood type, A.
context: Slept an average of six hours and 14 minutes this past month.\In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A. response:	Sees Yukihira Soma as his arch-rival.
context: In junior high, he was in classes 1-5, 2-2, and 3-7.\Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival. response:	Lives alone with his younger brother, Isami.
context: Down to the last detail...\Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami. response:	Calls home twice a month.
context: Takumi Aldini...\Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month. response:	Has a fan club in Totsuki Academy.
context: Heir to a trattoria in Toscana.\Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy. response:	Has a fear of heights.
context: Father is Japanese; mother is Italian.\Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights. response:	Interested in Japanese food samples.
context: Height, 168 centimeters; weight, 54 kilograms.\Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples. response:	Sets two alarms before going to sleep.
context: Blood type, A.\Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep. response:	Has a mole on his left shoulder.
context: Sees Yukihira Soma as his arch-rival.\Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder. response:	Prefers showers to baths.
context: Lives alone with his younger brother, Isami.\Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths. response:	Bad at card games.
context: Calls home twice a month.\Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games. response:	Underwear tends to have a checked pattern.
context: Has a fan club in Totsuki Academy.\Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern. response:	And, what he values most is...
context: Has a fear of heights.\Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is... response:	U-Um, since our current location is here...
context: Interested in Japanese food samples.\Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here... response:	I'm so sorry, Soma-kun! It's my fault!
context: Sets two alarms before going to sleep.\Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault! response:	No prob.
context: Has a mole on his left shoulder.\Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob. response:	What, did you get lost?
context: Prefers showers to baths.\Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost? response:	What?
