context: The One-Eyed Transfer Student response:	Next Time
context: Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What?\Nothing.\Just establish yourself in Neo-Deava. response:	We'll talk more after that.
context: Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What?\Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that. response:	Understood. I'll do it.
context: We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What?\Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it. response:	It may be Alisia's birthplace, but I don't plan to stay here forever.
context: Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What?\Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever. response:	A computer terminal in the dead of night.
context: You could just come and get me if you're so worried.\What?\Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night. response:	My program connected to the internet.
context: What?\Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet. response:	It was so simple to overwrite the history file of a student who was supposed to transfer in.
context: Nothing.\Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in. response:	I'll find the most powerful Reaigler soon enough.
context: Just establish yourself in Neo-Deava.\We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough. response:	Yeah, that's right. Get out of my way.
context: We'll talk more after that.\Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way. response:	That way I can investigate without being bothered.
context: Understood. I'll do it.\It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered. response:	But why are you digging there?
context: It may be Alisia's birthplace, but I don't plan to stay here forever.\A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there? response:	Because this spot is begging me to dig!
context: A computer terminal in the dead of night.\My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig! response:	I won't let anybody stop me!
context: My program connected to the internet.\It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me! response:	Ugh.
context: It was so simple to overwrite the history file of a student who was supposed to transfer in.\I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh. response:	Hey! My arms are stuck!
context: I'll find the most powerful Reaigler soon enough.\Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh.\Hey! My arms are stuck! response:	That's your punishment for disobeying me.
context: Yeah, that's right. Get out of my way.\That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me. response:	That's a Rare Igura?
context: That way I can investigate without being bothered.\But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura? response:	You don't feel discipline at the school is slipping a little lately?
context: But why are you digging there?\Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately? response:	I don't know what you mean by that.
context: Because this spot is begging me to dig!\I won't let anybody stop me!\Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that. response:	I wish you'd take this seriously!
context: I won't let anybody stop me!\Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously! response:	You take the wall away, that stuff's going to happen.
context: Ugh.\Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen. response:	You of all people should be most worried
context: Hey! My arms are stuck!\That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried response:	about the Elements falling in love.
context: That's your punishment for disobeying me.\That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love. response:	If that's the way it is, let's just never approve a Union again.
context: That's a Rare Igura?\You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again. response:	We can't lose sight of our actual goals.
context: You don't feel discipline at the school is slipping a little lately?\I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals. response:	But!
context: I don't know what you mean by that.\I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But! response:	You'll get wrinkles that way.
context: I wish you'd take this seriously!\You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But!\You'll get wrinkles that way. response:	I'm trying to be serious!
context: You take the wall away, that stuff's going to happen.\You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But!\You'll get wrinkles that way.\I'm trying to be serious! response:	Ahh! No! Eugh!
context: You of all people should be most worried\about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But!\You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh! response:	I can't believe it! Rare Iguras are really dangerous!
context: about the Elements falling in love.\If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But!\You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous! response:	Come on! Faster!
context: If that's the way it is, let's just never approve a Union again.\We can't lose sight of our actual goals.\But!\You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster! response:	Melon bread for a limited time only!
context: We can't lose sight of our actual goals.\But!\You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only! response:	I'll take one!
context: But!\You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only!\I'll take one! response:	Me too!
context: You'll get wrinkles that way.\I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only!\I'll take one!\Me too! response:	I had that one first!
context: I'm trying to be serious!\Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only!\I'll take one!\Me too!\I had that one first! response:	Reaiglers... women...
context: Ahh! No! Eugh!\I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only!\I'll take one!\Me too!\I had that one first!\Reaiglers... women... response:	These ones aren't like Silvie at all!
context: I can't believe it! Rare Iguras are really dangerous!\Come on! Faster!\Melon bread for a limited time only!\I'll take one!\Me too!\I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all! response:	Who's there?
context: Come on! Faster!\Melon bread for a limited time only!\I'll take one!\Me too!\I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all!\Who's there? response:	He's trying to peep on us! Get him out of here!
context: Melon bread for a limited time only!\I'll take one!\Me too!\I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here! response:	The new kid? No way!
context: I'll take one!\Me too!\I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way! response:	Really?
context: Me too!\I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way!\Really? response:	What a creep.
context: I had that one first!\Reaiglers... women...\These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way!\Really?\What a creep. response:	Don't let him escape! Lock the doors!
context: Reaiglers... women...\These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way!\Really?\What a creep.\Don't let him escape! Lock the doors! response:	So what brings you here?
context: These ones aren't like Silvie at all!\Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way!\Really?\What a creep.\Don't let him escape! Lock the doors!\So what brings you here? response:	Bet he was trying to see us naked.
context: Who's there?\He's trying to peep on us! Get him out of here!\The new kid? No way!\Really?\What a creep.\Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked. response:	Crucify him!
context: He's trying to peep on us! Get him out of here!\The new kid? No way!\Really?\What a creep.\Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked.\Crucify him! response:	Excuse me...
context: The new kid? No way!\Really?\What a creep.\Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked.\Crucify him!\Excuse me... response:	I don't think he did it on purpose.
context: Really?\What a creep.\Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked.\Crucify him!\Excuse me...\I don't think he did it on purpose. response:	I got lost a lot back when I first came here.
context: What a creep.\Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked.\Crucify him!\Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here. response:	One time I wandered into the boys' bathroom...
context: Don't let him escape! Lock the doors!\So what brings you here?\Bet he was trying to see us naked.\Crucify him!\Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom... response:	I'm so embarrassed!
context: So what brings you here?\Bet he was trying to see us naked.\Crucify him!\Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed! response:	Who is that?
context: Bet he was trying to see us naked.\Crucify him!\Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that? response:	Is that right?
context: Crucify him!\Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that?\Is that right? response:	You didn't know you were entering into the girls' locker room?
context: Excuse me...\I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that?\Is that right?\You didn't know you were entering into the girls' locker room? response:	Exactly! I got lost! Honest!
context: I don't think he did it on purpose.\I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that?\Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest! response:	It's the truth!
context: I got lost a lot back when I first came here.\One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that?\Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth! response:	Yo. We've been waiting on you, Akb... umm...
context: One time I wandered into the boys' bathroom...\I'm so embarrassed!\Who is that?\Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm... response:	Somethingjin.
context: I'm so embarrassed!\Who is that?\Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin. response:	Hey, Ak... Ack... what was it?
context: Who is that?\Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it? response:	Can we just call you Jin?
context: Is that right?\You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin? response:	My name's Andy. Nice to meetcha.
context: You didn't know you were entering into the girls' locker room?\Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha. response:	Hey!
context: Exactly! I got lost! Honest!\It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey! response:	Jin? Seriously?
context: It's the truth!\Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously? response:	Hey bro, do you like holes?
context: Yo. We've been waiting on you, Akb... umm...\Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously?\Hey bro, do you like holes? response:	Holes?
context: Somethingjin.\Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously?\Hey bro, do you like holes?\Holes? response:	Yep! Holes!
context: Hey, Ak... Ack... what was it?\Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously?\Hey bro, do you like holes?\Holes?\Yep! Holes! response:	Can't I get any peace?
context: Can we just call you Jin?\My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously?\Hey bro, do you like holes?\Holes?\Yep! Holes!\Can't I get any peace? response:	Do they not know what privacy means on this planet?
context: My name's Andy. Nice to meetcha.\Hey!\Jin? Seriously?\Hey bro, do you like holes?\Holes?\Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet? response:	So he was like, man, it's really bad!
context: Hey!\Jin? Seriously?\Hey bro, do you like holes?\Holes?\Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad! response:	And I was like, how bad, and he was like, so bad I don't even know!
context: Jin? Seriously?\Hey bro, do you like holes?\Holes?\Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know! response:	I know, right? You wait the whole time and never actually get anywhere.
context: Hey bro, do you like holes?\Holes?\Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere. response:	It's awful! I can't take it!
context: Holes?\Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it! response:	Is this some kind of code? How can they understand each other?
context: Yep! Holes!\Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other? response:	Perhaps I'll never understand Rare Iguras.
context: Can't I get any peace?\Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras. response:	Is anyone sitting here?
context: Do they not know what privacy means on this planet?\So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here? response:	No.
context: So he was like, man, it's really bad!\And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No. response:	Mikono! And Amata!
context: And I was like, how bad, and he was like, so bad I don't even know!\I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No.\Mikono! And Amata! response:	You looked like you were about to vanish.
context: I know, right? You wait the whole time and never actually get anywhere.\It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No.\Mikono! And Amata!\You looked like you were about to vanish. response:	I'm all right now.
context: It's awful! I can't take it!\Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No.\Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now. response:	Is something the matter?
context: Is this some kind of code? How can they understand each other?\Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No.\Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now.\Is something the matter? response:	I've been wanting to tell you this, but...
context: Perhaps I'll never understand Rare Iguras.\Is anyone sitting here?\No.\Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now.\Is something the matter?\I've been wanting to tell you this, but... response:	I'm really sorry for what I did!
context: Is anyone sitting here?\No.\Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now.\Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did! response:	That's ancient history now.
context: No.\Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now.\Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now. response:	Yeah, Mikono just totally misunderstood.
context: Mikono! And Amata!\You looked like you were about to vanish.\I'm all right now.\Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood. response:	Are you saying it's my fault?
context: You looked like you were about to vanish.\I'm all right now.\Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault? response:	No! Sorry!
context: I'm all right now.\Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry! response:	Oh, Amata...
context: Is something the matter?\I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry!\Oh, Amata... response:	I suppose I did...
context: I've been wanting to tell you this, but...\I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry!\Oh, Amata...\I suppose I did... response:	You two really like each other.
context: I'm really sorry for what I did!\That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry!\Oh, Amata...\I suppose I did...\You two really like each other. response:	You think so?
context: That's ancient history now.\Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry!\Oh, Amata...\I suppose I did...\You two really like each other.\You think so? response:	Maybe...
context: Yeah, Mikono just totally misunderstood.\Are you saying it's my fault?\No! Sorry!\Oh, Amata...\I suppose I did...\You two really like each other.\You think so?\Maybe... response:	Hey, Jin!
context: Are you saying it's my fault?\No! Sorry!\Oh, Amata...\I suppose I did...\You two really like each other.\You think so?\Maybe...\Hey, Jin! response:	Jin?
context: No! Sorry!\Oh, Amata...\I suppose I did...\You two really like each other.\You think so?\Maybe...\Hey, Jin!\Jin? response:	His name is really hard to say, so Andy started calling him Jin.
context: Oh, Amata...\I suppose I did...\You two really like each other.\You think so?\Maybe...\Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin. response:	I guess he's not very good with people.
context: I suppose I did...\You two really like each other.\You think so?\Maybe...\Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people. response:	I'm really worried about him!
context: You two really like each other.\You think so?\Maybe...\Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him! response:	N-Not like that.
context: You think so?\Maybe...\Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him!\N-Not like that. response:	I remember when I was in his spot.
context: Maybe...\Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him!\N-Not like that.\I remember when I was in his spot. response:	Huh?
context: Hey, Jin!\Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him!\N-Not like that.\I remember when I was in his spot.\Huh? response:	I didn't always know how to disappear.
context: Jin?\His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him!\N-Not like that.\I remember when I was in his spot.\Huh?\I didn't always know how to disappear. response:	When I came here, everyone wanted to talk to me,
context: His name is really hard to say, so Andy started calling him Jin.\I guess he's not very good with people.\I'm really worried about him!\N-Not like that.\I remember when I was in his spot.\Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me, response:	but I was too shy to have a conversation.
context: I guess he's not very good with people.\I'm really worried about him!\N-Not like that.\I remember when I was in his spot.\Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation. response:	I ended up all alone.
context: I'm really worried about him!\N-Not like that.\I remember when I was in his spot.\Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone. response:	I felt like no one could even see me.
context: N-Not like that.\I remember when I was in his spot.\Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me. response:	Then I thought, it would be nice...
context: I remember when I was in his spot.\Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice... response:	if no one really could see me.
context: Huh?\I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me. response:	I felt like that all the time.
context: I didn't always know how to disappear.\When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time. response:	And so...
context: When I came here, everyone wanted to talk to me,\but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time.\And so... response:	So that's how it happened.
context: but I was too shy to have a conversation.\I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time.\And so...\So that's how it happened. response:	It was all my fault.
context: I ended up all alone.\I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time.\And so...\So that's how it happened.\It was all my fault. response:	They were just trying to be nice to me.
context: I felt like no one could even see me.\Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time.\And so...\So that's how it happened.\It was all my fault.\They were just trying to be nice to me. response:	But I didn't even try to respond.
context: Then I thought, it would be nice...\if no one really could see me.\I felt like that all the time.\And so...\So that's how it happened.\It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond. response:	I'm worried that Jin might be the same.
context: if no one really could see me.\I felt like that all the time.\And so...\So that's how it happened.\It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same. response:	It's the voice of the girl from the locker room!
context: I felt like that all the time.\And so...\So that's how it happened.\It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room! response:	What's troubling you, my friend?
context: And so...\So that's how it happened.\It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend? response:	I should ask you. You don't come out very often.
context: So that's how it happened.\It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often. response:	You're not looking well. Did you have another nightmare?
context: It was all my fault.\They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare? response:	The wedding in mourning clothes again?
context: They were just trying to be nice to me.\But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again? response:	A one-eyed giant.
context: But I didn't even try to respond.\I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again?\A one-eyed giant. response:	A one-eyed giant? What could it mean?
context: I'm worried that Jin might be the same.\It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again?\A one-eyed giant.\A one-eyed giant? What could it mean? response:	If I knew, it wouldn't be bothering me so much.
context: It's the voice of the girl from the locker room!\What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again?\A one-eyed giant.\A one-eyed giant? What could it mean?\If I knew, it wouldn't be bothering me so much. response:	So what do you want to ask me?
context: What's troubling you, my friend?\I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again?\A one-eyed giant.\A one-eyed giant? What could it mean?\If I knew, it wouldn't be bothering me so much.\So what do you want to ask me? response:	There's a noise I'm curious about.
context: I should ask you. You don't come out very often.\You're not looking well. Did you have another nightmare?\The wedding in mourning clothes again?\A one-eyed giant.\A one-eyed giant? What could it mean?\If I knew, it wouldn't be bothering me so much.\So what do you want to ask me?\There's a noise I'm curious about. response:	I wanted to let you know.
