context: Ichiya from Blue Pegasus, together with the allies he gathered underneath him, response:	completely wiped out Oracion Seis!
context: Thanks to the power of my parfum, my body has changed.\But inside is the same me, unchanged even a bit!\*spinspinspin*\Ichiya, at your service!\*sparkle*\You sure attract the weirdos.\Yes...\Well, he's dependable, at least. response:	I'm so dizzy! she says...
context: But inside is the same me, unchanged even a bit!\*spinspinspin*\Ichiya, at your service!\*sparkle*\You sure attract the weirdos.\Yes...\Well, he's dependable, at least.\I'm so dizzy! she says... response:	Men?
context: *spinspinspin*\Ichiya, at your service!\*sparkle*\You sure attract the weirdos.\Yes...\Well, he's dependable, at least.\I'm so dizzy! she says...\Men? response:	A new enemy?
context: Ichiya, at your service!\*sparkle*\You sure attract the weirdos.\Yes...\Well, he's dependable, at least.\I'm so dizzy! she says...\Men?\A new enemy? response:	Wait! That's...
context: *sparkle*\You sure attract the weirdos.\Yes...\Well, he's dependable, at least.\I'm so dizzy! she says...\Men?\A new enemy?\Wait! That's... response:	Thanks, Horologium!
context: You sure attract the weirdos.\Yes...\Well, he's dependable, at least.\I'm so dizzy! she says...\Men?\A new enemy?\Wait! That's...\Thanks, Horologium! response:	But, when did you...
context: Yes...\Well, he's dependable, at least.\I'm so dizzy! she says...\Men?\A new enemy?\Wait! That's...\Thanks, Horologium!\But, when did you... response:	No. I passed through the gate under my own will.
context: Well, he's dependable, at least.\I'm so dizzy! she says...\Men?\A new enemy?\Wait! That's...\Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will. response:	Loke and Virgo do that all the time.
context: I'm so dizzy! she says...\Men?\A new enemy?\Wait! That's...\Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time. response:	Due to Lucy-sama's magic power being greater than before, it has now become possible.
context: Men?\A new enemy?\Wait! That's...\Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible. response:	I can also cure lack of oxygen, bug bites,
context: A new enemy?\Wait! That's...\Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites, response:	chapping of the skin, itchiness, and skinspots.
context: Wait! That's...\Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots. response:	Amazing! Even skinspots?
context: Thanks, Horologium!\But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots? response:	That... could be useful, yeah...
context: But, when did you...\No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah... response:	M-My identity is flying away, again!
context: No. I passed through the gate under my own will.\Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again! response:	Everyone! You are safe?
context: Loke and Virgo do that all the time.\Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe? response:	The he-cat, as well!
context: Due to Lucy-sama's magic power being greater than before, it has now become possible.\I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well! response:	Where's Natsu-san and Jellal?
context: I can also cure lack of oxygen, bug bites,\chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal? response:	I do not see him. He is still inside!
context: chapping of the skin, itchiness, and skinspots.\Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside! response:	No!
context: Amazing! Even skinspots?\That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No! response:	Natsu!
context: That... could be useful, yeah...\M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No!\Natsu! response:	That piece of flame!
context: M-My identity is flying away, again!\Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No!\Natsu!\That piece of flame! response:	Natsu-san!
context: Everyone! You are safe?\The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No!\Natsu!\That piece of flame!\Natsu-san! response:	Natsu... Jellal...
context: The he-cat, as well!\Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No!\Natsu!\That piece of flame!\Natsu-san!\Natsu... Jellal... response:	What are you doing?
context: Where's Natsu-san and Jellal?\I do not see him. He is still inside!\No!\Natsu!\That piece of flame!\Natsu-san!\Natsu... Jellal...\What are you doing? response:	Natsu!
context: I do not see him. He is still inside!\No!\Natsu!\That piece of flame!\Natsu-san!\Natsu... Jellal...\What are you doing?\Natsu! response:	Love will save your friends!
context: No!\Natsu!\That piece of flame!\Natsu-san!\Natsu... Jellal...\What are you doing?\Natsu!\Love will save your friends! response:	Yes...
context: Natsu!\That piece of flame!\Natsu-san!\Natsu... Jellal...\What are you doing?\Natsu!\Love will save your friends!\Yes... response:	Sheesh... Makin' us worried like that...
context: That piece of flame!\Natsu-san!\Natsu... Jellal...\What are you doing?\Natsu!\Love will save your friends!\Yes...\Sheesh... Makin' us worried like that... response:	Natsu-san!
context: Natsu-san!\Natsu... Jellal...\What are you doing?\Natsu!\Love will save your friends!\Yes...\Sheesh... Makin' us worried like that...\Natsu-san! response:	That's Hot Eye!
context: Natsu... Jellal...\What are you doing?\Natsu!\Love will save your friends!\Yes...\Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye! response:	Why would a member of Oracion Seis...
context: What are you doing?\Natsu!\Love will save your friends!\Yes...\Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis... response:	It's a long story. But don't worry, he's a friend.
context: Natsu!\Love will save your friends!\Yes...\Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend. response:	Natsu-san!
context: Love will save your friends!\Yes...\Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san! response:	You really... kept your promise...
context: Yes...\Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise... response:	Thank you for saving my guild...
context: Sheesh... Makin' us worried like that...\Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise...\Thank you for saving my guild... response:	It's because we all had the power, right?
context: Natsu-san!\That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right? response:	All of us?
context: That's Hot Eye!\Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right?\All of us? response:	You have the power too, Wendy.
context: Why would a member of Oracion Seis...\It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right?\All of us?\You have the power too, Wendy. response:	Men!
context: It's a long story. But don't worry, he's a friend.\Natsu-san!\You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right?\All of us?\You have the power too, Wendy.\Men! response:	Me?
context: Natsu-san!\You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right?\All of us?\You have the power too, Wendy.\Men!\Me? response:	This time, give me a happy high-five!
context: You really... kept your promise...\Thank you for saving my guild...\It's because we all had the power, right?\All of us?\You have the power too, Wendy.\Men!\Me?\This time, give me a happy high-five! response:	Sure!
context: Thank you for saving my guild...\It's because we all had the power, right?\All of us?\You have the power too, Wendy.\Men!\Me?\This time, give me a happy high-five!\Sure! response:	Can't ask for more than everyone being safe.
context: It's because we all had the power, right?\All of us?\You have the power too, Wendy.\Men!\Me?\This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe. response:	Everyone, you did great!
context: All of us?\You have the power too, Wendy.\Men!\Me?\This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe.\Everyone, you did great! response:	This completes our mission.
context: You have the power too, Wendy.\Men!\Me?\This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission. response:	Ew!
context: Men!\Me?\This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission.\Ew! response:	And, who is that?
context: Me?\This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission.\Ew!\And, who is that? response:	I don't know...
context: This time, give me a happy high-five!\Sure!\Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission.\Ew!\And, who is that?\I don't know... response:	Is he one of those hosts from Blue Pegasus?
context: Sure!\Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission.\Ew!\And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus? response:	I don't remember one like that...
context: Can't ask for more than everyone being safe.\Everyone, you did great!\This completes our mission.\Ew!\And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that... response:	That's Jellal.
context: Everyone, you did great!\This completes our mission.\Ew!\And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal. response:	What?!
context: This completes our mission.\Ew!\And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal.\What?! response:	That's him?
context: Ew!\And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal.\What?!\That's him? response:	But that's not the Jellal we know.
context: And, who is that?\I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal.\What?!\That's him?\But that's not the Jellal we know. response:	It seems like he's lost his memories.
context: I don't know...\Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal.\What?!\That's him?\But that's not the Jellal we know.\It seems like he's lost his memories. response:	Yeah, but even so...
context: Is he one of those hosts from Blue Pegasus?\I don't remember one like that...\That's Jellal.\What?!\That's him?\But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so... response:	Uh...
context: I don't remember one like that...\That's Jellal.\What?!\That's him?\But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so...\Uh... response:	I'm sure it's fine.
context: That's Jellal.\What?!\That's him?\But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so...\Uh...\I'm sure it's fine. response:	Jellal is actually a good person!
context: What?!\That's him?\But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so...\Uh...\I'm sure it's fine.\Jellal is actually a good person! response:	At any rate, we must give him our thanks for his help.
context: That's him?\But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so...\Uh...\I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help. response:	Erza...
context: But that's not the Jellal we know.\It seems like he's lost his memories.\Yeah, but even so...\Uh...\I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza... response:	No...
context: It seems like he's lost his memories.\Yeah, but even so...\Uh...\I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza...\No... response:	You have nothing to thank me for...
context: Yeah, but even so...\Uh...\I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza...\No...\You have nothing to thank me for... response:	What do you plan to do after this?
context: Uh...\I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza...\No...\You have nothing to thank me for...\What do you plan to do after this? response:	After this?
context: I'm sure it's fine.\Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza...\No...\You have nothing to thank me for...\What do you plan to do after this?\After this? response:	I don't know...
context: Jellal is actually a good person!\At any rate, we must give him our thanks for his help.\Erza...\No...\You have nothing to thank me for...\What do you plan to do after this?\After this?\I don't know... response:	That sounds about right...
context: At any rate, we must give him our thanks for his help.\Erza...\No...\You have nothing to thank me for...\What do you plan to do after this?\After this?\I don't know...\That sounds about right... response:	Answers do not come so easily for you and me...
context: Erza...\No...\You have nothing to thank me for...\What do you plan to do after this?\After this?\I don't know...\That sounds about right...\Answers do not come so easily for you and me... response:	I'm scared.
context: No...\You have nothing to thank me for...\What do you plan to do after this?\After this?\I don't know...\That sounds about right...\Answers do not come so easily for you and me...\I'm scared. response:	Scared?
context: You have nothing to thank me for...\What do you plan to do after this?\After this?\I don't know...\That sounds about right...\Answers do not come so easily for you and me...\I'm scared.\Scared? response:	What if... my memories return?
context: What do you plan to do after this?\After this?\I don't know...\That sounds about right...\Answers do not come so easily for you and me...\I'm scared.\Scared?\What if... my memories return? response:	Jellal...
context: After this?\I don't know...\That sounds about right...\Answers do not come so easily for you and me...\I'm scared.\Scared?\What if... my memories return?\Jellal... response:	I'm with you.
context: I don't know...\That sounds about right...\Answers do not come so easily for you and me...\I'm scared.\Scared?\What if... my memories return?\Jellal...\I'm with you. response:	Even if we come to hate each other once again,
context: That sounds about right...\Answers do not come so easily for you and me...\I'm scared.\Scared?\What if... my memories return?\Jellal...\I'm with you.\Even if we come to hate each other once again, response:	as you are now, I cannot leave you be.
context: Answers do not come so easily for you and me...\I'm scared.\Scared?\What if... my memories return?\Jellal...\I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be. response:	Erza...
context: I'm scared.\Scared?\What if... my memories return?\Jellal...\I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza... response:	Oww-men!
context: Scared?\What if... my memories return?\Jellal...\I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza...\Oww-men! response:	What's the matter, dude?
context: What if... my memories return?\Jellal...\I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza...\Oww-men!\What's the matter, dude? response:	I was about to release some parfum in the bushes when I ran into something!
context: Jellal...\I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza...\Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something! response:	There are some markings on the ground...
context: I'm with you.\Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza...\Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground... response:	Those are...
context: Even if we come to hate each other once again,\as you are now, I cannot leave you be.\Erza...\Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are... response:	Runes?!
context: as you are now, I cannot leave you be.\Erza...\Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are...\Runes?! response:	Men! My toilet...
context: Erza...\Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are...\Runes?!\Men! My toilet... response:	When did this...
context: Oww-men!\What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are...\Runes?!\Men! My toilet...\When did this... response:	What's going on?
context: What's the matter, dude?\I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are...\Runes?!\Men! My toilet...\When did this...\What's going on? response:	The same ones as Freed?
context: I was about to release some parfum in the bushes when I ran into something!\There are some markings on the ground...\Those are...\Runes?!\Men! My toilet...\When did this...\What's going on?\The same ones as Freed? response:	It's just as... no, even more powerful!
context: There are some markings on the ground...\Those are...\Runes?!\Men! My toilet...\When did this...\What's going on?\The same ones as Freed?\It's just as... no, even more powerful! response:	We're trapped?
context: Those are...\Runes?!\Men! My toilet...\When did this...\What's going on?\The same ones as Freed?\It's just as... no, even more powerful!\We're trapped? response:	Show yourself!
context: Runes?!\Men! My toilet...\When did this...\What's going on?\The same ones as Freed?\It's just as... no, even more powerful!\We're trapped?\Show yourself! response:	Who are they?!
context: Men! My toilet...\When did this...\What's going on?\The same ones as Freed?\It's just as... no, even more powerful!\We're trapped?\Show yourself!\Who are they?! response:	It's gonna leak out!
context: When did this...\What's going on?\The same ones as Freed?\It's just as... no, even more powerful!\We're trapped?\Show yourself!\Who are they?!\It's gonna leak out! response:	I wish to do you no harm.
context: What's going on?\The same ones as Freed?\It's just as... no, even more powerful!\We're trapped?\Show yourself!\Who are they?!\It's gonna leak out!\I wish to do you no harm. response:	All I desire is for you to stay here, without moving, for a little while.
context: The same ones as Freed?\It's just as... no, even more powerful!\We're trapped?\Show yourself!\Who are they?!\It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while. response:	Who are you?
context: It's just as... no, even more powerful!\We're trapped?\Show yourself!\Who are they?!\It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you? response:	I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.
context: We're trapped?\Show yourself!\Who are they?!\It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps. response:	My name is Lahar.
context: Show yourself!\Who are they?!\It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar. response:	Who?
context: Who are they?!\It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who? response:	Reformed Magic Council?
context: It's gonna leak out!\I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who?\Reformed Magic Council? response:	They're already back in business?
context: I wish to do you no harm.\All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who?\Reformed Magic Council?\They're already back in business? response:	We have been reborn, to uphold the law and protect justice.
context: All I desire is for you to stay here, without moving, for a little while.\Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who?\Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice. response:	We have no mercy for those that do evil acts.
context: Who are you?\I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who?\Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts. response:	What do you mean?
context: I am Captain of the Reformed Magic Council's 4th Enforcement and Detention Corps.\My name is Lahar.\Who?\Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean? response:	We haven't done anything bad!
context: My name is Lahar.\Who?\Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad! response:	R-Right, sure we didn't...
context: Who?\Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad!\R-Right, sure we didn't... response:	That didn't sound very convincing...
context: Reformed Magic Council?\They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing... response:	I am aware.
context: They're already back in business?\We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing...\I am aware. response:	Our purpose is to arrest Oracion Seis.
context: We have been reborn, to uphold the law and protect justice.\We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis. response:	Please hand over that person codenamed Hot Eye to us.
context: We have no mercy for those that do evil acts.\What do you mean?\We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us. response:	Wait a minute!
context: What do you mean?\We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute! response:	It is okay, Jura.
context: We haven't done anything bad!\R-Right, sure we didn't...\That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura. response:	Richard-dono...
context: R-Right, sure we didn't...\That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura.\Richard-dono... response:	Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.
context: That didn't sound very convincing...\I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways. response:	I wish to start over from the beginning.
context: I am aware.\Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning. response:	That way, when I finally reunite with my brother, I can look him eye to eye.
context: Our purpose is to arrest Oracion Seis.\Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye. response:	Then, I shall search for your brother in your stead.
context: Please hand over that person codenamed Hot Eye to us.\Wait a minute!\It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead. response:	You will?
context: Wait a minute!\It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will? response:	Please tell me your brother's name.
context: It is okay, Jura.\Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name. response:	His name is Wally. Wally Buchanan.
context: Richard-dono...\Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan. response:	Wally?
context: Even if my soul has been awakened to righteousness, that does not wipe clean my past evil ways.\I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally? response:	Get it?
context: I wish to start over from the beginning.\That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally?\Get it? response:	Blockhead?!
context: That way, when I finally reunite with my brother, I can look him eye to eye.\Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally?\Get it?\Blockhead?! response:	He... Wally was...
context: Then, I shall search for your brother in your stead.\You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally?\Get it?\Blockhead?!\He... Wally was... response:	Man, this ground's hard!
context: You will?\Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally?\Get it?\Blockhead?!\He... Wally was...\Man, this ground's hard! response:	Hang in there, Wally.
context: Please tell me your brother's name.\His name is Wally. Wally Buchanan.\Wally?\Get it?\Blockhead?!\He... Wally was...\Man, this ground's hard!\Hang in there, Wally. response:	The ground may be hardened now, but if we work hard and believe in the light,
context: His name is Wally. Wally Buchanan.\Wally?\Get it?\Blockhead?!\He... Wally was...\Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light, response:	I am sure that it will soften, and become decent soil.
context: Wally?\Get it?\Blockhead?!\He... Wally was...\Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil. response:	Got it! If you're gonna work hard, then so am I!
context: Get it?\Blockhead?!\He... Wally was...\Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I! response:	Yes.
context: Blockhead?!\He... Wally was...\Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes. response:	My brother and I lost our parents very young.
context: He... Wally was...\Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young. response:	But we both worked together, and managed to live!
context: Man, this ground's hard!\Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live! response:	Then it happened... Right when we began growing vegetables.
context: Hang in there, Wally.\The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables. response:	We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!
context: The ground may be hardened now, but if we work hard and believe in the light,\I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables! response:	God damn it!
context: I am sure that it will soften, and become decent soil.\Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it! response:	Don't cry, Wally...
context: Got it! If you're gonna work hard, then so am I!\Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally... response:	But...
