context: Where is this? response:	The spot where a giant demon known as Ryukotsusei was sealed.
context: But what about you, Sis?\I know where he is, so I'll go see him.\You sure about going alone?\Leave it to me.\You give Karan a hand.\All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay? response:	Kagome!
context: I know where he is, so I'll go see him.\You sure about going alone?\Leave it to me.\You give Karan a hand.\All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome! response:	So you've returned.
context: You sure about going alone?\Leave it to me.\You give Karan a hand.\All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome!\So you've returned. response:	You could've stayed away longer.
context: Leave it to me.\You give Karan a hand.\All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome!\So you've returned.\You could've stayed away longer. response:	What's with the long faces?!
context: You give Karan a hand.\All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome!\So you've returned.\You could've stayed away longer.\What's with the long faces?! response:	Did something happen?
context: All right.\We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome!\So you've returned.\You could've stayed away longer.\What's with the long faces?!\Did something happen? response:	If anything, it's about to start.
context: We'll meet next at the entrance to the valley.\Kagome, here. You okay?\Kagome!\So you've returned.\You could've stayed away longer.\What's with the long faces?!\Did something happen?\If anything, it's about to start. response:	Can you make more sense?!
context: Kagome, here. You okay?\Kagome!\So you've returned.\You could've stayed away longer.\What's with the long faces?!\Did something happen?\If anything, it's about to start.\Can you make more sense?! response:	Cats.
context: Kagome!\So you've returned.\You could've stayed away longer.\What's with the long faces?!\Did something happen?\If anything, it's about to start.\Can you make more sense?!\Cats. response:	Cats!
context: So you've returned.\You could've stayed away longer.\What's with the long faces?!\Did something happen?\If anything, it's about to start.\Can you make more sense?!\Cats.\Cats! response:	Cats?
context: You could've stayed away longer.\What's with the long faces?!\Did something happen?\If anything, it's about to start.\Can you make more sense?!\Cats.\Cats!\Cats? response:	Huh?
context: What's with the long faces?!\Did something happen?\If anything, it's about to start.\Can you make more sense?!\Cats.\Cats!\Cats?\Huh? response:	Jaken, keep at it!
context: Did something happen?\If anything, it's about to start.\Can you make more sense?!\Cats.\Cats!\Cats?\Huh?\Jaken, keep at it! response:	No!
context: If anything, it's about to start.\Can you make more sense?!\Cats.\Cats!\Cats?\Huh?\Jaken, keep at it!\No! response:	To the right!
context: Can you make more sense?!\Cats.\Cats!\Cats?\Huh?\Jaken, keep at it!\No!\To the right! response:	To the left!
context: Cats.\Cats!\Cats?\Huh?\Jaken, keep at it!\No!\To the right!\To the left! response:	In front of you!
context: Cats!\Cats?\Huh?\Jaken, keep at it!\No!\To the right!\To the left!\In front of you! response:	Back? Front?
context: Cats?\Huh?\Jaken, keep at it!\No!\To the right!\To the left!\In front of you!\Back? Front? response:	In front!
context: Huh?\Jaken, keep at it!\No!\To the right!\To the left!\In front of you!\Back? Front?\In front! response:	Over there!
context: Jaken, keep at it!\No!\To the right!\To the left!\In front of you!\Back? Front?\In front!\Over there! response:	Got it!
context: No!\To the right!\To the left!\In front of you!\Back? Front?\In front!\Over there!\Got it! response:	Did you see me?!
context: To the right!\To the left!\In front of you!\Back? Front?\In front!\Over there!\Got it!\Did you see me?! response:	- Amazing, Jaken! - Say it more!
context: To the left!\In front of you!\Back? Front?\In front!\Over there!\Got it!\Did you see me?!\- Amazing, Jaken! - Say it more! response:	- Such a great one! - That I am!
context: In front of you!\Back? Front?\In front!\Over there!\Got it!\Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am! response:	Toran, huh?
context: Back? Front?\In front!\Over there!\Got it!\Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh? response:	It's been a long time, Sesshomaru.
context: In front!\Over there!\Got it!\Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru. response:	So you're still alive?
context: Over there!\Got it!\Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive? response:	What a way to greet someone.
context: Got it!\Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone. response:	I intend to settle things this time.
context: Did you see me?!\- Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone.\I intend to settle things this time. response:	We settled things a long time ago.
context: - Amazing, Jaken! - Say it more!\- Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago. response:	But if you insist, it won't be like fifty years ago.
context: - Such a great one! - That I am!\Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago. response:	You're still as boorish as ever.
context: Toran, huh?\It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever. response:	However, I agree that it won't be like fifty years ago.
context: It's been a long time, Sesshomaru.\So you're still alive?\What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago. response:	Our master is waiting for you.
context: So you're still alive?\What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you. response:	Master?
context: What a way to greet someone.\I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master? response:	Yes, our Commander-in-Chief.
context: I intend to settle things this time.\We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master?\Yes, our Commander-in-Chief. response:	Your old man is dead and gone,
context: We settled things a long time ago.\But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone, response:	but our master is going to be resurrected.
context: But if you insist, it won't be like fifty years ago.\You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected. response:	At long last.
context: You're still as boorish as ever.\However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected.\At long last. response:	Ressurected for what?
context: However, I agree that it won't be like fifty years ago.\Our master is waiting for you.\Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected.\At long last.\Ressurected for what? response:	To attack the lands in the east once again.
context: Our master is waiting for you.\Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected.\At long last.\Ressurected for what?\To attack the lands in the east once again. response:	And...
context: Master?\Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected.\At long last.\Ressurected for what?\To attack the lands in the east once again.\And... response:	I guess you could call it revenge.
context: Yes, our Commander-in-Chief.\Your old man is dead and gone,\but our master is going to be resurrected.\At long last.\Ressurected for what?\To attack the lands in the east once again.\And...\I guess you could call it revenge. response:	Against you and your kind.
context: Your old man is dead and gone,\but our master is going to be resurrected.\At long last.\Ressurected for what?\To attack the lands in the east once again.\And...\I guess you could call it revenge.\Against you and your kind. response:	Then... this time I'll squeeze the breath out of him permanently.
context: but our master is going to be resurrected.\At long last.\Ressurected for what?\To attack the lands in the east once again.\And...\I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently. response:	I'm glad to that hear that you're willing to fight.
context: At long last.\Ressurected for what?\To attack the lands in the east once again.\And...\I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight. response:	Hold it... Don't be so hasty.
context: Ressurected for what?\To attack the lands in the east once again.\And...\I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty. response:	Not here.
context: To attack the lands in the east once again.\And...\I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here. response:	Come to our castle.
context: And...\I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here.\Come to our castle. response:	And you can bring all the help you need.
context: I guess you could call it revenge.\Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here.\Come to our castle.\And you can bring all the help you need. response:	Lord Sesshomaru!
context: Against you and your kind.\Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here.\Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru! response:	Look! So many!
context: Then... this time I'll squeeze the breath out of him permanently.\I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here.\Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru!\Look! So many! response:	Don't leave me!
context: I'm glad to that hear that you're willing to fight.\Hold it... Don't be so hasty.\Not here.\Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru!\Look! So many!\Don't leave me! response:	Lord Sesshomaru!
context: Hold it... Don't be so hasty.\Not here.\Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru!\Look! So many!\Don't leave me!\Lord Sesshomaru! response:	Look!
context: Not here.\Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru!\Look! So many!\Don't leave me!\Lord Sesshomaru!\Look! response:	Jaken!
context: Come to our castle.\And you can bring all the help you need.\Lord Sesshomaru!\Look! So many!\Don't leave me!\Lord Sesshomaru!\Look!\Jaken! response:	Yes, my lord?
context: And you can bring all the help you need.\Lord Sesshomaru!\Look! So many!\Don't leave me!\Lord Sesshomaru!\Look!\Jaken!\Yes, my lord? response:	The Panther-Demon Tribe has appeared.
context: Lord Sesshomaru!\Look! So many!\Don't leave me!\Lord Sesshomaru!\Look!\Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared. response:	Huh?! Not them again?!
context: Look! So many!\Don't leave me!\Lord Sesshomaru!\Look!\Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?! response:	Rin.
context: Don't leave me!\Lord Sesshomaru!\Look!\Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin. response:	Yes?
context: Lord Sesshomaru!\Look!\Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin.\Yes? response:	Wait here with Aun.
context: Look!\Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin.\Yes?\Wait here with Aun. response:	All right, I will.
context: Jaken!\Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin.\Yes?\Wait here with Aun.\All right, I will. response:	Huh?
context: Yes, my lord?\The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin.\Yes?\Wait here with Aun.\All right, I will.\Huh? response:	Please wait, Lord Sesshomaru!
context: The Panther-Demon Tribe has appeared.\Huh?! Not them again?!\Rin.\Yes?\Wait here with Aun.\All right, I will.\Huh?\Please wait, Lord Sesshomaru! response:	Don't forget to come back for me!
context: Huh?! Not them again?!\Rin.\Yes?\Wait here with Aun.\All right, I will.\Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me! response:	Promise!
context: Rin.\Yes?\Wait here with Aun.\All right, I will.\Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise! response:	Cat goblins?!
context: Yes?\Wait here with Aun.\All right, I will.\Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise!\Cat goblins?! response:	I remember! Something like this happened fifty years ago, too.
context: Wait here with Aun.\All right, I will.\Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too. response:	Fifty years ago?
context: All right, I will.\Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago? response:	Cats attacked from the West.
context: Huh?\Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West. response:	Never heard of that.
context: Please wait, Lord Sesshomaru!\Don't forget to come back for me!\Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West.\Never heard of that. response:	Are you sure about this?
context: Don't forget to come back for me!\Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West.\Never heard of that.\Are you sure about this? response:	Inuyasha... Maybe this incident occurred while you were under the seal?
context: Promise!\Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West.\Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal? response:	Huh? Well then, there's no way I'd know.
context: Cat goblins?!\I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West.\Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know. response:	I never heard of such a thing either.
context: I remember! Something like this happened fifty years ago, too.\Fifty years ago?\Cats attacked from the West.\Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either. response:	That's'cuz you're just a kid!
context: Fifty years ago?\Cats attacked from the West.\Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid! response:	That's rude!
context: Cats attacked from the West.\Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude! response:	What happened at that time?
context: Never heard of that.\Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude!\What happened at that time? response:	I took off while I could.
context: Are you sure about this?\Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude!\What happened at that time?\I took off while I could. response:	You would!
context: Inuyasha... Maybe this incident occurred while you were under the seal?\Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude!\What happened at that time?\I took off while I could.\You would! response:	I returned after I heard later that the cats had gone.
context: Huh? Well then, there's no way I'd know.\I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude!\What happened at that time?\I took off while I could.\You would!\I returned after I heard later that the cats had gone. response:	And sure enough, the cats were all gone.
context: I never heard of such a thing either.\That's'cuz you're just a kid!\That's rude!\What happened at that time?\I took off while I could.\You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone. response:	Why?
context: That's'cuz you're just a kid!\That's rude!\What happened at that time?\I took off while I could.\You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why? response:	Well... I don't know anything more...
context: That's rude!\What happened at that time?\I took off while I could.\You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why?\Well... I don't know anything more... response:	I see...
context: What happened at that time?\I took off while I could.\You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why?\Well... I don't know anything more...\I see... response:	You ARE strangely dressed for a priestess.
context: I took off while I could.\You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why?\Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess. response:	A cat!
context: You would!\I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why?\Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess.\A cat! response:	Cat! Cat?! Shut up, you raccoon dog!
context: I returned after I heard later that the cats had gone.\And sure enough, the cats were all gone.\Why?\Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog! response:	I'm a fox!
context: And sure enough, the cats were all gone.\Why?\Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox! response:	Whaddya want?
context: Why?\Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want? response:	We have no business with you.
context: Well... I don't know anything more...\I see...\You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want?\We have no business with you. response:	We want that priestess with the Sacred Jewel shards.
context: I see...\You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards. response:	If you want the shards, you'll have to go through me!
context: You ARE strangely dressed for a priestess.\A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me! response:	Humph! A half-demon!
context: A cat!\Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon! response:	So what of it?
context: Cat! Cat?! Shut up, you raccoon dog!\I'm a fox!\Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it? response:	Are you Inuyasha?
context: I'm a fox!\Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it?\Are you Inuyasha? response:	Huh?
context: Whaddya want?\We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it?\Are you Inuyasha?\Huh? response:	You know her?
context: We have no business with you.\We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it?\Are you Inuyasha?\Huh?\You know her? response:	I don't know her!
context: We want that priestess with the Sacred Jewel shards.\If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it?\Are you Inuyasha?\Huh?\You know her?\I don't know her! response:	You're Inuyasha? Sesshomaru's kid brother?
context: If you want the shards, you'll have to go through me!\Humph! A half-demon!\So what of it?\Are you Inuyasha?\Huh?\You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother? response:	Huh?
context: Humph! A half-demon!\So what of it?\Are you Inuyasha?\Huh?\You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh? response:	Well... I don't think of'im as much of a brother.
context: So what of it?\Are you Inuyasha?\Huh?\You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother. response:	I'll take on Inuyasha.
context: Are you Inuyasha?\Huh?\You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha. response:	Shuran, you handle that priest and Demon Slayer.
context: Huh?\You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer. response:	Gotcha!
context: You know her?\I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha! response:	Why you...!
context: I don't know her!\You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...! response:	I'm your opponent!
context: You're Inuyasha? Sesshomaru's kid brother?\Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...!\I'm your opponent! response:	But I won't kill you here.
context: Huh?\Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...!\I'm your opponent!\But I won't kill you here. response:	Now... Come at me!
context: Well... I don't think of'im as much of a brother.\I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...!\I'm your opponent!\But I won't kill you here.\Now... Come at me! response:	W-Why you...!
context: I'll take on Inuyasha.\Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...!\I'm your opponent!\But I won't kill you here.\Now... Come at me!\W-Why you...! response:	Sango!
context: Shuran, you handle that priest and Demon Slayer.\Gotcha!\Why you...!\I'm your opponent!\But I won't kill you here.\Now... Come at me!\W-Why you...!\Sango! response:	What... Huh?
context: Gotcha!\Why you...!\I'm your opponent!\But I won't kill you here.\Now... Come at me!\W-Why you...!\Sango!\What... Huh? response:	Huh?! Kagome!
context: Why you...!\I'm your opponent!\But I won't kill you here.\Now... Come at me!\W-Why you...!\Sango!\What... Huh?\Huh?! Kagome! response:	You're!
context: I'm your opponent!\But I won't kill you here.\Now... Come at me!\W-Why you...!\Sango!\What... Huh?\Huh?! Kagome!\You're! response:	She has the Sacred Jewel shards, all right.
context: But I won't kill you here.\Now... Come at me!\W-Why you...!\Sango!\What... Huh?\Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right. response:	K-Kagome!
context: Now... Come at me!\W-Why you...!\Sango!\What... Huh?\Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right.\K-Kagome! response:	Hmm... She seems pretty dear to you.
context: W-Why you...!\Sango!\What... Huh?\Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you. response:	Let... Kagome go!
context: Sango!\What... Huh?\Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go! response:	Then come to our castle... and get her.
context: What... Huh?\Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her. response:	We'll be waiting, Inuyasha.
context: Huh?! Kagome!\You're!\She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha. response:	Hold it!
context: You're!\She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it! response:	Why you!
context: She has the Sacred Jewel shards, all right.\K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it!\Why you! response:	Get outta my way!
context: K-Kagome!\Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it!\Why you!\Get outta my way! response:	Dammit!
context: Hmm... She seems pretty dear to you.\Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it!\Why you!\Get outta my way!\Dammit! response:	I'm going, too!
context: Let... Kagome go!\Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it!\Why you!\Get outta my way!\Dammit!\I'm going, too! response:	Let's follow, too, Miroku.
context: Then come to our castle... and get her.\We'll be waiting, Inuyasha.\Hold it!\Why you!\Get outta my way!\Dammit!\I'm going, too!\Let's follow, too, Miroku. response:	What about Kirara?
context: We'll be waiting, Inuyasha.\Hold it!\Why you!\Get outta my way!\Dammit!\I'm going, too!\Let's follow, too, Miroku.\What about Kirara? response:	She's all right. She's just unconscious.
context: Hold it!\Why you!\Get outta my way!\Dammit!\I'm going, too!\Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious. response:	Miroku!
context: Why you!\Get outta my way!\Dammit!\I'm going, too!\Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious.\Miroku! response:	I'll be on my way...
context: Get outta my way!\Dammit!\I'm going, too!\Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious.\Miroku!\I'll be on my way... response:	You're coming, too!
context: Dammit!\I'm going, too!\Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious.\Miroku!\I'll be on my way...\You're coming, too! response:	Where?! Where'd they go?
context: I'm going, too!\Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious.\Miroku!\I'll be on my way...\You're coming, too!\Where?! Where'd they go? response:	Calm down, Inuyasha.
context: Let's follow, too, Miroku.\What about Kirara?\She's all right. She's just unconscious.\Miroku!\I'll be on my way...\You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha. response:	It reeks with the smell of the cats.
context: What about Kirara?\She's all right. She's just unconscious.\Miroku!\I'll be on my way...\You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats. response:	That's for sure.
context: She's all right. She's just unconscious.\Miroku!\I'll be on my way...\You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure. response:	- Attaway! - Inuyasha!
context: Miroku!\I'll be on my way...\You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha! response:	Where's Kagome?
context: I'll be on my way...\You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha!\Where's Kagome? response:	I'll get her back without fail!
context: You're coming, too!\Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail! response:	This way!
context: Where?! Where'd they go?\Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail!\This way! response:	Lord Sesshomaru doesn't intend to take them on alone?
context: Calm down, Inuyasha.\It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone? response:	No... That's much too dangerous.
context: It reeks with the smell of the cats.\That's for sure.\- Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous. response:	Even Lord Sesshomaru couldn't...
context: That's for sure.\- Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't... response:	What? Isn't that?
context: - Attaway! - Inuyasha!\Where's Kagome?\I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that? response:	Lord Sesshomaru!
