context: Sorry. response:	So? How much did you see?
context: Ahem. Ahem. A-hem!\Hey, so you drew a 12, huh, Kosaki?\Kosaki drew a 12! Kosaki drew a 12!\Onodera drew a 12!\Okay, come on, 12!\Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next? response:	I'm counting on you, Raku!
context: Hey, so you drew a 12, huh, Kosaki?\Kosaki drew a 12! Kosaki drew a 12!\Onodera drew a 12!\Okay, come on, 12!\Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku! response:	Number 12, okay?
context: Kosaki drew a 12! Kosaki drew a 12!\Onodera drew a 12!\Okay, come on, 12!\Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku!\Number 12, okay? response:	I know it's a long shot anyway,
context: Onodera drew a 12!\Okay, come on, 12!\Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway, response:	but just let me draw a 12!
context: Okay, come on, 12!\Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12! response:	Come to me!
context: Miyamoto? I don't know what's going on, but now I know the number!\I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12!\Come to me! response:	Come to me! Number 12!
context: I see. Number 12! If I can just draw a 12...\Okay, who's next?\I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12!\Come to me!\Come to me! Number 12! response:	Hey, calm down!
context: Okay, who's next?\I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12!\Come to me!\Come to me! Number 12!\Hey, calm down! response:	Why did I get you?
context: I'm counting on you, Raku!\Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12!\Come to me!\Come to me! Number 12!\Hey, calm down!\Why did I get you? response:	Apparently, there aren't enough boys, so I'm playing one.
context: Number 12, okay?\I know it's a long shot anyway,\but just let me draw a 12!\Come to me!\Come to me! Number 12!\Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one. response:	Other Pair No.2
context: I know it's a long shot anyway,\but just let me draw a 12!\Come to me!\Come to me! Number 12!\Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2 response:	Other Pair No.2
context: but just let me draw a 12!\Come to me!\Come to me! Number 12!\Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2 response:	If you get scared, you're free to throw your arms around me, Kirisaki-san!
context: Come to me!\Come to me! Number 12!\Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san! response:	Other Pair No.2
context: Come to me! Number 12!\Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2 response:	Other Pair No.2
context: Hey, calm down!\Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Why did I get you?\Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Apparently, there aren't enough boys, so I'm playing one.\Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: If you get scared, you're free to throw your arms around me, Kirisaki-san!\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Other Pair No.2
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2 response:	Well, I hear my grip is as powerful as a gorilla's. Still game?
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game? response:	On second thought, you can throw your arms around some nearby tree, Kirisaki-san!
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san! response:	Are you serious?
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious? response:	Did I just exhaust a lifetime's supply of luck?
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck? response:	I-Ichijou-kun!
context: Other Pair No.2\Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun! response:	I'm glad we're partners!
context: Other Pair No.2\Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners! response:	Hey, yeah, likewise.
context: Other Pair No.2\Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise. response:	Oh, man, still no good! I still can't look her in the eye!
context: Well, I hear my grip is as powerful as a gorilla's. Still game?\On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye! response:	Um, are you sure you're okay with me?
context: On second thought, you can throw your arms around some nearby tree, Kirisaki-san!\Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me? response:	Oh, I mean, you know...
context: Are you serious?\Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know... response:	I was wondering if you're actually fine with me as your partner.
context: Did I just exhaust a lifetime's supply of luck?\I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner. response:	I mean, when I tried talking to you this morning...
context: I-Ichijou-kun!\I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning... response:	Um, I was kinda wondering if you were avoiding me or something?
context: I'm glad we're partners!\Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something? response:	N-No, of course not! That was just me, uh... You know!
context: Hey, yeah, likewise.\Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know! response:	Spending the night in the same room as the girls...
context: Oh, man, still no good! I still can't look her in the eye!\Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls... response:	That made me nervous, see...
context: Um, are you sure you're okay with me?\Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see... response:	That's all there is to it!
context: Oh, I mean, you know...\I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it! response:	I-I see!
context: I was wondering if you're actually fine with me as your partner.\I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it!\I-I see! response:	Sorry, that was a weird thing to say.
context: I mean, when I tried talking to you this morning...\Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it!\I-I see!\Sorry, that was a weird thing to say. response:	I see, thank goodness!
context: Um, I was kinda wondering if you were avoiding me or something?\N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it!\I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness! response:	I was afraid that you hated me.
context: N-No, of course not! That was just me, uh... You know!\Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it!\I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me. response:	Wh-What the hell?
context: Spending the night in the same room as the girls...\That made me nervous, see...\That's all there is to it!\I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell? response:	That face she's making is too cute!
context: That made me nervous, see...\That's all there is to it!\I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute! response:	Hey, don't be a dummy, Onodera! Come on!
context: That's all there is to it!\I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on! response:	I see I was mistaken!
context: I-I see!\Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken! response:	Hey, luck is on my side, after all! I'm so gonna savor this lucky time!
context: Sorry, that was a weird thing to say.\I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time! response:	For God's sake, there's no way that I could ever hate you, Onodera!
context: I see, thank goodness!\I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera! response:	I mean, I...
context: I was afraid that you hated me.\Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I... response:	You what?
context: Wh-What the hell?\That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what? response:	He's paired with Kosaki-chan, huh? Look at him fawning over her.
context: That face she's making is too cute!\Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her. response:	Hey, what should we do?
context: Hey, don't be a dummy, Onodera! Come on!\I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do? response:	We're in trouble now.
context: I see I was mistaken!\Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now. response:	It's too late to look for a substitute.
context: Hey, luck is on my side, after all! I'm so gonna savor this lucky time!\For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute. response:	What's going on?
context: For God's sake, there's no way that I could ever hate you, Onodera!\I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute.\What's going on? response:	Kirisaki-san!
context: I mean, I...\You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute.\What's going on?\Kirisaki-san! response:	Well, the thing is, one of the monsters got a stomachache.
context: You what?\He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute.\What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache. response:	So we're looking for a replacement, but so far we've had no luck.
context: He's paired with Kosaki-chan, huh? Look at him fawning over her.\Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute.\What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck. response:	A monster, huh? Well, I'm too scared of the dark.
context: Hey, what should we do?\We're in trouble now.\It's too late to look for a substitute.\What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark. response:	I guess I won't be of any help.
context: We're in trouble now.\It's too late to look for a substitute.\What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help. response:	Oh, man, what are we gonna do?
context: It's too late to look for a substitute.\What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do? response:	Now that everyone's paired up, no one's going to want to be a monster.
context: What's going on?\Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster. response:	We came up with so many ways to scare everybody too!
context: Kirisaki-san!\Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too! response:	If we don't have enough people, the timing's gonna be all messed up!
context: Well, the thing is, one of the monsters got a stomachache.\So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up! response:	Rather, we didn't have enough monsters to begin with!
context: So we're looking for a replacement, but so far we've had no luck.\A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with! response:	At this rate, our test of courage is going to flop!
context: A monster, huh? Well, I'm too scared of the dark.\I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop! response:	Oh, man, what are we gonna do?
context: I guess I won't be of any help.\Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do? response:	Whatever happens, happens, I guess.
context: Oh, man, what are we gonna do?\Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess. response:	Thanks, you saved the night, Kirisaki-san!
context: Now that everyone's paired up, no one's going to want to be a monster.\We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san! response:	Okay, we have to get to our spots right away, so follow me!
context: We came up with so many ways to scare everybody too!\If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me! response:	Basically, all you have to do is have a good time,'kay?
context: If we don't have enough people, the timing's gonna be all messed up!\Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay? response:	Here's your flashlight!
context: Rather, we didn't have enough monsters to begin with!\At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight! response:	Huh? Kirisaki-san?
context: At this rate, our test of courage is going to flop!\Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san? response:	Everything's gonna be okay. I have a light, everything's gonna be okay.
context: Oh, man, what are we gonna do?\Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay. response:	Hurry! Hurry!
context: Whatever happens, happens, I guess.\Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry! response:	It's about to start!
context: Thanks, you saved the night, Kirisaki-san!\Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start! response:	I know, I know!
context: Okay, we have to get to our spots right away, so follow me!\Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start!\I know, I know! response:	Okay, I have to go over there,
context: Basically, all you have to do is have a good time,'kay?\Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start!\I know, I know!\Okay, I have to go over there, response:	so you scare'em good here, Kirisaki-san!
context: Here's your flashlight!\Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start!\I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san! response:	What? What? What? No way!
context: Huh? Kirisaki-san?\Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start!\I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way! response:	I'm staying here by myself?
context: Everything's gonna be okay. I have a light, everything's gonna be okay.\Hurry! Hurry!\It's about to start!\I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself? response:	Weren't you going to stay with me?
context: Hurry! Hurry!\It's about to start!\I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me? response:	It's all right. It's all right...
context: It's about to start!\I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right... response:	After all, I've got a light.
context: I know, I know!\Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light. response:	What?!
context: Okay, I have to go over there,\so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light.\What?! response:	I-I... I'm fine! I'm fine!
context: so you scare'em good here, Kirisaki-san!\What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light.\What?!\I-I... I'm fine! I'm fine! response:	I'm not scared! I'm not scared!
context: What? What? What? No way!\I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light.\What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared! response:	I might not be able to see them, but there are people all around me, so I'm not sc...
context: I'm staying here by myself?\Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light.\What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc... response:	What?!
context: Weren't you going to stay with me?\It's all right. It's all right...\After all, I've got a light.\What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?! response:	For crying out loud, why do I have to go through this?
context: It's all right. It's all right...\After all, I've got a light.\What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this? response:	Isn't there anyone who'll save me now?
context: After all, I've got a light.\What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now? response:	Why did he just pop into my head?
