context: placeholder for: Erm... response:	Kokoro
context: I suddenly realize\School Festival in 3 days!! Last push!!\how deep my whirlpool of hidden emotions is.\I'm so embarrassed.\And the wind now says it can't wait any longer and runs ahead.\My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind. response:	Forward
context: School Festival in 3 days!! Last push!!\how deep my whirlpool of hidden emotions is.\I'm so embarrassed.\And the wind now says it can't wait any longer and runs ahead.\My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward response:	Your hand is warmer and gentler than any other,
context: how deep my whirlpool of hidden emotions is.\I'm so embarrassed.\And the wind now says it can't wait any longer and runs ahead.\My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other, response:	and it reaches all the way to my heart.
context: I'm so embarrassed.\And the wind now says it can't wait any longer and runs ahead.\My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart. response:	If you'll smile and take my hand as well,
context: And the wind now says it can't wait any longer and runs ahead.\My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well, response:	then I'll never let you go.
context: My memories play before my eyes like a revolving lantern,\endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go. response:	Excellent Luck
context: endlessly, innocently, and oh so brightly.\My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck response:	Why did I fall in love with Kazehaya?
context: My fear, my weaknesses, all transform into the high-flying wind.\Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya? response:	I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!
context: Forward\Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival! response:	43rd Kitahoro High School Festival
context: Your hand is warmer and gentler than any other,\and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival response:	Fairy Cafe this way!
context: and it reaches all the way to my heart.\If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way! response:	Come see the Astronomy Club's planetarium!
context: If you'll smile and take my hand as well,\then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium! response:	We have fortune telling!
context: then I'll never let you go.\Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling! response:	Cult fortune telling!
context: Excellent Luck\Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling! response:	Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets
context: Why did I fall in love with Kazehaya?\I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets response:	I hate it.
context: I'm pleased to announce the beginning of the 43rd Kitahoro High School Festival!\43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it. response:	The guy I like has a girlfriend and I hate it.
context: 43rd Kitahoro High School Festival\Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it. response:	I'll do anything to make him mine and make his girlfriend fall.
context: Fairy Cafe this way!\Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall. response:	I-It's said that to curse someone is to curse yourself.
context: Come see the Astronomy Club's planetarium!\We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself. response:	It's possible that you may end up causing yourself harm as well, so I suggest
context: We have fortune telling!\Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest response:	What is this?
context: Cult fortune telling!\Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this? response:	What's with this evil aura?
context: Sadako's Black Magic Cafe Black Magic Consultations Happening Now - Herbal Teas - Herbal Sweets\I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura? response:	Rumors about Kuronuma set off more rumors,
context: I hate it.\The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors, response:	Sadako's Black Magic Cafe
context: The guy I like has a girlfriend and I hate it.\I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe response:	End of the Line
context: I'll do anything to make him mine and make his girlfriend fall.\I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line response:	and a bunch of people who want to cast black magic showed up.
context: I-It's said that to curse someone is to curse yourself.\It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up. response:	This is because of her?!
context: It's possible that you may end up causing yourself harm as well, so I suggest\What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?! response:	Thank you!
context: What is this?\What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you! response:	I'll try my best to compete with his girlfriend fairly!
context: What's with this evil aura?\Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly! response:	I won't hate her even if I lose!
context: Rumors about Kuronuma set off more rumors,\Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose! response:	For some reason, they all leave cured of their malice.
context: Sadako's Black Magic Cafe\End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice. response:	S-She's impressive.
context: End of the Line\and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive. response:	Next guest, please!
context: and a bunch of people who want to cast black magic showed up.\This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please! response:	No, I'm sorry, we don't play super cute rock-paper-scissors here.
context: This is because of her?!\Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here. response:	Here's your Perilla tea.
context: Thank you!\I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea. response:	It smells so good!
context: I'll try my best to compete with his girlfriend fairly!\I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good! response:	What is this tea good for?
context: I won't hate her even if I lose!\For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good!\What is this tea good for? response:	It's effective against constipation.
context: For some reason, they all leave cured of their malice.\S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good!\What is this tea good for?\It's effective against constipation. response:	I'm here!
context: S-She's impressive.\Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good!\What is this tea good for?\It's effective against constipation.\I'm here! response:	Chigusa! It's been awhile.
context: Next guest, please!\No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good!\What is this tea good for?\It's effective against constipation.\I'm here!\Chigusa! It's been awhile. response:	Hey, so do you have herbal ramen here?
context: No, I'm sorry, we don't play super cute rock-paper-scissors here.\Here's your Perilla tea.\It smells so good!\What is this tea good for?\It's effective against constipation.\I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here? response:	Rejected.
context: Here's your Perilla tea.\It smells so good!\What is this tea good for?\It's effective against constipation.\I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected. response:	I'll take one of these.
context: It smells so good!\What is this tea good for?\It's effective against constipation.\I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these. response:	The Black Magic Cafe is going on a ten minute break!
context: What is this tea good for?\It's effective against constipation.\I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break! response:	The person she likes has a girlfriend
context: It's effective against constipation.\I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend response:	There are more love troubles than anything else.
context: I'm here!\Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else. response:	If Kazehaya didn't like someone,
context: Chigusa! It's been awhile.\Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone, response:	was there something I could've done?
context: Hey, so do you have herbal ramen here?\Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done? response:	Love Dedication to love will bring happiness
context: Rejected.\I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness response:	Would things be different now?
context: I'll take one of these.\The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now? response:	They wouldn't, would they?
context: The Black Magic Cafe is going on a ten minute break!\The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they? response:	Sadako! Good work.
context: The person she likes has a girlfriend\There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they?\Sadako! Good work. response:	I brought this for you.
context: There are more love troubles than anything else.\If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they?\Sadako! Good work.\I brought this for you. response:	Did you think I was Kazehaya?
context: If Kazehaya didn't like someone,\was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they?\Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya? response:	Ayane will give me hell for interfering again, but I just can't leave this alone.
context: was there something I could've done?\Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they?\Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone. response:	Can I tell you what I really think?
context: Love Dedication to love will bring happiness\Would things be different now?\They wouldn't, would they?\Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think? response:	I thought it was impossible to make Kazehaya fall for you.
context: Would things be different now?\They wouldn't, would they?\Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you. response:	I thought that you two were too different and wouldn't make a good couple.
context: They wouldn't, would they?\Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple. response:	I thought that if Kazehaya actually fell for someone, it wouldn't be you.
context: Sadako! Good work.\I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you. response:	And even though you said that you don't feel a wall between you two,
context: I brought this for you.\Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two, response:	I see a wall between you and him and no one else.
context: Did you think I was Kazehaya?\Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else. response:	A wall that you don't have with anyone else.
context: Ayane will give me hell for interfering again, but I just can't leave this alone.\Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else. response:	Only with Kazehaya?
context: Can I tell you what I really think?\I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya? response:	Do I?
context: I thought it was impossible to make Kazehaya fall for you.\I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya?\Do I? response:	But you're actually pretty cute.
context: I thought that you two were too different and wouldn't make a good couple.\I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya?\Do I?\But you're actually pretty cute. response:	So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.
context: I thought that if Kazehaya actually fell for someone, it wouldn't be you.\And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya?\Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else. response:	Along that line of thought, I figured why not me?
context: And even though you said that you don't feel a wall between you two,\I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya?\Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me? response:	Sadako?
context: I see a wall between you and him and no one else.\A wall that you don't have with anyone else.\Only with Kazehaya?\Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako? response:	I think you look much better when you're smiling.
context: A wall that you don't have with anyone else.\Only with Kazehaya?\Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling. response:	But I guess now, the only one who can make you upset,
context: Only with Kazehaya?\Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset, response:	make you cry,
context: Do I?\But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry, response:	and make you laugh
context: But you're actually pretty cute.\So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry,\and make you laugh response:	is Kazehaya, right?
context: So I thought you should give up on Kazehaya, try to fit in with the class, and choose someone else.\Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry,\and make you laugh\is Kazehaya, right? response:	I support you.
context: Along that line of thought, I figured why not me?\Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry,\and make you laugh\is Kazehaya, right?\I support you. response:	Good luck.
context: Sadako?\I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry,\and make you laugh\is Kazehaya, right?\I support you.\Good luck. response:	A wall with Kazehaya?
context: I think you look much better when you're smiling.\But I guess now, the only one who can make you upset,\make you cry,\and make you laugh\is Kazehaya, right?\I support you.\Good luck.\A wall with Kazehaya? response:	I-I'm sorry!
context: But I guess now, the only one who can make you upset,\make you cry,\and make you laugh\is Kazehaya, right?\I support you.\Good luck.\A wall with Kazehaya?\I-I'm sorry! response:	Thanks!
context: make you cry,\and make you laugh\is Kazehaya, right?\I support you.\Good luck.\A wall with Kazehaya?\I-I'm sorry!\Thanks! response:	Feeling embarrassed,
context: and make you laugh\is Kazehaya, right?\I support you.\Good luck.\A wall with Kazehaya?\I-I'm sorry!\Thanks!\Feeling embarrassed, response:	not wanting him to hate me,
context: is Kazehaya, right?\I support you.\Good luck.\A wall with Kazehaya?\I-I'm sorry!\Thanks!\Feeling embarrassed,\not wanting him to hate me, response:	being unable to laugh normally,
context: I support you.\Good luck.\A wall with Kazehaya?\I-I'm sorry!\Thanks!\Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally, response:	unable to say what's on my mind
context: Good luck.\A wall with Kazehaya?\I-I'm sorry!\Thanks!\Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind response:	When did I create this wall
context: A wall with Kazehaya?\I-I'm sorry!\Thanks!\Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind\When did I create this wall response:	between the two of us?
context: I-I'm sorry!\Thanks!\Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind\When did I create this wall\between the two of us? response:	When I said what I really thought, Kazehaya always answered me with full honesty.
context: Thanks!\Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind\When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty. response:	Hey, Kazehaya
context: Feeling embarrassed,\not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind\When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya response:	I'm sorry.
context: not wanting him to hate me,\being unable to laugh normally,\unable to say what's on my mind\When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry. response:	Sadako It's a misunderstanding.
context: being unable to laugh normally,\unable to say what's on my mind\When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding. response:	Misunderstanding?
context: unable to say what's on my mind\When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding? response:	Yeah, I think Kuronuma has the wrong idea about me.
context: When did I create this wall\between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me. response:	What?
context: between the two of us?\When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What? response:	But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.
context: When I said what I really thought, Kazehaya always answered me with full honesty.\Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer. response:	Yet, she's never given up.
context: Hey, Kazehaya\I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up. response:	I know I'm the exact opposite of her,
context: I'm sorry.\Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her, response:	quick to get angry, with a jealous streak.
context: Sadako It's a misunderstanding.\Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak. response:	I'm definitely not the amazing person she thinks I am,
context: Misunderstanding?\Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am, response:	and definitely not someone worth admiring.
context: Yeah, I think Kuronuma has the wrong idea about me.\What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring. response:	Kuronuma always says It's all thanks to you, Kazehaya!,
context: What?\But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!, response:	but she's always trying her best all on her own,
context: But I think Kuronuma has had to deal with people having the wrong idea about her for much longer.\Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own, response:	always trying to make things better.
context: Yet, she's never given up.\I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better. response:	I'm the one who admires her.
context: I know I'm the exact opposite of her,\quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her. response:	Kazehaya
context: quick to get angry, with a jealous streak.\I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her.\Kazehaya response:	Kazehaya!
context: I'm definitely not the amazing person she thinks I am,\and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her.\Kazehaya\Kazehaya! response:	We came to check out your Black Magic Cafe!
context: and definitely not someone worth admiring.\Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her.\Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe! response:	We've heard it really works!
context: Kuronuma always says It's all thanks to you, Kazehaya!,\but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her.\Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works! response:	That Sadako Kuronuma is a natural!
context: but she's always trying her best all on her own,\always trying to make things better.\I'm the one who admires her.\Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural! response:	Sawako.
context: always trying to make things better.\I'm the one who admires her.\Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako. response:	It's Sawako Kuronuma.
