context: Signs response:	Opening 1st Frame
context: Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then. response:	What is it, rookie? What do you want?
context: What are they up to?\They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want? response:	E-Embezzling emergency backup supplies is a crime!
context: They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime! response:	So?
context: Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So? response:	Emergency goods are paid for by the people's tax dollars and...
context: Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and... response:	So you think you can lecture your superiors, rookie?
context: Guess we'll see if that's for better or for worse...\For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie? response:	I look forward to your future.
context: For now let's just enjoy the show.\Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future. response:	For now, go buy yourself a hooker and chill the fuck out.
context: Let's grab a drink then.\What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out. response:	H-Hold it!
context: What is it, rookie? What do you want?\E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it! response:	Embezzling is...
context: E-Embezzling emergency backup supplies is a crime!\So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is... response:	Hey!
context: So?\Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is...\Hey! response:	I'll have you arrested for insubordination and treason.
context: Emergency goods are paid for by the people's tax dollars and...\So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is...\Hey!\I'll have you arrested for insubordination and treason. response:	Damn you! You can't get away...
context: So you think you can lecture your superiors, rookie?\I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is...\Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away... response:	Yes, we can.
context: I look forward to your future.\For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is...\Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can. response:	Here, we can!
context: For now, go buy yourself a hooker and chill the fuck out.\H-Hold it!\Embezzling is...\Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can.\Here, we can! response:	I think that's probably enough.
context: H-Hold it!\Embezzling is...\Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can.\Here, we can!\I think that's probably enough. response:	Sorry if this retard was causing you trouble.
context: Embezzling is...\Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can.\Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble. response:	We'll be sure he learns his lesson.
context: Hey!\I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can.\Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson. response:	Unless...
context: I'll have you arrested for insubordination and treason.\Damn you! You can't get away...\Yes, we can.\Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless... response:	You'd prefer to make a bigger scene?
context: Damn you! You can't get away...\Yes, we can.\Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene? response:	We'll let you off this once.
context: Yes, we can.\Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene?\We'll let you off this once. response:	Yes, sir!
context: Here, we can!\I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir! response:	Let's go grab that drink now.
context: I think that's probably enough.\Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir!\Let's go grab that drink now. response:	Why not do it?
context: Sorry if this retard was causing you trouble.\We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir!\Let's go grab that drink now.\Why not do it? response:	Weren't you going to punish corruption?
context: We'll be sure he learns his lesson.\Unless...\You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir!\Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption? response:	If you want, I'll help out.
context: Unless...\You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir!\Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out. response:	What did you wanna get?
context: You'd prefer to make a bigger scene?\We'll let you off this once.\Yes, sir!\Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get? response:	What else?
context: We'll let you off this once.\Yes, sir!\Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get?\What else? response:	Meat!
context: Yes, sir!\Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get?\What else?\Meat! response:	Damn it!
context: Let's go grab that drink now.\Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get?\What else?\Meat!\Damn it! response:	We know you're working really hard!
context: Why not do it?\Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get?\What else?\Meat!\Damn it!\We know you're working really hard! response:	Oh, I'm not worthy of your praise.
context: Weren't you going to punish corruption?\If you want, I'll help out.\What did you wanna get?\What else?\Meat!\Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise. response:	That guy you know...
context: If you want, I'll help out.\What did you wanna get?\What else?\Meat!\Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know... response:	That idiot you mentioned earlier...
context: What did you wanna get?\What else?\Meat!\Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier... response:	Would he have done it?
context: What else?\Meat!\Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier...\Would he have done it? response:	Maybe.
context: Meat!\Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier...\Would he have done it?\Maybe. response:	Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.
context: Damn it!\We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier...\Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier. response:	Am I not?
context: We know you're working really hard!\Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier...\Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not? response:	Who knows?
context: Oh, I'm not worthy of your praise.\That guy you know...\That idiot you mentioned earlier...\Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows? response:	But isn't that what normal human beings do?
context: That guy you know...\That idiot you mentioned earlier...\Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows?\But isn't that what normal human beings do? response:	I don't care if I'm swept along by the flow, as long as I'm still considered a human.
context: That idiot you mentioned earlier...\Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human. response:	Annie!
context: Would he have done it?\Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie! response:	Hey.
context: Maybe.\Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey. response:	You're fitting in well with the Military Police.
context: Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.\Am I not?\Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey.\You're fitting in well with the Military Police. response:	Armin...
context: Am I not?\Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey.\You're fitting in well with the Military Police.\Armin... response:	What's with that look?
context: Who knows?\But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey.\You're fitting in well with the Military Police.\Armin...\What's with that look? response:	I disguised myself as a porter.
context: But isn't that what normal human beings do?\I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey.\You're fitting in well with the Military Police.\Armin...\What's with that look?\I disguised myself as a porter. response:	The cloak can hide my 3D Maneuver Gear.
context: I don't care if I'm swept along by the flow, as long as I'm still considered a human.\Annie!\Hey.\You're fitting in well with the Military Police.\Armin...\What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear. response:	See?
context: Annie!\Hey.\You're fitting in well with the Military Police.\Armin...\What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See? response:	What's going on?
context: Hey.\You're fitting in well with the Military Police.\Armin...\What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See?\What's going on? response:	Annie, would you assist me in letting Eren escape?
context: You're fitting in well with the Military Police.\Armin...\What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See?\What's going on?\Annie, would you assist me in letting Eren escape? response:	Escape to where?
context: Armin...\What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See?\What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where? response:	Where could you go inside these Walls after disobeying the King?
context: What's with that look?\I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See?\What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King? response:	We'd just hide out for a while.
context: I disguised myself as a porter.\The cloak can hide my 3D Maneuver Gear.\See?\What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while. response:	We don't intend to go against the King head-on.
context: The cloak can hide my 3D Maneuver Gear.\See?\What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on. response:	It'll be reported as a rebellion by a portion of the Recon Corps.
context: See?\What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps. response:	We need to buy time. Time to collect proof that could change the outcome of the court martial.
context: What's going on?\Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial. response:	We will succeed.
context: Annie, would you assist me in letting Eren escape?\Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed. response:	Change the outcome?
context: Escape to where?\Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome? response:	Does anything so convenient even exist?
context: Where could you go inside these Walls after disobeying the King?\We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome?\Does anything so convenient even exist? response:	What's your evidence?
context: We'd just hide out for a while.\We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome?\Does anything so convenient even exist?\What's your evidence? response:	Sorry, but I can't say.
context: We don't intend to go against the King head-on.\It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome?\Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say. response:	I'm sorry too, but I can't help you like this.
context: It'll be reported as a rebellion by a portion of the Recon Corps.\We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome?\Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this. response:	Good luck with whatever you're doing.
context: We need to buy time. Time to collect proof that could change the outcome of the court martial.\We will succeed.\Change the outcome?\Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing. response:	Annie! Please!
context: We will succeed.\Change the outcome?\Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please! response:	They're gonna wind up executing Eren!
context: Change the outcome?\Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren! response:	Clueless people will push mankind down the path of extinction
context: Does anything so convenient even exist?\What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction response:	just for personal gain, without even realizing it!
context: What's your evidence?\Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it! response:	I know my reasoning isn't all that convincing.
context: Sorry, but I can't say.\I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing. response:	But even so...
context: I'm sorry too, but I can't help you like this.\Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so... response:	Gambling big is our only chance at this point!
context: Good luck with whatever you're doing.\Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point! response:	Of course, we'll do our utmost to avoid causing trouble for you.
context: Annie! Please!\They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you. response:	But to get through the security inside Wall Sina,
context: They're gonna wind up executing Eren!\Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina, response:	we need insider help from the Military Police.
context: Clueless people will push mankind down the path of extinction\just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police. response:	We have no other choice.
context: just for personal gain, without even realizing it!\I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice. response:	Do I look like such a good person to you?
context: I know my reasoning isn't all that convincing.\But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you? response:	Good person?
context: But even so...\Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you?\Good person? response:	Well... I don't like that term.
context: Gambling big is our only chance at this point!\Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you?\Good person?\Well... I don't like that term. response:	To me, it seems like the meaning of good person is really a person who's good for you.
context: Of course, we'll do our utmost to avoid causing trouble for you.\But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you?\Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you. response:	In that sense, I don't think any individual can be good in everyone's eyes.
context: But to get through the security inside Wall Sina,\we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you?\Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes. response:	So if you don't help us...
context: we need insider help from the Military Police.\We have no other choice.\Do I look like such a good person to you?\Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us... response:	Then, in my eyes, you'd be a bad person.
context: We have no other choice.\Do I look like such a good person to you?\Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person. response:	Very well.
context: Do I look like such a good person to you?\Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well. response:	I'm in.
context: Good person?\Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well.\I'm in. response:	We made it through more easily than I expected.
context: Well... I don't like that term.\To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well.\I'm in.\We made it through more easily than I expected. response:	That's the Military Police for you. You can tell how hard they work.
context: To me, it seems like the meaning of good person is really a person who's good for you.\In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well.\I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work. response:	Stop glancing around so much.
context: In that sense, I don't think any individual can be good in everyone's eyes.\So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well.\I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much. response:	Let's just hope they don't discover Jean's taken my place.
context: So if you don't help us...\Then, in my eyes, you'd be a bad person.\Very well.\I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place. response:	I doubt that cover will last long.
context: Then, in my eyes, you'd be a bad person.\Very well.\I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long. response:	We look nothing alike.
context: Very well.\I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike. response:	Don't worry.
context: I'm in.\We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike.\Don't worry. response:	You both share a villainous face and a sociopathic look in your eyes.
context: We made it through more easily than I expected.\That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes. response:	I don't have a horseface like him!
context: That's the Military Police for you. You can tell how hard they work.\Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him! response:	Hey, if I didn't agree to help, how were you planning to get over the Wall?
context: Stop glancing around so much.\Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall? response:	I was going to use the 3D Maneuver Gear to break through.
context: Let's just hope they don't discover Jean's taken my place.\I doubt that cover will last long.\We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through. response:	That's insane.
context: I doubt that cover will last long.\We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane. response:	Wouldn't it have been less troublesome to escape before you reached Stohess?
context: We look nothing alike.\Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess? response:	Why here? Why now?
context: Don't worry.\You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now? response:	I thought the dense layout of the urban area
context: You both share a villainous face and a sociopathic look in your eyes.\I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area response:	would give us a better shot at swapping Jean for Eren.
context: I don't have a horseface like him!\Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren. response:	Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.
context: Hey, if I didn't agree to help, how were you planning to get over the Wall?\I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee. response:	I see. That makes sense.
context: I was going to use the 3D Maneuver Gear to break through.\That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense. response:	There!
context: That's insane.\Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There! response:	Here?
context: Wouldn't it have been less troublesome to escape before you reached Stohess?\Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There!\Here? response:	Yeah. We'll go through here.
context: Why here? Why now?\I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There!\Here?\Yeah. We'll go through here. response:	It's the abandoned remains of an underground city they planned long ago.
context: I thought the dense layout of the urban area\would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There!\Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago. response:	This leads as far as the outer gate.
context: would give us a better shot at swapping Jean for Eren.\Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There!\Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate. response:	Really? That's great!
context: Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.\I see. That makes sense.\There!\Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great! response:	Annie?
context: I see. That makes sense.\There!\Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great!\Annie? response:	What's wrong? Don't tell me you're scared of cramped, dark places?
context: There!\Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great!\Annie?\What's wrong? Don't tell me you're scared of cramped, dark places? response:	In fact, I am afraid.
context: Here?\Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great!\Annie?\What's wrong? Don't tell me you're scared of cramped, dark places?\In fact, I am afraid. response:	I doubt a brave, borderline-suicidal guy like you could possibly understand the feelings of a weak maiden like me.
context: Yeah. We'll go through here.\It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great!\Annie?\What's wrong? Don't tell me you're scared of cramped, dark places?\In fact, I am afraid.\I doubt a brave, borderline-suicidal guy like you could possibly understand the feelings of a weak maiden like me. response:	Someone who can fling a man head over heels in mid-air with ease can't call herself a maiden.
context: It's the abandoned remains of an underground city they planned long ago.\This leads as far as the outer gate.\Really? That's great!\Annie?\What's wrong? Don't tell me you're scared of cramped, dark places?\In fact, I am afraid.\I doubt a brave, borderline-suicidal guy like you could possibly understand the feelings of a weak maiden like me.\Someone who can fling a man head over heels in mid-air with ease can't call herself a maiden. response:	Stop being silly and hurry up!
