context: Mom... Mom... response:	Miss Rize...
context: Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh? response:	Huh?
context: -Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh? response:	And it's all your fault.
context: Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault. response:	All of the disadvantage in this world
context: The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault.\All of the disadvantage in this world response:	stems from a person's lack of ability.
context: N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability. response:	The person who told me these words was a real sack of crap,
context: Hide was the only moral support I had.\He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap, response:	but right now, I'm grateful to him.
context: He's a dear friend, isn't he?\But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him. response:	Kaneki, I've come to understand something well these last few days.
context: But you're going to lose your dear friend, too, huh?\Huh?\And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days. response:	Never mind your body,
context: Huh?\And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body, response:	your mind is surprisingly tough, too.
context: And it's all your fault.\All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too. response:	So I devised a little plan.
context: All of the disadvantage in this world\stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan. response:	A man and woman...
context: stems from a person's lack of ability.\The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman... response:	who love each other...!
context: The person who told me these words was a real sack of crap,\but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman...\who love each other...! response:	You will choose which one I kill!
context: but right now, I'm grateful to him.\Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman...\who love each other...!\You will choose which one I kill! response:	I let these two look after you until now.
context: Kaneki, I've come to understand something well these last few days.\Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman...\who love each other...!\You will choose which one I kill!\I let these two look after you until now. response:	Tell me, you were holding out hope that help was coming, right?
context: Never mind your body,\your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman...\who love each other...!\You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right? response:	You saw these two as your saviors, right?
context: your mind is surprisingly tough, too.\So I devised a little plan.\A man and woman...\who love each other...!\You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right? response:	So, which one?
context: So I devised a little plan.\A man and woman...\who love each other...!\You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one? response:	If you don't choose, I'll kill them both.
context: A man and woman...\who love each other...!\You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both. response:	How about I rephrase that?
context: who love each other...!\You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that? response:	Which one do you want to save?
context: You will choose which one I kill!\I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save? response:	Why... me...?
context: I let these two look after you until now.\Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save?\Why... me...? response:	Why do I have to be the one to choose?
context: Tell me, you were holding out hope that help was coming, right?\You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save?\Why... me...?\Why do I have to be the one to choose? response:	Come on, hurry up and choose.
context: You saw these two as your saviors, right?\So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save?\Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose. response:	I can't choose something like that!
context: So, which one?\If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save?\Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that! response:	It would be like I'm the one doing the killing, wouldn't it?!
context: If you don't choose, I'll kill them both.\How about I rephrase that?\Which one do you want to save?\Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?! response:	Pick one! Pick one! Pick one! Pick one!
context: How about I rephrase that?\Which one do you want to save?\Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one! response:	The man? The woman? The right one? The left one?
context: Which one do you want to save?\Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one? response:	Pick one!
context: Why... me...?\Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one! response:	There's no way I can pick one! If you have to kill someone, kill me!
context: Why do I have to be the one to choose?\Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me! response:	All right. Very well.
context: Come on, hurry up and choose.\I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well. response:	Watch closely, now.
context: I can't choose something like that!\It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now. response:	This one? How about this one?! No?!
context: It would be like I'm the one doing the killing, wouldn't it?!\Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now.\This one? How about this one?! No?! response:	Come on! Pick one! Pick one, I say!
context: Pick one! Pick one! Pick one! Pick one!\The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say! response:	She's gonna die! Well, Kaneki?
context: The man? The woman? The right one? The left one?\Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki? response:	Come on! Come on! Pick one! Pick one!
context: Pick one!\There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one! response:	Well?! Well?!
context: There's no way I can pick one! If you have to kill someone, kill me!\All right. Very well.\Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?! response:	Well?!
context: All right. Very well.\Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?! response:	Pick me, Mr. Kaneki! Haru is... Haru is going to die!
context: Watch closely, now.\This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die! response:	Pick me! Me! Pick me, Kaneki!
context: This one? How about this one?! No?!\Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki! response:	She broke, didn't she?
context: Come on! Pick one! Pick one, I say!\She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she? response:	It's all your fault.
context: She's gonna die! Well, Kaneki?\Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault. response:	N-Not me...
context: Come on! Come on! Pick one! Pick one!\Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault.\N-Not me... response:	No... it's... it's my fault...
context: Well?! Well?!\Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault.\N-Not me...\No... it's... it's my fault... response:	How are you just now getting it?
context: Well?!\Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault.\N-Not me...\No... it's... it's my fault...\How are you just now getting it? response:	You'll just sit there blaming yourself, and keep blaming yourself,
context: Pick me, Mr. Kaneki! Haru is... Haru is going to die!\Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault.\N-Not me...\No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself, response:	but going on blaming yourself won't change anything.
context: Pick me! Me! Pick me, Kaneki!\She broke, didn't she?\It's all your fault.\N-Not me...\No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything. response:	You don't try to change. It's all your fault.
context: She broke, didn't she?\It's all your fault.\N-Not me...\No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault. response:	That much is obvious, isn't it?
context: It's all your fault.\N-Not me...\No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it? response:	Whose fault is it that things ended up like this?
context: N-Not me...\No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this? response:	Coincidence? Accident? Fate?
context: No... it's... it's my fault...\How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate? response:	There's no such thing as fate.
context: How are you just now getting it?\You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate. response:	It's simply a combination of one circumstance with another.
context: You'll just sit there blaming yourself, and keep blaming yourself,\but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another. response:	And who is it that creates those circumstances?
context: but going on blaming yourself won't change anything.\You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances? response:	Who is it?
context: You don't try to change. It's all your fault.\That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it? response:	It's you.
context: That much is obvious, isn't it?\Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it?\It's you. response:	All of the disadvantage in this world
context: Whose fault is it that things ended up like this?\Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it?\It's you.\All of the disadvantage in this world response:	stems from a person's lack of ability.
context: Coincidence? Accident? Fate?\There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it?\It's you.\All of the disadvantage in this world\stems from a person's lack of ability. response:	He's right, isn't he?
context: There's no such thing as fate.\It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it?\It's you.\All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he? response:	This whole thing started
context: It's simply a combination of one circumstance with another.\And who is it that creates those circumstances?\Who is it?\It's you.\All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he?\This whole thing started response:	because you're such a fool to the ways of the world.
context: And who is it that creates those circumstances?\Who is it?\It's you.\All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world. response:	You were a fool, and I tricked you.
context: Who is it?\It's you.\All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you. response:	The doctor did some tweaking, and we got turned into a monster.
context: It's you.\All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster. response:	It's all because of you.
context: All of the disadvantage in this world\stems from a person's lack of ability.\He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you. response:	It's better to be hurt than to hurt others.
context: stems from a person's lack of ability.\He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others. response:	Which is why you're going through all this.
context: He's right, isn't he?\This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this. response:	If you had been strong and killed Yamori,
context: This whole thing started\because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori, response:	those two would have been spared.
context: because you're such a fool to the ways of the world.\You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared. response:	If you had chosen the man, the woman might have been spared.
context: You were a fool, and I tricked you.\The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared. response:	If only you had been strong at that moment.
context: The doctor did some tweaking, and we got turned into a monster.\It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment. response:	Mrs. Ryoko...
context: It's all because of you.\It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko... response:	S-Stop-Stop!
context: It's better to be hurt than to hurt others.\Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop! response:	Then there's what's to come...
context: Which is why you're going through all this.\If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come... response:	Touka...
context: If you had been strong and killed Yamori,\those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come...\Touka... response:	Hinami...
context: those two would have been spared.\If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come...\Touka...\Hinami... response:	The one you hold most dear...
context: If you had chosen the man, the woman might have been spared.\If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come...\Touka...\Hinami...\The one you hold most dear... response:	Hide!
context: If only you had been strong at that moment.\Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come...\Touka...\Hinami...\The one you hold most dear...\Hide! response:	You're a monster.
context: Mrs. Ryoko...\S-Stop-Stop!\Then there's what's to come...\Touka...\Hinami...\The one you hold most dear...\Hide!\You're a monster. response:	N-No... I'm...
context: S-Stop-Stop!\Then there's what's to come...\Touka...\Hinami...\The one you hold most dear...\Hide!\You're a monster.\N-No... I'm... response:	Why didn't you open up to me?
context: Then there's what's to come...\Touka...\Hinami...\The one you hold most dear...\Hide!\You're a monster.\N-No... I'm...\Why didn't you open up to me? response:	Once again, you failed to choose. And so...
context: Touka...\Hinami...\The one you hold most dear...\Hide!\You're a monster.\N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so... response:	this... happens...
context: Hinami...\The one you hold most dear...\Hide!\You're a monster.\N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens... response:	You see? This is the way of life that you chose.
context: The one you hold most dear...\Hide!\You're a monster.\N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose. response:	This is the future that you chose.
context: Hide!\You're a monster.\N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose.\This is the future that you chose. response:	Why are you crying? Why are you sobbing?
context: You're a monster.\N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing? response:	You choose to be hurt rather than to hurt others, right?
context: N-No... I'm...\Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right? response:	You're nice and wonderful.
context: Why didn't you open up to me?\Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful. response:	But while it seems like you're choosing both,
context: Once again, you failed to choose. And so...\this... happens...\You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both, response:	you're really forsaking both.
context: this... happens...\You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both. response:	Your mother was the same way.
context: You see? This is the way of life that you chose.\This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way. response:	If she had turned aside her intolerable sister's requests,
context: This is the future that you chose.\Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests, response:	she wouldn't have died from overwork.
context: Why are you crying? Why are you sobbing?\You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork. response:	Shut up.
context: You choose to be hurt rather than to hurt others, right?\You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up. response:	What a foolish mother, huh? If she loved you,
context: You're nice and wonderful.\But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you, response:	she should have abandoned her foolish sister.
context: But while it seems like you're choosing both,\you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister. response:	Stop it.
context: you're really forsaking both.\Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it. response:	-That's what you really wanted her to do, wasn't it?
context: Your mother was the same way.\If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it? response:	-Stop talking. -That's what you really wanted her to do, wasn't it?
context: If she had turned aside her intolerable sister's requests,\she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it? response:	Mom...
context: she wouldn't have died from overwork.\Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom... response:	Why...? Why did you leave me all alone...?
context: Shut up.\What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...? response:	I missed you... I hate being alone...
context: What a foolish mother, huh? If she loved you,\she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone... response:	I wish... I wish you would have chosen me...!
context: she should have abandoned her foolish sister.\Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...! response:	I wish you would have lived... for me!
context: Stop it.\-That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me! response:	Even if it meant forsaking your aunt?
context: -That's what you really wanted her to do, wasn't it?\-Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt? response:	Even if it meant that!
context: -Stop talking. -That's what you really wanted her to do, wasn't it?\Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that! response:	Even if it meant hurting someone?
context: Mom...\Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone? response:	Even if it meant that!
context: Why...? Why did you leave me all alone...?\I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone?\Even if it meant that! response:	Even if it meant taking her life?
context: I missed you... I hate being alone...\I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life? response:	Even if it meant that!
context: I wish... I wish you would have chosen me...!\I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life?\Even if it meant that! response:	Good boy.
context: I wish you would have lived... for me!\Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life?\Even if it meant that!\Good boy. response:	That's right, Kaneki.
context: Even if it meant forsaking your aunt?\Even if it meant that!\Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life?\Even if it meant that!\Good boy.\That's right, Kaneki. response:	There are times when you have to give up on one thing
context: Even if it meant that!\Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life?\Even if it meant that!\Good boy.\That's right, Kaneki.\There are times when you have to give up on one thing response:	to preserve the other. Your mother couldn't do that.
context: Even if it meant hurting someone?\Even if it meant that!\Even if it meant taking her life?\Even if it meant that!\Good boy.\That's right, Kaneki.\There are times when you have to give up on one thing\to preserve the other. Your mother couldn't do that. response:	That isn't kindness. That's just being weak.
context: Even if it meant that!\Even if it meant taking her life?\Even if it meant that!\Good boy.\That's right, Kaneki.\There are times when you have to give up on one thing\to preserve the other. Your mother couldn't do that.\That isn't kindness. That's just being weak. response:	She didn't have the strength- the resolve to turn her back.
context: Even if it meant taking her life?\Even if it meant that!\Good boy.\That's right, Kaneki.\There are times when you have to give up on one thing\to preserve the other. Your mother couldn't do that.\That isn't kindness. That's just being weak.\She didn't have the strength- the resolve to turn her back. response:	Can you still remain on the side of being hurt?
